Probeset ID	Gene	Description	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value (%)
AGI_MM_OLIGO_A_51_P246345	Myl7	myosin, light polypeptide 7, regulatory	-2.682542456	-2.32	0.864851177	5.637932	1.561390031
AGI_MM_OLIGO_A_51_P238425	Cbr2	carbonyl reductase 2	-2.126581454	-2.133333333	1.003174992	5.523031	3.468608598
AGI_MM_OLIGO_A_51_P338664	Hist3h2ba	histone 3, H2ba	-4.432861864	-2.363333333	0.533139404	5.481855	0.48194086
AGI_MM_OLIGO_A_51_P337350	Ern2	endoplasmic reticulum (ER) to nucleus signalling 2	-2.496925971	-2.093333333	0.838364196	5.354753	2.311974742
AGI_MM_OLIGO_A_51_P164504	Apoc1	apolipoprotein C-I	-2.305353373	-2.116666667	0.918152805	5.253205	2.506092472
AGI_MM_OLIGO_A_51_P394383	Malat1	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	-2.619918877	-2.213333333	0.844809873	5.241365	1.724126457
AGI_MM_OLIGO_A_51_P124315	BC034076	cDNA sequence BC034076	-2.046118943	-2.03	0.992122187	5.21839	3.707441527
AGI_MM_OLIGO_A_51_P134014	Nfia	nuclear factor I/A	-2.6502608	-2.103333333	0.793632586	5.186991	1.561390031
AGI_MM_OLIGO_A_51_P115749	Usp42	ubiquitin specific peptidase 42	-2.201208225	-1.976666667	0.897991678	5.163422	2.906685376
AGI_MM_OLIGO_A_51_P158018	2310026E23Rik	RIKEN cDNA 2310026E23 gene	-2.19973067	-2.07	0.941024294	5.120852	2.906685376
AGI_MM_OLIGO_A_51_P410927	Tmem42	transmembrane protein 42	-2.281820411	-1.996666667	0.875032346	5.111691	2.506092472
AGI_MM_OLIGO_A_51_P186172	BC005764	cDNA sequence BC005764	-3.593614408	-2.263333333	0.629820865	5.10152	0.48194086
AGI_MM_OLIGO_A_51_P178081	Resp18	regulated endocrine-specific protein 18	-2.330480969	-2.01	0.862482907	5.034993	2.506092472
AGI_MM_OLIGO_A_51_P226182	Trove2	TROVE domain family, member 2	-2.044105727	-1.93	0.944178168	4.967463	3.707441527
AGI_MM_OLIGO_A_51_P311938	Trove2	TROVE domain family, member 2	-1.936524303	-1.903333333	0.982860546	4.811625	4.484205204
AGI_MM_OLIGO_A_51_P266009			-2.745025887	-2.043333333	0.744376708	4.792485	1.561390031
AGI_MM_OLIGO_A_51_P168894	Tmem16a	transmembrane protein 16A	-1.951462833	-1.866666667	0.956547383	4.733056	4.484205204
AGI_MM_OLIGO_A_51_P362176	Fgg	fibrinogen, gamma polypeptide	-3.608217873	-2.13	0.59031912	4.694175	0.48194086
AGI_MM_OLIGO_A_51_P482618	Kcnip3	Kv channel interacting protein 3, calsenilin	-3.892382808	-2.12	0.544653521	4.666356	0.48194086
AGI_MM_OLIGO_A_51_P256401	Ryr1	ryanodine receptor 1, skeletal muscle	-2.059272879	-1.853333333	0.899994047	4.648136	3.707441527
AGI_MM_OLIGO_A_51_P196188	Ceacam1	CEA-related cell adhesion molecule 1	-2.098734653	-1.976666667	0.941837342	4.639295	3.468608598
AGI_MM_OLIGO_A_51_P224962	Zfp469	zinc finger protein 469	-2.029694204	-1.82	0.8966868	4.624705	3.707441527
AGI_MM_OLIGO_A_51_P326909	Cep68	centrosomal protein 68	-2.062003724	-1.83	0.887486273	4.615953	3.707441527
AGI_MM_OLIGO_A_51_P334942	Aldh1a1	aldehyde dehydrogenase family 1, subfamily A1	-2.532679171	-1.983333333	0.78309695	4.592422	1.850736175
AGI_MM_OLIGO_A_51_P418875	LOC432823	similar to hypothetical protein MGC37588	-4.102650612	-2.126666667	0.518364069	4.554978	0.48194086
AGI_MM_OLIGO_A_51_P177691	Gabrr1	gamma-aminobutyric acid (GABA-C) receptor, subunit rho 1	-3.382537334	-2.063333333	0.609995731	4.537205	1.092973022
AGI_MM_OLIGO_A_51_P124534			-2.54926541	-2.046666667	0.802845658	4.514265	1.850736175
AGI_MM_OLIGO_A_51_P486240	Clec3b	C-type lectin domain family 3, member b	-4.506193634	-2.11	0.468244415	4.500855	0.48194086
AGI_MM_OLIGO_A_51_P182257	1700019N12Rik	RIKEN cDNA 1700019N12 gene	-2.203211002	-1.856666667	0.84270942	4.469074	2.906685376
AGI_MM_OLIGO_A_51_P352572	Clcnkb	chloride channel Kb	-2.113745656	-1.82	0.861030747	4.397151	3.468608598
AGI_MM_OLIGO_A_51_P328769	Rnf20	ring finger protein 20	-2.286828711	-1.85	0.808980572	4.396571	2.506092472
AGI_MM_OLIGO_A_51_P353494	Fetub	fetuin beta	-2.203369625	-1.84	0.835084581	4.36205	2.906685376
AGI_MM_OLIGO_A_51_P355996	Acot5	acyl-CoA thioesterase 5	-2.79614595	-2.013333333	0.720038714	4.34537	1.322362421
AGI_MM_OLIGO_A_51_P211315	Lrrc45	leucine rich repeat containing 45	-1.98724745	-1.753333333	0.882292406	4.285041	4.130499272
AGI_MM_OLIGO_A_51_P103397	Vwf	Von Willebrand factor homolog	-2.156893324	-1.8	0.834533623	4.279356	3.468608598
AGI_MM_OLIGO_A_51_P166339	Avil	advillin	-4.75234265	-2.043333333	0.429963385	4.260758	0.48194086
AGI_MM_OLIGO_A_51_P171929	Hectd2	HECT domain containing 2	-5.566647583	-2.043333333	0.367067127	4.189886	0.48194086
AGI_MM_OLIGO_A_51_P303332	1500032H18Rik	RIKEN cDNA 1500032H18 gene	-2.041944439	-1.746666667	0.855393826	4.167535	3.707441527
AGI_MM_OLIGO_A_51_P204238	Dnajc3	DnaJ (Hsp40) homolog, subfamily C, member 3	-2.41623563	-1.826666667	0.755996909	4.148517	2.358415181
AGI_MM_OLIGO_A_51_P186798	Fgf2	fibroblast growth factor 2	-3.320768364	-1.963333333	0.591228631	4.143188	1.092973022
AGI_MM_OLIGO_A_51_P300266	Fem1c	fem-1 homolog c (C.elegans)	-2.120463874	-1.763333333	0.83157905	4.140615	3.468608598
AGI_MM_OLIGO_A_51_P519390	Hamp1	hepcidin antimicrobial peptide 1	-2.803616583	-1.883333333	0.671751389	4.121502	1.322362421
AGI_MM_OLIGO_A_51_P341738	Mmp2	matrix metallopeptidase 2	-2.619122082	-1.926666667	0.735615449	4.103574	1.724126457
AGI_MM_OLIGO_A_51_P190124	Crsp3	cofactor required for Sp1 transcriptional activation, subunit 3	-2.52496169	-1.836666667	0.727403776	4.064545	1.850736175
AGI_MM_OLIGO_A_51_P496187	N28178	expressed sequence N28178	-2.162675957	-1.733333333	0.801476212	4.043508	3.468608598
AGI_MM_OLIGO_A_51_P130727	Fkbp11	FK506 binding protein 11	-4.136144133	-1.99	0.481124433	4.007534	0.48194086
AGI_MM_OLIGO_A_51_P374572	Igfbp6	insulin-like growth factor binding protein 6	-2.852681608	-1.863333333	0.653186577	3.992016	1.322362421
AGI_MM_OLIGO_A_51_P381485	4930542N07Rik	RIKEN cDNA 4930542N07 gene	-2.219607161	-1.77	0.797438408	3.969672	2.906685376
AGI_MM_OLIGO_A_51_P505530	Tnxb	tenascin XB	-2.473695877	-1.833333333	0.741131257	3.962436	2.311974742
AGI_MM_OLIGO_A_51_P329394	Folr1	folate receptor 1 (adult)	-2.222529939	-1.823333333	0.820386399	3.929891	2.906685376
AGI_MM_OLIGO_A_51_P143162	Myh7	myosin, heavy polypeptide 7, cardiac muscle, beta	-2.959831826	-1.986666667	0.671209306	3.926959	1.322362421
AGI_MM_OLIGO_A_51_P393264	Foxa3	forkhead box A3	-4.40681306	-1.943333333	0.440983837	3.924185	0.48194086
AGI_MM_OLIGO_A_51_P269203	Trpv4	transient receptor potential cation channel, subfamily V, member 4	-2.970578083	-1.87	0.629507102	3.919417	1.322362421
AGI_MM_OLIGO_A_51_P281637	4833421E05Rik	RIKEN cDNA 4833421E05 gene	-1.988498308	-1.66	0.834800811	3.909915	4.130499272
AGI_MM_OLIGO_A_51_P380078	Fcgbp	Fc fragment of IgG binding protein	-3.639545818	-1.873333333	0.514716239	3.849411	0.48194086
AGI_MM_OLIGO_A_51_P364250	Itih5	inter-alpha (globulin) inhibitor H5	-2.158541789	-1.693333333	0.784480218	3.780575	3.468608598
AGI_MM_OLIGO_A_51_P405970	Trrap	transformation/transcription domain-associated protein	-2.018778519	-1.626666667	0.805767771	3.740555	4.130499272
AGI_MM_OLIGO_A_51_P178938	V1ri4	vomeronasal 1 receptor, I4	-2.02816688	-1.623333333	0.800394361	3.738877	3.707441527
AGI_MM_OLIGO_A_51_P139320	Pcbd1	pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1	-2.876429672	-1.77	0.615346176	3.689492	1.322362421
AGI_MM_OLIGO_A_51_P141992	Aebp2	AE binding protein 2	-2.159080588	-1.636666667	0.758038711	3.685821	3.468608598
AGI_MM_OLIGO_A_51_P367866	Egr1	early growth response 1	-4.143234786	-1.86	0.448924595	3.682563	0.48194086
AGI_MM_OLIGO_A_51_P302938	2210403B10Rik	RIKEN cDNA 2210403B10 gene	-3.580840417	-1.903333333	0.531532577	3.677823	0.48194086
AGI_MM_OLIGO_A_51_P501858	Plekha4	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	-3.563169563	-1.833333333	0.51452318	3.547231	0.48194086
AGI_MM_OLIGO_A_51_P338040	AW146242	expressed sequence AW146242	-2.881755289	-1.76	0.610738881	3.540951	1.322362421
AGI_MM_OLIGO_A_51_P408653	Tmem46	transmembrane protein 46	-2.348660631	-1.736666667	0.739428525	3.519392	2.506092472
AGI_MM_OLIGO_A_51_P490148	Nphp4	nephronophthisis 4 (juvenile) homolog (human)	-5.095046224	-1.84	0.361135095	3.517906	0.48194086
AGI_MM_OLIGO_A_51_P489452	Cdo1	cysteine dioxygenase 1, cytosolic	-2.915792218	-1.71	0.586461542	3.517535	1.322362421
AGI_MM_OLIGO_A_51_P207921	Por	P450 (cytochrome) oxidoreductase	-2.968952355	-1.72	0.579328933	3.510743	1.322362421
AGI_MM_OLIGO_A_51_P402378	Arfl4	ADP-ribosylation factor 4-like	-3.775578825	-1.75	0.463505089	3.50988	0.48194086
AGI_MM_OLIGO_A_51_P265838	Hoxb4	homeo box B4	-2.444462658	-1.676666667	0.68590398	3.506066	2.358415181
AGI_MM_OLIGO_A_51_P428777	Pbx4	pre-B-cell leukemia transcription factor 4	-4.233204377	-1.8	0.425209803	3.492474	0.48194086
AGI_MM_OLIGO_A_51_P357043	C78409	expressed sequence C78409	-2.16569765	-1.57	0.724939605	3.484078	3.468608598
AGI_MM_OLIGO_A_51_P388478	Efnb1	ephrin B1	-2.729618114	-1.68	0.61547071	3.469211	1.561390031
AGI_MM_OLIGO_A_51_P487658	Zkscan1	zinc finger with KRAB and SCAN domains 1	-2.392276866	-1.626666667	0.679965889	3.468729	2.358415181
AGI_MM_OLIGO_A_51_P194375	Pcbp4	poly(rC) binding protein 4	-3.327696712	-1.716666667	0.515872333	3.468489	1.092973022
AGI_MM_OLIGO_A_51_P297961	Recql	RecQ protein-like	-2.608620295	-1.676666667	0.642740789	3.455903	1.724126457
AGI_MM_OLIGO_A_51_P253984	Pcp4	Purkinje cell protein 4	-2.330662254	-1.613333333	0.69222099	3.425831	2.506092472
AGI_MM_OLIGO_A_51_P302626	Tcf1	transcription factor 1	-2.234433342	-1.613333333	0.722032429	3.424775	2.634425648
AGI_MM_OLIGO_A_51_P475995	Thra	thyroid hormone receptor alpha	-3.843889795	-1.71	0.444861869	3.379178	0.48194086
AGI_MM_OLIGO_A_51_P495825	Apof	apolipoprotein F	-2.446338887	-1.64	0.670389539	3.376895	2.358415181
AGI_MM_OLIGO_A_51_P378415	Rhbdl7	rhomboid, veinlet-like 7 (Drosophila)	-2.07383733	-1.52	0.732940804	3.352105	3.707441527
AGI_MM_OLIGO_A_51_P101474	Trfr2	transferrin receptor 2	-2.636482231	-1.74	0.659970312	3.297174	1.561390031
AGI_MM_OLIGO_A_51_P178131	1110008I14Rik	RIKEN cDNA 1110008I14 gene	-1.924827255	-1.476666667	0.767168411	3.26456	4.484205204
AGI_MM_OLIGO_A_51_P235117	Zc3h11a	zinc finger CCCH type containing 11A	-2.669016371	-1.603333333	0.600720681	3.263601	1.561390031
AGI_MM_OLIGO_A_51_P107020	Kif5a	kinesin family member 5A	-2.304965959	-1.54	0.668122665	3.263388	2.506092472
AGI_MM_OLIGO_A_51_P359078	2400006H24Rik	RIKEN cDNA 2400006H24 gene	-1.95696928	-1.48	0.756271452	3.240861	4.484205204
AGI_MM_OLIGO_A_51_P268983	Myom3	myomesin family, member 3	-2.081196462	-1.626666667	0.781601688	3.239601	3.707441527
AGI_MM_OLIGO_A_51_P118230	Jam4	junction adhesion molecule 4	-2.876658292	-1.603333333	0.557359676	3.202049	1.322362421
AGI_MM_OLIGO_A_51_P500051	Itpr2	inositol 1,4,5-triphosphate receptor 2	-2.016179664	-1.57	0.778700444	3.196012	4.130499272
AGI_MM_OLIGO_A_51_P437538	LOC331392	similar to Nucleolar phosphoprotein p130 (Nucleolar 130 kDa protein) (140 kDa nucleolar phosphoprotein) (Nopp140) (Nucleolar and coiled-body phosphoprotein 1)	-2.399101774	-1.54	0.641906907	3.192135	2.358415181
AGI_MM_OLIGO_A_51_P339331	Nkx6-3	NK6 transcription factor related, locus 3 (Drosophila)	-3.541506135	-1.616666667	0.456491279	3.18786	0.48194086
AGI_MM_OLIGO_A_51_P110671	Mst1r	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	-1.923439762	-1.466666667	0.762522797	3.166662	4.484205204
AGI_MM_OLIGO_A_51_P475375	Actn3	actinin alpha 3	-2.073915226	-1.48	0.713626083	3.146336	3.707441527
AGI_MM_OLIGO_A_51_P354792	Ltc4s	leukotriene C4 synthase	-2.186478231	-1.523333333	0.69670638	3.125391	3.468608598
AGI_MM_OLIGO_A_51_P362661	9630042H07Rik	RIKEN cDNA 9630042H07 gene	-2.548645993	-1.546666667	0.606858179	3.096455	1.850736175
AGI_MM_OLIGO_A_51_P277994	Oas2	2-5 oligoadenylate synthetase 2	-2.261700203	-1.503333333	0.664691691	3.085563	2.506092472
AGI_MM_OLIGO_A_51_P229613	Pcsk2	proprotein convertase subtilisin/kexin type 2	-2.059886782	-1.423333333	0.690976487	3.083945	3.707441527
AGI_MM_OLIGO_A_51_P380451	Pla2g10	phospholipase A2, group X	-3.172621239	-1.61	0.507466816	3.082044	1.280470486
AGI_MM_OLIGO_A_51_P177261	Stac3	SH3 and cysteine rich domain 3	-2.164219116	-1.443333333	0.666907211	3.071913	3.468608598
AGI_MM_OLIGO_A_51_P216108	Rps6kl1	ribosomal protein S6 kinase-like 1	-2.043799487	-1.537666667	0.75235691	3.039421	3.707441527
AGI_MM_OLIGO_A_51_P183261	Aqp8	aquaporin 8	-2.362878253	-1.483333333	0.627765451	3.030854	2.506092472
AGI_MM_OLIGO_A_51_P305437	Rcn1	reticulocalbin 1	-2.703280422	-1.496666667	0.553648321	3.004356	1.561390031
AGI_MM_OLIGO_A_51_P382880	Nr2f1	nuclear receptor subfamily 2, group F, member 1	-2.883173172	-1.52	0.527196914	3.0003	1.322362421
AGI_MM_OLIGO_A_51_P264388	Mapk8ip3	mitogen-activated protein kinase 8 interacting protein 3	-1.905740788	-1.393333333	0.731124265	2.994998	4.843679002
AGI_MM_OLIGO_A_51_P376127	Aire	autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy)	-3.536883841	-1.526666667	0.431641732	2.974509	0.48194086
AGI_MM_OLIGO_A_51_P397363	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	-2.151097234	-1.6	0.743806451	2.917323	3.468608598
AGI_MM_OLIGO_A_51_P274073	A830039N20Rik	RIKEN cDNA A830039N20 gene	-2.63563722	-1.556666667	0.590622509	2.889923	1.561390031
AGI_MM_OLIGO_A_51_P199168	Cidea	cell death-inducing DNA fragmentation factor, alpha subunit-like effector A	-3.147254357	-1.463333333	0.464955535	2.881512	1.280470486
AGI_MM_OLIGO_A_51_P146956	Dscr6	Down syndrome critical region homolog 6 (human)	-1.897559824	-1.336666667	0.704413452	2.877615	4.843679002
AGI_MM_OLIGO_A_51_P179243	Tssc4	tumor-suppressing subchromosomal transferable fragment 4	-3.927991425	-1.486666667	0.37848012	2.856735	0.48194086
AGI_MM_OLIGO_A_51_P112308	1810011O10Rik	RIKEN cDNA 1810011O10 gene	-1.941841961	-1.663333333	0.856575029	2.848922	4.484205204
AGI_MM_OLIGO_A_51_P514270	Add2	adducin 2 (beta)	-2.977645956	-1.476666667	0.495917476	2.845031	1.322362421
AGI_MM_OLIGO_A_51_P521304	Klhl13	kelch-like 13 (Drosophila)	-2.931890144	-1.446666667	0.493424581	2.84099	1.322362421
AGI_MM_OLIGO_A_51_P467108	Dpp4	dipeptidylpeptidase 4	-1.962199641	-1.426666667	0.727075185	2.831979	4.484205204
AGI_MM_OLIGO_A_51_P378227	Mpp7	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)	-2.729086847	-1.43	0.523984791	2.831097	1.561390031
AGI_MM_OLIGO_A_51_P271984	Tmem45b	transmembrane protein 45b	-1.948649935	-1.333333333	0.684234407	2.817536	4.484205204
AGI_MM_OLIGO_A_51_P502787	Glis1	GLIS family zinc finger 1	-2.109468372	-1.433333333	0.679476096	2.804577	3.468608598
AGI_MM_OLIGO_A_51_P332140	Clcn2	chloride channel 2	-2.975328319	-1.426666667	0.479498904	2.794545	1.322362421
AGI_MM_OLIGO_A_51_P152032	Zfp385	zinc finger protein 385	-2.047163673	-1.323333333	0.646422829	2.791893	3.707441527
AGI_MM_OLIGO_A_51_P191865	Lama2	laminin, alpha 2	-2.353709315	-1.383333333	0.587724799	2.784662	2.506092472
AGI_MM_OLIGO_A_51_P513898		erythrocyte protein band 4.1-like 4a	-2.833074242	-1.436666667	0.507105195	2.775696	1.322362421
AGI_MM_OLIGO_A_51_P417998	Sytl4	synaptotagmin-like 4	-2.153128975	-1.36	0.631638892	2.768779	3.468608598
AGI_MM_OLIGO_A_51_P371942	Pcolce	procollagen C-endopeptidase enhancer protein	-2.530796647	-1.4	0.553185497	2.747555	1.850736175
AGI_MM_OLIGO_A_51_P199593	2010203O07Rik	RIKEN cDNA 2010203O07 gene	-2.220337022	-1.343333333	0.605013257	2.736128	2.906685376
AGI_MM_OLIGO_A_51_P520019	Cdc6	cell division cycle 6 homolog (S. cerevisiae)	-2.00538537	-1.293333333	0.644930073	2.733884	4.130499272
AGI_MM_OLIGO_A_51_P425962	Khdrbs3	KH domain containing, RNA binding, signal transduction associated 3	-4.609104676	-1.436666667	0.311701896	2.730152	0.48194086
AGI_MM_OLIGO_A_51_P440838	Fgfr1op2	FGFR1 oncogene partner 2	-2.522766779	-1.336666667	0.529841553	2.674297	1.850736175
AGI_MM_OLIGO_A_51_P249193	C230098I05Rik	RIKEN cDNA C230098I05 gene	-2.793694351	-1.356666667	0.485617429	2.668232	1.561390031
AGI_MM_OLIGO_A_51_P348743	Llglh2	lethal giant larvae homolog 2	-3.537387202	-1.4	0.395772337	2.663896	0.48194086
AGI_MM_OLIGO_A_51_P238244	AI841971	expressed sequence AI841971	-2.367518349	-1.296666667	0.547690229	2.638244	2.506092472
AGI_MM_OLIGO_A_51_P397983	Slc9a2	solute carrier family 9 (sodium/hydrogen exchanger), member 2	-1.9011338	-1.27	0.668022419	2.608446	4.843679002
AGI_MM_OLIGO_A_51_P126789	Nope	neighbor of Punc E11	-2.404517702	-1.286666667	0.535103844	2.605049	2.358415181
AGI_MM_OLIGO_A_51_P393223	Ankrd23	ankyrin repeat domain 23	-2.139948241	-1.273333333	0.595029968	2.604167	3.468608598
AGI_MM_OLIGO_A_51_P392445	2610020C11Rik	RIKEN cDNA 2610020C11 gene	-2.288172797	-1.296666667	0.566682144	2.592016	2.506092472
AGI_MM_OLIGO_A_51_P215038	5330410G16Rik	RIKEN cDNA 5330410G16 gene	-2.771359807	-1.316666667	0.475097699	2.586251	1.561390031
AGI_MM_OLIGO_A_51_P293753	Cul7	cullin 7	-2.117932969	-1.276666667	0.602788986	2.585716	3.468608598
AGI_MM_OLIGO_A_51_P489720	Slc16a11	solute carrier family 16 (monocarboxylic acid transporters), member 11	-2.098777671	-1.276666667	0.608290571	2.583379	3.468608598
AGI_MM_OLIGO_A_51_P148069	Lpgat1	lysophosphatidylglycerol acyltransferase 1	-2.747587334	-1.326666667	0.482847861	2.573539	1.561390031
AGI_MM_OLIGO_A_51_P511429	Sag	retinal S-antigen	-3.544393836	-1.35	0.380883181	2.57195	0.48194086
AGI_MM_OLIGO_A_51_P256369	Dot1l	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	-3.889141422	-1.38	0.354834101	2.571752	0.48194086
AGI_MM_OLIGO_A_51_P365399	Smg5	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)	-1.955870538	-1.233333333	0.63058025	2.541425	4.484205204
AGI_MM_OLIGO_A_51_P153079	Ttll3	tubulin tyrosine ligase-like family, member 3	-2.229610836	-1.243333333	0.557645896	2.540715	2.634425648
