Ref Seq	Gene Symbol	Regulation	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene_assignment
NM_005733	KIF20A	down	2830638	-2.211902257	7.311868649	-13.67230595	2.2086E-11	2.95131E-08	15.92582325	NM_005733 // KIF20A // kinesin family member 20A // 5q31 // 10112 /// ENST00000394894 // KIF20A // kinesin family member 20A // 5q31 // 10112 /// ENST00000230902 // KIF20A // kinesin family member 20A // 5q31 // 10112 /// AK025790 // KIF20A // kinesin family member 20A // 5q31 // 10112
NM_004336	BUB1	down	2570616	-1.038507718	8.903823115	-12.72659409	7.72229E-11	9.63124E-08	14.79860559	NM_004336 // BUB1 // BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast) // 2q14 // 699 /// ENST00000302759 // BUB1 // BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast) // 2q14 // 699 /// AF053305 // BUB1 // BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast) // 2q14 // 699
NM_001809	CENPA	down	2473991	-1.114767207	8.97912883	-12.38207368	1.24127E-10	1.45136E-07	14.36628493	NM_001809 // CENPA // centromere protein A // 2p24-p21 // 1058 /// NM_001042426 // CENPA // centromere protein A // 2p24-p21 // 1058 /// ENST00000335756 // CENPA // centromere protein A // 2p24-p21 // 1058 /// ENST00000233505 // CENPA // centromere protein A // 2p24-p21 // 1058 /// U14518 // CENPA // centromere protein A // 2p24-p21 // 1058
NM_004628	XPC	up	2663810	1.019833861	8.182905039	12.28919075	1.41323E-10	1.55521E-07	14.24765901	NM_004628 // XPC // xeroderma pigmentosum, complementation group C // 3p25 // 7508 /// ENST00000285021 // XPC // xeroderma pigmentosum, complementation group C // 3p25 // 7508 /// D21089 // XPC // xeroderma pigmentosum, complementation group C // 3p25 // 7508
NM_006622	PLK2	up	2858023	1.922921594	6.908274752	11.82724643	2.72575E-10	2.83296E-07	13.64422614	NM_006622 // PLK2 // polo-like kinase 2 (Drosophila) // 5q12.1-q13.2 // 10769 /// ENST00000274289 // PLK2 // polo-like kinase 2 (Drosophila) // 5q12.1-q13.2 // 10769 /// AF059617 // PLK2 // polo-like kinase 2 (Drosophila) // 5q12.1-q13.2 // 10769
NM_001924	GADD45A	up	2341083	0.984313116	10.17012654	11.74388137	3.07527E-10	3.02801E-07	13.53289054	NM_001924 // GADD45A // growth arrest and DNA-damage-inducible, alpha // 1p31.2-p31.1 // 1647 /// ENST00000370986 // GADD45A // growth arrest and DNA-damage-inducible, alpha // 1p31.2-p31.1 // 1647 /// M60974 // GADD45A // growth arrest and DNA-damage-inducible, alpha // 1p31.2-p31.1 // 1647 /// ENST00000370985 // GADD45A // growth arrest and DNA-damage-inducible, alpha // 1p31.2-p31.1 // 1647
NM_001813	CENPE	down	2780172	-1.57479556	6.249407935	-11.21563319	6.70903E-10	6.19848E-07	12.80948189	NM_001813 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000265148 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000394771 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000380026 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062
NM_018136	ASPM	down	2449559	-1.365308055	7.342513423	-11.19141596	6.95788E-10	6.19848E-07	12.77556033	NM_018136 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266 /// ENST00000367409 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266 /// AF509326 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266 /// ENST00000294732 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266 /// ENST00000367408 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266 /// ENST00000367406 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266
NM_181802	UBE2C	down	3887049	-0.779531953	9.090242911	-11.10268078	7.95522E-10	6.76483E-07	12.65068835	NM_181802 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// NM_007019 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// NM_181799 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// NM_181800 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// NM_181801 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// NM_181803 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// ENST00000356455 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// ENST00000372579 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// ENST00000335046 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// ENST00000352551 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// ENST00000372568 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// ENST00000243893 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// BC032677 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065
NM_031459	SESN2	up	2327391	1.056402463	8.957622842	10.95137731	1.00149E-09	7.68986E-07	12.43565279	NM_031459 // SESN2 // sestrin 2 // 1p35.3 // 83667 /// ENST00000253063 // SESN2 // sestrin 2 // 1p35.3 // 83667 /// AY123223 // SESN2 // sestrin 2 // 1p35.3 // 83667
BC035696	FAM72A	down	4052881	-1.492483024	8.148836583	-10.91216257	1.06349E-09	7.68986E-07	12.37948121	BC035696 // FAM72A // family with sequence similarity 72, member A // 1q32.1 // 729533 /// BC046199 // FAM72B // family with sequence similarity 72, member B // 1p12 // 653820 /// AB096683 // GCUD2 // gastric cancer up-regulated-2 // --- // 653573 /// ENST00000369390 // FAM72B // family with sequence similarity 72, member B // 1p12 // 653820 /// ENST00000369392 // FAM72B // family with sequence similarity 72, member B // 1p12 // 653820 /// ENST00000355228 // FAM72B // family with sequence similarity 72, member B // 1p12 // 653820 /// ENST00000400889 // GCUD2 // gastric cancer up-regulated-2 // --- // 653573 /// ENST00000400889 // FAM72D // family with sequence similarity 72, member D // 1q21.1 // 728833 /// ENST00000400889 // FAM72A // family with sequence similarity 72, member A // 1q32.1 // 729533 /// ENST00000341209 // GCUD2 // gastric cancer up-regulated-2 // --- // 653573 /// ENST00000341209 // FAM72D // family with sequence similarity 72, member D // 1q21.1 // 728833 /// ENST00000341209 // FAM72A // family with sequence similarity 72, member A // 1q32.1 // 729533 /// ENST00000367128 // GCUD2 // gastric cancer up-regulated-2 // --- // 653573 /// ENST00000367128 // FAM72D // family with sequence similarity 72, member D // 1q21.1 // 728833 /// ENST00000367128 // FAM72A // family with sequence similarity 72, member A // 1q32.1 // 729533 /// ENST00000367129 // GCUD2 // gastric cancer up-regulated-2 // --- // 653573 /// ENST00000367129 // FAM72D // family with sequence similarity 72, member D // 1q21.1 // 728833 /// ENST00000367129 // FAM72A // family with sequence similarity 72, member A // 1q32.1 // 729533 /// ENST00000369175 // GCUD2 // gastric cancer up-regulated-2 // --- // 653573 /// ENST00000369175 // FAM72D // family with sequence similarity 72, member D // 1q21.1 // 728833 /// ENST00000369175 // FAM72A // family with sequence similarity 72, member A // 1q32.1 // 729533
NM_003842	TNFRSF10B	up	3127703	0.782194572	9.68335393	10.91056252	1.0661E-09	7.68986E-07	12.37718542	NM_003842 // TNFRSF10B // tumor necrosis factor receptor superfamily, member 10b // 8p22-p21 // 8795 /// NM_147187 // TNFRSF10B // tumor necrosis factor receptor superfamily, member 10b // 8p22-p21 // 8795 /// ENST00000276431 // TNFRSF10B // tumor necrosis factor receptor superfamily, member 10b // 8p22-p21 // 8795 /// ENST00000347739 // TNFRSF10B // tumor necrosis factor receptor superfamily, member 10b // 8p22-p21 // 8795 /// AF016266 // TNFRSF10B // tumor necrosis factor receptor superfamily, member 10b // 8p22-p21 // 8795
NM_001114120	DEPDC1	down	2417528	-1.600861859	6.336775422	-10.90896137	1.06872E-09	7.68986E-07	12.37488776	NM_001114120 // DEPDC1 // DEP domain containing 1 // 1p31.2 // 55635 /// NM_017779 // DEPDC1 // DEP domain containing 1 // 1p31.2 // 55635 /// ENST00000370966 // DEPDC1 // DEP domain containing 1 // 1p31.2 // 55635 /// ENST00000370964 // DEPDC1 // DEP domain containing 1 // 1p31.2 // 55635 /// AB281187 // DEPDC1 // DEP domain containing 1 // 1p31.2 // 55635 /// ENST00000370962 // DEPDC1 // DEP domain containing 1 // 1p31.2 // 55635 /// ENST00000370965 // DEPDC1 // DEP domain containing 1 // 1p31.2 // 55635
NM_014750	DLG7	down	3565663	-1.423762497	8.244261564	-10.79318486	1.2773E-09	8.69466E-07	12.20794033	NM_014750 // DLG7 // discs, large homolog 7 (Drosophila) // 14q22.3 // 9787 /// ENST00000247191 // DLG7 // discs, large homolog 7 (Drosophila) // 14q22.3 // 9787 /// AB076695 // DLG7 // discs, large homolog 7 (Drosophila) // 14q22.3 // 9787 /// ENST00000341764 // DLG7 // discs, large homolog 7 (Drosophila) // 14q22.3 // 9787
NM_012112	TPX2	down	3881443	-0.943267074	9.517405214	-10.78114025	1.30132E-09	8.69466E-07	12.19048047	NM_012112 // TPX2 // TPX2, microtubule-associated, homolog (Xenopus laevis) // 20q11.2 // 22974 /// ENST00000300403 // TPX2 // TPX2, microtubule-associated, homolog (Xenopus laevis) // 20q11.2 // 22974 /// BC004136 // TPX2 // TPX2, microtubule-associated, homolog (Xenopus laevis) // 20q11.2 // 22974 /// ENST00000340513 // TPX2 // TPX2, microtubule-associated, homolog (Xenopus laevis) // 20q11.2 // 22974
NM_147188	FBXO22	up	3602526	0.902528943	9.498104285	10.73844916	1.39031E-09	8.96892E-07	12.12845548	NM_147188 // FBXO22 // F-box protein 22 // 15q24.2 // 26263 /// NM_012170 // FBXO22 // F-box protein 22 // 15q24.2 // 26263 /// ENST00000308275 // FBXO22 // F-box protein 22 // 15q24.2 // 26263 /// BC041691 // FBXO22 // F-box protein 22 // 15q24.2 // 26263
NM_002497	NEK2	down	2454444	-0.93779135	7.796520053	-10.53230122	1.91872E-09	1.19651E-06	11.82584933	NM_002497 // NEK2 // NIMA (never in mitosis gene a)-related kinase 2 // 1q32.2-q41 // 4751 /// ENST00000366999 // NEK2 // NIMA (never in mitosis gene a)-related kinase 2 // 1q32.2-q41 // 4751 /// BC043502 // NEK2 // NIMA (never in mitosis gene a)-related kinase 2 // 1q32.2-q41 // 4751 /// ENST00000366998 // NEK2 // NIMA (never in mitosis gene a)-related kinase 2 // 1q32.2-q41 // 4751
NM_016426	GTSE1	down	3949055	-0.890919431	8.11390966	-10.45659868	2.16213E-09	1.30481E-06	11.71342377	NM_016426 // GTSE1 // G-2 and S-phase expressed 1 // 22q13.2-q13.3 // 51512 /// ENST00000361934 // GTSE1 // G-2 and S-phase expressed 1 // 22q13.2-q13.3 // 51512 /// BC075828 // GTSE1 // G-2 and S-phase expressed 1 // 22q13.2-q13.3 // 51512 /// ENST00000160874 // GTSE1 // G-2 and S-phase expressed 1 // 22q13.2-q13.3 // 51512
NM_000043	FAS	up	3257098	0.830059198	10.38673223	10.31314893	2.71589E-09	1.58778E-06	11.49844554	NM_000043 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// NM_152872 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// NM_152871 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// NM_152873 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// NM_152874 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// NM_152875 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// NM_152877 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// NM_152876 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// ENST00000355740 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// ENST00000355279 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// ENST00000357339 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// ENST00000313771 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// ENST00000371857 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// ENST00000350062 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// ENST00000341057 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// ENST00000352159 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// BC012479 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// ENST00000371860 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355 /// ENST00000371875 // FAS // Fas (TNF receptor superfamily, member 6) // 10q24.1 // 355
NM_001040694	INCENP	down	3333358	-0.469599249	8.35025998	-10.05490637	4.11789E-09	2.33447E-06	11.10493907	NM_001040694 // INCENP // inner centromere protein antigens 135/155kDa // 11q12-q13 // 3619 /// NM_020238 // INCENP // inner centromere protein antigens 135/155kDa // 11q12-q13 // 3619 /// ENST00000278849 // INCENP // inner centromere protein antigens 135/155kDa // 11q12-q13 // 3619 /// AF282265 // INCENP // inner centromere protein antigens 135/155kDa // 11q12-q13 // 3619 /// ENST00000394818 // INCENP // inner centromere protein antigens 135/155kDa // 11q12-q13 // 3619
NM_014783	ARHGAP11A	down	3587457	-0.991030948	8.831545498	-10.00126676	4.49394E-09	2.47273E-06	11.02214239	NM_014783 // ARHGAP11A // Rho GTPase activating protein 11A // 15q13.2 // 9824 /// NM_199357 // ARHGAP11A // Rho GTPase activating protein 11A // 15q13.2 // 9824 /// NM_001039841 // ARHGAP11B // Rho GTPase activating protein 11B // 15q13.2 // 89839 /// ENST00000361627 // ARHGAP11A // Rho GTPase activating protein 11A // 15q13.2 // 9824 /// BC039563 // ARHGAP11A // Rho GTPase activating protein 11A // 15q13.2 // 9824 /// BC105788 // ARHGAP11B // Rho GTPase activating protein 11B // 15q13.2 // 89839
NM_138555	KIF23	down	3599811	-1.14078202	8.071247462	-9.930323589	5.04709E-09	2.69774E-06	10.91206958	NM_138555 // KIF23 // kinesin family member 23 // 15q23 // 9493 /// NM_004856 // KIF23 // kinesin family member 23 // 15q23 // 9493 /// ENST00000260363 // KIF23 // kinesin family member 23 // 15q23 // 9493 /// ENST00000352331 // KIF23 // kinesin family member 23 // 15q23 // 9493 /// BC051826 // KIF23 // kinesin family member 23 // 15q23 // 9493 /// ENST00000395392 // KIF23 // kinesin family member 23 // 15q23 // 9493
NM_006342	TACC3	down	2714955	-0.736034937	8.645169075	-9.892771806	5.36817E-09	2.78966E-06	10.85354316	NM_006342 // TACC3 // transforming, acidic coiled-coil containing protein 3 // 4p16.3 // 10460 /// ENST00000313288 // TACC3 // transforming, acidic coiled-coil containing protein 3 // 4p16.3 // 10460 /// AF093543 // TACC3 // transforming, acidic coiled-coil containing protein 3 // 4p16.3 // 10460 /// ENST00000343760 // TACC3 // transforming, acidic coiled-coil containing protein 3 // 4p16.3 // 10460
NM_032900	ARHGAP19	down	3302177	-0.693926472	8.400502334	-9.857445874	5.68969E-09	2.87335E-06	10.79831935	NM_032900 // ARHGAP19 // Rho GTPase activating protein 19 // 10q24.1 // 84986 /// ENST00000358531 // ARHGAP19 // Rho GTPase activating protein 19 // 10q24.1 // 84986 /// AK090447 // ARHGAP19 // Rho GTPase activating protein 19 // 10q24.1 // 84986
NM_004879	EI24	up	3354731	0.729028647	10.58860476	9.842011642	5.8364E-09	2.87335E-06	10.77414075	NM_004879 // EI24 // etoposide induced 2.4 mRNA // 11q24 // 9538 /// NM_001007277 // EI24 // etoposide induced 2.4 mRNA // 11q24 // 9538 /// ENST00000397776 // EI24 // etoposide induced 2.4 mRNA // 11q24 // 9538 /// ENST00000343678 // EI24 // etoposide induced 2.4 mRNA // 11q24 // 9538 /// BC002390 // EI24 // etoposide induced 2.4 mRNA // 11q24 // 9538 /// ENST00000278903 // EI24 // etoposide induced 2.4 mRNA // 11q24 // 9538
NM_018101	CDCA8	down	2330773	-0.845102971	8.065521415	-9.800528893	6.2506E-09	2.99836E-06	10.70900224	NM_018101 // CDCA8 // cell division cycle associated 8 // 1p34.3 // 55143 /// ENST00000373055 // CDCA8 // cell division cycle associated 8 // 1p34.3 // 55143 /// ENST00000327331 // CDCA8 // cell division cycle associated 8 // 1p34.3 // 55143 /// BC001651 // CDCA8 // cell division cycle associated 8 // 1p34.3 // 55143
NM_016343	CENPF	down	2379863	-1.267972058	7.943102542	-9.759953662	6.68543E-09	3.12678E-06	10.64507179	NM_016343 // CENPF // centromere protein F, 350/400ka (mitosin) // 1q32-q41 // 1063 /// ENST00000366955 // CENPF // centromere protein F, 350/400ka (mitosin) // 1q32-q41 // 1063 /// U19769 // CENPF // centromere protein F, 350/400ka (mitosin) // 1q32-q41 // 1063 /// ENST00000391896 // CENPF // centromere protein F, 350/400ka (mitosin) // 1q32-q41 // 1063
NM_001001342	BLOC1S2	up	3303392	0.806093828	10.00199659	9.744601173	6.85808E-09	3.12929E-06	10.62082627	NM_001001342 // BLOC1S2 // biogenesis of lysosome-related organelles complex-1, subunit 2 // 10q24.31 // 282991 /// NM_173809 // BLOC1S2 // biogenesis of lysosome-related organelles complex-1, subunit 2 // 10q24.31 // 282991 /// ENST00000358848 // BLOC1S2 // biogenesis of lysosome-related organelles complex-1, subunit 2 // 10q24.31 // 282991 /// ENST00000370376 // BLOC1S2 // biogenesis of lysosome-related organelles complex-1, subunit 2 // 10q24.31 // 282991 /// AY278457 // BLOC1S2 // biogenesis of lysosome-related organelles complex-1, subunit 2 // 10q24.31 // 282991
