Symbol	CTRL Normalized	CTRL Raw	AZA Normalized	AZA Raw	TSA Normalized	TSA Raw	DZNep Normalized	DZNep Raw	AZA+TSA Normalized	AZA+TSA Raw	DZNep+AZA Normalized	DZNep+AZA Raw	DZNep+TSA Normalized	DZNep+TSA Raw	DZNep+AZA+TSA Normalized	DZNep+AZA+TSA Raw	Map	RefSeq
CYP1A1	1	8.866668	3.3249683	40.566666	3.234998	33.766666	13.141192	130.43333	3.845292	43.533333	20.011616	211.8	59.58937	695.7	68.90087	854.6333	15q22-q24	NM_000499
APOBEC3B	1	-11.8	2.3550081	-9.066668	5.412966	10.099999	8.292151	23.900002	3.7227829	9.5	7.673312	13.666666	54.642506	80.566666	79.30438	123.36667	22q13.1-q13.2	NM_004900
CXCL2	1	-12.366666	5.0737114	5.533334	2.0216665	-2.9333344	43.152164	52.266666	5.111572	-11.366667	31.833124	41.9	941.95013	1374.7667	681.78766	1057.1	4q21	NM_002089
BF	0.99999994	86.1	1.2138561	121.96667	2.3939164	246.96666	3.2690475	337.46667	3.6044729	390.3333	5.654386	634.39996	19.939924	2477.1665	19.110355	2525.2668	6p21.3	NM_001710
UCHL1	1	-7.1666665	5.239412	24.066668	5.176255	28.53333	0.7605179	-11.066667	8.132195	21.733334	3.1066198	7.4333334	46.39548	123.43334	31.458424	87.9	4p14	NM_004181
DKFZp434E1822	1	6.133333	6.3383102	19.699999	3.433192	21.466667	3.168513	23.466667	1.6333863	6.266667	6.0845428	21.433332	16.264538	66.36667	12.859485	60.366665
NUDT11	1	-2.3333333	4.6450424	1.666667	6.4908395	12.7	7.2820687	17.566666	2.2824943	3.4666672	3.95837	4.399999	36.545994	61.800003	27.550554	47.266666	Xp11.22	NM_018159
PTGS1	1	-10.933332	4.7450004	4.8	6.2889028	17.5	8.294776	21.166668	4.2098503	3.9666667	6.856918	18.8	32.418934	53.86666	62.090233	97.7	9q32-q33.3	NM_000962
LOC339346	1	-6.0666666	10.309942	13.766667	16.56092	22.066668	32.115273	45.533333	14.453724	24.066666	30.520813	47.266666	75.98525	111	122.64391	190.23334
HIST1H4A	1	-22.466667	0.8734547	-18.366667	6.8420243	10.2	3.7516062	5.9666667	0.8385552	-13.633333	10.306887	29.999998	42.184227	62.899998	29.691534	46.399998	6p21.3	NM_003538
HLA-DMB	0.99999994	11.833334	1.305767	22.333332	3.3701894	45.666664	4.386658	45.433334	0.5137928	8.666666	5.78905	70.03333	43.004215	530.39996	36.08098	473.36667	6p21.3	NM_002118
ADRA2B	1	-15.966665	1.60298	4.8	1.0578306	-2.233333	10.708797	31.5	3.797674	16.899998	3.9287121	30.633335	45.186363	143.2	59.876877	197.29999	2p13-q13	NM_000682
my048	1	-13.366666	1.503478	0.9000001	8.169191	20.466667	4.3265514	8.666666	6.677288	8.533333	2.4814382	9.599998	78.476494	116.03333	76.611084	118.666664	Xq22.1-q22.3	NM_080390
ADORA2A	1	10.933333	2.458379	33.600002	1.4050819	32.266666	5.5337715	73.666664	3.8742793	55.76667	7.5782776	107.566666	16.413975	259.56665	18.04459	302.66666	22q11.23	NM_000675
HEY1	1	126.5	0.7666744	110.799995	1.0349398	157.16667	1.1827056	179.4	1.3817472	219.26666	0.98049146	160.8	4.611393	840.49994	4.674178	903.26666	8q21	NM_001040708
KRT10	1	3.8666668	2.4219854	13.4	4.8594346	28.833332	17.754702	107.066666	1.5518091	16.466667	17.736563	120.3	84.84268	591.36664	86.51956	638.7	17q21
CTGF	0.99999994	12.566668	4.0151386	55.399998	0.3836834	8.499999	5.35471	81.1	2.939402	43.033333	3.2850926	50.466667	14.321997	237.4	13.709273	240.86665	6q23.1	NM_001901
HRK	1	30.833332	2.2446375	44.3	3.3640985	64.100006	4.013922	75	2.56879	54.9	3.4729083	72.03333	8.769202	198.96666	10.365234	245.70001	12q24.22	NM_003806
AKR1C4	1	239.43333	1.1210649	310.6667	1.7912521	518.93335	1.7832054	517.1	1.4336858	449.2333	1.9723253	622.7	6.110376	2157.5332	4.471636	1683.4	10p15-p14	NM_001818
STX11	1	89.6	0.9330488	100.8	0.9639843	104.13333	1.3255717	142.93333	0.90099025	100.46667	1.213662	140.56667	4.230439	537.3	4.0028	541.93335	6q24.2	NM_003764
CA2	1	13.4	0.8613649	25.099998	0.5829703	12.1	0.24924573	9.166666	0.71307725	13.866667	0.59105587	16.1	3.2303314	77.566666	4.009074	95.73333	8q22	NM_000067
HCF-2	0.99999994	54.9	2.203827	50.933334	1.8079431	44.6	1.9119406	61.5	2.3921468	67.1	1.279936	37.300003	6.372229	187.33333	5.1513896	159.73334	12q23.3	NM_013320
LOC145741	1	254.13333	1.0662752	311.96664	1.4243762	435.73334	0.921009	282.5	1.6025125	516.06665	1.1579969	384.1	5.9914966	2205.6333	4.8856597	1912.1667
RHCG	1	-20	0.8734547	-16.033333	2.475351	-1.3999996	3.0162826	9.3	3.6371539	-1.3000002	1.2123427	-14.7	52.025616	78.2	54.472717	86.7	15q25	NM_016321
CCL20	1	-12.099998	0.66588134	-25.966667	0.639187	-0.6333332	8.746833	37.366665	0.22427216	-15.866668	18.655767	88.2	650.0761	3340.2668	554.4925	3019.6	2q33-q37	NM_004591
LOC374765	1	-11.9	3.1278148	2.0666676	1.745693	-5.3999996	0.8263058	-21.2	14.793631	19.8	0.76372814	-26.566668	79.59872	116.63334	45.132355	74.33333
OVOL1	1	31.266666	3.454188	57.5	2.6857197	52.43334	7.3358974	135.46667	4.8846655	92.3	6.938727	134.4	16.443575	346.1	15.247634	341.26666	11q13	NM_004561
CLDN1	1	-37.766666	0.8734547	-21.966667	0.82716453	-18.199999	28.709156	45.9	0.78911066	-50.833332	45.21615	68.96667	140.51128	208.33334	108.68375	168.90001	3q28-q29	NM_021101
FLJ11000	1	22.333334	6.7497115	36.766666	1.5735134	16.099998	8.79965	52.433334	0.44532582	-9.199999	2.4066536	36.4	19.274145	121.1	18.609007	122.26666	7q33	NM_018295
DKFZp761I2123	1	-22.366667	1.900434	-2.4999995	1.8283801	-8	7.648433	18.633335	5.6808457	-2.2666664	6.0268	12.166667	38.15587	63.26667	44.80563	74	7p13
HIST1H1D	1	-20.133335	2.7874143	4.2666674	1.8616307	-3.3666668	10.612549	29.266668	19.445295	25.266666	10.281566	29.133333	69.962616	103.566666	52.89406	89.066666	6p21.3	NM_005320
HIST1H3C	1	21.3	0.25257266	9.466667	0.16816871	-1.1999989	0.93609285	29.666666	0.420451	17.599998	0.5265285	21.933334	4.301178	120.733345	3.322248	98.4	6p21.3	NM_003531
HCP5	1	-12.833334	1.2162653	-19.966667	0.82716453	-22.466667	30.20723	37.966667	0.78911066	-30.8	8.904617	27.466667	197.09581	287	192.70424	301.33334	6p21.3	NM_006674
C10orf10	1	5.4	0.91837037	-7.4333334	0.33246937	-19.766666	3.7010503	24.000002	1.5949947	16.8	3.8503804	27.366667	55.198975	200.53334	45.997303	179.2	10q11.21	NM_007021
MGC8685	1	-33.533333	2.0107605	-20.6	2.1310353	-4.6666665	5.976124	5.466666	9.957723	27.833332	0.76372814	-6.966666	133.36774	194.46666	114.32002	176.86667	6p25	NM_178012
GHR	1	12.4	1.7117238	18.5	3.1562233	19	2.2739754	30.000002	0.29347593	0.7333333	7.0821548	44.4	27.164835	191.06667	14.8491335	113.9	5p13-p12	NM_000163
LOC339306	1	-3.8666668	1.1354431	5.366667	1.7740506	1.1333332	1.1153075	3.6333337	3.108557	5.833332	9.450801	31.6	29.03771	103.333336	41.30357	147.7	18q22.2	XM_294906
LOC400610	1	70.200005	0.55994785	53.933334	1.9994667	160.36667	11.054328	886.3333	1.2357908	113.96666	14.73506	1278.1333	42.938065	4140.9336	44.15981	4522.3667
TNFAIP3	1	55.9	0.8830003	56.233334	0.80563056	54.833332	5.1888375	351.6	1.0611329	76.4	6.3306074	463.66666	30.528273	2475.7998	27.47652	2363.8333	6q23	NM_006290
TNFAIP2	1	63.433334	2.403806	162.2	1.4456285	102.6	11.675316	819.4667	2.5240896	189.76666	19.941734	1513.7	43.499695	3678.3667	43.92044	3945.8333	14q32	NM_006291
BCL2A1	1	9.3	0.40993857	-10.366667	2.429583	20.533335	4.0287175	24.833334	2.7998626	21.566668	3.205253	36.566666	13.098739	73.200005	12.96382	74.63334	15q24.3	NM_004049
SQSTM1	1	326.26666	1.3302882	485.9	1.2438428	480.46664	3.2637312	1259.7999	1.3646315	555.2666	4.3572984	1822.7001	9.554123	4436.6665	12.43756	6139.1333	5q35	NM_003900
PMP22	1	54.2	1.3408802	83.63333	0.9162897	63.666664	2.8163903	183.03333	1.3252591	90.6	3.1731093	222.9	6.8513217	535.5	7.1119714	589.8667	17p12-p11.2	NM_000304
LCN2	1	88.2	1.7889004	169.03334	1.7492572	174.03333	3.3198183	330.36667	2.808104	292.7	5.331914	574.26666	17.504818	2096.5	21.154793	2690.3335	9q34	NM_005564
IRF1	1	247.90001	1.3997402	389.4	1.6326691	494.53333	11.38373	3351.6333	1.613673	496.36667	11.536065	3664.5999	37.850407	13387.366	35.85502	13465.366	5q31.1	NM_002198
GBP1	1	-4.466666	0.9659611	-4.633333	1.0971117	6.0666685	14.991677	51.133335	0.92467177	5.6333337	22.798965	77.16667	65.1625	240.13333	61.535435	238.56667	1p22.2	NM_002053
S100A8	1	2064.5667	1.4099317	3279.7666	1.9346291	4749.1333	3.3430014	8221.167	2.4871461	6440.9	3.8242	10191.3	8.572796	25482.465	8.150771	25694.6	1q21	NM_002964
SLC6A6	1	-7.2	3.206784	13.233334	1.7231525	14.033334	3.4959478	11.933333	1.1417078	-3.5666666	0.8621583	-6.5666666	11.377389	47.866665	7.573168	31.366667	3p25-p24	NM_003043
ASP	1	-6.6333337	1.2997146	4.9333334	2.4648156	7.1666665	4.2106624	23.499998	2.2070534	4.866667	3.422477	24.8	59.806396	204.96666	46.852413	170.23332	5p15.2	NM_031916
BIRC3	1	153.83333	0.76423156	132.03333	1.5044154	275.26666	3.4357722	627.5667	1.4330922	271.96667	4.2163553	827.1666	22.147211	4829.433	19.461815	4498.0337	11q22	NM_001165
BIRC3	1	20.533333	0.200717	-6.166666	1.2920024	20.233334	4.7967253	71.7	0.24023597	-3.2666674	6.8266644	106.166664	38.59219	667.7	34.37207	631.4	11q22	NM_001165
TNF	1	-12	1.4596295	5.799999	0.56214786	-4.466666	35.899353	143.93333	1.0578568	6.2000003	59.584682	263.03333	176.7058	850.7333	202.02551	1033.2333	6p21.3	NM_000594
CCL2	1	-27.566666	0.8734547	-26.199999	0.82716453	-50.866665	47.07365	57.333332	0.78911066	-10.966667	46.090076	60.86667	258.89047	377.86667	172.85036	268.1	17q11.2-q12	NM_002982
KIAA1210	1	-27.4	0.8734547	-13.966667	0.82716453	-6	7.084279	15.433333	0.78911066	-24.900002	6.6990685	11.2	46.650272	69.5	46.10785	74.3	Xq24	XM_172801
RIS1	1	22.099998	3.434025	42.866665	1.4529823	21.833332	5.091803	65.066666	0.76375675	17.833332	1.3704486	25.333332	16.449936	254.26668	14.133794	231.13333	3p21.3	NM_015444
DNER	1	16	1.179015	22.699999	3.9381862	75.566666	1.9095044	38.633335	5.594741	115.933334	2.5954058	61.86667	15.913204	366.03333	14.961255	364.56665	2q36.3	NM_139072
UBD	1	11.200001	0.18996999	-6.5	0.58338404	7.866666	1.3107336	8.8	0.4735025	0.40000057	7.2229724	45.833332	41.690865	281.96667	41.477932	294.93335	6p21.3	NM_006398
EVER2	0.99999994	0.3000002	1.2532436	11	0.17702895	-20.866667	1.88045	20.599998	3.7847698	22.633333	2.553698	35.9	7.9821405	55.56667	14.003045	103.53333	17q25.3	NM_152468
HLA-DPB1	1	32.9	0.10814223	11.2	1.5209974	58.966663	2.5907304	99.066666	1.6785645	68.83333	3.35371	139.56667	7.8460274	362.1	7.380794	358.46664	6p21.3	NM_002121
MGC17515	1	9.9	0.37492695	-3.1333334	1.4010633	18.899998	3.0337389	26.133333	0.40771022	7.3666677	0.31024307	-10.433332	7.451051	88.63333	10.384221	101
GPC2	1	42.63333	1.8215027	50.5	3.1431944	91.066666	1.707935	50.9	2.3113701	77.166664	0.7475947	24.6	6.34918	220.4	7.340032	270.86667	7q22.1	NM_152742
STXBP6	1	1.8666668	2.523546	16.6	1.2947559	7.2666674	3.9546137	14.333333	0.50105405	-0.2000002	1.7074128	6.6333337	25.536686	114.63333	29.051172	131.4	14q12	NM_014178
SIRT4	1	31.466667	3.2884395	71.53333	0.7481499	28.866667	1.5716465	52.066666	1.2358358	49.666664	1.9336835	57.299995	8.119854	226.20001	8.280955	245.76666	12q	NM_012240
LOC93082	1	-5.033333	6.2066593	12.166666	21.83666	26.5	15.179045	18.4	7.248651	20.666668	31.488094	52.399998	97.32133	142.86667	117.48119	184.26668
NMNAT2	1	-6.7999973	3.773877	40.733334	0.25597233	-1.4666661	2.7465794	33.066666	0.31846094	9.166668	3.1192007	41.1	10.234349	138.7	9.030793	131.46667	1q25	NM_015039
KCNN2	1	45.766666	2.135792	115.899994	1.6356403	90.53333	2.2800548	126.8	3.1842957	188.33334	2.7572842	166.36667	14.075217	938.5333	18.361454	1302.2667	5q22.3	NM_021614
LILRA3	1	-8.266666	0.4396783	-27.033333	0.41637683	-25.666666	3.3951516	11.8	0.39722133	-9.133333	0.69467896	0.3666668	9.887134	34.600002	31.564228	105.86667	19q13.4	NM_006865
GEM	1	43.3	1.3753551	70.53333	0.83752203	44.1	2.537672	130.96667	0.48728618	54.233334	3.3886793	191.76666	7.204451	447.2	8.134491	537.3334	8q13-q21	NM_005261
C3	0.99999994	45.76667	1.3864572	61.6	0.6886171	37.533333	2.3305926	94.666664	1.5189294	64.333336	3.8285034	170.96666	11.665697	560.86664	13.223903	674.8	19p13.3-p13.2	NM_000064
SMPD1	1	17.5	1.6164584	16.5	1.2366536	27.633331	2.9148629	29.266666	1.5068588	34.700005	3.2628684	34.966667	9.499902	110.566666	7.2111735	92.566666	11p15.4-p15.1	NM_000543
SLPI	1	14.133333	0.51744044	18.766668	2.1581588	37.766666	10.429988	176.5	1.96791	40.4	10.719158	197.16667	29.922768	603.93335	27.239021	584.00006	20q12	NM_003064
PTPRR	1	15.133333	2.783464	29.7	2.9277935	34	2.2629352	38.699997	0.7420918	13.466666	5.756329	68.86667	13.829165	178.86667	15.356023	212.36667	12q15	NM_002849
ARAP3	1	15.900001	1.1746292	24.600002	0.8003047	11.733334	0.70196235	11.033334	3.1695266	35.733334	1.1609191	14.266666	6.7362633	87.96667	7.6132984	104.566666	5q31.3	NM_022481
LOC170261	1	23.033333	0.6572401	8.566666	1.2384385	26.566666	1.0670247	21.3	3.9573414	44.3	2.7618566	39.86667	23.995127	280.8	26.179739	322.26666	Xq24	NM_173798
SNARK	1	3.9333334	0.79609764	12.133332	0.8057977	10.566667	2.9135349	17.699999	1.7494684	15.499999	5.044887	28.133333	10.871831	67.066666	17.938232	104.86667	1q32.1	NM_030952
IL17C	1	-12.599998	0.8734547	-16.5	2.9998395	12.6	4.7517138	8.566667	2.2043982	-1.7666669	0.76372814	-37.13333	33.257286	52.866665	10.829364	46.63333	16q24	NM_013278
C1S	1	-30.833332	0.5163672	-29.8	1.0973276	-3.1999998	0.48849374	-2.2333333	0.4665048	-26	6.2438803	34.63333	15.119489	43.266666	24.1065	66.36667	12p13	NM_001734
MICB	1	31.933334	1.462713	51.1	1.3870497	50.100002	2.054515	75.7	2.1620681	81.200005	1.8063818	70.1	6.0337095	258.03333	6.3427305	287.53336	6p21.3	NM_005931
EPHB6	1	-6.1000004	0.5009038	-10.299999	0.6221452	-0.2999997	2.2935624	27.466667	0.48696065	-4.366667	1.7226409	16.333334	6.7501035	46.8	10.456071	75.76667	7q33-q35	NM_004445
TRIM15	1	19.033333	0.4641971	5.166667	0.08964474	-5.5	0.6601136	12.199999	0.7657625	22.766666	0.08276974	-28.633333	6.7160454	91.333336	4.017203	62.699997	6p21.3	NM_033229
LOC399912	1	-2.9333324	0.14297359	-24.666666	0.13539645	-19.400002	0.1352559	-28.233334	0.36248004	-9.900001	0.33820176	-26.366667	8.375752	77.36667	10.02438	96.96667
ENPP2	1	-9.166666	0.46194634	-24.166668	0.4374647	-18.333334	1.0801505	-0.53333354	0.41733912	-24.366667	0.88727564	-14.933333	34.510227	95.166664	24.685467	72.833336	8q24.1	NM_001040092
IL13RA2	1	-7.833333	2.158901	-1.4000001	0.90276146	-3.4333334	1.87587	-11.466666	2.5753198	4.0666666	0.76372814	-12.766666	55.022564	82.200005	22.113285	40.4	Xq13.1-q28	NM_000640
LOC342931	1	-4.666666	2.132264	10	0.70656925	4.166667	1.7242835	6.6333323	2.2688792	17.533335	2.8009832	24.133335	15.143541	74.86667	5.839215	36.4	19q13.42	XM_292796
CNTNAP2	1	18.800001	0.18141373	-12.1	0.07363548	-15	2.8168085	40.5	0.07024786	-26.833332	0.6839154	4.800001	12.853432	210.66666	9.287436	162.3	7q35-q36	NM_014141
ITPR1	1	54.066666	1.2961649	72.03333	0.98419523	57.966667	1.3638458	80.333336	0.964875	66.566666	1.458828	93.13334	4.2957325	297.56665	4.52515	334.23334	3p26-p25	NM_002222
FLJ30679	1	26.533333	0.62304056	20.9	0.7002973	24.266666	1.9471202	62.833332	0.45720145	39.566666	2.149893	75.566666	4.53801	177.73334	6.903621	282.93332
C8orf4	1	-3.066667	0.77686226	2.5333333	0.66801363	-2.1666665	0.48004743	-22.166668	0.2663327	-32.466667	0.25776586	-30.533335	12.9035015	56.6	15.442519	71.2	8p11.2	NM_020130
HPCAL4	1	-12	1.0088294	-4.2000003	0.43824401	-12.8	0.6478084	-7.133333	1.0728114	-6.2	1.5147046	4.3999996	18.295341	72.166664	15.716991	65.53333	1p34.2	NM_016257
RTDR1	1	11.333334	0.36343387	2.166667	1.0480195	17.2	0.75044554	11.933333	1.4010108	23.566668	0.62936914	-5.8999996	8.775228	91.03333	6.26618	68.566666	22q11.2	NM_014433
GEM	0.99999994	4.4333344	0.067546844	-9.400001	0.38945234	9.4	0.42545924	9.4	0.16809371	-2.3666668	0.3814297	-0.3666687	4.817502	93.9	5.2963705	106.23334	8q13-q21	NM_005261
BDKRB1	1	1.4333334	1.6089026	12.433333	0.56254566	5.833332	0.16218434	-6.8333335	1.689372	23.066668	2.3905845	26.866669	7.584789	63.266666	4.974669	40.166668	14q32.1-q32.2	NM_000710
LOC128344	1	10.966666	1.2686453	18.433334	1.191749	30.866667	0.98358583	12.633333	0.22556672	4.433334	1.1256316	18.233334	3.5795112	56.166664	4.8246546	74.3	1p13.2	NM_181643
SULT1A1	0.99999994	-1.8666668	2.2953258	19.199999	1.3252252	21.266666	1.6440954	28.166666	0.9496152	11.933333	1.3445755	25.266666	5.911649	54.066666	7.4630556	74.26666	16p12.1	NM_001055
PPN	1	13.933333	0.71632344	14.499999	0.9740071	24.3	1.5570347	24.833334	0.8432169	21.400002	1.073233	30.866667	3.5686936	50.2	5.516208	81.666664	Xp11.23	NM_022825
TNFRSF19	1	-21.933334	2.8867517	-10.200001	0.82716453	-31.3	2.0195677	-8.566668	0.78911066	-29.466665	0.76372814	-41.433334	49.40118	73.6	10.994584	43.033333	13q12.11-q12.3	NM_018647
CYP26B1	1	-11.966667	0.8734547	-16.6	0.82716453	-46.5	0.8263058	-26.333334	0.78911066	-29.433332	0.76372814	-10.566667	48.203163	72.9	78.78207	124.13333	2p13.3	NM_019885
CXCL1	1	-7.700001	1.2130933	21.83333	0.8112772	18.266666	2.0848343	20.166668	1.6230448	36.6	1.1637573	28.366669	14.346893	167.83333	12.091026	148.66667	4q21	NM_001511
MMP13	1	-38.933334	0.8734547	-47.666668	0.82716453	-51.733334	0.8263058	-56.4	0.78911066	-59.2	0.76372814	-62.9	61.645683	91.86667	36.031902	59.366665	11q22.3	NM_002427
ITGA6	1	-8.566666	0.37176305	-1.4333333	1.3413092	12.066667	1.3138752	15.066666	0.491656	1.5666666	1.8646672	15.200001	5.306402	44.8	4.7570853	38.733334	2q31.1	NM_000210
LOC57168	1	70.16667	1.3729779	110.8	1.4215239	120.63334	2.426179	207.13333	1.5567178	138.36667	2.3197207	213.8	4.917508	505.03333	5.0959177	552.3333	22q12.1	NM_020437
EGFL9	1	19.033333	2.0945857	43.133335	1.601348	45.266666	1.6976796	38.166668	2.4208949	55.8	1.036702	24.5	4.9550548	129.76666	5.546804	153.03334	6p21.1	NM_023932
GPR37	1	28.9	0.18733306	3.499999	0.0938165	3.3999996	0.12089354	-4.033334	0.06947011	2.4666662	0.9626695	40.166668	5.9402575	247.83333	4.8152256	215.43333	7q31	NM_005302
FLJ10134	1	2.4666672	0.48068064	11.866667	0.94389695	10.799999	2.429644	19.933334	0.49399605	7.9333324	1.224391	28.166666	9.49956	85.833336	9.82456	92.4	3q12.2	NM_018004
RND1	1	30.933334	0.8804392	28.733335	0.8705113	31.733334	2.7090092	96.833336	0.76155406	29.2	2.8325214	104.799995	8.600552	356.03333	8.668731	377.33334	12q12-q13	NM_014470
FBLN5	1	37.033333	0.6501873	29.266666	1.2135382	48.36667	0.6687397	34.833332	0.6009274	25.666668	1.0539329	43.133335	7.4083576	327.76666	5.1704483	242.8	14q32.1	NM_006329
CCNA1	0.99999994	46.133335	0.9671407	52.399998	1.4139683	78.8	0.7663844	45.233334	0.76592994	57.433334	1.173479	69.6	9.242812	605.8	9.097763	630.2	13q12.3-q13	NM_003914
HOXD8	1	14.066666	2.207795	34.966667	1.4328166	24.833332	2.33185	37.666664	2.2734509	48.63333	2.6765003	48.6	6.9325905	131.76666	7.2558475	151.46667	2q31.1	NM_019558
SERPINI1	1	6.16667	0.37047124	19.133333	2.2536244	28.5	0.08130378	-16.6	1.9160595	29.266666	0.7557851	20.866667	5.2997823	78.566666	4.6575184	79.7	3q26.1	NM_005025
HIST1H2BG	0.99999994	70.76666	0.9530963	78.5	1.2042329	104.63333	1.795788	154.23334	1.4234705	129.73334	1.7877965	167.66667	5.0451584	519.8	5.835596	638.1	6p21.3	NM_003518
AKR1C1	1	553.1667	1.1303371	700.89996	2.0814137	1348.1334	1.9129843	1242.4667	1.8276504	1262.9333	2.2114747	1568.5333	7.372227	5767.0664	6.2206273	5153.6	10p15-p14	NM_001353
MAIL	1	215.5	1.229273	303.56665	1.3797886	359.33334	1.8525786	483.36667	1.2990915	356.56668	1.8549473	523.3	4.6887465	1477.9	4.563984	1524.2334	3p12-q12	NM_001005474
CXCL10	1	19.266666	1.3339233	29.866667	0.3872057	20.066666	1.251193	47.800003	1.7451916	58.333336	0.4254104	35.899998	25.492949	713.56665	16.2877	489.93335	4q21	NM_001565
DHDH	1	40.36667	1.1471949	53.4	1.7550616	86.76667	1.7970886	88.63333	1.4089347	73	2.1763122	115.6	4.6237106	272.7	4.9557066	310	19q13.3	NM_014475
LOC390976	1	-9.166665	0.31254113	-13.433332	1.1137592	14.599999	1.4029667	10.866667	0.35439995	-9.200001	1.4882343	15.499999	5.05846	41.233334	9.029727	64.26666
ATP1A3	1	61.533333	1.0199252	70.96667	1.5454376	112.833336	1.7215451	125.03333	1.3004557	100.03333	0.8605227	73.433334	3.8946218	340.3	3.8405213	356.36664	19q13.31	NM_152296
LOC346887	1	20.433334	1.5648773	36.86667	0.4117597	20.433334	0.45424584	25.433334	1.0820886	28.7	0.565651	37.833332	4.870012	149.5	3.6438992	125.86668	7q36.1	XM_294450
TLR2	1	13.533331	0.5622427	5.833334	0.5241826	11.7	2.6276224	37.933334	0.07197806	-4.8	1.557782	34.36667	11.679659	188.23334	12.077376	205.09999	4q32	NM_003264
UPP1	1	56.8	0.878016	58.166664	0.90633774	61.7	1.764352	119.333336	1.2111878	85.63333	2.4674337	181.23334	5.514382	446.00003	5.975811	513.43335	7p12.3	NM_003364
IL8	1	40.733334	1.061196	49.433334	0.34726322	20.466667	1.4201388	68.433334	0.7762844	42.666664	1.5451256	77.566666	63.616783	3519.5999	45.000767	2606.7666	4q13-q21	NM_000584
IL23A	1	36.633335	0.8532507	31.566666	1.2132055	47.666664	0.686381	33.166664	0.717493	27.400002	0.6977822	25.233334	5.0975857	187.6	6.17383	230.16667	12q13.2	NM_016584
C20orf100	1	63.166668	1.3937441	100.3	0.8874803	67.666664	2.796659	212.33333	1.196264	97.799995	2.7049313	222.86667	5.7250295	522.80005	6.599433	641.9	20q13.12	NM_032883
SELS	1	3.999999	1.7468323	17.4	0.7786118	10.133333	2.2866228	63.63333	0.8348904	-2.4333344	2.3970244	36.333336	8.548056	85.833336	6.466015	70.26666	15q26.3	NM_018445
FLJ20156	1	23.166664	0.14863186	-18.133335	0.3866813	10.966666	0.23310131	0.7333338	0.64321804	16.800001	0.2717956	-19.366665	3.7999156	73.36666	4.577224	100.73334	15q23	NM_017691
BMP6	1	91.03333	0.67218727	71.1	1.3044927	143.93333	1.0959523	121.5	1.0652931	124.99999	1.2811694	153.6	3.457835	458.5	3.9928558	568.23334	6p24-p23	NM_001718
FBXO15	1	29.699999	0.24761458	11.033333	1.1892759	43.899998	1.4822345	54.4	0.08963901	-2.333333	0.99335515	40.36667	5.438343	235.63333	3.4679332	159.06668	18q22.3	NM_152676
TGM2	1	17.233334	1.4162198	36.2	1.385466	29.9	2.0460174	57.63333	1.2267815	30.266666	1.3339428	35.966667	5.1822033	132.46667	5.7014847	153.36667	20q12	NM_004613
RGS16	1	307.93335	1.3778242	485.5	1.2247862	453.73334	2.432175	902.76666	1.794825	696.8	2.235778	896.23334	5.3580017	2390.6333	5.241535	2483	1q25-q31	NM_002928
