Affy_ID	Gene Symbol	Numerator(r)	Score(d)	Denominator(s+s0)	q-value(%)	264probe_Signature_FDR_25%	26probe_Signature_FDR_3.5%	Kruskal-Wallis rank sum statistics	Max. correlation to metagene	Assigned to metagene (corr. cutoff 0.2)
204083_s_at	TPM2	0.119644693	2.9480028	0.040585	0	included	included	81.1	0.519766345	Stroma
218468_s_at	GREM1	0.131268213	2.936916303	0.044695933	0	included	included	73.2	0.670728923	Stroma
204615_x_at	IDI1	0.095759884	2.902086809	0.032996905	0	included	included	64.9	0.391039118	Histone
212354_at	SULF1	0.107819678	2.858181742	0.037723171	3.453823025	included	included	96.1	0.769627834	Stroma
218469_at	GREM1	0.105923492	2.836044663	0.037349021	3.453823025	included	included	66.2	0.687570587	Stroma
212353_at	SULF1	0.104329044	2.808971535	0.037141368	3.453823025	included	included	86.4	0.781810239	Stroma
202497_x_at	SLC2A3	0.128473564	2.797376448	0.045926448	3.453823025	included	included	68.1	0.343529344	IL8
202539_s_at	HMGCR	0.067933839	2.744752182	0.024750445	7.741327469	included	no	37	0.372650385	Apocrine
214522_x_at	HIST1H3D	0.148675361	2.744671607	0.054168725	7.741327469	included	no	50.5	0.704265932	Histone
212942_s_at	KIAA1199	0.116908141	2.732636854	0.042782173	7.741327469	included	no	52.2	0.531606425	Stroma
219773_at	NOX4	0.090041551	2.692621249	0.03344011	7.741327469	included	no	73.9	0.685739738	Stroma
205680_at	MMP10	0.126091131	2.664428237	0.047323898	11.22492483	included	no	20.9	0.260290692	Stroma
202912_at	ADM	0.106411917	2.656495248	0.040057259	11.22492483	included	no	26.8	0.74147885	VEGF
201108_s_at	THBS1	0.098380869	2.654364209	0.037063817	11.22492483	included	no	101.1	0.597667877	Stroma
210387_at	HIST1H2BG	0.145985725	2.652696619	0.055032952	11.22492483	included	no	66.7	0.755555791	Histone
205227_at	IL1RAP	0.110610398	2.647587982	0.041777799	11.22492483	included	no	26.7	0.282760037	IL8
201695_s_at	NP	0.06523442	2.645474868	0.02465887	11.22492483	included	no	52.1	0.252768887	Prolif
217073_x_at	APOA1	0.088533495	2.595403713	0.034111647	11.22492483	included	no	60.4	-0.15803976	unclassified
201109_s_at	THBS1	0.107437836	2.595036931	0.041401274	11.22492483	included	no	76.1	0.590518229	Stroma
215446_s_at	LOX	0.098841355	2.593261724	0.038114685	11.22492483	included	no	66.1	0.756290245	Stroma
205443_at	SNAPC1	0.066509275	2.592206037	0.025657403	11.22492483	included	no	58.5	0.231183913	VEGF
209978_s_at	LPA	0.101249446	2.590566508	0.039083902	11.22492483	included	no	54.3	-0.128020597	unclassified
201506_at	TGFBI	0.091245866	2.570888951	0.035491952	11.22492483	included	no	64.3	0.596223684	Stroma
208577_at	HIST1H3C	0.08634862	2.568976648	0.033612069	11.22492483	included	no	39.2	-0.265422336	B.Cell
219927_at	C14orf111	0.12961063	2.551940104	0.050789056	13.8152921	included	no	150.7	0.165709279	unclassified
212210_at	DKFZP586J0619	0.106942579	2.538879049	0.042121967	13.8152921	included	no	77.6	0.17035135	unclassified
202134_s_at	WWTR1	0.107472205	2.527236023	0.042525591	13.8152921	included	no	45.3	0.39577341	Basal
211162_x_at	SCD	0.140039509	2.526132318	0.055436332	13.8152921	included	no	108.2	0.338532751	Apocrine
218073_s_at	FLJ10407	0.072675057	2.523990263	0.028793715	13.8152921	included	no	51.7	0.538443808	Prolif
212887_at	SEC23A	0.06772441	2.523570902	0.026836738	13.8152921	included	no	79.5	0.516290021	Stroma
206354_at	SLCO1B3	0.105695673	2.521784297	0.041913051	13.8152921	included	no	48.1	0.110638574	unclassified
201324_at	EMP1	0.089074467	2.520046972	0.035346352	13.8152921	included	no	19.7	0.356771511	Stroma
212902_at	SEC24A	0.064390371	2.517491153	0.025577199	13.8152921	included	no	83.9	0.304976127	Histone
214978_s_at	PPFIA4	0.111829355	2.511967888	0.044518625	13.8152921	included	no	30.2	0.497114413	VEGF
204338_s_at	RGS4	0.136898308	2.511090181	0.05451748	13.8152921	included	no	129.2	0.290612503	Stroma
210089_s_at	LAMA4	0.11656285	2.502106683	0.046585883	13.8152921	included	no	90	0.337621846	Stroma
214580_x_at	KRT6A	0.180483637	2.501826511	0.072140748	13.8152921	included	no	20.1	0.307276743	IL8
39248_at	AQP3	0.130668211	2.498657302	0.052295371	13.8152921	included	no	14.3	0.387400583	Apocrine
214725_at	RPESP	0.118868577	2.495809101	0.047627271	13.8152921	included	no	19.7	-0.205425432	B.Cell
219104_at	RNF141	0.077397133	2.49245399	0.031052582	13.8152921	included	no	50	0.226258011	Apocrine
211840_s_at	PDE4D	0.09818322	2.489402594	0.039440475	13.8152921	included	no	37.9	0.094534371	unclassified
200738_s_at	PGK1	0.0605369	2.482495962	0.024385498	13.8152921	included	no	88.1	0.464322265	VEGF
203099_s_at	CDYL	0.138270051	2.479799307	0.055758565	13.8152921	included	no	121.5	0.24658943	Prolif
207933_at	ZP2	0.08219472	2.477072123	0.033182207	13.8152921	included	no	56.6	0.248950852	Apocrine
202604_x_at	ADAM10	0.058625106	2.476158766	0.023675827	13.8152921	included	no	80.5	0.218083723	IL8
221291_at	ULBP2	0.117520445	2.471713231	0.047546149	13.8152921	included	no	102.1	0.25342936	IL8
214455_at	H2BFL	0.147618084	2.463629996	0.059918935	13.8152921	included	no	25.6	0.776984455	Histone
210431_at	ALPPL2	0.077580707	2.463191277	0.031496014	13.8152921	included	no	78.3	0.126536164	unclassified
210845_s_at	PLAUR	0.065735668	2.453747536	0.026789907	14.96656644	included	no	36	0.442310442	IL8
211160_x_at	ACTN1	0.072320044	2.439645386	0.02964367	14.96656644	included	no	85.6	0.494724258	Stroma
208547_at	HIST1H2BB	0.098708417	2.424867383	0.040706728	14.96656644	included	no	61.1	0.539426562	Histone
219837_s_at	CYTL1	0.112283251	2.414117053	0.046511105	14.96656644	included	no	42	-0.383667058	CLDN3
201037_at	PFKP	0.092113525	2.409095568	0.038235729	14.96656644	included	no	38.6	0.401888299	Prolif
200989_at	HIF1A	0.053912962	2.405058797	0.022416484	14.96656644	included	no	60.8	0.364705216	Stroma
208490_x_at	HIST1H2BF	0.08427406	2.396802772	0.035161033	14.96656644	included	no	15.8	0.905791936	Histone
204298_s_at	LOX	0.097530221	2.387278896	0.040854138	16.64820312	included	no	87.5	0.557026591	Stroma
201888_s_at	IL13RA1	0.068895939	2.386942309	0.02886368	16.64820312	included	no	55.8	0.345015325	Apocrine
220768_s_at	CSNK1G3	0.049667837	2.386484492	0.020812135	16.64820312	included	no	111.3	0.156972931	unclassified
210405_x_at	TNFRSF10B	0.095335099	2.383486976	0.039998162	16.64820312	included	no	71.3	-0.182951113	unclassified
206315_at	CRLF1	0.163253718	2.381509431	0.068550523	16.64820312	included	no	54	0.267700876	Basal
217911_s_at	BAG3	0.054602462	2.377971369	0.022961783	16.64820312	included	no	81.3	-0.346603514	MHC1
219886_at	LRRIQ2	0.087234512	2.369408874	0.036816994	16.64820312	included	no	51.8	0.208191748	Prolif
202628_s_at	SERPINE1	0.106117388	2.368802925	0.044797896	16.64820312	included	no	138.4	0.694197096	Stroma
209305_s_at	GADD45B	0.06912602	2.365675446	0.029220416	16.64820312	included	no	80.1	-0.307750064	Prolif
210995_s_at	TRIM23	0.084912179	2.364789787	0.035906861	16.64820312	included	no	72.9	0.129223468	unclassified
206409_at	TIAM1	0.085559431	2.362399533	0.036217172	16.64820312	included	no	49.3	-0.170889102	unclassified
201325_s_at	EMP1	0.084677891	2.359287776	0.035891294	16.64820312	included	no	30.9	0.341976986	Stroma
219366_at	AVEN	0.054538829	2.357451496	0.023134656	16.64820312	included	no	70.5	-0.232487136	Hemoglobin
210435_at	NBR2	0.11836149	2.355007735	0.050259491	16.64820312	included	no	59.3	-0.140123378	unclassified
205199_at	CA9	0.097271819	2.350450575	0.041384329	16.64820312	included	no	26.4	0.49168741	VEGF
209803_s_at	PHLDA2	0.097200611	2.341422908	0.041513479	16.64820312	included	no	27.2	0.280532243	IL8
205499_at	SRPX2	0.077168211	2.333849484	0.033064776	16.64820312	included	no	62	0.718366278	Stroma
214216_s_at	KIAA0217	0.135446932	2.329850957	0.058135449	16.64820312	included	no	151.5	-0.301250037	HOX
217834_s_at	SYNCRIP	0.06746867	2.321000286	0.02906879	16.64820312	included	no	67.9	0.58318449	Prolif
204883_s_at	HUS1	0.083491523	2.31063883	0.036133524	16.64820312	included	no	87.7	0.25495947	Prolif
208527_x_at	HIST1H2BE	0.073486794	2.305331198	0.031876892	19.07243865	included	no	33.1	0.919546817	Histone
208129_x_at	RUNX1	0.062701996	2.302683286	0.02722997	19.07243865	included	no	68.3	0.259612311	VEGF
214612_x_at	MAGEA6	0.196232978	2.302070977	0.085241932	19.07243865	included	no	19.8	-0.131215625	unclassified
215488_at	VMD2	0.07628426	2.29886666	0.033183421	19.07243865	included	no	75.4	-0.157911172	unclassified
206512_at	U2AF1L1	0.086194838	2.298074176	0.037507422	19.07243865	included	no	103.9	-0.080523665	unclassified
217428_s_at	COL10A1	0.130288511	2.292072113	0.056843111	19.07243865	included	no	72	0.739817927	Stroma
216796_s_at	- - -	0.065921938	2.290450796	0.028781207	19.07243865	included	no	102.2	-0.119144254	unclassified
208427_s_at	ELAVL2	0.115496233	2.283857878	0.050570674	19.07243865	included	no	41.3	0.273713803	Prolif
213506_at	F2RL1	0.097466594	2.283441916	0.04268407	19.07243865	included	no	13	0.312572109	Apocrine
208180_s_at	H4FH	0.098609826	2.28221321	0.043207982	19.07243865	included	no	25.2	0.821848216	Histone
215997_s_at	CUL4B	0.056531191	2.282123844	0.024771307	19.07243865	included	no	105.2	0.195807777	unclassified
203000_at	STMN2	0.12096481	2.28170554	0.053015083	19.07243865	included	no	72.8	0.293130929	Stroma
202388_at	RGS2	0.09917783	2.277782227	0.043541401	19.07243865	included	no	21.7	-0.210243625	IFN
205523_at	HAPLN1	0.157350705	2.277692547	0.069083383	19.07243865	included	no	42.4	0.284705098	VEGF
217675_at	LOC201501	0.084366598	2.27301909	0.037116537	19.07243865	included	no	114.2	0.214917642	VEGF
203393_at	HES1	0.072077863	2.271260133	0.031734746	19.07243865	included	no	65.5	-0.135834059	unclassified
214702_at	FN1	0.101460099	2.268272884	0.044730111	19.07243865	included	no	90.7	0.450986653	Stroma
209601_at	ACOX1	0.062843721	2.267749763	0.027711929	19.07243865	included	no	22.1	-0.115526384	unclassified
204475_at	MMP1	0.187225699	2.265610645	0.082638074	19.07243865	included	no	51.8	0.369669445	Stroma
220623_s_at	TSGA10	0.08930008	2.25782218	0.039551423	19.07243865	included	no	23.5	0.196915797	unclassified
216729_at	- - -	0.097452465	2.252107758	0.043271671	19.07243865	included	no	77.9	-0.122992783	unclassified
210990_s_at	LAMA4	0.084305378	2.250658165	0.0374581	19.07243865	included	no	77	-0.328007029	Prolif
210257_x_at	CUL4B	0.054134465	2.246010977	0.024102494	19.07243865	included	no	116.2	0.144132149	unclassified
220759_at	FAM12B	0.088008604	2.241608845	0.039261356	21.08925271	included	no	38.1	0.416688148	Apocrine
212543_at	AIM1	0.066472628	2.241193131	0.029659482	21.08925271	included	no	13.8	0.308431221	Apocrine
219856_at	SARG	0.148228552	2.240451347	0.06616013	21.08925271	included	no	41.4	0.331939369	CLDN3
207696_at	FUT9	0.08857464	2.237670854	0.039583409	21.08925271	included	no	38.1	-0.172420796	unclassified
220031_at	ZA20D1	0.067986869	2.236613776	0.030397232	21.08925271	included	no	48.7	-0.121695238	unclassified
201110_s_at	THBS1	0.088483155	2.232203353	0.039639379	21.08925271	included	no	68.4	0.593182444	Stroma
208394_x_at	ESM1	0.065241345	2.225451075	0.029316009	21.08925271	included	no	65.4	0.405805175	VEGF
215649_s_at	MVK	0.084393415	2.217951137	0.038050169	21.08925271	included	no	89.1	0.230095565	Histone
206686_at	PDK1	0.11691678	2.205801362	0.05300422	21.08925271	included	no	137.4	0.295174016	VEGF
206547_s_at	PPEF1	0.08296109	2.202916301	0.037659665	21.08925271	included	no	61.5	0.382312033	Stroma
221679_s_at	ABHD6	0.08505003	2.199649482	0.038665265	21.08925271	included	no	125	-0.189694306	unclassified
204337_at	RGS4	0.0759597	2.196120611	0.034588128	21.08925271	included	no	62.7	0.559403046	Stroma
210233_at	IL1RAP	0.112621359	2.191347542	0.051393655	21.08925271	included	no	20.1	0.205848065	IL8
201170_s_at	BHLHB2	0.062010399	2.184780614	0.028382895	22.60051979	included	no	63.9	0.3865237	Stroma
211338_at	IFNA2	0.09504784	2.184759935	0.043504935	22.60051979	included	no	26.8	-0.228180906	MHC2
216650_at	LOC442165	0.100561913	2.183995238	0.046044932	22.60051979	included	no	104.1	-0.259960181	Stroma
201903_at	UQCRC1	0.050627184	2.179199626	0.023232008	22.60051979	included	no	66.4	0.241219391	Histone
202740_at	ACY1	0.058120475	2.178918386	0.026674003	22.60051979	included	no	36.8	0.400682666	Apocrine
208523_x_at	HIST1H2BI	0.07989456	2.175094822	0.03673153	22.60051979	included	no	44.7	0.776273783	Histone
208487_at	LMX1B	0.062157761	2.172962196	0.028605082	22.60051979	included	no	84.3	-0.099382671	unclassified
207370_at	IBSP	0.098071872	2.170890129	0.04517588	22.60051979	included	no	95.1	0.237242173	VEGF
206113_s_at	RAB5A	0.064905207	2.170590446	0.029902097	22.60051979	included	no	179	0.210770383	Histone
215733_x_at	CTAG2	0.160175998	2.16896709	0.073848976	22.60051979	included	no	66.7	0.199261303	unclassified
210805_x_at	RUNX1	0.072856406	2.16799465	0.033605436	22.60051979	included	no	76.6	0.250740715	VEGF
205924_at	RAB3B	0.090883923	2.162810899	0.042021206	22.60051979	included	no	33	0.456785868	Apocrine
216672_s_at	MYT1L	0.074529057	2.152908089	0.034617853	22.60051979	included	no	19.1	-0.126773579	unclassified
206569_at	IL24	0.090162993	2.152188775	0.041893627	22.60051979	included	no	85.1	0.196637843	unclassified
211617_at	ALDOAP2	0.087642822	2.150847662	0.040748038	22.60051979	included	no	59.9	-0.089409673	unclassified
222219_s_at	TLE6	0.066852196	2.149929962	0.031095057	22.60051979	included	no	33.9	0.172960459	unclassified
207328_at	ALOX15	0.083510546	2.148932266	0.038861414	22.60051979	included	no	41.8	0.249927781	Apocrine
202363_at	SPOCK	0.081652856	2.147008669	0.038030986	22.60051979	included	no	75.9	0.750604257	Stroma
202543_s_at	GMFB	0.057430347	2.146941575	0.026749842	22.60051979	included	no	70.3	0.265388901	Prolif
213563_s_at	GCP2	0.069267768	2.145462386	0.032285706	22.60051979	included	no	55.6	-0.195147863	unclassified
216268_s_at	JAG1	0.068957726	2.141541531	0.032200042	22.60051979	included	no	66	0.485605466	Stroma
210874_s_at	NAT6	0.074152934	2.139004398	0.034667032	22.60051979	included	no	42.8	-0.121478594	unclassified
209101_at	CTGF	0.097977681	2.138972955	0.045805946	22.60051979	included	no	71.6	0.681499635	Stroma
211758_x_at	TXNDC9	0.047023357	2.138552491	0.021988405	22.60051979	included	no	46.6	0.24370534	Prolif
201559_s_at	CLIC4	0.07944441	2.137034816	0.037175066	22.60051979	included	no	170.8	0.225564487	B.Cell
213640_s_at	LOX	0.119228648	2.133491394	0.055884288	22.60051979	included	no	120.1	0.343063356	Stroma
206788_s_at	CBFB	0.075544341	2.13328051	0.035412287	22.60051979	included	no	110	-0.219736863	HOX
219232_s_at	EGLN3	0.07495347	2.13301774	0.035139638	22.60051979	included	no	35.7	0.387523293	Apocrine
219328_at	DDX31	0.094245328	2.129137708	0.044264553	22.60051979	included	no	106	-0.204334068	Apocrine
202540_s_at	HMGCR	0.053369257	2.128268717	0.025076372	22.60051979	included	no	53.6	-0.353597774	MHC1
209398_at	HIST1H1C	0.09223921	2.127937852	0.043346759	22.60051979	included	no	26.8	0.812772727	Histone
215574_at	- - -	0.080453505	2.123800285	0.03788186	22.60051979	included	no	61.4	-0.180432618	unclassified
218036_x_at	NMD3	0.066702537	2.12060168	0.031454534	22.60051979	included	no	111.7	0.201329056	Histone
210750_s_at	DLGAP1	0.083908674	2.117559716	0.039625175	22.60051979	included	no	31.2	0.117376208	unclassified
40524_at	PTPN21	0.074533065	2.116866724	0.035209144	22.60051979	included	no	36.5	-0.31234406	T.Cell
201275_at	FDPS	0.057555743	2.112504546	0.027245264	22.60051979	included	no	116.8	0.477856551	Prolif
204614_at	SERPINB2	0.116241908	2.111787608	0.055044318	22.60051979	included	no	15.6	0.257671186	Basal
201043_s_at	ANP32A	0.095240219	2.109071362	0.045157419	22.60051979	included	no	178.1	-0.142577281	unclassified
201091_s_at	CBX3	0.056631477	2.107687089	0.026869015	22.60051979	included	no	107.7	0.389421734	Prolif
37512_at	RODH	0.083818733	2.105616843	0.03980721	22.60051979	included	no	50.6	0.354134326	Stroma
203108_at	GPCR5A	0.149416645	2.105306878	0.070971432	22.60051979	included	no	19.2	0.458559653	CLDN3
219948_x_at	FLJ21934	0.123438618	2.104771298	0.058647046	22.60051979	included	no	38.8	0.146927864	unclassified
215646_s_at	CSPG2	0.115425002	2.098091973	0.055014272	22.60051979	included	no	173.6	0.751829001	Stroma
213983_s_at	SCC-112	0.091564007	2.097944228	0.043644634	22.60051979	included	no	60.9	0.184471597	unclassified
202057_at	KPNA1	0.068722604	2.097783256	0.03275963	22.60051979	included	no	88.5	-0.235800469	MHC1
208613_s_at	FLNB	0.072618337	2.096899358	0.034631293	22.60051979	included	no	25.3	0.432040827	VEGF
220003_at	FLJ11004	0.08582694	2.095428356	0.040959138	22.60051979	included	no	41.7	-0.102008491	unclassified
201208_s_at	TNFAIP1	0.078536292	2.095194792	0.037484005	22.60051979	included	no	98.3	0.210607932	IL8
209822_s_at	VLDLR	0.061666703	2.095084051	0.029434	22.60051979	included	no	26.9	0.298115899	VEGF
209909_s_at	TGFB2	0.104699386	2.092127993	0.050044446	22.60051979	included	no	32.5	0.186746184	unclassified
210467_x_at	MAGEA12	0.113890917	2.088487046	0.054532738	22.60051979	included	no	64.2	-0.118538108	unclassified
215432_at	BUCS1	0.1000193	2.085036338	0.047970051	22.60051979	included	no	22.5	0.540411261	Apocrine
209122_at	ADFP	0.073280456	2.083957237	0.035164088	22.60051979	included	no	66.6	0.251001038	VEGF
210196_s_at	PSG1	0.102859301	2.083141122	0.04937702	22.60051979	included	no	41.8	-0.235956431	Stroma
210876_at	ANXA2	0.063032638	2.081260358	0.030285801	22.60051979	included	no	54.3	0.189095694	unclassified
208546_x_at	HIST1H2BH	0.099453864	2.079497009	0.047825923	22.60051979	included	no	28.2	0.847278751	Histone
216414_at	- - -	0.06837252	2.078542361	0.032894456	22.60051979	included	no	69.1	-0.105687541	unclassified
212812_at	- - -	0.059428392	2.078404221	0.028593279	22.60051979	included	no	41.8	-0.335571899	MHC1
219733_s_at	SLC27A5	0.087179445	2.077713816	0.041959313	22.60051979	included	no	28.7	0.283790526	Prolif
215254_at	DSCR1	0.090687679	2.073683969	0.043732642	22.60051979	included	no	84.6	-0.225853784	T.Cell
207319_s_at	CDC2L5	0.059847814	2.070435946	0.0289059	22.60051979	included	no	170.7	0.173316118	unclassified
211668_s_at	PLAU	0.078171521	2.067992857	0.037800673	22.60051979	included	no	111.6	0.584608131	Stroma
201792_at	AEBP1	0.081376084	2.065956901	0.039389052	22.60051979	included	no	136.4	0.89615289	Stroma
202238_s_at	NNMT	0.082508781	2.06504334	0.039954987	26.36727309	included	no	110.7	0.715840869	Stroma
219356_s_at	SNF7DC2	0.059586649	2.059780333	0.028928643	26.36727309	included	no	62.9	0.454234264	IFN
210904_s_at	IL13RA1	0.075805376	2.058822877	0.036819766	26.36727309	included	no	143	0.343715744	Apocrine
221552_at	ABHD6	0.074153668	2.058778513	0.036018284	26.36727309	included	no	53.8	0.307419132	Apocrine
221009_s_at	ANGPTL4	0.093872951	2.057949477	0.045614799	26.36727309	included	no	36.8	0.6284635	VEGF
214968_at	DDX51	0.083243018	2.054851979	0.040510469	26.36727309	included	no	136.2	-0.132267588	unclassified
201196_s_at	AMD1	0.063020739	2.054555172	0.030673666	26.36727309	included	no	51.8	0.475464182	Prolif
212444_at	- - -	0.134489349	2.054161548	0.065471652	26.36727309	included	no	27	0.374988389	CLDN3
204845_s_at	ENPEP	0.077264474	2.053414249	0.03762732	26.36727309	included	no	64.7	0.372118466	Stroma
208496_x_at	HIST1H3G	0.108283184	2.053373734	0.052734279	26.36727309	included	no	44.5	0.657278958	Histone
215464_s_at	TAX1BP3	0.050159582	2.051733468	0.024447416	26.36727309	included	no	74.6	0.383344788	Stroma
212797_at	SORT1	0.099235824	2.050718979	0.048390747	26.36727309	included	no	107.9	-0.165802298	unclassified
204596_s_at	STC1	0.054104964	2.050283143	0.02638902	26.36727309	included	no	26.8	0.391599027	VEGF
210623_at	LOC51035	0.080562432	2.050239695	0.039294153	26.36727309	included	no	28.2	-0.125564826	unclassified
216915_s_at	PTPN12	0.092561942	2.050211163	0.045147516	26.36727309	included	no	201.2	0.195299703	unclassified
208144_s_at	PP1345	0.0669063	2.04948419	0.032645434	26.36727309	included	no	43.6	-0.162212554	unclassified
214469_at	HIST1H2AE	0.127560522	2.049177548	0.062249619	26.36727309	included	no	21.1	0.829636695	Histone
205479_s_at	PLAU	0.0648086	2.043732699	0.031710898	26.36727309	included	no	74.5	0.644532682	Stroma
217448_s_at	C14orf92	0.070226013	2.04358818	0.034364073	26.36727309	included	no	158.5	0.194496438	unclassified
216607_s_at	CYP51A1	0.061030197	2.043172054	0.029870317	26.36727309	included	no	109.3	0.282619211	Histone
210619_s_at	HYAL1	0.089450838	2.041577575	0.043814567	26.36727309	included	no	52.8	0.140261161	unclassified
214540_at	HIST1H2BO	0.098794861	2.039269302	0.048446206	26.36727309	included	no	41.6	0.618773407	Histone
216549_s_at	TBC1D22B	0.096356079	2.03909926	0.047254237	26.36727309	included	no	102.9	-0.253167388	HOX
219478_at	WFDC1	0.110677911	2.036650756	0.054343098	26.36727309	included	no	46.8	0.38354412	Stroma
209624_s_at	MCCC2	0.078300875	2.034235234	0.038491554	26.36727309	included	no	73.7	0.448300807	Apocrine
212575_at	C19orf6	0.102123619	2.033868276	0.05021152	26.36727309	included	no	177.2	-0.21826076	HOX
222379_at	KCNE4	0.081936269	2.031254714	0.040337762	26.36727309	included	no	31.2	0.480889349	Stroma
211924_s_at	PLAUR	0.069697275	2.030236242	0.034329638	26.36727309	included	no	47.8	0.394201954	IL8
221933_at	NLGN4X	0.114204768	2.029805219	0.056263905	26.36727309	included	no	31	0.269197926	Stroma
220414_at	CALML5	0.160892045	2.02888483	0.079300729	26.36727309	included	no	24.1	0.423343772	CLDN3
215976_at	DBC1	0.086875999	2.026489111	0.042870203	26.36727309	included	no	42.2	-0.167098556	unclassified
210546_x_at	CTAG1B	0.183292807	2.025415393	0.090496403	26.36727309	included	no	47.8	0.193328243	unclassified
216712_at	SLC25A30	0.085799382	2.020154372	0.042471696	26.36727309	included	no	65.8	-0.196632723	unclassified
220106_at	NPC1L1	0.074208648	2.019725141	0.036741954	26.36727309	included	no	47	0.135678141	unclassified
212898_at	KIAA0406	0.051317906	2.019301365	0.025413693	26.36727309	included	no	55.8	-0.314768982	MHC2
202213_s_at	CUL4B	0.05396687	2.01856684	0.026735241	26.36727309	included	no	118.2	-0.233986967	MHC1
216830_at	- - -	0.078255625	2.017237291	0.038793465	26.36727309	included	no	35.2	-0.168817064	unclassified
204325_s_at	NF1	0.049692235	2.017022258	0.024636433	26.36727309	included	no	73.8	-0.138757158	unclassified
215423_at	- - -	0.066725374	2.016458068	0.033090385	26.36727309	included	no	48.5	-0.228083306	IFN
205228_at	RBMS2	0.077316964	2.01344714	0.038400295	26.36727309	included	no	82.8	0.243921426	Stroma
208083_s_at	ITGB6	0.10684403	2.011435049	0.05311831	26.36727309	included	no	40.7	0.311037278	Apocrine
218182_s_at	CLDN1	0.102244188	2.010892789	0.050845171	26.36727309	included	no	37.6	0.331311691	CLDN3
