CD34 + cells1	CD34 + cells2	T cells 1	T cells 2	CD34 + cells (mean)	T cells (Mean)	Delta RMA Value	Gene Symbol	EntrezID
9.152281662	9.17751922	5.3855294	5.4564141	9.164900441	5.420971765	3.743928676	TCF4	6925
8.946920697	9.12772811	4.6371634	5.9517621	9.037324404	5.294462795	3.742861608	METTL7A	25840
9.753273027	10.29946936	6.3784338	6.2370394	10.02637119	6.307736606	3.718634586	IGFBP7	3490
8.534883009	8.296818734	4.7370931	4.6862758	8.415850872	4.711684454	3.704166418	TNS3	64759
8.124350743	8.351846038	4.5466787	4.5739506	8.238098391	4.560314665	3.677783725	CD36	948
8.805135896	9.475211016	5.2763555	5.6674356	9.140173456	5.471895559	3.668277897	F13A1	2162
7.684598394	8.503184675	4.2359485	4.621714	8.093891535	4.428831227	3.665060308	NFE2	4778
10.65864276	10.74707531	7.0379372	7.1107261	10.70285904	7.074331686	3.628527349	ASAH1	427
9.030270107	8.502334334	5.3363079	5.0767493	8.76630222	5.206528626	3.559773594	SOX4	6659
8.226881024	8.91131536	4.9425267	5.100571	8.569098192	5.021548864	3.547549328	CDC42BPA	8476
7.128771901	7.677456118	3.8385706	3.8936553	7.40311401	3.866112935	3.537001075	TFEC	22797
9.434112572	8.886377869	5.4279253	5.8237793	9.16024522	5.625852293	3.534392927	RAB31	11031
10.57900081	10.44094485	7.901953	6.1442891	10.50997283	7.023121015	3.486851812	NA	NA
8.669046802	8.564896862	5.3776972	4.9058118	8.616971832	5.141754492	3.47521734	DRAM	55332
9.50264426	8.837146052	5.6848009	5.7290481	9.169895156	5.706924479	3.462970677	NA	NA
9.415440646	9.509021316	5.8159709	6.1969125	9.462230981	6.006441723	3.455789259	RAB31	11031
10.12977945	10.00094456	6.6680587	6.5694297	10.065362	6.61874419	3.446617814	RAB32	10981
9.316749469	9.194264153	5.9557647	5.6623879	9.255506811	5.809076305	3.446430506	TGFBI	7045
7.900689647	8.743813196	4.841469	4.9487939	8.322251422	4.895131422	3.42712	HLA-DQB1	3119
7.064321364	8.299835517	4.2599559	4.273836	7.68207844	4.266895954	3.415182487	TCF4	6925
8.080093161	7.536213242	4.4815287	4.3072695	7.808153201	4.394399104	3.413754098	SCHIP1	29970
7.995907174	7.457733386	4.2954727	4.3482623	7.72682028	4.321867469	3.404952811	TCF7L2	6934
11.00396135	11.15621823	7.7987676	7.5653187	11.08008979	7.68204317	3.398046624	MFSD1	64747
7.869994663	7.407496419	4.4515481	4.036933	7.638745541	4.244240579	3.394504962	IGF2BP2	10644
8.869745677	10.27695349	6.3134284	6.068173	9.573349581	6.190800699	3.382548883	RNASE3	6037
10.42232642	9.162587874	6.5459942	6.2864395	9.79245715	6.416216818	3.376240332	HBB	3043
10.33572045	10.13260436	6.8610858	6.9523018	10.23416241	6.906693807	3.3274686	CTBP2	1488
7.722868446	7.720464278	4.4104119	4.3983606	7.721666362	4.404386272	3.31728009	VCAN	1462
9.389751788	8.747464291	5.9981946	5.5130285	9.068608039	5.755611578	3.312996462	MEST	4232
6.653546369	7.602344481	3.8944939	3.7540798	7.127945425	3.824286865	3.303658561	MAP7	9053
8.223749265	7.909971405	4.9336961	4.5998656	8.066860335	4.766780896	3.300079439	PYGL	5836
7.712969249	7.067635364	4.0412886	4.1624255	7.390302307	4.101857072	3.288445235	PROM1	8842
7.549979885	9.43364616	5.008768	5.4422517	8.491813023	5.225509834	3.266303188	FCN1	2219
8.612430926	8.020508142	5.0200923	5.0848685	8.316469534	5.0524804	3.263989134	KIAA0125	9834
7.704281231	8.676532127	4.8232867	5.0596432	8.190406679	4.941464944	3.248941735	RNASE6	6039
9.746544284	8.870919315	5.8803595	6.2959622	9.3087318	6.088160851	3.220570949	TSPAN13	27075
7.444738611	7.707915024	4.5896882	4.1219344	7.576326817	4.355811304	3.220515513	CD36	948
8.893671004	9.29552939	5.9623092	5.7956267	9.094600197	5.878967972	3.215632225	ATP1B1	481
7.429594863	9.058119304	4.8345006	5.2537243	8.243857083	5.044112445	3.199744638	DLC1	10395
8.479293261	9.129540299	5.648166	5.5671382	8.80441678	5.607652092	3.196764688	SPINK2	6691
9.200397566	8.487364648	5.5643687	5.7345539	8.843881107	5.649461329	3.194419777	HOXA9	3205
9.773390287	9.847215747	6.8447459	6.3899679	9.810303017	6.61735687	3.192946147	CYP1B1	1545
7.791002349	9.29705288	5.2683915	5.5014014	8.544027614	5.384896417	3.159131198	CST3	1471
8.149665742	7.169195197	4.5248993	4.4800034	7.65943047	4.502451348	3.156979122	ERG	2078
6.650712342	7.770314413	4.106465	4.0069329	7.210513378	4.056698947	3.15381443	ALDH1A1	216
9.473759735	9.45985598	6.6155037	6.0592309	9.466807858	6.337367291	3.129440567	CSF2RB	1439
7.313995228	8.530126684	4.7477364	4.853184	7.922060956	4.800460207	3.12160075	PPBP	5473
7.661255757	8.949223265	5.6543962	4.7176416	8.305239511	5.186018897	3.119220613	ITGA2B	3674
11.21346616	10.94774463	7.9872448	7.9909798	11.08060539	7.989112265	3.091493129	LAPTM4B	55353
7.688422018	8.332427596	5.1082126	4.7399103	8.010424807	4.924061462	3.086363345	PGDS	27306
7.739130655	8.930979334	5.1836901	5.321591	8.335054995	5.252640562	3.082414432	AZU1	566
8.058915255	7.275759067	4.5727157	4.6190168	7.667337161	4.595866268	3.071470893	SPARC	6678
7.433341033	7.44328376	4.3496132	4.3844144	7.438312397	4.367013821	3.071298576	GUCY1B3	2983
12.03307084	12.12682815	9.0690219	8.9523535	12.07994949	9.010687716	3.069261778	CAT	847
7.836389186	8.101343323	4.8150985	4.9898515	7.968866255	4.902475016	3.066391239	PMP22	5376
9.833775537	10.03345367	5.8352263	7.8999198	9.933614602	6.867573054	3.066041548	FADS1	3992
9.267081617	9.048981239	5.9298317	6.2714891	9.158031428	6.100660357	3.057371071	KCNH2	3757
8.627056459	10.31405932	6.1784575	6.6507617	9.470557887	6.414609614	3.055948273	ASGR2	433
8.749445743	9.779064781	6.3063782	6.114949	9.264255262	6.210663595	3.053591667	TYROBP	7305
8.971990903	9.618061758	6.5347819	6.0288822	9.295026331	6.281832084	3.013194246	RNASE2	6036
8.52418015	8.495278856	5.3666729	5.6265041	8.509729503	5.496588472	3.013141031	DAPK1	1612
9.080120973	8.724226835	5.422721	6.3592962	8.902173904	5.891008597	3.011165307	SYNGR1	9145
9.004559405	9.408426667	6.1528335	6.2530602	9.206493036	6.202946817	3.003546218	TNFSF13	8741
