Gene Symbol	Fold Increase Upon REST Knockdown
OSBP2	2.956175532
OXTR	2.894021717
PARP9	2.765376948
PARP9	2.958251548
PCBP3	3.221503293
PCBP3	3.620452342
PCBP3	3.732377346
PCDHA6	2.435458802
PCDHA6	3.105958262
PCDHA6	3.275495003
PCDHA6	3.585207956
PCDHA6	3.843773098
PCLO	2.335087201
PCMTD2	2.180462539
PDCD4	2.083242784
PDPK1	2.43592071
PERP	2.061994861
PERP	2.135497847
PGBD5	3.682406893
PGM2L1	2.342392053
PHACTR3	3.141405432
PHACTR3	4.382677723
PHF21B	3.121098831
PKD1L2	2.032889585
plasminogen activator, tissue	3.081827442
PLAT	3.177460354
PLAT	3.244836627
PLCE1	2.263456702
POU2F3	2.570096894
PPP1R3B	2.044077063
PPTC7	2.548652553
PRDM1	2.387413248
PRPF38B	2.113582927
PRSS8	2.389809216
PSG5	2.210424388
PSG5	2.289946659
PTBP2	2.044985409
PTGS2	2.096600501
PTPRG	2.193106535
PTPRS	2.002136446
RAB11FIP4	2.951042919
RAD23B	3.123967019
RALGPS2	1.981365412
RARRES1	2.082538633
RARRES1	3.044890433
RARRES1	3.64525597
RASA2	2.004259828
RASSF5	2.123620742
RASSF5	2.399985784
reticulon 2	2.449184358
RGPD5	2.635196649
RHOV	2.55792712
RHOV	3.100137969
RIMKLA	2.291243145
RLTPR	2.644523551
RNF128	2.016585092
RSPRY1	2.320044606
RTN2	3.079357379
RTN2	3.22837376
RTN2	3.56075824
RUNDC3A	2.239870281
RUNDC3A	14.70364323
RUNDC3A	17.69784855
S100A7	3.417775646
S100A8	2.219251543
S100A9	2.029720831
SAA4	2.000826573
SAMD9	3.78904346
SAMD9	4.130241979
SAMD9L	2.198805665
SBSN	2.415680051
SBSN	2.485725048
SBSN	2.587762184
SCAMP5	3.856269401
SCEL	2.399531807
SCEL	2.718135795
SCGB1D2	2.472959432
SCGB1D2	3.556963324
SCGB1D2	3.750997651
SCN3B	4.408414779
SCNN1B	2.788732488
SCNN1B	3.038836102
SCNN1G	2.087389183
SCNN1G	2.741534097
SDCBP2	2.070010895
SDCBP2	2.154123229
SEC31A	2.559276792
SEPP1	2.157747842
SERF1B	2.448656006
SERF1B	2.510713593
SERINC1	2.010671231
SERPINA3	2.689466517
SERPINB1	3.002331605
SERPINB13	3.251845405
SERPINB13	5.031296658
SERPINB3	3.809371915
SERPINB3	4.165456798
SERPINB3	4.286160494
SERPINB3	4.389739695
SERPINB4	4.598492596
SERPINB4	6.613973639
SERPINB5	2.57008133
SET	2.065530017
SET	2.161560837
SEZ6L2	2.411998162
SEZ6L2	2.508900291
SFRS18	2.64775598
SFTPD	2.684151942
SH3GLB1	1.95366707
SHC4	2.74374426
SHC4	2.917083951
SLC13A3	2.198105474
SLC16A12	2.067724762
SLC25A18	2.284333308
SLC44A5	2.380306629
SLC44A5	2.572841283
SLC44A5	2.718415674
SLC5A1	4.379176726
SLC7A7	2.751969952
SLFN5	2.060352398
SNAP25	2.456697994
SNX12	2.857336386
SOD2	2.22210489
SON	2.044467143
SPIN4	2.18508962
SPIRE2	2.296664818
SPRR1B	2.369505244
SPRR1B	2.554559877
SPRR2A	2.806839013
SPRR2A	2.877612784
SPRR2E	2.26130237
SPTLC3	2.051569184
SPTY2D1	2.770863325
STMN3	5.349910538
STT3B	2.054044858
SULT1E1	4.23730451
SULT2B1	2.235462153
SULT2B1	2.325074146
SUZ12P	3.291383442
SYNC	2.182183767
SYNE2	2.525746768
SYP	3.216390156
SYT14	2.648436467
SYTL2	3.659363206
TAF13	4.264859038
TAF15	2.539990535
TAF15	3.035040987
TAP2	2.077846232
TBC1D23	2.22876598
TG	2.05676392
TGM1	4.593628967
TLR1	2.358278925
TM4SF1	2.106106966
TMEM102	2.06692637
TMEM145	2.695249666
TMEM198	7.274480839
TMPRSS11E	3.805691985
TMPRSS3	2.058397504
TMPRSS4	2.053180726
TMPRSS4	2.071651619
TNFSF10	2.165154544
TNFSF10	2.291315781
TNFSF10	2.943662954
TNFSF14	2.527643747
TNFSF15	2.041241495
TNFSF15	2.091723288
TNNT1	2.052924981
TREM2	3.871854359
TREM2	3.875643661
TRIM14	2.184263585
TRIM31	3.291104795
TRIM9	2.520216724
TROVE2	2.059277749
TXNIP	2.836392232
UBA6	2.561159056
UNC5A	2.495247744
USP53	2.751227656
VAMP7	2.058050007
VGF	4.821293916
VILL	3.761848544
VNN1	2.297694223
VTCN1	2.186291535
WAP fourdisulfide core domain 2	3.376526618
WDR17	2.08970172
WDR17	2.826363412
WDR3	2.428492218
WFDC2	3.716632154
WFDC6	2.335337158
WFDC6	2.98446988
WFDC6	3.191685042
WNT4	2.064565279
YWHAZ	2.703154893
ZBTB38	2.384702172
ZDHHC20	2.166740737
ZFYVE9	2.168768357
ZG16B	2.090530638
ZNF268	2.014180209
ZNF28	2.201466846
ZNF365	2.288494302
ZNF430	2.177651849
ZNF566	2.001892332
ZNF573	2.07090209
ZNF573	2.566960369
ZNF664	2.487182332
ZNF750	2.456196655
ZNF750	2.55911798
ZNF83	2.009488649
