TC ID	Symbol	FCSAM	FCmean	FCmedian	FCmax	FCmin	FC_520	FC_690	FC_746	FC_089	FC_727	FC_006	FC_971	FC_935	FC_192	FC_471	FC_094	FC_549	FC_927	FC_954	FC_491
3186966	TLR4	2.329467173	3.418611238	2.070529848	9.849155307	0.273573425	9.849155307	0.273573425	1.189207115	1.148698355	1.840375301	2.394957409	7.412704495	1.802500925	1.248330549	4.993322196	4.28709385	9.18958684	1.265756594	2.070529848	2.313376368
3461795	PTPRB	2.250116969	3.017180545	2.234574276	12.72858374	0.763129604	2.042024251	12.72858374	1.205807828	3.458148925	0.77916458	1.125058485	1.693490625	2.848100391	2.234574276	0.763129604	3.530811985	2.620786808	2.234574276	6.02098699	1.972465409
2451593	CHI3L1	2.239743208	2.98590059	2.620786808	8.0556444	0.348685917	1.453972517	0.348685917	0.965936329	3.555370725	4	2.329467173	2.907945035	6.062866266	3.249009585	1.790050142	0.829319546	8.0556444	1.117287138	5.502167273	2.620786808
3630736	ITGA11	2.233541922	2.984552552	2.188587403	9.382679594	0.400534939	1.558329159	0.965936329	0.400534939	6.91629785	1.647182035	2.620786808	2.37841423	1.815038311	2.313376368	9.382679594	1.693490625	2.188587403	1.310393404	6.190259974	3.386981249
2985781	THBS2	2.215040893	3.794203192	1.986184991	26.17286587	0.570381858	26.17286587	0.993092495	0.570381858	3.458148925	2.694467154	1.986184991	1.536875181	1.301341855	3.363585661	4.658934346	1.404444876	2.445280555	0.870550563	3.972369982	1.484523571
2648677	MME	2.190611022	3.124617738	2.531513188	11.23555901	0.732042848	5.856342784	0.732042848	3.60500185	3.680750602	2.531513188	1.658639092	1.01395948	0.939522749	2.808889751	11.23555901	1.049716684	0.939522749	0.752623374	3.91768119	6.147500725
3820443	ICAM1	2.179504224	2.560015854	2.099433367	5.13370359	0.673616788	4.141059695	2.099433367	1.079228237	2.770218936	1.2397077	2.828427125	0.673616788	1.866065983	1.453972517	5.13370359	1.729074463	4.0278222	1.274560627	3.226567037	4.856779538
3609592	MCTP2	2.149498346	3.150560733	2.158456473	14.4200074	0.444421341	14.4200074	1.292352831	2.158456473	1.815038311	0.444421341	2.070529848	1.049716684	0.496546248	2.29739671	2.265767771	3.944930818	2.531513188	1.931872658	4.723970646	5.815890069
3374402	LPXN	2.148505296	3.042525712	1.647182035	15.45498126	0.907519155	15.45498126	1.337927555	4.407620464	1.385109468	0.907519155	2.462288827	5.205367422	1.375541818	1.647182035	1.658639092	1.310393404	3.784230587	2.114036081	1.172834949	1.414213562
3385951	NOX4	2.142556625	2.951909203	1.958840595	12.29500145	0.806641759	7.464263932	1.879045498	2.188587403	3.138336392	0.806641759	1.2397077	0.952637998	1.148698355	0.986232704	12.29500145	1.945309895	1.958840595	2.219138944	3.837056477	2.219138944
3110317	CTHRC1	2.039195366	2.98596592	2.128740365	16.33619401	0.673616788	16.33619401	2.128740365	0.673616788	2.732080514	0.840896415	2.158456473	1.117287138	2.411615655	1.156688184	3.784230587	1.693490625	4.75682846	1.356604327	1.197478705	2.445280555
3217194	TBC1D2	2.01577321	2.252774647	2.070529848	4.723970646	0.732042848	3.944930818	1.356604327	1.494849249	3.116658319	0.732042848	2.234574276	2.070529848	1.866065983	1.815038311	0.952637998	2.828427125	2.867910496	2.128740365	4.723970646	1.658639092
3565206	BMP4	0.493116352	0.660699149	0.558643569	2.0139111	0.077481731	0.441351498	0.181746565	0.558643569	0.077481731	0.343885455	1.117287138	0.607097442	0.358488812	1.197478705	2.0139111	0.737134609	1.071773463	0.38958229	0.181746565	0.632878297
3558745	NOVA1	0.491978327	0.560399486	0.503477775	1.292352831	0.147624083	0.147624083	0.453759578	0.450625231	0.358488812	0.395020656	0.659753955	1.292352831	0.23981603	0.510506063	0.882702996	0.341510064	0.864537231	0.52123288	0.503477775	0.784584098
2928461	GPR126	0.490389502	0.69141672	0.517632462	3.182145935	0.150725978	3.182145935	0.517632462	0.882702996	0.267943366	0.180491149	0.378929142	0.150725978	0.52123288	1.140763716	0.332171454	0.763129604	0.901250463	0.611320139	0.20166044	0.339151082
3598267	OSTbeta	0.478304079	0.647693298	0.411795509	1.693490625	0.133971683	1.00695555	1.693490625	1.2397077	1.00695555	0.524858342	0.411795509	0.133971683	0.149684838	0.795536484	1.301341855	0.175555609	0.40332088	0.373712312	0.241484082	0.257028457
3181240	TMOD1	0.472155288	0.567314898	0.566441943	1.057018041	0.102948877	0.231647015	0.102948877	0.721964598	0.721964598	0.297301779	0.566441943	0.812252396	0.279321785	0.91383145	1.057018041	0.558643569	0.823591017	0.269807059	0.251738888	0.901250463
3482845	RASL11A	0.471719125	0.544821064	0.562529242	1.310393404	0.111878134	0.562529242	0.180491149	0.473028823	0.271683716	0.77916458	0.683020128	0.594603558	0.450625231	1.310393404	0.641712949	0.493116352	0.637280314	0.392292049	0.111878134	0.590496331
3398328	ADAMTS8	0.46222483	0.554286257	0.476318999	1.049716684	0.074842419	1.049716684	0.411795509	0.325335464	0.074842419	0.806641759	0.61985385	0.336808394	0.173138684	0.806641759	0.768437591	0.476318999	0.742261785	0.473028823	0.316439148	0.933032992
4019160	KLHL13	0.462011286	0.534208062	0.524858342	1.265756594	0.193445624	0.193445624	0.570381858	0.801069878	1.265756594	0.406126198	0.23981603	0.870550563	0.426317446	0.558643569	0.558643569	0.524858342	0.77916458	0.381564802	0.200267469	0.236514412
2642720	ACPP	0.460093825	0.570289801	0.52850902	1.328685814	0.162667732	1.094293701	1.328685814	0.301451957	0.162667732	0.205897754	0.594603558	0.223756268	0.318640157	0.52850902	0.806641759	0.26425451	0.801069878	0.243163737	0.586417475	1.094293701
3321512	PDE3B	0.4573382	0.557557937	0.392292049	1.765405993	0.13030822	0.13030822	0.392292049	0.432268616	0.323088208	0.371130893	0.554784736	0.21915143	0.348685917	1.765405993	0.650670928	0.360982299	0.712025098	0.852634892	0.297301779	0.952637998
3337749	GAL	0.447719378	0.597656266	0.489710149	1.840375301	0.11907975	0.11907975	0.864537231	0.231647015	1.049716684	0.175555609	0.285190929	0.314253344	0.641712949	0.489710149	0.463294031	0.493116352	1.840375301	1.064370182	0.131214585	0.801069878
3792656	CCDC102B	0.440332937	0.649285521	0.429282718	2.770218936	0.098073012	0.882702996	0.098073012	0.444421341	0.456915725	0.366021424	0.965936329	0.110337875	0.204475515	2.770218936	1.356604327	0.241484082	0.732042848	0.38958229	0.291183397	0.429282718
3481410	TNFRSF19	0.431470352	0.586679018	0.406126198	2.345669898	0.148650889	2.345669898	0.262429171	0.353553391	0.192109398	0.41754396	0.624165274	0.299369676	0.244855074	0.933032992	0.406126198	0.257028457	0.414659773	0.496546248	0.148650889	1.404444876
2701109	IGSF10	0.414659773	0.666186345	0.414659773	3.363585661	0.036906021	0.823591017	0.036906021	0.882702996	0.373712312	0.406126198	0.414659773	0.125	0.149684838	3.363585661	1.042465761	0.309926925	0.414659773	0.343885455	0.876605721	0.429282718
3129065	CLU	0.412366774	0.577461021	0.360982299	2.173469725	0.133046273	1.681792831	0.133046273	0.299369676	0.185565446	0.408951029	0.281264621	0.524858342	0.395020656	0.615572207	2.173469725	0.181746565	0.870550563	0.301451957	0.248273124	0.360982299
3729910	TBX4	0.406126198	0.754964565	0.351111219	5.696200782	0.081899588	5.696200782	0.611320139	0.683020128	0.081899588	0.257028457	0.147624083	0.258816231	0.453759578	1.071773463	0.444421341	0.295248165	0.351111219	0.426317446	0.246558176	0.299369676
3898355	FLRT3	0.376311687	0.440595438	0.343885455	1.180992661	0.13030822	0.305660069	1.180992661	0.562529242	0.435275282	0.13030822	0.543367431	0.309926925	0.183010712	0.795536484	0.632878297	0.343885455	0.297301779	0.406126198	0.226879789	0.255253031
3443348	A2M	0.372333329	0.768358097	0.408951029	4	0.034434535	4	0.637280314	0.034434535	0.078563336	0.329876978	0.266092546	0.539614118	0.125	2.713208655	0.133971683	0.26061644	0.47963206	1.064370182	0.408951029	0.453759578
2448710	FAM5C	0.360315678	0.470239786	0.376311687	1.117287138	0.064704058	0.297301779	0.064704058	0.351111219	0.747424624	0.111105335	0.582366793	0.168404197	1.071773463	0.376311687	1.117287138	0.397768242	0.768437591	0.241484082	0.233258248	0.524858342
3113352	COL14A1	0.343567784	0.569814647	0.353553391	1.972465409	0.033031814	0.213158723	0.087171479	0.148650889	0.033031814	0.742261785	0.594603558	0.353553391	0.213158723	1.972465409	1.8276629	0.244855074	0.41754396	0.168404197	0.823591017	0.707106781
3428333	ANO4	0.326088017	0.633752345	0.255253031	3.630076621	0.058314562	1.064370182	0.137738139	3.630076621	0.058314562	0.543367431	0.641712949	0.153893052	0.090873282	1.292352831	0.203063099	0.083042863	0.790041312	0.341510064	0.220675749	0.255253031
2855818	FGF10	0.313528102	0.559790124	0.360982299	1.753211443	0.024518253	1.753211443	0.024518253	0.360982299	0.03794359	0.38958229	1.222640278	0.360982299	0.144586023	0.624165274	0.858565436	0.303548721	0.817902059	0.127626516	0.087171479	1.283425898
3876084	C20orf103	0.305518857	0.524601242	0.353553391	1.802500925	0.049036506	1.802500925	0.979420298	0.453759578	1.057018041	0.164938489	0.049036506	0.127626516	0.920187651	0.059128603	0.716977624	0.137738139	0.139660892	0.353553391	0.806641759	0.10083022
3519840	SLITRK6	0.283613871	0.425396926	0.305660069	1.156688184	0.066063628	1.021012126	0.071793647	0.510506063	0.080214119	0.179244406	0.447512535	0.196146024	0.080214119	0.858565436	1.156688184	0.273573425	0.305660069	0.411795509	0.066063628	0.721964598
