Probeset ID	Gene	Description	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value (%)
AGI_MM_OLIGO_A_51_P429241	Tcrg	T cell receptor gamma chain	2.237463943	1.993333333	0.890889589	4.72895	2.311974742
AGI_MM_OLIGO_A_51_P251768	Emr1	EGF-like module containing, mucin-like, hormone receptor-like sequence 1	2.569638687	2.166666667	0.843179501	4.64896	1.322362421
AGI_MM_OLIGO_A_51_P255657	2210011C24Rik	RIKEN cDNA 2210011C24 gene	4.322071207	2.206666667	0.510557684	4.6317	0.48194086
AGI_MM_OLIGO_A_51_P171613	Wnt10a	wingless related MMTV integration site 10a	3.238625648	2.336666667	0.721499463	4.61316	1.092973022
AGI_MM_OLIGO_A_51_P412027	Cxcr6	chemokine (C-X-C motif) receptor 6	2.076539075	2.566666667	1.236030998	4.44745	2.506092472
AGI_MM_OLIGO_A_51_P360918	Ehd3	EH-domain containing 3	3.56958673	2.26	0.633126513	4.40109	0.48194086
AGI_MM_OLIGO_A_51_P517388	1100001H23Rik	RIKEN cDNA 1100001H23 gene	2.441159627	2.066666667	0.846592187	4.33703	1.561390031
AGI_MM_OLIGO_A_51_P215077	Mgst3	microsomal glutathione S-transferase 3	2.869252429	2.44	0.850395725	4.33312	1.280470486
AGI_MM_OLIGO_A_51_P452629	Tlr2	toll-like receptor 2	2.591143624	2.333333333	0.90050328	4.22756	1.322362421
AGI_MM_OLIGO_A_51_P101347	AI427122	expressed sequence AI427122	2.56217369	2.276666667	0.888568435	4.22239	1.322362421
AGI_MM_OLIGO_A_51_P312039	Cd300le	CD300 antigen like family member E	3.408935058	2.043333333	0.59940518	4.21998	0.48194086
AGI_MM_OLIGO_A_51_P114307	Ppt1	palmitoyl-protein thioesterase 1	3.185574702	2.056666667	0.645618722	4.21701	1.092973022
AGI_MM_OLIGO_A_51_P119760	H2-Aa	histocompatibility 2, class II antigen A, alpha	2.433326496	2.356666667	0.968495872	4.20205	1.561390031
AGI_MM_OLIGO_A_51_P362029	Cd48	CD48 antigen	3.086777228	2.016666667	0.653324331	4.13714	1.092973022
AGI_MM_OLIGO_A_51_P345775	Slc2a12	solute carrier family 2 (facilitated glucose transporter), member 12	7.520358185	2.046666667	0.272150158	4.1312	0.48194086
AGI_MM_OLIGO_A_51_P187602	Serpinb5	serine (or cysteine) peptidase inhibitor, clade B, member 5	2.616372366	2.296666667	0.877805735	4.12528	1.322362421
AGI_MM_OLIGO_A_51_P280947	Klrd1	killer cell lectin-like receptor, subfamily D, member 1	1.696382251	2.21	1.302772414	4.10348	4.484205204
AGI_MM_OLIGO_A_51_P184484	Mmp13	matrix metallopeptidase 13	2.960519231	1.866666667	0.630520027	3.9877	1.275135192
AGI_MM_OLIGO_A_51_P350311	Rarres2	retinoic acid receptor responder (tazarotene induced) 2	1.968894418	2.106666667	1.069974422	3.98752	2.634425648
AGI_MM_OLIGO_A_51_P112966	Ch25h	cholesterol 25-hydroxylase	1.835528563	2.57	1.400141655	3.95716	3.707441527
AGI_MM_OLIGO_A_51_P219109	Il12rb1	interleukin 12 receptor, beta 1	2.298128292	2.253333333	0.980508069	3.95495	1.724126457
AGI_MM_OLIGO_A_51_P463912	Odz1	odd Oz/ten-m homolog 1 (Drosophila)	4.5783659	1.946666667	0.425188093	3.94963	0.48194086
AGI_MM_OLIGO_A_51_P140710	Ccl3	chemokine (C-C motif) ligand 3	2.692785622	1.896666667	0.704351156	3.93448	1.322362421
AGI_MM_OLIGO_A_51_P315666	Nid2	nidogen 2	3.15199097	2.156666667	0.684223618	3.91266	1.092973022
AGI_MM_OLIGO_A_51_P343689	Slc14a1	solute carrier family 14 (urea transporter), member 1	2.527716836	2.196666667	0.86903194	3.89843	1.322362421
AGI_MM_OLIGO_A_51_P430165	Gpr1	G protein-coupled receptor 1	3.550897219	1.966666667	0.553850631	3.88508	0.48194086
AGI_MM_OLIGO_A_51_P147274	Clec4a3	C-type lectin domain family 4, member a3	3.225384629	1.87	0.579775814	3.85843	1.092973022
AGI_MM_OLIGO_A_51_P401797	Mmp9	matrix metallopeptidase 9	1.761668143	1.886666667	1.070954637	3.8557	4.130499272
AGI_MM_OLIGO_A_51_P240374	Col13a1	procollagen, type XIII, alpha 1	3.760908931	2.013333333	0.535331584	3.84828	0.48194086
AGI_MM_OLIGO_A_51_P333460	5430427O19Rik	RIKEN cDNA 5430427O19 gene	3.294495734	1.856666667	0.563566268	3.84238	1.092973022
AGI_MM_OLIGO_A_51_P153124	Emcn	endomucin	2.207928779	2.606666667	1.180593637	3.83609	2.311974742
AGI_MM_OLIGO_A_51_P229325	Smyd3	SET and MYND domain containing 3	3.841774738	1.946666667	0.506710257	3.7811	0.48194086
AGI_MM_OLIGO_A_51_P356467	Cldn4	claudin 4	3.460969924	1.97	0.5692046	3.76348	0.48194086
AGI_MM_OLIGO_A_51_P503797	Lair1	leukocyte-associated Ig-like receptor 1	2.394400713	2.013333333	0.840850624	3.76337	1.561390031
AGI_MM_OLIGO_A_51_P316673	2210407C18Rik	RIKEN cDNA 2210407C18 gene	1.937386155	2.836666667	1.464172055	3.75856	2.906685376
AGI_MM_OLIGO_A_51_P499020	Fbp2	fructose bisphosphatase 2	3.084442477	1.966666667	0.637608476	3.73332	1.092973022
AGI_MM_OLIGO_A_51_P119544	Aga	aspartylglucosaminidase	6.172593515	1.883333333	0.305112159	3.70969	0.48194086
AGI_MM_OLIGO_A_51_P451032	Anxa3	annexin A3	6.618143365	1.896666667	0.286585914	3.70849	0.48194086
AGI_MM_OLIGO_A_51_P330630	Usp3	ubiquitin specific peptidase 3	3.663855461	1.866666667	0.509481525	3.6589	0.48194086
AGI_MM_OLIGO_A_51_P453111	Hexb	hexosaminidase B	2.659038285	1.79	0.673175716	3.65657	1.322362421
AGI_MM_OLIGO_A_51_P499254	Obfc2a	oligonucleotide/oligosaccharide-binding fold containing 2A	3.105194897	1.893333333	0.609730917	3.64851	1.092973022
AGI_MM_OLIGO_A_51_P416295	Iigp2	interferon inducible GTPase 2	2.888090314	2.003333333	0.693653285	3.63213	1.280470486
AGI_MM_OLIGO_A_51_P463765	Timp3	tissue inhibitor of metalloproteinase 3	2.238859876	2.006666667	0.89628953	3.61095	2.311974742
AGI_MM_OLIGO_A_51_P284665	Plcb1	phospholipase C, beta 1	4.943310535	1.853333333	0.37491744	3.60301	0.48194086
AGI_MM_OLIGO_A_51_P414396	Mmrn2	multimerin 2	2.287494355	2.45	1.071040894	3.5987	1.850736175
AGI_MM_OLIGO_A_51_P494241	Bcl2a1b	B-cell leukemia/lymphoma 2 related protein A1b	3.335579051	1.803333333	0.540635765	3.58522	0.48194086
AGI_MM_OLIGO_A_51_P376238	Serping1	serine (or cysteine) peptidase inhibitor, clade G, member 1	2.932334288	1.963333333	0.669546218	3.52096	1.275135192
AGI_MM_OLIGO_A_51_P126702	Ddit4l	DNA-damage-inducible transcript 4-like	3.373370551	1.79	0.530626557	3.51266	0.48194086
AGI_MM_OLIGO_A_51_P473734	H2-DMa	histocompatibility 2, class II, locus DMa	5.084189466	1.823333333	0.358628125	3.5114	0.48194086
AGI_MM_OLIGO_A_51_P378978	Crabp1	cellular retinoic acid binding protein I	2.491562597	2.026666667	0.8134119	3.49709	1.561390031
AGI_MM_OLIGO_A_51_P349783	Acp5	acid phosphatase 5, tartrate resistant	2.607242332	2.103333333	0.806727211	3.49119	1.322362421
AGI_MM_OLIGO_A_51_P205209	Cd244	CD244 natural killer cell receptor 2B4	2.030638546	1.83	0.901194358	3.48934	2.506092472
AGI_MM_OLIGO_A_51_P184261	Rdh10	retinol dehydrogenase 10 (all-trans)	4.006391143	1.803333333	0.450114147	3.46124	0.48194086
AGI_MM_OLIGO_A_51_P379171			3.763701509	1.77	0.470281715	3.44061	0.48194086
AGI_MM_OLIGO_A_51_P180747	Ctla2a	cytotoxic T lymphocyte-associated protein 2 alpha	3.185318476	1.85	0.580789649	3.43468	1.092973022
AGI_MM_OLIGO_A_51_P408932	Ssbp2	single-stranded DNA binding protein 2	3.667009443	1.773333333	0.483591155	3.38185	0.48194086
AGI_MM_OLIGO_A_51_P414110	Ptprc	protein tyrosine phosphatase, receptor type, C	2.904909571	1.663333333	0.572593843	3.37074	1.280470486
AGI_MM_OLIGO_A_51_P342652	Cd79b	CD79B antigen	1.793957267	1.72	0.958774231	3.365	4.130499272
AGI_MM_OLIGO_A_51_P257932	Tnfsf13b	tumor necrosis factor (ligand) superfamily, member 13b	2.338061151	1.773333333	0.758463196	3.35941	1.724126457
AGI_MM_OLIGO_A_51_P253824	Mgst3	microsomal glutathione S-transferase 3	2.73339613	1.893333333	0.692667013	3.33197	1.280470486
AGI_MM_OLIGO_A_51_P184680	Tcte3	t-complex-associated testis expressed 3	3.152992121	1.69	0.535998802	3.31052	1.092973022
AGI_MM_OLIGO_A_51_P489522	Ctla2b	cytotoxic T lymphocyte-associated protein 2 beta	4.93751252	1.73	0.350378858	3.29162	0.48194086
AGI_MM_OLIGO_A_51_P121031	1-Mar	membrane-associated ring finger (C3HC4) 1	2.059538617	1.673333333	0.812479708	3.27551	2.506092472
AGI_MM_OLIGO_A_51_P345121	Cd8a	CD8 antigen, alpha chain	1.670798096	1.65	0.987551999	3.25298	4.843679002
AGI_MM_OLIGO_A_51_P341349	Mtap	methylthioadenosine phosphorylase	3.90808181	1.716666667	0.439260678	3.24891	0.48194086
AGI_MM_OLIGO_A_51_P215530	Rnf180	ring finger protein 180	2.723901592	1.6	0.587392733	3.22279	1.280470486
AGI_MM_OLIGO_A_51_P502422	Them2	thioesterase superfamily member 2	3.468184979	1.68	0.484403228	3.21703	0.48194086
AGI_MM_OLIGO_A_51_P483324	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	1.65583093	1.513333333	0.913941941	3.2134	4.843679002
AGI_MM_OLIGO_A_51_P316616	BC004728	cDNA sequence BC004728	3.122278768	1.68	0.538068547	3.1795	1.092973022
AGI_MM_OLIGO_A_51_P108020	Zmynd15	zinc finger, MYND-type containing 15	2.696535954	1.78	0.660106162	3.13808	1.322362421
AGI_MM_OLIGO_A_51_P478061	Igsf4a	immunoglobulin superfamily, member 4A	2.666008097	1.566666667	0.587645127	3.10907	1.322362421
AGI_MM_OLIGO_A_51_P399305	Tnfrsf19	tumor necrosis factor receptor superfamily, member 19	1.64297201	2.013333333	1.225421566	3.09758	4.843679002
AGI_MM_OLIGO_A_51_P212782	Il1b	interleukin 1 beta	2.574487815	1.773333333	0.688810148	3.07401	1.322362421
AGI_MM_OLIGO_A_51_P385639	Gjb5	gap junction membrane channel protein beta 5	2.218470611	1.633333333	0.736242944	3.0729	2.311974742
AGI_MM_OLIGO_A_51_P484020	Cd300d	Cd300D antigen	3.014743642	1.573333333	0.521879642	3.06476	1.275135192
AGI_MM_OLIGO_A_51_P418749	Paqr3	progestin and adipoQ receptor family member III	2.037977361	1.471333333	0.721957644	3.04835	2.506092472
AGI_MM_OLIGO_A_51_P258372	Igsf6	immunoglobulin superfamily, member 6	2.983408832	1.623333333	0.544120308	3.04735	1.275135192
AGI_MM_OLIGO_A_51_P498492	Trpm2	transient receptor potential cation channel, subfamily M, member 2	2.367119094	1.68	0.70972348	3.04226	1.561390031
AGI_MM_OLIGO_A_51_P449824	4933417E01Rik	RIKEN cDNA 4933417E01 gene	5.197776714	1.596666667	0.30718262	3.04021	0.48194086
AGI_MM_OLIGO_A_51_P149455	Acadl	acetyl-Coenzyme A dehydrogenase, long-chain	3.001802467	1.53	0.509693765	3.03915	1.275135192
AGI_MM_OLIGO_A_51_P112151	Mogat1	monoacylglycerol O-acyltransferase 1	3.402061735	1.573333333	0.462464663	3.03803	0.48194086
AGI_MM_OLIGO_A_51_P366948	Serpinb5	serine (or cysteine) peptidase inhibitor, clade B, member 5	2.329282926	1.816	0.779639081	3.03073	1.724126457
AGI_MM_OLIGO_A_51_P383949	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	2.619700469	1.546666667	0.590398286	3.02498	1.322362421
AGI_MM_OLIGO_A_51_P267024	Pafah1b3	platelet-activating factor acetylhydrolase, isoform 1b, alpha1 subunit	2.636751409	1.516666667	0.575202752	3.02133	1.322362421
AGI_MM_OLIGO_A_51_P444092	Clec4a2	C-type lectin domain family 4, member a2	2.56839398	1.523333333	0.593107345	3.0135	1.322362421
AGI_MM_OLIGO_A_51_P303160	Arg1	arginase 1, liver	2.414016155	1.573333333	0.651749298	3.00943	1.561390031
AGI_MM_OLIGO_A_51_P274124	Mansc1	MANSC domain containing 1	2.921671178	1.673333333	0.572731574	2.98036	1.275135192
AGI_MM_OLIGO_A_51_P499910	Hck	hemopoietic cell kinase	2.632520943	1.63	0.61917836	2.97765	1.322362421
AGI_MM_OLIGO_A_51_P229163	Crhr1	corticotropin releasing hormone receptor 1	2.000477434	2.19	1.094738667	2.97522	2.634425648
AGI_MM_OLIGO_A_51_P108459	Gpr65	G-protein coupled receptor 65	2.509095066	1.656666667	0.660264607	2.96718	1.322362421
AGI_MM_OLIGO_A_51_P114714	Trim13	tripartite motif protein 13	2.282078423	1.793333333	0.78583335	2.95936	1.850736175
AGI_MM_OLIGO_A_51_P109508	Havcr2	hepatitis A virus cellular receptor 2	2.090687165	1.823333333	0.872121551	2.94662	2.506092472
AGI_MM_OLIGO_A_51_P494597	BC013712	cDNA sequence BC013712	2.205769948	1.463333333	0.663411583	2.91198	2.311974742
AGI_MM_OLIGO_A_51_P174656	Tera	teratocarcinoma expressed, serine rich	3.587092896	1.5	0.41816592	2.90154	0.48194086
AGI_MM_OLIGO_A_51_P388661	Msx2	homeo box, msh-like 2	2.109187829	1.886666667	0.894499125	2.89721	2.358415181
AGI_MM_OLIGO_A_51_P359603	Itgb7	integrin beta 7	1.991302001	1.653333333	0.830277543	2.89622	2.634425648
AGI_MM_OLIGO_A_51_P468558	Treml4	triggering receptor expressed on myeloid cells-like 4	2.114497601	1.513333333	0.715694041	2.87864	2.358415181
AGI_MM_OLIGO_A_51_P401987	Tmem37	transmembrane protein 37	2.463655125	1.64	0.665677587	2.87366	1.561390031
AGI_MM_OLIGO_A_51_P364600	Fyb	FYN binding protein	1.66344573	1.313333333	0.789525808	2.86858	4.843679002
AGI_MM_OLIGO_A_51_P259773	Slc37a2	solute carrier family 37 (glycerol-3-phosphate transporter), member 2	2.873157715	1.483333333	0.516272854	2.86708	1.280470486
AGI_MM_OLIGO_A_51_P181517	Fcgr3a	Fc fragment of IgG, low affinity IIIa, receptor	3.090490036	1.523333333	0.492909964	2.86183	1.092973022
AGI_MM_OLIGO_A_51_P255699	Mmp3	matrix metallopeptidase 3	2.043715706	1.85	0.905213966	2.85486	2.506092472
AGI_MM_OLIGO_A_51_P379373	Lactb2	lactamase, beta 2	5.672013416	1.516666667	0.26739476	2.85141	0.48194086
AGI_MM_OLIGO_A_51_P483159	Gchfr	GTP cyclohydrolase I feedback regulator	2.131280628	1.593333333	0.747594339	2.84796	2.358415181
AGI_MM_OLIGO_A_51_P135732	4921511K06Rik	RIKEN cDNA 4921511K06 gene	3.910943136	1.533333333	0.392062293	2.84435	0.48194086
AGI_MM_OLIGO_A_51_P423981	Ctss	cathepsin S	2.60045273	1.51	0.580668121	2.83802	1.322362421
AGI_MM_OLIGO_A_51_P303424	Itgax	integrin alpha X	2.013294796	1.826666667	0.907302135	2.83786	2.634425648
AGI_MM_OLIGO_A_51_P384398	Dll4	delta-like 4 (Drosophila)	3.116691838	1.563333333	0.501600227	2.83569	1.092973022
AGI_MM_OLIGO_A_51_P138510	Gzmc	granzyme C	1.893213363	1.923333333	1.015909443	2.81708	3.468608598
AGI_MM_OLIGO_A_51_P239177	2210421G13Rik	RIKEN cDNA 2210421G13 gene	2.533047833	1.663333333	0.656652951	2.81682	1.322362421
AGI_MM_OLIGO_A_51_P312336	Slc14a1	solute carrier family 14 (urea transporter), member 1	2.27544295	1.566666667	0.688510633	2.81595	1.850736175
AGI_MM_OLIGO_A_51_P261517	Tyrobp	TYRO protein tyrosine kinase binding protein	3.126502143	1.446666667	0.462710915	2.81133	1.092973022
AGI_MM_OLIGO_A_51_P169061	Aytl1	acyltransferase like 1	1.694967994	1.516666667	0.89480549	2.80246	4.484205204
AGI_MM_OLIGO_A_51_P462629	Gabrp	gamma-aminobutyric acid (GABA-A) receptor, pi	1.999160562	1.363333333	0.681952895	2.79754	2.634425648
AGI_MM_OLIGO_A_51_P504337	Entpd1	ectonucleoside triphosphate diphosphohydrolase 1	2.750775242	1.51	0.548936161	2.79295	1.280470486
AGI_MM_OLIGO_A_51_P442152	D8Wsu49e	DNA segment, Chr 8, Wayne State University 49, expressed	5.294145786	1.48	0.27955407	2.78994	0.48194086
AGI_MM_OLIGO_A_51_P352924	Fem1b	feminization 1 homolog b (C. elegans)	2.459020831	1.566666667	0.637109961	2.78	1.561390031
AGI_MM_OLIGO_A_51_P150763	Ropn1l	ropporin 1-like	2.010068371	1.723333333	0.857350605	2.76816	2.634425648
AGI_MM_OLIGO_A_51_P351860	C1qb	complement component 1, q subcomponent, beta polypeptide	4.659636582	1.47	0.315475247	2.76174	0.48194086
AGI_MM_OLIGO_A_51_P400543	Aif1	allograft inflammatory factor 1	3.229759629	1.436666667	0.444821545	2.75801	1.092973022
AGI_MM_OLIGO_A_51_P257938	Tacstd2	tumor-associated calcium signal transducer 2	2.908751086	1.496666667	0.514539272	2.75765	1.280470486
AGI_MM_OLIGO_A_51_P189773	Ccrn4l	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	4.533271946	1.453333333	0.320592577	2.74036	0.48194086
AGI_MM_OLIGO_A_51_P469968	H2-M3	histocompatibility 2, M region locus 3	2.774422405	1.486666667	0.535847268	2.73413	1.280470486
AGI_MM_OLIGO_A_51_P292745	Cd72	CD72 antigen	2.207237646	1.443333333	0.65390935	2.73136	2.311974742
AGI_MM_OLIGO_A_51_P154196	2700085E05Rik	RIKEN cDNA 2700085E05 gene	5.587952218	1.45	0.259486829	2.73116	0.48194086
AGI_MM_OLIGO_A_51_P256093	Map2k6	mitogen activated protein kinase kinase 6	5.110879371	1.45	0.283708516	2.7289	0.48194086
AGI_MM_OLIGO_A_51_P423456	Sort1	sortilin 1	6.393771692	1.446666667	0.226261859	2.72761	0.48194086
AGI_MM_OLIGO_A_51_P297671	Gyk	glycerol kinase	4.042605758	1.426666667	0.352907692	2.72492	0.48194086
AGI_MM_OLIGO_A_51_P253883	D12Ertd553e	DNA segment, Chr 12, ERATO Doi 553, expressed	2.097167809	1.326666667	0.632599194	2.7161	2.506092472
AGI_MM_OLIGO_A_51_P467798	Niban	niban protein	2.730133048	1.483333333	0.543319064	2.71088	1.280470486
AGI_MM_OLIGO_A_51_P497724	9130022K13Rik	RIKEN cDNA 9130022K13 gene	2.414449	1.543333333	0.639207261	2.70037	1.561390031
AGI_MM_OLIGO_A_51_P452997	Ppap2b	phosphatidic acid phosphatase type 2B	2.417658643	1.453333333	0.601132562	2.69513	1.561390031
AGI_MM_OLIGO_A_51_P423668	4632419K20Rik	RIKEN cDNA 4632419K20 gene	2.079613701	1.753333333	0.8431053	2.69495	2.506092472
AGI_MM_OLIGO_A_51_P104418	Dusp10	dual specificity phosphatase 10	2.004290548	1.426666667	0.711806314	2.69124	2.634425648
AGI_MM_OLIGO_A_51_P435348	8430420C20Rik	RIKEN cDNA 8430420C20 gene	2.718135755	1.356666667	0.499116596	2.6803	1.322362421
AGI_MM_OLIGO_A_51_P339115	Cabp4	calcium binding protein 4	2.015229396	1.694333333	0.840764499	2.67978	2.634425648
AGI_MM_OLIGO_A_51_P313157	Arhgef5	Rho guanine nucleotide exchange factor (GEF) 5	3.963441468	1.413333333	0.356592457	2.67601	0.48194086
AGI_MM_OLIGO_A_51_P507509	Gimap1	GTPase, IMAP family member 1	2.158885263	1.563333333	0.724139147	2.66547	2.358415181
AGI_MM_OLIGO_A_51_P453071	Rab27b	RAB27b, member RAS oncogene family	2.06915221	1.57	0.758764866	2.66206	2.506092472
AGI_MM_OLIGO_A_51_P503654	BC010787	cDNA sequence BC010787	2.062629697	1.613333333	0.782173036	2.65859	2.506092472
AGI_MM_OLIGO_A_51_P505617	Il18r1	interleukin 18 receptor 1	2.803514402	1.46	0.520774924	2.64189	1.280470486
AGI_MM_OLIGO_A_51_P322542	5530401J07Rik	RIKEN cDNA 5530401J07 gene	3.120785128	1.383333333	0.443264524	2.6365	1.092973022
AGI_MM_OLIGO_A_51_P125067	Nmi	N-myc (and STAT) interactor	2.338023426	1.573333333	0.672933092	2.63498	1.724126457
AGI_MM_OLIGO_A_51_P498291	AW125753	expressed sequence AW125753	1.684176109	1.656666667	0.983665935	2.62549	4.484205204
AGI_MM_OLIGO_A_51_P230583	Tnfrsf14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	2.314466721	1.526666667	0.659619191	2.62521	1.724126457
AGI_MM_OLIGO_A_51_P438057	Rpa3	replication protein A3	2.315839173	1.48	0.639077194	2.62034	1.724126457
AGI_MM_OLIGO_A_51_P399071	Anp32a	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	3.463386753	1.41	0.407115953	2.61847	0.48194086
AGI_MM_OLIGO_A_51_P438820	Pycard	PYD and CARD domain containing	1.704870167	1.233333333	0.723417746	2.61629	4.484205204
AGI_MM_OLIGO_A_51_P196207	Capsl	calcyphosine-like	1.717074766	1.73	1.007527473	2.61486	4.484205204
AGI_MM_OLIGO_A_51_P312623	Hist1h1t	histone 1, H1t	2.889503546	1.36	0.470669088	2.61484	1.280470486
AGI_MM_OLIGO_A_51_P156218	Gpr116	G protein-coupled receptor 116	2.311520917	1.45	0.627292615	2.60897	1.724126457
AGI_MM_OLIGO_A_51_P322814	1700054O13Rik	RIKEN cDNA 1700054O13 gene	4.122564845	1.366666667	0.331508834	2.60678	0.48194086
AGI_MM_OLIGO_A_51_P242634	Dusp16	dual specificity phosphatase 16	3.661820231	1.39	0.379592638	2.60408	0.48194086
AGI_MM_OLIGO_A_51_P394552	Prss3	protease, serine, 3	1.918585373	1.796666667	0.936453854	2.59081	3.468608598
AGI_MM_OLIGO_A_51_P222467	Abcg1	ATP-binding cassette, sub-family G (WHITE), member 1	1.764803924	1.406666667	0.797066829	2.58483	4.130499272
AGI_MM_OLIGO_A_51_P124254	Col4a1	procollagen, type IV, alpha 1	1.752698185	2.176666667	1.241894746	2.58087	4.130499272
AGI_MM_OLIGO_A_51_P165165	Hibadh	3-hydroxyisobutyrate dehydrogenase	4.349478048	1.37	0.314980323	2.57438	0.48194086
AGI_MM_OLIGO_A_51_P134844	Snx5	sorting nexin 5	2.064082742	1.653333333	0.801001481	2.56206	2.506092472
AGI_MM_OLIGO_A_51_P349495	Oact1	O-acyltransferase (membrane bound) domain containing 1	1.942953928	1.533333333	0.789176373	2.55938	2.906685376
AGI_MM_OLIGO_A_51_P318580	Myh14	myosin, heavy polypeptide 14	2.352720841	1.456666667	0.619141311	2.55937	1.724126457
AGI_MM_OLIGO_A_51_P395373	Ptprt	protein tyrosine phosphatase, receptor type, T	4.019814492	1.356666667	0.337494844	2.54696	0.48194086
AGI_MM_OLIGO_A_51_P264695	Crym	crystallin, mu	2.022785365	1.273333333	0.62949503	2.54516	2.634425648
AGI_MM_OLIGO_A_51_P295237	Lrp11	low density lipoprotein receptor-related protein 11	3.135056389	1.323333333	0.422108303	2.5416	1.092973022
AGI_MM_OLIGO_A_51_P316042	Card11	caspase recruitment domain family, member 11	2.127899462	1.53	0.719018933	2.53759	2.358415181
AGI_MM_OLIGO_A_51_P208931	C330016O10Rik	RIKEN cDNA C330016O10 gene	2.632557178	1.423333333	0.540665686	2.5322	1.322362421
AGI_MM_OLIGO_A_51_P366960	Hadh2	hydroxyacyl-Coenzyme A dehydrogenase type II	2.538859353	1.353333333	0.533047777	2.52909	1.322362421
AGI_MM_OLIGO_A_51_P209327	Apln	apelin	2.085751156	1.35	0.647248832	2.52607	2.506092472
AGI_MM_OLIGO_A_51_P165185	Cldn7	claudin 7	2.129671663	1.446666667	0.67929094	2.52165	2.358415181
AGI_MM_OLIGO_A_51_P250465	Mettl5	methyltransferase like 5	2.451357377	1.406666667	0.573831739	2.52106	1.561390031
AGI_MM_OLIGO_A_51_P374878	D330045A20Rik	RIKEN cDNA D330045A20 gene	1.667427502	1.233333333	0.739662343	2.52063	4.843679002
AGI_MM_OLIGO_A_51_P169374	2310046K01Rik	RIKEN cDNA 2310046K01 gene	2.999825322	1.36	0.453359731	2.51785	1.275135192
AGI_MM_OLIGO_A_51_P241262	Arhgap15	Rho GTPase activating protein 15	1.659757992	1.173333333	0.706930371	2.51678	4.843679002
AGI_MM_OLIGO_A_51_P196990	Mrpl39	mitochondrial ribosomal protein L39	4.152784351	1.336666667	0.3218724	2.51477	0.48194086
