Probeset ID	Gene	Description	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value (%)
AGI_MM_OLIGO_A_51_P374726	Ptx3	pentraxin related gene	2.085935617	1.387607143	0.665220504	3.53543	0.880621146
AGI_MM_OLIGO_A_51_P165165	Hibadh	3-hydroxyisobutyrate dehydrogenase	4.691859152	1.761071429	0.375346184	3.5165	0.039932606
AGI_MM_OLIGO_A_51_P423709	AW125753	expressed sequence AW125753	7.12281237	1.843571429	0.258826336	3.51576	0.039932606
AGI_MM_OLIGO_A_51_P147024	AI836003	expressed sequence AI836003	5.690218419	1.833928571	0.322294934	3.46569	0.039932606
AGI_MM_OLIGO_A_51_P229325	Smyd3	SET and MYND domain containing 3	10.20327493	1.798571429	0.176273936	3.45777	0.039932606
AGI_MM_OLIGO_A_51_P295237	Lrp11	low density lipoprotein receptor-related protein 11	6.498682647	1.762857143	0.271263768	3.41708	0.039932606
AGI_MM_OLIGO_A_51_P345775	Slc2a12	solute carrier family 2 (facilitated glucose transporter), member 12	5.551323631	1.735714286	0.312666744	3.39732	0.039932606
AGI_MM_OLIGO_A_51_P170816	Ngef	neuronal guanine nucleotide exchange factor	5.331292849	1.795	0.336691315	3.38766	0.039932606
AGI_MM_OLIGO_A_51_P405912	Lmcd1	LIM and cysteine-rich domains 1	4.620029721	1.744285714	0.377548592	3.37932	0.039932606
AGI_MM_OLIGO_A_51_P199425	Glcci1	glucocorticoid induced transcript 1	7.044254011	1.749642857	0.248378729	3.3764	0.039932606
AGI_MM_OLIGO_A_51_P209327	Apln	apelin	4.053303282	1.717142857	0.423640359	3.34011	0.039932606
AGI_MM_OLIGO_A_51_P212600	Pcdha9	protocadherin alpha 9	5.091635508	1.684285714	0.330794636	3.33143	0.039932606
AGI_MM_OLIGO_A_51_P462102	Gpr125	G protein-coupled receptor 125	6.87400911	1.713928571	0.249334638	3.30611	0.039932606
AGI_MM_OLIGO_A_51_P125467	Igf2r	insulin-like growth factor 2 receptor	3.03241529	1.567857143	0.517032462	3.30129	0.039932606
AGI_MM_OLIGO_A_51_P408932	Ssbp2	single-stranded DNA binding protein 2	4.789051746	1.668214286	0.348339165	3.27233	0.039932606
AGI_MM_OLIGO_A_51_P189773	Ccrn4l	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	5.808276964	1.658571429	0.285553089	3.24507	0.039932606
AGI_MM_OLIGO_A_51_P255657	2210011C24Rik	RIKEN cDNA 2210011C24 gene	5.919450744	1.690714286	0.285620129	3.21854	0.039932606
AGI_MM_OLIGO_A_51_P407248	Antxr1	anthrax toxin receptor 1	3.883883582	1.917857143	0.493798823	3.21437	0.039932606
AGI_MM_OLIGO_A_51_P330630	Usp3	ubiquitin specific peptidase 3	4.010936986	1.593571429	0.397306523	3.21066	0.039932606
AGI_MM_OLIGO_A_51_P284476	Gpm6b	glycoprotein m6b	6.405563622	1.656785714	0.258647921	3.19805	0.039932606
AGI_MM_OLIGO_A_51_P106488	Apeg1	aortic preferentially expressed gene 1	7.277883326	1.6925	0.232553879	3.19515	0.039932606
AGI_MM_OLIGO_A_51_P201982	Angpt2	angiopoietin 2	2.73406608	1.685	0.616298199	3.14943	0.111314559
AGI_MM_OLIGO_A_51_P255699	Mmp3	matrix metallopeptidase 3	1.953870466	1.664642857	0.851971963	3.14307	1.421695754
AGI_MM_OLIGO_A_51_P315666	Nid2	nidogen 2	4.026989988	1.738571429	0.431729762	3.11121	0.039932606
AGI_MM_OLIGO_A_51_P351273	Tcea3	transcription elongation factor A (SII), 3	4.217761875	1.550785714	0.36767977	3.04886	0.039932606
AGI_MM_OLIGO_A_51_P497280	2810427I04Rik	RIKEN cDNA 2810427I04 gene	5.686048763	1.591071429	0.279820222	3.04432	0.039932606
AGI_MM_OLIGO_A_51_P237303	Plekhg1	pleckstrin homology domain containing, family G (with RhoGef domain) member 1	5.875306787	1.625714286	0.276702876	3.04343	0.039932606
AGI_MM_OLIGO_A_51_P461703	Mup1	major urinary protein 1	1.667756068	1.224928571	0.734477059	3.03059	3.398451085
AGI_MM_OLIGO_A_51_P499979			2.54570331	1.439178571	0.565336332	3.01707	0.220374346
AGI_MM_OLIGO_A_51_P181705	5430405N12Rik	RIKEN cDNA 5430405N12 gene	4.046702705	1.578928571	0.390176568	3.00204	0.039932606
AGI_MM_OLIGO_A_51_P284665	Plcb1	phospholipase C, beta 1	8.365785872	1.576178571	0.188407712	2.97718	0.039932606
AGI_MM_OLIGO_A_51_P286106	5033430I15Rik	RIKEN cDNA 5033430I15 gene	6.107354131	1.601428571	0.262213151	2.97647	0.039932606
AGI_MM_OLIGO_A_51_P332005	Aste1	asteroid homolog 1 (Drosophila)	2.249449844	1.325714286	0.589350453	2.97311	0.480801584
AGI_MM_OLIGO_A_51_P180747	Ctla2a	cytotoxic T lymphocyte-associated protein 2 alpha	3.407473958	1.531071429	0.449327404	2.93937	0.039932606
AGI_MM_OLIGO_A_51_P379801	Fdps	farnesyl diphosphate synthetase	3.81112251	1.777857143	0.466491733	2.92607	0.039932606
AGI_MM_OLIGO_A_51_P488953	Pcdha6	protocadherin alpha 6	3.624841695	1.450714286	0.400214522	2.89989	0.039932606
AGI_MM_OLIGO_A_51_P483159	Gchfr	GTP cyclohydrolase I feedback regulator	7.768539456	1.538928571	0.198097542	2.899	0.039932606
AGI_MM_OLIGO_A_51_P516125			2.666041972	1.391428571	0.521907977	2.87166	0.177447145
AGI_MM_OLIGO_A_51_P444437	Ltb4dh	leukotriene B4 12-hydroxydehydrogenase	4.480798555	1.473571429	0.328863574	2.86943	0.039932606
AGI_MM_OLIGO_A_51_P329711	Idi1	isopentenyl-diphosphate delta isomerase	3.680740465	1.823214286	0.495338996	2.86311	0.039932606
AGI_MM_OLIGO_A_51_P256093	Map2k6	mitogen activated protein kinase kinase 6	4.813356274	1.488928571	0.309332716	2.85387	0.039932606
AGI_MM_OLIGO_A_51_P463034	4930432K21Rik	RIKEN cDNA 4930432K21 gene	4.713238838	1.468214286	0.311508569	2.84748	0.039932606
AGI_MM_OLIGO_A_51_P487439	Gdpd1	glycerophosphodiester phosphodiesterase domain containing 1	3.865365795	1.425714286	0.368843303	2.82165	0.039932606
AGI_MM_OLIGO_A_51_P104012	2310037P21Rik	RIKEN cDNA 2310037P21 gene	2.258503691	1.445	0.639804135	2.82124	0.480801584
AGI_MM_OLIGO_A_51_P103107	Ptprg	protein tyrosine phosphatase, receptor type, G	3.21121735	1.615357143	0.503035755	2.82099	0.039932606
AGI_MM_OLIGO_A_51_P264695	Crym	crystallin, mu	2.3872065	1.358928571	0.569254722	2.8127	0.335570027
AGI_MM_OLIGO_A_51_P456113	9930013L23Rik	RIKEN cDNA 9930013L23 gene	4.606499304	1.478214286	0.320897538	2.80788	0.039932606
AGI_MM_OLIGO_A_51_P477670	Mcph1	microcephaly, primary autosomal recessive 1	4.195626914	1.506785714	0.359132436	2.80407	0.039932606
AGI_MM_OLIGO_A_51_P352303	Homer2	homer homolog 2 (Drosophila)	3.127173415	1.772857143	0.566919997	2.78442	0.039932606
AGI_MM_OLIGO_A_51_P355151	Camk2n2	calcium/calmodulin-dependent protein kinase II inhibitor 2	4.781045721	1.503214286	0.314411192	2.78168	0.039932606
AGI_MM_OLIGO_A_51_P506714	LOC638271	similar to tudor and KH domain containing	5.596354821	1.484285714	0.265223661	2.77176	0.039932606
AGI_MM_OLIGO_A_51_P385639	Gjb5	gap junction membrane channel protein beta 5	6.473190434	1.46	0.225545659	2.75635	0.039932606
AGI_MM_OLIGO_A_51_P174656	Tera	teratocarcinoma expressed, serine rich	3.550961237	1.474642857	0.415279908	2.75167	0.039932606
AGI_MM_OLIGO_A_51_P498291	AW125753	expressed sequence AW125753	3.940765353	1.495714286	0.379549187	2.73722	0.039932606
AGI_MM_OLIGO_A_51_P146941	Hmgcs1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	3.52472598	1.59	0.451098896	2.73672	0.039932606
AGI_MM_OLIGO_A_51_P337771	Pcdhb17	protocadherin beta 17	4.972680978	1.517142857	0.305095554	2.72892	0.039932606
AGI_MM_OLIGO_A_51_P294979	Mt1	metallothionein 1	4.74154581	1.403571429	0.296015579	2.7192	0.039932606
AGI_MM_OLIGO_A_51_P108581	Adrbk2	adrenergic receptor kinase, beta 2	3.93979502	1.404285714	0.356436238	2.71659	0.039932606
AGI_MM_OLIGO_A_51_P263407	1700041B20Rik	RIKEN cDNA 1700041B20 gene	5.051895145	1.411428571	0.279385959	2.71161	0.039932606
AGI_MM_OLIGO_A_51_P242634	Dusp16	dual specificity phosphatase 16	6.352890039	1.439285714	0.226556056	2.70916	0.039932606
AGI_MM_OLIGO_A_51_P435348	8430420C20Rik	RIKEN cDNA 8430420C20 gene	4.551375862	1.491785714	0.32776588	2.70343	0.039932606
AGI_MM_OLIGO_A_51_P345836	Prkra	protein kinase, interferon inducible double stranded RNA dependent activator	4.301445185	1.372857143	0.319161836	2.67579	0.039932606
AGI_MM_OLIGO_A_51_P267024	Pafah1b3	platelet-activating factor acetylhydrolase, isoform 1b, alpha1 subunit	5.985873585	1.411071429	0.235733583	2.65152	0.039932606
AGI_MM_OLIGO_A_51_P292116	Ica1	islet cell autoantigen 1	5.345457143	1.393214286	0.260635199	2.64714	0.039932606
AGI_MM_OLIGO_A_51_P305667	Neto2	neuropilin (NRP) and tolloid (TLL)-like 2	5.603199033	1.394214286	0.248824694	2.6462	0.039932606
AGI_MM_OLIGO_A_51_P175018	Apcdd1	adenomatosis polyposis coli down-regulated 1	4.940509913	1.388571429	0.281058323	2.64582	0.039932606
AGI_MM_OLIGO_A_51_P496535	C1qdc1	C1q domain containing 1	5.758167774	1.389642857	0.241334208	2.63183	0.039932606
AGI_MM_OLIGO_A_51_P145171	2610018G03Rik	RIKEN cDNA 2610018G03 gene	5.293730182	1.416428571	0.267567202	2.62894	0.039932606
AGI_MM_OLIGO_A_51_P316616	BC004728	cDNA sequence BC004728	4.529913499	1.425	0.314575543	2.61515	0.039932606
AGI_MM_OLIGO_A_51_P463912	Odz1	odd Oz/ten-m homolog 1 (Drosophila)	2.981187015	1.793892857	0.60173778	2.58613	0.039932606
AGI_MM_OLIGO_A_51_P482573	Wnt6	wingless-related MMTV integration site 6	5.269682104	1.365357143	0.259096681	2.57453	0.039932606
AGI_MM_OLIGO_A_51_P301804	St3gal1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	4.344757244	1.362142857	0.313514146	2.56975	0.039932606
AGI_MM_OLIGO_A_51_P251352	Slc25a13	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13	4.750258472	1.364642857	0.287277601	2.56409	0.039932606
AGI_MM_OLIGO_A_51_P258409	Hey1	hairy/enhancer-of-split related with YRPW motif 1	4.15104713	1.338214286	0.322379931	2.55036	0.039932606
AGI_MM_OLIGO_A_51_P114714	Trim13	tripartite motif protein 13	3.346099917	1.268928571	0.379226145	2.52297	0.039932606
AGI_MM_OLIGO_A_51_P297671	Gyk	glycerol kinase	4.838795138	1.326785714	0.274197538	2.52151	0.039932606
AGI_MM_OLIGO_A_51_P323248	Sdc4	syndecan 4	2.045767514	1.16	0.567024353	2.51595	1.107266703
AGI_MM_OLIGO_A_51_P517216	Grb14	growth factor receptor bound protein 14	3.170471794	1.241785714	0.391672216	2.51387	0.039932606
AGI_MM_OLIGO_A_51_P240374	Col13a1	procollagen, type XIII, alpha 1	3.218511437	1.351071429	0.41978146	2.50826	0.039932606
AGI_MM_OLIGO_A_51_P308577	Evc	Ellis van Creveld gene homolog (human)	5.882123464	1.348928571	0.229326803	2.50254	0.039932606
AGI_MM_OLIGO_A_51_P184261	Rdh10	retinol dehydrogenase 10 (all-trans)	4.489948943	1.386428571	0.30878493	2.50147	0.039932606
AGI_MM_OLIGO_A_51_P489522	Ctla2b	cytotoxic T lymphocyte-associated protein 2 beta	3.008633515	1.3575	0.451201515	2.50106	0.039932606
AGI_MM_OLIGO_A_51_P421538	C80638	expressed sequence C80638	3.14615725	1.239714286	0.394040789	2.50103	0.039932606
AGI_MM_OLIGO_A_51_P184198	Smarcd2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	5.406394825	1.331428571	0.246269208	2.49333	0.039932606
AGI_MM_OLIGO_A_51_P284849	Lphn2	latrophilin 2	3.106849243	1.4025	0.451421968	2.49246	0.039932606
AGI_MM_OLIGO_A_51_P297639	Gpr56	G protein-coupled receptor 56	5.397771179	1.310714286	0.242825092	2.4819	0.039932606
AGI_MM_OLIGO_A_51_P196726	Itih2	inter-alpha trypsin inhibitor, heavy chain 2	4.074897799	1.3175	0.323320992	2.4757	0.039932606
AGI_MM_OLIGO_A_51_P224843	Tmsb4x	thymosin, beta 4, X chromosome	2.893449889	1.508214286	0.52125122	2.47095	0.073917803
AGI_MM_OLIGO_A_51_P338886	Ociad2	OCIA domain containing 2	4.868998453	1.345	0.276237508	2.46516	0.039932606
AGI_MM_OLIGO_A_51_P142515	Antxr2	anthrax toxin receptor 2	3.336883202	1.24	0.371604256	2.4623	0.039932606
AGI_MM_OLIGO_A_51_P511560	Acsl3	acyl-CoA synthetase long-chain family member 3	5.152533742	1.338928571	0.259858283	2.46124	0.039932606
AGI_MM_OLIGO_A_51_P120830	Mmp10	matrix metallopeptidase 10	1.801519078	1.076428571	0.597511614	2.44711	2.619249074
AGI_MM_OLIGO_A_51_P136337	Galm	galactose mutarotase	3.361224253	1.234285714	0.367213141	2.44492	0.039932606
AGI_MM_OLIGO_A_51_P286430			3.699380618	1.226214286	0.331464754	2.44333	0.039932606
AGI_MM_OLIGO_A_51_P340601	Btg3	B-cell translocation gene 3	3.156551115	1.253571429	0.397133258	2.44283	0.039932606
AGI_MM_OLIGO_A_51_P486155	Ocln	occludin	3.53964576	1.240714286	0.350519337	2.44105	0.039932606
AGI_MM_OLIGO_A_51_P361448	Scara5	scavenger receptor class A, member 5 (putative)	4.26264151	1.251785714	0.293664319	2.43623	0.039932606
AGI_MM_OLIGO_A_51_P398366	Tyms	thymidylate synthase	3.457454485	1.318214286	0.381267285	2.43417	0.039932606
AGI_MM_OLIGO_A_51_P128229	D17Ertd441e	DNA segment, Chr 17, ERATO Doi 441, expressed	1.772310307	1.068214286	0.602724185	2.41544	2.619249074
AGI_MM_OLIGO_A_51_P279163	Plcg2	phospholipase C, gamma 2	4.207273466	1.241785714	0.295152127	2.41485	0.039932606
AGI_MM_OLIGO_A_51_P502432	Cacna2d3	calcium channel, voltage-dependent, alpha2/delta subunit 3	3.710335395	1.217857143	0.328233708	2.40648	0.039932606
AGI_MM_OLIGO_A_51_P247542	Ttll6	tubulin tyrosine ligase-like family, member 6	2.557850341	1.17	0.457415346	2.40563	0.220374346
AGI_MM_OLIGO_A_51_P327322	Solt	SoxLZ/Sox6 leucine zipper binding protein in testis	4.633029589	1.261428571	0.27226862	2.40252	0.039932606
AGI_MM_OLIGO_A_51_P461504	Eef2k	eukaryotic elongation factor-2 kinase	4.826125574	1.268214286	0.262781038	2.40076	0.039932606
AGI_MM_OLIGO_A_51_P326191	Serpina3g	serine (or cysteine) peptidase inhibitor, clade A, member 3G	2.092157117	1.235	0.590299835	2.39355	0.880621146
AGI_MM_OLIGO_A_51_P138185	Rcbtb2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	5.057073883	1.239642857	0.245130462	2.38589	0.039932606
AGI_MM_OLIGO_A_51_P363556	Abi2	abl-interactor 2	5.92430705	1.253214286	0.2115377	2.38378	0.039932606
AGI_MM_OLIGO_A_51_P290576	Plk2	polo-like kinase 2 (Drosophila)	1.929630033	1.152142857	0.597079667	2.38331	1.421695754
AGI_MM_OLIGO_A_51_P166990	Creb5	cAMP responsive element binding protein 5	3.789222824	1.281071429	0.338082897	2.38135	0.039932606
AGI_MM_OLIGO_A_51_P520849	Sfrp2	secreted frizzled-related sequence protein 2	2.60119822	1.174642857	0.451577603	2.38	0.177447145
AGI_MM_OLIGO_A_51_P455897	6720460F02Rik	RIKEN cDNA 6720460F02 gene	3.329973105	1.437142857	0.431577917	2.37751	0.039932606
AGI_MM_OLIGO_A_51_P160439	BC043118	cDNA sequence BC043118	2.885927087	1.165714286	0.403930609	2.37433	0.073917803
AGI_MM_OLIGO_A_51_P290399	AI661453	expressed sequence AI661453	4.773369788	1.271785714	0.26643352	2.37294	0.039932606
AGI_MM_OLIGO_A_51_P201661	Xrcc5	X-ray repair complementing defective repair in Chinese hamster cells 5	5.086444656	1.238571429	0.243504356	2.37281	0.039932606
AGI_MM_OLIGO_A_51_P155714	Traf3ip1	TNF receptor-associated factor 3 interacting protein 1	2.858512967	1.159642857	0.405680461	2.36479	0.102773187
AGI_MM_OLIGO_A_51_P256323	Lpin2	lipin 2	2.655579683	1.153571429	0.434395336	2.36461	0.177447145
AGI_MM_OLIGO_A_51_P406031	Ankrd1	ankyrin repeat domain 1 (cardiac muscle)	3.689225286	1.218214286	0.3302087	2.36113	0.039932606
AGI_MM_OLIGO_A_51_P516870	Itm2a	integral membrane protein 2A	3.243826281	1.230357143	0.379291934	2.35355	0.039932606
AGI_MM_OLIGO_A_51_P277795	2810474O19Rik	RIKEN cDNA 2810474O19 gene	2.621288085	1.133571429	0.432448244	2.34588	0.177447145
AGI_MM_OLIGO_A_51_P180091	Cyp2s1	cytochrome P450, family 2, subfamily s, polypeptide 1	3.441285446	1.177857143	0.342272433	2.34376	0.039932606
AGI_MM_OLIGO_A_51_P361657	Saa1	serum amyloid A 1	1.832198338	1.027857143	0.560996657	2.3425	1.922223753
AGI_MM_OLIGO_A_51_P499945	Hmgb2	high mobility group box 2	3.123860088	1.321071429	0.422897118	2.34226	0.039932606
AGI_MM_OLIGO_A_51_P230942	Runx2	runt related transcription factor 2	3.368672817	1.248928571	0.370747959	2.33826	0.039932606
AGI_MM_OLIGO_A_51_P304407	Nfib	nuclear factor I/B	2.915908562	1.357142857	0.465427097	2.33353	0.073917803
AGI_MM_OLIGO_A_51_P171613	Wnt10a	wingless related MMTV integration site 10a	3.612541676	1.297857143	0.359264269	2.33352	0.039932606
AGI_MM_OLIGO_A_51_P305731	Yipf2	Yip1 domain family, member 2	3.018216969	1.226071429	0.406223754	2.33179	0.039932606
AGI_MM_OLIGO_A_51_P137947	Ttc3	tetratricopeptide repeat domain 3	4.49661775	1.203928571	0.26774092	2.32159	0.039932606
AGI_MM_OLIGO_A_51_P247380	Esm1	endothelial cell-specific molecule 1	3.240680741	1.2105	0.37353263	2.31828	0.039932606
AGI_MM_OLIGO_A_51_P170959	Proz	protein Z, vitamin K-dependent plasma glycoprotein	1.634038191	1.101785714	0.674271703	2.31805	4.233481599
AGI_MM_OLIGO_A_51_P431996	Zfp367	zinc finger protein 367	2.051704913	1.125	0.548324466	2.31426	1.107266703
AGI_MM_OLIGO_A_51_P421729	Slc12a7	solute carrier family 12, member 7	4.672462397	1.1975	0.256288847	2.30939	0.039932606
AGI_MM_OLIGO_A_51_P184806	Elmod2	ELMO domain containing 2	4.43888558	1.179285714	0.265671573	2.30646	0.039932606
AGI_MM_OLIGO_A_51_P434759	4930403C10Rik	RIKEN cDNA 4930403C10 gene	1.636927611	1.061071429	0.648209134	2.30545	4.233481599
AGI_MM_OLIGO_A_51_P224020	Tk1	thymidine kinase 1	3.581138961	1.265	0.353239574	2.30165	0.039932606
AGI_MM_OLIGO_A_51_P112355	Igtp	interferon gamma induced GTPase	2.005310321	1.107857143	0.552461697	2.30099	1.107266703
AGI_MM_OLIGO_A_51_P367381	Sod1	superoxide dismutase 1, soluble	4.745619003	1.236071429	0.260465795	2.30092	0.039932606
AGI_MM_OLIGO_A_51_P378587	Fer1l3	fer-1-like 3, myoferlin (C. elegans)	3.084936129	1.145357143	0.371274184	2.29492	0.039932606
AGI_MM_OLIGO_A_51_P259571	Angptl6	angiopoietin-like 6	3.209410364	1.215714286	0.378796772	2.29213	0.039932606
AGI_MM_OLIGO_A_51_P243525	Plp2	proteolipid protein 2	3.396838315	1.151785714	0.339075813	2.29186	0.039932606
AGI_MM_OLIGO_A_51_P502422	Them2	thioesterase superfamily member 2	3.407974237	1.189642857	0.349076247	2.28422	0.039932606
AGI_MM_OLIGO_A_51_P367310	Chaf1b	chromatin assembly factor 1, subunit B (p60)	4.004891025	1.198214286	0.299187738	2.28415	0.039932606
AGI_MM_OLIGO_A_51_P417720	Itga11	integrin, alpha 11	2.208647575	1.154642857	0.522782752	2.28394	0.680177377
AGI_MM_OLIGO_A_51_P268529			3.246929232	1.226071429	0.377609532	2.28033	0.039932606
AGI_MM_OLIGO_A_51_P201035	Fshprh1	FSH primary response 1	3.886871155	1.165	0.299726941	2.27379	0.039932606
AGI_MM_OLIGO_A_51_P260850	Cntnap2	contactin associated protein-like 2	3.719417887	1.224285714	0.329160571	2.26885	0.039932606
AGI_MM_OLIGO_A_51_P405606	Ndrg1	N-myc downstream regulated gene 1	2.774268618	1.225357143	0.441686553	2.26815	0.102773187
AGI_MM_OLIGO_A_51_P215237	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	3.062487748	1.166785714	0.380992778	2.26673	0.039932606
AGI_MM_OLIGO_A_51_P307624	Phkb	phosphorylase kinase beta	4.963762909	1.162142857	0.234125376	2.26638	0.039932606
AGI_MM_OLIGO_A_51_P215077	Mgst3	microsomal glutathione S-transferase 3	5.454959413	1.173571429	0.215138435	2.25449	0.039932606
AGI_MM_OLIGO_A_51_P174396	Pdcd8	programmed cell death 8	4.466017412	1.157857143	0.259259433	2.24552	0.039932606
AGI_MM_OLIGO_A_51_P135732	4921511K06Rik	RIKEN cDNA 4921511K06 gene	4.903374929	1.152142857	0.234969358	2.2423	0.039932606
AGI_MM_OLIGO_A_51_P184024	5730449L18Rik	RIKEN cDNA 5730449L18 gene	3.851629489	1.1375	0.295329549	2.24083	0.039932606
AGI_MM_OLIGO_A_51_P245789	Pcolce2	procollagen C-endopeptidase enhancer 2	2.845178326	1.263214286	0.443984222	2.23909	0.102773187
AGI_MM_OLIGO_A_51_P359374	Mrps6	mitochondrial ribosomal protein S6	4.655868934	1.145714286	0.246079583	2.23899	0.039932606
AGI_MM_OLIGO_A_51_P150722	Lyst	lysosomal trafficking regulator	3.712988563	1.155	0.311070174	2.2346	0.039932606
AGI_MM_OLIGO_A_51_P412027	Cxcr6	chemokine (C-X-C motif) receptor 6	3.513216843	1.133428571	0.32261845	2.23265	0.039932606
AGI_MM_OLIGO_A_51_P408155	Ngfrap1	nerve growth factor receptor (TNFRSF16) associated protein 1	4.665277781	1.143214286	0.24504742	2.23014	0.039932606
AGI_MM_OLIGO_A_51_P316673	2210407C18Rik	RIKEN cDNA 2210407C18 gene	2.371658701	1.303214286	0.549494868	2.22768	0.335570027
AGI_MM_OLIGO_A_51_P350817	Cnn1	calponin 1	2.337731837	1.08	0.461986265	2.22568	0.335570027
AGI_MM_OLIGO_A_51_P118417	Scpep1	serine carboxypeptidase 1	3.656191879	1.240714286	0.339346054	2.22426	0.039932606
AGI_MM_OLIGO_A_51_P153565	Il18	interleukin 18	3.086908364	1.188928571	0.385151884	2.22368	0.039932606
AGI_MM_OLIGO_A_51_P228208	Guf1	GUF1 GTPase homolog (S. cerevisiae)	5.861238301	1.1525	0.196630804	2.21998	0.039932606
AGI_MM_OLIGO_A_51_P179809			2.763510881	1.218607143	0.440963396	2.21629	0.102773187
AGI_MM_OLIGO_A_51_P104454	Pes1	pescadillo homolog 1, containing BRCT domain (zebrafish)	3.342290387	1.107857143	0.331466454	2.21557	0.039932606
AGI_MM_OLIGO_A_51_P137953	Ugdh	UDP-glucose dehydrogenase	5.220534473	1.148928571	0.220078725	2.21384	0.039932606
AGI_MM_OLIGO_A_51_P514700	Spbc25	spindle pole body component 25 homolog (S. cerevisiae)	3.683913049	1.225357143	0.332623796	2.21249	0.039932606
