Gene Symbol	Rank	Gene Name	P-Value	Q-Value
AURKA	38	3910785_AURKA	0.00427678	0.999998396
PANK1	39	3299705_PANK1	0.004427518	0.999998396
LY6G5B	40	2902574_LY6G5B	0.004502352	0.999998396
CYP3A7	41	3063463_CYP3A7	0.004921959	0.999998396
ABCB6	42	2599993_ABCB6	0.005004811	0.999998396
FBXO22	43	3602526_FBXO22	0.005057195	0.999998396
TXLNA	44	2328713_TXLNA	0.005152876	0.999998396
CAPZA3	45	3407016_CAPZA3	0.005615779	0.999998396
KIAA0247	46	3542145_KIAA0247	0.00683932	0.999998396
PGBD2	47	2390518_PGBD2	0.007121018	0.999998396
CCNF	48	3644764_CCNF	0.007687086	0.999998396
---	49	2862423_---	0.00869628	0.999998396
MRPL15	50	3098454_MRPL15	0.008881762	0.999998396
AARS2	51	2955118_AARS2	0.008890849	0.999998396
TMEM177	52	2502952_TMEM177	0.00923081	0.999998396
PSRC1	53	2426951_PSRC1	0.00927678	0.999998396
SLC26A6	54	2673547_SLC26A6	0.009357494	0.999998396
C17orf61	55	3743734_C17orf61	0.009712957	0.999998396
BLVRB	56	3862661_BLVRB	0.00976641	0.999998396
SLC4A1AP	57	2474706_SLC4A1AP	0.009899508	0.999998396
CYP3A4	58	3063501_CYP3A4	0.01049551	0.999998396
GIMAP2	59	3031556_GIMAP2	0.01054362	0.999998396
PIGG	60	2714025_PIGG	0.01117169	0.999998396
SIN3A	61	3633403_SIN3A	0.01140421	0.999998396
KIAA1333	62	3530982_KIAA1333	0.01149188	0.999998396
CXCL16	63	3742285_CXCL16	0.01169126	0.999998396
TJAP1	64	2908008_TJAP1	0.01181366	0.999998396
ANKZF1	65	2528347_ANKZF1	0.01289823	0.999998396
FBXO34	66	3536786_FBXO34	0.01322162	0.999998396
THSD1	67	3514879_THSD1	0.01370109	0.999998396
C1orf109	68	2407250_C1orf109	0.01402609	0.999998396
BHLHB2	69	2608725_BHLHB2	0.01414368	0.999998396
MRPS25	70	2664099_MRPS25	0.01438422	0.999998396
C16orf24	71	3643347_C16orf24	0.01452747	0.999998396
SERTAD3	72	3862650_SERTAD3	0.01464133	0.999998396
MAD2L1BP	73	2908144_MAD2L1BP	0.01496526	0.999998396
CPSF4	74	3014764_CPSF4	0.01516784	0.999998396
GNG10	75	3362636_GNG10	0.016099	0.999998396
VWCE	76	3375192_VWCE	0.01625294	0.999998396
CBL	77	3352070_CBL	0.01625508	0.999998396
SERTAD1	78	3862640_SERTAD1	0.01690293	0.999998396
FHL2	79	2568687_FHL2	0.01713759	0.999998396
DBC1	80	3223157_DBC1	0.01738454	0.999998396
WEE1	81	3319937_WEE1	0.01763149	0.999998396
C12orf5	82	3401756_C12orf5	0.01786562	0.999998396
TWIST1	83	3040363_TWIST1	0.018034	0.999998396
ASMTL	84	3997402_ASMTL	0.01851454	0.999998396
TSKU	85	3341024_TSKU	0.01907099	0.999998396
DCLRE1C	86	3278977_DCLRE1C	0.0195371	0.999998396
SULT1A3	87	3655450_SULT1A3	0.01979207	0.999998396
KTN1	88	3537030_KTN1	0.02004864	0.999998396
FAM125B	89	3189422_FAM125B	0.02033569	0.999998396
C1orf97	90	2378710_C1orf97	0.02109258	0.999998396
ZNF672	91	2390489_ZNF672	0.02143415	0.999998396
SFXN5	92	2559386_SFXN5	0.02151326	0.999998396
CCNL2	93	2391532_CCNL2	0.021695	0.999998396
ACTR5	94	3884800_ACTR5	0.02213171	0.999998396
BRD8	95	2877257_BRD8	0.02219104	0.999998396
BCL2L1	96	3902489_BCL2L1	0.02236851	0.999998396
HJURP	97	2604254_HJURP	0.02253849	0.999998396
CES2	98	3664982_CES2	0.02262401	0.999998396
C7orf43	99	3063770_C7orf43	0.02267212	0.999998396
ARID3A	100	3815278_ARID3A	0.02269564	0.999998396
LOC100129150	101	3085180_LOC100129150	0.02290892	0.999998396
ASB14	102	2677922_ASB14	0.02300086	0.999998396
ACAD9	103	2641341_ACAD9	0.02340015	0.999998396
GBA2	104	3204833_GBA2	0.02348407	0.999998396
MRPL14	105	2955025_MRPL14	0.02353539	0.999998396
RABGGTA	106	3558071_RABGGTA	0.02375615	0.999998396
CDCA8	107	2330773_CDCA8	0.02377111	0.999998396
THAP11	108	3665846_THAP11	0.02433611	0.999998396
BNC2	109	3200040_BNC2	0.02448151	0.999998396
TROAP	110	3413875_TROAP	0.02478619	0.999998396
SSNA1	111	3195296_SSNA1	0.02488508	0.999998396
ZKSCAN4	112	2947219_ZKSCAN4	0.0249273	0.999998396
AACS	113	3436571_AACS	0.02494815	0.999998396
EFNB1	114	3980170_EFNB1	0.02510049	0.999998396
BCKDK	115	3656829_BCKDK	0.02517586	0.999998396
TUBA8	116	3936515_TUBA8	0.02573338	0.999998396
HYLS1	117	3354879_HYLS1	0.02603111	0.999998396
IFNA7	118	3201199_IFNA7	0.0260867	0.999998396
TAF6L	119	3333647_TAF6L	0.02658114	0.999998396
ZNF436	120	2401333_ZNF436	0.02728565	0.999998396
TXNDC8	121	3220180_TXNDC8	0.02732467	0.999998396
SLC25A1	122	3952543_SLC25A1	0.02735995	0.999998396
C21orf91	123	3926138_C21orf91	0.02745456	0.999998396
C17orf65	124	3758928_C17orf65	0.02745563	0.999998396
SIRT4	125	3434308_SIRT4	0.02752833	0.999998396
CDC25B	126	3874438_CDC25B	0.0276176	0.999998396
TSPAN17	127	2842707_TSPAN17	0.02780842	0.999998396
CDK3	128	3735364_CDK3	0.02796237	0.999998396
HIST1H2BD	129	2899176_HIST1H2BD	0.02803827	0.999998396
GCH1	130	3565524_GCH1	0.02822055	0.999998396
C6orf128	131	2952198_C6orf128	0.02829004	0.999998396
ZNF295	132	3933399_ZNF295	0.02837235	0.999998396
PMCH	133	3468301_PMCH	0.02870376	0.999998396
CANT1	134	3772775_CANT1	0.02938636	0.999998396
COMMD4	135	3602264_COMMD4	0.03009034	0.999998396
UNQ6484	136	3667702_UNQ6484	0.03090603	0.999998396
RSPH1	137	3933625_RSPH1	0.0312353	0.999998396
KIAA1598	138	3308489_KIAA1598	0.03179442	0.999998396
OR5M3	139	3373420_OR5M3	0.03203389	0.999998396
FAM12B	140	3527655_FAM12B	0.03243051	0.999998396
FAM83D	141	3884892_FAM83D	0.03263951	0.999998396
PABPC3	142	3482112_PABPC3	0.0327539	0.999998396
TAP1	143	2950214_TAP1	0.03286669	0.999998396
GALT	144	3167511_GALT	0.03288593	0.999998396
ANKRD52	145	3457549_ANKRD52	0.03317511	0.999998396
FAM96A	146	3628923_FAM96A	0.03349369	0.999998396
USP18	147	3936550_USP18	0.03370964	0.999998396
U2AF2	148	3842345_U2AF2	0.0341966	0.999998396
DNAJB5	149	3167660_DNAJB5	0.03485781	0.999998396
VEZF1	150	3764066_VEZF1	0.03516891	0.999998396
NAV2	151	3323052_NAV2	0.03525604	0.999998396
S100A3	152	4045611_S100A3	0.03548161	0.999998396
TMEM175	153	2714376_TMEM175	0.03569756	0.999998396
POLH	154	2908100_POLH	0.03584082	0.999998396
LBR	155	2458289_LBR	0.03621285	0.999998396
ZBTB40	156	2324743_ZBTB40	0.03654747	0.999998396
ARHGEF7	157	3501661_ARHGEF7	0.03667308	0.999998396
DYRK3	158	2376894_DYRK3	0.03712048	0.999998396
DEFB118	159	3881236_DEFB118	0.0373979	0.999998396
FAM100B	160	3735447_FAM100B	0.03746205	0.999998396
CENPA	161	2473991_CENPA	0.03786455	0.999998396
SMARCD2	162	3766415_SMARCD2	0.03807729	0.999998396
DCP1B	163	3440192_DCP1B	0.03827881	0.999998396
PPP1R8	164	2327259_PPP1R8	0.03840122	0.999998396
GDF5	165	3903952_GDF5	0.03840443	0.999998396
PLCG1	166	3885537_PLCG1	0.03842955	0.999998396
KCTD13	167	3687308_KCTD13	0.03862786	0.999998396
BAK1	168	2950753_BAK1	0.03894644	0.999998396
KLHL7	169	2992695_KLHL7	0.03947135	0.999998396
KBTBD4	170	3372337_KBTBD4	0.03948578	0.999998396
BCOR	171	4005392_BCOR	0.03980276	0.999998396
UBC	172	3476741_UBC	0.04013096	0.999998396
CKS2	173	3178583_CKS2	0.04047039	0.999998396
PFKFB4	174	2673312_PFKFB4	0.04059974	0.999998396
TNIP2	175	2757944_TNIP2	0.04065961	0.999998396
RIN2	176	3878836_RIN2	0.04067832	0.999998396
NINJ1	177	3215146_NINJ1	0.04075315	0.999998396
TRERF1	178	2954025_TRERF1	0.04085846	0.999998396
ASMTL	179	4033203_ASMTL	0.04090282	0.999998396
SPRED1	180	3589141_SPRED1	0.04119361	0.999998396
TRIM26	181	2948259_TRIM26	0.04128501	0.999998396
HCG8	182	2948169_HCG8	0.04131495	0.999998396
CEP250	183	3883309_CEP250	0.041548	0.999998396
TRIM21	184	3360142_TRIM21	0.04199273	0.999998396
SETD8	185	3435817_SETD8	0.04237385	0.999998396
PREB	186	2545509_PREB	0.0425449	0.999998396
RSBN1	187	2428760_RSBN1	0.04255773	0.999998396
CCNL2	188	4041923_CCNL2	0.04258552	0.999998396
VPS37C	189	3375147_VPS37C	0.04281751	0.999998396
FAM72A	190	4052881_FAM72A	0.042887	0.999998396
HECTD3	191	2409970_HECTD3	0.04290838	0.999998396
APOBEC3C	192	3945572_APOBEC3C	0.04301101	0.999998396
GPATCH4	193	2438344_GPATCH4	0.04309279	0.999998396
TRIM3	194	3360901_TRIM3	0.04324032	0.999998396
ZNF550	195	3872310_ZNF550	0.04371125	0.999998396
OR11H6	196	3527377_OR11H6	0.04386412	0.999998396
OR2C1	197	3645850_OR2C1	0.04441041	0.999998396
DBF4	198	3011454_DBF4	0.04444195	0.999998396
LIMK2	199	3942838_LIMK2	0.04451946	0.999998396
TOP3B	200	3954331_TOP3B	0.04467233	0.999998396
LOC338799	201	3475350_LOC338799	0.04479688	0.999998396
LOC92973	202	3168245_LOC92973	0.04523733	0.999998396
ZNF74	203	3937527_ZNF74	0.04535386	0.999998396
ANKRD7	204	3020843_ANKRD7	0.04562112	0.999998396
TMEM208	205	3665357_TMEM208	0.04573338	0.999998396
PPRC1	206	3261447_PPRC1	0.0469644	0.999998396
EFNA4	207	2360633_EFNA4	0.04702587	0.999998396
FAH	208	3603932_FAH	0.04714186	0.999998396
TINF2	209	3558012_TINF2	0.04723594	0.999998396
XAB2	210	3848437_XAB2	0.04734018	0.999998396
EMG1	211	3403140_EMG1	0.04775871	0.999998396
LYSMD1	212	2434862_LYSMD1	0.04784798	0.999998396
HDHD3	213	3221633_HDHD3	0.04788593	0.999998396
UNC119	214	3750723_UNC119	0.04790785	0.999998396
TMLHE	215	4027828_TMLHE	0.04858456	0.999998396
L2HGDH	216	3563814_L2HGDH	0.04877058	0.999998396
PHLDB3	217	3864390_PHLDB3	0.04879143	0.999998396
OR6X1	218	3395765_OR6X1	0.04902609	0.999998396
RPS19BP1	219	3961253_RPS19BP1	0.04920783	0.999998396
MFN2	220	2320619_MFN2	0.04923936	0.999998396
SCRN2	221	3760957_SCRN2	0.04932916	0.999998396
LL22NC03-5H6.5	222	3949017_LL22NC03-5H6.5	0.04977229	0.999998396
RASA1	223	2819044_RASA1	0.001066923	0.089506727
CCM2	224	3000167_CCM2	0.001083494	0.090491071
TGM1	225	3558043_TGM1	0.001098995	0.091377778
ZNF343	226	3895022_ZNF343	0.001113427	0.091956522
CKAP2L	227	2571457_CKAP2L	0.001120911	0.091956522
RNF26	228	3352130_RNF26	0.001126791	0.091956522
PRKAB2	229	2433209_PRKAB2	0.001129998	0.091956522
FBXO42	230	2398073_FBXO42	0.001130532	0.091956522
STAG3	231	3015338_STAG3	0.001146034	0.092813853
HIST1H3F	232	2946364_HIST1H3F	0.001176502	0.09487069
UNC84B	233	3960827_UNC84B	0.001198418	0.096223176
MICALL1	234	3945084_MICALL1	0.001211247	0.096837607
IL16	235	3604287_IL16	0.001225679	0.097574468
LOC81691	236	3651509_LOC81691	0.001232093	0.097669492
PSMC4	237	3833291_PSMC4	0.001257751	0.0992827
C1orf183	238	2428079_C1orf183	0.001263096	0.099285714
HIST2H3A	239	2434080_HIST2H3A	0.001279666	0.100167364
HIST1H2AJ	240	2947040_HIST1H2AJ	0.00130372	0.101625
CLP1	241	3331392_CLP1	0.001319756	0.102448133
FAM26D	242	2922732_FAM26D	0.001334189	0.103140496
C6orf114	243	2942432_C6orf114	0.001348086	0.103786008
FLJ12529	244	3375340_FLJ12529	0.00137802	0.105428571
RBM19	245	3472468_RBM19	0.001380693	0.105428571
CCR5	246	2620855_CCR5	0.001395125	0.106097561
NOLC1	247	3261492_NOLC1	0.001415972	0.107246964
TOPORS	248	3203135_TOPORS	0.001423455	0.107309237
C11orf61	249	3396144_C11orf61	0.001428266	0.107309237
ZNF658	250	3206317_ZNF658	0.001477443	0.11056
EVI2A	251	3752271_EVI2A	0.001514325	0.112868526
SLC1A4	252	2485636_SLC1A4	0.001523412	0.113095238
SEH1L	253	3779756_SEH1L	0.001549604	0.11458498
GPR108	254	3848118_GPR108	0.001566709	0.115254902
PLK2	255	2858023_PLK2	0.001570986	0.115254902
RNF121	256	3339230_RNF121	0.001597712	0.116459144
TCF19	257	2902178_TCF19	0.00159985	0.116459144
HIST1H2AH	258	2899772_HIST1H2AH	0.001644751	0.119263566
KIF22	259	3655628_KIF22	0.001660787	0.11996139
CYP4F2	260	3853609_CYP4F2	0.001673081	0.120384615
CIAPIN1	261	3693183_CIAPIN1	0.001691255	0.121226054
ANKRD46	262	3146661_ANKRD46	0.001729741	0.123422053
ZDHHC5	263	3331433_ZDHHC5	0.001735087	0.123422053
HIST1H3B	264	2946215_HIST1H3B	0.001744708	0.123636364
LRRC8C	265	2345929_LRRC8C	0.001829699	0.129169811
CCNG1	266	2838598_CCNG1	0.0018452	0.129440299
SHPK	267	3741502_SHPK	0.001850545	0.129440299
CBL	268	3352070_CBL	0.001854287	0.129440299
DENND4A	269	3629811_DENND4A	0.001879944	0.130743494
PUS3	270	3396736_PUS3	0.001916292	0.132730627
TMTC3	271	3425134_TMTC3	0.001922707	0.132730627
TRAF4	272	3715839_TRAF4	0.001960659	0.134688645
BTLA	273	2688717_BTLA	0.001965469	0.134688645
RERE	274	2395245_RERE	0.001982574	0.135163636
USP20	275	3191176_USP20	0.001986851	0.135163636
BCL9	276	2356818_BCL9	0.002017319	0.136534296
USP49	277	2953798_USP49	0.002021595	0.136534296
TOR1B	278	3191147_TOR1B	0.002032286	0.13676259
PCNX	279	3542689_PCNX	0.002045649	0.137168459
CREB3L2	280	3075136_CREB3L2	0.002207612	0.1475
RPP30	281	3257559_RPP30	0.002271755	0.151245552
C8orf15	282	3124344_C8orf15	0.002312914	0.1528125
BTBD10	283	3363645_BTBD10	0.002317725	0.1528125
POLR1E	284	3168938_POLR1E	0.002327881	0.1528125
CSTF3	285	3368520_CSTF3	0.002333761	0.1528125
KPNA1	286	2691982_KPNA1	0.002340175	0.1528125
ZNF767	287	3078656_ZNF767	0.0023514	0.1528125
NELF	288	4051750_NELF	0.00235247	0.1528125
POM121	289	3007438_POM121	0.002406457	0.15537931
TRPV5	290	3077128_TRPV5	0.002408595	0.15537931
TROAP	291	3413875_TROAP	0.002419286	0.155532646
CFLP1	292	3256669_CFLP1	0.002429976	0.155684932
CCNE1	293	3828112_CCNE1	0.002479153	0.157789116
CIAPIN1	294	3782771_CIAPIN1	0.002479688	0.157789116
REV3L	295	2969677_REV3L	0.002519778	0.15979661
MARCH1	296	2792166_MARCH1	0.002544366	0.16
NTN1	297	3709838_NTN1	0.002548642	0.16
HIST1H2BB	298	2946225_HIST1H2BB	0.002548642	0.16
PMAIP1	299	3790704_PMAIP1	0.002581249	0.1612
WDR63	300	2344731_WDR63	0.00258499	0.1612
IPO7	301	3319840_IPO7	0.00265929	0.165282392
PRNP	302	3874751_PRNP	0.002688689	0.166204621
SLC35E3	303	3421244_SLC35E3	0.002691897	0.166204621
DKFZP434B0335	304	3062794_DKFZP434B0335	0.002700984	0.166217105
PTP4A1	305	2911903_PTP4A1	0.002721296	0.166266234
DDX19B	306	3667155_DDX19B	0.002730917	0.166266234
ZNF597	307	3677612_ZNF597	0.002732521	0.166266234
SFXN5	308	2559386_SFXN5	0.002737332	0.166266234
ISCU	309	3430776_ISCU	0.002757109	0.166925566
C11orf24	310	3379452_C11orf24	0.002918003	0.175416667
DSE	311	2922631_DSE	0.002924417	0.175416667
SFRS6	312	3886050_SFRS6	0.002925486	0.175416667
TPD52	313	3141857_TPD52	0.002971991	0.177142857
TM7SF3	314	3448481_TM7SF3	0.002977336	0.177142857
TMEM67	315	3107242_TMEM67	0.002982681	0.177142857
---	316	3894571_---	0.003047359	0.180411392
ZNF367	317	3216319_ZNF367	0.003110434	0.183564669
C17orf65	318	3758928_C17orf65	0.003165491	0.186226415
TREML2	319	2953536_TREML2	0.00319489	0.187366771
EIF2S1	320	3541137_EIF2S1	0.003215737	0.188
GLT8D1	321	2676319_GLT8D1	0.00323979	0.188816199
UBE2G2	322	3934652_UBE2G2	0.003275069	0.190279503
MON2	323	3419239_MON2	0.003333333	0.192092308
AKNA	324	3221916_AKNA	0.003334937	0.192092308
FAM126B	325	2594627_FAM126B	0.003337075	0.192092308
POLR2H	326	2655773_POLR2H	0.003351507	0.192331288
LAMP3	327	2707876_LAMP3	0.003365405	0.192538226
TSHZ1	328	3794056_TSHZ1	0.00340015	0.193932927
CCDC88C	329	3576441_CCDC88C	0.003452534	0.196322188
TGS1	330	3098935_TGS1	0.003524161	0.199787879
SH2B2	331	3016636_SH2B2	0.003574407	0.202024169
SETX	332	3228007_SETX	0.003619307	0.203945783
TRIM35	333	3128954_TRIM35	0.00366795	0.206066066
HIST1H2BE	334	2899194_HIST1H2BE	0.003764165	0.210838323
RETSAT	335	2562233_RETSAT	0.003868399	0.216029851
ASTN2	336	3222534_ASTN2	0.00392987	0.218783383
TGFBR1	337	3181728_TGFBR1	0.003941095	0.218783383
ZNF425	338	3078493_ZNF425	0.00396301	0.219349112
RALGDS	339	3228463_RALGDS	0.004005238	0.221032448
TOP3A	340	3748262_TOP3A	0.004079004	0.223216374
CDCA3	341	3442322_CDCA3	0.004080607	0.223216374
CEP76	342	3799542_CEP76	0.004080607	0.223216374
ZNF28	343	3869815_ZNF28	0.004108403	0.224081633
STK11	344	3815566_STK11	0.004124973	0.224331395
DHX33	345	3742727_DHX33	0.004168805	0.226057971
KCNS3	346	2471384_KCNS3	0.004197135	0.226936416
RABGGTA	347	3558071_RABGGTA	0.004232948	0.227873563
RAB43	348	2694598_RAB43	0.004238828	0.227873563
tcag7.1177	349	3063856_tcag7.1177	0.00432275	0.231719198
TMEM156	350	2766289_TMEM156	0.004372461	0.233076923
CYP4F3	351	3823304_CYP4F3	0.004372996	0.233076923
NKIRAS2	352	3721579_NKIRAS2	0.00448792	0.238522727
FOSL1	353	3377988_FOSL1	0.004521595	0.239631728
ZMAT3	354	2706791_ZMAT3	0.004564357	0.241214689
TYMS	355	3775842_TYMS	0.004580393	0.241380282
DEAF1	356	3358262_DEAF1	0.004649348	0.242924791
PTTG2	357	2723924_PTTG2	0.004656831	0.242924791
PPBP	358	2773358_PPBP	0.004656831	0.242924791
SUSD3	359	3179646_SUSD3	0.004661642	0.242924791
BBS4	360	3600960_BBS4	0.00476053	0.247388889
C4orf21	361	2782292_C4orf21	0.004811311	0.24933518
DACT1	362	3538087_DACT1	0.004849797	0.250635359
SPPL2A	363	3623865_SPPL2A	0.004867436	0.250853995
NFYB	364	3468925_NFYB	0.004947081	0.254258242
ZFYVE20	365	2664123_ZFYVE20	0.005072696	0.26
DSCC1	366	3150715_DSCC1	0.005107441	0.260597826
TMEM38A	367	3823842_TMEM38A	0.005114924	0.260597826
RAB2B	368	3556386_RAB2B	0.005126149	0.260597826
CES2	369	3664982_CES2	0.005181206	0.262682927
RSBN1	370	2428760_RSBN1	0.005247488	0.265324324
SIRT1	371	3249587_SIRT1	0.005314304	0.267978437
CIT	372	3474104_CIT	0.005542014	0.278709677
UQCC	373	3903889_UQCC	0.005556981	0.278713137
FAM111B	374	3331903_FAM111B	0.0056099	0.28056
ATF3	375	2379132_ATF3	0.005623797	0.28056
ZNF519	376	3800165_ZNF519	0.005691148	0.283042328
SETD8	377	4038494_SETD8	0.005707719	0.283042328
HELLS	378	3258910_HELLS	0.005718944	0.283042328
ARHGAP30	379	2440549_ARHGAP30	0.005800192	0.286184211
IL2RB	380	3959986_IL2RB	0.005813021	0.286184211
KIAA0753	381	3743119_KIAA0753	0.005849369	0.287217848
FHL2	382	2568687_FHL2	0.005871285	0.287539267
PRPS2	383	3969047_PRPS2	0.005902288	0.288302872
CTNNAL1	384	3219621_CTNNAL1	0.005933825	0.289088542
TRIM68	385	3360189_TRIM68	0.005981933	0.290103627
DDX55	386	3435902_DDX55	0.005985675	0.290103627
PPIF	387	3253880_PPIF	0.006044473	0.291205128
LCAT	388	3696035_LCAT	0.006056767	0.291205128
C6orf32	389	2945741_C6orf32	0.006068527	0.291205128
TMEM127	390	2565246_TMEM127	0.006070665	0.291205128
ZBTB4	391	3743763_ZBTB4	0.00614443	0.29398977
NPLOC4	392	3774029_NPLOC4	0.006192003	0.294987277
CLN8	393	3082824_CLN8	0.006196814	0.294987277
TXNL4B	394	3698055_TXNL4B	0.006348086	0.30142132
NR1I3	395	2440744_NR1I3	0.006375347	0.301949367
---	396	3857329_---	0.006428801	0.302839196
VAV1	397	3818547_VAV1	0.006440026	0.302839196
RCL1	398	3160773_RCL1	0.006442698	0.302839196
HERPUD2	399	3045739_HERPUD2	0.006461941	0.302982456
FBXW7	400	2789957_FBXW7	0.006513256	0.304625
RHOQ	401	2480520_RHOQ	0.006583814	0.306962963
ABHD3	402	3800834_ABHD3	0.006603058	0.306962963
NAPB	403	3901191_NAPB	0.006613748	0.306962963
C2orf13	404	2486851_C2orf13	0.006634595	0.306962963
SMEK1	405	3576545_SMEK1	0.006645285	0.306962963
ADAL	406	3591365_ADAL	0.00695371	0.320418719
HIST1H2AI	407	2900047_HIST1H2AI	0.007005559	0.322014742
FOXM1	408	3440598_FOXM1	0.007033355	0.3225
---	409	2897842_---	0.007088411	0.323878049
CCNA2	410	2784113_CCNA2	0.007098033	0.323878049
FUCA1	411	2401643_FUCA1	0.007124225	0.324282238
ST3GAL1	412	3154398_ST3GAL1	0.007173936	0.325752427
SYNE1	413	2979871_SYNE1	0.007194783	0.32590799
FLJ45909	414	3861658_FLJ45909	0.007220975	0.326304348
ZNF419	415	3843275_ZNF419	0.007243425	0.326370192
NINJ1	416	3215146_NINJ1	0.007257323	0.326370192
QSER1	417	3325768_QSER1	0.007336434	0.329136691
SRA1	418	2878347_SRA1	0.007366902	0.329403341
CLSPN	419	2406420_CLSPN	0.007377592	0.329403341
CD70	420	3847989_CD70	0.007471135	0.332494062
C17orf56	421	3773703_C17orf56	0.00748236	0.332494062
PPBPL2	422	2773407_PPBPL2	0.007541159	0.33399061
POLR3F	423	3878429_POLR3F	0.007566816	0.33399061
SUPT7L	424	2546008_SUPT7L	0.007582318	0.33399061
NUF2	425	2364438_NUF2	0.007591939	0.33399061
XRCC3	426	3580832_XRCC3	0.007605303	0.33399061
PTGER4	427	2807621_PTGER4	0.007679068	0.334953917
HDAC11	428	2611504_HDAC11	0.00771595	0.334953917
DMGDH	429	2864118_DMGDH	0.007720761	0.334953917
ARMCX6	430	4015838_ARMCX6	0.007729314	0.334953917
NFKBIB	431	3832760_NFKBIB	0.007740004	0.334953917
ZNF180	432	3864921_ZNF180	0.007758713	0.334953917
TRIM28	433	3844238_TRIM28	0.007762989	0.334953917
NCAPG	434	2720251_NCAPG	0.007770473	0.334953917
CEP55	435	3258444_CEP55	0.00783034	0.336758621
CDCA5	436	3377423_CDCA5	0.007917468	0.339724771
KPNA2	437	4041113_KPNA2	0.007947402	0.340228833
FBXO21	438	3473480_FBXO21	0.007983216	0.340981735
CCNT1	439	3453218_CCNT1	0.008105089	0.345398633
CCDC126	440	2992963_CCDC126	0.008128074	0.345590909
IDH3B	441	3895075_IDH3B	0.008198632	0.347800454
E2F2	442	2401448_E2F2	0.008244601	0.348959276
CLCN6	443	2320472_CLCN6	0.008277208	0.349548533
PHF2	444	3179975_PHF2	0.008381441	0.353153153
DTL	445	2378937_DTL	0.008469639	0.356067416
POLE	446	3479181_POLE	0.008509728	0.356950673
CSRP2BP	447	3878308_CSRP2BP	0.008567992	0.358590604
ZNF684	448	2331974_ZNF684	0.00860434	0.35922049
SULT1C4	449	2498951_SULT1C4	0.008621445	0.35922049
EXO1	450	2388219_EXO1	0.008703229	0.361822222
CTNS	451	3706700_CTNS	0.008749198	0.362926829
---	452	3829150_---	0.008901005	0.36840708
CEP27	453	3591044_CEP27	0.008953923	0.369779249
TERF2	454	3696571_TERF2	0.00899829	0.370792952
C9orf100	455	3204692_C9orf100	0.009025016	0.371076923
STAM	456	3237088_STAM	0.009056019	0.371535088
HES2	457	2394680_HES2	0.009114283	0.3730131
OR9Q1	458	3331658_OR9Q1	0.009131922	0.3730131
ZNF431	459	3826504_ZNF431	0.009154372	0.373115468
IL21R	460	3654227_IL21R	0.009183772	0.373167028
NLK	461	3715368_NLK	0.009195531	0.373167028
LOC388272	462	3690034_LOC388272	0.009284263	0.375952381
MAGOHB	463	3444195_MAGOHB	0.009375668	0.378833693
UCK1	464	3227645_UCK1	0.009420569	0.379655914
HIST1H2BH	465	2899251_HIST1H2BH	0.009436605	0.379655914
NT5E	466	2915828_NT5E	0.009538165	0.382869379
TSLP	467	2823797_TSLP	0.009557409	0.382869379
UCN	468	2545645_UCN	0.009583601	0.383098291
