Ensembl ID	Gene Name	Description	RefSeq ID	Fold Change	FDR
ENSG00000087076	DHRS10	Homo sapiens dehydrogenase/reductase (SDR family) member 10 (DHRS10), mRNA	NM_016246	2.4	71.211
ENSG00000238110	ZNF598	Homo sapiens mRNA for FLJ00086 protein, partial cds.	AK024487	2.4	17.616
ENSG00000106948	AKNA	Homo sapiens AT-hook transcription factor (AKNA), mRNA	NM_030767	2.3	219.355
ENSG00000183779	FLJ14299	Homo sapiens hypothetical protein FLJ14299 (FLJ14299), mRNA	NM_025069	2.3	92.130
ENSG00000173762	CD7	Homo sapiens CD7 antigen (p41) (CD7), mRNA	NM_006137	2.3	20.851
ENSG00000149634	C20orf165	Homo sapiens chromosome 20 open reading frame 165 (C20orf165), mRNA	NM_080608	2.3	21.783
ENSG00000145911	N4BP3	Homo sapiens cDNA FLJ45291 fis, clone BRHIP3002920.	AK127224	2.2	53.054
ENSG00000048052	HDAC9	Homo sapiens histone deacetylase 9 (HDAC9), transcript variant 2, mRNA	NM_058177	2.2	100.355
ENSG00000048052	HDAC9	Homo sapiens histone deacetylase 9 (HDAC9), transcript variant 1, mRNA	NM_058176	2.2	100.355
ENSG00000197355	UAP1L1	Homo sapiens UDP-N-acteylglucosamine pyrophosphorylase 1-like 1 (UAP1L1), mRNA	NM_207309	2.2	146.083
ENSG00000146592	CREB5	Homo sapiens cAMP responsive element binding protein 5 (CREB5), mRNA	NM_004904	2.2	95.507
ENSG00000226287	DKFZp434N035	Homo sapiens hypothetical protein DKFZp434N035 (DKFZp434N035), mRNA	NM_032262	2.2	27.469
ENSG00000187720	ENST00000261862	Homo sapiens cDNA FLJ27224 fis, clone SYN04819.	AK130734	2.2	23.719
ENSG00000187720	FLJ13710	Homo sapiens hypothetical protein FLJ13710 (FLJ13710), mRNA	NM_024817	2.2	23.719
ENSG00000160469	BRSK1	Homo sapiens BR serine/threonine kinase 1 (BRSK1), mRNA	NM_032430	2.2	22.768
ENSG00000176046	P8	Homo sapiens p8 protein (candidate of metastasis 1) (P8), mRNA	NM_012385	2.2	150.098
ENSG00000088881	KIAA1442	Homo sapiens mRNA for KIAA1442 protein, partial cds.	AB037863	2.2	31.760
ENSG00000171223	JUNB	Homo sapiens jun B proto-oncogene (JUNB), mRNA	NM_002229	2.1	317.733
ENSG00000158292	GPR153	Homo sapiens G protein-coupled receptor 153 (GPR153), mRNA	NM_207370	2.1	13.099
ENSG00000087266	SH3BP2	Homo sapiens SH3-domain binding protein 2 (SH3BP2), mRNA	NM_003023	2.1	65.196
ENSG00000120129	DUSP1	Homo sapiens dual specificity phosphatase 1 (DUSP1), mRNA	NM_004417	2.1	420.344
ENSG00000177606	JUN	Homo sapiens v-jun sarcoma virus 17 oncogene homolog (avian) (JUN), mRNA	NM_002228	2.1	1182.310
ENSG00000213402	PTPRCAP	Homo sapiens protein tyrosine phosphatase, receptor type, C-associated protein (PTPRCAP), mRNA	NM_005608	2.1	20.642
ENSG00000189143	CLDN4	Homo sapiens claudin 4 (CLDN4), mRNA	NM_001305	2.1	24.948
ENSG00000165914	TTC7B	Homo sapiens mRNA; cDNA DKFZp667H0525 (from clone DKFZp667H0525).	AL832848	2.1	24.948
ENSG00000136383	ALPK3	Homo sapiens alpha-kinase 3 (ALPK3), mRNA	NM_020778	2.1	44.719
ENSG00000180535	MIST1	Homo sapiens class II bHLH protein MIST1 (MIST1), mRNA	NM_177455	2.1	30.746
ENSG00000065911	MTHFD2	Homo sapiens methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase (MTHFD2), nuclear gene encoding mitochondrial protein, mRNA	NM_006636	2.0	704.856
ENSG00000012211	LMO6	Homo sapiens LIM domain only 6 (LMO6), mRNA	NM_006150	2.0	37.533
ENSG00000087085	ACHE	Homo sapiens acetylcholinesterase (YT blood group) (ACHE), transcript variant E4-E5, mRNA	NM_015831	2.0	16.038
ENSG00000103260	METRN	Homo sapiens meteorin, glial cell differentiation regulator (METRN), mRNA	NM_024042	2.0	21.782
ENSG00000140104	C14orf79	Homo sapiens chromosome 14 open reading frame 79 (C14orf79), mRNA	NM_174891	2.0	14.187
ENSG00000168297	PXK	Homo sapiens cDNA FLJ16460 fis, clone BRCAN2018240.	AK131385	2.0	25.172
ENSG00000172476	RAB40A	Homo sapiens RAB40A, member RAS oncogene family (RAB40A), mRNA	NM_080879	2.0	16.594
ENSG00000113739	STC2	Homo sapiens stanniocalcin 2 (STC2), mRNA	NM_003714	2.0	752.297
ENSG00000168209	DDIT4	Homo sapiens DNA-damage-inducible transcript 4 (DDIT4), mRNA	NM_019058	2.0	1215.419
ENSG00000198598	MMP17	Homo sapiens matrix metalloproteinase 17 (membrane-inserted) (MMP17), mRNA	NM_016155	2.0	13.893
ENSG00000105679	GAPDS	Homo sapiens glyceraldehyde-3-phosphate dehydrogenase, spermatogenic (GAPDS), mRNA	NM_014364	2.0	19.631
ENSG00000090975	PITPNM2	Homo sapiens phosphatidylinositol transfer protein, membrane-associated 2 (PITPNM2), mRNA	NM_020845	2.0	31.264
ENSG00000166173	FLJ11196	Homo sapiens acheron (FLJ11196), transcript variant 1, mRNA	NM_018357	2.0	109.287
ENSG00000159842	ABR	Homo sapiens active BCR-related gene (ABR), transcript variant 1, mRNA	NM_021962	2.0	17.797
ENSG00000175197	DDIT3	Homo sapiens DNA-damage-inducible transcript 3 (DDIT3), mRNA	NM_004083	2.0	299.180
ENSG00000172216	CEBPB	Homo sapiens CCAAT/enhancer binding protein (C/EBP), beta (CEBPB), mRNA	NM_005194	2.0	308.468
ENSG00000185022	MAFF	Homo sapiens v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian) (MAFF), transcript variant 1, mRNA	NM_012323	2.0	159.496
ENSG00000081041	CXCL2	Homo sapiens chemokine (C-X-C motif) ligand 2 (CXCL2), mRNA	NM_002089	2.0	14.492
ENSG00000163393	SLC22A15	Homo sapiens solute carrier family 22 (organic cation transporter), member 15 (SLC22A15), mRNA	NM_018420	2.0	82.829
ENSG00000012171	SEMA3B	Homo sapiens sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B (SEMA3B), transcript variant 1, mRNA	NM_004636	1.9	40.493
ENSG00000162482	AKR7A3	Homo sapiens aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase) (AKR7A3), mRNA	NM_012067	1.9	28.179
ENSG00000074181	NOTCH3	Homo sapiens Notch homolog 3 (Drosophila) (NOTCH3), mRNA	NM_000435	1.9	18.401
ENSG00000063761	ADCK1	Homo sapiens aarF domain containing kinase 1 (ADCK1), mRNA	NM_020421	1.9	15.104
ENSG00000103316	CRYM	Homo sapiens crystallin, mu (CRYM), mRNA	NM_001888	1.9	15.104
ENSG00000130589	PRIC285	Homo sapiens peroxisomal proliferator-activated receptor A interacting complex 285 (PRIC285), mRNA	NM_033405	1.9	73.793
ENSG00000087074	PPP1R15A	Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 15A (PPP1R15A), mRNA	NM_014330	1.9	475.813
ENSG00000188290	HES4	Homo sapiens hairy and enhancer of split 4 (Drosophila) (HES4), mRNA	NM_021170	1.9	86.680
ENSG00000070669	ASNS	Homo sapiens asparagine synthetase (ASNS), transcript variant 2, mRNA	NM_001673	1.9	435.482
ENSG00000116396	KCNC4	Homo sapiens potassium voltage-gated channel, Shaw-related subfamily, member 4 (KCNC4), transcript variant 2, mRNA	NM_153763	1.9	13.947
ENSG00000105281	SLC1A5	Homo sapiens solute carrier family 1 (neutral amino acid transporter), member 5 (SLC1A5), mRNA	NM_005628	1.9	917.355
ENSG00000159556	ISL2	Homo sapiens ISL2 transcription factor, LIM/homeodomain, (islet-2) (ISL2), mRNA	NM_145805	1.9	53.266
ENSG00000121413	FLJ12895	Homo sapiens hypothetical protein FLJ12895 (FLJ12895), mRNA	NM_023926	1.9	40.997
ENSG00000127564	PKMYT1	Homo sapiens protein kinase, membrane associated tyrosine/threonine 1 (PKMYT1), transcript variant 2, mRNA	NM_182687	1.9	23.744
ENSG00000129932	MGC4293	Homo sapiens hypothetical protein MGC4293 (MGC4293), mRNA	NM_031304	1.9	412.899
ENSG00000050820	BCAR1	Homo sapiens breast cancer anti-estrogen resistance 1 (BCAR1), mRNA	NM_014567	1.9	131.099
ENSG00000221869	CEBPD	Homo sapiens CCAAT/enhancer binding protein (C/EBP), delta (CEBPD), mRNA	NM_005195	1.9	205.651
ENSG00000161914	ZNF653	Homo sapiens zinc finger protein 653 (ZNF653), mRNA	NM_138783	1.9	35.848
ENSG00000123358	NR4A1	Homo sapiens nuclear receptor subfamily 4, group A, member 1 (NR4A1), transcript variant 1, mRNA	NM_002135	1.9	28.100
ENSG00000130529	TRPM4	Homo sapiens transient receptor potential cation channel, subfamily M, member 4 (TRPM4), mRNA	NM_017636	1.9	17.373
ENSG00000176490	DIRAS1	Homo sapiens DIRAS family, GTP-binding RAS-like 1 (DIRAS1), mRNA	NM_145173	1.9	44.281
ENSG00000198355	PIM3	Homo sapiens pim-3 oncogene (PIM3), mRNA	NM_001001852	1.9	252.102
ENSG00000168003	SLC3A2	Homo sapiens solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 (SLC3A2), mRNA	NM_002394	1.9	1487.371
ENSG00000121653	MAPK8IP1	Homo sapiens mitogen-activated protein kinase 8 interacting protein 1 (MAPK8IP1), mRNA	NM_005456	1.8	21.056
ENSG00000138670	RASGEF1B	Homo sapiens RasGEF domain family, member 1B (RASGEF1B), mRNA	NM_152545	1.8	17.984
ENSG00000120875	DUSP4	Homo sapiens dual specificity phosphatase 4 (DUSP4), transcript variant 1, mRNA	NM_001394	1.8	27.853
ENSG00000157765	SLC34A2	Homo sapiens cDNA FLJ90534 fis, clone OVARC1000003, highly similar to Homo sapiens sodium dependent phosphate transporter isoform NaPi-3b mRNA.	AK075015	1.8	14.977
ENSG00000157765	SLC34A2	Homo sapiens solute carrier family 34 (sodium phosphate), member 2 (SLC34A2), mRNA	NM_006424	1.8	14.977
ENSG00000204525	HLA-B	Homo sapiens major histocompatibility complex, class I, B (HLA-B), mRNA	NM_005514	1.8	56.178
ENSG00000204525	HLA-C	Human (clone pC68) MHC class I HLA-Cx52 mRNA, 3 end cds.	M21963	1.8	56.178
ENSG00000204525	HLA-C	Homo sapiens MHC class I antigen HLA-C mRNA (HLA-Cw-1603 allele), complete cds.	U41420	1.8	56.178
ENSG00000130734	APG4D	Homo sapiens APG4 autophagy 4 homolog D (S. cerevisiae) (APG4D), mRNA	NM_032885	1.8	33.143
ENSG00000149798	CDC42EP2	Homo sapiens CDC42 effector protein (Rho GTPase binding) 2 (CDC42EP2), mRNA	NM_006779	1.8	21.702
ENSG00000099889	ARVCF	Homo sapiens armadillo repeat gene deletes in velocardiofacial syndrome (ARVCF), mRNA	NM_001670	1.8	62.230
ENSG00000135842	C1orf24	Homo sapiens chromosome 1 open reading frame 24 (C1orf24), mRNA	NM_052966	1.8	30.715
ENSG00000008710	PKD1	Homo sapiens polycystic kidney disease 1 (autosomal dominant) (PKD1), transcript variant 2, mRNA	NM_000296	1.8	87.073
ENSG00000111087	GLI1	Homo sapiens glioma-associated oncogene homolog 1 (zinc finger protein) (GLI1), mRNA	NM_005269	1.8	16.263
ENSG00000139725	RHOF	Homo sapiens ras homolog gene family, member F (in filopodia) (RHOF), mRNA	NM_019034	1.8	16.263
ENSG00000167994	RAB3IL1	Homo sapiens RAB3A interacting protein (rabin3)-like 1 (RAB3IL1), mRNA	NM_013401	1.8	53.879
ENSG00000179292	MGC33486	Homo sapiens hypothetical protein MGC33486 (MGC33486), mRNA	NM_153266	1.8	28.915
ENSG00000115318	LOXL3	Homo sapiens lysyl oxidase-like 3 (LOXL3), mRNA	NM_032603	1.8	14.754
ENSG00000151792	CTSO	Homo sapiens cathepsin O (CTSO), mRNA	NM_001334	1.8	32.683
ENSG00000107282	APBA1	Homo sapiens amyloid beta (A4) precursor protein-binding, family A, member 1 (X11) (APBA1), mRNA	NM_001163	1.8	18.410
ENSG00000127580	WDR24	Homo sapiens WD repeat domain 24 (WDR24), mRNA	NM_032259	1.8	22.123
ENSG00000171282	KIAA1447	Homo sapiens cDNA: FLJ23058 fis, clone LNG03818.	AK026711	1.8	20.618
ENSG00000069399	BCL3	Homo sapiens B-cell CLL/lymphoma 3 (BCL3), mRNA	NM_005178	1.8	28.044
ENSG00000175827	DKFZp761E198	Homo sapiens hypothetical protein DKFZp761E198 (DKFZp761E198), mRNA	NM_138368	1.8	26.523
ENSG00000147852	VLDLR	Homo sapiens very low density lipoprotein receptor (VLDLR), mRNA	NM_003383	1.8	37.757
ENSG00000170604	IRF2BP1	Homo sapiens interferon regulatory factor 2 binding protein 1 (IRF2BP1), mRNA	NM_015649	1.8	156.240
ENSG00000173566	FLJ22494	Homo sapiens hypothetical protein FLJ22494 (FLJ22494), mRNA	NM_024815	1.8	65.540
ENSG00000179588	ZFPM1	Homo sapiens zinc finger protein, multitype 1 (ZFPM1), mRNA	NM_153813	1.8	29.378
ENSG00000100889	PCK2	Homo sapiens phosphoenolpyruvate carboxykinase 2 (mitochondrial) (PCK2), mRNA	NM_004563	1.8	400.289
ENSG00000130940	FLJ20321	Homo sapiens hypothetical protein FLJ20321 (FLJ20321), mRNA	NM_017766	1.8	37.533
ENSG00000017621	FLJ21687	Homo sapiens PDZ domain containing, X chromosome (FLJ21687), mRNA	NM_024859	1.8	26.312
ENSG00000163959	OSTalpha	Homo sapiens organic solute transporter alpha (OSTalpha), mRNA	NM_152672	1.8	18.868
ENSG00000198797	KIAA1747	Homo sapiens hypothetical protein from clone 24828 (KIAA1747), mRNA	NM_021165	1.8	18.868
ENSG00000130479	BPY2IP1	Homo sapiens BPY2 interacting protein 1 (BPY2IP1), mRNA	NM_018174	1.8	40.186
ENSG00000164620	C5orf16	Homo sapiens chromosome 5 open reading frame 16 (C5orf16), mRNA	NM_173828	1.8	23.907
ENSG00000161714	PLCD3	Homo sapiens phospholipase C, delta 3 (PLCD3), mRNA	NM_133373	1.8	13.698
ENSG00000006555	FLJ20619	Homo sapiens hypothetical protein FLJ20619 (FLJ20619), mRNA	NM_017904	1.8	13.698
ENSG00000064489	MEF2B	Homo sapiens MADS box transcription enhancer factor 2, polypeptide B (myocyte enhancer factor 2B) (MEF2B), mRNA	NM_005919	1.8	17.981
ENSG00000146232	NFKBIE	Homo sapiens nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon (NFKBIE), mRNA	NM_004556	1.8	40.625
ENSG00000172432	THC2054435	ALU1_HUMAN (P39188) Alu subfamily J sequence contamination warning entry, partial (13%)	THC2054435	1.8	300.449
ENSG00000100139	MICAL-L1	Homo sapiens MICAL-like 1 (MICAL-L1), mRNA	NM_033386	1.8	58.608
ENSG00000129911	KLF16	Homo sapiens Kruppel-like factor 16 (KLF16), mRNA	NM_031918	1.8	68.951
ENSG00000133111	RFXAP	Homo sapiens regulatory factor X-associated protein (RFXAP), mRNA	NM_000538	1.8	30.062
ENSG00000160323	ADAMTS13	Homo sapiens a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 13 (ADAMTS13), transcript variant 1, mRNA	NM_139025	1.8	15.653
ENSG00000180914	OXTR	Homo sapiens oxytocin receptor (OXTR), mRNA	NM_000916	1.8	13.511
ENSG00000198113	FLJ20245	Homo sapiens hypothetical protein FLJ20245 (FLJ20245), mRNA	NM_017723	1.8	99.524
ENSG00000145214	DGKQ	Homo sapiens diacylglycerol kinase, theta 110kDa (DGKQ), mRNA	NM_001347	1.8	42.228
ENSG00000181588	RKHD1	Homo sapiens ring finger and KH domain containing 1 (RKHD1), mRNA	NM_203304	1.8	254.166
ENSG00000142444	LOC90580	Homo sapiens hypothetical protein BC011833 (LOC90580), mRNA	NM_138358	1.8	43.422
ENSG00000116584	ARHGEF2	Homo sapiens rho/rac guanine nucleotide exchange factor (GEF) 2 (ARHGEF2), mRNA	NM_004723	1.8	464.214
ENSG00000107338	SHB	Homo sapiens SHB (Src homology 2 domain containing) adaptor protein B (SHB), mRNA	NM_003028	1.7	84.193
ENSG00000183840	GPR39	Homo sapiens G protein-coupled receptor 39 (GPR39), mRNA	NM_001508	1.7	18.062
ENSG00000142544	LOC90353	Homo sapiens LOC90353 (LOC90353), mRNA	NM_145232	1.7	25.787
ENSG00000142798	HSPG2	Homo sapiens heparan sulfate proteoglycan 2 (perlecan) (HSPG2), mRNA	NM_005529	1.7	72.130
ENSG00000049323	LTBP1	Homo sapiens latent transforming growth factor beta binding protein 1 (LTBP1), transcript variant 2, mRNA	NM_000627	1.7	22.920
ENSG00000006327	TNFRSF12A	Homo sapiens tumor necrosis factor receptor superfamily, member 12A (TNFRSF12A), mRNA	NM_016639	1.7	100.770
ENSG00000067082	KLF6	Homo sapiens Kruppel-like factor 6 (KLF6), transcript variant 2, mRNA	NM_001300	1.7	171.591
ENSG00000011590	TZFP	Homo sapiens testis zinc finger protein (TZFP), mRNA	NM_014383	1.7	13.794
ENSG00000116852	KIF21B	Homo sapiens mRNA for KIAA0449 protein, partial cds.	AB007918	1.7	67.096
ENSG00000173641	HSPB7	Homo sapiens heat shock 27kDa protein family, member 7 (cardiovascular) (HSPB7), mRNA	NM_014424	1.7	20.578
ENSG00000128645	HOXD1	Homo sapiens homeo box D1 (HOXD1), mRNA	NM_024501	1.7	16.408
ENSG00000213445	SIPA1	Homo sapiens signal-induced proliferation-associated gene 1 (SIPA1), transcript variant 1, mRNA	NM_153253	1.7	48.525
ENSG00000107829	SHFM3	Homo sapiens split hand/foot malformation (ectrodactyly) type 3 (SHFM3), mRNA	NM_022039	1.7	78.155
ENSG00000133624	FLJ12700	Homo sapiens hypothetical protein FLJ12700 (FLJ12700), mRNA	NM_024910	1.7	33.636
ENSG00000105388	CEACAM5	Homo sapiens carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5), mRNA	NM_004363	1.7	19.073
ENSG00000169100	SLC25A6	Homo sapiens solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6 (SLC25A6), mRNA	NM_001636	1.7	894.877
ENSG00000129968	C19orf27	Homo sapiens chromosome 19 open reading frame 27 (C19orf27), mRNA	NM_031213	1.7	93.253
ENSG00000020577	SAMD4	Homo sapiens sterile alpha motif domain containing 4 (SAMD4), mRNA	NM_015589	1.7	21.056
ENSG00000197063	MAFG	Homo sapiens v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian) (MAFG), transcript variant 1, mRNA	NM_002359	1.7	245.976
ENSG00000197063	MAFG	Homo sapiens v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian) (MAFG), transcript variant 2, mRNA	NM_032711	1.7	245.976
ENSG00000197530	ZZANK1	Homo sapiens zinc finger, ZZ type with ankyrin repeat domain 1 (ZZANK1), mRNA	NM_080875	1.7	97.015
ENSG00000105722	ERF	Homo sapiens Ets2 repressor factor (ERF), mRNA	NM_006494	1.7	591.605
ENSG00000032444	NTE	Homo sapiens neuropathy target esterase (NTE), mRNA	NM_006702	1.7	85.701
ENSG00000075275	CELSR1	Homo sapiens cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila) (CELSR1), mRNA	NM_014246	1.7	72.027
ENSG00000104881	PPP1R13L	Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 13 like (PPP1R13L), mRNA	NM_006663	1.7	16.114
ENSG00000177340	FLJ13224	Homo sapiens cDNA FLJ13224 fis, clone OVARC1000008.	AK023286	1.7	16.745
ENSG00000196517	SLC6A9	Homo sapiens solute carrier family 6 (neurotransmitter transporter, glycine), member 9 (SLC6A9), transcript variant 1, mRNA	NM_006934	1.7	36.497
ENSG00000167995	VMD2	Homo sapiens vitelliform macular dystrophy (Best disease, bestrophin) (VMD2), mRNA	NM_004183	1.7	17.419
ENSG00000163993	S100P	Homo sapiens S100 calcium binding protein P (S100P), mRNA	NM_005980	1.7	360.904
ENSG00000164949	GEM	Homo sapiens GTP binding protein overexpressed in skeletal muscle (GEM), transcript variant 1, mRNA	NM_005261	1.7	19.411
ENSG00000142102	FLJ22635	Homo sapiens hypothetical protein FLJ22635 (FLJ22635), mRNA	NM_025092	1.7	22.752
ENSG00000132024	FLJ20241	Homo sapiens putative NFkB activating protein (FLJ20241), mRNA	NM_017721	1.7	26.776
ENSG00000135439	CENTG1	Homo sapiens centaurin, gamma 1 (CENTG1), mRNA	NM_014770	1.7	13.328
ENSG00000177548	RABEP2	Homo sapiens rabaptin, RAB GTPase binding effector protein 2 (RABEP2), mRNA	NM_024816	1.7	33.483
ENSG00000217539	IQCB1	Homo sapiens IQ motif containing B1 (IQCB1), mRNA	NM_014642	1.7	14.629
ENSG00000173264	C11ORF4	Homo sapiens chromosome 11 hypothetical protein ORF4 (C11ORF4), mRNA	NM_020155	1.7	15.288
ENSG00000090674	MCOLN1	Homo sapiens mucolipin 1 (MCOLN1), mRNA	NM_020533	1.7	59.194
ENSG00000158792	MGC26885	Homo sapiens hypothetical protein MGC26885 (MGC26885), mRNA	NM_152339	1.7	67.980
ENSG00000128228	SDF2L1	Homo sapiens stromal cell-derived factor 2-like 1 (SDF2L1), mRNA	NM_022044	1.7	149.137
ENSG00000114251	WNT5A	Homo sapiens wingless-type MMTV integration site family, member 5A (WNT5A), mRNA	NM_003392	1.7	19.105
