EntrezID	Symbol	Description	Location	Type	EnsemblID	log2 | Resting Teff RPKM	log2 | Activated Teff RPKM	log2 | Resting Treg RPKM	log2 | Activated Treg RPKM	LR rest | CD25 vs CD4	LR act | CD25 vs CD4	LR CD4 | act vs rest	LR CD25 | act vs rest
26145	IRF2BP1	interferon regulatory factor 2 binding protein 1	Nucleus	transcription regulator	ENSG00000170604	3.544861424	0.880757312	2.381888987	0.487732141	-1.162972437	-0.39302517	-2.664104112	-1.894156845
6494	SIPA1	signal-induced proliferation-associated 1	Cytoplasm	other	ENSG00000213445	4.162907585	1.510913724	2.883975693	1.327960703	-1.278931893	-0.182953021	-2.651993861	-1.556014989
387357	THEMIS	thymocyte selection associated	unknown	other	ENSG00000172673	2.779174871	5.426020418	3.634969918	3.190845994	0.855795048	-2.235174424	2.646845547	-0.444123925
126282	TNFAIP8L1	tumor necrosis factor, alpha-induced protein 8-like 1	unknown	other	ENSG00000185361	3.380657668	0.748359512	2.280875274	0	-1.099782394	-0.748359512	-2.632298155	-2.280875274
23556	PIGN	phosphatidylinositol glycan anchor biosynthesis, class N	Cytoplasm	enzyme	ENSG00000197563	0.742899484	3.36161443	0.648905978	2.900524985	-0.093993506	-0.461089445	2.618714946	2.251619007
79144	PPDPF	pancreatic progenitor cell differentiation and proliferation factor homolog (zebrafish)	unknown	other	ENSG00000125534	4.089419089	1.522831483	2.917278336	1.694420168	-1.172140753	0.171588685	-2.566587606	-1.222858169
84869	CBR4	carbonyl reductase 4	unknown	enzyme	ENSG00000145439	0.857988737	3.410730674	2.33596875	3.227559872	1.477980012	-0.183170803	2.552741937	0.891591122
8851	CDK5R1	cyclin-dependent kinase 5, regulatory subunit 1 (p35)	Nucleus	kinase	ENSG00000176749	3.670774094	1.167960627	3.041061079	2.052163744	-0.629713015	0.884203117	-2.502813467	-0.988897335
4929	NR4A2	nuclear receptor subfamily 4, group A, member 2	Nucleus	ligand-dependent nuclear receptor	ENSG00000153234	3.773060801	1.294624566	4.117576958	3.815963682	0.344516156	2.521339115	-2.478436235	-0.301613276
22898	DENND3	DENN/MADD domain containing 3	unknown	other	ENSG00000105339	3.017336902	0.549720507	2.651900598	0.552986335	-0.365436304	0.003265828	-2.467616395	-2.098914263
55536	CDCA7L	cell division cycle associated 7-like	Nucleus	other	ENSG00000164649	0.614877251	3.069716193	1.284867375	2.962742419	0.669990124	-0.106973773	2.454838942	1.677875044
79874	RABEP2	rabaptin, RAB GTPase binding effector protein 2	Extracellular Space	growth factor	ENSG00000177548	3.24501986	0.798650401	2.804388622	0.302814425	-0.440631237	-0.495835976	-2.446369458	-2.501574197
84263	HSDL2	hydroxysteroid dehydrogenase like 2	Cytoplasm	transporter	ENSG00000119471	0.709248242	3.15504436	1.815151089	2.523030258	1.105902847	-0.632014102	2.445796118	0.707879169
55364	IMPACT	Impact homolog (mouse)	unknown	other	ENSG00000154059	1.697575095	4.126617746	3.097759035	4.011821018	1.40018394	-0.114796728	2.429042651	0.914061983
10865	ARID5A	AT rich interactive domain 5A (MRF1-like)	Nucleus	transcription regulator	ENSG00000196843	6.417471922	3.988964507	5.286728482	4.958174022	-1.13074344	0.969209515	-2.428507415	-0.32855446
9046	DOK2	docking protein 2, 56kDa	Plasma Membrane	other	ENSG00000147443	3.922145744	1.501409004	3.51201298	2.695365502	-0.410132764	1.193956498	-2.42073674	-0.816647478
11112	HIBADH	3-hydroxyisobutyrate dehydrogenase	Cytoplasm	enzyme	ENSG00000106049	1.34678246	3.758008417	2.445242324	3.391908352	1.098459864	-0.366100065	2.411225957	0.946666028
2530	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	Cytoplasm	enzyme	ENSG00000033170	1.000233283	3.399638326	1.279433431	2.61612939	0.279200148	-0.783508936	2.399405043	1.336695959
7975	MAFK	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)	Nucleus	transcription regulator	ENSG00000198517	3.27590342	0.91498043	2.819618365	1.371055755	-0.456285055	0.456075325	-2.36092299	-1.44856261
23162	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	Cytoplasm	other	ENSG00000138834	3.675365186	1.325895201	2.976492177	0.017959031	-0.698873009	-1.30793617	-2.349469984	-2.958533146
1102	RCBTB2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	unknown	other	ENSG00000136161	2.304994886	4.636632041	3.063858969	3.175638527	0.758864083	-1.460993514	2.331637155	0.111779557
29924	EPN1	epsin 1	Plasma Membrane	other	ENSG00000063245	3.550659957	1.224239964	2.916274857	0.898328989	-0.6343851	-0.325910975	-2.326419993	-2.017945868
23625	FAM89B	family with sequence similarity 89, member B	unknown	other	ENSG00000176973	3.71363013	1.404815151	2.76334243	0.926901083	-0.9502877	-0.477914068	-2.308814979	-1.836441347
55601	DDX60	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60	unknown	enzyme	ENSG00000137628	1.639225065	3.947164834	1.900971892	2.925574387	0.261746827	-1.021590447	2.307939768	1.024602495
6641	SNTB1	syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)	Plasma Membrane	other	ENSG00000172164	1.807976542	4.11329582	1.091784007	2.950443128	-0.716192535	-1.162852693	2.305319278	1.858659121
64651	CSRNP1	cysteine-serine-rich nuclear protein 1	Nucleus	transcription regulator	ENSG00000144655	5.35672702	3.054715984	4.865579304	4.021586759	-0.491147715	0.966870775	-2.302011036	-0.843992545
81790	RNF170 (includes EG:81790)	ring finger protein 170	unknown	other	ENSG00000120925	0.731178882	3.029287245	2.292214634	2.344048204	1.561035752	-0.685239041	2.298108363	0.05183357
9896	FIG4	FIG4 homolog, SAC1 lipid phosphatase domain containing (S. cerevisiae)	Cytoplasm	other	ENSG00000112367	1.002589766	3.299074387	1.547683974	2.518597549	0.545094208	-0.780476838	2.296484621	0.970913575
6455	SH3GL1	SH3-domain GRB2-like 1	Cytoplasm	other	ENSG00000141985	3.113638497	0.838099673	2.365024484	0.945148105	-0.748614013	0.107048433	-2.275538824	-1.419876378
115209	OMA1	OMA1 homolog, zinc metallopeptidase (S. cerevisiae)	unknown	peptidase	ENSG00000162600	1.90519001	4.168085391	2.834951148	3.644383991	0.929761138	-0.523701401	2.262895381	0.809432843
55658	RNF126	ring finger protein 126	unknown	other	ENSG00000070423	4.625653279	2.366275221	3.599873136	2.771404965	-1.025780143	0.405129745	-2.259378059	-0.828468171
140862	ISM1	isthmin 1 homolog (zebrafish)	unknown	other	ENSG00000101230	3.053927721	0.812927316	1.994865863	0	-1.059061858	-0.812927316	-2.241000405	-1.994865863
3004	GZMM	granzyme M (lymphocyte met-ase 1)	Cytoplasm	peptidase	ENSG00000197540	3.089399558	0.896322894	1.447495251	0.377766841	-1.641904307	-0.518556053	-2.193076664	-1.06972841
4814	NINJ1	ninjurin 1	Plasma Membrane	other	ENSG00000131669	6.250113432	4.065607143	5.188414469	4.466677674	-1.061698963	0.401070531	-2.184506289	-0.721736795
8542	APOL1	apolipoprotein L, 1	Extracellular Space	transporter	ENSG00000100342	1.174399314	3.345544044	1.233124248	2.979339427	0.058724934	-0.366204617	2.17114473	1.746215179
10428	CFDP1	craniofacial development protein 1	Extracellular Space	other	ENSG00000153774	2.455882054	4.61249008	3.912768594	4.412956391	1.45688654	-0.199533689	2.156608026	0.500187797
4008	LMO7	LIM domain 7	Cytoplasm	enzyme	ENSG00000136153	0.846130048	3.002572864	0.046141604	1.037192824	-0.799988445	-1.965380041	2.156442816	0.99105122
321	APBA2	amyloid beta (A4) precursor protein-binding, family A, member 2	Cytoplasm	transporter	ENSG00000034053	3.960720876	1.80719226	1.733873752	0	-2.226847124	-1.80719226	-2.153528617	-1.733873752
153364	MBLAC2	metallo-beta-lactamase domain containing 2	unknown	other	ENSG00000176055	1.337398484	3.484588395	2.170848376	2.301802363	0.833449892	-1.182786033	2.147189912	0.130953987
1479	CSTF3	cleavage stimulation factor, 3 pre-RNA, subunit 3, 77kDa	Nucleus	other	ENSG00000176102	1.781892559	3.92512606	3.590740504	4.169381685	1.808847945	0.244255625	2.143233501	0.57864118
26228	STAP1	signal transducing adaptor family member 1	Cytoplasm	other	ENSG00000035720	1.19654183	3.338855521	0.757577582	1.157334456	-0.438964248	-2.181521065	2.142313691	0.399756873
9181	ARHGEF2	Rho/Rac guanine nucleotide exchange factor (GEF) 2	Cytoplasm	other	ENSG00000116584	4.899458595	2.780341536	4.267233142	3.299114733	-0.632225454	0.518773198	-2.119117059	-0.968118408
6654	SOS1	son of sevenless homolog 1 (Drosophila)	Cytoplasm	other	ENSG00000115904	4.465790754	6.584137784	5.495497857	6.04430055	1.029707103	-0.539837234	2.11834703	0.548802693
11129	SFRS16	splicing factor, arginine/serine-rich 16	Nucleus	other	ENSG00000104859	3.083091106	0.977477283	2.761310397	0.417101055	-0.321780709	-0.560376228	-2.105613823	-2.344209342
54536	EXOC6	exocyst complex component 6	unknown	transporter	ENSG00000138190	1.397544225	3.500060087	2.840220251	3.504156072	1.442676026	0.004095985	2.102515862	0.663935821
10174	SORBS3	sorbin and SH3 domain containing 3	Cytoplasm	other	ENSG00000120896	3.547689051	1.448307181	1.756208388	0.434340213	-1.791480663	-1.013966968	-2.099381869	-1.321868175
4939	OAS2	2-5-oligoadenylate synthetase 2, 69/71kDa	Cytoplasm	enzyme	ENSG00000111335	3.595532296	5.68404908	4.11216304	4.558803317	0.516630744	-1.125245762	2.088516783	0.446640277
10964	IFI44L	interferon-induced protein 44-like	unknown	other	ENSG00000137959	2.057864355	4.142727774	1.376709955	1.826277128	-0.6811544	-2.316450645	2.084863419	0.449567173
4793	NFKBIB	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta	Nucleus	transcription regulator	ENSG00000104825	4.25194468	2.17782252	3.137018419	2.991635447	-1.114926261	0.813812926	-2.07412216	-0.145382973
4094	MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	Nucleus	transcription regulator	ENSG00000178573	4.42083975	6.493869485	5.923690314	6.481834883	1.502850564	-0.012034602	2.073029735	0.558144569
3783	KCNN4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	Plasma Membrane	ion channel	ENSG00000104783	3.730098205	1.657355299	3.367726251	2.624226073	-0.362371954	0.966870775	-2.072742906	-0.743500178
30844	EHD4	EH-domain containing 4	Plasma Membrane	enzyme	ENSG00000103966	5.810776548	3.73914939	4.998365732	4.286706009	-0.812410816	0.547556619	-2.071627158	-0.711659723
10800	CYSLTR1	cysteinyl leukotriene receptor 1	Plasma Membrane	G-protein coupled receptor	ENSG00000173198	3.581461793	5.638199752	3.336304213	3.801326858	-0.24515758	-1.836872894	2.056737959	0.465022645
9986	RCE1	RCE1 homolog, prenyl protein peptidase (S. cerevisiae)	Cytoplasm	peptidase	ENSG00000173653	3.666699525	1.630195787	2.995356159	2.104976005	-0.671343366	0.474780217	-2.036503738	-0.890380155
54674	LRRN3	leucine rich repeat neuronal 3	Extracellular Space	other	ENSG00000173114	3.230068322	5.254121262	0.656697128	1.922058061	-2.573371194	-3.332063202	2.024052941	1.265360933
80148	PQLC1	PQ loop repeat containing 1	unknown	other	ENSG00000122490	3.159529482	1.151399306	2.103235517	1.653162926	-1.056293965	0.501763621	-2.008130176	-0.450072591
997	CDC34 (includes EG:997)	cell division cycle 34 homolog (S. cerevisiae)	Nucleus	enzyme	ENSG00000099804	4.202656805	2.196578655	3.484716607	2.487339041	-0.717940198	0.290760386	-2.006078149	-0.997377566
10611	PDLIM5	PDZ and LIM domain 5	Cytoplasm	other	ENSG00000163110	1.526659284	3.525567092	3.187786208	3.69415078	1.661126924	0.168583688	1.998907808	0.506364573
1613	DAPK3	death-associated protein kinase 3	Cytoplasm	kinase	ENSG00000167657	3.234983851	1.246439332	2.629012085	1.276009012	-0.605971766	0.02956968	-1.988544519	-1.353003073
81577	GFOD2	glucose-fructose oxidoreductase domain containing 2	unknown	enzyme	ENSG00000141098	3.293220447	1.305904272	2.846429385	0.062455458	-0.446791062	-1.243448814	-1.987316175	-2.783973928
83986	ITFG3	integrin alpha FG-GAP repeat containing 3	unknown	other	ENSG00000167930	3.23241163	1.250786525	2.555653662	1.329265805	-0.676757968	0.07847928	-1.981625105	-1.226387857
84971	ATG4D (includes EG:84971)	ATG4 autophagy related 4 homolog D (S. cerevisiae)	Cytoplasm	peptidase	ENSG00000130734	3.638710862	1.662380056	2.950518007	1.572182841	-0.688192854	-0.090197215	-1.976330806	-1.378335167
5921	RASA1	RAS p21 protein activator (GTPase activating protein) 1	Cytoplasm	transporter	ENSG00000145715	3.338658241	5.310395012	4.864010545	4.932831469	1.525352304	-0.377563543	1.971736771	0.068820924
9849	ZNF518A	zinc finger protein 518A	unknown	other	ENSG00000177853	1.617330108	3.582836277	2.275012729	3.191549293	0.65768262	-0.391286983	1.965506169	0.916536565
400073	C12ORF76	chromosome 12 open reading frame 76	unknown	other	ENSG00000174456	2.313358584	4.277909563	2.408419872	2.389317535	0.095061287	-1.888592028	1.964550979	-0.019102337
201973	CCDC111	coiled-coil domain containing 111	unknown	other	ENSG00000164306	1.131469221	3.091600253	2.12950214	2.869002706	0.99803292	-0.222597547	1.960131032	0.739500565
55178	RNMTL1	RNA methyltransferase like 1	unknown	enzyme	ENSG00000171861	3.019389291	1.062748643	2.6180077	2.429465067	-0.401381591	1.366716424	-1.956640648	-0.188542633
54980	C2ORF42	chromosome 2 open reading frame 42	unknown	other	ENSG00000115998	1.641916108	3.591715406	2.706788648	3.201674093	1.06487254	-0.390041312	1.949799298	0.494885445
3726	JUNB	jun B proto-oncogene	Nucleus	transcription regulator	ENSG00000171223	5.820960188	3.872673063	4.979281968	4.586075012	-0.84167822	0.713401949	-1.948287125	-0.393206956
79169	C1ORF35	chromosome 1 open reading frame 35	unknown	other	ENSG00000143793	3.629584407	1.681522572	2.660116153	1.789211371	-0.969468254	0.107688799	-1.948061835	-0.870904782
9854	C2CD2L	C2CD2-like	unknown	other	ENSG00000172375	3.383546951	1.435687545	2.947985459	1.07263299	-0.435561492	-0.363054556	-1.947859405	-1.87535247
64837	KLC2	kinesin light chain 2	Cytoplasm	other	ENSG00000174996	3.206617903	1.258964281	2.550200566	1.380127642	-0.656417337	0.121163361	-1.947653622	-1.170072924
84067	FAM160A2	family with sequence similarity 160, member A2	unknown	other	ENSG00000051009	3.202946058	1.262046381	2.609685344	0.495562815	-0.593260714	-0.766483566	-1.940899678	-2.114122529
2794	GNL1	guanine nucleotide binding protein-like 1	unknown	other	ENSG00000204590	5.215600266	3.277950648	4.231338127	3.465286107	-0.98426214	0.187335459	-1.937649618	-0.76605202
5905	RANGAP1	Ran GTPase activating protein 1	Cytoplasm	other	ENSG00000100401	5.218735804	3.28429196	4.430177494	3.728106213	-0.78855831	0.443814253	-1.934443844	-0.702071281
87	ACTN1	actinin, alpha 1	Cytoplasm	other	ENSG00000072110	4.68271471	2.748547866	3.542849576	2.674413284	-1.139865134	-0.074134582	-1.934166844	-0.868436292
391	RHOG	ras homolog gene family, member G (rho G)	Cytoplasm	enzyme	ENSG00000177105	6.763848325	4.830848895	6.366273389	5.537191303	-0.397574936	0.706342408	-1.93299943	-0.829082087
1454	CSNK1E	casein kinase 1, epsilon	Cytoplasm	kinase	ENSG00000213923	3.775521124	1.848803131	3.382127188	2.402400876	-0.393393936	0.553597745	-1.926717993	-0.979726312
26051	PPP1R16B	protein phosphatase 1, regulatory (inhibitor) subunit 16B	Plasma Membrane	phosphatase	ENSG00000101445	6.327772253	4.412076961	6.088979234	5.190946963	-0.238793019	0.778870002	-1.915695292	-0.898032271
154467	C6ORF129	chromosome 6 open reading frame 129	unknown	other	ENSG00000198937	3.635616212	1.734472902	3.707109028	3.645601125	0.071492816	1.911128223	-1.901143309	-0.061507903
374354	NHLRC2	NHL repeat containing 2	unknown	enzyme	ENSG00000196865	1.181685043	3.081971821	2.455839647	3.228813844	1.274154604	0.146842023	1.900286779	0.772974197
2355	FOSL2	FOS-like antigen 2	Nucleus	transcription regulator	ENSG00000075426	3.332512138	1.434244443	4.043845028	4.803842423	0.71133289	3.36959798	-1.898267695	0.759997395
85363	TRIM5	tripartite motif-containing 5	Cytoplasm	other	ENSG00000132256	2.008533944	3.905859773	2.820103309	3.157721112	0.811569364	-0.748138661	1.897325829	0.337617803
64167	ERAP2	endoplasmic reticulum aminopeptidase 2	Cytoplasm	peptidase	ENSG00000164308	5.226155177	7.115708217	5.438532051	6.283570824	0.212376874	-0.832137393	1.88955304	0.845038774
79912	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1	unknown	other	ENSG00000121350	4.727270758	6.610282924	5.453894081	6.372308244	0.726623323	-0.23797468	1.883012166	0.918414163
151556	GPR155	G protein-coupled receptor 155	Plasma Membrane	G-protein coupled receptor	ENSG00000163328	2.795055773	4.664688352	3.464668391	2.869217232	0.669612618	-1.79547112	1.869632578	-0.595451159
29950	SERTAD1	SERTA domain containing 1	Nucleus	transcription regulator	ENSG00000197019	3.352753429	1.489340509	2.770905806	1.932816606	-0.581847623	0.443476097	-1.86341292	-0.8380892
114881	OSBPL7	oxysterol binding protein-like 7	Cytoplasm	other	ENSG00000006025	3.0303869	1.169885575	2.913703011	0	-0.11668389	-1.169885575	-1.860501325	-2.913703011
84899	TMTC4	transmembrane and tetratricopeptide repeat containing 4	unknown	other	ENSG00000125247	1.354098177	3.211935108	2.543711746	2.299357305	1.189613569	-0.912577803	1.857836931	-0.244354441
57455	REXO1	REX1, RNA exonuclease 1 homolog (S. cerevisiae)	Nucleus	transcription regulator	ENSG00000079313	3.503559604	1.646807772	2.593319349	1.047001115	-0.910240256	-0.599806656	-1.856751832	-1.546318233
10561	IFI44	interferon-induced protein 44	Cytoplasm	other	ENSG00000137965	3.710106223	5.56562604	3.762569811	3.201960144	0.052463588	-2.363665897	1.855519818	-0.560609667
84525	HOPX	HOP homeobox	Nucleus	transcription regulator	ENSG00000171476	1.563893524	3.417637717	3.239457664	3.142352816	1.67556414	-0.275284902	1.853744193	-0.097104849
10780	ZNF234	zinc finger protein 234	Nucleus	other	ENSG00000159905	1.634698949	3.488416939	2.375556762	2.925653361	0.740857813	-0.562763578	1.853717989	0.550096598
126068	ZNF441	zinc finger protein 441	Nucleus	other	ENSG00000197044	1.220717929	3.053568522	1.569617261	2.547066159	0.348899333	-0.506502363	1.832850593	0.977448898
55362	TMEM63B	transmembrane protein 63B	unknown	other	ENSG00000137216	3.278251564	1.450171717	2.854502686	1.181291687	-0.423748878	-0.26888003	-1.828079847	-1.673210999
94240	EPSTI1	epithelial stromal interaction 1 (breast)	unknown	other	ENSG00000133106	3.937701184	5.764524077	4.392658416	5.337576782	0.454957233	-0.426947295	1.826822893	0.944918366
8624	PSMG1	proteasome (prosome, macropain) assembly chaperone 1	Plasma Membrane	other	ENSG00000183527	1.532112931	3.357842748	2.956711847	3.941245031	1.424598916	0.583402283	1.825729817	0.984533184
10188	TNK2	tyrosine kinase, non-receptor, 2	Cytoplasm	kinase	ENSG00000061938	3.575040901	1.751570307	2.664609504	0	-0.910431396	-1.751570307	-1.823470594	-2.664609504
1119	CHKA	choline kinase alpha	Cytoplasm	kinase	ENSG00000110721	3.270262805	1.447438684	2.297269356	2.472024956	-0.972993449	1.024586272	-1.822824122	0.1747556
9324	HMGN3	high mobility group nucleosomal binding domain 3	Nucleus	other	ENSG00000118418	3.467044059	5.286035121	4.446825342	4.714454624	0.979781283	-0.571580497	1.818991062	0.267629282
148022	TICAM1	toll-like receptor adaptor molecule 1	Nucleus	other	ENSG00000127666	3.385937981	1.56760611	2.583059485	0.59533209	-0.802878495	-0.97227402	-1.818331871	-1.987727396
8727	CTNNAL1	catenin (cadherin-associated protein), alpha-like 1	Plasma Membrane	other	ENSG00000119326	3.012358801	1.197454343	3.946334858	4.211393371	0.933976057	3.013939028	-1.814904458	0.265058513
120526	DNAJC24	DnaJ (Hsp40) homolog, subfamily C, member 24	unknown	other	ENSG00000170946	2.105509689	3.917967405	2.768862189	3.383631953	0.6633525	-0.534335452	1.812457716	0.614769764
8434	RECK	reversion-inducing-cysteine-rich protein with kazal motifs	Plasma Membrane	other	ENSG00000122707	1.812989555	3.624913572	2.1049249	2.118430352	0.291935345	-1.50648322	1.811924017	0.013505451
3433	IFIT2	interferon-induced protein with tetratricopeptide repeats 2	unknown	other	ENSG00000119922	1.904876704	3.707876098	1.777060712	0.747974286	-0.127815992	-2.959901811	1.802999394	-1.029086425
7227	TRPS1	trichorhinophalangeal syndrome I	Nucleus	transcription regulator	ENSG00000104447	3.177933166	1.37602368	2.17726691	0.853970183	-1.000666256	-0.522053497	-1.801909486	-1.323296727
170394	PWWP2B	PWWP domain containing 2B	unknown	other	ENSG00000171813	3.113771519	1.31811315	2.284323006	0.08531158	-0.829448513	-1.23280157	-1.79565837	-2.199011427
23466	CBX6	chromobox homolog 6	Nucleus	other	ENSG00000183741	3.968878994	2.177148037	3.335884324	2.742860902	-0.632994669	0.565712864	-1.791730956	-0.593023423
1871	E2F3	E2F transcription factor 3	Nucleus	transcription regulator	ENSG00000112242	3.129823925	4.920079291	3.863990481	4.602992167	0.734166556	-0.317087124	1.790255367	0.739001686
57447	NDRG2	NDRG family member 2	Cytoplasm	other	ENSG00000165795	3.303322095	1.513637627	2.681481344	0.187726652	-0.621840751	-1.325910975	-1.789684468	-2.493754692
