Gene ID	Fold Change	Gene Symbol	Gene Title
Gga.4888.1.S1_s_at	0.352916753	PTP4A1	protein tyrosine phosphatase type IVA, member 1
GgaAffx.26393.1.S1_at	0.356042174	---	---
Gga.2081.1.S1_at	0.357941834	GATA5	GATA binding protein 5
Gga.805.1.S1_at	0.359087021	EPHA3	EPH receptor A3
GgaAffx.24435.1.S1_s_at	0.359811482	CDCA3	cell division cycle associated 3
Gga.3820.3.S1_s_at	0.360682876	NASP	nuclear autoantigenic sperm protein (histone-binding)
Gga.17508.1.S1_at	0.3619326	FSTL1	follistatin-like 1
GgaAffx.240.5.S1_s_at	0.363866667	RCJMB04_7e17	heterogeneous nuclear ribonucleoprotein M
Gga.1964.1.S1_s_at	0.364780528	MYO10	myosin X
GgaAffx.11745.1.S1_s_at	0.367005533	BIN1	bridging integrator 1
GgaAffx.22916.1.S1_at	0.372357881	DISP1	dispatched homolog 1 (Drosophila)
GgaAffx.12208.1.S1_s_at	0.376600698	RCJMB04_10l13	kinesin family member 20A
Gga.16092.1.S1_at	0.378576413	---	---
Gga.5626.1.S1_s_at	0.379232902	EVL	Enah/Vasp-like
Gga.7533.1.S1_at	0.379328659	TMEM46	transmembrane protein 46
Gga.1002.1.S1_at	0.379620035	LOC395566	T-protein
Gga.9745.1.S1_at	0.381491605	LOC418817	similar to AP-2 repressor
Gga.3035.1.S1_at	0.381690253	EPAS1	endothelial PAS domain protein 1
Gga.4370.2.S1_s_at	0.382269121	MCM6	minichromosome maintenance complex component 6
Gga.6651.1.S1_at	0.382294146	LOC425103	similar to Uncharacterized protein C20orf129
Gga.10960.1.S1_at	0.383095238	COLEC12	collectin sub-family member 12
Gga.4061.2.S1_a_at	0.383406725	HMGB2	high-mobility group box 2
Gga.4491.1.S1_s_at	0.383996356	LSP1	lymphocyte-specific protein 1
Gga.2010.2.S1_a_at	0.384853368	TOP2A	topoisomerase (DNA) II alpha 170kDa
GgaAffx.7677.2.S1_s_at	0.384923817	EXOC5	exocyst complex component 5
Gga.16314.1.S1_at	0.389195416	KIAA1913	KIAA1913
GgaAffx.9403.1.S1_s_at	0.390375204	NAT13	N-acetyltransferase 13
Gga.9936.1.S1_at	0.392123288	AURKA	Aurora kinase A
GgaAffx.11490.1.S1_s_at	0.393195414	KIAA1524	KIAA1524
Gga.6008.1.S1_at	0.395162774	CDC45L	CDC45 cell division cycle 45-like (S. cerevisiae)
GgaAffx.11466.1.S1_at	0.397536025	C14orf169	chromosome 14 open reading frame 169
GgaAffx.21799.1.S1_at	0.399072374	RCJMB04_29l6	CKLF-like MARVEL transmembrane domain containing 3
GgaAffx.5725.1.S1_s_at	0.399243466	ACTL6A	actin-like 6A
Gga.4129.1.S1_at	0.400262335	CCNA2	cyclin A2
GgaAffx.26432.1.S1_s_at	0.402352659	COL11A1	collagen, type XI, alpha 1
Gga.9475.1.S1_x_at	0.405698597	UBA7	ubiquitin-like modifier activating enzyme 7
Gga.6001.2.S1_a_at	0.40611424	LOC416283	similar to RIKEN cDNA 3010026O09
GgaAffx.12587.1.S1_s_at	0.408405105	CKAP2	cytoskeleton associated protein 2
GgaAffx.22723.1.S1_at	0.409326425	EHBP1	EH domain binding protein 1
Gga.16496.1.A1_at	0.409674126	NACA	Nascent polypeptide-associated complex alpha subunit
GgaAffx.3526.1.S1_at	0.411445572	LOC416005	hypothetical LOC416005
GgaAffx.3712.1.S1_s_at	0.413354787	DAK	dihydroxyacetone kinase 2 homolog (S. cerevisiae)
Gga.3135.1.S1_at	0.413539367	---	---
GgaAffx.25280.1.S1_at	0.414073719	COTL1	coactosin-like 1 (Dictyostelium)
Gga.7530.1.S1_at	0.41456	---	---
Gga.2028.1.S1_at	0.4148659	---	---
Gga.8001.3.S1_a_at	0.416577349	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1
Gga.1607.2.S1_s_at	0.417229059	---	---
GgaAffx.22942.1.S1_at	0.417267628	NAF1	nuclear assembly factor 1 homolog (S. cerevisiae)
Gga.1846.1.S1_at	0.420552525	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C
Gga.15885.1.S1_at	0.420823436	SACS	spastic ataxia of Charlevoix-Saguenay (sacsin)
Gga.7985.1.S1_at	0.421856849	---	---
GgaAffx.11002.1.S1_at	0.421884687	CUL5	cullin 5
Gga.10018.1.S1_at	0.422892552	RIN3	Ras and Rab interactor 3
GgaAffx.26430.2.S1_s_at	0.424107968	FAM120A	family with sequence similarity 120A
Gga.18605.1.S1_at	0.424485224	---	---
Gga.12557.1.S1_at	0.425199362	TMEFF2	transmembrane protein with EGF-like and two follistatin-like domains 2
GgaAffx.7092.1.S1_at	0.425517336	GNPAT	glyceronephosphate O-acyltransferase
Gga.3820.1.S1_s_at	0.425976811	NASP	nuclear autoantigenic sperm protein (histone-binding)
Gga.8451.1.S1_a_at	0.426470588	TERF1	telomeric repeat binding factor (NIMA-interacting) 1
Gga.18504.1.S1_at	0.427433894	PARVA	parvin, alpha
Gga.3323.1.S1_s_at	0.427669452	FABP5	fatty acid binding protein 5
GgaAffx.2611.1.S1_at	0.428373126	FBXL10	F-box and leucine-rich repeat protein 10
Gga.2364.1.S1_s_at	0.428537399	LOC423793	similar to M-phase phosphoprotein 1
Gga.4058.1.S1_at	0.428719929	LOC396473	myristoylated alanine-rich C kinase substrate (MARCKS)
GgaAffx.11993.1.S1_s_at	0.429170639	WDFY2	WD repeat and FYVE domain containing 2
Gga.2550.1.S1_at	0.429665738	MAT1A	methionine adenosyltransferase I, alpha
GgaAffx.10518.1.S1_s_at	0.430873348	MELK	maternal embryonic leucine zipper kinase
Gga.5919.1.S1_at	0.43100006	CYCS	cytochrome c, somatic
GgaAffx.26771.1.S1_s_at	0.433768162	LIMA1	LIM domain and actin binding 1
Gga.2413.1.S1_at	0.433881034	HBG1	hemoglobin, gamma A
GgaAffx.11442.1.S1_at	0.435524652	NASP	nuclear autoantigenic sperm protein (histone-binding)
GgaAffx.13014.1.S1_at	0.436950732	RCJMB04_29l6	CKLF-like MARVEL transmembrane domain containing 3
GgaAffx.5725.1.S1_at	0.437887429	ACTL6A	actin-like 6A
Gga.3680.1.S1_at	0.439034716	---	---
Gga.3973.1.S1_at	0.439935267	TWIST1	twist homolog 1 (Drosophila)
Gga.2325.2.S1_s_at	0.440609952	NUPL1	nucleoporin like 1
GgaAffx.7833.1.S1_s_at	0.442512077	GNG2	guanine nucleotide binding protein (G protein), gamma 2
Gga.16413.1.A1_a_at	0.445521962	FGFR3	fibroblast growth factor receptor 3
GgaAffx.2568.1.S1_at	0.445754717	SH3BP4	SH3-domain binding protein 4
GgaAffx.24790.1.S1_at	0.445796773	SFRS15	splicing factor, arginine/serine-rich 15
Gga.9693.1.S1_at	0.446435237	HEATR2	HEAT repeat containing 2
Gga.16477.1.S1_at	0.446632695	---	---
Gga.1815.1.S1_at	0.446714814	TUBB2B	tubulin, beta 2B
Gga.3169.1.S1_at	0.447442289	CDCA3	cell division cycle associated 3
GgaAffx.9737.2.S1_s_at	0.448136341	TOMM70A	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)
Gga.17805.1.S1_s_at	0.448455428	HNRPA3	heterogeneous nuclear ribonucleoprotein A3
GgaAffx.8095.1.S1_at	0.448500967	GNPTAB	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits
GgaAffx.8053.1.S1_at	0.449971248	JARID2	jumonji, AT rich interactive domain 2
Gga.1029.3.S1_a_at	0.450802181	RBBP4	retinoblastoma binding protein 4
Gga.5627.1.S1_at	0.452212806	LIPG	Lipase, endothelial
Gga.6990.1.S1_s_at	0.452614039	SNAPC5	small nuclear RNA activating complex, polypeptide 5, 19kDa
GgaAffx.22971.1.S1_s_at	0.453806801	MPP5	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)
Gga.5109.1.S1_s_at	0.455201986	MYCN	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)
GgaAffx.24988.1.S1_at	0.455499234	LOC421986	similar to Protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma
Gga.14999.1.S1_at	0.455813953	PXDN	peroxidasin homolog (Drosophila)
Gga.14768.1.S1_at	0.456781046	---	---
Gga.2406.1.S1_at	0.457052943	DPY19L1	dpy-19-like 1 (C. elegans)
GgaAffx.8419.1.S1_s_at	0.457717327	LOC425964 /// LOC431192	similar to guanine nucleotide exchange factor /// similar to alternate SOS1
GgaAffx.3765.1.S1_s_at	0.457807953	CDC7	cell division cycle 7 homolog (S. cerevisiae)
Gga.3802.2.S1_a_at	0.458112527	PDIA3	protein disulfide isomerase family A, member 3
Gga.16596.1.S1_at	0.459619068	PID1	phosphotyrosine interaction domain containing 1
Gga.19187.1.S1_at	0.460759494	RCJMB04_21i6	ER lipid raft associated 1
GgaAffx.7758.2.S1_s_at	0.461657033	METAP1	methionyl aminopeptidase 1
GgaAffx.26068.1.S1_s_at	0.462248209	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3 (2H9)
Gga.851.1.S1_at	0.464453551	HBB	hemoglobin, beta
GgaAffx.9818.5.S1_s_at	0.464882943	PREP	prolyl endopeptidase
GgaAffx.20296.1.S1_at	0.46582208	LOC777450	Similar to similar to 60 kDa heat shock protein, mitochondrial precursor (Hsp60) (60 kDa chaperonin) (CPN60) (Heat shock protein 60) (HSP-60) (Mitochondrial matrix protein P1) (HSP-65)
Gga.4891.1.S1_s_at	0.466335083	RCJMB04_2g17	heterogeneous nuclear ribonucleoprotein A2/B1
Gga.13855.1.S1_at	0.467025572	---	---
Gga.9475.1.S1_at	0.469047703	UBA7	ubiquitin-like modifier activating enzyme 7
GgaAffx.11965.1.S1_s_at	0.46980621	HSPD1 /// LOC777492	heat shock 60kDa protein 1 (chaperonin) /// similar to similar to 60 kDa heat shock protein, mitochondrial precursor (Hsp60) (60 kDa chaperonin) (CPN60) (Heat shock protein 60) (HSP-60) (Mitochondrial matrix protein P1) (HSP-65)
Gga.16843.1.S1_s_at	0.470523369	LOC769938 /// SEPHS1	similar to selenium donor protein /// selenophosphate synthetase 1
Gga.4684.1.S1_at	0.471423542	SFPQ	splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated)
Gga.12955.1.S1_at	0.471423906	RCJMB04_3p2	BCL2-antagonist/killer 1
GgaAffx.24308.1.S1_s_at	0.471700508	BCLAF1	BCL2-associated transcription factor 1
Gga.19048.1.S1_at	0.473168895	ATAD3A	ATPase family, AAA domain containing 3A
GgaAffx.25896.1.S1_s_at	0.473914775	SLC1A3	solute carrier family 1 (glial high affinity glutamate transporter), member 3
Gga.1984.2.A1_a_at	0.474674051	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)
Gga.8462.1.S1_at	0.474785147	BUB1B	BUB1 budding uninhibited by benzimidazoles 1 homolog beta (yeast)
GgaAffx.10754.1.S1_at	0.474887058	UXS1	UDP-glucuronate decarboxylase 1
Gga.12460.1.S1_at	0.475083852	CENPP	centromere protein P
GgaAffx.9018.1.S1_at	0.475621222	NUP50	nucleoporin 50kDa
GgaAffx.23665.1.S1_at	0.476173334	LOC417956 /// LOC417957 /// LOC769845 /// LOC769973 /// LOC770188 /// LOC770267	similar to histone H2B /// similar to histone H2B /// similar to histone H2B /// similar to histone H2B /// similar to histone H2B /// similar to histone H2B
Gga.13418.1.S1_at	0.476895044	SLC35B4	Solute carrier family 35, member B4
GgaAffx.12715.1.S1_s_at	0.477068449	RCJMB04_21j8	glia maturation factor, beta
GgaAffx.11738.1.S1_s_at	0.47804405	EGR1	early growth response 1
GgaAffx.11732.1.S1_at	0.47843405	CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family)
Gga.13103.1.S1_s_at	0.479172821	---	---
GgaAffx.26068.1.S1_at	0.479336319	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3 (2H9)
Gga.3179.1.S1_at	0.479350583	BASP1	brain abundant, membrane attached signal protein 1
Gga.15791.2.S1_s_at	0.479653406	RCJMB04_27j6	eukaryotic translation initiation factor 1A, Y-linked
Gga.18801.1.S1_at	0.47970174	---	---
Gga.1368.1.S1_at	0.479703785	LMNB1	lamin B1
Gga.6100.2.S1_a_at	0.479742612	LSM6	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)
Gga.13500.1.S1_at	0.479950059	SFRS3	Splicing factor, arginine/serine-rich 3
Gga.17477.1.S1_at	0.479951885	ATP13A3	ATPase type 13A3
Gga.14536.1.S1_at	0.480331899	---	---
Gga.9398.1.S1_at	0.480517782	KIF15	kinesin family member 15
GgaAffx.26234.1.S1_s_at	0.480620155	KNTC1	kinetochore associated 1
GgaAffx.24944.3.S1_s_at	0.48170406	PXDN	peroxidasin homolog (Drosophila)
Gga.1188.1.S1_at	0.482827526	CIAO1	cytosolic iron-sulfur protein assembly 1 homolog (S. cerevisiae)
Gga.5308.1.S1_at	0.485723251	EXOSC3	exosome component 3
GgaAffx.25283.1.S1_s_at	0.486099044	---	---
Gga.2200.1.S1_at	0.486291938	CYR61	cysteine-rich, angiogenic inducer, 61
Gga.4698.1.S1_s_at	0.486862442	PSMC3IP	PSMC3 interacting protein
GgaAffx.25609.2.S1_s_at	0.486908641	NCKAP1	NCK-associated protein 1
Gga.3562.1.S1_at	0.486981678	COL11A1	collagen, type XI, alpha 1
Gga.19934.1.S1_at	0.487325729	SNAI2	snail homolog 2 (Drosophila)
Gga.9290.1.S2_at	0.488365651	HS2ST1	heparan sulfate 2-O-sulfotransferase 1
Gga.8510.1.S1_at	0.48849055	---	---
Gga.726.2.S1_a_at	0.489485347	CDC2	cell division cycle 2, G1 to S and G2 to M
Gga.1846.1.S2_at	0.489547038	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C
Gga.7477.1.S1_s_at	0.489784255	MSH6	mutS homolog 6 (E. coli)
Gga.9290.1.S1_at	0.489885892	HS2ST1	heparan sulfate 2-O-sulfotransferase 1
GgaAffx.23250.1.S1_s_at	0.490125673	PAPSS1	3-phosphoadenosine 5-phosphosulfate synthase 1
GgaAffx.21799.1.S1_s_at	0.492551911	RCJMB04_29l6	CKLF-like MARVEL transmembrane domain containing 3
Gga.9697.1.S1_s_at	0.492940823	PNN	pinin, desmosome associated protein
GgaAffx.26393.1.S1_s_at	0.49327818	---	---
Gga.17892.1.S1_at	0.493545785	---	---
GgaAffx.20467.1.S1_at	0.493736298	---	---
GgaAffx.11578.1.S1_s_at	0.493780579	KPNA2	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)
GgaAffx.11836.1.S1_at	0.493857948	WDSOF1	WD repeats and SOF1 domain containing
Gga.2679.2.S1_a_at	0.494871427	FBLN1	fibulin 1
GgaAffx.12419.1.S1_s_at	0.495168148	DTL	denticleless homolog (Drosophila)
Gga.3146.1.S1_at	0.495341108	CCNB2	cyclin B2
Gga.8376.1.S1_s_at	0.496317348	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide 18kDa
GgaAffx.21814.1.S1_s_at	0.497550735	LIMS1 /// LOC771176	LIM and senescent cell antigen-like domains 1 /// hypothetical protein LOC771176
Gga.14419.1.S1_s_at	0.498417006	CHORDC1	cysteine and histidine-rich domain (CHORD)-containing 1
Gga.12465.1.S1_at	0.49952902	---	---
