Gene Symbol	Rank	Gene Name	P-Value	Q-Value
IPO7	301	3319840_IPO7	0.00265929	0.165282392
PRNP	302	3874751_PRNP	0.002688689	0.166204621
SLC35E3	303	3421244_SLC35E3	0.002691897	0.166204621
DKFZP434B0335	304	3062794_DKFZP434B0335	0.002700984	0.166217105
PTP4A1	305	2911903_PTP4A1	0.002721296	0.166266234
DDX19B	306	3667155_DDX19B	0.002730917	0.166266234
ZNF597	307	3677612_ZNF597	0.002732521	0.166266234
SFXN5	308	2559386_SFXN5	0.002737332	0.166266234
ISCU	309	3430776_ISCU	0.002757109	0.166925566
C11orf24	310	3379452_C11orf24	0.002918003	0.175416667
DSE	311	2922631_DSE	0.002924417	0.175416667
SFRS6	312	3886050_SFRS6	0.002925486	0.175416667
TPD52	313	3141857_TPD52	0.002971991	0.177142857
TM7SF3	314	3448481_TM7SF3	0.002977336	0.177142857
TMEM67	315	3107242_TMEM67	0.002982681	0.177142857
---	316	3894571_---	0.003047359	0.180411392
ZNF367	317	3216319_ZNF367	0.003110434	0.183564669
C17orf65	318	3758928_C17orf65	0.003165491	0.186226415
TREML2	319	2953536_TREML2	0.00319489	0.187366771
EIF2S1	320	3541137_EIF2S1	0.003215737	0.188
GLT8D1	321	2676319_GLT8D1	0.00323979	0.188816199
UBE2G2	322	3934652_UBE2G2	0.003275069	0.190279503
MON2	323	3419239_MON2	0.003333333	0.192092308
AKNA	324	3221916_AKNA	0.003334937	0.192092308
FAM126B	325	2594627_FAM126B	0.003337075	0.192092308
POLR2H	326	2655773_POLR2H	0.003351507	0.192331288
LAMP3	327	2707876_LAMP3	0.003365405	0.192538226
TSHZ1	328	3794056_TSHZ1	0.00340015	0.193932927
CCDC88C	329	3576441_CCDC88C	0.003452534	0.196322188
TGS1	330	3098935_TGS1	0.003524161	0.199787879
SH2B2	331	3016636_SH2B2	0.003574407	0.202024169
SETX	332	3228007_SETX	0.003619307	0.203945783
TRIM35	333	3128954_TRIM35	0.00366795	0.206066066
HIST1H2BE	334	2899194_HIST1H2BE	0.003764165	0.210838323
RETSAT	335	2562233_RETSAT	0.003868399	0.216029851
ASTN2	336	3222534_ASTN2	0.00392987	0.218783383
TGFBR1	337	3181728_TGFBR1	0.003941095	0.218783383
ZNF425	338	3078493_ZNF425	0.00396301	0.219349112
RALGDS	339	3228463_RALGDS	0.004005238	0.221032448
TOP3A	340	3748262_TOP3A	0.004079004	0.223216374
CDCA3	341	3442322_CDCA3	0.004080607	0.223216374
CEP76	342	3799542_CEP76	0.004080607	0.223216374
ZNF28	343	3869815_ZNF28	0.004108403	0.224081633
STK11	344	3815566_STK11	0.004124973	0.224331395
DHX33	345	3742727_DHX33	0.004168805	0.226057971
KCNS3	346	2471384_KCNS3	0.004197135	0.226936416
RABGGTA	347	3558071_RABGGTA	0.004232948	0.227873563
RAB43	348	2694598_RAB43	0.004238828	0.227873563
tcag7.1177	349	3063856_tcag7.1177	0.00432275	0.231719198
TMEM156	350	2766289_TMEM156	0.004372461	0.233076923
CYP4F3	351	3823304_CYP4F3	0.004372996	0.233076923
NKIRAS2	352	3721579_NKIRAS2	0.00448792	0.238522727
FOSL1	353	3377988_FOSL1	0.004521595	0.239631728
ZMAT3	354	2706791_ZMAT3	0.004564357	0.241214689
TYMS	355	3775842_TYMS	0.004580393	0.241380282
DEAF1	356	3358262_DEAF1	0.004649348	0.242924791
PTTG2	357	2723924_PTTG2	0.004656831	0.242924791
PPBP	358	2773358_PPBP	0.004656831	0.242924791
SUSD3	359	3179646_SUSD3	0.004661642	0.242924791
BBS4	360	3600960_BBS4	0.00476053	0.247388889
C4orf21	361	2782292_C4orf21	0.004811311	0.24933518
DACT1	362	3538087_DACT1	0.004849797	0.250635359
SPPL2A	363	3623865_SPPL2A	0.004867436	0.250853995
NFYB	364	3468925_NFYB	0.004947081	0.254258242
ZFYVE20	365	2664123_ZFYVE20	0.005072696	0.26
DSCC1	366	3150715_DSCC1	0.005107441	0.260597826
TMEM38A	367	3823842_TMEM38A	0.005114924	0.260597826
RAB2B	368	3556386_RAB2B	0.005126149	0.260597826
CES2	369	3664982_CES2	0.005181206	0.262682927
RSBN1	370	2428760_RSBN1	0.005247488	0.265324324
SIRT1	371	3249587_SIRT1	0.005314304	0.267978437
CIT	372	3474104_CIT	0.005542014	0.278709677
UQCC	373	3903889_UQCC	0.005556981	0.278713137
FAM111B	374	3331903_FAM111B	0.0056099	0.28056
ATF3	375	2379132_ATF3	0.005623797	0.28056
ZNF519	376	3800165_ZNF519	0.005691148	0.283042328
SETD8	377	4038494_SETD8	0.005707719	0.283042328
HELLS	378	3258910_HELLS	0.005718944	0.283042328
ARHGAP30	379	2440549_ARHGAP30	0.005800192	0.286184211
IL2RB	380	3959986_IL2RB	0.005813021	0.286184211
KIAA0753	381	3743119_KIAA0753	0.005849369	0.287217848
FHL2	382	2568687_FHL2	0.005871285	0.287539267
PRPS2	383	3969047_PRPS2	0.005902288	0.288302872
CTNNAL1	384	3219621_CTNNAL1	0.005933825	0.289088542
TRIM68	385	3360189_TRIM68	0.005981933	0.290103627
DDX55	386	3435902_DDX55	0.005985675	0.290103627
PPIF	387	3253880_PPIF	0.006044473	0.291205128
LCAT	388	3696035_LCAT	0.006056767	0.291205128
C6orf32	389	2945741_C6orf32	0.006068527	0.291205128
TMEM127	390	2565246_TMEM127	0.006070665	0.291205128
ZBTB4	391	3743763_ZBTB4	0.00614443	0.29398977
NPLOC4	392	3774029_NPLOC4	0.006192003	0.294987277
CLN8	393	3082824_CLN8	0.006196814	0.294987277
TXNL4B	394	3698055_TXNL4B	0.006348086	0.30142132
NR1I3	395	2440744_NR1I3	0.006375347	0.301949367
---	396	3857329_---	0.006428801	0.302839196
VAV1	397	3818547_VAV1	0.006440026	0.302839196
RCL1	398	3160773_RCL1	0.006442698	0.302839196
HERPUD2	399	3045739_HERPUD2	0.006461941	0.302982456
FBXW7	400	2789957_FBXW7	0.006513256	0.304625
RHOQ	401	2480520_RHOQ	0.006583814	0.306962963
ABHD3	402	3800834_ABHD3	0.006603058	0.306962963
NAPB	403	3901191_NAPB	0.006613748	0.306962963
C2orf13	404	2486851_C2orf13	0.006634595	0.306962963
SMEK1	405	3576545_SMEK1	0.006645285	0.306962963
ADAL	406	3591365_ADAL	0.00695371	0.320418719
HIST1H2AI	407	2900047_HIST1H2AI	0.007005559	0.322014742
FOXM1	408	3440598_FOXM1	0.007033355	0.3225
---	409	2897842_---	0.007088411	0.323878049
CCNA2	410	2784113_CCNA2	0.007098033	0.323878049
FUCA1	411	2401643_FUCA1	0.007124225	0.324282238
ST3GAL1	412	3154398_ST3GAL1	0.007173936	0.325752427
SYNE1	413	2979871_SYNE1	0.007194783	0.32590799
FLJ45909	414	3861658_FLJ45909	0.007220975	0.326304348
ZNF419	415	3843275_ZNF419	0.007243425	0.326370192
NINJ1	416	3215146_NINJ1	0.007257323	0.326370192
QSER1	417	3325768_QSER1	0.007336434	0.329136691
SRA1	418	2878347_SRA1	0.007366902	0.329403341
CLSPN	419	2406420_CLSPN	0.007377592	0.329403341
CD70	420	3847989_CD70	0.007471135	0.332494062
C17orf56	421	3773703_C17orf56	0.00748236	0.332494062
PPBPL2	422	2773407_PPBPL2	0.007541159	0.33399061
POLR3F	423	3878429_POLR3F	0.007566816	0.33399061
SUPT7L	424	2546008_SUPT7L	0.007582318	0.33399061
NUF2	425	2364438_NUF2	0.007591939	0.33399061
XRCC3	426	3580832_XRCC3	0.007605303	0.33399061
PTGER4	427	2807621_PTGER4	0.007679068	0.334953917
HDAC11	428	2611504_HDAC11	0.00771595	0.334953917
DMGDH	429	2864118_DMGDH	0.007720761	0.334953917
ARMCX6	430	4015838_ARMCX6	0.007729314	0.334953917
NFKBIB	431	3832760_NFKBIB	0.007740004	0.334953917
ZNF180	432	3864921_ZNF180	0.007758713	0.334953917
TRIM28	433	3844238_TRIM28	0.007762989	0.334953917
NCAPG	434	2720251_NCAPG	0.007770473	0.334953917
CEP55	435	3258444_CEP55	0.00783034	0.336758621
CDCA5	436	3377423_CDCA5	0.007917468	0.339724771
KPNA2	437	4041113_KPNA2	0.007947402	0.340228833
FBXO21	438	3473480_FBXO21	0.007983216	0.340981735
CCNT1	439	3453218_CCNT1	0.008105089	0.345398633
CCDC126	440	2992963_CCDC126	0.008128074	0.345590909
IDH3B	441	3895075_IDH3B	0.008198632	0.347800454
E2F2	442	2401448_E2F2	0.008244601	0.348959276
CLCN6	443	2320472_CLCN6	0.008277208	0.349548533
PHF2	444	3179975_PHF2	0.008381441	0.353153153
DTL	445	2378937_DTL	0.008469639	0.356067416
POLE	446	3479181_POLE	0.008509728	0.356950673
CSRP2BP	447	3878308_CSRP2BP	0.008567992	0.358590604
ZNF684	448	2331974_ZNF684	0.00860434	0.35922049
SULT1C4	449	2498951_SULT1C4	0.008621445	0.35922049
EXO1	450	2388219_EXO1	0.008703229	0.361822222
CTNS	451	3706700_CTNS	0.008749198	0.362926829
---	452	3829150_---	0.008901005	0.36840708
CEP27	453	3591044_CEP27	0.008953923	0.369779249
TERF2	454	3696571_TERF2	0.00899829	0.370792952
C9orf100	455	3204692_C9orf100	0.009025016	0.371076923
STAM	456	3237088_STAM	0.009056019	0.371535088
HES2	457	2394680_HES2	0.009114283	0.3730131
OR9Q1	458	3331658_OR9Q1	0.009131922	0.3730131
ZNF431	459	3826504_ZNF431	0.009154372	0.373115468
IL21R	460	3654227_IL21R	0.009183772	0.373167028
NLK	461	3715368_NLK	0.009195531	0.373167028
