Probeset ID	Gene	Description	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value (%)
AGI_MM_OLIGO_A_51_P184006	Cpxm2	carboxypeptidase X 2 (M14 family)	6.82655152	1.942057143	0.284485825	3.95245	0.031841991
AGI_MM_OLIGO_A_51_P155714	Traf3ip1	TNF receptor-associated factor 3 interacting protein 1	5.595878756	1.881142857	0.336165764	3.94022	0.031841991
AGI_MM_OLIGO_A_51_P516125			4.14E+00	1.821428571	0.439477908	3.93277	0.031841991
AGI_MM_OLIGO_A_51_P488953	Pcdha6	protocadherin alpha 6	5.37E+00	1.893714286	0.352569347	3.91367	0.031841991
AGI_MM_OLIGO_A_51_P502432	Cacna2d3	calcium channel, voltage-dependent, alpha2/delta subunit 3	6.09E+00	1.950857143	0.32040055	3.8997	0.031841991
AGI_MM_OLIGO_A_51_P170816	Ngef	neuronal guanine nucleotide exchange factor	7.66E+00	1.954	0.255230057	3.88866	0.031841991
AGI_MM_OLIGO_A_51_P229325	Smyd3	SET and MYND domain containing 3	1.38E+01	1.946571429	0.141481741	3.83745	0.031841991
AGI_MM_OLIGO_A_51_P408932	Ssbp2	single-stranded DNA binding protein 2	6.10E+00	1.881714286	0.308589956	3.77023	0.031841991
AGI_MM_OLIGO_A_51_P316616	BC004728	cDNA sequence BC004728	8.95E+00	1.904	0.212842454	3.75449	0.031841991
AGI_MM_OLIGO_A_51_P468876	Dixdc1	DIX domain containing 1	5.66E+00	1.864857143	0.329442178	3.73071	0.031841991
AGI_MM_OLIGO_A_51_P407248	Antxr1	anthrax toxin receptor 1	7.16E+00	1.896857143	0.26506339	3.72963	0.031841991
AGI_MM_OLIGO_A_51_P351273	Tcea3	transcription elongation factor A (SII), 3	5.46E+00	1.854285714	0.339751398	3.70385	0.031841991
AGI_MM_OLIGO_A_51_P211672	Kcne1	potassium voltage-gated channel, Isk-related subfamily, member 1	2.43E+00	1.502285714	0.617334196	3.67518	0.463829552
AGI_MM_OLIGO_A_51_P104012	2310037P21Rik	RIKEN cDNA 2310037P21 gene	3.34E+00	1.702	0.510040468	3.61747	0.031841991
AGI_MM_OLIGO_A_51_P261517	Tyrobp	TYRO protein tyrosine kinase binding protein	3.44E+00	1.689142857	0.491495265	3.59074	0.031841991
AGI_MM_OLIGO_A_51_P264695	Crym	crystallin, mu	3.55E+00	1.633428571	0.460186294	3.5493	0.031841991
AGI_MM_OLIGO_A_51_P189334			1.79E+00	1.238	0.69267801	3.54484	3.205911583
AGI_MM_OLIGO_A_51_P303160	Arg1	arginase 1, liver	4.78E+00	1.907142857	0.399066312	3.47079	0.031841991
AGI_MM_OLIGO_A_51_P374726	Ptx3	pentraxin related gene	2.32E+00	1.372857143	0.59168524	3.42657	0.621106353
AGI_MM_OLIGO_A_51_P181705	5430405N12Rik	RIKEN cDNA 5430405N12 gene	5.47E+00	1.737428571	0.317613712	3.42196	0.031841991
AGI_MM_OLIGO_A_51_P184261	Rdh10	retinol dehydrogenase 10 (all-trans)	8.15E+00	1.791428571	0.219804214	3.41975	0.031841991
AGI_MM_OLIGO_A_51_P201982	Angpt2	angiopoietin 2	3.33E+00	1.692	0.507774568	3.38578	0.031841991
AGI_MM_OLIGO_A_51_P337771	Pcdhb17	protocadherin beta 17	8.75E+00	1.775142857	0.20281212	3.3781	0.031841991
AGI_MM_OLIGO_A_51_P189773	Ccrn4l	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	6.32E+00	1.740571429	0.275378484	3.37321	0.031841991
AGI_MM_OLIGO_A_51_P147024	AI836003	expressed sequence AI836003	7.30E+00	1.755428571	0.240512951	3.36607	0.031841991
AGI_MM_OLIGO_A_51_P499979			3.06E+00	1.697628571	0.55399585	3.34753	0.054950542
AGI_MM_OLIGO_A_51_P498492	Trpm2	transient receptor potential cation channel, subfamily M, member 2	7.41E+00	1.76	0.237418746	3.33939	0.031841991
AGI_MM_OLIGO_A_51_P240374	Col13a1	procollagen, type XIII, alpha 1	5.49E+00	1.680571429	0.306093654	3.33037	0.031841991
AGI_MM_OLIGO_A_51_P155152	Ank	progressive ankylosis	3.64E+00	1.771142857	0.487220849	3.28946	0.031841991
AGI_MM_OLIGO_A_51_P301804	St3gal1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	6.67E+00	1.701142857	0.255224722	3.28349	0.031841991
AGI_MM_OLIGO_A_51_P175018	Apcdd1	adenomatosis polyposis coli down-regulated 1	6.44E+00	1.714571429	0.266065973	3.27617	0.031841991
AGI_MM_OLIGO_A_51_P165165	Hibadh	3-hydroxyisobutyrate dehydrogenase	5.09E+00	1.640571429	0.322277574	3.23931	0.031841991
AGI_MM_OLIGO_A_51_P449878	Abcc3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	6.36E+00	1.698	0.267110021	3.23223	0.031841991
AGI_MM_OLIGO_A_51_P434759	4930403C10Rik	RIKEN cDNA 4930403C10 gene	2.74E+00	1.498571429	0.547833522	3.2301	0.16707354
AGI_MM_OLIGO_A_51_P307624	Phkb	phosphorylase kinase beta	7.46E+00	1.677142857	0.224681811	3.20372	0.031841991
AGI_MM_OLIGO_A_51_P224843	Tmsb4x	thymosin, beta 4, X chromosome	4.99E+00	1.755714286	0.352173679	3.19389	0.031841991
AGI_MM_OLIGO_A_51_P363187	Cxcl1	chemokine (C-X-C motif) ligand 1	2.24E+00	1.334	0.596651328	3.19242	0.795357746
AGI_MM_OLIGO_A_51_P284665	Plcb1	phospholipase C, beta 1	8.43E+00	1.683428571	0.199683618	3.16948	0.031841991
AGI_MM_OLIGO_A_51_P295237	Lrp11	low density lipoprotein receptor-related protein 11	6.94E+00	1.652857143	0.238279111	3.15851	0.031841991
AGI_MM_OLIGO_A_51_P199425	Glcci1	glucocorticoid induced transcript 1	7.52E+00	1.653142857	0.219847837	3.14911	0.031841991
AGI_MM_OLIGO_A_51_P215237	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	4.67E+00	1.660285714	0.355690718	3.14828	0.031841991
AGI_MM_OLIGO_A_51_P277795	2810474O19Rik	RIKEN cDNA 2810474O19 gene	4.28E+00	1.536571429	0.359209708	3.13978	0.031841991
AGI_MM_OLIGO_A_51_P435348	8430420C20Rik	RIKEN cDNA 8430420C20 gene	7.25E+00	1.636285714	0.225631799	3.08825	0.031841991
AGI_MM_OLIGO_A_51_P304407	Nfib	nuclear factor I/B	4.62E+00	1.645142857	0.35584344	3.04959	0.031841991
AGI_MM_OLIGO_A_51_P255699	Mmp3	matrix metallopeptidase 3	1.98E+00	1.359142857	0.685993775	3.03157	1.878828279
AGI_MM_OLIGO_A_51_P153565	Il18	interleukin 18	5.68E+00	1.577428571	0.277524327	3.02687	0.031841991
AGI_MM_OLIGO_A_51_P212600	Pcdha9	protocadherin alpha 9	5.35E+00	1.552285714	0.289878877	3.02598	0.031841991
AGI_MM_OLIGO_A_51_P330630	Usp3	ubiquitin specific peptidase 3	4.22E+00	1.528571429	0.361910387	3.01811	0.031841991
AGI_MM_OLIGO_A_51_P264527	B230317C12Rik	RIKEN cDNA B230317C12 gene	6.05E+00	1.574571429	0.260375666	3.00765	0.031841991
AGI_MM_OLIGO_A_51_P352303	Homer2	homer homolog 2 (Drosophila)	3.86E+00	1.656857143	0.429614222	3.001	0.031841991
AGI_MM_OLIGO_A_51_P461868	Thbs2	thrombospondin 2	3.42E+00	1.584285714	0.463857458	2.99951	0.031841991
AGI_MM_OLIGO_A_51_P297639	Gpr56	G protein-coupled receptor 56	6.55E+00	1.601714286	0.244533766	2.99588	0.031841991
AGI_MM_OLIGO_A_51_P405912	Lmcd1	LIM and cysteine-rich domains 1	5.19E+00	1.534285714	0.295502338	2.99357	0.031841991
AGI_MM_OLIGO_A_51_P462102	Gpr125	G protein-coupled receptor 125	6.64E+00	1.571428571	0.236764599	2.96544	0.031841991
AGI_MM_OLIGO_A_51_P114714	Trim13	tripartite motif protein 13	4.45E+00	1.515428571	0.340698138	2.96156	0.031841991
AGI_MM_OLIGO_A_51_P374869	Abca7	ATP-binding cassette, sub-family A (ABC1), member 7	8.02E+00	1.542	0.192283518	2.91362	0.031841991
AGI_MM_OLIGO_A_51_P104798	Lrrn6a	leucine rich repeat neuronal 6A	3.09E+00	1.917714286	0.620341599	2.8878	0.054950542
AGI_MM_OLIGO_A_51_P463912	Odz1	odd Oz/ten-m homolog 1 (Drosophila)	3.46E+00	1.983342857	0.572426554	2.88104	0.031841991
AGI_MM_OLIGO_A_51_P114826	Cdh13	cadherin 13	4.37E+00	1.460857143	0.333963757	2.84983	0.031841991
AGI_MM_OLIGO_A_51_P305731	Yipf2	Yip1 domain family, member 2	6.62E+00	1.554571429	0.234915688	2.84603	0.031841991
AGI_MM_OLIGO_A_51_P483370	Txndc5	thioredoxin domain containing 5	7.74E+00	1.49	0.192527628	2.84047	0.031841991
AGI_MM_OLIGO_A_51_P212782	Il1b	interleukin 1 beta	1.91E+00	1.663428571	0.871215963	2.83966	1.878828279
AGI_MM_OLIGO_A_51_P497280	2810427I04Rik	RIKEN cDNA 2810427I04 gene	5.83E+00	1.484571429	0.254527148	2.80587	0.031841991
AGI_MM_OLIGO_A_51_P136337	Galm	galactose mutarotase	4.42E+00	1.434285714	0.324348487	2.79121	0.031841991
AGI_MM_OLIGO_A_51_P316673	2210407C18Rik	RIKEN cDNA 2210407C18 gene	3.33E+00	1.589714286	0.47670267	2.78222	0.031841991
AGI_MM_OLIGO_A_51_P342716	Ppp1cb	protein phosphatase 1, catalytic subunit, beta isoform	2.62E+00	1.265714286	0.482562944	2.77011	0.260119369
AGI_MM_OLIGO_A_51_P327405	LOC634650	similar to macrophage activation 2	2.73E+00	1.339714286	0.490754339	2.76651	0.178160135
AGI_MM_OLIGO_A_51_P263407	1700041B20Rik	RIKEN cDNA 1700041B20 gene	5.49E+00	1.439428571	0.262233756	2.73045	0.031841991
AGI_MM_OLIGO_A_51_P355151	Camk2n2	calcium/calmodulin-dependent protein kinase II inhibitor 2	6.37E+00	1.429714286	0.224339677	2.71538	0.031841991
AGI_MM_OLIGO_A_51_P150722	Lyst	lysosomal trafficking regulator	5.27E+00	1.434	0.272288812	2.71168	0.031841991
AGI_MM_OLIGO_A_51_P242634	Dusp16	dual specificity phosphatase 16	7.14E+00	1.444285714	0.202229171	2.71053	0.031841991
AGI_MM_OLIGO_A_51_P473888	Il6st	interleukin 6 signal transducer	5.93E+00	1.396	0.235601467	2.68819	0.031841991
AGI_MM_OLIGO_A_51_P240614	Tm4sf1	transmembrane 4 superfamily member 1	3.45E+00	1.362857143	0.395497351	2.66153	0.031841991
AGI_MM_OLIGO_A_51_P128229	D17Ertd441e	DNA segment, Chr 17, ERATO Doi 441, expressed	2.28E+00	1.215714286	0.533309514	2.65719	0.621106353
AGI_MM_OLIGO_A_51_P385639	Gjb5	gap junction membrane channel protein beta 5	7.28E+00	1.404	0.192771245	2.65098	0.031841991
AGI_MM_OLIGO_A_51_P520849	Sfrp2	secreted frizzled-related sequence protein 2	3.56E+00	1.283142857	0.360927083	2.63723	0.031841991
AGI_MM_OLIGO_A_51_P135012	Rhpn2	rhophilin, Rho GTPase binding protein 2	3.40E+00	1.312	0.385450968	2.63318	0.031841991
AGI_MM_OLIGO_A_51_P315666	Nid2	nidogen 2	4.16E+00	1.438571429	0.345552289	2.62676	0.031841991
AGI_MM_OLIGO_A_51_P277416	D6Wsu176e	DNA segment, Chr 6, Wayne State University 176, expressed	5.74E+00	1.364285714	0.237519155	2.62261	0.031841991
AGI_MM_OLIGO_A_51_P260850	Cntnap2	contactin associated protein-like 2	4.99E+00	1.418285714	0.284441993	2.61685	0.031841991
AGI_MM_OLIGO_A_51_P506714	LOC638271	similar to tudor and KH domain containing	6.55E+00	1.388285714	0.212108762	2.61644	0.031841991
AGI_MM_OLIGO_A_51_P142515	Antxr2	anthrax toxin receptor 2	4.23E+00	1.31	0.309363362	2.60311	0.031841991
AGI_MM_OLIGO_A_51_P309697	Tmc7	transmembrane channel-like gene family 7	5.12E+00	1.414857143	0.276474061	2.59793	0.031841991
AGI_MM_OLIGO_A_51_P423709	AW125753	expressed sequence AW125753	3.56E+00	1.610571429	0.452441425	2.5958	0.031841991
AGI_MM_OLIGO_A_51_P360918	Ehd3	EH-domain containing 3	4.04E+00	1.328257143	0.328952559	2.59239	0.031841991
AGI_MM_OLIGO_A_51_P517216	Grb14	growth factor receptor bound protein 14	3.53E+00	1.332285714	0.37693264	2.58714	0.031841991
AGI_MM_OLIGO_A_51_P112355	Igtp	interferon gamma induced GTPase	2.71E+00	1.206857143	0.444926147	2.57402	0.178160135
AGI_MM_OLIGO_A_51_P103107	Ptprg	protein tyrosine phosphatase, receptor type, G	3.93E+00	1.300857143	0.331257618	2.56601	0.031841991
AGI_MM_OLIGO_A_51_P184484	Mmp13	matrix metallopeptidase 13	2.07E+00	1.410857143	0.682647483	2.56592	1.377608003
AGI_MM_OLIGO_A_51_P160439	BC043118	cDNA sequence BC043118	3.72E+00	1.265714286	0.340032559	2.5597	0.031841991
AGI_MM_OLIGO_A_51_P237303	Plekhg1	pleckstrin homology domain containing, family G (with RhoGef domain) member 1	6.55E+00	1.353714286	0.206551885	2.55859	0.031841991
AGI_MM_OLIGO_A_51_P230942	Runx2	runt related transcription factor 2	3.75E+00	1.429428571	0.381652688	2.55857	0.031841991
AGI_MM_OLIGO_A_51_P274124	Mansc1	MANSC domain containing 1	5.49E+00	1.374285714	0.250390855	2.55638	0.031841991
AGI_MM_OLIGO_A_51_P138185	Rcbtb2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	5.85E+00	1.351142857	0.231101274	2.55044	0.031841991
AGI_MM_OLIGO_A_51_P196925	Cx3cl1	chemokine (C-X3-C motif) ligand 1	4.93E+00	1.336857143	0.27132483	2.54955	0.031841991
AGI_MM_OLIGO_A_51_P459240	Gstk1	glutathione S-transferase kappa 1	6.00E+00	1.326571429	0.220919832	2.54878	0.031841991
AGI_MM_OLIGO_A_51_P146633	4930533K18Rik	RIKEN cDNA 4930533K18 gene	7.15E+00	1.338857143	0.1872017	2.52863	0.031841991
AGI_MM_OLIGO_A_51_P332005	Aste1	asteroid homolog 1 (Drosophila)	2.14E+00	1.077714286	0.503872732	2.5283	1.042227126
AGI_MM_OLIGO_A_51_P258409	Hey1	hairy/enhancer-of-split related with YRPW motif 1	4.30E+00	1.347714286	0.313371203	2.52136	0.031841991
AGI_MM_OLIGO_A_51_P209327	Apln	apelin	3.62E+00	1.287142857	0.355391932	2.52115	0.031841991
AGI_MM_OLIGO_A_51_P383032	Clec4d	C-type lectin domain family 4, member d	1.72E+00	1.111428571	0.646332203	2.51915	3.205911583
AGI_MM_OLIGO_A_51_P286430			4.51E+00	1.274428571	0.28267322	2.5103	0.031841991
AGI_MM_OLIGO_A_51_P357606	Phyhd1	phytanoyl-CoA dioxygenase domain containing 1	3.72E+00	1.255714286	0.337297902	2.50983	0.031841991
AGI_MM_OLIGO_A_51_P253824	Mgst3	microsomal glutathione S-transferase 3	5.37E+00	1.302571429	0.242550943	2.50292	0.031841991
AGI_MM_OLIGO_A_51_P483159	Gchfr	GTP cyclohydrolase I feedback regulator	8.31E+00	1.321428571	0.158994935	2.49909	0.031841991
AGI_MM_OLIGO_A_51_P166990	Creb5	cAMP responsive element binding protein 5	4.97E+00	1.318571429	0.265384174	2.49891	0.031841991
AGI_MM_OLIGO_A_51_P278868	H2-DMb1	histocompatibility 2, class II, locus Mb1	3.65E+00	1.387428571	0.379858209	2.49533	0.031841991
AGI_MM_OLIGO_A_51_P463034	4930432K21Rik	RIKEN cDNA 4930432K21 gene	4.50E+00	1.297714286	0.288365614	2.49493	0.031841991
AGI_MM_OLIGO_A_51_P285736	Pdcd1	programmed cell death 1	3.31E+00	1.216142857	0.367280364	2.49365	0.031841991
AGI_MM_OLIGO_A_51_P170959	Proz	protein Z, vitamin K-dependent plasma glycoprotein	2.03E+00	1.198285714	0.590508742	2.49315	1.377608003
AGI_MM_OLIGO_A_51_P126702	Ddit4l	DNA-damage-inducible transcript 4-like	2.37E+00	1.239142857	0.523250893	2.49149	0.463829552
AGI_MM_OLIGO_A_51_P145171	2610018G03Rik	RIKEN cDNA 2610018G03 gene	6.91E+00	1.313428571	0.190001023	2.49079	0.031841991
AGI_MM_OLIGO_A_51_P378978	Crabp1	cellular retinoic acid binding protein I	4.11E+00	1.269714286	0.308893594	2.48896	0.031841991
AGI_MM_OLIGO_A_51_P140710	Ccl3	chemokine (C-C motif) ligand 3	2.90E+00	1.195714286	0.411944612	2.48601	0.115165577
AGI_MM_OLIGO_A_51_P180091	Cyp2s1	cytochrome P450, family 2, subfamily s, polypeptide 1	4.48E+00	1.248857143	0.27892302	2.48589	0.031841991
AGI_MM_OLIGO_A_51_P444437	Ltb4dh	leukotriene B4 12-hydroxydehydrogenase	4.46E+00	1.268571429	0.28460257	2.48355	0.031841991
AGI_MM_OLIGO_A_51_P305667	Neto2	neuropilin (NRP) and tolloid (TLL)-like 2	5.31E+00	1.293285714	0.243397665	2.4767	0.031841991
AGI_MM_OLIGO_A_51_P323248	Sdc4	syndecan 4	2.28E+00	1.146	0.503661241	2.47048	0.621106353
AGI_MM_OLIGO_A_51_P272106	Cirbp	cold inducible RNA binding protein	5.79E+00	1.298571429	0.22424921	2.46634	0.031841991
AGI_MM_OLIGO_A_51_P489779	Cdk6	cyclin-dependent kinase 6	4.73E+00	1.348857143	0.285067056	2.46506	0.031841991
AGI_MM_OLIGO_A_51_P215077	Mgst3	microsomal glutathione S-transferase 3	8.04E+00	1.288571429	0.160241667	2.45701	0.031841991
AGI_MM_OLIGO_A_51_P179809			3.07E+00	1.527457143	0.497914966	2.45656	0.054950542
AGI_MM_OLIGO_A_51_P498291	AW125753	expressed sequence AW125753	3.13E+00	1.503714286	0.480634497	2.45268	0.054950542
AGI_MM_OLIGO_A_51_P393224	H2-Eb1	histocompatibility 2, class II antigen E beta	3.89E+00	1.362285714	0.349994841	2.44188	0.031841991
AGI_MM_OLIGO_A_51_P152532	Rkhd3	ring finger and KH domain containing 3	6.06E+00	1.271142857	0.209742562	2.43609	0.031841991
AGI_MM_OLIGO_A_51_P288138	Fpr-rs2	formyl peptide receptor, related sequence 2	3.59E+00	1.240285714	0.345364843	2.42774	0.031841991
AGI_MM_OLIGO_A_51_P196001	Rps15	ribosomal protein S15	5.58E+00	1.302285714	0.233235549	2.42263	0.031841991
AGI_MM_OLIGO_A_51_P329928	Phlda3	pleckstrin homology-like domain, family A, member 3	4.71E+00	1.292857143	0.274702384	2.41919	0.031841991
AGI_MM_OLIGO_A_51_P456113	9930013L23Rik	RIKEN cDNA 9930013L23 gene	4.04E+00	1.307714286	0.323756313	2.41546	0.031841991
AGI_MM_OLIGO_A_51_P221852	Tmed1	transmembrane emp24 domain containing 1	3.76E+00	1.445428571	0.384056363	2.41359	0.031841991
AGI_MM_OLIGO_A_51_P477670	Mcph1	microcephaly, primary autosomal recessive 1	4.27E+00	1.264285714	0.295777819	2.41198	0.031841991
AGI_MM_OLIGO_A_51_P387140	Zfp462	zinc finger protein 462	4.07E+00	1.211714286	0.297660392	2.4106	0.031841991
AGI_MM_OLIGO_A_51_P255365	Cited1	Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1	3.73E+00	1.219428571	0.326926071	2.40591	0.031841991
AGI_MM_OLIGO_A_51_P484918	Polrmt	polymerase (RNA) mitochondrial (DNA directed)	8.02E+00	1.258571429	0.156889949	2.40314	0.031841991
AGI_MM_OLIGO_A_51_P483071	Gpbp1l1	GC-rich promoter binding protein 1-like 1	1.76E+00	1.001142857	0.570250229	2.40141	3.205911583
AGI_MM_OLIGO_A_51_P146164			3.50E+00	1.317142857	0.376049359	2.39682	0.031841991
AGI_MM_OLIGO_A_51_P496535	C1qdc1	C1q domain containing 1	6.25E+00	1.249142857	0.199771552	2.39296	0.031841991
AGI_MM_OLIGO_A_51_P174656	Tera	teratocarcinoma expressed, serine rich	3.76E+00	1.215142857	0.322841651	2.39278	0.031841991
AGI_MM_OLIGO_A_51_P446886	7530403E16Rik	RIKEN cDNA 7530403E16 gene	5.33E+00	1.234857143	0.231697798	2.38856	0.031841991
AGI_MM_OLIGO_A_51_P185882	BC046343	cDNA sequence BC046343	4.26E+00	1.216571429	0.285540607	2.37801	0.031841991
AGI_MM_OLIGO_A_51_P222733	H2-Ea	histocompatibility 2, class II antigen E alpha	4.14E+00	1.304285714	0.314878311	2.37713	0.031841991
AGI_MM_OLIGO_A_51_P196990	Mrpl39	mitochondrial ribosomal protein L39	7.74E+00	1.239142857	0.160035838	2.36958	0.031841991
AGI_MM_OLIGO_A_51_P269709	Klra2	killer cell lectin-like receptor, subfamily A, member 2	3.69E+00	1.175428571	0.318279579	2.36532	0.031841991
AGI_MM_OLIGO_A_51_P350252	Fath	fat tumor suppressor homolog (Drosophila)	3.15E+00	1.302657143	0.413099799	2.36205	0.031841991
AGI_MM_OLIGO_A_51_P220976	Ifng	interferon gamma	4.94E+00	1.218114286	0.246551689	2.36197	0.031841991
AGI_MM_OLIGO_A_51_P129360	Pthlh	parathyroid hormone-like peptide	3.65E+00	1.218285714	0.333654403	2.35878	0.031841991
AGI_MM_OLIGO_A_51_P318580	Myh14	myosin, heavy polypeptide 14	5.91E+00	1.215142857	0.205502403	2.35199	0.031841991
AGI_MM_OLIGO_A_51_P233515			3.74E+00	1.243714286	0.332760531	2.35095	0.031841991
AGI_MM_OLIGO_A_51_P442152	D8Wsu49e	DNA segment, Chr 8, Wayne State University 49, expressed	6.64E+00	1.217142857	0.183383319	2.35034	0.031841991
AGI_MM_OLIGO_A_51_P428013	Eml2	echinoderm microtubule associated protein like 2	5.94E+00	1.211142857	0.203884431	2.33749	0.031841991
AGI_MM_OLIGO_A_51_P384033	Psen2	presenilin 2	5.49E+00	1.235142857	0.224936952	2.33645	0.031841991
AGI_MM_OLIGO_A_51_P340601	Btg3	B-cell translocation gene 3	3.40E+00	1.188571429	0.349787499	2.33431	0.031841991
AGI_MM_OLIGO_A_51_P192031	Cxadr	coxsackievirus and adenovirus receptor	5.79E+00	1.220285714	0.210932444	2.33418	0.031841991
AGI_MM_OLIGO_A_51_P118178			2.42E+00	1.121085714	0.464097534	2.33378	0.463829552
AGI_MM_OLIGO_A_51_P246317	Mt2	metallothionein 2	5.71E+00	1.205714286	0.21126183	2.32998	0.031841991
AGI_MM_OLIGO_A_51_P109496	1700029I01Rik	RIKEN cDNA 1700029I01 gene	4.73E+00	1.198571429	0.253217841	2.32691	0.031841991
AGI_MM_OLIGO_A_51_P303906	Actr2	ARP2 actin-related protein 2 homolog (yeast)	2.29E+00	1.058571429	0.461838086	2.32104	0.621106353
AGI_MM_OLIGO_A_51_P297671	Gyk	glycerol kinase	5.34E+00	1.200285714	0.224877521	2.3208	0.031841991
AGI_MM_OLIGO_A_51_P356493	Bicc1	bicaudal C homolog 1 (Drosophila)	4.90E+00	1.232857143	0.251554203	2.32079	0.031841991
AGI_MM_OLIGO_A_51_P308577	Evc	Ellis van Creveld gene homolog (human)	8.23E+00	1.219428571	0.148223187	2.32033	0.031841991
AGI_MM_OLIGO_A_51_P292116	Ica1	islet cell autoantigen 1	5.42E+00	1.201714286	0.2218271	2.32009	0.031841991
