Probe Set ID	Gene Symbol	Gene Title	Score(d)	Fold Change	Score(d)	Fold Change	Av. Score
1434465_x_at	Vldlr	very low density lipoprotein receptor	20.7806784	48.59365798	17.14617422	27.97102228	18.96342631
1433428_x_at	Tgm2	transglutaminase 2, C polypeptide	22.67930536	18.34597607	15.12859261	5.749108466	18.90394899
1425295_at	Ear11	eosinophil-associated, ribonuclease A family,  member 11	14.46741802	11.00058679	22.5279838	39.83276173	18.49770091
1427357_at	Cda	cytidine deaminase	23.52021578	23.97018785	13.36121911	18.93326916	18.44071744
1448416_at	Mgp	matrix Gla protein	6.074266355	14.73161315	30.40220687	83.75125103	18.23823661
1447623_s_at	Prkcm	Protein kinase C, mu	11.23956308	27.37584941	25.16073753	10.35986115	18.20015031
1422631_at	Ahr	aryl-hydrocarbon receptor	23.80738909	45.46096906	12.32630155	28.71076198	18.06684532
1424329_a_at	Prrg2	proline-rich Gla (G-carboxyglutamic acid) polypeptide 2	6.58851436	2.661887959	28.82635268	5.016972688	17.70743352
1460238_at	Msln	mesothelin	20.55465151	44.33805731	14.74136944	12.44200691	17.64801048
1449454_at	Bst1	bone marrow stromal cell antigen 1	12.68108434	47.74126094	22.0725233	178.1324679	17.37680382
1450380_at	Epdr1	ependymin related protein 1 (zebrafish)	19.03289082	7.666607315	15.18834004	9.579142638	17.11061543
1416612_at	Cyp1b1	cytochrome P450, family 1, subfamily b, polypeptide 1	18.90648223	43.96255964	15.25551796	25.54411191	17.08100009
1426795_at	Ptprs	protein tyrosine phosphatase, receptor type, S	3.743737883	1.634111785	29.9173305	2.94998808	16.83053419
1449453_at	Bst1	bone marrow stromal cell antigen 1	13.54185637	46.42233258	19.74715689	123.7030866	16.64450663
1421869_at	Trim44	tripartite motif-containing 44	11.13904986	2.938574793	21.80657098	6.839747383	16.47281042
1428547_at	Nt5e	5 nucleotidase, ecto	10.95467865	7.722153303	21.78927759	48.29647611	16.37197812
1435945_a_at	Kcnn4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	12.13518991	5.758014393	20.60681713	7.619816563	16.37100352
1434036_at	Mtss1	metastasis suppressor 1	19.03180131	47.95769675	13.60775958	25.8815848	16.31978044
1417389_at	Gpc1	glypican 1	13.91466084	14.31533852	18.7067576	27.52309685	16.31070922
1421369_a_at	Mab21l1	mab-21-like 1 (C. elegans)	16.59459555	8.963798314	15.94670346	4.644596264	16.27064951
1416645_a_at	Afp	alpha fetoprotein	27.33225125	65.24645827	4.856238692	2.934085406	16.09424497
1416670_at	Setdb1	SET domain, bifurcated 1	5.119073546	1.727010955	27.02403331	3.266449526	16.07155343
1454114_a_at	Nhedc1	Na+/H+ exchanger domain containing 1	28.9464331	15.20789394	2.946449836	1.16282511	15.94644147
1431644_a_at	Ica1	islet cell autoantigen 1	17.63666746	5.303496647	14.11450399	8.79629392	15.87558573
1418752_at	Aldh3a1	aldehyde dehydrogenase family 3, subfamily A1	25.59565051	52.10985389	6.152390113	10.60080305	15.87402031
1421001_a_at	Car6	carbonic anhydrase 6	21.8854314	15.72011017	9.573167829	10.72216495	15.72929961
1444139_at	Ddit4l	DNA-damage-inducible transcript 4-like	13.7720506	5.293857696	17.17021573	4.739175904	15.47113317
1431055_a_at	Snx10	sorting nexin 10	16.88054319	2.809445172	13.68620614	2.527943524	15.28337467
