Gene	GeneID	Probeset	Is.Sense	Fold.change	P.Adj	Symbol	Symbol.alt	Chromosome	Alternative symbols	Official full name
TFCP2L1	29842	ADXCRPDRC.8321.C1_s_at	TRUE	1.259963546	8.49945E-10	TFCP2L1	TFCP2L1	2q14	CRTR1|LBP-9|LBP9	transcription factor CP2-like 1
ELOVL5	60481	ADXCRIH.1549.C1_at	FALSE	0.935652974	1.83455E-09	ELOVL5	ELOVL5	6p21.1-p12.1	HELO1|dJ483K16.1	ELOVL family member 5, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)
PIWIL1	9271	ADXCRAG_BC028581_x_at	TRUE	-1.718893784	2.16889E-09	PIWIL1	PIWIL1	12q24.33	HIWI|MIWI|PIWI	piwi-like 1 (Drosophila)
LYZ	4069	ADXCRIH.1305.C1_s_at	TRUE	-1.606243533	3.72545E-09	LYZ	LYZ	12q15	LZM	lysozyme
RNF43	54894	ADXCRSS.Hs#S1405714_at	TRUE	1.269734616	3.72545E-09	RNF43	RNF43	17q22	DKFZp781H02126|DKFZp781H0392|FLJ20315|FLJ77466|FLJ99338|MGC125630|RNF124|URCC	ring finger protein 43
HSF5	124535	ADXCRSS.Hs#S3740849_at	FALSE	1.214347442	3.72545E-09	HSF5	HSF5	17q22	FLJ40311|HSF 5|HSTF 5|MGC134827	heat shock transcription factor family member 5
HSF5	124535	ADXCRSS.Hs#S3012761_at	FALSE	1.198713696	3.72545E-09	HSF5	HSF5	17q22	FLJ40311|HSF 5|HSTF 5|MGC134827	heat shock transcription factor family member 5
TM4SF4	7104	ADXCRAD_BM825250_s_at	TRUE	-0.986508768	3.80489E-09	TM4SF4	TM4SF4	3q25	FLJ31015|ILTMP|il-TMP	transmembrane 4 L six family member 4
LOC388199	388199	ADXCRPD.7300.C1_s_at	FALSE	-1.281449486	4.07848E-09	PRR25	PRR25	16p13.3	gs64	proline rich 25
SPINK1	6690	ADXCRIH.4080.C1_s_at	TRUE	2.090175932	4.07848E-09	SPINK1	SPINK1	5q32	PCTT|PSTI|Spink3|TATI	serine peptidase inhibitor, Kazal type 1
VAV3	10451	ADXCRAD_NM_006113_s_at	TRUE	1.376800649	8.03862E-09	VAV3	VAV3	1p13.3	FLJ40431	vav 3 guanine nucleotide exchange factor
GGH	8836	ADXCRIH.546.C1_at	TRUE	1.486563097	9.33602E-09	GGH	GGH	8q12.3	GH	gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)
ABLIM3	22885	ADXCRAD_AJ709424_s_at	TRUE	-0.649206594	1.0577E-08	ABLIM3	ABLIM3	5q32		actin binding LIM protein family, member 3
AXIN2	8313	ADXCRPDRC.1943.C1_at	FALSE	1.320089896	1.09231E-08	AXIN2	AXIN2	17q23-q24	AXIL|DKFZp781B0869|MGC10366|MGC126582	axin 2
CDX2	1045	ADXCRAD_BG470190_s_at	TRUE	0.76906888	1.38503E-08	CDX2	CDX2	13q12.3	CDX-3|CDX3	caudal type homeobox 2
TRNP1	388610	ADXCRAG_XM_371238_at	TRUE	-1.028948623	1.39538E-08	TRNP1	TRNP1	1p36.11	C1orf225|TNRP	TMF1-regulated nuclear protein 1
SLC14A1	6563	ADXCRAD_BU664688_s_at	TRUE	-0.816740296	2.17204E-08	SLC14A1	SLC14A1	18q11-q12	FLJ33745|FLJ41687|HUT11|HsT1341|JK|RACH1|UT-B1|UT1|UTE	solute carrier family 14 (urea transporter), member 1 (Kidd blood group)
SYT13	57586	ADXCRPD.12823.C1_s_at	TRUE	-0.774998272	3.04675E-08	SYT13	SYT13	11p12-p11	KIAA1427	synaptotagmin XIII
ANXA10	11199	ADXCRAD_CK823169_at	TRUE	-0.803727822	3.3265E-08	ANXA10	ANXA10	4q33	ANX14	annexin A10
HSF5	124535	ADXCRPD.8346.C1_at	FALSE	1.341299347	3.54894E-08	HSF5	HSF5	17q22	FLJ40311|HSF 5|HSTF 5|MGC134827	heat shock transcription factor family member 5
MIR142	406934	ADXCRPD.15182.C1_at	FALSE	0.954909172	3.99197E-08	MIR142	MIR142	17q22	MIRN142	microRNA 142
LYZ	4069	ADXCRIH.31.C9_at	FALSE	-1.614139835	4.06863E-08	LYZ	LYZ	12q15	LZM	lysozyme
VNN1	8876	ADXCRAD_BP299698_s_at	TRUE	-0.958432761	4.80641E-08	VNN1	VNN1	6q23-q24	HDLCQ8|MGC116930|MGC116931|MGC116932|MGC116933|Tiff66	vanin 1
ANO1	55107	ADXCRPD.14261.C1_at	FALSE	-1.120057107	6.4656E-08	ANO1	ANO1	11q13.3	DOG1|FLJ10261|ORAOV2|TAOS2|TMEM16A	anoctamin 1, calcium activated chloride channel
NT5E	4907	ADXCRAG_NM_002526_at	TRUE	-1.267915577	7.47291E-08	NT5E	NT5E	6q14-q21	CD73|E5NT|NT|NT5|NTE|eN|eNT	5-nucleotidase, ecto (CD73)
DCBLD2	131566	ADXCRAD_CN404528_s_at	TRUE	-0.764003634	1.27616E-07	DCBLD2	DCBLD2	3q12.1|3	CLCP1|ESDN	discoidin, CUB and LCCL domain containing 2
DUSP4	1846	ADXCRAD_BM852899_at	TRUE	-0.975812658	2.64697E-07	DUSP4	DUSP4	8p12-p11	HVH2|MKP-2|MKP2|TYP	dual specificity phosphatase 4
AXIN2	8313	ADXCRAD_BP376354_at	TRUE	1.270585195	3.37248E-07	AXIN2	AXIN2	17q23-q24	AXIL|DKFZp781B0869|MGC10366|MGC126582	axin 2
SERPINB5	5268	ADXCRAG_U04313_s_at	TRUE	-0.888801868	4.16392E-07	SERPINB5	SERPINB5	18q21.3	PI5|maspin	serpin peptidase inhibitor, clade B (ovalbumin), member 5
KLK6	5653	ADXCRIH.482.C1_at	FALSE	-0.763436634	4.67472E-07	KLK6	KLK6	19q13.3	Bssp|Klk7|MGC9355|PRSS18|PRSS9|SP59|hK6	kallikrein-related peptidase 6
TRNP1	388610	ADXCRAD_BM718216_s_at	TRUE	-1.159295501	4.81898E-07	TRNP1	TRNP1	1p36.11	C1orf225|TNRP	TMF1-regulated nuclear protein 1
KIAA0802	23255	ADXCRAG_XM_031357_s_at	TRUE	-0.8248882	5.6209E-07	KIAA0802	KIAA0802	18p11.22		KIAA0802
MLPH	79083	ADXCRPD.1115.C1_s_at	TRUE	-1.32293003	6.26966E-07	MLPH	MLPH	2q37.3	MGC2771|MGC59733|SLAC2-A	melanophilin
C10orf99	387695	ADXCRIH.1562.C1_s_at	TRUE	1.161759268	8.30776E-07	C10orf99	C10orf99	10q23.1	FLJ21763|UNQ1833	chromosome 10 open reading frame 99
PPP1R14C	81706	ADXCRAG_AF407165_at	TRUE	1.933129556	8.62276E-07	PPP1R14C	PPP1R14C	6q24.3-q25.3	CPI17-like|KEPI|NY-BR-81	protein phosphatase 1, regulatory (inhibitor) subunit 14C
EPHB6	2051	ADXCRAD_BM716129_s_at	TRUE	-0.663984148	1.15203E-06	EPHB6	EPHB6	7q33-q35	HEP|MGC129910|MGC129911	EPH receptor B6
CRIP1	1396	ADXCRPD.5224.C1_x_at	TRUE	-1.005871495	1.21585E-06	CRIP1	CRIP1	14q32.33	CRHP|CRIP|CRP1|FLJ40971	cysteine-rich protein 1 (intestinal)
SUPT4H1	6827	ADXCRIH.1402.C1_s_at	TRUE	0.594026565	1.43081E-06	SUPT4H1	SUPT4H1	17q21-q23	SPT4|SPT4H|SUPT4H	suppressor of Ty 4 homolog 1 (S. cerevisiae)
RNF43	54894	ADXCRPD.16268.C1_at	TRUE	0.750864585	1.55249E-06	RNF43	RNF43	17q22	DKFZp781H02126|DKFZp781H0392|FLJ20315|FLJ77466|FLJ99338|MGC125630|RNF124|URCC	ring finger protein 43
ARID3A	1820	ADXCRAD_BP389511_at	TRUE	1.036284351	1.61672E-06	ARID3A	ARID3A	19p13.3	BRIGHT|DRIL1|DRIL3|E2FBP1	AT rich interactive domain 3A (BRIGHT-like)
IGSF5	150084	ADXCRAD_AI963605_s_at	FALSE	-0.621184218	1.61672E-06	IGSF5	IGSF5	21q22.2	GSF5|JAM4	immunoglobulin superfamily, member 5
FAM84A	151354	ADXCRAG_BC052284_at	TRUE	1.305141428	1.68923E-06	FAM84A	FAM84A	2p24.3	FLJ35392|NSE1|PP11517	family with sequence similarity 84, member A
KLK10	5655	ADXCRPD.7217.C1_at	FALSE	-1.012972247	1.68923E-06	KLK10	KLK10	19q13	NES1|PRSSL1	kallikrein-related peptidase 10
B3GALT5	10317	ADXCRAG_NM_006057_s_at	TRUE	-0.682383522	1.85032E-06	B3GALT5	B3GALT5	21q22.3	B3GalT-V|B3GalTx|B3T5|GLCT5|beta3Gal-T5	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5
CCDC113	29070	ADXCRAD_CN256031_s_at	TRUE	1.114679198	1.88008E-06	CCDC113	CCDC113	16q21	DKFZp434N1418|FLJ23555	coiled-coil domain containing 113
VAV3	10451	ADXCRIH.2748.C1_s_at	TRUE	0.962170867	2.16636E-06	VAV3	VAV3	1p13.3	FLJ40431	vav 3 guanine nucleotide exchange factor
BST2	684	ADXCRIH.286.C1_s_at	TRUE	-0.650118415	2.57684E-06	BST2	BST2	19p13.1	CD317|TETHERIN	bone marrow stromal cell antigen 2
PLLP	51090	ADXCRAD_BM547615_at	TRUE	-0.98903666	2.57684E-06	PLLP	PLLP	16q13	PMLP|TM4SF11	plasmolipin
CD109	135228	ADXCRAD_CB267302_at	TRUE	-0.745330877	3.59381E-06	CD109	CD109	6q13	CPAMD7|DKFZp762L1111|FLJ38569|FLJ41966|RP11-525G3.1	CD109 molecule
MUC12	10071	ADXCRAD_XM_168585_at	TRUE	1.252963947	3.68763E-06	MUC12	MUC12	7q22	MUC-11|MUC-12|MUC11	mucin 12, cell surface associated
PLLP	51090	ADXCRPD.6652.C1_s_at	TRUE	-0.660085107	4.25678E-06	PLLP	PLLP	16q13	PMLP|TM4SF11	plasmolipin
DUSP4	1846	ADXCRAD_BP391850_at	TRUE	-0.828851545	4.41359E-06	DUSP4	DUSP4	8p12-p11	HVH2|MKP-2|MKP2|TYP	dual specificity phosphatase 4
ZNRF3	84133	ADXCRAG_BC021570_at	TRUE	0.774678065	4.9922E-06	ZNRF3	ZNRF3	22q12.1	BK747E2.3|RNF203	zinc and ring finger 3
EPHB2	2048	ADXCRPDRC.8126.C1_s_at	TRUE	0.904359513	5.10719E-06	EPHB2	EPHB2	1p36.1-p35	CAPB|DRT|EK5|EPHT3|ERK|Hek5|MGC87492|PCBC|Tyro5	EPH receptor B2
GOLIM4	27333	ADXCRPD.10583.C1_s_at	TRUE	0.719292082	5.72455E-06	GOLIM4	GOLIM4	3q26.2	GIMPC|GOLPH4|GPP130|P138	golgi integral membrane protein 4
C20orf112	140688	ADXCRPDRC.3468.C1_s_at	TRUE	0.787943966	6.21673E-06	C20orf112	C20orf112	20q11.1-q11.23	C20orf113|DKFZp566G1424|dJ1184F4.2|dJ1184F4.4	chromosome 20 open reading frame 112
HSF5	124535	ADXCRSS.Hs#S2981042_at	TRUE	0.946900056	6.2188E-06	HSF5	HSF5	17q22	FLJ40311|HSF 5|HSTF 5|MGC134827	heat shock transcription factor family member 5
CD109	135228	ADXCRAG_AF410459_s_at	TRUE	-0.792368762	7.50438E-06	CD109	CD109	6q13	CPAMD7|DKFZp762L1111|FLJ38569|FLJ41966|RP11-525G3.1	CD109 molecule
DNAH14	127602	ADXCRAD_AI076810_s_at	FALSE	0.954158121	7.50438E-06	DNAH14	DNAH14	1q42.12	C1orf67|DKFZp781B1548|Dnahc14|HL-18|HL18|MGC149665|MGC149666|MGC27277|MGC51214	dynein, axonemal, heavy chain 14
SATB2	23314	ADXCRIH.1289.C1_at	FALSE	1.32876175	8.40586E-06	SATB2	SATB2	2q33	FLJ21474|FLJ32076|KIAA1034|MGC119474|MGC119477	SATB homeobox 2
CFTR	1080	ADXCRIH.1654.C1_at	FALSE	1.227910359	9.21044E-06	CFTR	CFTR	7q31.2	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)
MUC3B	57876	ADXCRAG_XM_168578_at	TRUE	1.130209085	9.32441E-06	MUC3B	MUC3B	7q22	MUC3|MUC3A	mucin 3B, cell surface associated
LOC100134361	100134361	ADXCRAD_XM_086879_at	TRUE	0.993489528	9.32441E-06	LOC100134361				hypothetical LOC100134361
LOC100130716	100130716	ADXCRAD_XM_168585_s_at	TRUE	1.515059597	1.09143E-05	LOC100130716				mucin-12-like
DPEP1	1800	ADXCRPD.6962.C1_x_at	TRUE	1.009309286	1.11103E-05	DPEP1	DPEP1	16q24.3	MBD1|MDP|RDP	dipeptidase 1 (renal)
PLAGL2	5326	ADXCRPD.16547.C1_at	FALSE	0.647024299	1.13024E-05	PLAGL2	PLAGL2	20q11.21	FLJ23283|ZNF900	pleiomorphic adenoma gene-like 2
LYZ	4069	ADXCRIHRC.31.C9_s_at	TRUE	-1.555447884	1.13024E-05	LYZ	LYZ	12q15	LZM	lysozyme
HSF5	124535	ADXCRPD.11441.C1_at	TRUE	0.850277474	1.14157E-05	HSF5	HSF5	17q22	FLJ40311|HSF 5|HSTF 5|MGC134827	heat shock transcription factor family member 5
DPP4	1803	ADXCRPDRC.8144.C1_s_at	TRUE	-1.206868871	1.35389E-05	DPP4	DPP4	2q24.3	ADABP|ADCP2|CD26|DPPIV|TP103	dipeptidyl-peptidase 4
ARID3A	1820	ADXCRAD_BP389511_x_at	TRUE	0.947971193	1.43191E-05	ARID3A	ARID3A	19p13.3	BRIGHT|DRIL1|DRIL3|E2FBP1	AT rich interactive domain 3A (BRIGHT-like)
FLJ32063	150538	ADXCRAD_XM_498917_at	FALSE	1.58759454	1.52135E-05	FLJ32063		2q33.1	MGC126831	hypothetical LOC150538
H2AFY2	55506	ADXCRAD_BX353537_s_at	TRUE	0.659874386	1.52135E-05	H2AFY2	H2AFY2	10q22	macroH2A2	H2A histone family, member Y2
ZNRF3	84133	ADXCRAG_BC021570_x_at	TRUE	0.736852648	1.65619E-05	ZNRF3	ZNRF3	22q12.1	BK747E2.3|RNF203	zinc and ring finger 3
GDA	9615	ADXCRAG_NM_004293_s_at	TRUE	-0.889637064	1.65619E-05	GDA	GDA	9q21.13	CYPIN|GUANASE|KIAA1258|MGC9982|NEDASIN	guanine deaminase
CRIP1	1396	ADXCRPD.5224.C1_at	TRUE	-0.908727553	1.82905E-05	CRIP1	CRIP1	14q32.33	CRHP|CRIP|CRP1|FLJ40971	cysteine-rich protein 1 (intestinal)
MUC3B	57876	ADXCRAG_XM_168578_x_at	TRUE	1.048715639	1.98297E-05	MUC3B	MUC3B	7q22	MUC3|MUC3A	mucin 3B, cell surface associated
UBASH3B	84959	ADXCRAD_CR741636_at	TRUE	-0.66011826	2.05758E-05	UBASH3B	UBASH3B	11q24.1	KIAA1959|MGC15437|STS-1|STS1|TULA-2|p70	ubiquitin associated and SH3 domain containing B
ZNF141	7700	ADXCRAG_BC036854_at	FALSE	0.933094275	2.08669E-05	ZNF141	ZNF141	4p16.3	D4S90|pHZ-44	zinc finger protein 141
MUC3B	57876	ADXCRPD.9207.C1_s_at	FALSE	1.067774478	2.12752E-05	MUC3B	MUC3B	7q22	MUC3|MUC3A	mucin 3B, cell surface associated
GOLIM4	27333	ADXCRPD.9123.C1_s_at	TRUE	0.846751307	2.12752E-05	GOLIM4	GOLIM4	3q26.2	GIMPC|GOLPH4|GPP130|P138	golgi integral membrane protein 4
GUCY2C	2984	ADXCRPDRC.3750.C1_x_at	TRUE	1.013998316	2.19021E-05	GUCY2C	GUCY2C	12p12	GUC2C|STAR	guanylate cyclase 2C (heat stable enterotoxin receptor)
GRM8	2918	ADXCRAD_BG198589_at	TRUE	1.197423334	2.25764E-05	GRM8	GRM8	7q31.3-q32.1	FLJ41058|GLUR8|GPRC1H|MGC126724|MGLUR8|mGlu8	glutamate receptor, metabotropic 8
XKR9	389668	ADXCRSS.Hs#S1623724_x_at	FALSE	-0.674557155	2.29233E-05	XKR9	XKR9	8q13.3	XRG9	XK, Kell blood group complex subunit-related family, member 9
PTPRO	5800	ADXCRPDRC.4197.C1_s_at	TRUE	1.581396297	2.49565E-05	PTPRO	PTPRO	12p13.3-p13.2|12p13-p12	GLEPP1|PTP-OC|PTP-U2|PTPROT|PTPU2|R-PTP-O	protein tyrosine phosphatase, receptor type, O
MYOF	26509	ADXCRSS.Hs#S1921456_at	TRUE	-0.595246369	2.76843E-05	MYOF	MYOF	10q24	FER1L3|FLJ36571|FLJ90777	myoferlin
ASCL2	430	ADXCRPD.7638.C1_at	TRUE	0.951996112	2.76843E-05	ASCL2	ASCL2	11p15.5	ASH2|HASH2|MASH2|bHLHa45	achaete-scute complex homolog 2 (Drosophila)
ABLIM3	22885	ADXCRAG_BC001665_at	TRUE	-1.101631464	2.98402E-05	ABLIM3	ABLIM3	5q32		actin binding LIM protein family, member 3
GPR126	57211	ADXCRPD.7041.C1_s_at	TRUE	-0.633076424	3.01674E-05	GPR126	GPR126	6q24.1	APG1|DREG|PS1TP2|VIGR	G protein-coupled receptor 126
BECN1	8678	ADXCRAD_AJ709876_at	TRUE	0.587686221	3.01699E-05	BECN1	BECN1	17q21	ATG6|VPS30|beclin1	beclin 1, autophagy related
DKFZP564O0823	25849	ADXCRSS.Hs#S3015237_at	FALSE	0.944780735	3.53896E-05	PARM1	PARM1	4q13.3-q21.3	Cipar1|DKFZP564O0823|PARM-1|WSC4	prostate androgen-regulated mucin-like protein 1
KLK11	11012	ADXCRAD_NM_144947_s_at	TRUE	-0.652142121	3.8287E-05	KLK11	KLK11	19q13.33	MGC33060|PRSS20|TLSP	kallikrein-related peptidase 11
SLC14A1	6563	ADXCRAD_BE673587_at	FALSE	-0.599816173	4.01596E-05	SLC14A1	SLC14A1	18q11-q12	FLJ33745|FLJ41687|HUT11|HsT1341|JK|RACH1|UT-B1|UT1|UTE	solute carrier family 14 (urea transporter), member 1 (Kidd blood group)
INPP5J	27124	ADXCRAG_U45975_s_at	TRUE	0.883809781	4.12385E-05	INPP5J	INPP5J	22q12.2	INPP5|MGC129984|PIB5PA|PIPP	inositol polyphosphate-5-phosphatase J
PTPRD	5789	ADXCRAG_AL049338_s_at	TRUE	1.018828971	4.5483E-05	PTPRD	PTPRD	9p23-p24.3	HPTP|HPTPD|HPTPDELTA|MGC119750|MGC119751|MGC119752|MGC119753|PTPD|RPTPDELTA	protein tyrosine phosphatase, receptor type, D
AIFM3	150209	ADXCRAG_BC032485_s_at	TRUE	1.504609491	4.5483E-05	AIFM3	AIFM3	22q11.21	AIFL|FLJ30473|FLJ45137	apoptosis-inducing factor, mitochondrion-associated, 3
APCDD1	147495	ADXCRPD.4535.C1_at	TRUE	1.202980906	4.81388E-05	APCDD1	APCDD1	18p11.22	B7323|DRAPC1	adenomatosis polyposis coli down-regulated 1
ZIC2	7546	ADXCRAG_AF193855_at	TRUE	-2.218513828	6.24913E-05	ZIC2	ZIC2	13q32	HPE5	Zic family member 2
ZNF518B	85460	ADXCRAD_AW965202_x_at	TRUE	0.69569614	6.38595E-05	ZNF518B	ZNF518B	4p16.1	KIAA1729	zinc finger protein 518B
ISL1	3670	ADXCRAD_CN287799_s_at	TRUE	-0.593515294	6.43305E-05	ISL1	ISL1	5q11.1	ISLET1|Isl-1	ISL LIM homeobox 1
SLC5A6	8884	ADXCRAG_BC015631_s_at	TRUE	0.791205483	6.72614E-05	SLC5A6	SLC5A6	2p23	SMVT	solute carrier family 5 (sodium-dependent vitamin transporter), member 6
HSF5	124535	ADXCRPD.11457.C1_at	FALSE	0.88262106	7.11896E-05	HSF5	HSF5	17q22	FLJ40311|HSF 5|HSTF 5|MGC134827	heat shock transcription factor family member 5
PTPRO	5800	ADXCRPD.4197.C1_at	FALSE	1.488648067	7.31072E-05	PTPRO	PTPRO	12p13.3-p13.2|12p13-p12	GLEPP1|PTP-OC|PTP-U2|PTPROT|PTPU2|R-PTP-O	protein tyrosine phosphatase, receptor type, O
MALL	7851	ADXCRPD.9365.C1_at	TRUE	-0.819270489	7.97885E-05	MALL	MALL	2q13	BENE|MGC4419	mal, T-cell differentiation protein-like
KLK6	5653	ADXCRIHRC.482.C1_s_at	TRUE	-0.940051474	8.74188E-05	KLK6	KLK6	19q13.3	Bssp|Klk7|MGC9355|PRSS18|PRSS9|SP59|hK6	kallikrein-related peptidase 6
ETS2	2114	ADXCRIH.2576.C1_s_at	TRUE	0.68668683	8.96804E-05	ETS2	ETS2	21q22.3|21q22.2	ETS2IT1	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)
FMOD	2331	RDCR071_B07_x_at	FALSE	0.809798686	8.96804E-05	FMOD	FMOD	1q32	SLRR2E	fibromodulin
FAM84A	151354	ADXCRAG_AL137343_at	TRUE	0.728061891	9.30548E-05	FAM84A	FAM84A	2p24.3	FLJ35392|NSE1|PP11517	family with sequence similarity 84, member A
XKR9	389668	ADXCRSS.Hs#S1623724_at	FALSE	-0.733583524	9.68894E-05	XKR9	XKR9	8q13.3	XRG9	XK, Kell blood group complex subunit-related family, member 9
PLK2	10769	ADXCRAD_BP393218_s_at	TRUE	-0.749402312	0.000104349	PLK2	PLK2	5q12.1-q13.2	SNK	polo-like kinase 2
LDLRAD3	143458	ADXCRAG_BC042754_s_at	TRUE	0.732686511	0.000104406	LDLRAD3	LDLRAD3	11p13		low density lipoprotein receptor class A domain containing 3
MYRIP	25924	ADXCRAG_AF396687_s_at	TRUE	1.013966513	0.000110985	MYRIP	MYRIP	3p22.1	DKFZp586F1018|FLJ44025|MGC130034|MGC130035|SLAC2-C|SLAC2C	myosin VIIA and Rab interacting protein
ND6	4541	ADXCRPD.13339.C1_at	TRUE	0.648859526	0.000120033	ND6	MT-ND6		MTND6	NADH dehydrogenase, subunit 6 (complex I)
LRP4	4038	ADXCRAG_AB011540_s_at	TRUE	1.488846476	0.000120517	LRP4	LRP4	11p11.2	CLSS|KIAA0816|LRP-4|LRP10|MEGF7	low density lipoprotein receptor-related protein 4
PON3	5446	ADXCRPD.17419.C1_s_at	TRUE	-0.629892908	0.000124451	PON3	PON3	7q21.3		paraoxonase 3
AMACR	23600	ADXCRAD_CK003929_x_at	FALSE	0.760378866	0.000126262	AMACR	AMACR	5p13	CBAS4|RACE|RM	alpha-methylacyl-CoA racemase
NT5C3L	115024	ADXCRPD.10192.C1_s_at	TRUE	0.705031053	0.00012844	NT5C3L	NT5C3L	17q21.2	MGC20781|MGC21375	5-nucleotidase, cytosolic III-like
AMACR	23600	ADXCRAG_AF047020_s_at	TRUE	0.770693871	0.00012844	AMACR	AMACR	5p13	CBAS4|RACE|RM	alpha-methylacyl-CoA racemase
SPRR1B	6699	ADXCRAG_M19888_s_at	TRUE	-0.688090567	0.00012844	SPRR1B	SPRR1B	1q21-q22	CORNIFIN|GADD33|MGC61901|SPRR1	small proline-rich protein 1B
FAM84A	151354	ADXCRAG_AL137343_x_at	TRUE	0.764022021	0.000136808	FAM84A	FAM84A	2p24.3	FLJ35392|NSE1|PP11517	family with sequence similarity 84, member A
SEMA5A	9037	ADXCRAG_AF009314_at	TRUE	1.092416201	0.000136808	SEMA5A	SEMA5A	5p15.2	FLJ12815|SEMAF|semF	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A
DUX4C	554045	ADXCRAD_BM930475_x_at	TRUE	0.858771146	0.000144579	DUX4L9	DUX4L9	4q35.2	DUX4C	double homeobox 4 like 9
CUGBP2	10659	ADXCRAG_AL833001_s_at	TRUE	0.682348522	0.000150724	CELF2	CELF2	10p13	BRUNOL3|CUGBP2|ETR-3|ETR3|NAPOR	CUGBP, Elav-like family member 2
SOX2	6657	ADXCRAD_CD105331_s_at	TRUE	-1.739955143	0.00015168	SOX2	SOX2	3q26.3-q27	ANOP3|MCOPS3|MGC2413	SRY (sex determining region Y)-box 2
ACVRL1	94	ADXCRPD.9589.C1_x_at	TRUE	1.069239892	0.000152626	ACVRL1	ACVRL1	12q11-q14	ACVRLK1|ALK-1|ALK1|HHT|HHT2|ORW2|SKR3|TSR-I	activin A receptor type II-like 1
CD109	135228	ADXCRAD_CB267302_x_at	TRUE	-0.670302092	0.000156095	CD109	CD109	6q13	CPAMD7|DKFZp762L1111|FLJ38569|FLJ41966|RP11-525G3.1	CD109 molecule
