Probeset ID	Gene	Description	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value (%)
AGI_MM_OLIGO_A_51_P371485	C430003P19Rik	RIKEN cDNA C430003P19 gene	-1.173573123	-2.036666667	1.735440789	9.573042	3.71807916
AGI_MM_OLIGO_A_51_P474334	Pfpl	pore forming protein-like	-1.616147402	-2.386666667	1.476762988	9.547451	0.584777992
AGI_MM_OLIGO_A_51_P501773	Slc35f3	solute carrier family 35, member F3	-2.451378067	-2.823333333	1.15173313	9.401147	0.148059224
AGI_MM_OLIGO_A_51_P519390	Hamp1	hepcidin antimicrobial peptide 1	-2.525742573	-2.833333333	1.121782308	9.342301	0.148059224
AGI_MM_OLIGO_A_51_P337350	Ern2	endoplasmic reticulum (ER) to nucleus signalling 2	-1.333043746	-2.186666667	1.64035627	9.303191	1.605443519
AGI_MM_OLIGO_A_51_P338664	Hist3h2ba	histone 3, H2ba	-4.524839023	-3.126666667	0.691000641	9.00009	0.148059224
AGI_MM_OLIGO_A_51_P147034	Als2cr15	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 15	-3.240629528	-2.95	0.910316954	8.903134	0.148059224
AGI_MM_OLIGO_A_51_P146063	Sdccag1	serologically defined colon cancer antigen 1	-1.525554101	-2.27	1.487983938	8.868393	0.827313381
AGI_MM_OLIGO_A_51_P304200	Krt1-1	keratin complex 1, acidic, gene 1	-2.864729975	-2.903333333	1.013475392	8.856611	0.148059224
AGI_MM_OLIGO_A_51_P381047	Ube2m	ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)	-2.468633611	-2.753333333	1.115326843	8.844861	0.148059224
AGI_MM_OLIGO_A_51_P224962	Zfp469	zinc finger protein 469	-1.108621995	-1.913333333	1.725866293	8.736676	4.106222751
AGI_MM_OLIGO_A_51_P139320	Pcbd1	pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1	-4.191431815	-3.086666667	0.73642297	8.713838	0.148059224
AGI_MM_OLIGO_A_51_P248506	4930526H21Rik	RIKEN cDNA 4930526H21 gene	-1.623364104	-2.33	1.435291069	8.703978	0.584777992
AGI_MM_OLIGO_A_51_P425809	Col8a1	procollagen, type VIII, alpha 1	-2.598423579	-3.253333333	1.252041184	8.693384	0.148059224
AGI_MM_OLIGO_A_51_P192089	2610028A01Rik	RIKEN cDNA 2610028A01 gene	-1.091733813	-1.876666667	1.718978238	8.681309	4.484408549
AGI_MM_OLIGO_A_51_P170959	Proz	protein Z, vitamin K-dependent plasma glycoprotein	-1.067089584	-1.896666667	1.77742028	8.440244	4.484408549
AGI_MM_OLIGO_A_51_P413965	Prkcn	protein kinase C, nu	-3.672440906	-3.103333333	0.845032885	8.255593	0.148059224
AGI_MM_OLIGO_A_51_P140871	Ankhd1	ankyrin repeat and KH domain containing 1	-1.316038602	-2.063333333	1.567836483	8.229098	2.272482995
AGI_MM_OLIGO_A_51_P165021	Ccl27	chemokine (C-C motif) ligand 27	-1.831675389	-2.416666667	1.319374973	8.2021	0.36388223
AGI_MM_OLIGO_A_51_P328769	Rnf20	ring finger protein 20	-1.293735676	-2.07	1.600017715	8.192021	2.272482995
AGI_MM_OLIGO_A_51_P500051	Itpr2	inositol 1,4,5-triphosphate receptor 2	-2.497211069	-2.85	1.141273173	8.189338	0.148059224
AGI_MM_OLIGO_A_51_P229280	Eif3s10	eukaryotic translation initiation factor 3, subunit 10 (theta)	-1.401237728	-2.123333333	1.515326979	8.147967	1.44968603
AGI_MM_OLIGO_A_51_P521304	Klhl13	kelch-like 13 (Drosophila)	-2.618777833	-2.746666667	1.048835313	8.12942	0.148059224
AGI_MM_OLIGO_A_51_P397363	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	-3.587630965	-2.906666667	0.810191097	8.103071	0.148059224
AGI_MM_OLIGO_A_51_P451052	Pgm5	phosphoglucomutase 5	-3.069767228	-2.806666667	0.914292993	8.058667	0.148059224
AGI_MM_OLIGO_A_51_P124534			-2.933445874	-2.893333333	0.986325795	8.026971	0.148059224
AGI_MM_OLIGO_A_51_P186172	BC005764	cDNA sequence BC005764	-2.099558235	-2.51	1.195489583	7.996802	0.148059224
AGI_MM_OLIGO_A_51_P240501	4930583H14Rik	RIKEN cDNA 4930583H14 gene	-2.359424809	-2.696666667	1.142933929	7.984032	0.148059224
AGI_MM_OLIGO_A_51_P148069	Lpgat1	lysophosphatidylglycerol acyltransferase 1	-3.055797571	-3.063333333	1.002466054	7.929585	0.148059224
AGI_MM_OLIGO_A_51_P391870	BC037393	cDNA sequence BC037393	-1.340970789	-2.043333333	1.523771696	7.841293	1.605443519
AGI_MM_OLIGO_A_51_P464118	5830472F04Rik	RIKEN cDNA 5830472F04 gene	-1.178599403	-1.933333333	1.640365105	7.835763	3.71807916
AGI_MM_OLIGO_A_51_P501457	Ms4a8a	membrane-spanning 4-domains, subfamily A, member 8A	-1.675383864	-2.29	1.366850934	7.721411	0.471225026
AGI_MM_OLIGO_A_51_P362661	9630042H07Rik	RIKEN cDNA 9630042H07 gene	-3.344104875	-2.82	0.843274988	7.699415	0.148059224
AGI_MM_OLIGO_A_51_P128463	Grrp1	glycine/arginine rich protein 1	-3.645066272	-2.986666667	0.819372391	7.691125	0.148059224
AGI_MM_OLIGO_A_51_P383524	Art3	ADP-ribosyltransferase 3	-3.866217571	-2.963333333	0.766468332	7.623113	0.148059224
AGI_MM_OLIGO_A_51_P425962	Khdrbs3	KH domain containing, RNA binding, signal transduction associated 3	-4.211638642	-2.92	0.693316841	7.464915	0.148059224
AGI_MM_OLIGO_A_51_P396193			-1.506925843	-2.166666667	1.437805767	7.447125	1.010928962
AGI_MM_OLIGO_A_51_P201024	C230071I02Rik	RIKEN cDNA C230071I02 gene	-1.756615227	-2.31	1.31502902	7.433839	0.36388223
AGI_MM_OLIGO_A_51_P164504	Apoc1	apolipoprotein C-I	-3.307164666	-2.976666667	0.900066059	7.361602	0.148059224
AGI_MM_OLIGO_A_51_P226182	Trove2	TROVE domain family, member 2	-2.772419395	-2.69	0.970271671	7.252158	0.148059224
AGI_MM_OLIGO_A_51_P380078	Fcgbp	Fc fragment of IgG binding protein	-3.101790508	-2.75	0.886584698	7.22909	0.148059224
AGI_MM_OLIGO_A_51_P353946	Il11ra1	interleukin 11 receptor, alpha chain 1	-1.310615339	-2.05	1.564150777	7.21709	2.272482995
AGI_MM_OLIGO_A_51_P461141	Pdlim1	PDZ and LIM domain 1 (elfin)	-2.859839933	-2.84	0.993062572	7.214487	0.148059224
AGI_MM_OLIGO_A_51_P393264	Foxa3	forkhead box A3	-4.972294276	-2.843333333	0.571835289	7.193727	0.148059224
AGI_MM_OLIGO_A_51_P322551	Zfp265	zinc finger protein 265	-1.197107295	-1.886666667	1.57602136	7.173086	3.336956959
AGI_MM_OLIGO_A_51_P176291	Fkbp9	FK506 binding protein 9	-2.806886712	-3.13	1.115114474	7.166404	0.148059224
AGI_MM_OLIGO_A_51_P280158	Sf3b2	splicing factor 3b, subunit 2	-2.776731968	-2.613333333	0.941154336	7.159221	0.148059224
AGI_MM_OLIGO_A_51_P207921	Por	P450 (cytochrome) oxidoreductase	-4.463362643	-2.8	0.627329712	7.123522	0.148059224
AGI_MM_OLIGO_A_51_P115268	Ankrd26	ankyrin repeat domain 26	-1.282387033	-1.926666667	1.502406542	7.101768	2.980737416
AGI_MM_OLIGO_A_51_P264878	Emid1	EMI domain containing 1	-3.694039857	-2.813333333	0.761587163	7.062646	0.148059224
AGI_MM_OLIGO_A_51_P266009			-2.333660584	-2.486666667	1.06556484	6.986167	0.148059224
AGI_MM_OLIGO_A_51_P115749	Usp42	ubiquitin specific peptidase 42	-1.188731626	-1.853333333	1.559084737	6.986167	3.71807916
AGI_MM_OLIGO_A_51_P326909	Cep68	centrosomal protein 68	-1.058737445	-1.723333333	1.627724929	6.916585	4.484408549
AGI_MM_OLIGO_A_51_P519008	Irxl1	iroquois homeobox protein-like 1	-3.230184255	-2.703333333	0.836897564	6.913239	0.148059224
AGI_MM_OLIGO_A_51_P199624	Sfrs8	splicing factor, arginine/serine-rich 8	-1.052728919	-1.746666667	1.659179905	6.893699	4.484408549
AGI_MM_OLIGO_A_51_P422369	2010001J22Rik	RIKEN cDNA 2010001J22 gene	-1.784409859	-2.233333333	1.25158092	6.859652	0.36388223
AGI_MM_OLIGO_A_51_P186798	Fgf2	fibroblast growth factor 2	-3.037302496	-2.653333333	0.873582179	6.856829	0.148059224
AGI_MM_OLIGO_A_51_P496244	Hoxc6	homeo box C6	-1.927922425	-2.326666667	1.206825875	6.83901	0.344106022
AGI_MM_OLIGO_A_51_P196188	Ceacam1	CEA-related cell adhesion molecule 1	-2.191330497	-2.69	1.227564717	6.80411	0.148059224
AGI_MM_OLIGO_A_51_P440743	Celsr1	cadherin EGF LAG seven-pass G-type receptor 1	-3.317291546	-2.703333333	0.814921841	6.797173	0.148059224
AGI_MM_OLIGO_A_51_P256401	Ryr1	ryanodine receptor 1, skeletal muscle	-2.606867619	-2.533333333	0.971792091	6.794863	0.148059224
AGI_MM_OLIGO_A_51_P224865	4930456L15Rik	RIKEN cDNA 4930456L15 gene	-3.994412428	-2.696666667	0.675109723	6.759497	0.148059224
AGI_MM_OLIGO_A_51_P105660	Ehf	ets homologous factor	-2.295995008	-2.473333333	1.077238114	6.758583	0.148059224
AGI_MM_OLIGO_A_51_P482618	Kcnip3	Kv channel interacting protein 3, calsenilin	-3.315362989	-2.67	0.80534168	6.74127	0.148059224
AGI_MM_OLIGO_A_51_P432288	Rnf183	ring finger protein 183	-3.214949664	-2.696666667	0.838789701	6.729023	0.148059224
AGI_MM_OLIGO_A_51_P281637	4833421E05Rik	RIKEN cDNA 4833421E05 gene	-2.678618086	-2.53	0.944516881	6.708258	0.148059224
AGI_MM_OLIGO_A_51_P251433	1500035H01Rik	RIKEN cDNA 1500035H01 gene	-3.517543949	-2.833333333	0.805486264	6.681812	0.148059224
AGI_MM_OLIGO_A_51_P489720	Slc16a11	solute carrier family 16 (monocarboxylic acid transporters), member 11	-4.535603602	-2.736666667	0.603374304	6.662669	0.148059224
AGI_MM_OLIGO_A_51_P269743			-3.006187061	-2.566666667	0.853794729	6.626905	0.148059224
AGI_MM_OLIGO_A_51_P335460	Scin	scinderin	-2.166816805	-2.433333333	1.122999105	6.625588	0.148059224
AGI_MM_OLIGO_A_51_P307168	Ddah1	dimethylarginine dimethylaminohydrolase 1	-4.469959756	-2.726666667	0.609998035	6.613757	0.148059224
AGI_MM_OLIGO_A_51_P287069	Serpinh1	serine (or cysteine) peptidase inhibitor, clade H, member 1	-2.461965391	-3.116666667	1.265926271	6.610696	0.148059224
AGI_MM_OLIGO_A_51_P141660	Dmxl2	Dmx-like 2	-1.32260004	-1.916666667	1.449165741	6.597611	2.272482995
AGI_MM_OLIGO_A_51_P495012	Cbx1	chromobox homolog 1 (Drosophila HP1 beta)	-1.247850631	-1.863333333	1.493234276	6.582845	2.980737416
AGI_MM_OLIGO_A_51_P453351	Lpgat1	lysophosphatidylglycerol acyltransferase 1	-3.080936113	-2.85	0.925043524	6.565988	0.148059224
AGI_MM_OLIGO_A_51_P478774	Chrna10	cholinergic receptor, nicotinic, alpha polypeptide 10	-2.195754865	-2.356666667	1.073283136	6.49435	0.148059224
AGI_MM_OLIGO_A_51_P108850	Lyplal1	lysophospholipase-like 1	-2.888109926	-2.616666667	0.906013529	6.473749	0.148059224
AGI_MM_OLIGO_A_51_P134014	Nfia	nuclear factor I/A	-1.441206044	-2.003333333	1.390039503	6.435421	1.166338306
AGI_MM_OLIGO_A_51_P244820	Trim56	tripartite motif-containing 56	-1.759117969	-2.166666667	1.231677866	6.420133	0.36388223
AGI_MM_OLIGO_A_51_P158018	2310026E23Rik	RIKEN cDNA 2310026E23 gene	-2.44232079	-2.516666667	1.030440668	6.40615	0.148059224
AGI_MM_OLIGO_A_51_P355996	Acot5	acyl-CoA thioesterase 5	-3.803434502	-2.626666667	0.690603891	6.382435	0.148059224
AGI_MM_OLIGO_A_51_P481581	BC027061	cDNA sequence BC027061	-1.260748285	-1.836666667	1.456806793	6.370644	2.980737416
AGI_MM_OLIGO_A_51_P397983	Slc9a2	solute carrier family 9 (sodium/hydrogen exchanger), member 2	-2.623498375	-2.476666667	0.944032095	6.366993	0.148059224
AGI_MM_OLIGO_A_51_P238659	A230046K03Rik	RIKEN cDNA A230046K03 gene	-1.691054672	-2.13	1.259568975	6.232471	0.422410595
AGI_MM_OLIGO_A_51_P117226	Zdhhc2	zinc finger, DHHC domain containing 2	-3.540101993	-2.686666667	0.75892352	6.229753	0.148059224
AGI_MM_OLIGO_A_51_P246345	Myl7	myosin, light polypeptide 7, regulatory	-2.639371074	-2.826666667	1.070962206	6.210023	0.148059224
AGI_MM_OLIGO_A_51_P165914	6430601A21Rik	RIKEN cDNA 6430601A21 gene	-4.965872447	-2.64	0.531628637	6.193868	0.148059224
AGI_MM_OLIGO_A_51_P103397	Vwf	Von Willebrand factor homolog	-2.965016742	-2.48	0.836420235	6.192334	0.148059224
AGI_MM_OLIGO_A_51_P178131	1110008I14Rik	RIKEN cDNA 1110008I14 gene	-2.759421503	-2.51	0.909610945	6.177797	0.148059224
AGI_MM_OLIGO_A_51_P330717	Spop	speckle-type POZ protein	-1.43647182	-1.966666667	1.369095195	6.048143	1.166338306
AGI_MM_OLIGO_A_51_P484111	Matn2	matrilin 2	-3.673377039	-2.53	0.688739537	5.98444	0.148059224
AGI_MM_OLIGO_A_51_P348743	Llglh2	lethal giant larvae homolog 2	-3.148070892	-2.466666667	0.78354864	5.93155	0.148059224
AGI_MM_OLIGO_A_51_P486810	Gpx2	glutathione peroxidase 2	-2.77441446	-2.42	0.872256123	5.91471	0.148059224
AGI_MM_OLIGO_A_51_P211315	Lrrc45	leucine rich repeat containing 45	-1.474850902	-1.93	1.308606855	5.895184	1.010928962
AGI_MM_OLIGO_A_51_P486240	Clec3b	C-type lectin domain family 3, member b	-5.233994621	-2.553333333	0.487836446	5.887547	0.148059224
AGI_MM_OLIGO_A_51_P178081	Resp18	regulated endocrine-specific protein 18	-4.017462828	-2.52	0.62726156	5.859261	0.148059224
AGI_MM_OLIGO_A_51_P353494	Fetub	fetuin beta	-3.759307802	-2.496666667	0.664129355	5.771673	0.148059224
AGI_MM_OLIGO_A_51_P318182	LOC546232	hypothetical LOC546232	-1.900275866	-2.173333333	1.143693593	5.763024	0.344106022
AGI_MM_OLIGO_A_51_P428708	C4b	complement component 4B (Childo blood group)	-3.053738001	-2.61	0.854690219	5.762028	0.148059224
AGI_MM_OLIGO_A_51_P461678			-2.657593066	-2.37	0.891784386	5.759705	0.148059224
AGI_MM_OLIGO_A_51_P269203	Trpv4	transient receptor potential cation channel, subfamily V, member 4	-3.531611708	-2.443333333	0.691846538	5.690872	0.148059224
AGI_MM_OLIGO_A_51_P485318	Ddb2	damage specific DNA binding protein 2	-2.703412925	-2.36	0.872970599	5.687635	0.148059224
AGI_MM_OLIGO_A_51_P474538	A330103N21Rik	RIKEN cDNA A330103N21 gene	-2.520808494	-2.49	0.987778328	5.684725	0.148059224
AGI_MM_OLIGO_A_51_P335889	Mrps24	mitochondrial ribosomal protein S24	-3.559786263	-2.436666667	0.684498025	5.644297	0.148059224
AGI_MM_OLIGO_A_51_P203183	Apob48r	apolipoprotein B48 receptor	-3.667281026	-2.526666667	0.688975469	5.597851	0.148059224
AGI_MM_OLIGO_A_51_P378227	Mpp7	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)	-4.377425	-2.493333333	0.569589047	5.59691	0.148059224
AGI_MM_OLIGO_A_51_P404463	1500015O10Rik	RIKEN cDNA 1500015O10 gene	-4.00421713	-2.446666667	0.611022476	5.568549	0.148059224
AGI_MM_OLIGO_A_51_P341738	Mmp2	matrix metallopeptidase 2	-2.07133288	-2.173333333	1.049243873	5.538632	0.148059224
AGI_MM_OLIGO_A_51_P489367	Cyp3a25	cytochrome P450, family 3, subfamily a, polypeptide 25	-2.078946258	-2.79	1.342026033	5.534647	0.148059224
AGI_MM_OLIGO_A_51_P388478	Efnb1	ephrin B1	-1.450656452	-1.896666667	1.307454059	5.521811	1.166338306
AGI_MM_OLIGO_A_51_P200819	Prdx4	peroxiredoxin 4	-2.670874959	-2.4	0.898581939	5.488474	0.148059224
AGI_MM_OLIGO_A_51_P329394	Folr1	folate receptor 1 (adult)	-3.544759187	-2.463333333	0.694922618	5.459111	0.148059224
AGI_MM_OLIGO_A_51_P285137	Dmxl2	Dmx-like 2	-3.624595131	-2.456666667	0.677776849	5.458515	0.148059224
AGI_MM_OLIGO_A_51_P496187	N28178	expressed sequence N28178	-2.10470926	-2.15	1.021518763	5.456132	0.148059224
AGI_MM_OLIGO_A_51_P274461	Ott	ovary testis transcribed	-2.247444831	-2.246666667	0.999653756	5.415358	0.148059224
AGI_MM_OLIGO_A_51_P394383	Malat1	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	-1.770688239	-2.166666667	1.22362967	5.409499	0.36388223
AGI_MM_OLIGO_A_51_P265838	Hoxb4	homeo box B4	-1.390652019	-1.823333333	1.311135574	5.39782	1.44968603
AGI_MM_OLIGO_A_51_P520019	Cdc6	cell division cycle 6 homolog (S. cerevisiae)	-2.802337416	-2.316666667	0.826690838	5.371146	0.148059224
AGI_MM_OLIGO_A_51_P141992	Aebp2	AE binding protein 2	-1.578699174	-1.956666667	1.239417046	5.367687	0.681211452
AGI_MM_OLIGO_A_51_P418029	Mum1l1	melanoma associated antigen (mutated) 1-like 1	-1.747985751	-2.066666667	1.182313223	5.35676	0.36388223
AGI_MM_OLIGO_A_51_P158072	A230050P20Rik	RIKEN cDNA A230050P20 gene	-3.986967981	-2.44	0.611993879	5.352746	0.148059224
AGI_MM_OLIGO_A_51_P334942	Aldh1a1	aldehyde dehydrogenase family 1, subfamily A1	-2.907589402	-2.306666667	0.793326136	5.349024	0.148059224
AGI_MM_OLIGO_A_51_P490148	Nphp4	nephronophthisis 4 (juvenile) homolog (human)	-4.627969662	-2.416666667	0.522187232	5.342737	0.148059224
AGI_MM_OLIGO_A_51_P178938	V1ri4	vomeronasal 1 receptor, I4	-2.693022734	-2.263333333	0.840443456	5.323963	0.148059224
AGI_MM_OLIGO_A_51_P302831	Dbccr1	deleted in bladder cancer chromosome region candidate 1 (human)	-1.697621597	-1.97	1.160447065	5.26593	0.422410595
AGI_MM_OLIGO_A_51_P368285	3110032G18Rik	RIKEN cDNA 3110032G18 gene	-3.15797863	-2.34	0.740980315	5.256242	0.148059224
AGI_MM_OLIGO_A_51_P475375	Actn3	actinin alpha 3	-3.310655707	-2.353333333	0.710836022	5.220841	0.148059224
AGI_MM_OLIGO_A_51_P205106	Mlf1	myeloid leukemia factor 1	-2.721889414	-2.516666667	0.924602834	5.21839	0.148059224
AGI_MM_OLIGO_A_51_P417788	Prop1	paired like homeodomain factor 1	-2.812424513	-2.253333333	0.801206689	5.163422	0.148059224
AGI_MM_OLIGO_A_51_P204238	Dnajc3	DnaJ (Hsp40) homolog, subfamily C, member 3	-1.458109646	-1.876666667	1.287054558	5.152249	1.166338306
AGI_MM_OLIGO_A_51_P171533	2900006K08Rik	RIKEN cDNA 2900006K08 gene	-1.187948087	-1.636666667	1.377725748	5.141388	3.71807916
AGI_MM_OLIGO_A_51_P240767	Kras	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	-1.770103114	-2.043333333	1.154358363	5.137162	0.36388223
AGI_MM_OLIGO_A_51_P273538	Syce2	synaptonemal complex central element protein 2	-3.381720012	-2.38	0.703783871	5.134525	0.148059224
AGI_MM_OLIGO_A_51_P402378	Arfl4	ADP-ribosylation factor 4-like	-4.992039871	-2.363333333	0.473420364	5.126365	0.148059224
AGI_MM_OLIGO_A_51_P160284	Tcof1	Treacher Collins Franceschetti syndrome 1, homolog	-1.418162969	-1.8	1.269247638	5.112474	1.166338306
AGI_MM_OLIGO_A_51_P509356			-2.830220693	-2.243333333	0.792635479	5.075627	0.148059224
AGI_MM_OLIGO_A_51_P461774	Nolc1	nucleolar and coiled-body phosphoprotein 1	-1.136473205	-1.586666667	1.39613205	5.029928	4.106222751
AGI_MM_OLIGO_A_51_P339331	Nkx6-3	NK6 transcription factor related, locus 3 (Drosophila)	-2.094418679	-2.103333333	1.004256386	5.029169	0.148059224
AGI_MM_OLIGO_A_51_P374572	Igfbp6	insulin-like growth factor binding protein 6	-3.942672549	-2.343333333	0.594351497	5.022097	0.148059224
AGI_MM_OLIGO_A_51_P117581	Cables1	Cdk5 and Abl enzyme substrate 1	-3.403674095	-2.323333333	0.682595709	5.022097	0.148059224
AGI_MM_OLIGO_A_51_P153079	Ttll3	tubulin tyrosine ligase-like family, member 3	-1.148780565	-1.59	1.38407634	4.994755	3.71807916
