Gene ID	Name	Functional Class	Mean 635	Mean 532	Abundance class	SG enrichment (log2-fold)
AAEL006351	conserved hypothetical protein	DIV	24240.28496	395.2797	High	4.929356571
AAEL006511	anopheles stephensi ubiquitin	RTT	24172.26875	47231.16375	High	-0.688592755
AAEL007383	secreted ferritin G subunit precursor, putative	DIV	24020.55631	34675.27625	High	-0.33952439
AAEL000793	venom allergen	MET	23926.95625	462.167625	High	6.35097477
AAEL009506	40S ribosomal protein S20	RTT	23792.94298	65954.69756	High	-0.218929481
AAEL006141	conserved hypothetical protein	RTT	23405.78875	60794.095	High	-1.176646675
AAEL003057	allergen, putative	DIV	23192.15875	1031.642638	High	5.766915643
AAEL005451	conserved hypothetical protein	RTT	22691.145	39051.07875	High	-0.565530602
AAEL002832	40S ribosomal protein S26	RTT	22647.38365	46330.46509	High	-0.878322875
AAEL004873	conserved hypothetical protein	DIV	22615.0225	3771.397875	High	2.962736285
AAEL010756	40S ribosomal protein S19	RTT	22491.15513	38752.88094	High	-0.643058906
AAEL001759	40S ribosomal protein S9	RTT	22271.1825	50444.87125	High	-0.923502982
AAEL005817	60S ribosomal protein L26	RTT	21820.93094	60039.51875	High	-1.033627618
AAEL004151	conserved hypothetical protein	DIV	21695.46805	34117.2419	High	-0.350864259
AAEL007420	antithrombin, putative	DIV	20744.84513	196.6275625	High	7.608575212
AAEL009496	40S ribosomal protein S7	RTT	20494.32144	42257.95744	High	-0.755420352
AAEL003857	conserved hypothetical protein	IMM	20404.99075	7696.62575	High	1.73978222
AAEL002368	conserved hypothetical protein	RTT	19978.50196	43253.51313	High	-0.956911034
AAEL007394	conserved hypothetical protein (short salivary D7 protein [Aedes aegypti])	UKN	19900.64097	400.0146191	High	5.007164251
AAEL007024	cytochrome P450	RSM	18918.11413	34878.33115	High	-1.668645113
AAEL006408	conserved hypothetical protein	CSR	18632.16975	416.757725	High	5.795825064
AAEL015294	serine-type enodpeptidase, putative	PROT	18593.94213	262.0183813	High	7.043232069
AAEL011587	ribosomal protein L27, putative	RTT	18056.54793	38321.08887	High	-0.440089092
AAEL017198	Translation, Intracellular, ribosome, ribonucleoprotein complex, RNA binding, structural constituent of ribosome, zinc ion binding, metal ion binding. Interacts with any metal ion, ribosomal RNA, zinc ions.	RTT	18035.24525	55289.23125	High	-1.365732594
AAEL003841	conserved hypothetical protein	IMM	17496.43775	5565.433375	High	1.960935252
AAEL002372	40S ribosomal protein S11	RTT	17445.55859	36488.7356	High	-0.601728868
AAEL005298	hypothetical protein	RTT	17244.21033	27045.79917	High	-0.880572424
AAEL009151	30S ribosomal protein S8	RTT	16831.56763	40876.29563	High	-0.932395096
AAEL012736	ribosomal protein L15	RTT	16745.95176	35075.74078	High	-0.662820709
AAEL012681	60S ribosomal protein L24	RTT	16693.34144	34402.16125	High	-0.827450982
AAEL004503	conserved hypothetical protein	DIV	16512.28818	39359.19443	High	-0.53610099
AAEL006733	fad nadph dehydrogenase	DIV	16466.07082	53825.15463	High	0.542587252
AAEL011195	mitochondrial phosphate carrier protein	RSM	16436.29375	14782.82375	High	0.491924653
AAEL004899	hypothetical protein	DIV	16328.01	490.2833625	High	5.785973779
AAEL013272	60S ribosomal protein L37a	RTT	16155.88861	28522.93422	High	-0.387537144
AAEL012740	ATPase subunit, putative	RSM	16094.05625	41765.3575	High	-1.089550276
AAEL006096	Gelsolin precursor	DIV	16083.55088	3853.578625	High	2.611146343
AAEL008785	hypothetical protein	UKN	16080.51225	10652.69975	High	0.875792796
AAEL014562	60S ribosomal protein L12	RTT	15250.42713	35399.01375	High	-0.882716731
AAEL011471	60S ribosomal protein L17	RTT	14971.22255	27399.65131	High	-1.061003657
AAEL014127	adp,atp carrier protein	TRP	14925.76263	30160.22338	High	-0.5075891
AAEL001488	ribosomal protein L15	RTT	14912.46888	32671.295	High	-0.733195341
AAEL013532	hypothetical protein	UKN	14742.36031	239.7219963	High	7.342468329
AAEL000951	elongation factor 1-beta2	RTT	14661.48856	30372.42938	High	-0.81040461
AAEL013009	cytochrome c oxidase subunit iv	RSM	14546.61744	33737.455	High	-0.899260112
AAEL003418	microsomal signal peptidase 25 kda subunit	DIV	14468.47875	3845.935063	High	2.31381755
AAEL006102	Gelsolin precursor	DIV	13974.33883	3187.2218	High	2.711601907
AAEL012198	adp,atp carrier protein	TRP	13962.566	25216.78763	High	-0.411137517
AAEL003582	ribosomal protein S15p/S13e	RTT	13777.99465	29596.39566	High	-0.184054097
AAEL005085	60S ribosomal protein L30	RTT	13620.0435	39393.81	High	-1.126977497
AAEL010830	conserved hypothetical protein	RTT	13579.31513	36317.84475	High	-0.834951486
AAEL014189	conserved hypothetical protein	RTT	13421.27788	38166.51375	High	-1.141509252
AAEL009472	hypothetical protein	RTT	13067.3975	29682.32	High	-0.867798872
AAEL011288	elongation factor 1 gamma	RTT	13047.48281	30473.1025	High	-0.895899835
AAEL011773	calreticulin	DIV	12903.77817	4228.141917	High	1.993530956
AAEL013680	conserved hypothetical protein	DIV	12857.45393	28932.54183	High	-0.556414186
AAEL000931	alkaline phosphatase	DIV	12810.83875	3715.11325	High	2.155630061
AAEL017516	Strucutral constituent of ribosome, intracellular, ribosome, translation,	RTT	12750.79271	27667.53638	High	-0.678856354
AAEL005604	trypsin-epsilon, putative	DIG	12666.86138	317.26705	High	5.412580801
AAEL014944	cytochrome c oxidase polypeptide	RSM	12648.32988	27541.1875	High	-0.754184409
AAEL002834	myo-inositol-1 phosphate synthase	DIV	12630.14113	559.8419813	High	5.252482017
AAEL005170	cytochrome c oxidase subunit iv	RSM	12486.62663	29499.90875	High	-0.836585645
AAEL017096	Nucleotide binding, cellular component, translation elongation factor activity, GTPase activity, translational elongation	PROT	12475.1295	23229.45888	High	-0.568053665
AAEL006333	salivary apyrase, putative	MET	12460.0215	287.6524975	High	6.56448932
AAEL001005	calreticulin	TRP	12346.64588	3915.855625	High	2.0279657
AAEL004521	conserved hypothetical protein	UKN	11976.60908	1218.707333	High	3.796873093
AAEL015458	transferrin	IMM	11867.30908	6011.50525	High	1.280714405
AAEL008301	eph receptor tyrosine kinase	DIV	11806.98021	10882.13563	High	0.580182145
AAEL004382	conserved hypothetical protein	DIV	11119.02713	264.3975625	High	6.354842153
AAEL014188	serine-type enodpeptidase, putative	DIG	10756.26338	505379.35	High	-5.42384941
AAEL008192	40S ribosomal protein S3	RTT	10501.0207	24517.91634	High	-0.866504415
AAEL011122	conserved hypothetical protein	UKN	10471.04963	17399.90535	High	1.137366044
AAEL004353	hypothetical protein	DIV	10381.0835	245.938575	High	6.290200458
AAEL011345	conserved hypothetical protein	DIV	9951.125688	277.2795875	High	6.048319168
AAEL007385	ferritin subunit 1, putative	DIV	9904.624188	21026.55438	High	-0.719265365
AAEL006509	hydrogen-transporting ATP synthase, G-subunit, putative	DIV	9463.275875	30401.27125	High	-1.296015872
AAEL004822	conserved hypothetical protein	RTT	9403.113508	19514.31018	High	-0.237453045
AAEL010095	conserved hypothetical protein	UKN	9280.177125	372.9552583	High	5.526257808
AAEL003060	serine-type enodpeptidase, putative	DIG	9148.171625	465984.9375	High	-5.516226998
AAEL014764	acidic ribosomal protein P1, putative	RTT	9122.333	18991.37875	High	-0.837350335
AAEL005220	60S ribosomal protein L30	RTT	9091.688056	24041.92298	High	-0.556644958
AAEL015086	hypothetical protein	UKN	9057.59625	399.3339875	High	5.335305871
AAEL003234	cytochrome c oxidase, subunit VIA, putative	RSM	9026.045625	24988.00838	High	-1.220535219
AAEL000260	conserved hypothetical protein	UKN	8742.3758	489.7040875	High	2.377059835
AAEL008766	hypothetical protein	PROT	8693.821969	367.2286188	High	5.414444419
AAEL007490	conserved hypothetical protein	DIV	8606.770875	29957.49125	High	-1.468122161
AAEL001849	ribosomal protein L34, putative	RTT	8567.923626	20579.37395	High	0.017464135
AAEL012827	endoplasmin	RSM	8513.531625	1459.462875	High	3.082396787
AAEL004325	ribosomal protein L5	RTT	8386.968375	16516.8865	High	-0.548248943
AAEL000795	ubiquitin	DIV	8306.882875	27013.57625	High	-1.327388161
AAEL005901	40S ribosomal protein S3a	RTT	8295.142655	19180.81179	High	-1.12355359
AAEL002833	cathepsin l	IMM	8253.885375	12955.431	High	-0.517874274
AAEL010318	polyadenylate-binding protein	RTT	8246.24325	6522.038813	High	0.783992599
AAEL010155	hypothetical protein	UKN	8186.141558	758.262	High	3.022128313
AAEL012175	ATP synthase alpha subunit mitochondrial	TRP	8177.884	19748.95375	High	-0.884540428
AAEL016053	tRNA-Ala	RTT	8173.085175	2009.251178	High	1.768002149
AAEL009226	conserved hypothetical protein	CS	8086.22225	268.2024375	High	5.855544518
AAEL010550	conserved hypothetical protein	RTT	8055.283125	20006.67375	High	-0.857844609
AAEL007777	vacuolar ATP synthase subunit S1	TRP	7796.631625	3937.993875	High	1.582684529
AAEL000718	virus-induced RNA, putative	DIV	7786.55175	827.638475	High	3.820389296
AAEL013533	conserved hypothetical protein	RTT	7745.154875	34460.59125	High	-1.687328509
AAEL017687	U4 spliceosomal RNA	RTT	7727.1985	25823.3075	High	-1.379648144
AAEL011758	peptidyl-prolyl cis-trans isomerase f, ppif	DIV	7493.375	11844.35288	High	-0.289492463
AAEL007236	conserved hypothetical protein	RTT	7038.298125	12435.65775	High	-0.585173075
AAEL007780	conserved hypothetical protein	DIV	7011.935438	423.973525	High	4.921001311
AAEL003872	translationally controlled tumor protein	RTT	7008.29425	14631.5975	High	-0.681719634
AAEL015595	conserved hypothetical protein	DIV	6859.38375	4527.6355	High	0.950019449
AAEL010171	peptidoglycan recognition protein sb2	IMM	6854.80625	1540.668625	High	2.705092128
AAEL011219	conserved hypothetical protein	DIV	6678.898263	11707.13784	High	-0.504915837
AAEL003877	ubiquitin	DIV	6576.960188	5861.222688	High	0.618831613
AAEL006256	ATPase subunit, putative	TRP	6494.384125	13129.81213	High	-0.523765705
AAEL006642	tubulin alpha chain	CS	6446.8835	18529.71375	High	-1.149379779
AAEL008007	conserved hypothetical protein	DIV	6368.134213	5868.135925	High	2.592769187
AAEL005654	tryptase, putative	IMM	6353.17522	7652.001479	High	0.844615226
AAEL008880	cytochrome c oxidase,-subunit VIb, putative	RSM	6292.659125	10197.95063	High	-0.395707229
AAEL003100	conserved hypothetical protein	DIV	6258.88445	144.0463925	High	6.503341551
AAEL017868	Eukaryotic type signal recognition particle RNA	RTT	6171.16975	5154.22675	High	0.611609375
AAEL000657	hypothetical protein	UKN	6151.89725	1537.10605	High	3.000314357
AAEL006164	conserved hypothetical protein	UKN	6062.2285	15090.45125	High	-0.958337902
AAEL006696	lumbrokinase-3T2, putative	MET	6047.970875	234.388925	High	5.678198525
AAEL000449	acidic ribosomal protein P1, putative	RTT	5987.410167	15465.82208	High	-0.675969537
AAEL010754	hypothetical protein	UKN	5852.487375	14556.75038	High	-1.037364735
AAEL004830	conserved hypothetical protein	RTT	5845.832825	16302.02043	High	-0.187540141
AAEL009201	conserved hypothetical protein	UKN	5784.596275	13477.77113	High	-0.665120797
AAEL016984	Conserved hypothetical protein (glyceraldehyde 3 phosphate dehydrogenase 1 [Drosophila melanogaster])	DIV	5723.120688	9190.329125	High	-0.116961178
AAEL003634	Hsp70-interacting protein, putative	MET	5706.577375	2427.318	High	1.845182656
AAEL009955	conserved hypothetical protein	MET	5704.198667	9115.924917	High	-0.146745169
AAEL002881	NADH:ubiquinone dehydrogenase, putative	RSM	5622.100544	18202.20331	High	-1.159178226
AAEL008103	40S ribosomal protein S8	RTT	5615.256643	12756.16068	High	-0.448636361
AAEL014932	transcription factor btf3	RTT	5607.161875	20655.846	High	-1.530149045
AAEL010242	conserved hypothetical protein	DIV	5597.63225	159.6763625	High	5.398601641
