Gene Symbol	Rank	Gene Name	P-Value	Q-Value
HIST2H3A	93	2434080_HIST2H3A	9.08702E-05	0.017103705
SCN2A	94	2513471_SCN2A	9.24738E-05	0.017137595
HIST1H3I	95	2947077_HIST1H3I	9.30083E-05	0.017137595
PCYT2	96	4041437_PCYT2	9.72846E-05	0.017403523
ABCB6	97	2599993_ABCB6	9.88882E-05	0.017403523
MAP3K12	98	3456212_MAP3K12	9.88882E-05	0.017403523
C14orf131	99	3553103_C14orf131	9.94227E-05	0.017403523
HIST1H2BE	100	2899194_HIST1H2BE	9.94227E-05	0.017403523
HIST1H3B	101	2946215_HIST1H3B	0.000101561	0.017520941
HIST1H4B	102	2946208_HIST1H4B	0.000102095	0.017520941
CLCA2	103	2344984_CLCA2	0.000105837	0.017986729
HNRNPL	104	3861617_HNRNPL	0.00010851	0.018263623
MYBL2	105	3886223_MYBL2	0.000111717	0.018544876
LRDD	106	3358425_LRDD	0.000113321	0.018544876
FBXW7	107	2789957_FBXW7	0.000114924	0.018544876
MPI	108	3601955_MPI	0.000115459	0.018544876
HIST2H2AA3	109	2434084_HIST2H2AA3	0.000116528	0.018544876
CPT1B	110	3966057_CPT1B	0.000117597	0.018544876
HIST1H2AL	111	2900091_HIST1H2AL	0.000117597	0.018544876
CENPN	112	3670631_CENPN	0.000120804	0.01888055
DNASE1	113	3646000_DNASE1	0.000124011	0.019038917
HNRNPF	114	3286286_HNRNPF	0.000124546	0.019038917
GDF15	115	3824993_GDF15	0.00012508	0.019038917
HIST1H2BH	116	2899251_HIST1H2BH	0.000127753	0.019278096
KIAA0319L	117	2406139_KIAA0319L	0.00013096	0.019593158
PTDSS1	118	3108072_PTDSS1	0.000132564	0.019664998
CMBL	119	2848265_CMBL	0.000140047	0.020234885
C21orf55	120	3929705_C21orf55	0.000140582	0.020234885
MSH6	121	2481142_MSH6	0.000140582	0.020234885
USP20	122	3191176_USP20	0.000141651	0.020234885
HMGCL	123	2401609_HMGCL	0.000142185	0.020234885
RTKN2	124	3291435_RTKN2	0.000143789	0.020298073
HIST1H2BF	125	2899206_HIST1H2BF	0.000145392	0.02036025
TCEA3	126	2401347_TCEA3	0.000147531	0.020481667
C1orf57	127	2385696_C1orf57	0.0001486	0.020481667
C6orf138	128	2956217_C6orf138	0.00015341	0.020856229
TNFRSF14	129	2392584_TNFRSF14	0.000155014	0.020856229
NPR2	130	3168160_NPR2	0.000155014	0.020856229
C9orf23	131	3204174_C9orf23	0.000156083	0.020856229
HEMK1	132	2622859_HEMK1	0.000158756	0.021052649
HIST1H2BB	133	2946225_HIST1H2BB	0.000165705	0.021808926
RABGGTA	134	3558071_RABGGTA	0.000167308	0.021855652
CHAF1B	135	3920003_CHAF1B	0.000173723	0.022401521
FAM63A	136	2434746_FAM63A	0.000174257	0.022401521
DBC1	137	3223157_DBC1	0.000175326	0.022401521
RCC2	138	2398894_RCC2	0.00018174	0.02305282
HNRNPA0	139	2877141_HNRNPA0	0.000186017	0.023425489
HIST2H2AA3	140	2357927_HIST2H2AA3	0.000189224	0.023659167
TRAF4	141	3715839_TRAF4	0.000196173	0.02427516
TEP1	142	3555340_TEP1	0.000197242	0.02427516
RAPH1	143	2595560_RAPH1	0.000198311	0.02427516
HIST1H4C	144	2899146_HIST1H4C	0.000202053	0.024561423
GATAD2A	145	3825713_GATAD2A	0.000211674	0.02555356
MTHFSD	146	3703408_MTHFSD	0.000213812	0.025634884
TMEM42	147	2620315_TMEM42	0.000220761	0.026110342
HOMEZ	148	3557268_HOMEZ	0.000220761	0.026110342
ZFP2	149	2843855_ZFP2	0.000228779	0.026877058
TNFRSF10C	150	3089816_TNFRSF10C	0.000233055	0.027196903
GRAMD4	151	3949162_GRAMD4	0.000237866	0.027574477
CDKL2	152	2773719_CDKL2	0.00023947	0.027577739
ITPKB	153	2458921_ITPKB	0.000246419	0.028192508
PLD1	154	2705445_PLD1	0.000258178	0.029337885
HSD17B7	155	3243262_HSD17B7	0.000259782	0.029337885
CES2	156	3664982_CES2	0.000262989	0.029509695
COQ9	157	3662723_COQ9	0.000290785	0.032215586
PFKM	158	3413344_PFKM	0.000290785	0.032215586
FAM111B	159	3331903_FAM111B	0.000298803	0.032806322
H3F3B	160	3449957_H3F3B	0.000302544	0.032806322
LMBR1L	161	3453774_LMBR1L	0.000303079	0.032806322
CYHR1	162	3158697_CYHR1	0.000303613	0.032806322
CYP3A5	163	3063406_CYP3A5	0.000306821	0.032949476
WDR68	164	3730731_WDR68	0.000308959	0.032976778
---	165	3036382_---	0.000315373	0.033305513
HIST1H2BL	166	2947032_HIST1H2BL	0.00031858	0.033305513
ZNF154	167	3872380_ZNF154	0.00031858	0.033305513
CDC6	168	3720896_CDC6	0.000319649	0.033305513
HFE	169	2899110_HFE	0.000327133	0.033883553
UBA7	170	2674762_UBA7	0.000329805	0.033959436
OBFC1	171	3305017_OBFC1	0.000356532	0.036496729
ZNF691	172	2332855_ZNF691	0.000363481	0.036991734
TBC1D22B	173	2905432_TBC1D22B	0.000368292	0.037264675
MCM10	174	3235789_MCM10	0.000373637	0.037588254
SLC20A2	175	3133345_SLC20A2	0.000379517	0.037961601
ILF3	176	3820663_ILF3	0.000382724	0.03806489
AMY1A	177	2349483_AMY1A	0.000388069	0.038378463
AACS	178	3436571_AACS	0.000391811	0.038472376
DDIT3	179	3458587_DDIT3	0.000393415	0.038472376
SLC7A5	180	3703885_SLC7A5	0.000404105	0.039132855
BAX	181	3838067_BAX	0.00040464	0.039132855
HIST1H2AE	182	2899223_HIST1H2AE	0.000407312	0.039174892
SERTAD1	183	3862640_SERTAD1	0.000414261	0.039489436
SFRS2	184	3771800_SFRS2	0.00041533	0.039489436
DDX5	185	3766893_DDX5	0.000418538	0.039489436
HIST1H3J	186	2947095_HIST1H3J	0.000419607	0.039489436
EPHX2	187	3091403_EPHX2	0.000426556	0.039928731
RECQL5	188	3770857_RECQL5	0.000433504	0.040363352
PGPEP1	189	3824963_PGPEP1	0.000454351	0.042080544
SCAND2	190	3605780_SCAND2	0.000460765	0.042450019
HIST1H1A	191	2946194_HIST1H1A	0.000464507	0.042570684
SCRN2	192	3760957_SCRN2	0.000469853	0.042836292
ASPA	193	3706659_ASPA	0.000488027	0.044179212
FKSG24	194	3824890_FKSG24	0.00048963	0.044179212
CCNG1	195	2838598_CCNG1	0.000496045	0.044528451
RP4-692D3.1	196	2332583_RP4-692D3.1	0.000500855	0.044730911
RANBP10	197	3695867_RANBP10	0.000508873	0.045216292
CABC1	198	2383356_CABC1	0.00051208	0.045271464
IFI35	199	3722338_IFI35	0.000521702	0.045801207
PTPN1	200	3888721_PTPN1	0.000523306	0.045801207
PHKG1	201	3051907_PHKG1	0.000528116	0.045954003
CCDC69	202	2881860_CCDC69	0.000532927	0.045954003
RFWD3	203	3699044_RFWD3	0.000532927	0.045954003
ACOX2	204	2678400_ACOX2	0.000543618	0.046646065
U2AF1	205	3933999_U2AF1	0.000547894	0.046783664
TAF7L	206	4015661_TAF7L	0.00055805	0.047419558
ISG20L1	207	3607232_ISG20L1	0.000577828	0.04884304
ROGDI	208	3678369_ROGDI	0.0005805	0.04884304
SEH1L	209	3779756_SEH1L	0.000583173	0.04884304
DOLK	210	3226789_DOLK	0.00058638	0.048877789
PROCR	211	3883207_PROCR	0.000590656	0.049000899
TMEM140	212	3025740_TMEM140	0.000597071	0.049299389
PPFIBP2	213	3319137_PPFIBP2	0.000600278	0.049331506
ORAI3	214	3656665_ORAI3	0.000610969	0.049873561
C4orf30	215	2762468_C4orf30	0.000612572	0.049873561
GSG2	216	3706753_GSG2	0.000615779	0.049902574
SAE1	217	3837132_SAE1	0.000625401	0.050448743
FAM113A	218	3895152_FAM113A	0.000635023	0.050989901
EIF1AD	219	3378024_EIF1AD	0.000648386	0.051821904
RABL4	220	3959829_RABL4	0.000651593	0.051821904
ZBTB25	221	3568310_ZBTB25	0.000654266	0.051821904
SUV39H2	222	3236448_SUV39H2	0.000675112	0.052993513
CBFB	223	3665116_CBFB	0.000675112	0.052993513
UCK2	224	2365210_UCK2	0.000693286	0.054177153
DYRK1A	225	3920566_DYRK1A	0.000705046	0.054774148
NINJ1	226	3215146_NINJ1	0.000707184	0.054774148
H3F3B	227	3770944_H3F3B	0.000715737	0.054797909
FEN1	228	3333226_FEN1	0.00071734	0.054797909
ADRM1	229	3892607_ADRM1	0.000718409	0.054797909
RBBP8	230	3781429_RBBP8	0.000720013	0.054797909
ORC1L	231	2412799_ORC1L	0.000741394	0.05566463
ASAH3L	232	3164312_ASAH3L	0.000742463	0.05566463
PGPEP1	233	3824983_PGPEP1	0.00074567	0.05566463
POLM	234	3048373_POLM	0.000748878	0.05566463
CASP1	235	3389353_CASP1	0.000749947	0.05566463
C6orf128	236	2952198_C6orf128	0.000750481	0.05566463
HDHD3	237	3221633_HDHD3	0.000759034	0.056061437
GGA3	238	3770663_GGA3	0.000777742	0.056962536
RCC1	239	2327482_RCC1	0.000777742	0.056962536
NIPSNAP1	240	3956909_NIPSNAP1	0.000872889	0.063664769
HIST1H3D	241	2946324_HIST1H3D	0.000890528	0.064681812
KIAA1305	242	3529951_KIAA1305	0.000899615	0.065071823
GEMIN4	243	3739812_GEMIN4	0.000908702	0.065458624
ZNF658	244	3206317_ZNF658	0.000921531	0.065840846
LIMK2	245	3942838_LIMK2	0.000921531	0.065840846
NDST2	246	3294816_NDST2	0.000930618	0.065987603
HIST1H1E	247	2899171_HIST1H1E	0.000932222	0.065987603
SPG7	248	3674048_SPG7	0.000934894	0.065987603
HPS4	249	3955815_HPS4	0.00093917	0.066021106
THRAP3	250	2330334_THRAP3	0.000942912	0.066021106
NME5	251	2877231_NME5	0.000947723	0.066093574
POLD3	252	3340269_POLD3	0.000958414	0.06645869
SPEN	253	2322103_SPEN	0.000960552	0.06645869
TIMP4	254	2663130_TIMP4	0.000972846	0.067044305
DEK	255	2944068_DEK	0.000986209	0.067698713
UHRF1	256	3817698_UHRF1	0.000993158	0.067909412
KYNU	257	2508520_KYNU	0.000999038	0.068035777
SHC3	258	3213847_SHC3	0.00100278	0.068035777
IFFO	259	3441986_IFFO	0.001016143	0.068676251
STK17A	260	2999485_STK17A	0.001045542	0.07039142
ACAD10	261	3432030_ACAD10	0.001050353	0.070444367
C2orf64	262	2566383_C2orf64	0.001063716	0.071068313
TOP3A	263	3748262_TOP3A	0.001115031	0.074213477
GINS2	264	3703112_GINS2	0.001122514	0.074428556
ZCWPW1	265	3063968_ZCWPW1	0.001158863	0.076395795
DNAJB2	266	2528426_DNAJB2	0.001163139	0.076395795
ELL3	267	3621623_ELL3	0.001165277	0.076395795
PPARGC1A	268	2763550_PPARGC1A	0.00117864	0.076983566
C14orf1	269	3572461_C14orf1	0.001209643	0.078457936
DCLRE1B	270	2352743_DCLRE1B	0.001210177	0.078457936
STOM	271	3223928_STOM	0.001233697	0.079687598
TP53AP1	272	3060095_TP53AP1	0.001242249	0.079945025
ACOT8	273	3907473_ACOT8	0.001268441	0.081068918
PAN2	274	3457696_PAN2	0.001268976	0.081068918
IFRD2	275	2675088_IFRD2	0.001276994	0.081284489
HADHB	276	2473735_HADHB	0.001302651	0.082279311
PEX10	277	2392421_PEX10	0.001306393	0.082279311
TAF5	278	3262165_TAF5	0.001306928	0.082279311
RALGDS	279	3228463_RALGDS	0.001316015	0.082279311
TSGA10	280	2566586_TSGA10	0.001320825	0.082279311
PHPT1	281	3194810_PHPT1	0.001320825	0.082279311
BCL2L1	282	3902489_BCL2L1	0.001325636	0.08228616
ARID3A	283	3815278_ARID3A	0.001392452	0.085956745
NCL	284	2603460_NCL	0.001394591	0.085956745
PCYT2	285	3774350_PCYT2	0.001403678	0.086213263
CDC45L	286	3936913_CDC45L	0.001437888	0.088005633
MYPN	287	3249641_MYPN	0.001443767	0.088057613
GNPNAT1	288	3564872_GNPNAT1	0.001462476	0.088888961
FAM107B	289	3278813_FAM107B	0.001479046	0.08958505
ST8SIA1	290	3447022_ST8SIA1	0.001503635	0.090246166
NF2	291	3942062_NF2	0.001503635	0.090246166
C14orf148	292	3573051_C14orf148	0.001510584	0.090246166
FANCA	293	3704980_FANCA	0.001510584	0.090246166
TIMP3	294	3943504_TIMP3	0.001521809	0.090607544
AARS2	295	2955118_AARS2	0.001534638	0.091046995
ZMAT1	296	4016001_ZMAT1	0.001540517	0.091046995
PPM1M	297	2623568_PPM1M	0.001544794	0.091046995
SELPLG	298	3470523_SELPLG	0.001551208	0.091118249
HN1L	299	3643966_HN1L	0.001574193	0.091372914
TLR3	300	2754937_TLR3	0.001574193	0.091372914
RBM14	301	3336378_RBM14	0.001576866	0.091372914
NCAPD3	302	3399545_NCAPD3	0.001580073	0.091372914
ADPRH	303	2638059_ADPRH	0.001590229	0.091372914
FBXO22	304	3602526_FBXO22	0.001590763	0.091372914
GBAP	305	2437205_GBAP	0.001592901	0.091372914
CHIC2	306	2769539_CHIC2	0.001600919	0.091372914
ZNF692	307	2466039_ZNF692	0.001602523	0.091372914
GAL3ST4	308	3063795_GAL3ST4	0.001607868	0.091380039
S1PR3	309	3178545_S1PR3	0.001624439	0.091792256
C1orf63	310	2402111_C1orf63	0.001629784	0.091792256
STAP2	311	3846709_STAP2	0.001630853	0.091792256
VWCE	312	3375192_VWCE	0.001646355	0.092047603
TGIF1	313	3776504_TGIF1	0.001649027	0.092047603
IFIH1	314	2584207_IFIH1	0.001651165	0.092047603
HELLS	315	3258910_HELLS	0.001666667	0.092508074
MAP3K13	316	2656146_MAP3K13	0.00167415	0.092508074
TAP1	317	2950214_TAP1	0.00168003	0.092508074
NARFL	318	3675369_NARFL	0.001680564	0.092508074
DDX21	319	3250055_DDX21	0.001694462	0.092807093
HIST1H3A	320	2899090_HIST1H3A	0.0016966	0.092807093
ZFYVE26	321	3569441_ZFYVE26	0.00172012	0.093480422
C8orf44	322	3101765_C8orf44	0.001722258	0.093480422
QARS	323	2673937_QARS	0.001724931	0.093480422
SURF4	324	3228674_SURF4	0.001738828	0.093942752
DOT1L	325	3816264_DOT1L	0.001754864	0.094517395
TRPT1	326	3376779_TRPT1	0.001771969	0.094928306
ZNF226	327	3835494_ZNF226	0.001783729	0.094928306
SLC4A4	328	2730746_SLC4A4	0.001784263	0.094928306
FGGY	329	2338487_FGGY	0.00178854	0.094928306
PER2	330	2605749_PER2	0.001789609	0.094928306
TTC29	331	2788603_TTC29	0.001813128	0.095765596
CHD1	332	2868523_CHD1	0.001816335	0.095765596
GBP7	333	2421925_GBP7	0.001824888	0.095927584
ZNF397OS	334	3803882_ZNF397OS	0.001837716	0.096312716
DDAH1	335	2420832_DDAH1	0.001869788	0.097100253
CUEDC2	336	3304355_CUEDC2	0.00187353	0.097100253
ATAD5	337	3716893_ATAD5	0.001878875	0.097100253
KLHL3	338	2877028_KLHL3	0.001879944	0.097100253
DDIT4	339	3251393_DDIT4	0.001880479	0.097100253
HSD17B7	340	2364300_HSD17B7	0.00189598	0.097326484
FAH	341	3603932_FAH	0.00189598	0.097326484
RNF19B	342	2405312_RNF19B	0.001921103	0.098150217
ZNF577	343	3869275_ZNF577	0.001923241	0.098150217
CLSTN3	344	3403244_CLSTN3	0.001948899	0.099170487
RRM2	345	2469252_RRM2	0.001956382	0.099170643
ZNF167	346	2620114_ZNF167	0.001963866	0.099170643
E2F7	347	3463112_E2F7	0.001967073	0.099170643
AGXT2L2	348	2889486_AGXT2L2	0.001974556	0.099170643
GBGT1	349	3228523_GBGT1	0.001977229	0.099170643
AMT	350	2674501_AMT	0.001991661	0.099345706
RHBDF2	351	3771602_RHBDF2	0.002000214	0.099345706
ALDH4A1	352	2399302_ALDH4A1	0.002000214	0.099345706
DNASE2	353	3851826_DNASE2	0.002003421	0.099345706
CHN2	354	2994835_CHN2	0.002021595	0.099963738
C1orf91	355	2404930_C1orf91	0.002061685	0.101403918
SFXN1	356	2842101_SFXN1	0.002068099	0.101403918
WDR79	357	3708961_WDR79	0.002068099	0.101403918
FAM125A	358	3824316_FAM125A	0.002111396	0.103237693
HS1BP3	359	2542990_HS1BP3	0.002117811	0.103262883
C1orf88	360	2351787_C1orf88	0.002147744	0.104431533
ZMYND12	361	2408929_ZMYND12	0.002156831	0.104582871
HIST1H4E	362	2899216_HIST1H4E	0.002168591	0.104739922
CLN3	363	3654727_CLN3	0.002177678	0.104739922
SLC4A8	364	3414885_SLC4A8	0.002188369	0.104739922
PREP	365	2967321_PREP	0.002206543	0.104739922
CXorf40A	366	3994451_CXorf40A	0.002207612	0.104739922
DKFZP586H2123	367	3369442_DKFZP586H2123	0.002214026	0.104739922
CBX5	368	3456630_CBX5	0.00221563	0.104739922
HNRNPD	369	2775463_HNRNPD	0.002217768	0.104739922
KCTD5	370	3645204_KCTD5	0.002219371	0.104739922
AGPAT5	371	3083936_AGPAT5	0.002219906	0.104739922
UNC119	372	3750723_UNC119	0.002245029	0.105640531
WDR59	373	3699178_WDR59	0.002263737	0.106226436
USE1	374	3824103_USE1	0.002269617	0.106226436
FZD7	375	2523045_FZD7	0.002281377	0.106492094
C5orf41	376	2841491_C5orf41	0.002288326	0.106532374
CDCA4	377	3581386_CDCA4	0.00229474	0.106547622
CSRP1	378	2450865_CSRP1	0.002302758	0.106583254
CCDC21	379	2326410_CCDC21	0.002308638	0.106583254
KBTBD3	380	3389566_KBTBD3	0.002318794	0.106583254
SFMBT1	381	2676518_SFMBT1	0.002319863	0.106583254
FAM116A	382	2678116_FAM116A	0.002335365	0.107014569
RENBP	383	4026925_RENBP	0.002350866	0.107236929
HERC2P2	384	3585749_HERC2P2	0.00235247	0.107236929
APOA1BP	385	2361584_APOA1BP	0.002402181	0.10898412
ATXN7L1	386	3066613_ATXN7L1	0.00240325	0.10898412
DPF2	387	3335089_DPF2	0.002426235	0.109742144
ZBTB3	388	3376121_ZBTB3	0.00244334	0.109947623
BLVRB	389	3862661_BLVRB	0.00244334	0.109947623
DHX58	390	3757602_DHX58	0.002452427	0.110073563
EMP2	391	3679959_EMP2	0.002460445	0.110150999
FLJ39653	392	2719792_FLJ39653	0.002477015	0.110399923
PSMB9	393	2903285_PSMB9	0.002478619	0.110399923
TP53INP1	394	3145149_TP53INP1	0.002506414	0.111055225
HIST1H2BK	395	2946714_HIST1H2BK	0.002506414	0.111055225
KIF6	396	2952959_KIF6	0.002512829	0.111055225
AVIL	397	3458857_AVIL	0.002518709	0.111055225
MCM6	398	2577896_MCM6	0.002549177	0.112116227
POFUT1	399	3881786_POFUT1	0.002559867	0.112304243
BRIP1	400	3765580_BRIP1	0.00256842	0.112397752
SIRT2	401	3861689_SIRT2	0.002579645	0.112607461
USP1	402	2339414_USP1	0.002598888	0.113139847
CRIPAK	403	2714818_CRIPAK	0.002604768	0.113139847
TOMM40	404	3835855_TOMM40	0.002614924	0.113299843
ZNF610	405	3840164_ZNF610	0.002625615	0.113482151
TOP3B	406	3954331_TOP3B	0.002643789	0.113986207
EPS8L2	407	3316149_EPS8L2	0.002663032	0.114321844
SYNE2	408	3539724_SYNE2	0.002664635	0.114321844
EXO1	409	2388219_EXO1	0.002723434	0.11655881
ZNF571	410	3860924_ZNF571	0.00274535	0.117016073
RMI1	411	3176999_RMI1	0.002747488	0.117016073
C1orf109	412	2407250_C1orf109	0.002762455	0.117367948
MST1	413	2674602_MST1	0.002780094	0.117831397
SURF1	414	4051945_SURF1	0.002799337	0.118360409
C8orf31	415	3119376_C8orf31	0.002816977	0.118819232
XPO5	416	2954678_XPO5	0.002831944	0.119163389
CDK2	417	3417146_CDK2	0.00285867	0.119999536
KIAA0247	418	3542145_KIAA0247	0.002909985	0.12186137
DKFZp451M2119	419	2588889_DKFZp451M2119	0.002954351	0.123424014
KLC4	420	2907623_KLC4	0.002989096	0.124578213
PARS2	421	2413879_PARS2	0.003008873	0.12507424
HNRPDL	422	2775562_HNRPDL	0.003015288	0.12507424
CCNF	423	3644764_CCNF	0.003035065	0.125596994
FLJ11286	424	3820310_FLJ11286	0.003055377	0.125930614
USP10	425	3671873_USP10	0.003057516	0.125930614
LOC130074	426	2576281_LOC130074	0.003100278	0.126446451
HIST1H2AH	427	2899772_HIST1H2AH	0.003101882	0.126446451
SYNCRIP	428	2963407_SYNCRIP	0.003101882	0.126446451
PIGG	429	2714025_PIGG	0.003103485	0.126446451
MBD4	430	2694785_MBD4	0.003106158	0.126446451
BRMS1	431	3378210_BRMS1	0.003119521	0.126662437
C16orf24	432	3643347_C16orf24	0.003125935	0.126662437
TJP2	433	3173880_TJP2	0.003168698	0.127354339
RQCD1	434	2527856_RQCD1	0.003174578	0.127354339
HIST1H4A	435	2899095_HIST1H4A	0.003179388	0.127354339
TMPO	436	3427767_TMPO	0.003179388	0.127354339
DDX23	437	3453319_DDX23	0.003179388	0.127354339
AP2A1	438	3838886_AP2A1	0.003199166	0.127853985
NR2C2AP	439	3855596_NR2C2AP	0.003215737	0.128102177
SPHK1	440	3735478_SPHK1	0.003220013	0.128102177
PI4KAP2	441	3954086_PI4KAP2	0.003238187	0.128284616
RRP1B	442	3923218_RRP1B	0.003239256	0.128284616
CENPP	443	3179359_CENPP	0.00325155	0.128480824
DGKA	444	3417075_DGKA	0.003307141	0.13038312
ACSS1	445	3901696_ACSS1	0.003324246	0.130762968
HIST1H4D	446	2946319_HIST1H4D	0.003369147	0.132061805
SERHL	447	3947434_SERHL	0.003372354	0.132061805
SSRP1	448	3373724_SSRP1	0.003414582	0.133406216
ATP5E	449	3911795_ATP5E	0.003424738	0.133406216
C10orf68	450	3241601_C10orf68	0.003429549	0.133406216
SUPT16H	451	3556323_SUPT16H	0.00345093	0.13394028
HIST1H2AK	452	2947063_HIST1H2AK	0.003466966	0.134264974
SLC9A5	453	3665374_SLC9A5	0.003481933	0.134546925
CLSPN	454	2406420_CLSPN	0.003543404	0.136620663
