Entrez ID	Gene symbol	Control HSC 1	Control HSC 2	Control HSC 3	Control HSC 4	Control HSC 5	Sox17 transgenic HSC 1	Sox17 transgenic HSC 2	Sox17 transgenic HSC 3	Sox17 transgenic HSC 4	Sox17 transgenic HSC 5	Control HSC mean	Control HSC s.d.	Sox17 transgenic HSC mean	Sox17 transgenic HSC s.d.	Gene set enrichment BM HSC vs. CD48+LSK (p<0.05, fold>2): UP	Gene set enrichment BM HSC vs. CD48+LSK (p<0.05, fold>2): DOWN	Gene set enrichment FL HSC vs. BM HSC (p<0.05, fold>2): UP	Gene set enrichment FL HSC vs. BM HSC (p<0.05, fold>2): DOWN	upregulated in Sox17 CD48+LSK vs. control CD48+LSK
22371	Vwf	7.662	8.14	7.84	7.59	7.655	9.762	9.023	9.891	9.024	8.589	7.7764	0.222765123	9.2578	0.5505104	FALSE	FALSE	FALSE	FALSE	TRUE
68545	Ecscr	8.268	8.45	8.08	8.38	8.245	9.711	10.003	9.917	9.471	9.721	8.2844	0.140999291	9.7646	0.206782011	TRUE	FALSE	FALSE	FALSE	TRUE
66864	Clec14a	5.628	6.30	4.88	5.96	5.235	7.624	6.949	8.021	6.227	6.533	5.5996	0.563123699	7.0708	0.745817136	FALSE	FALSE	FALSE	FALSE	TRUE
353156	Egfl7	7.507	7.94	8.22	8.60	8.508	9.225	9.236	9.314	10.3	9.984	8.155	0.44558557	9.6118	0.497914852	FALSE	FALSE	TRUE	FALSE	TRUE
20692	Sparc	6.845	6.86	6.78	7.02	6.803	8.61	7.899	9.034	8.361	7.524	6.8632	0.095614852	8.2856	0.591717247	FALSE	FALSE	FALSE	FALSE	TRUE
20344	Selp	7.745	7.55	7.48	6.58	7.539	8.607	8.867	8.474	8.726	8.859	7.378	0.45823411	8.7066	0.168339835	FALSE	FALSE	FALSE	FALSE	TRUE
77579	Myh10	7.167	7.30	7.58	6.43	7.236	8.546	8.389	9.136	8.115	7.592	7.1424	0.427539823	8.3556	0.567310585	FALSE	FALSE	FALSE	FALSE	TRUE
18585	Pde9a	5.62	6.01	6.62	6.50	7.035	7.346	6.957	7.691	7.791	8.01	6.3572	0.551386162	7.559	0.413044186	FALSE	FALSE	FALSE	FALSE	TRUE
12494	Cd38	6.592	6.93	7.42	6.85	6.88	8.115	7.746	8.793	8.07	7.676	6.9354	0.301094337	8.08	0.442850426	FALSE	FALSE	FALSE	FALSE	TRUE
21838	Thy1	7.42	7.75	7.41	7.90	7.465	8.634	7.757	9.193	9.019	8.777	7.5896	0.223503468	8.676	0.557105017	FALSE	FALSE	FALSE	FALSE	TRUE
52815	Ldhd	7.047	7.10	8.05	7.60	7.584	8.05	7.823	8.215	9.129	9.36	7.4754	0.41093345	8.5154	0.684855678	FALSE	FALSE	FALSE	FALSE	TRUE
18035	Nfkbia	8.642	8.30	8.74	8.36	8.986	9.939	9.002	9.625	9.94	9.656	8.604	0.283775439	9.6324	0.382961225	FALSE	FALSE	FALSE	FALSE	TRUE
13800	Enah	6.105	6.48	6.07	6.15	5.512	9.247	7.216	10.224	10.135	9.126	6.0628	0.349226574	9.1896	1.211012097	FALSE	FALSE	FALSE	FALSE	FALSE
18133	Nov	6.771	7.00	6.71	7.87	6.343	10.383	10.104	10.683	9.12	9.423	6.9396	0.572735366	9.9426	0.654761254	FALSE	FALSE	FALSE	FALSE	FALSE
19074	Prg2	5.416	5.16	4.81	5.06	4.421	5.306	5.96	8.541	8.094	9.157	4.974	0.377324131	7.4116	1.68287917	FALSE	FALSE	FALSE	FALSE	FALSE
17968	Ncam2	6.998	7.60	7.09	6.91	6.228	9.683	8.706	10.092	9.26	9.066	6.9664	0.492257351	9.3614	0.539512558	TRUE	FALSE	FALSE	TRUE	FALSE
100038676	7120432I05Rik	5.234	5.82	4.82	5.00	4.822	8.322	7.196	9.645	7.35	5.087	5.1388	0.417301689	7.52	1.674230719	FALSE	FALSE	FALSE	FALSE	FALSE
217517	Stxbp6	6.395	6.87	7.89	8.52	8.345	9.96	9.134	10.166	10.01	9.84	7.6032	0.930868519	9.822	0.401992537	FALSE	FALSE	FALSE	FALSE	FALSE
12508	Cd53	8.661	8.41	8.44	7.79	7.246	10.427	9.659	10.605	10.513	10.23	8.1086	0.581279021	10.2868	0.377303856	FALSE	TRUE	TRUE	FALSE	FALSE
78826	P2ry10	5.616	5.28	4.03	5.47	3.916	7.845	7.849	8.261	6.212	4.994	4.8618	0.821768033	7.0322	1.384263595	FALSE	FALSE	FALSE	FALSE	FALSE
29863	Pde7b	5.88	5.56	5.91	5.99	6.099	8.638	7.575	8.872	7.925	6.365	5.8876	0.201678705	7.875	0.99357662	FALSE	FALSE	FALSE	FALSE	FALSE
83408	Gimap3	7.702	7.75	8.29	7.84	7.869	9.603	8.392	10.521	10.179	10.427	7.8902	0.232141552	9.8244	0.876770666	TRUE	FALSE	FALSE	FALSE	FALSE
20556	Slfn2	7.98	7.89	7.21	7.77	7.09	10.159	9.018	10.148	9.361	8.511	7.5864	0.40877292	9.4394	0.71860789	FALSE	FALSE	FALSE	FALSE	FALSE
434094	Gm5581	2.909	3.75	2.10	3.29	2.446	5.05	5.834	7.031	3.616	2.173	2.8992	0.655942604	4.7408	1.89700282	FALSE	FALSE	FALSE	FALSE	FALSE
100043256	Gm9847	8.151	8.58	9.40	8.27	7.838	10.5	9.253	10.723	10.525	10.276	8.4452	0.593474262	10.2554	0.582321475	TRUE	FALSE	FALSE	FALSE	FALSE
432720	Akr1c19	5.579	5.57	8.22	6.59	6.887	7.461	6.168	9.144	9.353	9.459	6.5688	1.09657339	8.317	1.450200503	TRUE	FALSE	FALSE	TRUE	FALSE
12700	Cish	7.066	7.68	8.01	7.91	7.919	9.597	8.684	9.575	9.818	9.529	7.7168	0.384454419	9.4406	0.437382327	FALSE	FALSE	FALSE	FALSE	FALSE
16979	Lrrn1	5.85	5.50	5.08	5.64	5.235	8.503	7.059	8.687	6.191	5.329	5.4618	0.307557637	7.1538	1.452317872	FALSE	FALSE	FALSE	FALSE	FALSE
73656	Ms4a6c	6.974	6.19	7.66	7.00	6.856	9.139	7.617	8.555	9.15	8.618	6.9348	0.522219015	8.6158	0.62458202	FALSE	FALSE	FALSE	FALSE	FALSE
226251	Ablim1	5.649	6.46	6.98	6.78	6.184	7.664	7.901	7.781	8.591	8.482	6.4096	0.522788007	8.0838	0.423423783	FALSE	FALSE	FALSE	FALSE	FALSE
22634	Plagl1	6.433	6.74	6.46	6.41	6.371	7.453	7.17	10.239	7.924	7.894	6.4828	0.147197826	8.136	1.217144404	FALSE	FALSE	FALSE	FALSE	FALSE
17389	Mmp16	7.782	8.03	7.73	7.12	6.85	9.353	8.413	10.408	9.163	8.428	7.5042	0.495436373	9.153	0.819809429	FALSE	FALSE	FALSE	FALSE	FALSE
320411	A730089K16Rik	6.95	7.97	7.42	7.66	6.562	9.616	8.746	9.198	8.279	8.695	7.3114	0.559341398	8.9068	0.512984113	FALSE	FALSE	FALSE	FALSE	FALSE
69707	Iqcg	3.798	3.54	3.82	4.66	3.585	7.434	4.198	6.952	4.287	4.489	3.88	0.451388414	5.472	1.583779814	FALSE	FALSE	FALSE	FALSE	FALSE
12506	Cd48	6.379	7.43	5.85	5.61	6.343	8.588	6.933	7.907	7.675	8.396	6.3228	0.700081567	7.8998	0.652901754	FALSE	TRUE	FALSE	FALSE	FALSE
320500	Tmem215	5.362	5.24	5.66	5.45	4.608	7.05	5.982	6.246	7.164	7.699	5.2634	0.396856775	6.8282	0.702719859	FALSE	FALSE	FALSE	FALSE	FALSE
433470	AA467197	5.017	5.14	4.84	5.40	5.148	6.433	6.156	6.839	6.834	7.033	5.1094	0.206325713	6.659	0.356014747	FALSE	FALSE	FALSE	FALSE	FALSE
54635	Pdgfc	6.231	6.56	6.36	5.82	6.291	8.12	6.822	8.609	7.991	7.432	6.2528	0.268920434	7.7948	0.686501056	TRUE	FALSE	TRUE	FALSE	FALSE
21637	Tcrg-V3	5.681	5.52	5.62	5.42	5.46	7.214	5.735	7.232	6.893	8.299	5.54	0.110855762	7.0746	0.917996351	FALSE	FALSE	FALSE	FALSE	FALSE
258479	Olfr203	1.531	0.69	1.74	2.14	2.176	3.437	3.466	3.546	2.998	2.425	1.6552	0.605196414	3.1744	0.470317233	FALSE	FALSE	FALSE	FALSE	FALSE
20728	Spic	6.57	6.78	7.81	5.87	6.762	7.503	8.617	8.395	7.994	8.861	6.7576	0.693766027	8.274	0.536120322	TRUE	FALSE	FALSE	TRUE	FALSE
20893	Bhlhe40	5.895	5.60	5.96	5.90	6.022	7.333	6.87	7.76	7.229	7.748	5.874	0.161217245	7.388	0.375704006	FALSE	FALSE	FALSE	FALSE	FALSE
26358	Aldh1a7	5.445	5.14	6.23	5.96	4.952	7.795	5.282	8.946	7.034	6.004	5.5444	0.540113229	7.0122	1.445933332	FALSE	FALSE	FALSE	FALSE	FALSE
66412	Arrdc4	7.682	7.47	6.71	6.80	7.487	8.344	8.14	8.511	8.854	9.468	7.2292	0.441777885	8.6634	0.520312214	FALSE	FALSE	FALSE	FALSE	FALSE
668993	Csnk2a1-rs2	0.333	1.32	1.60	0.48	2.173	2.685	3.106	1.888	1.795	3.465	1.1814	0.774663346	2.5878	0.735817708	FALSE	FALSE	FALSE	FALSE	FALSE
14255	Flt3	8.161	8.22	8.06	7.35	8.109	9.317	8.31	9.51	9.851	9.944	7.9802	0.356016432	9.3864	0.652974196	FALSE	TRUE	TRUE	FALSE	FALSE
13036	Ctsh	7.46	7.53	7.53	7.23	7.742	8.927	8.587	9.899	8.795	8.298	7.4996	0.182238306	8.9012	0.606242691	TRUE	FALSE	FALSE	FALSE	FALSE
27384	Akr1c13	8.668	9.05	9.71	9.52	9.555	10.758	9.525	11.135	11.089	10.903	9.301	0.431921289	10.682	0.664101649	FALSE	FALSE	FALSE	TRUE	FALSE
20440	St6gal1	6.044	6.31	5.97	6.18	6.066	7.701	6.362	8.818	7.118	7.466	6.1148	0.132131374	7.493	0.897134884	FALSE	FALSE	FALSE	FALSE	FALSE
246707	Emilin2	7.809	8.19	5.94	6.17	6.553	8.586	8.081	8.778	7.402	8.491	6.9326	1.009081166	8.2676	0.546780852	FALSE	FALSE	FALSE	FALSE	FALSE
216233	Socs2	9.636	9.73	9.32	9.13	9.149	10.701	10.377	10.95	10.704	10.644	9.3918	0.277227704	10.6752	0.204271143	FALSE	FALSE	TRUE	FALSE	FALSE
13040	Ctss	8.278	8.52	8.89	8.58	8.478	9.866	9.644	9.578	9.958	9.939	8.5478	0.219975453	9.797	0.174797025	FALSE	FALSE	FALSE	TRUE	FALSE
18715	Pim2	6.624	7.37	7.82	7.20	7.545	8.356	7.515	8.536	9.381	9.008	7.31	0.446305389	8.5592	0.708688719	FALSE	FALSE	FALSE	FALSE	FALSE
224756	H2-M1	5.297	5.48	4.82	4.00	3.9	6.4	6.873	6.227	5.62	4.61	4.6988	0.728355476	5.946	0.87114551	FALSE	FALSE	FALSE	FALSE	FALSE
15273	Hivep2	6.864	7.46	5.61	6.75	6.471	7.903	7.52	8.378	8.186	7.384	6.631	0.674018917	7.8742	0.42356133	FALSE	FALSE	FALSE	FALSE	FALSE
170768	Pfkfb3	7.895	8.23	7.87	8.25	8.36	8.885	8.983	9.621	9.781	9.451	8.1218	0.223099081	9.3442	0.393747635	FALSE	FALSE	FALSE	FALSE	FALSE
22268	Upk1b	5.495	5.30	5.98	5.64	5.838	5.65	6.027	8.339	6.807	7.492	5.6506	0.27060728	6.863	1.089451467	FALSE	FALSE	FALSE	FALSE	FALSE
100041785	Gm16399	2.799	4.41	3.62	1.91	3.617	5.084	4.617	3.899	4.569	4.198	3.2696	0.950927863	4.4734	0.449547884	FALSE	FALSE	FALSE	FALSE	FALSE
57755	Dnajb7	6.309	4.86	6.30	5.43	4.142	5.921	6.143	7.834	6.652	6.472	5.407	0.936456886	6.6044	0.743578711	FALSE	FALSE	TRUE	FALSE	FALSE
320292	Rasgef1b	7.997	8.17	7.35	7.19	7.614	9.167	8.118	9.966	9.234	7.776	7.664	0.414266219	8.8522	0.892002915	FALSE	FALSE	FALSE	FALSE	FALSE
21810	Tgfbi	7.01	6.96	6.69	6.66	6.958	8.034	7.293	8.693	8.199	7.938	6.8542	0.166568905	8.0314	0.504918112	FALSE	FALSE	FALSE	FALSE	FALSE
667838	Naip3	4.902	4.94	4.95	5.14	4.943	5.987	5.377	7.123	6.712	5.545	4.9754	0.091374504	6.1488	0.750448	FALSE	FALSE	FALSE	FALSE	FALSE
20308	Ccl9	6.722	6.72	6.23	5.27	6.764	6.454	6.908	6.919	8.691	8.591	6.3412	0.640056794	7.5126	1.047629371	FALSE	TRUE	FALSE	FALSE	FALSE
20452	St8sia4	8.659	8.65	8.11	7.97	8.244	9.337	9.263	10.154	9.722	9.006	8.3254	0.314706689	9.4964	0.448249149	FALSE	FALSE	FALSE	FALSE	FALSE
22696	Zfp37	7.773	8.51	7.69	7.26	7.446	9.228	9.486	9.952	8.546	7.215	7.7342	0.476970335	8.8854	1.063150883	FALSE	FALSE	FALSE	FALSE	FALSE
22433	Xbp1	8.642	8.73	8.72	8.67	8.706	9.714	8.93	10.639	10.055	9.854	8.693	0.03548239	9.8384	0.618220268	FALSE	FALSE	FALSE	FALSE	FALSE
74194	Rnd3	6.737	6.58	6.59	6.44	6.048	7.208	7.61	7.816	7.443	8.017	6.4772	0.262628445	7.6188	0.315115376	FALSE	FALSE	FALSE	FALSE	FALSE
80859	Nfkbiz	7.979	7.75	8.59	7.91	8.536	9.466	9.611	9.666	8.526	9.15	8.1526	0.385481258	9.2838	0.468640801	FALSE	FALSE	FALSE	FALSE	FALSE
12983	Csf2rb	7.4	7.69	7.54	7.59	7.034	8.501	8.332	8.43	8.819	8.804	7.4512	0.255995508	8.5772	0.222206436	FALSE	FALSE	FALSE	FALSE	FALSE
69774	Ms4a6b	8.298	7.70	8.83	8.50	8.202	9.345	9.128	9.336	9.823	9.497	8.306	0.416790115	9.4258	0.25793158	FALSE	FALSE	FALSE	FALSE	FALSE
104831	Ptpn23	5.487	5.80	6.11	5.96	5.959	6.392	9.314	6.281	6.193	6.715	5.863	0.236727692	6.979	1.320178965	FALSE	FALSE	FALSE	FALSE	FALSE
17909	Myo10	7.896	7.52	7.66	6.95	7.643	8.807	7.907	9.809	8.927	7.798	7.5338	0.354276305	8.6496	0.825016848	FALSE	FALSE	FALSE	FALSE	FALSE
20198	S100a4	8.792	9.13	9.73	9.30	9.282	10.248	9.569	10.277	11.012	10.64	9.2464	0.337429696	10.3492	0.535731929	FALSE	FALSE	FALSE	FALSE	FALSE
622402	Akr1c12	7.367	7.59	7.88	8.54	8.001	8.937	7.959	9.302	9.288	9.374	7.8748	0.445903801	8.972	0.591133234	FALSE	FALSE	FALSE	FALSE	FALSE
17874	Myd88	6.778	7.41	7.36	7.84	8.182	8.734	8.448	7.6	8.928	9.333	7.5134	0.53107796	8.6086	0.649146208	FALSE	FALSE	FALSE	FALSE	FALSE
21859	Timp3	7.938	7.85	8.02	7.49	7.089	9.248	8.021	9.534	8.93	8.111	7.678	0.385112321	8.7688	0.676951771	TRUE	FALSE	FALSE	FALSE	FALSE
56050	Cyp39a1	6.267	6.98	6.37	5.92	5.776	7.65	7.631	7.701	7.829	5.925	6.262	0.467190004	7.3472	0.798778568	FALSE	FALSE	FALSE	FALSE	FALSE
27273	Pdk4	6.169	6.01	5.98	5.88	6.169	7.206	6.26	8.023	7.497	6.608	6.041	0.126166557	7.1188	0.701190202	FALSE	FALSE	FALSE	FALSE	FALSE
12984	Csf2rb2	6.869	6.93	7.74	7.33	7.442	7.689	7.812	8.199	8.951	8.988	7.2628	0.363667705	8.3278	0.615415876	FALSE	FALSE	FALSE	FALSE	FALSE
16182	Il18r1	6.799	6.50	7.58	7.01	7.422	7.839	7.226	7.86	8.244	9.44	7.0634	0.443972184	8.1218	0.822124808	FALSE	FALSE	FALSE	TRUE	FALSE
234515	Inpp4b	7.619	7.04	6.92	7.26	7.044	7.976	8.023	8.944	8.28	7.862	7.176	0.276294227	8.217	0.434234959	FALSE	FALSE	FALSE	FALSE	FALSE
258765	Olfr1110	5.601	5.16	3.60	3.96	4.685	4.996	5.159	6.925	6.091	4.963	4.6012	0.826392885	5.6268	0.859968139	FALSE	FALSE	FALSE	FALSE	FALSE
70789	Kynu	6.748	7.00	8.34	8.23	6.21	7.936	8.09	8.598	8.304	8.699	7.3054	0.93891416	8.3254	0.324573258	FALSE	FALSE	FALSE	FALSE	FALSE
13610	S1pr3	5.847	7.21	6.46	5.82	5.891	8.098	6.356	6.934	7.698	7.236	6.245	0.602378618	7.2644	0.674177128	FALSE	FALSE	FALSE	FALSE	FALSE
16031	Igh-Ia	3.178	2.70	2.16	2.42	3.315	2.409	3.872	3.751	3.39	5.43	2.754	0.490985234	3.7704	1.091224679	FALSE	TRUE	FALSE	FALSE	FALSE
56615	Mgst1	6.796	6.78	7.52	6.97	7.047	7.927	7.229	7.863	8.496	8.669	7.0208	0.298988629	8.0368	0.571258435	FALSE	FALSE	FALSE	FALSE	FALSE
