probeset	interaction.pvalue	FDR	OR.T/FAC	OR.LCI.T/FAC	OR.UCI.T/FAC	OR.p.valT/FAC	OR.FAC	OR.LCI.FAC	OR.UCI.FAC	OR.p.valFAC	accNum	entrezID	geneSymbol	geneName	ChrLoc
214156_at	0.015192335	NA	0.538533127	0.132524883	2.188403579	0.386937679	28.91792997	1.600496894	522.4919068	0.022696194	AL050090	25924	MYRIP	myosin VIIA and Rab interacting protein	3:39826306
215948_x_at	0.015204239	NA	0.004824552	8.77149E-06	2.653631361	0.097548349	9060.240567	0.497613821	164963181.5	0.068675266	AI522311	9205	ZMYM5	zinc finger, MYM-type 5	13:-19309593
211070_x_at	0.015554972	NA	14.39308448	1.472876523	140.6505418	0.021851484	0.160106074	0.009318345	2.750912892	0.206743874	BC006466	1622	DBI	diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)	2:119841075; 2:119840973; 2:119841720
201125_s_at	0.015722356	NA	1.904694372	0.224117489	16.18731617	0.555088685	0.002719079	2.08934E-05	0.353863052	0.0173966	NM_002213	3693	ITGB5	integrin, beta 5	3:-125964485
213236_at	0.015730542	NA	7.662715618	0.778508265	75.42271968	0.080915377	0.021051629	0.000314355	1.409779537	0.071877752	AK025495	23328	SASH1	SAM and SH3 domain containing 1	6:148705421
215831_at	0.015879634	NA	0.055612307	0.001254587	2.465136592	0.135280424	223.6461372	0.844992217	59192.96498	0.057325204	AF113018	29007	PRO1621	PRO1621 protein	:
218960_at	0.016293411	NA	0.076782492	0.001332137	4.425633038	0.21463911	118.2726245	1.4413539	9705.051412	0.033789332	NM_016425	56649	TMPRSS4	transmembrane protease, serine 4	11:117452936
205002_at	0.016564785	NA	222.2548356	0.156328316	315983.778	0.144576161	3.43942E-05	8.79043E-10	1.34573924	0.056785088	NM_015699	27245	AHDC1	AT hook, DNA binding motif, containing 1	1:-27733342
210054_at	0.017027697	NA	0.000687817	2.17373E-06	0.217640719	0.013169363	41.37481896	0.038914358	43990.8494	0.295110993	BC003648	79441	C4orf15	chromosome 4 open reading frame 15	4:-2199893
215749_s_at	0.017320841	NA	20102.60245	1.685986361	239690328.8	0.038539031	1.26257E-05	5.15549E-12	30.92008607	0.132883671	AK001574	64689	GORASP1	golgi reassembly stacking protein 1, 65kDa	3:-39113094
206022_at	0.017377404	NA	0.068937044	0.002059075	2.307986409	0.135413949	263.6915169	0.782061154	88910.20314	0.060487532	NM_000266	4693	NDP	Norrie disease (pseudoglioma)	X:-43692967
208653_s_at	0.017388183	NA	5.058044564	0.38914754	65.74322631	0.215437576	0.001368064	2.60032E-06	0.719756191	0.039125009	AF263279	8763	CD164	CD164 molecule, sialomucin	6:-109794415
210513_s_at	0.017398524	NA	39.42420231	0.457103247	3400.255275	0.106147314	1.20216E-09	4.28739E-18	0.337078606	0.038492354	AF091352	7422	VEGFA	vascular endothelial growth factor A	6:43845930
217143_s_at	0.017510233	NA	0.784774977	0.025260709	24.38062094	0.890048618	2933.364467	8.428319301	1020918.5	0.007497602	X06557	6964	TRD@	T cell receptor delta locus	:
211221_at	0.017519677	NA	0.000117668	1.22518E-08	1.13009949	0.053130567	1309.763072	0.076210122	22509861.56	0.149131387	AL117487	10474	TADA3L	transcriptional adaptor 3 (NGG1 homolog, yeast)-like	3:-9796653; 3:-9799812
209617_s_at	0.017537723	NA	0.000137202	1.16064E-07	0.16218942	0.013742936	18.58694645	0.022656693	15248.23508	0.393279578	AF035302	1501	CTNND2	catenin (cadherin-associated protein), delta 2 (neural plakophilin-related arm-repeat protein)	5:-11024951
219559_at	0.018492096	NA	0.20129221	0.006622129	6.118659602	0.357468396	486.7708813	1.968953275	120341.043	0.027737003	NM_022082	63910	C20orf59	chromosome 20 open reading frame 59	20:61054443
209427_at	0.018638668	NA	64.38095879	0.468469829	8847.758387	0.097295295	1.28175E-05	8.9321E-11	1.839302048	0.062968839	AF064238	6525	SMTN	smoothelin	22:29807304
212761_at	0.01865477	NA	8.661353265	1.04585764	71.72968623	0.045330965	0.102163961	0.004906919	2.127093436	0.140824184	AI949687	6934	TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	10:114700200
218546_at	0.018746463	NA	6.842090027	0.832542019	56.23043027	0.073540218	0.008778511	5.15669E-05	1.494413015	0.070805049	NM_024709	79762	C1orf115	chromosome 1 open reading frame 115	1:218930250
222258_s_at	0.019123249	NA	1.042780034	0.217482534	4.999896685	0.958227009	0.016240614	0.000725255	0.363675518	0.009384352	AF015043	23677	SH3BP4	SH3-domain binding protein 4	2:235525366
208806_at	0.019257229	NA	0.010738139	6.39511E-05	1.803059325	0.082831307	34642.19114	0.366397085	3275357409	0.073738457	BE379542	1107	CHD3	chromodomain helicase DNA binding protein 3	17:7732833; 17:7728848
210439_at	0.019410894	NA	0.70032487	0.01298478	37.77152297	0.861017695	8172.420189	9.433724429	7079754.37	0.00904616	AB023135	29851	ICOS	inducible T-cell co-stimulator	2:204509747
202851_at	0.019936417	NA	0.022463583	8.32632E-05	6.060453964	0.183811685	226500.2376	0.958890426	53501793588	0.050778144	AL136715	79719	FLJ11506	hypothetical protein FLJ11506	15:-65280420
214078_at	0.019995438	NA	3.044305003	0.140289926	66.06171403	0.478284792	110595.5345	27.65090867	442349740.1	0.006060524	AF070581	5063	PAK3	p21 (CDKN1A)-activated kinase 3	X:110226255
219694_at	0.020021217	NA	5.449869227	0.029580475	1004.076988	0.524047482	2724512.254	158.825287	46736682539	0.002894181	NM_019018	54491	FAM105A	family with sequence similarity 105, member A	5:14634931
212458_at	0.020084217	NA	4.335120273	0.310081313	60.60754703	0.275751831	0.00210745	5.97129E-06	0.743782513	0.039503838	H97931	200734	SPRED2	sprouty-related, EVH1 domain containing 2	2:-65391489
41220_at	0.020450769	NA	0.722319685	0.013891437	37.55880281	0.871810156	8178.2339	8.815045634	7587426.373	0.009757016	AB023208	10801	40430	septin 9	17:72827196
220012_at	0.020930078	NA	0.41622282	0.031903781	5.430122339	0.503574027	213.7184368	2.078649769	21973.67297	0.023234357	NM_019891	56605	ERO1LB	ERO1-like beta (S. cerevisiae)	1:-234447083
215667_x_at	0.021239494	NA	0.105208533	0.000856031	12.93040919	0.358979059	751.7902023	2.232126882	253206.2639	0.025718641	AI375694	5379	PMS2L1	postmeiotic segregation increased 2-like 1	:
218764_at	0.022496893	NA	4.48373694	0.107524771	186.9699112	0.43049782	439578.5184	47.16369425	4096991911	0.005329973	NM_024064				:
202942_at	0.022736607	NA	10.40043463	0.403027235	268.3913917	0.157934031	0.001623513	1.79823E-06	1.465773817	0.06433179	NM_001985	2109	ETFB	electron-transfer-flavoprotein, beta polypeptide	19:-56540220
216992_s_at	0.024611725	NA	0.176672391	0.004077039	7.655834661	0.367337903	939.5592001	1.465824419	602235.4923	0.037896359	AJ236922	2918	GRM8	glutamate receptor, metabotropic 8	7:-125865892
216089_at	0.025580835	NA	0.004940424	3.30956E-05	0.737493994	0.037596722	98.89061127	0.080808229	121019.2713	0.205341947	BE877397	645927	MCFD2L	multiple coagulation factor deficiency 2-like	:
202575_at	0.025724344	NA	0.203226488	0.055977213	0.737818183	0.015426738	3.75723974	0.409844294	34.44442354	0.241620378	NM_001878	1382	CRABP2	cellular retinoic acid binding protein 2	1:-154936029
201527_at	0.025882999	NA	0.151006701	0.000582712	39.13255006	0.50494816	180519.8566	3.05996697	10649598162	0.030807685	NM_004231	9296	ATP6V1F	ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F	7:128290133
216247_at	0.025994519	NA	3239.103631	7.013205009	1496005.367	0.00981578	0.010728241	1.0202E-06	112.8157786	0.337155781	AF113008	6224	RPS20	ribosomal protein S20	8:-57148166
200965_s_at	0.026115066	NA	26.23893053	1.7333022	397.2079855	0.018435649	0.081639034	0.001108087	6.014810857	0.25341038	NM_006720	3983	ABLIM1	actin binding LIM protein 1	10:-116180859
220054_at	0.02656823	NA	0.004507687	3.86045E-06	5.263439752	0.133844532	2961.483221	0.221532546	39589590.95	0.099134434	NM_016584	51561	IL23A	interleukin 23, alpha subunit p19	12:55018929
212245_at	0.026735146	NA	29.74291481	1.002843684	882.1324757	0.049804188	0.070605429	0.001130178	4.410920426	0.208936475	AL567779	90411	MCFD2	multiple coagulation factor deficiency 2	2:-46982518
214061_at	0.026742656	NA	0.182243004	0.000957973	34.66958462	0.524922009	5585.533522	3.139721912	9936607.636	0.02384313	AI017564	93594	WDR67	WD repeat domain 67	8:124154100
208703_s_at	0.026891547	NA	2.918204454	0.348659713	24.42472389	0.323160385	0.029506489	0.000917664	0.948749354	0.04662266	BG427393	334	APLP2	amyloid beta (A4) precursor-like protein 2	11:129445010
213878_at	0.027157278	NA	0.443606958	0.00309153	63.65364698	0.748371168	188122.4275	5.913084776	5985039799	0.021677492	AI685944	79912	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1	12:21481877
AFFX-CreX-5_at	0.027410413	NA	0.011813338	3.90276E-05	3.575802123	0.127800524	3240.366946	0.230917492	45470691.12	0.097083546	AFFX-CREX-5				:
212025_s_at	0.027533253	NA	2.513504365	0.037673489	167.6962851	0.667146488	4.9965E-06	9.27872E-11	0.269056979	0.028077617	BG421186	2314	FLII	flightless I homolog (Drosophila)	17:-18088879
212240_s_at	0.027898619	NA	13.1527748	1.358400326	127.3523582	0.026118899	0.036341123	0.000318929	4.140977972	0.170090599	AI679268	5295	PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	5:67622250; 5:67558217; 5:67620007
209099_x_at	0.028316081	NA	0.204396149	0.010473894	3.988753909	0.29493454	112.3704118	0.931027613	13562.55095	0.053510646	U73936	182	JAG1	jagged 1 (Alagille syndrome)	20:-10566333
220111_s_at	0.028354774	NA	0.001955319	1.14498E-06	3.339173622	0.1004889	1152.888751	0.109929884	12090911.25	0.135551771	NM_020373	57101	TMEM16B	transmembrane protein 16B	12:-5542080
217796_s_at	0.028426804	NA	0.002385775	3.64898E-06	1.559864723	0.067913369	61.57763088	0.105826996	35830.22074	0.204608272	NM_017921	55666	NPLOC4	nuclear protein localization 4 homolog (S. cerevisiae)	17:-77134358
214877_at	0.028615767	NA	0.96476757	0.068752329	13.53810802	0.978766455	47691.76575	4.310616796	527651755.7	0.02335673	BE794663	54901	CDKAL1	CDK5 regulatory subunit associated protein 1-like 1	6:20642666
211211_x_at	0.028789365	NA	6.33345926	0.032781492	1223.638829	0.49188265	1906352.334	85.76359021	42374383019	0.004629857	AF100542	4068	SH2D1A	SH2 domain protein 1A, Duncans disease (lymphoproliferative syndrome)	X:123307830
222133_s_at	0.029213495	NA	0.05522938	0.000812491	3.754239131	0.17847841	296.8067185	0.461856085	190739.5636	0.084379621	AK022280	51105	PHF20L1	PHD finger protein 20-like 1	8:133856785
213902_at	0.029229098	NA	0.005263027	5.03166E-05	0.550503338	0.026994379	18.30888804	0.063362346	5290.4509	0.314567724	AI379338	427	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	8:-17958213
201509_at	0.029379063	NA	0.53182988	0.000667136	423.9658925	0.853040579	259827.6344	15.7715168	4280526754	0.011843312	NM_006899	3420	IDH3B	isocitrate dehydrogenase 3 (NAD+) beta	20:-2587042
217869_at	0.029754312	NA	12.98190422	0.918195409	183.5446307	0.057847647	0.078870109	0.001829357	3.400371206	0.185945783	NM_016142	51144	HSD17B12	hydroxysteroid (17-beta) dehydrogenase 12	11:43658718
210381_s_at	0.02981308	NA	0.543240984	0.017911322	16.47621326	0.725952853	1688.774999	2.798476467	1019112.017	0.0229046	BC000740	887	CCKBR	cholecystokinin B receptor	11:6237541
210039_s_at	0.030000247	NA	1.714983247	0.016422155	179.0975344	0.820086728	546649.1162	15.68516304	19051459996	0.013291494	L01087	5588	PRKCQ	protein kinase C, theta	10:-6509110
214058_at	0.030379507	NA	4.932491719	0.047722341	509.8130978	0.500077218	3576050.641	44.21070233	2.89254E+11	0.008866616	M19720	4610	MYCL1	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)	1:-40133684; 1:-40137872
207894_s_at	0.030443011	NA	0.012992078	1.51536E-05	11.13885966	0.207496539	11121.40574	0.350292875	353092153.9	0.078128331	NM_020552	27004	TCL6	T-cell leukemia/lymphoma 6	14:95199345; 14:95187267
205313_at	0.030750871	NA	0.207218548	0.003105082	13.82878799	0.462707251	7629.562292	1.455731793	39986913.14	0.040762468	NM_000458	6928	HNF1B	HNF1 homeobox B	17:-33120546
AFFX-r2-P1-cre-3_at	0.030966436	NA	0.005912169	4.399E-06	7.945834975	0.162701021	4607.568553	0.209185294	101487478.3	0.098259474	AFFX-R2-P1-CRE-3				:
212046_x_at	0.031138655	NA	0.076909933	0.000615542	9.609647734	0.297702116	323.2918882	0.927775186	112654.0638	0.05300277	X60188	5595	MAPK3	mitogen-activated protein kinase 3	16:-30032926
221497_x_at	0.031249649	NA	0.04993668	0.000516306	4.829831291	0.198842597	1188.823508	0.419368105	3370073.487	0.080854916	BC005369	54583	EGLN1	egl nine homolog 1 (C. elegans)	1:-229568053
218746_at	0.031299998	NA	3.677726709	0.03315906	407.9028097	0.58776526	54827.10755	34.47474846	87194594.78	0.003716418	NM_018009	55080	TAPBPL	TAP binding protein-like	12:6431510
202652_at	0.031332852	NA	0.445563175	0.006103574	32.52627765	0.71189939	9275.05915	3.200968852	26875213.79	0.024700131	NM_001164	322	APBB1	amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)	11:-6372930
212651_at	0.031459857	NA	2.200587901	0.118048889	41.02187791	0.597191183	0.00198275	6.77075E-06	0.580629761	0.031744986	AB018283	9886	RHOBTB1	Rho-related BTB domain containing 1	10:-62299205
201845_s_at	0.031969278	NA	0.404125868	0.040493611	4.03317251	0.440174367	0.000617502	2.6258E-06	0.145215894	0.007987076	AB029551	23429	RYBP	RING1 and YY1 binding protein	3:-72506440
220256_s_at	0.032302393	NA	0.010522844	1.01595E-05	10.89916149	0.198559438	2970.315965	0.313309049	28159981.23	0.086972659	NM_022120	64064	OXCT2	3-oxoacid CoA transferase 2	1:-40007784
219421_at	0.032364591	NA	544.8305132	2.108340392	140793.3412	0.026202288	0.013153466	4.4203E-06	39.14069133	0.288532406	NM_012382	23548	TTC33	tetratricopeptide repeat domain 33	5:-40747435
214895_s_at	0.032426906	NA	3.561347694	0.078639068	161.2836682	0.513829534	0.001646262	4.44857E-06	0.609224611	0.033649359	AU135154	102	ADAM10	ADAM metallopeptidase domain 10	15:-56675801
AFFX-CreX-3_at	0.032843925	NA	0.003438642	4.47747E-06	2.640834665	0.094226097	1512.987634	0.074788036	30608258.88	0.14778699	AFFX-CREX-3				:
216742_at	0.032855045	NA	1.337086303	0.023323891	76.65100989	0.888164694	48536.52558	7.667202856	307256030.6	0.015687124	AK024561				:
202523_s_at	0.032909782	NA	0.102743767	0.000440569	23.96059046	0.413321914	28097.02937	1.121811772	703721497.2	0.047451999	AI952009	9806	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2	10:-73488798
AFFX-BioB-M_at	0.03333592	NA	0.194672193	0.014147552	2.67871514	0.221187469	21.63360968	0.681953631	686.2828298	0.081338538	AFFX-BIOB-M				:
218221_at	0.033690903	NA	0.000212363	1.60682E-07	0.280666415	0.021081251	17.76406201	0.008882159	35527.61244	0.458134461	AL042842	405	ARNT	aryl hydrocarbon receptor nuclear translocator	1:-149048809
220734_s_at	0.033698805	NA	0.055569825	0.000936888	3.296023714	0.165312023	36.84730494	0.456281706	2975.62638	0.107442824	NM_030575	80772	GLTPD1	glycolipid transfer protein domain containing 1	1:1250005
214721_x_at	0.033832152	NA	0.220346729	0.004354805	11.14922168	0.449936773	139.0012138	1.577041799	12251.63306	0.030822945	AL162074	23580	CDC42EP4	CDC42 effector protein (Rho GTPase binding) 4	17:-68791358
213615_at	0.03401289	NA	0.363197645	0.001557387	84.70119859	0.715776033	383331.9586	3.490881459	42093491914	0.029922509	AA773554	10162	MBOAT5	membrane bound O-acyltransferase domain containing 5	12:-6955608
211090_s_at	0.034014875	NA	35.83092696	0.760606196	1687.936982	0.068640119	0.009531054	1.34397E-05	6.759177714	0.16470607	Z25435	8899	PRPF4B	PRP4 pre-mRNA processing factor 4 homolog B (yeast)	6:3966567
214772_at	0.034073414	NA	0.30068083	0.001816924	49.7593399	0.644779107	6331.817788	2.985043184	13430933.5	0.025101435	H08993	25758	C11orf41	chromosome 11 open reading frame 41	11:33520452
208892_s_at	0.03414474	NA	3.658438929	0.794337754	16.84947661	0.096008766	0.140532923	0.010430227	1.893487216	0.139176359	BC003143	1848	DUSP6	dual specificity phosphatase 6	12:-88265969
210073_at	0.034172868	NA	10.29387164	0.31530644	336.0660617	0.189857236	46307.79456	43.9584713	48782675.41	0.002482846	L32867	6489	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	12:-22245201
201243_s_at	0.034234266	NA	1.071161653	0.178509724	6.427589834	0.940059971	0.012903403	0.000326316	0.510234284	0.020414565	NM_001677	481	ATP1B1	ATPase, Na+/K+ transporting, beta 1 polypeptide	1:167342570
205839_s_at	0.034416301	NA	0.06387169	0.001734617	2.351869645	0.134869656	414.0940305	0.28209267	607863.6008	0.105269702	NM_004758	9256	BZRAP1	benzodiazapine receptor (peripheral) associated protein 1	17:-53733592
216268_s_at	0.034562197	NA	0.213186653	0.008773647	5.180120268	0.342358181	165.5474909	0.840472281	32607.82344	0.058023042	U77914	182	JAG1	jagged 1 (Alagille syndrome)	20:-10566333
212628_at	0.034776109	NA	41.1686881	0.60936351	2781.362605	0.083709726	0.047758763	0.000455916	5.002891011	0.199981487	BG292065	5586	PKN2	protein kinase N2	1:88922509
208370_s_at	0.034790515	NA	5.038137286	0.931457248	27.25066273	0.060442002	0.141218029	0.008104966	2.460532518	0.179437519	NM_004414	1827	RCAN1	regulator of calcineurin 1	21:-34810655
204380_s_at	0.035378675	NA	8.51609E-07	1.05709E-10	0.006860676	0.002321711	0.84845481	8.56718E-05	8402.716528	0.97207275	M58051	2261	FGFR3	fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)	4:1765420
202945_at	0.035397649	NA	1.418585809	0.013486866	149.210774	0.882971523	11022732.91	8.902507929	1.36479E+13	0.023485023	NM_004957	2356	FPGS	folylpolyglutamate synthase	9:129604974; 9:129605328
203016_s_at	0.035500468	NA	2.22339304	0.005110674	967.2845975	0.796579772	10692099.2	24.35882165	4.69321E+12	0.014619014	AK001710	117178	SSX2IP	synovial sarcoma, X breakpoint 2 interacting protein	1:-84882186
207574_s_at	0.035568491	NA	2.551946281	0.093855541	69.38780331	0.578241671	0.001250625	2.31361E-06	0.676025447	0.037346934	NM_015675	4616	GADD45B	growth arrest and DNA-damage-inducible, beta	19:2427134
212249_at	0.03557997	NA	10.51304426	1.036713282	106.6100931	0.046535244	0.057544183	0.000804686	4.115060626	0.189983174	AI934473	5295	PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	5:67622250; 5:67558217; 5:67620007
207282_s_at	0.035923016	NA	0.008640614	2.72199E-05	2.742852586	0.105948034	168.3210578	0.124437377	227680.6148	0.163476227	NM_002479	4656	MYOG	myogenin (myogenic factor 4)	1:-201318881
222006_at	0.035963073	NA	7.05442E-07	6.21294E-11	0.008009862	0.002946643	0.521275337	0.000105865	2566.745123	0.880614831	AI359368	3954	LETM1	leucine zipper-EF-hand containing transmembrane protein 1	4:-1784557
208807_s_at	0.036183286	NA	2.78381E-06	7.36699E-10	0.01051939	0.002336611	3.651394301	0.000124189	107358.2337	0.805128177	U91543	1107	CHD3	chromodomain helicase DNA binding protein 3	17:7732833; 17:7728848
205961_s_at	0.036255638	NA	2.221200221	0.110415108	44.68347228	0.602282573	8879.912415	6.908383809	11414079.86	0.012804505	NM_004682	11168	PSIP1	PC4 and SFRS1 interacting protein 1	9:-15454065; 9:-15460643
220371_s_at	0.036286526	NA	0.001008204	5.04912E-07	2.013172508	0.075152699	599.2051939	0.031390344	11438131	0.203464717	NM_020246	56996	SLC12A9	solute carrier family 12 (potassium/chloride transporters), member 9	7:100288293
AFFX-BioDn-3_at	0.036357624	NA	0.033305157	0.000620545	1.787515346	0.09409702	68.49619174	0.181883457	25795.24473	0.162482309	AFFX-BIODN-3				:
220945_x_at	0.036423181	NA	0.35651055	0.053708221	2.366486373	0.28551593	12.07302426	0.808933834	180.1852125	0.070879687	NM_018050	54682	MANSC1	MANSC domain containing 1	12:-12373484
221621_at	0.036893445	NA	0.037886942	0.000326318	4.398834389	0.177231143	121.0166567	0.331100098	44231.43112	0.11118651	AF130050	654434	C17orf86	chromosome 17 open reading frame 86	:
218062_x_at	0.0375469	NA	0.515961983	0.020698326	12.8617533	0.686734251	139.3994131	2.125494652	9142.434849	0.020707788	NM_012121	23580	CDC42EP4	CDC42 effector protein (Rho GTPase binding) 4	17:-68791358
207841_at	0.037882197	NA	0.000273525	1.33807E-07	0.559133157	0.034902809	64.75354408	0.00925953	452833.0672	0.355811796	NM_019003	54466	SPIN2A	spindlin family, member 2A	X:-57178808
207291_at	0.038053041	NA	0.014758841	8.02876E-05	2.713039414	0.113008736	73.82847113	0.160514882	33957.24482	0.169073875	NM_024081	79056	PRRG4	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)	11:32808064
206489_s_at	0.03813784	NA	0.025579019	1.67881E-05	38.97331675	0.326881173	11650.7784	0.58520529	231953879.4	0.063751703	NM_004746	9229	DLGAP1	discs, large (Drosophila) homolog-associated protein 1	18:-3488836
205910_s_at	0.038190982	NA	7.27654E-05	5.89809E-09	0.897714307	0.047428857	4.499650073	0.050933893	397.5123346	0.510653949	NM_001807	1056	CEL	carboxyl ester lipase (bile salt-stimulated lipase)	9:134927185
207794_at	0.038290771	NA	5.099268178	0.054746061	474.9663327	0.481296702	223269.2995	26.55267306	1877369559	0.007558113	NM_000648	1231	CCR2	chemokine (C-C motif) receptor 2	3:46370363; 3_random:648635
214720_x_at	0.038324803	NA	6.772785557	0.086456977	530.5601201	0.389936884	0.000221663	3.53029E-08	1.391798802	0.059307961	BF981643	151011	40431	septin 10	2:-109657664
214100_x_at	0.039057329	NA	0.526477163	0.001107923	250.1782888	0.838349234	415649.4771	4.993893666	34595147467	0.025206467	AI284845	155400	NSUN5B	NOL1/NOP2/Sun domain family, member 5B	7:74877581
60474_at	0.039072527	NA	0.531429073	0.032430142	8.708468098	0.657703045	172.8823177	1.525910038	19587.19389	0.032751948	AA469071	55612	FERMT1	fermitin family homolog 1 (Drosophila)	20:-6003492
