Probeset ID	Gene	Description	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value (%)
AGI_MM_OLIGO_A_51_P427563	Cpne8	copine VIII	-10.78613406	-2.946142857	0.273141687	7.701194	0.031841991
AGI_MM_OLIGO_A_51_P147284	9630044O09Rik	RIKEN cDNA 9630044O09 gene	-13.36413383	-2.889428571	0.216207695	7.545461	0.031841991
AGI_MM_OLIGO_A_51_P484261	Sprr2a	small proline-rich protein 2A	-12.86779771	-2.924	0.227233911	7.46826	0.031841991
AGI_MM_OLIGO_A_51_P397363	Slc16a1	solute carrier family 16 (monocarboxylic acid transporters), member 1	-10.56762823	-2.842571429	0.268988591	7.324934	0.031841991
AGI_MM_OLIGO_A_51_P521304	Klhl13	kelch-like 13 (Drosophila)	-8.183617311	-2.889	0.353022373	7.302468	0.031841991
AGI_MM_OLIGO_A_51_P408653	Tmem46	transmembrane protein 46	-8.76933378	-2.821428571	0.321738075	7.274844	0.031841991
AGI_MM_OLIGO_A_51_P238244	AI841971	expressed sequence AI841971	-5.237645101	-2.555428571	0.487896473	7.06514	0.031841991
AGI_MM_OLIGO_A_51_P361678	Cgnl1	cingulin-like 1	-9.479399508	-2.824285714	0.297939306	7.034328	0.031841991
AGI_MM_OLIGO_A_51_P108850	Lyplal1	lysophospholipase-like 1	-14.5624094	-2.822571429	0.193825853	7.020993	0.031841991
AGI_MM_OLIGO_A_51_P167403	Bglap-rs1	bone gamma-carboxyglutamate protein, related sequence 1	-7.611994666	-2.684857143	0.352714007	7.018036	0.031841991
AGI_MM_OLIGO_A_51_P153717	Rasd1	RAS, dexamethasone-induced 1	-7.436044627	-2.752857143	0.370204495	6.88326	0.031841991
AGI_MM_OLIGO_A_51_P482618	Kcnip3	Kv channel interacting protein 3, calsenilin	-12.57945064	-2.747714286	0.218428798	6.810133	0.031841991
AGI_MM_OLIGO_A_51_P376127	Aire	autoimmune regulator (autoimmune polyendocrinopathy candidiasis ectodermal dystrophy)	-7.361037949	-2.590857143	0.351968997	6.613757	0.031841991
AGI_MM_OLIGO_A_51_P265571	Adm	adrenomedullin	-6.357557613	-2.675285714	0.420804006	6.578515	0.031841991
AGI_MM_OLIGO_A_51_P490148	Nphp4	nephronophthisis 4 (juvenile) homolog (human)	-12.41162712	-2.690714286	0.21678981	6.482562	0.031841991
AGI_MM_OLIGO_A_51_P353494	Fetub	fetuin beta	-4.802254812	-2.383142857	0.496254978	6.46705	0.031841991
AGI_MM_OLIGO_A_51_P207921	Por	P450 (cytochrome) oxidoreductase	-13.83030494	-2.679428571	0.193736044	6.425083	0.031841991
AGI_MM_OLIGO_A_51_P457989	Rragd	Ras-related GTP binding D	-6.308824014	-2.784285714	0.441331967	6.398362	0.031841991
AGI_MM_OLIGO_A_51_P148069	Lpgat1	lysophosphatidylglycerol acyltransferase 1	-7.153527315	-2.755428571	0.385184602	6.295247	0.031841991
AGI_MM_OLIGO_A_51_P311938	Trove2	TROVE domain family, member 2	-7.206175141	-2.624571429	0.36421144	6.228589	0.031841991
AGI_MM_OLIGO_A_51_P329394	Folr1	folate receptor 1 (adult)	-13.31793178	-2.620285714	0.196748696	6.210409	0.031841991
AGI_MM_OLIGO_A_51_P459320	Gkap1	G kinase anchoring protein 1	-10.81775497	-2.636571429	0.243726303	6.156877	0.031841991
AGI_MM_OLIGO_A_51_P270951	Hist1h1b	histone 1, H1b	-9.482562586	-2.606571429	0.274880488	6.149683	0.031841991
AGI_MM_OLIGO_A_51_P338664	Hist3h2ba	histone 3, H2ba	-6.432866582	-2.596285714	0.403597009	6.145526	0.031841991
AGI_MM_OLIGO_A_51_P242403	Ldhc	lactate dehydrogenase C	-8.848958561	-2.621	0.296193047	6.134969	0.031841991
AGI_MM_OLIGO_A_51_P501730	Crispld2	cysteine-rich secretory protein LCCL domain containing 2	-5.800113352	-2.420571429	0.417331745	6.129329	0.031841991
AGI_MM_OLIGO_A_51_P251433	1500035H01Rik	RIKEN cDNA 1500035H01 gene	-8.24360814	-2.546857143	0.308949322	6.077919	0.031841991
AGI_MM_OLIGO_A_51_P501773	Slc35f3	solute carrier family 35, member F3	-9.969678155	-2.579142857	0.258698708	6.07755	0.031841991
AGI_MM_OLIGO_A_51_P158072	A230050P20Rik	RIKEN cDNA A230050P20 gene	-11.02991704	-2.587428571	0.234582777	6.066489	0.031841991
AGI_MM_OLIGO_A_51_P264878	Emid1	EMI domain containing 1	-9.335557136	-2.511714286	0.26904814	5.934014	0.031841991
AGI_MM_OLIGO_A_51_P396570	Plod2	procollagen lysine, 2-oxoglutarate 5-dioxygenase 2	-7.809752099	-2.536571429	0.324795384	5.931902	0.031841991
AGI_MM_OLIGO_A_51_P489720	Slc16a11	solute carrier family 16 (monocarboxylic acid transporters), member 11	-6.96986752	-2.497142857	0.358276947	5.92944	0.031841991
AGI_MM_OLIGO_A_51_P378227	Mpp7	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)	-11.72753069	-2.569571429	0.219105922	5.857888	0.031841991
AGI_MM_OLIGO_A_51_P226182	Trove2	TROVE domain family, member 2	-7.709802654	-2.459142857	0.318963139	5.837712	0.031841991
AGI_MM_OLIGO_A_51_P203183	Apob48r	apolipoprotein B48 receptor	-10.41996949	-2.572571429	0.246888576	5.821399	0.031841991
AGI_MM_OLIGO_A_51_P364250	Itih5	inter-alpha (globulin) inhibitor H5	-4.578461674	-2.275142857	0.496922988	5.73954	0.031841991
AGI_MM_OLIGO_A_51_P313320	Cd6	CD6 antigen	-7.554596284	-2.419142857	0.320221328	5.66508	0.031841991
AGI_MM_OLIGO_A_51_P519008	Irxl1	iroquois homeobox protein-like 1	-7.094358706	-2.616285714	0.368783962	5.634438	0.031841991
AGI_MM_OLIGO_A_51_P302626	Tcf1	transcription factor 1	-6.680582745	-2.389428571	0.357667686	5.602241	0.031841991
AGI_MM_OLIGO_A_51_P245533	Tex19	testis expressed gene 19	-5.88442601	-2.333857143	0.396615938	5.537098	0.031841991
AGI_MM_OLIGO_A_51_P507899	Ttc8	tetratricopeptide repeat domain 8	-9.147887762	-2.479714286	0.271069601	5.522421	0.031841991
AGI_MM_OLIGO_A_51_P178081	Resp18	regulated endocrine-specific protein 18	-5.134181019	-2.298571429	0.447699725	5.471357	0.031841991
AGI_MM_OLIGO_A_51_P393264	Foxa3	forkhead box A3	-10.66910374	-2.434285714	0.228162156	5.430061	0.031841991
AGI_MM_OLIGO_A_51_P453351	Lpgat1	lysophosphatidylglycerol acyltransferase 1	-7.153361695	-2.537428571	0.354718338	5.413306	0.031841991
AGI_MM_OLIGO_A_51_P205106	Mlf1	myeloid leukemia factor 1	-8.616986147	-2.484571429	0.288334156	5.390254	0.031841991
AGI_MM_OLIGO_A_51_P435922	1700027N10Rik	RIKEN cDNA 1700027N10 gene	-9.656745247	-2.414857143	0.250069468	5.354753	0.031841991
AGI_MM_OLIGO_A_51_P186798	Fgf2	fibroblast growth factor 2	-5.741116566	-2.624285714	0.457103716	5.279274	0.031841991
AGI_MM_OLIGO_A_51_P461678			-6.613305423	-2.441714286	0.369212388	5.263712	0.031841991
AGI_MM_OLIGO_A_51_P428708	C4b	complement component 4B (Childo blood group)	-9.207236823	-2.433142857	0.264264177	5.237247	0.031841991
AGI_MM_OLIGO_A_51_P440743	Celsr1	cadherin EGF LAG seven-pass G-type receptor 1	-8.828575619	-2.414	0.273430291	5.217029	0.031841991
AGI_MM_OLIGO_A_51_P307150	Indo	indoleamine-pyrrole 2,3 dioxygenase	-5.195146454	-2.312285714	0.445085761	5.172235	0.031841991
AGI_MM_OLIGO_A_51_P120017	Pde2a	phosphodiesterase 2A, cGMP-stimulated	-9.031288797	-2.363428571	0.261693389	5.134525	0.031841991
AGI_MM_OLIGO_A_51_P398723	Flt1	FMS-like tyrosine kinase 1	-6.905889676	-2.338285714	0.338592973	5.090613	0.031841991
AGI_MM_OLIGO_A_51_P359078	2400006H24Rik	RIKEN cDNA 2400006H24 gene	-9.377393704	-2.351714286	0.250785491	5.081817	0.031841991
AGI_MM_OLIGO_A_51_P224164	Slc26a4	solute carrier family 26, member 4	-3.080111464	-2.128714286	0.691115991	5.038037	0.031841991
AGI_MM_OLIGO_A_51_P249193	C230098I05Rik	RIKEN cDNA C230098I05 gene	-3.7952344	-2.056571429	0.541882585	5.020837	0.031841991
AGI_MM_OLIGO_A_51_P383524	Art3	ADP-ribosyltransferase 3	-6.544072679	-2.380571429	0.363775212	5.002501	0.031841991
AGI_MM_OLIGO_A_51_P513898		erythrocyte protein band 4.1-like 4a	-10.08553942	-2.337142857	0.231732063	4.956875	0.031841991
AGI_MM_OLIGO_A_51_P355996	Acot5	acyl-CoA thioesterase 5	-7.606961843	-2.345714286	0.308364145	4.921744	0.031841991
AGI_MM_OLIGO_A_51_P402378	Arfl4	ADP-ribosylation factor 4-like	-6.051950197	-2.419142857	0.399729472	4.907976	0.031841991
AGI_MM_OLIGO_A_51_P486810	Gpx2	glutathione peroxidase 2	-2.307897747	-1.686857143	0.730906361	4.867838	0.463829552
AGI_MM_OLIGO_A_51_P177691	Gabrr1	gamma-aminobutyric acid (GABA-C) receptor, subunit rho 1	-8.481411473	-2.207428571	0.260266652	4.825323	0.031841991
AGI_MM_OLIGO_A_51_P339331	Nkx6-3	NK6 transcription factor related, locus 3 (Drosophila)	-10.06760522	-2.256428571	0.224127637	4.795013	0.031841991
AGI_MM_OLIGO_A_51_P495825	Apof	apolipoprotein F	-5.434510914	-2.095714286	0.385630707	4.792715	0.031841991
AGI_MM_OLIGO_A_51_P290202	Hoxb13	homeo box B13	-5.579120723	-2.162714286	0.387644289	4.781943	0.031841991
AGI_MM_OLIGO_A_51_P274073	A830039N20Rik	RIKEN cDNA A830039N20 gene	-8.977564364	-2.252571429	0.250911198	4.763947	0.031841991
AGI_MM_OLIGO_A_51_P164504	Apoc1	apolipoprotein C-I	-4.830026013	-2.163714286	0.44797156	4.714757	0.031841991
AGI_MM_OLIGO_A_51_P112308	1810011O10Rik	RIKEN cDNA 1810011O10 gene	-4.927062473	-2.308	0.468433273	4.705882	0.031841991
AGI_MM_OLIGO_A_51_P305437	Rcn1	reticulocalbin 1	-7.764354827	-2.238857143	0.288350699	4.634564	0.031841991
AGI_MM_OLIGO_A_51_P334942	Aldh1a1	aldehyde dehydrogenase family 1, subfamily A1	-2.243868648	-1.576	0.702358403	4.583372	0.621106353
AGI_MM_OLIGO_A_51_P431885	Dnajc6	DnaJ (Hsp40) homolog, subfamily C, member 6	-11.87742881	-2.199714286	0.185201218	4.560172	0.031841991
AGI_MM_OLIGO_A_51_P139320	Pcbd1	pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1	-7.925741045	-2.136	0.269501614	4.533708	0.031841991
AGI_MM_OLIGO_A_51_P374572	Igfbp6	insulin-like growth factor binding protein 6	-6.379254588	-2.074285714	0.325161143	4.507143	0.031841991
AGI_MM_OLIGO_A_51_P346938	Lrg1	leucine-rich alpha-2-glycoprotein 1	-6.708263508	-2.178857143	0.324801961	4.489943	0.031841991
AGI_MM_OLIGO_A_51_P350048	Gstt2	glutathione S-transferase, theta 2	-7.370111364	-2.090857143	0.283694104	4.444642	0.031841991
AGI_MM_OLIGO_A_51_P391419	Pkd2l1	polycystic kidney disease 2-like 1	-8.475848516	-2.147857143	0.2534091	4.442273	0.031841991
AGI_MM_OLIGO_A_51_P381683	Aatk	apoptosis-associated tyrosine kinase	-6.331162446	-2.129428571	0.336340852	4.378859	0.031841991
AGI_MM_OLIGO_A_51_P216108	Rps6kl1	ribosomal protein S6 kinase-like 1	-8.690164701	-2.076857143	0.238989388	4.34386	0.031841991
AGI_MM_OLIGO_A_51_P185593	Dmn	desmuslin	-2.92449312	-1.661142857	0.56801052	4.334446	0.054950542
AGI_MM_OLIGO_A_51_P324082	Pparbp	peroxisome proliferator activated receptor binding protein	-5.533743065	-2.190628571	0.395867417	4.330691	0.031841991
AGI_MM_OLIGO_A_51_P360262	Immp2l	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	-9.478970742	-2.094571429	0.220970344	4.209286	0.031841991
AGI_MM_OLIGO_A_51_P265465	Abhd3	abhydrolase domain containing 3	-5.487596977	-2.230285714	0.406423016	4.194631	0.031841991
AGI_MM_OLIGO_A_51_P418875	LOC432823	similar to hypothetical protein MGC37588	-4.063886596	-1.941142857	0.477656748	4.194631	0.031841991
AGI_MM_OLIGO_A_51_P461141	Pdlim1	PDZ and LIM domain 1 (elfin)	-10.13835289	-2.080857143	0.205246076	4.179204	0.031841991
AGI_MM_OLIGO_A_51_P363338	Prkcm	protein kinase C, mu	-7.403342632	-2.113857143	0.285527396	4.176237	0.031841991
AGI_MM_OLIGO_A_51_P231820	C130026I21Rik	RIKEN cNDA C130026I21 gene	-4.51978672	-2.318571429	0.512982486	4.151617	0.031841991
AGI_MM_OLIGO_A_51_P413965	Prkcn	protein kinase C, nu	-8.805150143	-2.068571429	0.234927445	4.112519	0.031841991
AGI_MM_OLIGO_A_51_P225095	Bmp3	bone morphogenetic protein 3	-5.201182859	-2.120285714	0.407654522	4.109645	0.031841991
AGI_MM_OLIGO_A_51_P423484	Rbp1	retinol binding protein 1, cellular	-7.444655802	-2.083428571	0.279855594	4.10897	0.031841991
AGI_MM_OLIGO_A_51_P285137	Dmxl2	Dmx-like 2	-6.00235728	-2.132285714	0.355241385	4.094669	0.031841991
AGI_MM_OLIGO_A_51_P128463	Grrp1	glycine/arginine rich protein 1	-6.850890113	-2.026	0.295727995	4.090147	0.031841991
AGI_MM_OLIGO_A_51_P376050	Epsti1	epithelial stromal interaction 1 (breast)	-7.114640857	-1.984	0.278861581	4.027386	0.031841991
AGI_MM_OLIGO_A_51_P368285	3110032G18Rik	RIKEN cDNA 3110032G18 gene	-7.597039479	-1.998285714	0.263034794	4.0269	0.031841991
AGI_MM_OLIGO_A_51_P421876	Irf7	interferon regulatory factor 7	-7.488784195	-1.944285714	0.259626351	3.938714	0.031841991
AGI_MM_OLIGO_A_51_P327751	Ifit1	interferon-induced protein with tetratricopeptide repeats 1	-5.010860735	-2.128	0.424677538	3.933756	0.031841991
AGI_MM_OLIGO_A_51_P147034	Als2cr15	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 15	-9.398023668	-1.988571429	0.211594639	3.90564	0.031841991
AGI_MM_OLIGO_A_51_P182572	Phactr1	phosphatase and actin regulator 1	-5.478633585	-2.005428571	0.366045391	3.889991	0.031841991
AGI_MM_OLIGO_A_51_P466279	Hoxa10	homeo box A10	-5.448790004	-1.849857143	0.339498704	3.871018	0.031841991
AGI_MM_OLIGO_A_51_P200819	Prdx4	peroxiredoxin 4	-8.073333618	-1.926285714	0.238598552	3.833033	0.031841991
AGI_MM_OLIGO_A_51_P233894	Arhgdib	Rho, GDP dissociation inhibitor (GDI) beta	-4.768174971	-1.858285714	0.38972683	3.781719	0.031841991
AGI_MM_OLIGO_A_51_P204860	Ppfibp1	PTPRF interacting protein, binding protein 1 (liprin beta 1)	-10.85395576	-1.932285714	0.178025943	3.779718	0.031841991
AGI_MM_OLIGO_A_51_P449133	Ahr	aryl-hydrocarbon receptor	-4.07035343	-1.792857143	0.440467191	3.721761	0.031841991
AGI_MM_OLIGO_A_51_P301123	Sp100	nuclear antigen Sp100	-6.176780652	-1.8818	0.304657087	3.720515	0.031841991
AGI_MM_OLIGO_A_51_P182257	1700019N12Rik	RIKEN cDNA 1700019N12 gene	-6.384357118	-1.865142857	0.292142627	3.71761	0.031841991
AGI_MM_OLIGO_A_51_P456465	Cldn10	claudin 10	-8.695594126	-1.906571429	0.219257178	3.707961	0.031841991
AGI_MM_OLIGO_A_51_P307168	Ddah1	dimethylarginine dimethylaminohydrolase 1	-7.067347967	-1.863428571	0.263667302	3.698635	0.031841991
AGI_MM_OLIGO_A_51_P381047	Ube2m	ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)	-7.322886062	-1.834285714	0.25048672	3.693581	0.031841991
AGI_MM_OLIGO_A_51_P305140	Gsta1	glutathione S-transferase, alpha 1 (Ya)	-3.459320797	-1.593714286	0.460701502	3.678093	0.031841991
AGI_MM_OLIGO_A_51_P484111	Matn2	matrilin 2	-9.905028089	-1.875142857	0.18931222	3.676741	0.031841991
AGI_MM_OLIGO_A_51_P422369	2010001J22Rik	RIKEN cDNA 2010001J22 gene	-10.67589461	-1.884571429	0.176525855	3.669186	0.031841991
AGI_MM_OLIGO_A_51_P108334	Slc25a4	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4	-3.755296629	-2.085142857	0.555253836	3.663809	0.031841991
AGI_MM_OLIGO_A_51_P385697	Mgat3	mannoside acetylglucosaminyltransferase 3	-5.938632111	-1.838	0.309498882	3.661528	0.031841991
AGI_MM_OLIGO_A_51_P394383	Malat1	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	-2.059552818	-1.705714286	0.828196427	3.656441	1.042227126
AGI_MM_OLIGO_A_51_P367866	Egr1	early growth response 1	-4.97450483	-1.755714286	0.352942523	3.651101	0.031841991
AGI_MM_OLIGO_A_51_P409583	3110045G13Rik	RIKEN cDNA 3110045G13 gene	-5.247326176	-1.922285714	0.366336235	3.644846	0.031841991
AGI_MM_OLIGO_A_51_P186172	BC005764	cDNA sequence BC005764	-7.764741594	-1.895142857	0.244070306	3.643385	0.031841991
AGI_MM_OLIGO_A_51_P520019	Cdc6	cell division cycle 6 homolog (S. cerevisiae)	-5.906316847	-1.899428571	0.321592732	3.633193	0.031841991
AGI_MM_OLIGO_A_51_P337350	Ern2	endoplasmic reticulum (ER) to nucleus signalling 2	-7.064627844	-1.843714286	0.26097826	3.617029	0.031841991
AGI_MM_OLIGO_A_51_P350883	Dbt	dihydrolipoamide branched chain transacylase E2	-6.865553	-1.837142857	0.267588475	3.610108	0.031841991
AGI_MM_OLIGO_A_51_P359822	Sftpd	surfactant associated protein D	-2.424260282	-1.375857143	0.567536891	3.598417	0.350149061
AGI_MM_OLIGO_A_51_P477682	Prss12	protease, serine, 12 neurotrypsin (motopsin)	-3.748120229	-1.611142857	0.429853569	3.594407	0.031841991
AGI_MM_OLIGO_A_51_P158018	2310026E23Rik	RIKEN cDNA 2310026E23 gene	-7.513994171	-1.827142857	0.243165328	3.519144	0.031841991
AGI_MM_OLIGO_A_51_P217430	2410016O06Rik	RIKEN cDNA 2410016O06 gene	-11.28299571	-1.803142857	0.159810648	3.512346	0.031841991
AGI_MM_OLIGO_A_51_P353946	Il11ra1	interleukin 11 receptor, alpha chain 1	-3.453057558	-1.594	0.461619875	3.510003	0.031841991
AGI_MM_OLIGO_A_51_P474538	A330103N21Rik	RIKEN cDNA A330103N21 gene	-5.37233116	-1.786857143	0.332603685	3.465964	0.031841991
AGI_MM_OLIGO_A_51_P472120	Tmprss13	transmembrane protease, serine 13	-8.362388781	-1.764857143	0.211047009	3.448038	0.031841991
AGI_MM_OLIGO_A_51_P440838	Fgfr1op2	FGFR1 oncogene partner 2	-7.390329666	-1.815714286	0.245687861	3.431827	0.031841991
AGI_MM_OLIGO_A_51_P248819	Bambi	BMP and activin membrane-bound inhibitor, homolog (Xenopus laevis)	-4.358727994	-1.667428571	0.382549352	3.422196	0.031841991
AGI_MM_OLIGO_A_51_P428777	Pbx4	pre-B-cell leukemia transcription factor 4	-7.200715986	-1.807428571	0.251006785	3.419856	0.031841991
AGI_MM_OLIGO_A_51_P187632	1700010H15Rik	RIKEN cDNA 1700010H15 gene	-8.867589609	-1.751857143	0.197557309	3.373705	0.031841991
AGI_MM_OLIGO_A_51_P276418	Rab6b	RAB6B, member RAS oncogene family	-4.559933749	-1.772857143	0.38879011	3.355029	0.031841991
AGI_MM_OLIGO_A_51_P269084	Ndg2	Nur77 downstream gene 2	-5.841960827	-1.711428571	0.292954476	3.34113	0.031841991
AGI_MM_OLIGO_A_51_P352572	Clcnkb	chloride channel Kb	-4.846694299	-1.843142857	0.380288655	3.333333	0.031841991
AGI_MM_OLIGO_A_51_P291347	Odc1	ornithine decarboxylase, structural 1	-7.684140522	-1.737714286	0.22614296	3.332889	0.031841991
AGI_MM_OLIGO_A_51_P472937	Atp8b1	ATPase, class I, type 8B, member 1	-5.544836602	-1.684285714	0.303757502	3.320274	0.031841991
AGI_MM_OLIGO_A_51_P500051	Itpr2	inositol 1,4,5-triphosphate receptor 2	-7.171140626	-1.765142857	0.246145341	3.319943	0.031841991
AGI_MM_OLIGO_A_51_P110471	Ddah1	dimethylarginine dimethylaminohydrolase 1	-7.175617557	-1.697714286	0.236594868	3.300657	0.031841991
AGI_MM_OLIGO_A_51_P470715	Cish	cytokine inducible SH2-containing protein	-6.395633692	-1.685428571	0.263528002	3.282024	0.031841991
AGI_MM_OLIGO_A_51_P221428	Cbx6	chromobox homolog 6	-6.074619343	-1.745428571	0.287331349	3.268508	0.031841991
AGI_MM_OLIGO_A_51_P502608	Wwtr1	WW domain containing transcription regulator 1	-3.637742647	-1.970285714	0.541623173	3.2668	0.031841991
AGI_MM_OLIGO_A_51_P231184	Anpep	alanyl (membrane) aminopeptidase	-9.578503092	-1.711428571	0.178673907	3.266266	0.031841991
AGI_MM_OLIGO_A_51_P240857	Chpt1	choline phosphotransferase 1	-3.893038654	-1.9	0.488050638	3.264773	0.031841991
AGI_MM_OLIGO_A_51_P165914	6430601A21Rik	RIKEN cDNA 6430601A21 gene	-7.436060856	-1.707142857	0.229576235	3.261472	0.031841991
AGI_MM_OLIGO_A_51_P156222	A930017N06Rik	RIKEN cDNA A930017N06 gene	-6.270293027	-1.644285714	0.26223427	3.254043	0.031841991
AGI_MM_OLIGO_A_51_P416785	Mcpt9	mast cell protease 9	-2.897220446	-1.472	0.508073178	3.240861	0.054950542
AGI_MM_OLIGO_A_51_P114094	Clstn3	calsyntenin 3	-8.419278085	-1.7	0.20191755	3.234571	0.031841991
AGI_MM_OLIGO_A_51_P373777	Trim35	tripartite motif-containing 35	-9.13363059	-1.709428571	0.187157621	3.234153	0.031841991
AGI_MM_OLIGO_A_51_P466270	Heph	hephaestin	-3.578442824	-1.500285714	0.419256584	3.231435	0.031841991
AGI_MM_OLIGO_A_51_P110671	Mst1r	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	-7.696633948	-1.692571429	0.219910605	3.230287	0.031841991
