Probeset	Symbol	Refseq	mean frozen	mean fresh	FC	pvalue	diff
1500739	LRRC33	NM_198565	201.66	360.83	-1.79	0	159.18
5560204	GABBR1	NM_001470	232.25	415.1	-1.79	0	182.85
5560450	CD4	NM_000616	159.82	285.51	-1.79	0	125.7
6250673	EIF5A	NM_001970	352.54	629.95	-1.79	0	277.41
7320484	SPTAN1	NM_003127	269.74	482.06	-1.79	0	212.32
290369	SF3B4	NM_005850	351.32	624.96	-1.78	0	273.64
990398	CD14	NM_000591	1719.59	3062.68	-1.78	0	1343.1
3390575	KIFC2	NM_145754	136.22	242.4	-1.78	0	106.18
3990482	URM1	NM_030914	359.68	641.55	-1.78	0	281.87
7100463	FAM108A3	XM_039721	680.71	1212.2	-1.78	0	531.49
2030161	CD37	NM_001040031	762.77	1348.88	-1.77	0	586.11
2690114	AP1G2	NM_003917	178.31	315.6	-1.77	0	137.28
4040035	TUBB1	NM_030773	571.52	1009.47	-1.77	2.00E-04	437.95
4540041	FCGRT	NM_004107	607.63	1078.25	-1.77	0	470.62
7200706	BAT1	NM_004640	561.58	993.73	-1.77	0	432.15
1110554	TM9SF4	NM_014742	254.75	447.44	-1.76	0	192.69
1660670	MEPCE	NM_019606	344.21	604.32	-1.76	0	260.11
1940113	BSG	NM_001728	216.24	380.69	-1.76	0	164.45
2140138	BAT5	NM_021160	153.3	269.15	-1.76	0	115.85
1240438	RGS18	NM_130782	628.1	1096.13	-1.75	1.00E-04	468.03
3710372	ARHGAP4	NM_001666	788.69	1380.47	-1.75	0	591.78
6270274	COPG	NM_016128	138.56	242.34	-1.75	0	103.78
5360435	SIGIRR	XM_001129013	353.75	616.42	-1.74	0	262.66
6380551	NR1H2	NM_007121	209.29	364.88	-1.74	0	155.58
7200180	HCLS1	NM_005335	1749.8	3042.52	-1.74	0	1292.72
460754	CDC25B	NM_004358	604.63	1043.93	-1.73	0	439.3
1850041	ADIPOR1	NM_015999	238.99	414.6	-1.73	0	175.61
7160390	GAPDH		792.56	1367.87	-1.73	0	575.31
1300095	F13A1	NM_000129	208.45	358.75	-1.72	0	150.29
1400270	PCSK7	NM_004716	317.18	545.85	-1.72	0	228.68
2710253	FAM38A	NM_014745	588.03	1013.37	-1.72	0	425.34
4760487	PGRMC1	NM_006667	546.91	942.91	-1.72	0	396
6650601	PIN1	NM_006221	433.67	747.54	-1.72	0	313.88
4780767	XPO6	NM_015171	358.65	614.8	-1.71	0	256.15
5310014	MAR2	XM_001131240	241.95	414.35	-1.71	0	172.4
240368	RP11-365K22.1	XM_936630	7205.11	12225.47	-1.7	0	5020.36
450754	ALDOA	NM_000034	684.35	1162.83	-1.7	0	478.48
2140672	IMPDH1	NM_000883	485.28	822.97	-1.7	0	337.7
4200180	AES	NM_001130	613.94	1045.92	-1.7	0	431.98
6350364	PPBP	NM_002704	2640.11	4478.37	-1.7	0	1838.26
6450037	SUPT5H	NM_003169	186.91	317.82	-1.7	0	130.91
6250066	DNAJB2	NM_001039550	307.83	519.65	-1.69	0	211.82
7550451	NPEPL1	NM_024663	385.08	650.36	-1.69	0	265.28
4180382	ADAM8	NM_001109	205.01	343.8	-1.68	0	138.79
5720647	ADAM19	NM_023038	387.35	652.13	-1.68	0	264.78
7380347	ALG3	NM_005787	172.55	290.07	-1.68	0	117.52
2190369	PRPF3	NM_004698	280.22	466.63	-1.67	0	186.41
3870022	MAN2B1	NM_000528	153.76	256.03	-1.67	0	102.27
1940561	AXIN1	NM_003502	198.15	328.02	-1.66	0	129.87
3450328	GRN	NM_001012479	395.38	655.95	-1.66	0	260.57
4010161	PRPF31	NM_015629	254.23	420.99	-1.66	0	166.76
4150102	PTPN23	NM_015466	166.87	277.33	-1.66	0	110.46
2450414	SERPINA1	NM_000295	1414.34	2338.25	-1.65	0	923.91
2690491	CORO1A		1264.18	2091.22	-1.65	0	827.04
4280369	SDPR	NM_004657	592.27	978.78	-1.65	1.00E-04	386.51
4780022	SEMA4A	NM_022367	221.23	365.19	-1.65	0	143.95
5080187	SPRYD3	NM_032840	162.95	268.83	-1.65	0	105.88
5290332	TRAPPC1	NM_021210	330.51	544.15	-1.65	0	213.64
6380451	GPSM3	NM_022107	769.49	1267.49	-1.65	0	497.99
7380288	ANAPC5	NM_016237	567	938.05	-1.65	0	371.06
7560370	EDG4	NM_004720	218.21	360.55	-1.65	0	142.34
4850192	CD6	NM_006725	754.32	1233.85	-1.64	0	479.53
6290239	MCM7	NM_005916	481.2	789.23	-1.64	0	308.03
6760487	FXYD5	NM_014164	1533.73	2515.36	-1.64	0	981.63
1170113	PLXNB2	XM_371474	379.12	619.21	-1.63	0	240.1
1190647	APEX1	NM_001641	435.35	707.75	-1.63	0	272.39
1990762	CALM3	NM_005184	2213.3	3599.45	-1.63	0	1386.15
4050139	ACTN4		202.76	329.51	-1.63	0	126.75
4180356	ZAP70	NM_001079	199.06	325.41	-1.63	0	126.36
4210037	ZNF266	NM_006631	321.57	523.26	-1.63	0	201.7
4220253	TMEM140	NM_018295	174.05	283.86	-1.63	0	109.81
5340246	CD9	NM_001769	266.98	436.09	-1.63	0	169.11
6270300	POLDIP3	NM_032311	252.52	410.91	-1.63	0	158.4
6650142	CXCR4	NM_001008540	267.32	436.55	-1.63	7.00E-04	169.23
6760059	NA	NA	235.73	385.29	-1.63	0	149.56
7150612	C9orf142	NM_183241	537.35	878.35	-1.63	0	341
60543	PSCD4	NM_013385	612.68	995.09	-1.62	0	382.41
2510138	SDF4	NM_016176	253.88	410.17	-1.62	0	156.29
2650369	STAB1	NM_015136	221.95	358.47	-1.62	0	136.51
3060438	CA2	NM_000067	189.32	307.39	-1.62	0.0178	118.07
3400731	CENTB1	NM_014716	313.02	508.25	-1.62	0	195.23
4050411	ALDH16A1	NM_153329	227.92	369.11	-1.62	0	141.18
4230551	DYNLRB1	NM_014183	502.55	812.79	-1.62	0	310.23
4760541	NADSYN1	NM_018161	240.67	390.11	-1.62	0	149.45
520142	URP2	NM_031471	295.42	477.09	-1.61	0	181.68
2570497	TMC6	NM_007267	536.83	864.61	-1.61	0	327.78
2600255	KIAA1967	NM_021174	204.32	328.54	-1.61	0	124.23
4050347	ADRM1	NM_007002	342.66	551.43	-1.61	0	208.78
4200681	LOC339344	NM_001012643	274.06	441.43	-1.61	0	167.37
5550746	CHMP7	NM_152272	245.98	395.63	-1.61	0	149.65
5900241	SF3A2	NM_007165	343.57	551.62	-1.61	0	208.04
6510021	IRF9	NM_006084	581.54	935.32	-1.61	0	353.78
620767	NBEAL2	XM_291064	195.64	313.32	-1.6	0	117.68
2000026	LOC643031	XM_926402	1477.23	2368.35	-1.6	0	891.12
5310270	NSUN5	NM_018044	265.77	425.68	-1.6	0	159.91
5890088	MRCL3	NM_006471	2364.61	3788.91	-1.6	3.00E-04	1424.3
6480707	PSCD1	NM_004762	403.87	647.15	-1.6	0	243.28
1190091	UQCRC1		288.4	458.4	-1.59	0	170
2630600	WDR40A	NM_015397	267.73	424.96	-1.59	0	157.23
5870328	GNAI2	NM_002070	1113.13	1766.99	-1.59	0	653.85
6350167	C15orf39	NM_015492	262.89	417.33	-1.59	0	154.44
70242	LAPTM5	NM_006762	1499.99	2365.22	-1.58	0	865.23
2490315	ATP13A1	NM_020410	188.58	297.83	-1.58	0	109.25
3190202	TERF2IP	NM_018975	381.47	603.01	-1.58	0	221.54
3290059	C6orf136	NM_001109938	191.79	303.42	-1.58	0	111.63
3450148	C7orf41	NM_152793	348.18	548.7	-1.58	6.00E-04	200.53
3870026	RHOT2	NM_138769	206.25	326.16	-1.58	0	119.91
4290195	TIMP1	NM_003254	1513.34	2395.6	-1.58	0	882.26
1570204	INTS3	NM_023015	205.38	323.27	-1.57	0	117.89
3140093	LZTR1	NM_006767	337.28	528.79	-1.57	0	191.5
3420315	MAT2A	NM_005911	1078.63	1688.9	-1.57	0	610.27
3610162	DDX41	NM_016222	203.76	319.36	-1.57	0	115.6
5810681	ICAM3	NM_002162	1794.62	2809.68	-1.57	0	1015.06
6330291	LOC338799	NR_002809	531.71	837.34	-1.57	0	305.63
7150360	ARHGEF2	NM_004723	1132.93	1780.08	-1.57	0	647.15
1300743	TSC22D3	NM_001015881	1869.7	2909.99	-1.56	0	1040.28
4070070	C22orf13	NM_031444	534.25	834.05	-1.56	0	299.8
4920719	TRIM22	NM_006074	346.06	540.29	-1.56	0	194.24
6370025	PASK	NM_015148	186.5	291.77	-1.56	1.00E-04	105.28
6840192	EIF3B	NM_001037283	202.79	315.82	-1.56	0	113.03
7150112	TNFRSF1A	NM_001065	412.26	643.71	-1.56	0	231.46
2370673	CD99	NM_002414	724.01	1122.84	-1.55	0	398.82
5490128	TUBA1C	NM_032704	596.92	922.97	-1.55	0	326.06
5720072	PTPRCAP	NM_005608	471.53	730.72	-1.55	0	259.19
6350376	HSPA8	NM_006597	1920.59	2971.72	-1.55	0	1051.14
1190278	FKSG30	NM_001017421	816.6	1253.63	-1.54	0	437.03
2680438	MAN2C1	NM_006715	275.19	424.29	-1.54	1.00E-04	149.1
2940044	USP5	NM_001098536	236.84	365.4	-1.54	0	128.57
4890431	LRCH4	NM_002319	596.59	920.63	-1.54	0	324.05
4920121	CD27	NM_001242	288.7	444.86	-1.54	3.00E-04	156.16
5050504	EDEM2	NM_018217	249.52	383.06	-1.54	0	133.54
5390719	LOC644037	XR_017337	848.23	1307.44	-1.54	0	459.22
6450598	PARVG	NM_022141	459.01	708.11	-1.54	0	249.1
6480035	CTSA	NM_000308	231.51	356.68	-1.54	0	125.16
6520475	STX5	XM_001128716	453.17	697.99	-1.54	0	244.82
7400431	ILF2	NM_004515	521.49	801.97	-1.54	0	280.48
840356	MVP	NM_005115	537.08	822.65	-1.53	0	285.57
1010730	FBXO7	NM_001033024	248.03	380.66	-1.53	0	132.63
1660091	CD19	NM_001770	210.17	322.54	-1.53	4.00E-04	112.37
2940050	CROP	NM_006107	200.63	306.27	-1.53	0	105.64
3830747	PNN	NM_002687	332.25	509	-1.53	0	176.75
4860195	G6PC3	NM_138387	251.51	384.84	-1.53	0	133.33
5050424	NA	NA	475.37	727.61	-1.53	0.0371	252.25
1580181	TKT	NM_001064	2121.32	3219.72	-1.52	0	1098.4
1980519	MBTPS1	NM_201268	273.63	415.39	-1.52	0	141.76
2230059	LOC649800	XR_018710	740.75	1126.3	-1.52	0	385.55
2510035	ARHGAP9	NM_001080156	740.3	1126.67	-1.52	0	386.37
2690537	HLA-B		4376.97	6641.37	-1.52	0	2264.39
5690553	NDRG1	NM_006096	322.61	489.2	-1.52	0	166.58
6110646	MYST3	NM_001099412	465.94	707.03	-1.52	0	241.09
6270021	HNRPM	NM_005968	1340.36	2041.38	-1.52	0	701.02
6350273	LMBR1L	NM_018113	211.15	320.57	-1.52	0	109.41
7330537	RAD23A	NM_005053	320.29	485.75	-1.52	0	165.46
670041	TRBC1		1646.75	2493.42	-1.51	0	846.66
1940551	ZNF185	NM_007150	243.2	367.54	-1.51	0	124.34
2030452	DDX42	NM_007372	319.08	481.41	-1.51	0	162.33
2630544	TACC3	NM_006342	210.04	317.29	-1.51	0	107.25
3710082	NISCH	NM_007184	276.7	417.92	-1.51	0	141.21
3850678	LYL1	NM_005583	217.46	327.47	-1.51	0	110.01
3940148	NA	NA	422.11	637.25	-1.51	0	215.14
5050398	RPL36	NM_015414	2548.73	3838.14	-1.51	0	1289.4
1070414	C19orf43	NM_024038	661.14	993.25	-1.5	0	332.12
1820767	RERE	NM_001042681	225.1	336.96	-1.5	0	111.86
6520576	IRF1	NM_002198	1069.06	1599.74	-1.5	0	530.67
7380112	TPI1	NM_000365	497.32	747.98	-1.5	0	250.66
1090064	CD74	NM_001025158	4394.45	6537.06	-1.49	0	2142.61
1780347	C17orf62	NM_001033046	236.14	352.64	-1.49	0	116.5
2490356	LOC127295	XM_060417	1237.74	1840.81	-1.49	0	603.07
3710753	PLEKHM2	XM_290944	335.89	501.9	-1.49	0	166.02
4280332	DDX24	NM_020414	340.37	507.51	-1.49	0	167.14
5270349	CNOT2	NM_014515	283.64	422.68	-1.49	0	139.04
5560280	CECR1	NM_017424	1319.19	1959.6	-1.49	0	640.4
5890274	PTTG1IP	NM_004339	228.15	340.29	-1.49	0	112.14
6020500	NUP210	NM_024923	228.72	341.49	-1.49	0	112.77
6520292	UBE1	NM_003334	277.97	413.26	-1.49	0	135.29
110398	C1orf43	NM_001098616	412.53	609.77	-1.48	0	197.25
990671	UCP2	NM_003355	524	773.76	-1.48	0	249.76
1110215	FAM62A	NM_015292	836.1	1236.38	-1.48	0	400.28
4260446	ARID3A	NM_005224	235.06	347.03	-1.48	0	111.97
4290326	PPP2R1A	NM_014225	566.82	838.53	-1.48	0	271.71
4590082	PRPF8	NM_006445	519.59	766.73	-1.48	0	247.14
4850070	LOC653635	XR_017611	491.7	727.06	-1.48	0	235.36
5220538	IL10RA	NM_001558	568.6	841.28	-1.48	0	272.68
6380563	YPEL3	NM_031477	314.11	463.83	-1.48	0	149.72
6960333	CYFIP2	NM_001037332	1090.4	1613.04	-1.48	0	522.64
7570408	LOC442578	NM_001013739	264	390.44	-1.48	0	126.44
990521	ZZEF1	NM_015113	279.33	410.89	-1.47	0	131.56
1190079	LOC642817	XR_016373	463.81	682.64	-1.47	0	218.83
1740358	NA	NA	1765.72	2601.15	-1.47	0	835.43
2650390	PLCG1	NM_002660	270.6	398.09	-1.47	1.00E-04	127.49
3180470	DEF8	NM_017702	238.46	350.98	-1.47	0	112.52
3400328	ADA	NM_000022	262.42	386.06	-1.47	0	123.64
4890762	CPNE1	NM_003915	279.44	411.47	-1.47	0	132.03
5130082	HSP90AB1	NM_007355	454.59	669.56	-1.47	0	214.97
6040039	SFXN3	NM_030971	220.98	324.1	-1.47	0	103.12
7330451	SULT1A1	NM_001055	379.16	555.56	-1.47	0	176.41
7570100	C11orf2	NM_013265	636.24	933.44	-1.47	0	297.2
20634	SNRPA1	NM_003090	458.01	667.76	-1.46	0	209.75
70142	NA	NA	3014.39	4399.4	-1.46	0	1385.01
4730300	RBM5	NM_005778	555.56	809.97	-1.46	0	254.4
5310228	ZMIZ1	NM_020338	411.42	600.14	-1.46	0	188.72
6110132	RPP21	NM_024839	557.97	816.45	-1.46	0	258.48
6380414	AKNA	NM_030767	727.54	1064.16	-1.46	0	336.62
6590523	GIMAP6	NM_001007224	502.77	734.34	-1.46	0	231.58
6900685	LOC728392	XM_001130568	231.18	336.7	-1.46	0	105.52
7150465	SNX17	NM_014748	533.91	780.81	-1.46	0	246.91
2190360	RHOG	NM_001665	1161.52	1682.87	-1.45	0	521.35
2640373	RFX5	NM_000449	315.03	457.51	-1.45	0	142.48
4610433	TSEN34	NM_001077446	229.07	331.43	-1.45	0	102.36
5310327	VPS28	NM_016208	505.84	733.99	-1.45	0	228.15
5360717	EFTUD2	NM_004247	284.55	414	-1.45	0	129.45
5570554	BSDC1	NM_018045	334.21	483.27	-1.45	0	149.06
6520497	ACTG1	NM_001614	316.99	461.14	-1.45	1.00E-04	144.15
110128	LOC729843	XR_016056	244.85	353.4	-1.44	0	108.55
1170041	TSPAN33	NM_178562	390.23	561.74	-1.44	0.0038	171.51
1430521	PHB2	NM_007273	282.42	406.63	-1.44	0	124.21
1980719	PTPN6	NM_002831	827.08	1187.36	-1.44	0	360.29
1990753	RPS29	NM_001030001	10505.64	15106.89	-1.44	0	4601.26
2000440	LRP10	NM_014045	348.72	502.63	-1.44	0	153.91
4220546	PTPRE	NM_006504	431.15	620.99	-1.44	0	189.84
6060324	SLC9A3R1	NM_004252	834.26	1199.4	-1.44	0	365.14
6960725	WDR59	NM_030581	243.97	351.13	-1.44	0	107.16
7380170	IDH3B	NM_006899	750.82	1077.83	-1.44	0	327.01
2490037	PUM2	NM_015317	339.08	485.93	-1.43	0	146.85
2600605	STOML2	NM_013442	371.8	532.52	-1.43	0	160.72
2750544	DMAP1	NM_001034023	262.53	375.66	-1.43	0	113.12
3870088	NA	NA	9312.87	13319.38	-1.43	0	4006.51
4040609	LDHB	NM_002300	678.26	972.92	-1.43	0	294.65
7570673	LOC645895	XM_928866	7022.68	10038.32	-1.43	0	3015.64
1230463	M-RIP	NM_015134	239.85	341.1	-1.42	0	101.26
1340154	LOC347292	XM_294581	263.76	375.84	-1.42	0	112.08
1770181	KIAA1949	XM_929867	743.65	1053.07	-1.42	0	309.42
2000719	TBXAS1	NM_001061	486.64	689.75	-1.42	0	203.11
2260520	EXOC7	NM_001013839	346.44	493.37	-1.42	0	146.93
2630563	USF2	NM_003367	263.2	374.51	-1.42	0	111.31
4890711	EMD	NM_000117	626.32	888.32	-1.42	0	261.99
5360541	TCIRG1	NM_006019	404.18	573.63	-1.42	0	169.44
5960026	RPS29	NM_001030001	9441.56	13448.13	-1.42	0	4006.57
7200068	RGL2	NM_004761	397.69	563.94	-1.42	0	166.25
7570553	MGC71993	NM_001004333	898.84	1272.95	-1.42	0	374.11
1050047	MYD88	NM_002468	360.4	507.67	-1.41	0	147.27
2190452	GUK1	NM_000858	535.3	754.77	-1.41	0	219.47
5270672	GPX4	NM_001039847	754.49	1063.89	-1.41	0	309.39
5560446	GPR56	NM_005682	527.61	746.38	-1.41	0.0449	218.78
6100064	HNRPDL	NM_005463	344.59	486.1	-1.41	2.00E-04	141.51
6290088	ZNF581	NM_016535	294.62	416.72	-1.41	0	122.1
6450228	HK1	NM_000188	1098.05	1544.69	-1.41	0	446.64
6520605	PIK3IP1	NM_052880	758.94	1066.62	-1.41	2.00E-04	307.68
6590397	ATHL1	NM_025092	282.94	400.26	-1.41	0	117.32
940224	NDUFV1	NM_007103	270.25	378.58	-1.4	0	108.33
990424	CTBP1	NM_001012614	434.01	608.93	-1.4	0	174.92
2480424	CAPNS1	NM_001003962	454.05	634.14	-1.4	0	180.1
3610592	SBF1	NM_002972	296.21	415.41	-1.4	0	119.2
5490241	KIAA0913	NM_001010864	271.9	381.1	-1.4	0	109.2
290646	RPL13	NM_000977	1345.32	1870.1	-1.39	0	524.78
380685	NOSIP	NM_015953	662.86	919.25	-1.39	2.00E-04	256.4
1410615	IRAK1		401.72	559.4	-1.39	0	157.68
4490719	TAF10	NM_006284	469.18	653.46	-1.39	0	184.29
4900039	SYVN1	NM_032431	320.09	445.6	-1.39	0	125.5
5050221	STAT5A	NM_003152	360.07	499.1	-1.39	0	139.03
5910139	PRMT1	NM_001536	368.38	510.21	-1.39	0	141.83
6220201	PPP1R2	NM_006241	402.1	559.13	-1.39	0	157.03
7320189	FES	NM_002005	312.17	433.25	-1.39	0	121.08
1340066	MBD6	NM_052897	264.17	365.14	-1.38	0	100.97
1940161	TMSL3	NM_183049	10847.98	14987.13	-1.38	0	4139.16
3370687	SCAMP3		333.41	460.59	-1.38	0	127.17
3390008	RASSF7	NM_003475	396.56	548.32	-1.38	0	151.76
3450673	CFL1	NM_005507	2221.02	3066.01	-1.38	0	844.98
3990639	TRBC1		1876.83	2596.63	-1.38	0	719.8
4050523	SLC44A2	NM_020428	912.99	1255.96	-1.38	0	342.98
4060202	MAPRE2	NM_014268	466.99	646.44	-1.38	0	179.45
6290431	EIF3G	NM_003755	1264.03	1741.42	-1.38	0	477.39
6480386	LOC51035	NM_015853	679.82	940.41	-1.38	0	260.59
6840500	FNBP4	NM_015308	280.23	385.35	-1.38	0	105.12
6980072	RNPEP	NM_020216	400.9	553	-1.38	0.0022	152.09
7200079	C20orf52	NM_080748	714.95	988.12	-1.38	0	273.17
430537	BLOC1S1	NM_001487	509.5	698.49	-1.37	0	188.99
2070523	C11orf59	NM_017907	611.34	836.73	-1.37	0	225.39
3400504	IMPDH2	NM_000884	378.3	517.26	-1.37	0	138.97
4040494	HNRNPA2B1	NM_002137	365.62	502.01	-1.37	0	136.4
4210056	TNFAIP2	NM_006291	291.17	398.65	-1.37	0	107.48
5670521	EIF2S3	NM_001415	578.62	791.28	-1.37	0	212.66
5690632	LIMK1	NM_002314	328.73	450.9	-1.37	0	122.17
6350113	C13orf15	XM_001132553	566	774.22	-1.37	0.0081	208.22
160240	DDX39	NM_005804	641.95	872.87	-1.36	0	230.92
1450246	PCBP2	NM_001098620	1575.35	2137.88	-1.36	0	562.53
2710278	SHMT2	NM_005412	405	549.8	-1.36	0	144.8
3290341	ZGPAT	NM_181484	384.88	525.27	-1.36	0	140.4
3420148	CLDND1	NM_001040184	457.02	623.1	-1.36	0	166.08
4180286	WAS	NM_000377	1840.55	2496.69	-1.36	0	656.14
6480674	NKTR	NM_001012651	554.35	755.23	-1.36	0	200.88
7210703	RAC2	NM_002872	3355.61	4548.14	-1.36	0	1192.52
7320193	PGLS	NM_012088	380.67	518.66	-1.36	0	137.99
1300768	AKR1A1	NM_006066	469.09	631.98	-1.35	0	162.89
1710286	MFNG	NM_002405	1024.36	1380.48	-1.35	0	356.12
3940543	HARS	NM_002109	337.17	455.87	-1.35	0	118.7
4180092	CEBPD	NM_005195	1476.32	1989.77	-1.35	0	513.46
5390255	RBM23	NM_001077351	422.04	569.72	-1.35	0	147.68
5960333	AOAH	NM_001637	348.32	468.93	-1.35	0.0031	120.61
6400021	HSPB1	NM_001540	524.64	710.18	-1.35	0	185.54
6760347	ELF4	NM_001421	323.54	436.11	-1.35	0	112.57
7160669	APBB1IP	NM_019043	407.34	550.07	-1.35	0	142.73
7210575	NA	NA	745.9	1006.11	-1.35	0	260.22
2070239	LOC645683	XR_017568	7051.69	9482.19	-1.34	0	2430.5
2370170	IMMT	NM_001100169	318.18	426.17	-1.34	8.00E-04	108
3610463	ERCC5	NM_000123	387	518.88	-1.34	0	131.88
3930538	PNPLA6	NM_006702	373.95	502.8	-1.34	0	128.85
4060121	UROD		355.43	474.92	-1.34	0	119.49
4210487	CSK	NM_004383	885.33	1187.11	-1.34	0	301.78
4880181	RIC8A	NM_021932	311.82	417.71	-1.34	0	105.89
5890674	RPS6KA1	NM_001006665	470.51	632.16	-1.34	0	161.65
7330541	ARPC4	NM_001024959	617.78	827.84	-1.34	0	210.05
1010136	HSPA6	XM_001134322	371.57	495.12	-1.33	0.0017	123.55
1940450	NME2	NM_001018137	1089.67	1453.69	-1.33	0	364.02
2680520	HNRNPA2B1	NM_002137	1376.34	1827.25	-1.33	0	450.91
3170092	GLTSCR2	NM_015710	4331.63	5776.38	-1.33	0	1444.75
4590646	FCRL3	NM_001024667	331.31	442.08	-1.33	0.0118	110.77
