NAME	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
CHR10Q23	71	0.41923204	1.6433618	0.001533742	0.026291844	0.769	4044	tags=38%, list=27%, signal=52%
CHR11Q21	19	0.5495852	1.6416968	0.013266998	0.02629524	0.773	2481	tags=37%, list=16%, signal=44%
CHR4Q32	17	0.5780462	1.6407845	0.007092198	0.026021902	0.775	4673	tags=65%, list=31%, signal=94%
CHR12Q22	19	0.55702263	1.6382687	0.015075377	0.02635556	0.781	1553	tags=32%, list=10%, signal=35%
CHR5Q31	122	0.37673715	1.6254916	0.001477105	0.029101135	0.808	4108	tags=40%, list=27%, signal=55%
CHR8Q13	28	0.49217337	1.6225055	0.008103727	0.029542321	0.816	2572	tags=36%, list=17%, signal=43%
CHR11P14	17	0.5648452	1.6149126	0.027777778	0.031144934	0.839	1667	tags=29%, list=11%, signal=33%
CHR3Q29	23	0.52516836	1.6112694	0.014469453	0.031518023	0.845	2669	tags=43%, list=18%, signal=53%
CHR2Q22	13	0.6160795	1.6077785	0.02173913	0.03206662	0.854	4126	tags=77%, list=27%, signal=106%
CHR5Q23	40	0.45333132	1.5988619	0.009630819	0.03413192	0.871	3900	tags=43%, list=26%, signal=57%
CHR7Q31	65	0.41162717	1.5959765	0.004643963	0.034505073	0.876	3969	tags=35%, list=26%, signal=48%
CHR5P13	31	0.47967154	1.5931073	0.014925373	0.034990974	0.883	4028	tags=52%, list=27%, signal=70%
CHR21Q21	11	0.6282933	1.5835743	0.04227941	0.037551343	0.905	2300	tags=36%, list=15%, signal=43%
CHR4Q12	25	0.5017328	1.5835456	0.00877193	0.037069913	0.905	2463	tags=36%, list=16%, signal=43%
CHR9Q21	36	0.45346412	1.5808989	0.008547009	0.037342064	0.913	3792	tags=53%, list=25%, signal=70%
CHR6Q15	12	0.6111907	1.5768567	0.02698145	0.038160693	0.921	4468	tags=67%, list=30%, signal=95%
CHR12Q21	24	0.50288737	1.56552	0.031914894	0.041486938	0.94	3645	tags=38%, list=24%, signal=49%
CHR6P24	20	0.5229781	1.5639646	0.024834437	0.04147485	0.942	5377	tags=80%, list=36%, signal=124%
CHR10P12	31	0.46547168	1.5560757	0.015075377	0.044019412	0.957	5519	tags=68%, list=37%, signal=107%
CHR14Q31	19	0.5252605	1.5452039	0.020869566	0.047528196	0.969	3322	tags=47%, list=22%, signal=61%
CHR20P12	31	0.46159357	1.5443794	0.023372287	0.047267474	0.969	3294	tags=42%, list=22%, signal=54%
CHR2P14	19	0.52115315	1.5385709	0.022222223	0.049099855	0.973	3557	tags=58%, list=24%, signal=76%
CHR2P11	30	0.4668703	1.5376531	0.030508475	0.04895726	0.974	1870	tags=27%, list=12%, signal=30%
CHR4P14	14	0.568859	1.5302598	0.05227656	0.05169509	0.981	4279	tags=57%, list=28%, signal=80%
CHR4Q26	14	0.5490201	1.5104904	0.04761905	0.059220895	0.989	5642	tags=64%, list=37%, signal=103%
CHR1Q25	47	0.40957445	1.4926239	0.03257329	0.067491695	0.993	3886	tags=43%, list=26%, signal=57%
CHR4Q28	24	0.47253582	1.491689	0.03852596	0.067196175	0.994	4440	tags=38%, list=29%, signal=53%
CHR6Q24	31	0.439047	1.4880524	0.0273752	0.06810432	0.994	2338	tags=29%, list=15%, signal=34%
CHR15Q22	61	0.38717487	1.4866691	0.019417476	0.06799034	0.994	4229	tags=51%, list=28%, signal=70%
CHR10Q25	37	0.42979544	1.4814081	0.041733548	0.06972575	0.995	3292	tags=41%, list=22%, signal=52%
CHRXP22	87	0.36069727	1.4731156	0.0147929	0.07321293	0.998	4110	tags=38%, list=27%, signal=52%
CHRXQ13	47	0.40830144	1.4678913	0.03482587	0.07519031	0.998	2413	tags=23%, list=16%, signal=28%
CHRXQ26	37	0.4210333	1.4636492	0.031932775	0.0768213	0.998	4389	tags=46%, list=29%, signal=65%
CHR6Q25	41	0.41047284	1.4610375	0.032520324	0.0774469	0.998	2888	tags=37%, list=19%, signal=45%
CHR9Q31	45	0.401621	1.4516765	0.045161292	0.081606224	0.998	2935	tags=33%, list=19%, signal=41%
CHR13Q11	11	0.5729623	1.448621	0.06304728	0.082499914	0.998	2531	tags=45%, list=17%, signal=55%
CHR9Q13	10	0.59506136	1.448053	0.06739526	0.081925295	0.998	3918	tags=60%, list=26%, signal=81%
CHRXQ24	22	0.46866283	1.4372456	0.05429072	0.08738194	1	2547	tags=36%, list=17%, signal=44%
CHRXQ25	18	0.49893084	1.4346973	0.06227758	0.087962486	1	3687	tags=39%, list=24%, signal=51%
CHR2Q12	30	0.43244803	1.4337801	0.05509182	0.0877877	1	2706	tags=33%, list=18%, signal=41%
CHR7P21	24	0.45606923	1.4309864	0.06861063	0.08857585	1	1694	tags=29%, list=11%, signal=33%
CHR8Q22	45	0.4049605	1.4290017	0.04700162	0.08891818	1	3171	tags=38%, list=21%, signal=48%
CHR1Q24	28	0.43753898	1.4224911	0.06861063	0.09162712	1	2377	tags=32%, list=16%, signal=38%
CHR15Q13	18	0.4815046	1.4214959	0.08305085	0.09149158	1	3851	tags=50%, list=25%, signal=67%
CHR9P12	11	0.5648584	1.4015541	0.09660108	0.103342235	1	3779	tags=55%, list=25%, signal=73%
CHR1P13	81	0.34861097	1.4008509	0.036392406	0.10274516	1	3402	tags=30%, list=23%, signal=38%
CHR15Q15	44	0.38311288	1.3765503	0.06109325	0.11982529	1	3075	tags=30%, list=20%, signal=37%
CHR6Q14	29	0.42307037	1.3741202	0.08450704	0.12063848	1	5270	tags=59%, list=35%, signal=90%
CHR6Q13	12	0.5177936	1.3558335	0.11484099	0.1345625	1	4088	tags=67%, list=27%, signal=91%
CHR2P24	34	0.40170935	1.3555028	0.07364976	0.1336421	1	2515	tags=32%, list=17%, signal=39%
CHR1Q43	13	0.50895727	1.3551055	0.10554562	0.1328244	1	2435	tags=38%, list=16%, signal=46%
CHR16Q12	26	0.41951978	1.3476152	0.108474575	0.1379636	1	3202	tags=35%, list=21%, signal=44%
CHR10P11	20	0.45324966	1.3432869	0.10135135	0.14041662	1	5163	tags=75%, list=34%, signal=114%
CHR10Q21	30	0.39425692	1.3383483	0.09430894	0.14359367	1	4443	tags=47%, list=29%, signal=66%
CHR3Q23	16	0.46461666	1.3252825	0.14920071	0.15431143	1	1751	tags=38%, list=12%, signal=42%
CHR2Q34	12	0.50458515	1.3198698	0.13333334	0.15787554	1	3426	tags=42%, list=23%, signal=54%
CHR1P21	24	0.42144746	1.3154949	0.113144755	0.16053155	1	2746	tags=42%, list=18%, signal=51%
CHR11Q22	38	0.37475148	1.3135904	0.10714286	0.16098122	1	3346	tags=34%, list=22%, signal=44%
CHR14Q12	20	0.44559833	1.3039312	0.12671232	0.1691694	1	2341	tags=35%, list=15%, signal=41%
CHR7P14	27	0.40316394	1.2944237	0.13410597	0.1772033	1	4092	tags=37%, list=27%, signal=51%
CHR2P25	35	0.3812305	1.2896432	0.118892506	0.18100059	1	2078	tags=26%, list=14%, signal=30%
CHR4Q13	35	0.3691071	1.2420758	0.1592775	0.23541963	1	6252	tags=57%, list=41%, signal=97%
CHR10P14	13	0.4655269	1.2359914	0.18330605	0.24130861	1	4287	tags=54%, list=28%, signal=75%
CHR5P14	10	0.4904686	1.2238867	0.23741007	0.25504032	1	1044	tags=20%, list=7%, signal=21%
CHR10P13	15	0.43379015	1.2222879	0.21592921	0.25516826	1	4560	tags=53%, list=30%, signal=76%
CHR9P22	23	0.39127222	1.2206451	0.17047451	0.2556562	1	4680	tags=35%, list=31%, signal=50%
CHR11P12	10	0.48027223	1.1970794	0.21978022	0.2860565	1	4274	tags=50%, list=28%, signal=70%
CHR4Q27	11	0.47241777	1.19331	0.23550087	0.2893838	1	3088	tags=55%, list=20%, signal=69%
CHR14Q13	25	0.37886855	1.1784058	0.22539683	0.30934632	1	4928	tags=56%, list=33%, signal=83%
CHR9Q32	27	0.3640459	1.16699	0.22580644	0.32481235	1	3906	tags=37%, list=26%, signal=50%
CHR1Q42	68	0.29679084	1.1652969	0.20092736	0.32474685	1	4069	tags=41%, list=27%, signal=56%
CHR2Q14	28	0.34360713	1.144428	0.23661485	0.3559281	1	2512	tags=25%, list=17%, signal=30%
CHR10P15	32	0.3323343	1.1345438	0.27181208	0.36886296	1	3593	tags=22%, list=24%, signal=29%
CHR15Q26	44	0.31189632	1.1231421	0.27018633	0.3850443	1	3496	tags=30%, list=23%, signal=38%
CHR3Q28	15	0.4083934	1.1166182	0.29159212	0.39386493	1	1148	tags=27%, list=8%, signal=29%
CHR4Q34	13	0.4149439	1.1153985	0.31409168	0.39320073	1	3614	tags=46%, list=24%, signal=61%
CHR2Q11	37	0.32581225	1.1148338	0.30420712	0.3915152	1	2445	tags=24%, list=16%, signal=29%
CHR6Q12	12	0.41961262	1.1094743	0.3392857	0.39801782	1	1494	tags=25%, list=10%, signal=28%
CHR7P15	48	0.3038668	1.1074396	0.29193547	0.398779	1	4624	tags=44%, list=31%, signal=63%
CHR6Q16	19	0.37353534	1.1050788	0.30579966	0.4004358	1	4438	tags=47%, list=29%, signal=67%
CHR8P11	32	0.33092955	1.1026845	0.30936456	0.40194288	1	5157	tags=50%, list=34%, signal=76%
CHR13Q34	26	0.33856714	1.0997386	0.3229508	0.40455702	1	4504	tags=38%, list=30%, signal=55%
CHR11P13	23	0.35575768	1.0981048	0.32605043	0.40440878	1	5699	tags=61%, list=38%, signal=98%
CHR10Q26	70	0.27284673	1.0809461	0.3237082	0.43248555	1	3358	tags=34%, list=22%, signal=44%
CHR7Q34	29	0.32692114	1.0752548	0.34717607	0.4401177	1	3872	tags=28%, list=26%, signal=37%
CHR3P24	26	0.33800426	1.0718027	0.35	0.44334334	1	3170	tags=42%, list=21%, signal=53%
CHR7P12	11	0.41376916	1.0517721	0.39930555	0.4776339	1	4666	tags=36%, list=31%, signal=53%
CHR5Q33	36	0.30516887	1.0450232	0.40753424	0.48734143	1	4701	tags=33%, list=31%, signal=48%
CHR6P12	36	0.29807243	1.0428416	0.37067544	0.48833373	1	4396	tags=36%, list=29%, signal=51%
CHR1Q32	100	0.24813487	1.0362124	0.3900156	0.49770993	1	4202	tags=27%, list=28%, signal=37%
CHR3P25	50	0.27779627	1.0277512	0.42282957	0.5112624	1	4080	tags=32%, list=27%, signal=44%
CHR18Q23	10	0.41613182	1.0261782	0.40884957	0.51142013	1	1677	tags=30%, list=11%, signal=34%
CHRXQ23	13	0.3835363	1.0195016	0.44230768	0.5210863	1	6544	tags=69%, list=43%, signal=122%
CHR7Q22	76	0.25571644	1.0154629	0.44294295	0.5253499	1	2894	tags=24%, list=19%, signal=29%
CHR15Q11	27	0.31227076	1.0073521	0.45396826	0.537535	1	2964	tags=26%, list=20%, signal=32%
CHRXQ21	32	0.29844704	1.006644	0.45655876	0.53562003	1	4338	tags=31%, list=29%, signal=44%
CHR3P14	22	0.32248545	0.99426556	0.48019803	0.55645865	1	3696	tags=36%, list=24%, signal=48%
CHR17Q22	26	0.31214082	0.98285466	0.47920132	0.5754566	1	2003	tags=27%, list=13%, signal=31%
CHR8Q11	17	0.33417755	0.9648537	0.49473685	0.6071772	1	5081	tags=41%, list=34%, signal=62%
CHR6Q27	22	0.31525472	0.9645491	0.5069444	0.6041222	1	5250	tags=41%, list=35%, signal=63%
CHR12P13	132	0.21854101	0.9561557	0.55228275	0.6176487	1	2722	tags=17%, list=18%, signal=20%
CHR10Q22	82	0.23521812	0.9518448	0.54186416	0.6225227	1	3282	tags=24%, list=22%, signal=31%
CHR7Q32	33	0.28473035	0.9475032	0.53492063	0.6278986	1	3712	tags=30%, list=25%, signal=40%
CHR2P23	58	0.24245186	0.9186249	0.63141525	0.68273324	1	3189	tags=28%, list=21%, signal=35%
CHR16Q23	22	0.30593342	0.91861284	0.6078767	0.67870003	1	4184	tags=32%, list=28%, signal=44%
CHR3Q21	74	0.22707048	0.9088375	0.6387195	0.6942935	1	2954	tags=26%, list=20%, signal=32%
CHR6P25	22	0.2928275	0.90438414	0.59375	0.6992276	1	2915	tags=27%, list=19%, signal=34%
CHR10Q11	40	0.25673822	0.89918125	0.63265306	0.70496446	1	4013	tags=30%, list=27%, signal=41%
CHR3P26	16	0.315758	0.8948804	0.5979021	0.70934033	1	4439	tags=38%, list=29%, signal=53%
CHR11Q14	23	0.29134208	0.89040834	0.60601	0.71442807	1	4071	tags=43%, list=27%, signal=59%
CHR1P32	51	0.2410628	0.8864058	0.65293187	0.7181816	1	3559	tags=31%, list=24%, signal=41%
CHR2Q21	29	0.2662475	0.8663322	0.6694215	0.75272506	1	3784	tags=41%, list=25%, signal=55%
CHR4P12	15	0.3154086	0.865465	0.65789473	0.75013363	1	5836	tags=53%, list=39%, signal=87%
CHR5Q32	23	0.27503225	0.8477229	0.7048904	0.7786876	1	3210	tags=26%, list=21%, signal=33%
CHR3P22	33	0.24627794	0.83273476	0.7324633	0.80100465	1	5262	tags=36%, list=35%, signal=56%
CHR8P12	22	0.2632039	0.8147984	0.7321739	0.82729816	1	4304	tags=32%, list=28%, signal=44%
CHR12Q24	140	0.18081936	0.7935673	0.9191176	0.8579939	1	2905	tags=20%, list=19%, signal=25%
CHR3Q27	40	0.22691596	0.792357	0.8091354	0.855098	1	4270	tags=30%, list=28%, signal=42%
CHRXQ12	11	0.3073092	0.78808653	0.76510066	0.85687995	1	3839	tags=27%, list=25%, signal=37%
CHR12Q	13	0.27728152	0.73539805	0.7982759	0.92314833	1	5082	tags=62%, list=34%, signal=93%
CHRXP21	18	0.22834222	0.6702049	0.9237288	0.97848165	1	907	tags=11%, list=6%, signal=12%
CHR1Q23	61	0.17169999	0.6536698	0.9847561	0.9837786	1	3731	tags=18%, list=25%, signal=24%
CHR15Q23	17	0.22223496	0.64008415	0.92504257	0.9862731	1	4693	tags=41%, list=31%, signal=60%
CHR1Q44	48	0.15457393	0.56235635	0.9936306	1	1	4349	tags=23%, list=29%, signal=32%
CHR8P23	35	0.1633807	0.5568889	0.9856688	1	1	5396	tags=34%, list=36%, signal=53%
CHR9P21	23	0.17903847	0.5544358	0.9860384	0.999493	1	4520	tags=30%, list=30%, signal=43%
CHR8P21	63	0.1396106	0.53273374	1	0.99777627	1	4190	tags=24%, list=28%, signal=33%
CHR7Q33	17	0.18270014	0.51627326	0.9944853	0.99470353	1	5809	tags=41%, list=38%, signal=67%
