Entrez ID	Gene symbol	Fold change: Sox17_CD48+LSK vs. BM_CD48+LSK	Fold change: BM_HSC vs. BM_CD48+LSK	Fold change: FL_HSC vs. BM_HSC	Gene set enrichment of BM HSC vs. CD48+LSK (p<0.05, fold>2): UP	Gene set enrichment of BM HSC vs. CD48+LSK (p<0.05, fold>2): DOWN	Gene set enrichment of FL HSC vs. BM HSC (p<0.05, fold>2): UP	Gene set enrichment of FL HSC vs. BM HSC (p<0.05, fold>2): DOWN
69772	Bdh2	0.283351877	3.762435023	0.323611175	TRUE	FALSE	FALSE	TRUE
17972	Ncf4	0.283941704	0.361149147	0.925946023	FALSE	TRUE	FALSE	FALSE
330914	Grit	0.287307322	0.89688816	0.524737088	FALSE	FALSE	FALSE	FALSE
16668	Krt18	0.28783887	2.436820527	0.559935802	TRUE	FALSE	FALSE	FALSE
211666	Mgst2	0.288638036	0.940174203	1.163657641	FALSE	FALSE	FALSE	FALSE
12043	Bcl2	0.289439421	0.630834441	0.579146403	FALSE	FALSE	FALSE	FALSE
235380	Dmxl2	0.29091441	1.704481964	0.476318999	FALSE	FALSE	FALSE	TRUE
434223	Gm1966	0.294839148	0.570909246	0.79922115	FALSE	FALSE	FALSE	FALSE
13040	Ctss	0.297370478	0.598739352	0.437695665	FALSE	FALSE	FALSE	TRUE
70747	Tspan2	0.297645434	0.391748593	1.924744125	FALSE	TRUE	FALSE	FALSE
19848	Rnu2	0.297989486	1.435612775	0.311722313	FALSE	FALSE	FALSE	TRUE
11639	Ak3l1	0.298265014	1.163926534	0.596392216	FALSE	FALSE	FALSE	FALSE
236312	Pyhin1	0.303689023	0.340485831	0.809629259	FALSE	TRUE	FALSE	FALSE
20308	Ccl9	0.304040061	0.157308297	1.255271991	FALSE	TRUE	FALSE	FALSE
13417	Dnahc8	0.306579542	1.021484043	0.334250124	FALSE	FALSE	FALSE	TRUE
19374	Rag2	0.307786103	0.310285174	0.990114081	FALSE	TRUE	FALSE	FALSE
326618	Tpm4	0.31057207	0.57567774	2.653077219	FALSE	FALSE	TRUE	FALSE
22359	Vldlr	0.312515576	0.279644656	0.334636488	FALSE	TRUE	FALSE	TRUE
330305	Gm5111	0.314035595	0.531079593	1.770716604	FALSE	FALSE	FALSE	FALSE
170743	Tlr7	0.31454391	0.308997413	0.971083102	FALSE	TRUE	FALSE	FALSE
13011	Cst7	0.317537746	0.097193254	1.117545316	FALSE	TRUE	FALSE	FALSE
433470	AA467197	0.318566544	0.321747312	1.140763716	FALSE	FALSE	FALSE	FALSE
74482	Ifitm7	0.319968103	1.882087019	0.976482887	FALSE	FALSE	FALSE	FALSE
107769	Tm6sf1	0.321375829	0.328963631	1.813361634	FALSE	TRUE	FALSE	FALSE
19057	Ppp3cc	0.321598667	0.435577096	0.812815602	FALSE	TRUE	FALSE	FALSE
212943	Fam46a	0.324659651	0.414372452	0.965490075	FALSE	TRUE	FALSE	FALSE
18669	Abcb1b	0.325561047	0.892134622	0.11544946	FALSE	FALSE	FALSE	TRUE
16408	Itgal	0.325862069	0.29531639	1.22377076	FALSE	TRUE	FALSE	FALSE
320761	D630008O14Rik	0.327447003	0.46468769	0.639492791	FALSE	TRUE	FALSE	FALSE
329207	Rbm44	0.329039647	0.455545375	1.453636617	FALSE	FALSE	FALSE	FALSE
12361	Cask	0.332171454	1.130269389	1.16419549	FALSE	FALSE	FALSE	FALSE
16551	Kif11	0.334095703	0.3561771	1.659022363	FALSE	TRUE	FALSE	FALSE
74901	Kbtbd11	0.335643126	0.676111613	1.328685814	FALSE	FALSE	FALSE	FALSE
107766	Haao	0.335798262	0.382359069	1.075245927	FALSE	TRUE	FALSE	FALSE
75828	Hormad2	0.343329723	0.841673928	1.62788637	FALSE	FALSE	FALSE	FALSE
21946	Pglyrp1	0.35013908	0.991029563	2.429512182	FALSE	FALSE	TRUE	FALSE
12235	Bub1	0.350219989	0.315271501	2.150988781	FALSE	TRUE	TRUE	FALSE
11555	Adrb2	0.35486282	1.230291345	0.85086373	FALSE	FALSE	FALSE	FALSE
229841	Cenpe	0.357992185	0.383775185	2.15995312	FALSE	TRUE	TRUE	FALSE
14121	Fbp1	0.357992185	0.707760589	0.486102795	FALSE	FALSE	FALSE	TRUE
22177	Tyrobp	0.358654507	0.17710375	3.123867654	FALSE	TRUE	TRUE	FALSE
68026	2810417H13Rik	0.359069081	0.328052814	2.723257366	FALSE	TRUE	TRUE	FALSE
22612	Yes1	0.359152053	1.502119927	1.242862474	FALSE	FALSE	FALSE	FALSE
223433	Fam105a	0.360565517	0.373280832	1.422406018	FALSE	TRUE	FALSE	FALSE
111507	Igh	0.361733721	0.30743074	1.014193781	FALSE	TRUE	FALSE	FALSE
236727	Slc9a7	0.362319242	0.552227	0.750366157	FALSE	FALSE	FALSE	FALSE
72391	Cdkn3	0.363997387	0.436382958	1.13340751	FALSE	TRUE	FALSE	FALSE
212032	Hk3	0.364923678	0.554144194	0.501388218	FALSE	FALSE	FALSE	FALSE
16803	Lbp	0.365514362	1.269270886	1.115481562	FALSE	FALSE	FALSE	FALSE
16004	Igf2r	0.367207306	1.450952208	2.115013199	FALSE	FALSE	TRUE	FALSE
231932	Gimap7	0.367377031	0.471937156	2.295274445	FALSE	TRUE	TRUE	FALSE
12765	Il8rb	0.368482157	0.548159128	0.840507928	FALSE	FALSE	FALSE	FALSE
24017	Rnf13	0.370103325	1.056773846	0.528875482	FALSE	FALSE	FALSE	FALSE
270084	Lpcat2	0.37035995	0.552609908	0.871154192	FALSE	FALSE	FALSE	FALSE
16571	Kif4	0.370616752	0.314180744	2.328390979	FALSE	TRUE	FALSE	FALSE
17079	Cd180	0.375009747	0.260075067	0.258577144	FALSE	TRUE	FALSE	TRUE
237911	Brip1	0.377618146	0.336652792	1.500385612	FALSE	TRUE	FALSE	FALSE
16351	Ipp	0.378316778	0.633609849	1.689192016	FALSE	FALSE	FALSE	FALSE
320586	A630089N07Rik	0.378666579	1.016774673	1.009751298	FALSE	FALSE	FALSE	FALSE
67121	Mastl	0.379717922	0.279773909	2.069095163	FALSE	TRUE	TRUE	FALSE
195046	Nlrp1a	0.380596271	0.569986636	1.601769625	FALSE	FALSE	FALSE	FALSE
68743	Anln	0.38315499	0.413894027	1.46171968	FALSE	TRUE	FALSE	FALSE
268291	Rnf217	0.383509264	1.8293528	0.683177958	FALSE	FALSE	FALSE	FALSE
15002	H2-Ob	0.385909197	0.267139768	0.561360711	FALSE	TRUE	FALSE	FALSE
108000	Cenpf	0.385998372	0.378141999	1.686462221	FALSE	TRUE	FALSE	FALSE
56615	Mgst1	0.39012274	1.268977656	1.593648361	FALSE	FALSE	FALSE	FALSE
226101	Myof	0.390844507	2.536782799	0.349734817	TRUE	FALSE	FALSE	TRUE
12532	Cdc25c	0.390934822	0.309783741	2.151485822	FALSE	TRUE	TRUE	FALSE
16162	Il12rb2	0.393017829	0.848900086	1.08397639	FALSE	FALSE	FALSE	FALSE
17999	Nedd4	0.393653988	1.581543605	1.028826708	FALSE	FALSE	FALSE	FALSE
100044195	LOC100044195	0.393926943	2.307504295	0.16631613	TRUE	FALSE	FALSE	TRUE
241633	Atp8b4	0.394564574	0.062847536	0.945620576	FALSE	TRUE	FALSE	FALSE
52033	Pbk	0.395477265	0.375096403	1.591440626	FALSE	TRUE	FALSE	FALSE
432466	Gm5424	0.396483665	0.718304106	1.254981995	FALSE	FALSE	FALSE	FALSE
19361	Rad51	0.397860156	0.373280832	1.823866331	FALSE	TRUE	FALSE	FALSE
67652	Spaca1	0.398596238	2.449238614	0.262793227	TRUE	FALSE	FALSE	TRUE
21815	Tgif1	0.399702915	0.704497585	0.862342765	FALSE	FALSE	FALSE	FALSE
211651	Fancd2	0.399980064	0.386266018	1.531204173	FALSE	TRUE	FALSE	FALSE
78826	P2ry10	0.40007249	0.677832163	0.846940975	FALSE	FALSE	FALSE	FALSE
72873	2900006K08Rik	0.400720068	1.046326665	0.510742021	FALSE	FALSE	FALSE	FALSE
209334	Gen1	0.402390086	0.333787076	2.084931522	FALSE	TRUE	TRUE	FALSE
52662	D18Ertd653e	0.402948304	0.542990928	0.932171084	FALSE	FALSE	FALSE	FALSE
12484	Cd24a	0.403227703	1.045118599	0.934111496	FALSE	FALSE	FALSE	FALSE
626391	C230055K05Rik	0.403973716	0.842452159	0.789493887	FALSE	FALSE	FALSE	FALSE
105352	Dusp22	0.404534131	0.756458758	3.990768706	FALSE	FALSE	TRUE	FALSE
68166	Spire1	0.408573253	2.060507907	1.627510292	TRUE	FALSE	FALSE	FALSE
73804	Kif2c	0.408762097	0.3561771	2.620181347	FALSE	TRUE	TRUE	FALSE
30948	Bin1	0.409045528	0.479521254	0.772353564	FALSE	TRUE	FALSE	FALSE
16031	Igh-Ia	0.409423741	0.403880389	1.043911927	FALSE	TRUE	FALSE	FALSE
100702	Mpa2l	0.411035052	2.924114897	0.399241427	TRUE	FALSE	FALSE	TRUE
380820		0.411130032	0.424155939	1.029302237	FALSE	TRUE	FALSE	FALSE
67865	Rgs10	0.411130032	0.279257255	1.779740212	FALSE	TRUE	FALSE	FALSE
102566	Ano10	0.412176264	0.80014498	2.97660269	FALSE	FALSE	TRUE	FALSE
83925	Trps1	0.414276723	0.729847355	0.44329326	FALSE	FALSE	FALSE	TRUE
76459	Car12	0.415907133	0.576343173	0.7730677	FALSE	FALSE	FALSE	FALSE
107684	Coro2a	0.416869194	0.972430242	0.460412849	FALSE	FALSE	FALSE	TRUE
224132	Dirc2	0.41754396	1.027401439	0.809816345	FALSE	FALSE	FALSE	FALSE
66616	Snx9	0.418413121	0.895438756	0.944528783	FALSE	FALSE	FALSE	FALSE
15366	Hmmr	0.418993567	0.368652471	1.837401188	FALSE	TRUE	FALSE	FALSE
12346	Car1	0.419090387	0.018355209	1.038619104	FALSE	TRUE	FALSE	FALSE
71409	Fmnl2	0.423274848	1.424050196	0.880259014	FALSE	FALSE	FALSE	FALSE
12236	Bub1b	0.423372656	0.347319022	2.054802879	FALSE	TRUE	TRUE	FALSE
66977	Nuf2	0.423470487	0.393744952	1.780562816	FALSE	TRUE	FALSE	FALSE
12534	Cdc2a	0.42494067	0.392473368	1.752806412	FALSE	TRUE	FALSE	FALSE
12488	Cd2ap	0.425530172	1.096064982	1.887312513	FALSE	FALSE	FALSE	FALSE
75530	Lyrm7	0.425628501	0.93281744	0.91383145	FALSE	FALSE	FALSE	FALSE
217692	Sipa1l1	0.427797513	0.874986906	0.696566663	FALSE	FALSE	FALSE	FALSE
26458	Slc27a2	0.428489968	0.515126977	1.142346247	FALSE	FALSE	FALSE	FALSE
104307	Rnu12	0.429580377	1.516417138	0.249250217	FALSE	FALSE	FALSE	TRUE
76131	Depdc1a	0.430176315	0.333632869	1.719512972	FALSE	TRUE	FALSE	FALSE
12615	Cenpa	0.430375145	0.479410474	2.208908001	FALSE	TRUE	TRUE	FALSE
209737	Kif15	0.431669779	0.342379129	2.262106208	FALSE	TRUE	TRUE	FALSE
66423	2410022L05Rik	0.432068911	1.030015942	1.146577071	FALSE	FALSE	FALSE	FALSE
12606	Cebpa	0.432868283	0.500925051	0.933032992	FALSE	FALSE	FALSE	FALSE
52552	Parp8	0.433368641	0.588589346	0.763129604	FALSE	FALSE	FALSE	FALSE
19373	Rag1	0.435074188	0.43708931	1.031206551	FALSE	TRUE	FALSE	FALSE
108907	Nusap1	0.435677747	0.469218998	1.490021691	FALSE	TRUE	FALSE	FALSE
270757	Bpil2	0.436181353	0.449897005	0.997922719	FALSE	TRUE	FALSE	FALSE
15900	Irf8	0.437190311	0.452503231	1.509425969	FALSE	TRUE	FALSE	FALSE
260301	Otos	0.437695665	0.725308503	0.75071298	FALSE	FALSE	FALSE	FALSE
17427	Mns1	0.43901232	0.493458273	1.546135401	FALSE	TRUE	FALSE	FALSE
213391	Rassf4	0.440332937	0.852831915	0.659753955	FALSE	FALSE	FALSE	FALSE
69885	2610002D18Rik	0.440841923	0.326766804	2.388326374	FALSE	TRUE	TRUE	FALSE
414084	Tnip3	0.441045683	2.774702957	0.478967609	TRUE	FALSE	FALSE	FALSE
50874	Tmod4	0.442474637	0.790954531	1.138394029	FALSE	FALSE	FALSE	FALSE
17025	Alad	0.44329326	0.864337504	0.765071595	FALSE	FALSE	FALSE	FALSE
67052	Ndc80	0.444010798	0.371559888	1.955223233	FALSE	TRUE	FALSE	FALSE
12499	Entpd5	0.446582926	1.316158587	0.69495911	FALSE	FALSE	FALSE	FALSE
76933	Ifi27l2a	0.447099137	0.499884489	0.546515127	FALSE	TRUE	FALSE	FALSE
26408	Map3k5	0.447099137	0.618423337	0.442065893	FALSE	FALSE	FALSE	TRUE
74100	Arpp21	0.449273747	0.426711629	1.042947594	FALSE	TRUE	FALSE	FALSE
11931	Atp1b1	0.450625231	0.780065226	2.027450465	FALSE	FALSE	TRUE	FALSE
16443	Itsn1	0.45104189	5.023408737	0.636544524	TRUE	FALSE	FALSE	FALSE
668139	Gm8995	0.451458934	0.866336856	0.442065893	FALSE	FALSE	FALSE	TRUE
436583	Snora74a	0.452398693	0.486889626	0.892134622	FALSE	TRUE	FALSE	FALSE
74107	Cep55	0.453445164	0.38315499	1.831044263	FALSE	TRUE	FALSE	FALSE
76074	5830443L24Rik	0.454179134	4.965709966	0.371130893	TRUE	FALSE	FALSE	TRUE
66184	Rps4y2	0.454284084	1.020304659	2.797878538	FALSE	FALSE	TRUE	FALSE
22247	Umps	0.454389058	0.636103458	1.208876334	FALSE	FALSE	FALSE	FALSE
67531	5730408K05Rik	0.454914292	0.591178893	0.969065889	FALSE	FALSE	FALSE	FALSE
76464	Casc5	0.455861244	0.27912824	2.233541922	FALSE	TRUE	FALSE	FALSE
52276	Cdca8	0.455966583	0.364249778	2.017170921	FALSE	TRUE	TRUE	FALSE
21973	Top2a	0.456599125	0.355765865	1.807923124	FALSE	TRUE	FALSE	FALSE
652925	4930420K17Rik	0.459668805	0.804036741	0.508269888	FALSE	FALSE	FALSE	FALSE
68612	Ube2c	0.459987533	0.42171298	2.24803838	FALSE	TRUE	TRUE	FALSE
67242	Gemin6	0.460625654	0.544246954	1.496577164	FALSE	FALSE	FALSE	FALSE
18602	Padi4	0.460625654	1.006722921	0.676424116	FALSE	FALSE	FALSE	FALSE
16401	Itga4	0.461371246	1.153219124	1.109056861	FALSE	FALSE	FALSE	FALSE
208154	Btla	0.461797841	0.349250318	1.103688717	FALSE	TRUE	FALSE	FALSE
619916	Ighv1-72	0.462011286	0.496202187	0.913409268	FALSE	TRUE	FALSE	FALSE
18189	Nrxn1	0.462652214	1.373318893	0.441759582	FALSE	FALSE	FALSE	TRUE
18724	Pira11	0.463187	0.547652755	1.66709155	FALSE	FALSE	FALSE	FALSE
224171	C330027C09Rik	0.463401087	0.433969834	1.417157397	FALSE	TRUE	FALSE	FALSE
17082	Il1rl1	0.465332331	0.455229724	1.007886605	FALSE	TRUE	FALSE	FALSE
20230	Satb1	0.467163673	0.136061739	3.282966435	FALSE	TRUE	TRUE	FALSE
13610	S1pr3	0.47324746	0.52753303	1.128703589	FALSE	FALSE	FALSE	FALSE
104156	Etv5	0.473575603	1.801668185	0.872362706	FALSE	FALSE	FALSE	FALSE
67629	Spc24	0.473575603	0.440943791	1.758891715	FALSE	TRUE	FALSE	FALSE
380732	Gm885	0.473794492	0.25774208	1.928750682	FALSE	TRUE	FALSE	FALSE
66949	Trim59	0.474561401	0.515603275	1.162045587	FALSE	FALSE	FALSE	FALSE
22004	Tpm2	0.475219739	0.847724076	1.793361917	FALSE	FALSE	FALSE	FALSE
12505	Cd44	0.475329551	0.648869383	1.204972315	FALSE	FALSE	FALSE	FALSE
26909	Exo1	0.475988954	0.501504077	1.867791391	FALSE	FALSE	FALSE	FALSE
233406	Prc1	0.475988954	0.458290198	1.254692066	FALSE	TRUE	FALSE	FALSE
102920	Cenpi	0.476429065	0.42005981	1.415521177	FALSE	TRUE	FALSE	FALSE
12428	Ccna2	0.476759415	0.370445531	1.980228161	FALSE	TRUE	FALSE	FALSE
78752	Csgalnact2	0.477531122	0.85797053	0.544372716	FALSE	FALSE	FALSE	FALSE
56508	Rapgef4	0.477972659	0.803850991	0.8948183	FALSE	FALSE	FALSE	FALSE
12442	Ccnb2	0.478635729	0.411700375	1.796264746	FALSE	TRUE	FALSE	FALSE
14793	Cdca3	0.479410474	0.423372656	1.466794404	FALSE	TRUE	FALSE	FALSE
208177	Phldb2	0.480186473	1.739090889	0.307643909	FALSE	FALSE	FALSE	TRUE
27360	Add3	0.480963727	0.790406473	1.131837362	FALSE	FALSE	FALSE	FALSE
77577	Spns3	0.481074866	0.621144141	0.743463249	FALSE	FALSE	FALSE	FALSE
319181	Hist1h2bg	0.481297222	0.597081594	0.932601938	FALSE	FALSE	FALSE	FALSE
17060	Blnk	0.482745037	0.504642401	1.112136086	FALSE	FALSE	FALSE	FALSE
52653	Nudcd2	0.483191395	0.609345904	1.463747459	FALSE	FALSE	FALSE	FALSE
16994	Ltb	0.483414728	2.569225166	2.202283196	TRUE	FALSE	TRUE	FALSE
56743	Lat2	0.483526434	0.488128649	0.814507563	FALSE	TRUE	FALSE	FALSE
215387	Ncaph	0.485653748	0.323461669	2.258972435	FALSE	TRUE	TRUE	FALSE
19206	Ptch1	0.485765971	0.878430468	1.228303149	FALSE	FALSE	FALSE	FALSE
327762	Dna2	0.485765971	0.705311923	1.695056466	FALSE	FALSE	FALSE	FALSE
210293	Dock10	0.486439852	0.464580337	0.663729207	FALSE	TRUE	FALSE	FALSE
66311	2610036L11Rik	0.486552257	0.503943302	1.417157397	FALSE	FALSE	FALSE	FALSE
69270	Gins1	0.486664687	0.571305108	1.006025355	FALSE	FALSE	FALSE	FALSE
110454	Ly6a	0.486777143	1.380955343	0.639788367	FALSE	FALSE	FALSE	FALSE
74011	Slc25a27	0.488354264	1.212232701	0.786762445	FALSE	FALSE	FALSE	FALSE
69716	Trip13	0.488467111	0.489483907	1.237990291	FALSE	TRUE	FALSE	FALSE
228026	Pdk1	0.491523852	0.854212353	1.060687741	FALSE	FALSE	FALSE	FALSE
60530	Fignl1	0.491523852	0.425530172	1.481782123	FALSE	TRUE	FALSE	FALSE
98256	Kmo	0.491864669	0.42888616	2.066706231	FALSE	TRUE	TRUE	FALSE
70789	Kynu	0.492547011	1.048020303	1.665166762	FALSE	FALSE	FALSE	FALSE
54141	Spag5	0.493344273	0.337587487	2.121865681	FALSE	TRUE	TRUE	FALSE
109242	Kif24	0.49425701	0.570777354	0.984411443	FALSE	FALSE	FALSE	FALSE
22137	Ttk	0.494599722	0.333093706	1.774812558	FALSE	TRUE	FALSE	FALSE
12228	Btg3	0.495171436	1.291755775	0.757158197	FALSE	FALSE	FALSE	FALSE
68318	Aph1c	0.495285858	1.442928687	0.846549695	FALSE	FALSE	FALSE	FALSE
67824	Nmral1	0.495400307	0.626042859	1.365093718	FALSE	FALSE	FALSE	FALSE
14620	Gjb3	0.497809845	1.32408891	2.242332156	FALSE	FALSE	TRUE	FALSE
54486	Hpgds	0.498270131	1.378405153	0.39447342	FALSE	FALSE	FALSE	TRUE
75600	Calml4	0.49838527	2.678948165	0.314834744	TRUE	FALSE	FALSE	TRUE
252903	Ap1s3	0.498500434	1.109569472	0.668345809	FALSE	FALSE	FALSE	FALSE
17345	Mki67	0.498615626	0.363241262	1.774812558	FALSE	TRUE	FALSE	FALSE
13823		0.498615626	0.680814342	0.886996305	FALSE	FALSE	FALSE	FALSE
20713	Serpini1	0.499307333	0.931955732	0.544498508	FALSE	FALSE	FALSE	FALSE
269582	Clspn	0.499422711	0.452294179	1.825552721	FALSE	TRUE	FALSE	FALSE
