ID	Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ILMN_1690454	C3orf54	-5.043596764	8.570407339	-5.647039659	0.000192476	0.049889039	1.039165265
ILMN_2285996	KIAA0101	-4.64240028	9.032847078	-5.630687304	0.000196974	0.050500734	1.019044075
ILMN_1773245	CCL3L1	-6.015981864	9.563104735	-5.621848727	0.000199451	0.050500734	1.008149157
ILMN_2093674	GMFB	6.017649983	9.656448573	5.613370078	0.00020186	0.050500734	0.9976852
ILMN_2073732	CBLL1	4.575334166	10.43973996	5.607843035	0.000203446	0.050500734	0.990857277
ILMN_1675387	LIMS1	-6.399374731	9.638078107	-5.606131269	0.00020394	0.050500734	0.988741547
ILMN_1666739	RBM15	4.378103109	10.13484754	5.571225623	0.000214301	0.051764549	0.945487691
ILMN_1799601	UHRF1BP1L	5.348514534	8.765237101	5.563686737	0.000216611	0.051764549	0.936118032
ILMN_1755910	LOC648366	-4.154957167	8.863184505	-5.554366935	0.000219505	0.051764549	0.924521343
ILMN_1665945	ACBD3	4.11669976	9.027008102	5.550803081	0.000220622	0.051764549	0.920082835
ILMN_2091920	PTCRA	-6.826488819	9.208078614	-5.550164441	0.000220823	0.051764549	0.919287225
ILMN_1651496	HIST1H2BD	-4.66518	9.152079719	-5.548829477	0.000221244	0.051764549	0.917623912
ILMN_1733176	LIMS1	-5.422663931	9.856519811	-5.546089527	0.000222109	0.051764549	0.914209075
ILMN_1676448	WDFY1	4.955793378	10.45343475	5.535338012	0.000225542	0.051930066	0.900796728
ILMN_1660357	AK125651	4.728798992	9.404784702	5.532168576	0.000226564	0.051930066	0.896839076
ILMN_1798706	EBI2	-5.223662093	13.03983169	-5.520135517	0.000230492	0.051974805	0.881797595
ILMN_1784333	KIAA0256	4.754243602	9.423554307	5.520088824	0.000230508	0.051974805	0.88173918
ILMN_1720708	CSNK1D	4.761760145	10.6473497	5.513233694	0.000232778	0.052063443	0.873158876
ILMN_2179837	BANF1	-4.407406344	11.44147587	-5.501268741	0.000236798	0.052538893	0.858163239
ILMN_1690783	TREML1	-6.423708372	8.840822975	-5.477144376	0.000245131	0.053599205	0.827852577
ILMN_1857915	LOC401397	-4.365350927	9.745123824	-5.476260745	0.000245442	0.053599205	0.826740432
ILMN_1736863	TMEM140	-6.728075242	9.949017174	-5.455210697	0.00025298	0.05360558	0.800206515
ILMN_2089073	ATP9A	-4.54251414	9.085274599	-5.452302319	0.000254041	0.05360558	0.796534397
ILMN_1748904	WTAP	5.121958403	8.633607645	5.450653704	0.000254644	0.05360558	0.794452202
ILMN_1743204	DUSP8	5.969223091	9.546730011	5.449653511	0.000255011	0.05360558	0.793188731
ILMN_1738579	VHL	4.146809982	11.66525472	5.446417965	0.000256201	0.05360558	0.789100309
ILMN_1679045	SBDS	4.352402494	8.950145338	5.441575225	0.000257994	0.05360558	0.782977638
ILMN_2334587	HNRNPC	4.199353133	10.76330389	5.43870377	0.000259064	0.05360558	0.779345334
ILMN_1703955	FBXO32	4.426392162	9.340923073	5.433711103	0.000260934	0.05360558	0.773026341
ILMN_1676946	AP3M2	4.93940341	9.38006707	5.418382121	0.000266769	0.054401203	0.753598025
ILMN_1683044	PPP1R2	7.125104048	10.88052521	5.395676345	0.000275668	0.055687843	0.72474498
ILMN_1703330	FEM1C	4.507563689	10.09147973	5.386534968	0.00027934	0.055687843	0.713103346
ILMN_1782129	ZBED4	4.120145538	8.738537987	5.383016521	0.000280767	0.055687843	0.708618689
ILMN_2214355	RAB30	4.94213372	8.922167106	5.380642561	0.000281735	0.055687843	0.705591591
ILMN_1705686	NRGN	-6.154519167	10.96554139	-5.377264076	0.000283118	0.055687843	0.701281902
ILMN_1694671	ZFAND2A	5.784159099	11.02283447	5.365433008	0.000288018	0.056003365	0.686174189
ILMN_1688423	FCER1A	-8.222907973	10.01881988	-5.363658376	0.00028876	0.056003365	0.683905964
ILMN_2358277	RSRC2	4.122597413	9.995436498	5.338501754	0.000299512	0.057685242	0.65169328
ILMN_1681591	PTPN1	4.76077468	11.13146502	5.330840921	0.000302871	0.057929788	0.641861783
ILMN_1689528	ZNF136	4.462605109	8.769976751	5.32327212	0.000306228	0.058043194	0.632138348
ILMN_1717163	F13A1	-6.464118574	9.782734228	-5.320095595	0.000307649	0.058043194	0.628054577
ILMN_1678671	KLHL24	4.722909299	8.663383458	5.314093142	0.000310354	0.058157784	0.620332961
ILMN_2221014	BAG4	4.229427315	7.880059291	5.308140882	0.000313061	0.058271292	0.612669711
ILMN_1657697	SAR1A	4.020899853	8.529706127	5.300085651	0.000316764	0.058567534	0.602289151
ILMN_2324998	NGDN	5.521741116	10.44299697	5.285951825	0.000323375	0.059080352	0.584047928
ILMN_1742866	F2R	-4.630948583	8.1917696	-5.278355294	0.000326989	0.059080352	0.574229396
ILMN_1718936	LST1	-4.268009292	11.35004742	-5.277167748	0.000327558	0.059080352	0.572693582
ILMN_1744059	DCTN6	5.439776023	9.680429693	5.276124991	0.000328058	0.059080352	0.571344815
ILMN_1773228	DLST	4.166870686	9.778681631	5.269759152	0.000331131	0.059221125	0.56310673
ILMN_1666727	ZNF586	4.433230969	10.6200124	5.255799487	0.000337976	0.059221125	0.545016681
ILMN_2309446	RBBP6	4.266234634	10.53947565	5.253425478	0.000339155	0.059221125	0.541936872
ILMN_1737988	PRNP	3.886216043	11.96639954	5.247961112	0.000341886	0.059221125	0.534844196
ILMN_2359627	BCL2L11	4.917503554	9.070242127	5.245061304	0.000343345	0.059221125	0.531078168
ILMN_1793770	DNAJB6	-4.432031624	10.07988095	-5.241950762	0.000344917	0.059221125	0.527036829
ILMN_2072541	RAB11FIP2	5.725105795	9.442504129	5.236684818	0.000347596	0.059221125	0.520191259
ILMN_1741204	KLHDC2	4.017602451	9.874078423	5.234938922	0.000348489	0.059221125	0.51792058
ILMN_1811258	RELB	3.913669289	8.805089477	5.229350902	0.000351363	0.059221125	0.510649336
ILMN_2115434	RAB32	-5.552674497	10.49315384	-5.2283572	0.000351877	0.059221125	0.509355739
ILMN_1743290	GP9	-6.846906024	11.82037159	-5.227485348	0.000352329	0.059221125	0.508220627
ILMN_1704305	NIP7	4.322995654	9.718553962	5.219991705	0.000356235	0.059517004	0.498458767
ILMN_2376455	CSF2RA	-4.534071941	8.620224508	-5.205008673	0.000364185	0.060480798	0.478911243
ILMN_2105573	CCL3L3	-6.381294383	13.17579875	-5.198350573	0.000367778	0.060713945	0.470212237
ILMN_2338323	CDC25B	3.936995512	11.87245492	5.192560461	0.000370933	0.060745471	0.462641004
ILMN_1810289	FER1L3	-3.855589827	8.189221745	-5.189978749	0.000372349	0.060745471	0.459263239
ILMN_1729453	TSPAN9	-5.627533604	9.531074662	-5.170405572	0.000383275	0.061796488	0.433617034
ILMN_2078264	C3orf38	4.310480841	9.379867544	5.166500449	0.000385496	0.061796488	0.428492272
ILMN_1726783	RNASEH1	5.428333784	10.35524587	5.163338567	0.000387304	0.061796488	0.424340933
ILMN_1867213		5.146077855	7.791824976	5.162640285	0.000387704	0.061796488	0.4234239
ILMN_1787567	TSC22D1	-5.807043853	10.36675292	-5.142716112	0.000399319	0.063224746	0.397222336
ILMN_1710427	VPS37B	4.774577158	10.39727718	5.139507328	0.000401224	0.063224746	0.392996119
ILMN_1651278	SNIP1	4.809196408	9.231416699	5.12206882	0.000411748	0.06451648	0.369996928
ILMN_1763365	FAM103A1	4.051408631	9.079175291	5.1057542	0.00042186	0.065729532	0.348432108
ILMN_1717793	C19orf33	-3.806836628	8.32037109	-5.098635181	0.000426355	0.066058764	0.339007618
ILMN_1808590	GUCY1A3	-3.971032841	8.509180531	-5.082935671	0.000436448	0.067246998	0.31819274
ILMN_2112599	C16orf80	5.669393204	10.09103632	5.057035375	0.000453661	0.069512836	0.283759777
ILMN_1738992	MNDA	-7.797317785	9.446052043	-5.049796061	0.0004586	0.069668628	0.274114698
ILMN_2338197	LINS1	3.864451822	8.375756654	5.04819253	0.000459701	0.069668628	0.271977052
ILMN_1776640	MPL	-6.919461206	10.2799492	-5.039626712	0.000465635	0.070042363	0.260550521
ILMN_2286870	CSNK1D	4.561674368	8.982091024	5.03307486	0.000470228	0.070042363	0.251801965
ILMN_1725169	INTS12	3.716252822	10.37114812	5.031440119	0.000471381	0.070042363	0.249617969
ILMN_1710571	PAPD5	4.45369062	10.43782165	5.030184395	0.000472269	0.070042363	0.247940021
ILMN_1704335	FXR1	4.255334222	8.691954925	5.017504177	0.000481338	0.070777901	0.230980893
ILMN_1762764	SH3BGRL2	-5.642873761	9.645951668	-5.012856552	0.000484708	0.070777901	0.224757961
ILMN_1679838	WBP5	-4.509592934	8.401402979	-5.008767429	0.000487694	0.070777901	0.219279741
ILMN_1793616	RNF38	4.508261229	10.74855237	5.005868144	0.000489823	0.070777901	0.215393798
ILMN_1705685	MEIS1	-3.725135322	8.260551242	-5.002920484	0.000491998	0.070777901	0.211441525
ILMN_1685985	LOC649150	4.333113539	8.273512421	5.00218608	0.000492541	0.070777901	0.21045659
ILMN_1795856	ELF2	4.386754817	8.720506548	4.995156077	0.000497775	0.070882617	0.201023679
ILMN_2355033	KIAA1147	3.752777548	10.92636691	4.994346697	0.000498381	0.070882617	0.199937097
ILMN_1684771	PGRMC1	-5.331113503	11.19278172	-4.990806166	0.000501043	0.070889032	0.195182652
ILMN_1695432	TPST2	-4.301622958	10.58120943	-4.984412888	0.000505888	0.070889032	0.186591866
ILMN_1736806	PAG1	4.210366506	9.139190007	4.98414175	0.000506095	0.070889032	0.186227376
ILMN_1703074	CPD	5.08614503	9.085476887	4.978674874	0.000510279	0.071115936	0.178875551
ILMN_1713189	C12orf41	4.32543287	11.70884943	4.97339561	0.000514354	0.071179219	0.171771125
ILMN_1724686	CLDN1	4.312879453	8.032915864	4.971448822	0.000515866	0.071179219	0.16915007
ILMN_1675797	EPDR1	-3.99148731	8.271721896	-4.961333832	0.000523796	0.071915643	0.155521236
ILMN_1695711	FAM105A	3.631976801	8.002987424	4.957633585	0.000526729	0.071962129	0.150531146
ILMN_1774087	CCL28	4.200724937	7.945625001	4.952120758	0.000531132	0.072207914	0.143092255
ILMN_1778917	CDK7	3.744639672	8.986035829	4.9295934	0.000549533	0.074345141	0.11263982
ILMN_1744147	CEBPZ	3.885183202	10.60827543	4.911476457	0.000564823	0.07509464	0.088085906
ILMN_1673605	PRSSL1	-5.101868977	8.805664284	-4.909659767	0.000566381	0.07509464	0.085620626
ILMN_1689059	ZNF329	4.708916168	9.052080167	4.90925148	0.000566732	0.07509464	0.085066495
ILMN_2376108	PSMB9	-4.191653312	10.54046307	-4.907847824	0.000567939	0.07509464	0.083161221
ILMN_1711383	STK4	6.108568672	12.18380065	4.907067921	0.000568612	0.07509464	0.082102462
ILMN_1755643	MGAT4A	3.968141573	10.66384673	4.898735795	0.000575846	0.075511616	0.070784627
ILMN_1706859	C22orf32	4.085796652	9.367023775	4.897172141	0.000577214	0.075511616	0.068659327
ILMN_1758915	PDCD2	4.248189488	9.94131361	4.882078971	0.000590603	0.076844539	0.04812326
ILMN_1716195	HIST1H2BG	-3.894156724	9.456545058	-4.879475833	0.000592945	0.076844539	0.044577421
ILMN_1778177	ZNF207	4.589889299	11.98799151	4.874471971	0.000597475	0.077071483	0.037758191
ILMN_1716488	PACS1	4.029837933	9.34713453	4.865332511	0.000605844	0.077458481	0.025291901
ILMN_2202637	CRY1	4.066657122	8.213880442	4.865097696	0.000606061	0.077458481	0.024971423
ILMN_1666757	AK131350	4.480669494	8.801657962	4.856773165	0.000613795	0.078087123	0.013603897
ILMN_1654543	MED6	4.745669591	10.6156174	4.853363165	0.000616993	0.078135603	0.008943957
ILMN_1759075	TNFRSF13B	-4.010398499	8.31053999	-4.850370748	0.000619815	0.078136105	0.004853023
ILMN_1734742	ARHGDIA	4.113340122	10.74232624	4.843937448	0.000625927	0.078436167	-0.003947135
ILMN_2331658	C3orf17	3.601309661	8.112770658	4.841925368	0.000627851	0.078436167	-0.006700929
ILMN_1711470	UBE2T	-3.568402036	8.103001837	-4.836849134	0.000632735	0.078691805	-0.013651498
ILMN_1797895	FFAR2	-4.308147978	8.273768877	-4.819713675	0.00064952	0.080300433	-0.037146559
ILMN_2163796	RABGGTB	3.807660943	8.857804328	4.817763662	0.00065146	0.080300433	-0.039823475
ILMN_1774973	SNORD21	4.206302815	9.283534182	4.800782596	0.000668615	0.08177967	-0.063161985
ILMN_1734895	SFT2D1	-3.844731064	10.51752766	-4.800057529	0.000669358	0.08177967	-0.064159601
ILMN_1791827	LOC731878	5.291177985	10.9764032	4.797056635	0.000672443	0.081796222	-0.068289469
ILMN_1764228	DAB2	-4.480376627	9.068527971	-4.78427081	0.000685756	0.0821196	-0.08590268
ILMN_1782069	TRAK1	4.135899782	9.406945849	4.781197238	0.000688998	0.0821196	-0.090140854
ILMN_1769575	JAM3	-3.977391124	8.916234947	-4.780434509	0.000689805	0.0821196	-0.091192837
ILMN_1711894	MYB	-4.797087622	9.678025515	-4.780012192	0.000690253	0.0821196	-0.091775353
ILMN_2361695	BAG5	4.200607654	10.0725598	4.772483	0.000698278	0.0821196	-0.102165729
ILMN_1806040	TYMS	-4.06786888	8.846919735	-4.770726874	0.000700164	0.0821196	-0.104590591
ILMN_1702526	C17orf48	3.930555824	9.442266714	4.770053168	0.000700889	0.0821196	-0.105520984
ILMN_1715179	SNRPA1	4.235291611	11.56832995	4.76890551	0.000702126	0.0821196	-0.107106086
ILMN_1813344	C20orf7	4.351754723	8.856478413	4.768706435	0.000702341	0.0821196	-0.107381065
ILMN_2146761	FABP5	-4.735546722	9.328741271	-4.766513854	0.000704711	0.0821196	-0.110410074
ILMN_1795429	VCL	-5.260016202	12.56970621	-4.753926922	0.000718483	0.083374147	-0.127814478
ILMN_1662686	USPL1	4.630032713	8.927807375	4.751169933	0.000721538	0.083379729	-0.131630256
ILMN_1711627	SIAH1	5.793005397	11.21029263	4.746601419	0.00072663	0.083619721	-0.137956093
ILMN_1654875	CLC	-6.741842235	7.870630164	-4.742041339	0.00073175	0.083680089	-0.144273783
ILMN_1682404	SETMAR	3.799539949	9.352052969	4.740766283	0.000733189	0.083680089	-0.146040918
ILMN_1826531	LOC552889	4.073297119	10.57666778	4.732709267	0.000742349	0.08391406	-0.157213732
ILMN_2098743	THEM2	-3.701248481	8.597817676	-4.73179795	0.000743392	0.08391406	-0.158478165
ILMN_1719599	SYTL4	-4.512265232	8.37725853	-4.730992729	0.000744316	0.08391406	-0.159595509
ILMN_1683817	UBE2Q2	3.62267039	9.24003597	4.7225098	0.000754119	0.08447623	-0.171373283
ILMN_1710017	CD79B	-4.575094035	10.97696334	-4.721414579	0.000755394	0.08447623	-0.172894785
ILMN_2352563	CLDND1	4.14280759	10.32277631	4.717500296	0.000759972	0.084646821	-0.178334239
ILMN_1673138	ZBTB33	4.846641652	9.775636303	4.705439371	0.000774262	0.084662788	-0.195110885
ILMN_2313926	CDC42SE2	4.236798642	10.04058577	4.703523548	0.000776558	0.084662788	-0.197778039
ILMN_1683670	SLC10A2	3.653669671	7.779392217	4.701992735	0.000778398	0.084662788	-0.199909638
ILMN_2079655	KLRB1	3.775473507	12.74571255	4.700128858	0.000780644	0.084662788	-0.202505549
ILMN_2175465	C15orf15	3.636768752	12.63076306	4.699450293	0.000781464	0.084662788	-0.203450765
ILMN_1877068	AK092218	3.64284843	8.421961796	4.699276876	0.000781673	0.084662788	-0.203692342
ILMN_2180352	DIP2B	4.299317873	9.873343852	4.698810444	0.000782237	0.084662788	-0.204342122
ILMN_1674661	CIRBP	4.091281017	13.01747566	4.696342238	0.000785229	0.084662788	-0.207781162
ILMN_1752478	DHRS3	3.501139607	10.1710701	4.693245569	0.000789	0.084662788	-0.212097313
ILMN_1803941	TBC1D15	4.440471778	10.83008394	4.691901651	0.000790642	0.084662788	-0.213970975
ILMN_1703006	MTCH1	3.90653301	12.79548483	4.688246223	0.000795127	0.084815626	-0.219068834
ILMN_1768662	UCK2	-3.598725031	8.306547761	-4.684768016	0.00079942	0.084946844	-0.22392163
ILMN_1756590	SYS1	4.133531992	9.454286724	4.672377359	0.000814914	0.085946949	-0.241225613
ILMN_1776216	TMEM32	3.846145292	11.23904865	4.672285732	0.00081503	0.085946949	-0.241353669
ILMN_1679209	HSPA9	4.098771518	10.8495983	4.658757448	0.000832313	0.087437016	-0.26027605
ILMN_1753111	NAMPT	-5.128017382	10.28545508	-4.655351701	0.000836725	0.087568792	-0.265044598
ILMN_1679268	PELI1	8.761576257	10.54098604	4.649570458	0.000844271	0.087648227	-0.273143643
ILMN_2077680	CLDND2	-4.262988965	9.377729974	-4.646171503	0.000848741	0.087648227	-0.277907911
ILMN_1740351	KIAA0174	3.988921897	11.86282286	4.643453245	0.000852334	0.087648227	-0.281719447
ILMN_2090004	AQP10	-4.043613532	8.373950241	-4.641633627	0.000854748	0.087648227	-0.284271604
