Probe set ID	Gene symbol	Gene title
216277_at	BUB1	BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast)
233445_at	BUB1	BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast)
203755_at	BUB1B	BUB1 budding uninhibited by benzimidazoles 1 homolog beta (yeast)
209182_s_at	C10orf10	chromosome 10 open reading frame 10
209183_s_at	C10orf10	chromosome 10 open reading frame 10
225372_at	C10orf54	chromosome 10 open reading frame 54
225373_at	C10orf54	chromosome 10 open reading frame 54
219099_at	C12orf5	chromosome 12 open reading frame 5
219166_at	C14orf104	chromosome 14 open reading frame 104
1557755_at	C14orf145	chromosome 14 open reading frame 145
1557756_a_at	C14orf145	chromosome 14 open reading frame 145
232635_at	C14orf145	chromosome 14 open reading frame 145
233859_at	C14orf145	chromosome 14 open reading frame 145
244033_at	C14orf145	chromosome 14 open reading frame 145
223474_at	C14orf4	chromosome 14 open reading frame 4
1553644_at	C14orf49	chromosome 14 open reading frame 49
218447_at	C16orf61	chromosome 16 open reading frame 61
217640_x_at	C18orf24	chromosome 18 open reading frame 24
226242_at	C1orf131	chromosome 1 open reading frame 131
240803_at	C1orf131	Chromosome 1 open reading frame 131
220011_at	C1orf135	chromosome 1 open reading frame 135
222946_s_at	C1orf135	chromosome 1 open reading frame 135
1553697_at	C1orf96	chromosome 1 open reading frame 96
1553698_a_at	C1orf96	chromosome 1 open reading frame 96
1555145_at	C1orf96	chromosome 1 open reading frame 96
225904_at	C1orf96	chromosome 1 open reading frame 96
1555229_a_at	C1S	complement component 1, s subcomponent
208747_s_at	C1S	complement component 1, s subcomponent
233042_at	C1S	Complement component 1, s subcomponent
224690_at	C20orf108	chromosome 20 open reading frame 108
224693_at	C20orf108	chromosome 20 open reading frame 108
225890_at	C20orf72	chromosome 20 open reading frame 72
242453_at	C20orf72	Chromosome 20 open reading frame 72
219004_s_at	C21orf45	chromosome 21 open reading frame 45
228597_at	C21orf45	chromosome 21 open reading frame 45
229671_s_at	C21orf45	Chromosome 21 open reading frame 45
226464_at	C3orf58	chromosome 3 open reading frame 58
228079_at	C3orf58	chromosome 3 open reading frame 58
235853_at	C3orf58	Chromosome 3 open reading frame 58
241050_at	C3orf58	Chromosome 3 open reading frame 58
218518_at	C5orf5	chromosome 5 open reading frame 5
241169_at	C5orf5	Chromosome 5 open reading frame 5
229953_x_at	C6orf152	chromosome 6 open reading frame 152
242006_at	C6orf152	chromosome 6 open reading frame 152
244401_at	C6orf152	chromosome 6 open reading frame 152
227534_at	C9orf21	chromosome 9 open reading frame 21
1564084_at	CAD	Carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
202715_at	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
1552421_a_at	CALR3	calreticulin 3
202763_at	CASP3	caspase 3, apoptosis-related cysteine peptidase
236729_at	CASP3	Caspase 3, apoptosis-related cysteine peptidase
206607_at	CBL	Cas-Br-M (murine) ecotropic retroviral transforming sequence
225231_at	CBL	Cas-Br-M (murine) ecotropic retroviral transforming sequence
225234_at	CBL	Cas-Br-M (murine) ecotropic retroviral transforming sequence
229010_at	CBL	Cas-Br-M (murine) ecotropic retroviral transforming sequence
243475_at	CBL	Cas-Br-M (murine) ecotropic retroviral transforming sequence
203418_at	CCNA2	cyclin A2
213226_at	CCNA2	Cyclin A2
214710_s_at	CCNB1	cyclin B1
228729_at	CCNB1	cyclin B1
1560161_at	CCNB2	Cyclin B2
202705_at	CCNB2	cyclin B2
232764_at	CCNB2	Cyclin B2
232768_at	CCNB2	Cyclin B2
205034_at	CCNE2	cyclin E2
211814_s_at	CCNE2	cyclin E2
1559936_at	CCNF	Cyclin F
204826_at	CCNF	cyclin F
204827_s_at	CCNF	cyclin F
241551_at	CCNF	Cyclin F
214151_s_at	CCPG1	cell cycle progression 1
214152_at	CCPG1	cell cycle progression 1
221156_x_at	CCPG1	cell cycle progression 1
221511_x_at	CCPG1	cell cycle progression 1
222156_x_at	CCPG1	cell cycle progression 1
202870_s_at	CDC20	CDC20 cell division cycle 20 homolog (S. cerevisiae)
201853_s_at	CDC25B	cell division cycle 25B
1570624_at	CDC25C	Cell division cycle 25C
205167_s_at	CDC25C	cell division cycle 25C
216914_at	CDC25C	cell division cycle 25C
217010_s_at	CDC25C	cell division cycle 25C
204126_s_at	CDC45L	CDC45 cell division cycle 45-like (S. cerevisiae)
203967_at	CDC6	CDC6 cell division cycle 6 homolog (S. cerevisiae)
203968_s_at	CDC6	CDC6 cell division cycle 6 homolog (S. cerevisiae)
204510_at	CDC7	CDC7 cell division cycle 7 (S. cerevisiae)
223381_at	CDCA1	cell division cycle associated 1
1560968_at	CDCA2	Cell division cycle associated 2
226661_at	CDCA2	cell division cycle associated 2
236957_at	CDCA2	cell division cycle associated 2
221436_s_at	CDCA3	cell division cycle associated 3 /// cell division cycle associated 3
223307_at	CDCA3	cell division cycle associated 3
224753_at	CDCA5	cell division cycle associated 5
224428_s_at	CDCA7	cell division cycle associated 7 /// cell division cycle associated 7
230060_at	CDCA7	cell division cycle associated 7
221520_s_at	CDCA8	cell division cycle associated 8
210240_s_at	CDKN2D	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)
213586_at	CDKN2D	Cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)
1555758_a_at	CDKN3	cyclin-dependent kinase inhibitor 3 (CDK2-associated dual specificity phosphatase)
209714_s_at	CDKN3	cyclin-dependent kinase inhibitor 3 (CDK2-associated dual specificity phosphatase)
207230_at	CDON	Cdon homolog (mouse)
227526_at	CDON	Cdon homolog (mouse)
204962_s_at	CENPA	centromere protein A, 17kDa
210821_x_at	CENPA	centromere protein A, 17kDa
205046_at	CENPE	centromere protein E, 312kDa
207331_at	CENPF	centromere protein F, 350/400ka (mitosin)
207828_s_at	CENPF	centromere protein F, 350/400ka (mitosin)
209172_s_at	CENPF	centromere protein F, 350/400ka (mitosin) /// centromere protein F, 350/400ka (mitosin)
231772_x_at	CENPH	centromere protein H
218827_s_at	CEP192	centrosomal protein 192kDa
243315_at	CEP192	Centrosomal protein 192kDa
243490_at	CEP192	Centrosomal protein 192kDa
205393_s_at	CHEK1	CHK1 checkpoint homolog (S. pombe)
205394_at	CHEK1	CHK1 checkpoint homolog (S. pombe)
238075_at	CHEK1	CHK1 checkpoint homolog (S. pombe)
210416_s_at	CHEK2	CHK2 checkpoint homolog (S. pombe)
1562673_at	CHES1	Checkpoint suppressor 1
205021_s_at	CHES1	checkpoint suppressor 1
205022_s_at	CHES1	checkpoint suppressor 1
218031_s_at	CHES1	checkpoint suppressor 1
222494_at	CHES1	checkpoint suppressor 1
229237_s_at	CHES1	Checkpoint suppressor 1
241984_at	CHES1	checkpoint suppressor 1
243842_at	CHES1	Checkpoint suppressor 1
244208_at	CHES1	Checkpoint suppressor 1
204233_s_at	CHKA	choline kinase alpha
204266_s_at	CHKA /// LOC650122	choline kinase alpha /// similar to choline kinase alpha isoform a
1556985_at	CHST8	Carbohydrate (N-acetylgalactosamine 4--0) sulfotransferase 8
221065_s_at	CHST8	carbohydrate (N-acetylgalactosamine 4--0) sulfotransferase 8
200810_s_at	CIRBP	cold inducible RNA binding protein
200811_at	CIRBP	cold inducible RNA binding protein
225191_at	CIRBP	cold inducible RNA binding protein
228519_x_at	CIRBP	cold inducible RNA binding protein
230142_s_at	CIRBP	cold inducible RNA binding protein
1554264_at	CKAP2	cytoskeleton associated protein 2
218252_at	CKAP2	cytoskeleton associated protein 2
204170_s_at	CKS2	CDC28 protein kinase regulatory subunit 2
1553120_at	CLSPN	claspin homolog (Xenopus laevis)
219621_at	CLSPN	claspin homolog (Xenopus laevis)
1561144_at	CNAP1	Chromosome condensation-related SMC-associated protein 1
201774_s_at	CNAP1	chromosome condensation-related SMC-associated protein 1
1558034_s_at	CP	ceruloplasmin (ferroxidase)
204846_at	CP	ceruloplasmin (ferroxidase)
214282_at	CP	Ceruloplasmin (ferroxidase)
227253_at	CP	Ceruloplasmin (ferroxidase)
1557295_a_at	CRIM1	Cysteine rich transmembrane BMP regulator 1 (chordin-like)
202551_s_at	CRIM1	cysteine rich transmembrane BMP regulator 1 (chordin-like)
202552_s_at	CRIM1	cysteine rich transmembrane BMP regulator 1 (chordin-like)
228496_s_at	CRIM1	Cysteine rich transmembrane BMP regulator 1 (chordin-like)
233073_at	CRIM1	Cysteine rich transmembrane BMP regulator 1 (chordin-like)
242803_at	CRIM1	Cysteine rich transmembrane BMP regulator 1 (chordin-like)
205927_s_at	CTSE	cathepsin E
203302_at	DCK	deoxycytidine kinase
224115_at	DCK	Deoxycytidine kinase
201571_s_at	DCTD	dCMP deaminase
201572_x_at	DCTD	dCMP deaminase
210137_s_at	DCTD	dCMP deaminase
209383_at	DDIT3	DNA-damage-inducible transcript 3
202887_s_at	DDIT4	DNA-damage-inducible transcript 4
208151_x_at	DDX17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17 /// DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
208718_at	DDX17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
208719_s_at	DDX17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
213998_s_at	DDX17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
230180_at	DDX17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17
1558473_at	DEPDC1B	DEP domain containing 1B
226980_at	DEPDC1B	DEP domain containing 1B
233115_at	DEPDC1B	DEP domain containing 1B
202532_s_at	DHFR /// LOC643509	dihydrofolate reductase /// similar to Dihydrofolate reductase
202534_x_at	DHFR /// LOC643509	dihydrofolate reductase /// similar to Dihydrofolate reductase
48808_at	DHFR /// LOC643509	dihydrofolate reductase /// similar to Dihydrofolate reductase
202533_s_at	DHFR /// LOC643509 /// LOC653874	dihydrofolate reductase /// similar to Dihydrofolate reductase /// similar to Dihydrofolate reductase
213632_at	DHODH	dihydroorotate dehydrogenase
202802_at	DHPS	deoxyhypusine synthase
207831_x_at	DHPS	deoxyhypusine synthase
211558_s_at	DHPS	deoxyhypusine synthase
1558340_at	DIXDC1	DIX domain containing 1
1558342_x_at	DIXDC1	DIX domain containing 1
214724_at	DIXDC1	DIX domain containing 1
204687_at	DKFZP564O0823	DKFZP564O0823 protein
225809_at	DKFZP564O0823	DKFZP564O0823 protein
218726_at	DKFZp762E1312	hypothetical protein DKFZp762E1312
1556820_a_at	DLEU2	deleted in lymphocytic leukemia, 2
1556821_x_at	DLEU2	deleted in lymphocytic leukemia, 2
1563229_at	DLEU2	deleted in lymphocytic leukemia, 2
1569600_at	DLEU2	deleted in lymphocytic leukemia, 2
216870_x_at	DLEU2	deleted in lymphocytic leukemia, 2
239936_at	DLEU2	deleted in lymphocytic leukemia, 2
242854_x_at	DLEU2	deleted in lymphocytic leukemia, 2
215629_s_at	DLEU2 /// DLEU2L	deleted in lymphocytic leukemia, 2 /// deleted in lymphocytic leukemia 2-like
1564443_at	DLEU2 /// RFP2OS	deleted in lymphocytic leukemia, 2 /// ret finger protein 2 opposite strand
203764_at	DLG7	discs, large homolog 7 (Drosophila)
213647_at	DNA2L	DNA2 DNA replication helicase 2-like (yeast)
213088_s_at	DNAJC9	DnaJ (Hsp40) homolog, subfamily C, member 9
213092_x_at	DNAJC9	DnaJ (Hsp40) homolog, subfamily C, member 9
201697_s_at	DNMT1	DNA (cytosine-5-)-methyltransferase 1
227684_at	DNMT1	DNA (cytosine-5-)-methyltransferase 1
224814_at	DPP7	dipeptidyl-peptidase 7
238012_at	DPP7	Dipeptidyl-peptidase 7
241973_x_at	DPP7	Dipeptidyl-peptidase 7
218585_s_at	DTL	denticleless homolog (Drosophila)
222680_s_at	DTL	denticleless homolog (Drosophila)
201041_s_at	DUSP1	dual specificity phosphatase 1
201044_x_at	DUSP1	dual specificity phosphatase 1
226578_s_at	DUSP1	Dual specificity phosphatase 1
219990_at	E2F8	E2F transcription factor 8
219787_s_at	ECT2	epithelial cell transforming sequence 2 oncogene
234992_x_at	ECT2	epithelial cell transforming sequence 2 oncogene
237241_at	ECT2	Epithelial cell transforming sequence 2 oncogene
209392_at	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)
210839_s_at	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)
202609_at	EPS8	epidermal growth factor receptor pathway substrate 8
238371_s_at	EPS8	Epidermal growth factor receptor pathway substrate 8
238372_s_at	EPS8	Epidermal growth factor receptor pathway substrate 8
1564473_at	ESCO2	Establishment of cohesion 1 homolog 2 (S. cerevisiae)
235178_x_at	ESCO2	establishment of cohesion 1 homolog 2 (S. cerevisiae)
235588_at	ESCO2	establishment of cohesion 1 homolog 2 (S. cerevisiae)
241252_at	ESCO2	establishment of cohesion 1 homolog 2 (S. cerevisiae)
204817_at	ESPL1	extra spindle poles like 1 (S. cerevisiae)
38158_at	ESPL1	extra spindle poles like 1 (S. cerevisiae)
1554576_a_at	ETV4	ets variant gene 4 (E1A enhancer binding protein, E1AF)
211603_s_at	ETV4	ets variant gene 4 (E1A enhancer binding protein, E1AF) /// ets variant gene 4 (E1A enhancer binding protein, E1AF)
203348_s_at	ETV5	ets variant gene 5 (ets-related molecule)
203349_s_at	ETV5	ets variant gene 5 (ets-related molecule)
216375_s_at	ETV5	ets variant gene 5 (ets-related molecule)
230102_at	ETV5	Ets variant gene 5 (ets-related molecule)
204774_at	EVI2A	ecotropic viral integration site 2A
204603_at	EXO1	exonuclease 1
209692_at	EYA2	eyes absent homolog 2 (Drosophila)
243652_at	EYA2	Eyes absent homolog 2 (Drosophila)
203358_s_at	EZH2	enhancer of zeste homolog 2 (Drosophila)
215006_at	EZH2	Enhancer of zeste homolog 2 (Drosophila)
218248_at	FAM111A	family with sequence similarity 111, member A
229196_at	FAM111A	family with sequence similarity 111, member A
239368_at	FAM111A	Family with sequence similarity 111, member A
218602_s_at	FAM29A	family with sequence similarity 29, member A
222685_at	FAM29A	family with sequence similarity 29, member A
233655_s_at	FAM29A	family with sequence similarity 29, member A
225684_at	FAM33A	family with sequence similarity 33, member A
225686_at	FAM33A	family with sequence similarity 33, member A
228069_at	FAM54A	family with sequence similarity 54, member A
234944_s_at	FAM54A	family with sequence similarity 54, member A
234945_at	FAM54A	family with sequence similarity 54, member A
221591_s_at	FAM64A	family with sequence similarity 64, member A
224871_at	FAM79A	family with sequence similarity 79, member A
225687_at	FAM83D	family with sequence similarity 83, member D
1568889_at	FANCD2	Fanconi anemia, complementation group D2
1568891_x_at	FANCD2	Fanconi anemia, complementation group D2
223545_at	FANCD2	Fanconi anemia, complementation group D2
242560_at	FANCD2	Fanconi anemia, complementation group D2
204780_s_at	FAS	Fas (TNF receptor superfamily, member 6)
204781_s_at	FAS	Fas (TNF receptor superfamily, member 6)
215719_x_at	FAS	Fas (TNF receptor superfamily, member 6)
216252_x_at	FAS	Fas (TNF receptor superfamily, member 6)
233820_at	FAS	Fas (TNF receptor superfamily, member 6)
237522_at	FAS	Fas (TNF receptor superfamily, member 6)
1554795_a_at	FBLIM1	filamin binding LIM protein 1
1555480_a_at	FBLIM1	filamin binding LIM protein 1
1555483_x_at	FBLIM1	filamin binding LIM protein 1
225258_at	FBLIM1	filamin binding LIM protein 1
1555971_s_at	FBXO28	F-box protein 28
1555972_s_at	FBXO28	F-box protein 28
202271_at	FBXO28	F-box protein 28
202272_s_at	FBXO28	F-box protein 28
218875_s_at	FBXO5	F-box protein 5
234863_x_at	FBXO5	F-box protein 5
204767_s_at	FEN1	flap structure-specific endonuclease 1
204768_s_at	FEN1	flap structure-specific endonuclease 1
1552921_a_at	FIGNL1	fidgetin-like 1
222843_at	FIGNL1	fidgetin-like 1
222267_at	FLJ14803	hypothetical protein FLJ14803
235158_at	FLJ14803	hypothetical protein FLJ14803
219544_at	FLJ22624	FLJ22624 protein
234745_at	FLJ22624	FLJ22624 protein
234757_at	FLJ22624	FLJ22624 protein
236560_at	FLJ22624	FLJ22624 protein
228281_at	FLJ25416	hypothetical protein FLJ25416
209189_at	FOS	v-fos FBJ murine osteosarcoma viral oncogene homolog
202768_at	FOSB	FBJ murine osteosarcoma viral oncogene homolog B
205409_at	FOSL2	FOS-like antigen 2
218880_at	FOSL2	FOS-like antigen 2
218881_s_at	FOSL2	FOS-like antigen 2
225262_at	FOSL2	FOS-like antigen 2
241824_at	FOSL2	FOS-like antigen 2
1553613_s_at	FOXC1	forkhead box C1
202580_x_at	FOXM1	forkhead box M1
1558996_at	FOXP1	forkhead box P1
1560353_at	FOXP1	Forkhead box P1
1561166_a_at	FOXP1	Forkhead box P1
1563157_at	FOXP1	Forkhead box P1
1570134_at	FOXP1	Forkhead box P1
215221_at	FOXP1	Forkhead box P1
223287_s_at	FOXP1	forkhead box P1
223936_s_at	FOXP1	forkhead box P1
223937_at	FOXP1	forkhead box P1
224837_at	FOXP1	forkhead box P1
224838_at	FOXP1	forkhead box P1
230415_at	FOXP1	Forkhead box P1
232096_x_at	FOXP1	Forkhead box P1
235444_at	FOXP1	forkhead box P1
238712_at	FOXP1	Forkhead box P1
240666_at	FOXP1	Forkhead box P1
241993_x_at	FOXP1	Forkhead box P1
243291_at	FOXP1	Forkhead box P1
243878_at	FOXP1	Forkhead box P1
244535_at	FOXP1	Forkhead box P1
244845_at	FOXP1	Forkhead box P1
1555046_at	FSHPRH1	FSH primary response (LRPR1 homolog, rat) 1
1563223_a_at	FSHPRH1	FSH primary response (LRPR1 homolog, rat) 1
207590_s_at	FSHPRH1	FSH primary response (LRPR1 homolog, rat) 1
217655_at	FXYD5	FXYD domain containing ion transport regulator 5
218084_x_at	FXYD5	FXYD domain containing ion transport regulator 5
224252_s_at	FXYD5	FXYD domain containing ion transport regulator 5
210220_at	FZD2	frizzled homolog 2 (Drosophila)
203725_at	GADD45A	growth arrest and DNA-damage-inducible, alpha
218313_s_at	GALNT7	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)
222587_s_at	GALNT7	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)
203178_at	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase)
216733_s_at	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase)
231590_at	GATM	Glycine amidinotransferase (L-arginine:glycine amidinotransferase)
231686_at	GATM	Glycine amidinotransferase (L-arginine:glycine amidinotransferase)
235426_at	GATM	Glycine amidinotransferase (L-arginine:glycine amidinotransferase)
205164_at	GCAT	glycine C-acetyltransferase (2-amino-3-ketobutyrate coenzyme A ligase)
36475_at	GCAT	glycine C-acetyltransferase (2-amino-3-ketobutyrate coenzyme A ligase)
220291_at	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2
219722_s_at	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3
205498_at	GHR	growth hormone receptor
241584_at	GHR	Growth hormone receptor
202543_s_at	GMFB	glia maturation factor, beta
202544_at	GMFB	glia maturation factor, beta
218350_s_at	GMNN	geminin, DNA replication inhibitor
202615_at	GNAQ	Guanine nucleotide binding protein (G protein), q polypeptide
211426_x_at	GNAQ	guanine nucleotide binding protein (G protein), q polypeptide
224861_at	GNAQ	Guanine nucleotide binding protein (G protein), q polypeptide
224862_at	GNAQ	Guanine nucleotide binding protein (G protein), q polypeptide
224863_at	GNAQ	Guanine nucleotide binding protein (G protein), q polypeptide
236238_at	GNAQ	Guanine nucleotide binding protein (G protein), q polypeptide
223487_x_at	GNB4	guanine nucleotide binding protein (G protein), beta polypeptide 4
223488_s_at	GNB4	guanine nucleotide binding protein (G protein), beta polypeptide 4
1553025_at	GPR126	G protein-coupled receptor 126
213094_at	GPR126	G protein-coupled receptor 126
233887_at	GPR126	G protein-coupled receptor 126
205770_at	GSR	glutathione reductase
225609_at	GSR	glutathione reductase
237402_at	GSR	Glutathione reductase
202680_at	GTF2E2	general transcription factor IIE, polypeptide 2, beta 34kDa
1555685_at	H6PD	Hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)
206933_s_at	H6PD	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)
221892_at	H6PD	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)
226160_at	H6PD	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)
220224_at	HAO1	hydroxyacid oxidase (glycolate oxidase) 1
220085_at	HELLS	helicase, lymphoid-specific
223556_at	HELLS	helicase, lymphoid-specific
227350_at	HELLS	Helicase, lymphoid-specific
234040_at	HELLS	helicase, lymphoid-specific
242890_at	HELLS	Helicase, lymphoid-specific
1569380_a_at	HERPUD1	Homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1
217168_s_at	HERPUD1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1
201944_at	HEXB	hexosaminidase B (beta polypeptide)
213763_at	HIPK2	Homeodomain interacting protein kinase 2
219028_at	HIPK2	homeodomain interacting protein kinase 2
224016_at	HIPK2	homeodomain interacting protein kinase 2
224065_at	HIPK2	homeodomain interacting protein kinase 2
224066_s_at	HIPK2	homeodomain interacting protein kinase 2
225097_at	HIPK2	Homeodomain interacting protein kinase 2
225115_at	HIPK2	Homeodomain interacting protein kinase 2
225116_at	HIPK2	Homeodomain interacting protein kinase 2
225368_at	HIPK2	Homeodomain interacting protein kinase 2
240294_at	HIPK2	homeodomain interacting protein kinase 2
209398_at	HIST1H1C	histone 1, H1c
214455_at	HIST1H2BC	histone 1, H2bc
236193_at	HIST1H2BC	histone 1, H2bc
221582_at	HIST3H2A	histone 3, H2a
231681_x_at	HIST3H2A	Histone 3, H2a
206074_s_at	HMGA1	high mobility group AT-hook 1
210457_x_at	HMGA1	high mobility group AT-hook 1
208808_s_at	HMGB2	high-mobility group box 2
236091_at	HMGB2	high-mobility group box 2
243368_at	HMGB2	High-mobility group box 2
1557029_at	HMMR	Hyaluronan-mediated motility receptor (RHAMM)
1562677_at	HMMR	Hyaluronan-mediated motility receptor (RHAMM)
207165_at	HMMR	hyaluronan-mediated motility receptor (RHAMM)
209709_s_at	HMMR	hyaluronan-mediated motility receptor (RHAMM)
206997_s_at	HS6ST1	heparan sulfate 6-O-sulfotransferase 1
214165_s_at	HS6ST1	Heparan sulfate 6-O-sulfotransferase 1
225263_at	HS6ST1	heparan sulfate 6-O-sulfotransferase 1
205543_at	HSPA4L	heat shock 70kDa protein 4-like
208937_s_at	ID1	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein
204615_x_at	IDI1	isopentenyl-diphosphate delta isomerase 1
208881_x_at	IDI1	isopentenyl-diphosphate delta isomerase 1
233014_at	IDI1	Isopentenyl-diphosphate delta isomerase 1
242065_x_at	IDI1	isopentenyl-diphosphate delta isomerase 1
209929_s_at	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma
36004_at	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma
207072_at	IL18RAP	interleukin 18 receptor accessory protein
206569_at	IL24	interleukin 24
1566043_at	INCENP	Inner centromere protein antigens 135/155kDa
1566044_at	INCENP	Inner centromere protein antigens 135/155kDa
219769_at	INCENP	inner centromere protein antigens 135/155kDa
244862_at	INCENP	Inner centromere protein antigens 135/155kDa
213447_at	IPW	imprinted in Prader-Willi syndrome
229638_at	IRX3	iroquois homeobox protein 3
201124_at	ITGB5	integrin, beta 5
201125_s_at	ITGB5	integrin, beta 5
214020_x_at	ITGB5	Integrin, beta 5
214021_x_at	ITGB5	Integrin, beta 5
205718_at	ITGB7	integrin, beta 7
227331_at	ITGB7	Integrin, beta 7
236810_at	ITGB7	Integrin, beta 7
200079_s_at	KARS	lysyl-tRNA synthetase /// lysyl-tRNA synthetase
200840_at	KARS	lysyl-tRNA synthetase
210261_at	KCNK2	potassium channel, subfamily K, member 2
1563608_a_at	KCNT1	potassium channel, subfamily T, member 1
1569461_at	KCNT1	potassium channel, subfamily T, member 1
1569462_x_at	KCNT1	potassium channel, subfamily T, member 1
202503_s_at	KIAA0101	KIAA0101
211713_x_at	KIAA0101	KIAA0101 /// KIAA0101
242486_at	KIAA0101	KIAA0101
223254_s_at	KIAA1333	KIAA1333
223255_at	KIAA1333	KIAA1333
223256_at	KIAA1333	KIAA1333
223257_at	KIAA1333	KIAA1333
223258_s_at	KIAA1333	KIAA1333
1559060_a_at	KIAA1961	KIAA1961 gene
223997_at	KIAA1961	KIAA1961 gene
228250_at	KIAA1961	KIAA1961 gene
228768_at	KIAA1961	KIAA1961 gene
