Affy ID	Gene Symbol	Gene name	Cellular location	Family	UniGene ID	RefSeq Transcript ID	MSC	MAPC- 1	MAPC-2	ESC
1438001_x_at	C5Orf18	chromosome 5 open reading frame 18			Mm.280075	NM_007874	4011.3	4400.0	4142.0	465.2
1417493_at	Pcgf4	polycomb group ring finger 4	Nucleus	other	Mm.289584	NM_007552	2331.1	1678.4	1338.7	170.5
1421223_a_at	Anxa4	annexin A4	Plasma Membrane	other	Mm.259702	NM_013471	2965.3	1168.9	2284.7	197.1
1429637_at	2210419I08Rik	RIKEN cDNA 2210419I08 gene			---	---	339.5	81.0	455.9	24.1
1422603_at	Rnase4	ribonuclease, RNase A family, 4			Mm.202665	NM_021472 /// NM_201239	1186.9	421.7	585.3	52.6
1451112_s_at	Dap	death-associated protein			Mm.222867	NM_146057	6473.2	3101.9	2626.5	343.6
1433795_at	Tgfbr3	transforming growth factor, beta receptor III (betaglycan, 300kDa)	Plasma Membrane	kinase	Mm.200775	NM_011578	1045.0	524.9	596.0	61.2
1425567_a_at	Anxa5	annexin A5	Plasma Membrane	other	Mm.1620	NM_009673	6536.5	4307.0	4450.9	539.5
1434378_a_at	Mxd4	MAX dimerization protein 4	Nucleus	transcription regulator	Mm.259260	NM_010753	514.6	80.9	247.4	12.7
1427442_a_at	App	amyloid beta (A4) precursor protein (peptidase nexin-II, Alzheimer disease)	Plasma Membrane	other	Mm.277585	NM_007471	5605.6	3387.7	4268.4	474.9
1427318_s_at	Dysf	dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)	Plasma Membrane	other	Mm.220982	NM_021469 /// XM_283556	930.6	344.7	357.1	36.4
1437409_s_at	Gpr126	G protein-coupled receptor 126	Plasma Membrane	G-protein coupled receptor	---	NM_001002268	286.7	126.9	272.7	17.8
1450992_a_at	Meis1	Meis1, myeloid ecotropic viral integration site 1 homolog (mouse)	Nucleus	transcription regulator	Mm.356578	NM_010789	184.2	385.0	207.2	15.8
1435454_a_at	Pric285	peroxisomal proliferator-activated receptor A interacting complex 285			Mm.315872	XM_485132	244.5	355.8	136.1	24.4
1426434_at	Tmem43	transmembrane protein 43			Mm.38801	NM_028766	1863.3	790.6	777.3	96.0
1431375_s_at	Parva	parvin, alpha	Cytoplasm	other	Mm.143763	NM_020606	643.2	415.5	376.2	44.9
1426569_a_at	Frk	fyn-related kinase	Nucleus	kinase	Mm.332432	NM_010237	132.2	109.8	193.1	9.8
1433754_at	Mbnl2	muscleblind-like 2 (Drosophila)			Mm.238266	NM_175341 /// NM_207515	2788.0	2510.3	2351.1	319.3
1449221_a_at	Rrbp1	ribosome binding protein 1 homolog 180kDa (dog)			Mm.13705	XM_622097	3088.2	2665.3	2241.4	323.5
1448645_at	Msl3L1	male-specific lethal 3-like 1 (Drosophila)			Mm.24248	NM_010832	1207.8	6419.1	4169.2	156.9
1418172_at	Hebp1	heme binding protein 1			Mm.378937	NM_013546	192.2	804.7	740.5	18.4
1416108_a_at	Tmed3	transmembrane emp24 protein transport domain containing 3			Mm.27606	NM_025360	1494.7	860.6	601.3	93.5
1417291_at	Tnfrsf1A	tumor necrosis factor receptor superfamily, member 1A	Plasma Membrane	transmembrane receptor	Mm.1258	NM_011609	1238.6	820.1	840.9	108.3
1416159_at	Nr2F2	nuclear receptor subfamily 2, group F, member 2	Nucleus	ligand-dependent nuclear receptor	Mm.158143	NM_009697 /// NM_183261	191.4	137.9	80.7	7.3
1419509_a_at	Nagk	N-acetylglucosamine kinase	Cytoplasm	kinase	Mm.190650	NM_019542	1524.0	746.2	612.2	87.7
1448316_at	Cklfsf3	CKLF-like MARVEL transmembrane domain containing 3	Extracellular Space	cytokine	Mm.29658	NM_024217	337.7	207.3	284.0	26.8
1424354_at	Flj11000	hypothetical protein FLJ11000			Mm.248440	NM_197986	156.0	112.6	132.4	9.4
1418128_at	Adcy6	adenylate cyclase 6	Plasma Membrane	enzyme	Mm.157091	NM_007405	404.3	325.3	334.5	38.9
1433481_at	Fkbp14	FK506 binding protein 14, 22 kDa			Mm.274693	NM_153573	930.3	830.5	508.7	88.5
1418736_at	B3Galt3	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 3	Cytoplasm	enzyme	Mm.153710	NM_020026	496.1	926.0	1015.9	64.4
1428861_at	Doc1	downregulated in ovarian cancer 1	Nucleus	other	Mm.328360	XM_484551 /// XM_489572	624.8	257.7	385.6	40.1
1434361_at	Sh3Px3	SH3 and PX domain containing 3			Mm.191459	NM_175483	300.2	560.2	345.2	37.7
1416656_at	Clic1	chloride intracellular channel 1	Nucleus	ion channel	Mm.29524	NM_033444	1941.9	1704.6	1873.5	264.9
1433539_at	Commd3	COMM domain containing 3	Unknown	other	Mm.249586	NM_147778	744.7	401.6	492.3	61.9
1421654_a_at	Lmna	lamin A/C	Nucleus	other	Mm.243014	NM_001002011 /// NM_019390	5525.1	2222.7	1584.2	293.0
1420911_a_at	Mfge8	milk fat globule-EGF factor 8 protein	Extracellular Space	other	Mm.1451	NM_008594	3102.0	2822.9	3141.5	463.8
1422706_at	Tmepai	transmembrane, prostate androgen induced RNA	Plasma Membrane	other	Mm.73682	NM_022995	2022.1	1250.5	1285.1	193.3
1428617_at	Hcfc2	host cell factor C2			Mm.127405	XM_483931	592.6	650.5	637.0	86.9
1448867_at	Tmem9B	TMEM9 domain family, member B			Mm.240668	NM_020050	768.8	1081.6	1018.3	116.6
1423948_at	Bag2	BCL2-associated athanogene 2	Cytoplasm	other	Mm.247037	NM_145392	1019.0	1290.0	1522.2	157.2
1416953_at	Ctgf	connective tissue growth factor	Extracellular Space	growth factor	Mm.1810	NM_010217	8103.3	9284.5	8986.7	1310.1
1416808_at	Nid	nidogen 1	Extracellular Space	other	Mm.4691	NM_010917	1671.1	3869.6	2093.0	264.2
1430307_a_at	Me1	malic enzyme 1, NADP(+)-dependent, cytosolic	Cytoplasm	enzyme	Mm.148155	NM_008615	1364.2	1847.8	1963.9	215.3
1460330_at	Anxa3	annexin A3	Cytoplasm	enzyme	Mm.7214	NM_013470	5360.1	2331.8	2784.8	411.0
1434348_at	Fez2	fasciculation and elongation protein zeta 2 (zygin II)	Cytoplasm	other	Mm.236835	NM_199448	972.2	1032.3	884.9	149.3
1425068_a_at	Tex264	testis expressed sequence 264			Mm.22266	NM_011573	827.8	1117.3	1277.1	128.3
1455493_at	Syne1	spectrin repeat containing, nuclear envelope 1			Mm.331626	NM_022027 /// NM_153399	189.7	466.9	243.7	23.3
1415870_at	Calu	calumenin	Cytoplasm	other	Mm.248254	NM_007594 /// NM_184053	6113.0	6620.7	6477.9	1015.2
1416122_at	Ccnd2	cyclin D2	Nucleus	other	Mm.333406	NM_009829	4133.5	2050.9	1400.1	285.5
1449043_at	Naga	N-acetylgalactosaminidase, alpha-	Cytoplasm	enzyme	Mm.20325	NM_008669	448.0	174.2	240.6	27.3
1452059_at	Slc35F5	solute carrier family 35, member F5			Mm.28654	NM_028787	763.3	1027.7	1131.3	121.9
1419979_s_at	Creb3	cAMP responsive element binding protein 3	Nucleus	transcription regulator	Mm.12407	NM_013497	1955.9	2312.2	2278.8	326.0
1430526_a_at	Smarca2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	Nucleus	transcription regulator	Mm.313303	NM_011416 /// NM_026003	441.8	324.2	510.7	63.3
1456524_at	Nrg1	neuregulin 1	Extracellular Space	growth factor	Mm.153432	XM_620642	165.4	143.9	194.1	20.3
1424683_at	Flj20152	hypothetical protein FLJ20152			Mm.25311	NM_001034851 /// NM_025459	863.1	3801.3	4410.6	139.6
1451207_at	Cbara1	calcium binding atopy-related autoantigen 1			Mm.27199	NM_144822	618.3	443.1	452.5	69.3
1428154_s_at	Ppapdc1B	phosphatidic acid phosphatase type 2 domain containing 1B			Mm.217337	XM_134059	464.4	794.6	666.9	72.3
1428663_at	5133401H06Rik	RIKEN cDNA 5133401H06 gene			---	---	211.5	438.3	196.2	28.9
1418136_at	Tgfb1I1	transforming growth factor beta 1 induced transcript 1	Nucleus	transcription regulator	Mm.3248	NM_009365	536.8	383.6	292.1	51.0
1454991_at	Slc7A1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	Plasma Membrane	transporter	Mm.275489	NM_007513	4175.5	5733.4	6616.6	721.4
1427256_at	Cspg2	chondroitin sulfate proteoglycan 2 (versican)	Extracellular Space	other	Mm.158700	XM_488510	1484.9	1788.3	1055.1	240.8
1460550_at	Mtmr11	myotubularin related protein 11			Mm.268536	NM_181409	181.7	192.7	309.3	23.9
1420565_at	Hoxa1	homeobox A1		transcription regulator	Mm.197	NM_010449	314.7	751.7	531.2	47.3
1423702_at	H1F0	H1 histone family, member 0	Nucleus	other	Mm.24350	NM_008197	2495.2	1744.5	2046.8	328.3
1418411_at	Fbxl8	F-box and leucine-rich repeat protein 8			Mm.334764	NM_015821	94.2	71.8	70.1	4.6
1420624_a_at	Vamp8	vesicle-associated membrane protein 8 (endobrevin)	Plasma Membrane	other	Mm.1838	NM_016794	933.0	1083.1	1401.5	158.4
1460466_at	C14Orf24	chromosome 14 open reading frame 24			Mm.379223	NM_028527	257.9	217.8	474.4	38.4
1437360_at	Pcdh19	protocadherin 19			Mm.39738	XM_205287	801.7	232.4	264.4	37.0
1425525_a_at	P2Rx4	purinergic receptor P2X, ligand-gated ion channel, 4			Mm.290884	NM_011026	839.9	258.8	390.1	50.8
1416503_at	Lxn	latexin	Unknown	other	Mm.2632	NM_016753	1371.4	1574.9	1388.6	241.9
1439794_at	Ntn4	netrin 4			Mm.291158	NM_021320	141.8	34.2	151.7	9.0
1454708_at	Ablim1	actin binding LIM protein 1			Mm.217161	NM_178688	186.2	278.5	439.5	26.2
1416803_at	Fkbp7	FK506 binding protein 7			Mm.24720	NM_010222	798.2	342.5	252.9	47.1
1448548_at	Tulp4	tubby like protein 4	Cytoplasm	transcription regulator	Mm.28251	NM_054040	2435.8	1673.8	1985.0	331.1
1417287_at	Hm13	histocompatibility (minor) 13			Mm.277327	NM_010376	1159.6	790.5	660.6	127.6
1453091_s_at	Letmd1	LETM1 domain containing 1	Plasma Membrane	other	Mm.275272	NM_134093	210.0	178.8	197.1	27.1
1449947_s_at	Atbf1	AT-binding transcription factor 1	Nucleus	transcription regulator	Mm.196564	NM_007496	605.5	964.3	729.2	105.8
1419688_at	Gpc6	glypican 6			Mm.234129	NM_011821	209.2	288.9	145.2	31.5
1416683_at	Plxnb2	plexin B2			Mm.267514	XM_484491	1740.6	1151.2	1218.9	216.2
1417818_at	Wwtr1	WW domain containing transcription regulator 1			Mm.227202	NM_133784	1463.6	1212.5	1433.7	245.1
1422541_at	Ptprm	protein tyrosine phosphatase, receptor type, M	Plasma Membrane	phosphatase	Mm.311809	NM_008984	209.6	151.0	224.6	28.0
1454678_s_at	Aer61	AER61 glycosyltransferase			Mm.251789	NM_175313	493.8	639.5	724.4	87.8
1420711_a_at	Pxmp3	peroxisomal membrane protein 3, 35kDa (Zellweger syndrome)			Mm.132336	NM_008994	1047.3	810.8	658.0	134.4
1433488_x_at	Gns	glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID)	Cytoplasm	enzyme	Mm.207683	NM_029364	4695.1	3775.9	3741.5	728.0
1448460_at	Acvr1	activin A receptor, type I	Plasma Membrane	kinase	Mm.689	NM_007394	942.0	794.4	491.8	118.0
1417435_at	Large	like-glycosyltransferase	Cytoplasm	enzyme	Mm.324371	NM_010687	769.0	830.0	954.8	142.7
1455056_at	Lmo7	LIM domain 7	Cytoplasm	other	Mm.218981	XM_354836	923.3	834.3	891.7	161.5
1437113_s_at	Pld1	phospholipase D1, phophatidylcholine-specific	Cytoplasm	enzyme	Mm.212039	NM_008875	168.7	223.6	173.4	25.3
1429027_at	0610007N19Rik	RIKEN cDNA 0610007N19 gene			---	XM_622198	219.5	252.4	246.9	35.3
1420992_at	Ankrd1	ankyrin repeat domain 1 (cardiac muscle)	Cytoplasm	transcription regulator	Mm.10279	NM_013468	242.3	372.2	652.6	40.1
1438731_at	Sgsh	N-sulfoglucosamine sulfohydrolase (sulfamidase)	Cytoplasm	enzyme	---	---	124.1	114.6	57.1	9.1
1449183_at	Comt	catechol-O-methyltransferase	Cytoplasm	enzyme	Mm.100940	NM_007744	1232.9	494.5	362.7	77.3
1424671_at	Plekhf1	pleckstrin homology domain containing, family F (with FYVE domain) member 1			Mm.333798	NM_024413	1086.3	1490.3	1270.4	208.3
1435745_at	C22Orf9	chromosome 22 open reading frame 9			Mm.323925	XM_128281	702.7	419.0	383.5	72.2
1436365_at	Zbtb36	zinc finger and BTB domain containing 36			Mm.159332	NM_145356	78.5	62.9	55.0	3.8
1457632_s_at	Meis2	Meis1, myeloid ecotropic viral integration site 1 homolog 2 (mouse)			Mm.247566	NM_010825	689.9	354.9	62.7	33.8
1455009_at	Cpd	carboxypeptidase D	Extracellular Space	peptidase	Mm.276736	NM_007754	926.9	959.2	893.3	177.8
1453071_s_at	Kdelc2	KDEL (Lys-Asp-Glu-Leu) containing 2			Mm.260766	NM_212445	504.5	374.0	324.0	62.2
1417079_s_at	Lgals2	lectin, galactoside-binding, soluble, 2 (galectin 2)	Cytoplasm	other	Mm.379288	NM_025622	91.2	26.3	128.4	7.6
1419061_at	Rhod	ras homolog gene family, member D	Cytoplasm	enzyme	Mm.27701	NM_007485	363.2	271.5	231.6	42.7
1435468_at	Mgc4655	hypothetical protein MGC4655			Mm.27186	NM_178879	216.8	113.0	70.9	10.6
1436379_at	Torc3	CREB regulated transcription coactivator 3			Mm.322881	NM_173863	157.3	257.7	300.9	23.9
1460208_at	Fbn1	fibrillin 1 (Marfan syndrome)	Extracellular Space	other	Mm.271644	NM_007993	1263.3	151.7	481.3	56.2
1424169_at	Tax1Bp3	Tax1 (human T-cell leukemia virus type I) binding protein 3	Nucleus	transcription regulator	Mm.371656	NM_029564	1798.2	3013.2	1836.4	357.7
1428450_at	Mgc61550	chromosome 15 open reading frame 38			Mm.34266	NM_027420	303.1	209.8	71.4	20.8
1455019_x_at	Ckap4	cytoskeleton-associated protein 4	Cytoplasm	other	Mm.334999	NM_175451	3169.0	4703.5	4544.1	643.5
1428603_at	Glcci1	glucocorticoid induced transcript 1	Unknown	other	Mm.210787	NM_133236 /// NM_178072	621.0	477.5	407.3	83.1
1416513_at	Lamb2	laminin, beta 2 (laminin S)	Extracellular Space	enzyme	Mm.289706	NM_008483	199.0	250.7	158.7	33.0
1450945_at	Prkca	protein kinase C, alpha	Cytoplasm	kinase	Mm.222178	NM_011101	340.1	101.6	78.0	10.6
1455398_at	Lrrc8C	leucine rich repeat containing 8 family, member C	Cytoplasm	other	Mm.319847	NM_133897	559.2	510.3	928.4	108.0
1422864_at	Runx1	runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)	Nucleus	transcription regulator	Mm.4081	NM_009821	176.2	70.3	108.4	10.6
1418355_at	Nucb2	nucleobindin 2	Nucleus	other	Mm.9901	NM_016773	463.6	552.1	270.7	77.8
1418843_at	Slc30A4	solute carrier family 30 (zinc transporter), member 4			Mm.27801	NM_011774	3822.3	897.4	828.3	173.2
1428540_at	Kiaa0738	KIAA0738 gene product			Mm.24652	NM_029930	203.9	307.2	349.5	35.0
1417090_at	Rcn1	reticulocalbin 1, EF-hand calcium binding domain	Cytoplasm	other	Mm.4876	NM_009037	1863.1	3421.9	3680.9	385.8
1418946_at	St3Gal1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	Cytoplasm	enzyme	Mm.371457	NM_009177	63.2	112.6	106.9	5.4
1415975_at	Carhsp1	calcium regulated heat stable protein 1, 24kDa	Cytoplasm	other	Mm.142095	NM_025821	1437.0	1820.0	1861.3	297.6
1436101_at	Rnf24	ring finger protein 24			Mm.101264	NM_178607	377.4	859.9	737.2	72.3
1433699_at	Tnfaip3	tumor necrosis factor, alpha-induced protein 3	Nucleus	other	Mm.116683	NM_009397	358.2	327.6	268.4	55.7
1416498_at	Ppic	peptidylprolyl isomerase C (cyclophilin C)	Cytoplasm	enzyme	Mm.4587	NM_008908	4457.1	2376.7	983.5	353.7
1455164_at	Cdgap	Cdc42 GTPase-activating protein	Cytoplasm	other	Mm.268397	NM_020260	442.8	160.5	118.6	22.2
1418758_a_at	Pscd3	pleckstrin homology, Sec7 and coiled-coil domains 3	Cytoplasm	other	Mm.281003	NM_011182	1198.3	828.9	1535.2	248.0
1452163_at	Ets1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	Nucleus	transcription regulator	Mm.292415	NM_011808	309.8	327.4	486.3	59.2
1452622_a_at	Tradd	TNFRSF1A-associated via death domain	Cytoplasm	other	---	NM_001033161	408.1	573.9	340.1	80.6
1428527_at	Snx7	sorting nexin 7			Mm.33824	XM_131162	2020.9	802.3	725.8	159.1
1435703_at	Sts-1	Cbl-interacting protein Sts-1	Unknown	enzyme	Mm.133615	NM_176860	102.2	281.7	471.9	14.5
1434158_at	Gmds	GDP-mannose 4,6-dehydratase	Unknown	enzyme	Mm.247143	NM_146041	827.2	846.5	1017.6	174.2
1426452_a_at	Rab30	RAB30, member RAS oncogene family			Mm.292102	NM_029494	231.3	651.0	541.1	43.5
1433883_at	Tpm4	tropomyosin 4	Cytoplasm	other	Mm.295124	NM_001001491	7339.5	7646.5	7211.4	1642.9
1426195_a_at	Cst3	cystatin C (amyloid angiopathy and cerebral hemorrhage)	Extracellular Space	other	Mm.4263	NM_009976	3670.2	2514.2	3415.4	659.1
1426246_at	Pros1	protein S (alpha)	Extracellular Space	other	Mm.127156	NM_011173	478.0	550.4	633.8	99.8
1453512_at	5830407P18Rik	RIKEN cDNA 5830407P18 gene			---	---	109.8	167.9	131.2	16.8
1416257_at	Capn2	calpain 2, (m/II) large subunit	Cytoplasm	peptidase	Mm.19306	NM_009794	3627.0	2276.6	2567.2	539.9
1416657_at	Akt1	v-akt murine thymoma viral oncogene homolog 1	Cytoplasm	kinase	Mm.6645	NM_009652	1366.1	1007.8	1100.5	230.9
1426083_a_at	Btg1	B-cell translocation gene 1, anti-proliferative	Nucleus	transcription regulator	Mm.272183	NM_007569	3534.9	2385.5	2506.8	547.4
1436842_at	Kiaa1164	family with sequence similarity 63, member B			Mm.170855	NM_172772	418.1	199.1	194.3	36.7
1440164_x_at	Cd8A	CD8 antigen, alpha polypeptide (p32)	Plasma Membrane	other	Mm.1858	XM_132621	65.2	67.5	151.1	6.8
1452217_at	Ahnak	AHNAK nucleoprotein (desmoyokin)	Nucleus	other	Mm.203866	NM_009643 /// NM_175108	3969.8	1592.4	1436.8	336.5
1426951_at	Crim1	cysteine rich transmembrane BMP regulator 1 (chordin-like)	Unknown	kinase	Mm.311912	NM_015800	278.7	671.3	883.4	55.4
1427347_s_at	Tubb2A	tubulin, beta 2A	Cytoplasm	other	Mm.246377	NM_009450 /// NM_023716 /// XM_619106	3587.5	1673.3	2059.1	418.0
1420500_at	Dnajc1	DnaJ (Hsp40) homolog, subfamily C, member 1	Nucleus	other	Mm.246674	NM_007869	447.0	446.1	271.3	74.0
1455308_at	Tmem16F	transmembrane protein 16F			Mm.38087	NM_175344	1806.2	1527.2	1560.9	347.9
1452182_at	Galnt2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2)	Cytoplasm	enzyme	Mm.33808	NM_139272	878.0	1329.2	1244.2	194.7
1428562_at	2210403K04Rik	RIKEN cDNA 2210403K04 gene			---	---	784.7	348.0	580.9	99.4
1456277_at	7530414M10Rik	RIKEN cDNA 7530414M10 gene			---	---	63.5	79.7	58.5	6.7
1450872_s_at	Lipa	lipase A, lysosomal acid, cholesterol esterase (Wolman disease)	Cytoplasm	enzyme	Mm.157545	NM_021460	387.5	367.6	352.2	75.3
1452170_at	Csglca-T	chondroitin sulfate glucuronyltransferase	Unknown	enzyme	Mm.140672	---	305.9	452.4	418.1	62.9
1438726_at	9530064J02				Mm.52312	XM_489200	103.2	69.7	74.1	8.7
1448185_at	Herpud1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	Cytoplasm	other	Mm.29151	NM_022331	882.1	1085.2	837.9	196.9
1452717_at	Slc25A24	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24			Mm.33574	NM_172685	1686.4	1154.5	722.1	210.1
1448439_at	C19Orf10	chromosome 19 open reading frame 10	Extracellular Space	cytokine	Mm.294870	NM_080837	765.2	1065.1	1010.6	170.0
