GO id	GO term	Array count	List count	p-value	Gene symbol	Use
44249	cellular biosynthetic process	525	52	7.77E-08	PBEF1;HRSP12;AGPAT2;MTHFS;PPARGC1A;SDS;ADK;ADM;CTH;CTPS;CYP11A1;DBH;DDT;DHODH;EIF5;ALAS1;EXT1;FBP1;GCH1;GPD1;ANG;GUCA2B;ACACB;HPGD;INHBB;LTC4S;ASL;LOC440792;ASS1;NOS2A;PCK1;PCK2;CYP39A1;PRKAG2;GLULD1;PFKFB1;EFCBP2;PRODH;CHST7;COQ9;PTS;SIGIRR;BCL3;SRD5A1;SRD5A2;AKR1D1;MOGAT2;BBOX1;HSD17B6;CBS;KYNU;CD4	In biological process
6631	fatty acid metabolic process	131	22	9.10E-08	ACAA2;PPARGC1A;SLC27A5;SLC27A2;CPT1A;CPT2;CYP2J2;ABAT;FAAH;ACSL1;ACAA1;ACACB;HPGD;ACADL;ACADM;ACADS;LTC4S;PCCA;PCCB;HAO2;PRKAG2;TNFRSF1A	In biological process
9072	aromatic amino acid family metabolic process	21	9	1.35E-07	DDT;FAH;GCH1;GSTZ1;HGD;PTS;TAT;TDO2;KYNU	In biological process
6952	defense response	410	43	2.29E-07	MASP2;LILRB5;LILRB4;LILRA3;MGLL;ADORA1;CR1;CRP;F2;STAB1;FPRL1;HP;CFI;IL1RAP;INHBB;ITIH4;NOS2A;CLEC1B;CD244;CFP;STAB2;CYP4F11;RAB27A;SIGIRR;BCL3;SAA3P;SAA4;CCL23;SERPING1;TNFRSF1A;C1R;TPSAB1;C6;C8A;C8B;C8G;C9;UMOD;TPST1;IL1RL2;CD14;NCR2;CXCL14	In biological process
9611	response to wounding	333	37	3.96E-07	MASP2;XLKD1;ABHD2;ADAMTS13;MGLL;ADM;ADORA1;CR1;CRP;F2;F9;F11;FGG;STAB1;FPRL1;CFI;IL1RAP;ITIH4;SERPINE1;CFP;CYP4F11;RAB27A;SIGIRR;SAA3P;SAA4;CCL23;SERPING1;TNFRSF1A;C1R;C6;C8A;C8B;C8G;C9;TPST1;CD14;CXCL14	In biological process
6066	alcohol metabolic process	241	30	4.64E-07	ACAA2;CETP;PPARGC1A;SDS;OSBPL1A;CYP11A1;DBH;ENO3;FBP1;ALDH3B2;ALDOB;SLC37A4;GPD1;HK3;APOF;INSIG1;LCAT;PCK1;PCK2;CYP39A1;PRKAG2;PFKFB1;DHTKD1;OGDHL;IPPK;SORL1;AKR1D1;SLC35A2;UGP2;MOGAT2	In biological process
6725	aromatic compound metabolic process	90	17	4.75E-07	MTHFS;MGLL;DBH;DDT;DHODH;ABAT;FAH;GCH1;GSTZ1;HGD;ALDH6A1;ABHD5;PTS;TAT;TDO2;KYNU;CDA	In biological process
6559	L-phenylalanine catabolic process	9	6	6.26E-07	FAH;GCH1;GSTZ1;HGD;PTS;TAT	In biological process
9605	response to external stimulus	463	44	2.48E-06	MASP2;PPARGC1A;XLKD1;ABHD2;ADAMTS13;MGLL;ADM;ADORA1;CR1;CRP;NR2F6;F2;F9;F11;FGG;STAB1;FPRL1;GCGR;CXCR3;CFI;IL1RAP;INHBB;ITIH4;SERPINE1;CFP;PON1;CYP4F11;RAB27A;SIGIRR;TRPV4;SAA3P;SAA4;CCL23;SERPING1;TNFRSF1A;C1R;C6;C8A;C8B;C8G;C9;TPST1;CD14;CXCL14	In biological process
6954	inflammatory response	243	28	5.17E-06	MASP2;MGLL;ADORA1;CR1;CRP;F2;STAB1;FPRL1;CFI;IL1RAP;ITIH4;CFP;CYP4F11;SIGIRR;SAA3P;SAA4;CCL23;SERPING1;TNFRSF1A;C1R;C6;C8A;C8B;C8G;C9;TPST1;CD14;CXCL14	In biological process
6954	gluconeogenesis	19	7	1.17E-05	PPARGC1A;SDS;FBP1;GPD1;PCK1;PCK2;PFKFB1	In biological process
6954	energy derivation by oxidation of organic compounds	80	14	1.23E-05	PPARGC1A;TREH;ADRA1B;AGL;NNT;SLC37A4;GYS2;LEPR;ACO1;PCK1;PPP1R1A;SDHB;SDHD;SUCLG2	In biological process
6090	pyruvate metabolic process	20	7	1.74E-05	PPARGC1A;SDS;FBP1;GPD1;PCK1;PCK2;PFKFB1	In biological process
6959	humoral immune response	63	12	2.12E-05	MASP2;CR1;CFI;CFP;BCL3;SERPING1;C1R;C6;C8A;C8B;C8G;C9	In biological process
5975	carbohydrate metabolic process	380	36	2.21E-05	GNE;ST3GAL6;PPARGC1A;XLKD1;SDS;TREH;ADRA1B;AGL;ENO3;EXT1;FBP1;ALDOB;NNT;SLC37A4;GPD1;GUSB;GYS2;HK3;ITIH4;ACO1;PCK1;PCK2;PFKFB1;PPP1R1A;DHTKD1;OGDHL;CHST7;GBA3;SDHB;SDHD;IPPK;SLC3A1;SLC35A2;UGP2;SUCLG2;MGAM	In biological process
6006	glucose metabolic process	88	14	3.76E-05	PPARGC1A;SDS;ENO3;FBP1;ALDOB;SLC37A4;GPD1;HK3;PCK1;PCK2;PFKFB1;DHTKD1;OGDHL;UGP2	In biological process
8209	androgen metabolic process	10	5	3.89E-05	CYP11A1;SRD5A1;SRD5A2;AKR1D1;HSD17B6	In biological process
6570	tyrosine metabolic process	11	5	6.87E-05	DDT;FAH;GSTZ1;HGD;TAT	In biological process
6957	complement activation, alternative pathway	11	5	6.87E-05	CFP;C8A;C8B;C8G;C9	In biological process
8203	cholesterol metabolic process	64	11	0.000124	ACAA2;CETP;OSBPL1A;CYP11A1;APOF;INSIG1;LCAT;CYP39A1;PRKAG2;SORL1;AKR1D1	In biological process
6508	proteolysis	500	41	0.000165	ODZ1;MASP2;ADAMTS13;ADAMTS7;CR1;CTSL1;SENP5;F2;F9;F11;HABP2;HGF;HGFAC;HP;POL3S;CFI;LPA;PCSK6;ABHD5;C1RL;CFP;SMURF1;ST14;TFR2;SERPING1;TMPRSS2;C1R;TPSAB1;C6;C8A;C8B;C8G;C9;LONRF3;USP9X;CAPN6;LONP2;CRADD;CG018;USP2;EDEM1	In biological process
16125	sterol metabolic process	71	11	0.000321	ACAA2;CETP;OSBPL1A;CYP11A1;APOF;INSIG1;LCAT;CYP39A1;PRKAG2;SORL1;AKR1D1	In biological process
19835	cytolysis	15	5	0.000384	C6;C8A;C8B;C8G;C9	In biological process
19395	fatty acid oxidation	25	6	0.000709	PPARGC1A;CPT1A;CPT2;ACADM;ACADS;HAO2	In biological process
6953	acute-phase response	26	6	0.000887	CRP;F2;ITIH4;SIGIRR;SAA3P;SAA4	In biological process
16491	oxidoreductase activity	555	74	2.16E-17	AASS;DHRS1;COX7B;CYB5A;CYP1A2;CYP2A6;CYP2A13;CYP2B6;CYP2B7P1;CYP2C19;CYP2C8;CYP2C18;CYP2D6;CYP2J2;CYP3A5;CYP11A1;CYP26A1;DAO;DBH;DECR1;DHODH;SARDH;ETFA;ETFDH;ALDH3B2;FDX1;KIAA0404;STAB1;HAAO;NNT;GCDH;GLRX;GPD1;GSTZ1;HSD17B10;HGD;HPGD;ACADL;ACADM;ACADS;IVD;GSTK1;ALDH6A1;LOC440792;ASPH;NQO2;NOS2A;HAO2;CYP39A1;C11orf24;GFOD1;EFCBP2;DHTKD1;STAB2;OGDHL;PRODH;CYP4F11;BCKDHA;BCKDHB;SCP2;SDHB;SDHD;SOD1;SRD5A1;SRD5A2;AKR1D1;TDO2;XDH;VKORC1;GFOD2;BBOX1;KMO;RDH16;HSD17B6	In molecular function
48037	cofactor binding	153	28	2.05E-10	SDS;CTH;ABAT;AGXT;ETFA;ALAS1;NNT;GCDH;GOT1;GPD1;HPGD;ACADL;ACADM;ACADS;IVD;ALDH6A1;NQO2;NOS2A;HAO2;DHTKD1;OGDHL;SHMT1;AGXT2L1;TAT;XDH;ACBD4;CBS;KYNU	In molecular function
4497	monooxygenase activity	77	18	6.56E-09	CYP1A2;CYP2A6;CYP2A13;CYP2B6;CYP2B7P1;CYP2C19;CYP2C8;CYP2C18;CYP2D6;CYP2J2;CYP3A5;CYP11A1;CYP26A1;DBH;NOS2A;CYP39A1;CYP4F11;KMO	In molecular function
16829	lyase activity	124	22	3.27E-08	SDS;CRYM;CTH;DDT;ENO3;ALDOB;HAL;HMGCL;LTC4S;ASL;ACO1;NTHL1;PCK1;PCK2;DERA;STAB2;PTS;BCKDHA;BCKDHB;TAT;CA2;CBS	In molecular function
20037	heme binding	87	18	5.06E-08	CYB5A;CYP1A2;CYP2A6;CYP2A13;CYP2B6;CYP2B7P1;CYP2C19;CYP2C8;CYP2C18;CYP2D6;CYP2J2;CYP3A5;CYP11A1;CYP26A1;NOS2A;CYP39A1;CYP4F11;SDHD	In molecular function
8236	serine-type peptidase activity	120	21	8.59E-08	ODZ1;MASP2;F2;F9;F11;HABP2;HGF;HGFAC;HP;POL3S;CFI;LPA;PCSK6;SERPINE1;C1RL;ST14;TMPRSS2;C1R;TPSAB1;LONP2;CG018	In molecular function
30170	pyridoxal phosphate binding	42	11	1.76E-06	SDS;CTH;ABAT;AGXT;ALAS1;GOT1;SHMT1;AGXT2L1;TAT;CBS;KYNU	In molecular function
19825	oxygen binding	29	9	3.32E-06	CYP1A2;CYP2A6;CYP2A13;CYP2C19;CYP2C18;CYP2D6;CYP3A5;CYP11A1;CYP26A1	In molecular function
50662	coenzyme binding	105	17	4.43E-06	ETFA;NNT;GCDH;GPD1;HPGD;ACADL;ACADM;ACADS;IVD;ALDH6A1;NQO2;NOS2A;HAO2;DHTKD1;OGDHL;XDH;ACBD4	In molecular function
19825	transmembrane receptor activity	706	56	2.71E-05	CLEC4M;XLKD1;LILRB5;ADMR;CHRNA4;CHRNE;ADORA1;CR1;ADRA1B;ADRA1A;GPR125;EPHA2;STAB1;FPRL1;IL17RA;GCGR;GFRA1;GHR;RCP9;CXCR3;GRIA3;GPR132;HPGD;HTR1B;CFI;IL1RAP;IL4R;IL13RA1;IL13RA2;IL15RA;INSRR;LEPR;LTK;NTRK1;CLEC1B;KLRF1;GPR88;AVPR1A;STAB2;GPRC5C;PTHR1;SIGIRR;BLR1;SORL1;TBXA2R;TFR2;TMPRSS2;TNFRSF1A;VIPR1;GPR157;MARCO;IL1RL2;ACVR1B;CD4;NCR2;GABBR2	In molecular function
50662	endopeptidase activity	281	29	2.95E-05	ODZ1;MASP2;ADAMTS13;ADAMTS7;CTSL1;F2;F9;F11;HABP2;HGF;HGFAC;HP;POL3S;CFI;LPA;PCSK6;SERPINE1;C1RL;ST14;TMPRSS2;C1R;TPSAB1;THSD4;USP9X;CAPN6;LONP2;CRADD;CG018;USP2	In molecular function
4896	hematopoietin/interferon-class (D200-domain) cytokine receptor activity	50	10	6.65E-05	IL17RA;GFRA1;GHR;IL1RAP;IL4R;IL13RA1;IL13RA2;IL15RA;LEPR;IL1RL2	In molecular function
9055	electron carrier activity	129	17	6.98E-05	CYP1A2;SARDH;ETFA;ETFDH;FDX1;HAAO;GLRX;ASPH;NQO2;NOS2A;SDHB;SDHD;SRD5A1;XDH;KMO;RDH16;HSD17B6	In molecular function
16769	transferase activity, transferring nitrogenous groups	27	7	0.000151	ABAT;AGXT;ALAS1;GOT1;AGXT2L1;TAT;KYNU	In molecular function
3995	acyl-CoA dehydrogenase activity	13	5	0.000177	GCDH;ACADL;ACADM;ACADS;IVD	In molecular function
16830	carbon-carbon lyase activity	29	7	0.000245	ALDOB;HMGCL;PCK1;PCK2;DERA;BCKDHA;BCKDHB	In molecular function
8483	transaminase activity	22	6	0.000335	ABAT;AGXT;GOT1;AGXT2L1;TAT;KYNU	In molecular function
