Unigene 175.ID	Unigene175 .Name	Gene Description	Predictor Gene Group	ABC.T-Statistic	GCB.T-statistic	PMBL.T-statistic
445043	SLC35E3	Solute carrier family 35, member E3	Standard	21.6439	0	0
152207	SSBP2	Single-stranded DNA binding protein 2	Standard	18.4351	0	0
84753	FLJ12442	Hypothetical protein FLJ12442	Standard	0	0	17.254
35120	RFC4	Replication factor C (activator 1) 4, 37kDa	Standard	0	0	16.9635
266331	FREB	Fc receptor homolog expressed in B cells	Standard	0	0	16.9475
234896	GMNN	Geminin, DNA replication inhibitor	Standard	0	0	16.6049
80305	ARHGAP19	Rho GTPase activating protein 19	Standard	0	0	16.4212
528654	FLJ11029	Hypothetical protein FLJ11029	Standard	0	0	16.126
488562	AUTS2	Autism susceptibility candidate 2	Standard	15.9582	0	0
120197	PPP1R14B	Protein phosphatase 1, regulatory (inhibitor) subunit 14B	Standard	0	0	15.9228
96731	HIP1R	Huntingtin interacting protein-1-related	Standard	15.481	0	0
9691	GNA13	Guanine nucleotide binding protein (G protein), alpha 13	Standard	15.4632	0	0
300592	MYBL1	V-myb myeloblastosis viral oncogene homolog (avian)-like 1	Standard	15.4351	0	0
350966	PTTG1	Pituitary tumor-transforming 1	Standard	15.3593	0	0
170195	BMP7	Bone morphogenetic protein 7 (osteogenic protein 1)	Standard	15.1714	0	0
408264	FLJ36166	Hypothetical protein FLJ36166	Standard	0	0	15.155
25892	LOC285958	Hypothetical protein LOC285958	Standard	0	0	15.1193
199695	MAC30	Hypothetical protein MAC30	Standard	0	0	15.0501
374378	CKS1B	CDC28 protein kinase regulatory subunit 1B	Standard	0	0	14.9787
77515	ITPR3	Inositol 1,4,5-triphosphate receptor, type 3	Standard	0	0	14.9705
445052	MSH6	MutS homolog 6 (E. coli)	Standard	14.9496	0	0
446393	CPSF5	Cleavage and polyadenylation specific factor 5, 25 kDa	Standard	0	0	14.8736
413636	NUP205	Nucleoporin 205kDa	Standard	0	0	14.8113
445084	MPHOSPH9	M-phase phosphoprotein 9	Standard	0	0	14.6481
22370	NEXN	Nexilin (F actin binding protein)	Standard	0	0	14.6476
283707	ALS2CR13	Amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 13	Standard	0	0	14.5998
404501	CDC2L5	Cell division cycle 2-like 5 (cholinesterase-related cell division controller)	Standard	14.5419	0	0
334562	CDC2	Cell division cycle 2, G1 to S and G2 to M	Standard	0	0	14.498
103305	CBX2	Chromobox homolog 2 (Pc class homolog, Drosophila)	Standard	0	0	14.4727
367676	DUT	DUTP pyrophosphatase	Standard	0	0	14.4087
75447	RALBP1	RalA binding protein 1	Standard	0	0	14.112
88414	BACH2	BTB and CNC homology 1, basic leucine zipper transcription factor 2	Standard	0	0	14.0758
438482	PWDMP	WD repeat membrane protein PWDMP	Standard	14.0542	0	0
177584	OXCT1	3-oxoacid CoA transferase 1	Standard	0	0	13.8323
169840	TTK	TTK protein kinase	Standard	0	0	13.8024
407995	MIF	Macrophage migration inhibitory factor (glycosylation-inhibiting factor)	Standard	0	0	13.6466
405958	CDC6	CDC6 cell division cycle 6 homolog (S. cerevisiae)	Standard	0	0	13.5935
65578	AA778249	Transcribed locus	Standard	13.568	0	0
259047	MME	Membrane metallo-endopeptidase (neutral endopeptidase, enkephalinase, CALLA, CD10)	Standard	13.5499	0	0
368256	LTBP1	Latent transforming growth factor beta binding protein 1	Standard	13.5348	0	0
95577	CDK4	Cyclin-dependent kinase 4	Standard	0	0	13.4745
396393	UBE2S	Ubiquitin-conjugating enzyme E2S	Standard	0	0	13.3016
194698	CCNB2	Cyclin B2	Standard	13.1684	0	0
89499	ALOX5	Arachidonate 5-lipoxygenase	Standard	13.092	0	0
38044	DKFZP564M0 82	DKFZP564M082 protein	Standard	13.0458	0	0
102506	EIF2AK3	Eukaryotic translation initiation factor 2-alpha kinase 3	Standard	13.0343	0	0
136713	VPREB3	Pre-B lymphocyte gene 3	Standard	12.9836	0	0
390428	MAP3K4	Mitogen-activated protein kinase kinase kinase 4	Standard	0	12.7295	0
253536	TOP1	Topoisomerase (DNA) I	Standard	0	12.6788	0
382044	MRPS2	Mitochondrial ribosomal protein S2	Standard	0	12.1852	0
371282	TCF3	Transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	Standard	0	12.1148	0
333427	8D6A	8D6 antigen	Standard	0	12.0421	0
440776	AI768374	CDNA FLJ11489 fis, clone HEMBA1001915	Standard	0	11.5005	0
518960	NUDT6	Nudix (nucleoside diphosphate linked moiety X)-type motif 6	Standard	0	11.3597	0
11747	YTHDF1	YTH domain family 1	Standard	0	11.2841	0
57898	RG9MTD1	RNA (guanine-9-) methyltransferase domain containing 1	Standard	0	11.2764	0
434901	SNRPA1	Small nuclear ribonucleoprotein polypeptide A	Standard	0	11.03	0
424542	IRAK2	Interleukin-1 receptor-associated kinase 2	Standard	0	-11.0137	0
434374	JAK2	Janus kinase 2 (a protein tyrosine kinase)	Standard	0	-11.1058	0
380627	CKLFSF6	Chemokine-like factor super family 6	Standard	0	-11.1458	0
65135	KIAA0913	KIAA0913	Standard	0	-11.1495	0
84	IL2RG	Interleukin 2 receptor, gamma (severe combined immunodeficiency)	Standard	0	-11.2004	0
437023	NUP62	Nucleoporin 62kDa	Standard	0	-11.2952	0
371468	CCND1	Cyclin D1 (PRAD1: parathyroid adenomatosis 1)	Standard	0	-11.333	0
444310	CD83	CD83 antigen (activated B lymphocytes, immunoglobulin superfamily)	Standard	0	-11.474	0
	AW188362	AW188362	Standard	0	-11.5845	0
441129	KIAA0963	KIAA0963	Standard	0	-11.6089	0
198252	CXCR3	Chemokine (C-X-C motif) receptor 3	Standard	0	-11.8515	0
371916	FCRH3	Fc receptor-like protein 3	Standard	0	-11.8983	0
	BQ026237	BQ026237	Standard	0	-12.0384	0
296323	SGK	Serum/glucocorticoid regulated kinase	Standard	0	-12.4097	0
111805	TLR1	Toll-like receptor 1	Standard	0	-12.6373	0
411958	HLA-F	Major histocompatibility complex, class I, F	Standard	0	-12.7624	0
75626	CD58	CD58 antigen, (lymphocyte function-associated antigen 3)	Standard	0	-12.9483	0
35052	TEGT	Testis enhanced gene transcript (BAX inhibitor 1)	Standard	0	-12.9549	0
170359	IL16	Interleukin 16 (lymphocyte chemoattractant factor)	Standard	-13.015	0	0
415117	SIAT9	Sialyltransferase 9 (CMP-NeuAc:lactosylceramide alpha-2,3-sialyltransferase; GM3 synthase)	Standard	-13.0395	0	0
83077	IL18	Interleukin 18 (interferon-gamma-inducing factor)	Standard	0	-13.115	0
81170	PIM1	Pim-1 oncogene	Standard	-13.1272	0	0
193370	LIMD1	LIM domains containing 1	Standard	-13.1901	0	0
519033	TLR2	Toll-like receptor 2	Standard	0	-13.2285	0
137569	TP73L	Tumor protein p73-like	Standard	0	0	-13.3151
62264	DTX4	Deltex 4 homolog (Drosophila)	Standard	-13.3561	0	0
454906	GGT2	Gamma-glutamyltransferase 2	Standard	-13.3791	0	0
97411	C6orf105	Chromosome 6 open reading frame 105	Standard	-13.3983	0	0
430124	CASP8	Caspase 8, apoptosis-related cysteine protease	Standard	-13.4581	0	0
504035	IL10RA	Interleukin 10 receptor, alpha	Standard	-13.5639	0	0
119878	FLJ34389	Hypothetical protein FLJ34389	Standard	-13.5759	0	0
18166	KIAA0870	KIAA0870 protein	Standard	0	0	-13.631
375957	ITGB2	Integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit)	Standard	0	-13.6789	0
504816	TNFRSF5	Tumor necrosis factor receptor superfamily, member 5	Standard	0	0	-13.8978
381008	HLA-E	Major histocompatibility complex, class I, E	Standard	0	-13.9441	0
352119	GGT1	Gamma-glutamyltransferase 1	Standard	0	0	-13.9732
414362	CYB5R2	Cytochrome b5 reductase b5R.2	Standard	-13.9897	0	0
446304	RIN2	Ras and Rab interactor 2	Standard	0	0	-14.0644
163242	AI870547	Transcribed locus	Standard	-14.1615	0	0
21126	DOCK10	Dedicator of cytokinesis 10	Standard	-14.1914	0	0
378738	AHNAK	AHNAK nucleoprotein (desmoyokin)	Standard	-14.3093	0	0
104717	CYLN2	Cytoplasmic linker 2	Standard	0	0	-14.4721
256278	TNFRSF1B	Tumor necrosis factor receptor superfamily, member 1B	Standard	-14.493	0	0
418004	PTPN1	Protein tyrosine phosphatase, non-receptor type 1	Standard	-14.5777	0	0
221811	RASGRF1	Hypothetical protein LOC145899	Standard	-14.6817	0	0
140489	AA768884	CDNA FLJ25559 fis, clone JTH02834	Standard	-14.7261	0	0
66742	CCL17	Chemokine (C-C motif) ligand 17	Standard	0	0	-15.0851
80205	PIM2	Pim-2 oncogene	Standard	-15.3599	0	0
15827	SNX11	Sorting nexin 11	Standard	0	0	-15.5067
75367	SLA	Src-like-adaptor	Standard	-15.7066	0	0
429658	CLN2	Ceroid-lipofuscinosis, neuronal 2, late infantile (Jansky-Bielschowsky disease)	Standard	0	-15.7146	0
4750	DKFZP564K0 822	Hypothetical protein DKFZp564K0822	Standard	-15.9112	0	0
488173	MGC7036	Hypothetical protein MGC7036	Standard	-15.9939	0	0
166254	VMP1	Likely ortholog of rat vacuole membrane protein 1	Standard	-16.1178	0	0
437385	FLJ10420	Hypothetical protein FLJ10420	Standard	0	0	-16.3979
223474	TRAF1	TNF receptor-associated factor 1	Standard	0	0	-16.5698
26608	C20orf100	Chromosome 20 open reading frame 100	Standard	-17.0395	0	0
458324	PTGIR	Prostaglandin I2 (prostacyclin) receptor (IP)	Standard	0	0	-17.1389
390476	MAIL	Molecule possessing ankyrin repeats induced by lipopolysaccharide (MAIL), homolog of mouse	Standard	-17.4523	0	0
115325	RAB7L1	RAB7, member RAS oncogene family-like 1	Standard	-17.6431	0	0
444105	ENTPD1	Ectonucleoside triphosphate diphosphohydrolase 1	Standard	-17.7256	0	0
443441	HCK	Hemopoietic cell kinase	Standard	-18.2505	0	0
283961	GNG8	Guanine nucleotide binding protein (G protein), gamma 8	Standard	0	0	-18.6773
170843	AI654547	Transcribed locus	Standard	-13.7882	-11.3404	0
434961	ATXN1	Ataxin 1	Standard	0	-11.4474	-14.2069
387871	TNFSF10	Tumor necrosis factor (ligand) superfamily, member 10	Standard	-14.1868	-11.6311	0
179089	DKFZp434H2 111	Hypothetical protein DKFZp434H2111	Standard	-14.6568	-11.3317	0
512152	HLA-G	HLA-G histocompatibility antigen, class I, G	Standard	0	-12.5256	-13.6461
535985	M80469	Transcribed locus, moderately similar to NP_002107.3 major histocompatibility complex, class I, A [Homo sapiens]	Standard	0	-12.5734	-13.7568
193400	IL6R	Interleukin 6 receptor	Standard	-13.896	-12.4426	0
163725	LOC153222	Adult retina protein	Standard	-13.7209	-12.8149	0
114931	CTSH	Cathepsin H	Standard	-13.6474	-13.2683	0
2488	LCP2	Lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)	Standard	0	-12.0833	-14.9894
440165	ATP6V0E	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e	Standard	-13.7933	-14.172	0
433506	ARPC1B	Actin related protein 2/3 complex, subunit 1B, 41kDa	Standard	-15.5645	-12.8465	0
1652	CCR7	Chemokine (C-C motif) receptor 7	Standard	-14.1644	0	-14.835
444471	KYNU	Kynureninase (L-kynurenine hydrolase)	Standard	0	-11.3743	-18.2915
32970	SLAMF1	Signaling lymphocytic activation molecule family member 1	Standard	0	-11.5437	-18.1494
132739	HIC	I-mfa domain-containing protein	Standard	-17.1732	-12.5813	0
212169	CDGAP	KIAA1204 protein	Standard	-16.3065	0	-13.5999
82359	TNFRSF6	Tumor necrosis factor receptor superfamily, member 6	Standard	0	-11.8949	-18.3732
210387	JAK3	Janus kinase 3 (a protein tyrosine kinase, leukocyte)	Standard	-15.8258	-15.5663	0
41691	BATF	Basic leucine zipper transcription factor, ATF-like	Standard	-22.5944	-11.3984	0
283063	LMO2	LIM domain only 2 (rhombotin-like 1)	Standard	0	-18.0737	-19.9074
515126	ICAM1	Intercellular adhesion molecule 1 (CD54), human rhinovirus receptor	Standard	-13.436	-12.748	-13.9145
153563	LY75	Lymphocyte antigen 75	Standard	-13.2327	-12.1562	-16.0774
81328	NFKBIA	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	Standard	-14.1343	-11.7082	-15.7313
62919	SNFT	Jun dimerization protein p21SNFT	Standard	-14.0815	-11.151	-16.4483
211600	TNFAIP3	Tumor necrosis factor, alpha-induced protein 3	Standard	-14.6042	-12.8813	-15.3668
440808	FNBP1	Formin binding protein 1	Standard	-15.729	-14.02	-13.5184
355724	CFLAR	CASP8 and FADD-like apoptosis regulator	Standard	-17.9956	-12.8148	-14.057
432453	MAP3K8	Mitogen-activated protein kinase kinase kinase 8	Standard	-16.7691	-13.4108	-15.623
170087	AHR	Aryl hydrocarbon receptor	Standard	-18.4371	-13.5226	-15.1808
306278	CD44	CD44 antigen (homing function and Indian blood group system)	Standard	-19.8998	-13.3365	-14.4344
534007	TICAM2	Toll-like receptor adaptor molecule 2	Standard	-19.5849	-11.7842	-16.7622
221851	SAMSN1	SAM domain, SH3 domain and nuclear localisation signals, 1	Standard	-15.2832	-13.5199	-20.695
388313	BIC	BIC transcript	Standard	-24.9273	-12.9335	-14.866
501452	EBI3	Epstein-Barr virus induced gene 3	Standard	-22.8331	-14.7374	-15.904
421342	STAT3	Signal transducer and activator of transcription 3 (acute-phase response factor)	Standard	-23.5154	-20.1203	-15.3981
227817	BCL2A1	BCL2-related protein A1	Standard	-25.3958	-16.6216	-20.2644
439911	TERT	Telomerase reverse transcriptase	Myc	18.2601	15.0252	18.1267
344524	DLEU1	Deleted in lymphocytic leukemia, 1	Myc	12.1091	16.2384	21.6805
202453	MYC	V-myc myelocytomatosis viral oncogene homolog (avian)	Myc	10.9943	14.3164	18.3121
89525	HDGF	Hepatoma-derived growth factor (high-mobility group protein 1-like)	Myc	14.8262	13.7216	12.65
436187	TRIP13	Thyroid hormone receptor interactor 13	Myc	10.4744	11.1117	17.375
36708	BUB1B	BUB1 budding uninhibited by benzimidazoles 1 homolog beta (yeast)	Myc	10.8691	12.5521	15.0914
309763	GRSF1	G-rich RNA sequence binding factor 1	Myc	14.772	12.5209	11.1628
313544	NS	Nucleostemin	Myc	6.8203	13.8432	17.7487
223745	MATR3	Matrin 3	Myc	14.6811	12.6358	10.7159
182490	LRPPRC	Leucine-rich PPR-motif containing	Myc	11.2021	11.9728	14.2619
180610	SFPQ	Splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	Myc	10.6432	11.5053	15.2709
369358	SRPK1	SFRS protein kinase 1	Myc	9.4894	9.9563	16.4251
376064	NOL5A	Nucleolar protein 5A (56kDa with KKE/D repeat)	Myc	10.3002	11.5203	12.9299
3352	HDAC2	Histone deacetylase 2	Myc	11.2897	11.3379	11.8413
434102	HMGB1	High-mobility group box 1	Myc	9.7273	6.4502	10.4497
413901	MAPKAPK5	Mitogen-activated protein kinase-activated protein kinase 5	Myc	8.3551	7.2907	9.3318
458360	UCK2	Uridine-cytidine kinase 2	Myc	4.5269	8.7937	11.3086
180034	CSTF3	Hypothetical protein LOC283267	Myc	4.9454	9.0909	8.5161
75514	NP	Nucleoside phosphorylase	Myc	1.9979	8.2673	9.3723
268849	GLO1	Glyoxalase I	Myc	1.4733	7.8421	9.6107
75337	NOLC1	Nucleolar and coiled-body phosphoprotein 1	Myc	2.4863	7.4429	8.8789
