probe set	Annotation	GeneCluster	Mean HC 1A	Mean HC 1B	Mean HC 2A	Mean HC 2B	Mean SC1	SD SC1	Mean SC2	SD SC2
213998_s_at	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 17 (72kD)	HC1A	394.3028571	207.5529167	241.2262444	262.2683107	340.1857966	210.0321813	247.0805268	156.2428003
214279_s_at	N-myc downstream-regulated gene 2	HC1A	2143.420381	1248.5311	597.5705667	549.7624393	1841.486897	1100.735097	718.4265411	592.4957794
214393_at	Consensus includes gb:AI884814 /FEA=EST /DB_XREF=gi:5589978 /DB_XREF=est:wl85a05.x1 /CLONE=IMAGE:2431664 /UG=Hs.21964 ESTs	HC1A	511.046381	166.4095111	226.8421889	206.9914929	409.3364759	273.7550678	209.5626536	109.6764503
214680_at	neurotrophic tyrosine kinase, receptor, type 2	HC1A	2161.219476	1073.756333	659.3673333	779.7235679	1661.53531	1000.73403	896.9566232	724.9397232
215119_at	KIAA0865 protein	HC1A	203.5141571	93.63225556	82.83439444	59.78543929	179.2329655	164.6011901	70.11488036	58.13720463
215180_at	Consensus includes gb:AL109703.1 /DEF=Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 25206. /FEA=mRNA /DB_XREF=gi:5689812 /UG=Hs.25314 Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 25206	HC1A	313.3442857	111.4362611	214.0968167	91.482575	211.7805414	141.4792796	158.2089607	155.6157769
215306_at	Consensus includes gb:AL049443.1 /DEF=Homo sapiens mRNA; cDNA DKFZp586N2020 (from clone DKFZp586N2020). /FEA=mRNA /DB_XREF=gi:4500224 /UG=Hs.161283 Homo sapiens mRNA; cDNA DKFZp586N2020 (from clone DKFZp586N2020)	HC1A	400.7730952	88.79222222	167.4305333	156.3044821	287.8017172	205.6245845	161.7592911	109.9614236
217359_s_at	neural cell adhesion molecule 1	HC1A	381.1455238	315.9703778	184.4037722	117.78205	365.0253379	160.934781	173.6241661	165.8767832
218087_s_at	SH3-domain protein 5 (ponsin)	HC1A	1244.820286	668.8983333	541.8576667	634.1767571	1127.655448	523.4627863	589.1031286	273.1953829
218304_s_at	hypothetical protein FLJ13164	HC1A	1052.881905	389.0506667	462.1001278	512.1182857	807.9567931	431.9754567	506.0678446	256.5168711
218706_s_at	hypothetical protein FLJ21313	HC1A	1231.38619	536.1191111	390.6318889	628.4049286	927.593931	494.891167	593.4953929	360.2882832
218796_at	hypothetical protein FLJ20116	HC1A	710.3913333	238.7997833	465.5115889	136.5379821	560.8550448	390.2635561	270.6087482	344.1821892
219090_at	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	HC1A	451.3007143	259.5644444	335.6132444	198.1211714	398.8064138	258.1055806	253.0807179	167.4937149
219107_at	chondroitin sulfate proteoglycan BEHAB/brevican	HC1A	4060.638095	1422.728944	2990.151389	1690.521021	2980.37169	1521.359581	2243.01885	1742.973597
219196_at	secretogranin III	HC1A	787.8569048	390.5133333	316.0822778	167.7424607	691.3956207	465.7579846	248.3934268	160.4524193
219230_at	hypothetical protein FLJ10970	HC1A	956.8757143	265.3590611	375.2750556	154.9567036	695.2878759	560.0032448	282.1650607	300.9946276
219537_x_at	delta-like 3 (Drosophila)	HC1A	1490.426048	358.0996778	742.9751667	239.5888	1083.764531	929.7691069	471.3858786	489.7780522
219643_at	low density lipoprotein-related protein 1B (deleted in tumors)	HC1A	306.576881	202.8675611	147.2796111	96.19177857	288.1491931	147.4535817	126.3894071	85.89210373
219743_at	hairy/enhancer-of-split related with YRPW motif 2	HC1A	374.9008143	155.7181444	240.2903444	141.5340107	300.6357069	191.2582527	182.9569054	127.6764192
220116_at	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	HC1A	539.8468095	214.9156778	205.7136556	214.9492607	420.4015	284.2246178	227.41155	207.1283787
220522_at	crumbs homolog 1 (Drosophila)	HC1A	260.8453333	101.6211889	185.8521	115.4163429	225.4933483	164.8966333	131.1539589	74.68446276
221204_s_at	cartilage acidic protein 1	HC1A	465.0435238	115.8564667	252.4031722	133.7725179	381.6076069	381.4746089	162.028525	164.0340284
221606_s_at	nucleosomal binding protein 1	HC1A	266.0860952	126.94195	151.9867611	107.3201036	217.0652138	89.56457717	130.6892232	69.52945273
221623_at	chondroitin sulfate proteoglycan BEHAB/brevican	HC1A	578.8932857	293.2111111	364.2700556	251.5377893	482.4943793	218.7544629	304.3239482	184.6746165
221959_at	Consensus includes gb:BE672313 /FEA=EST /DB_XREF=gi:10032854 /DB_XREF=est:7a59b10.x1 /CLONE=IMAGE:3223003 /UG=Hs.34054 Homo sapiens cDNA: FLJ22488 fis, clone HRC10948, highly similar to HSU79298 Human clone 23803 mRNA	HC1A	699.129619	325.5636111	471.4151667	272.0659286	592.2616897	344.7810791	347.671375	169.037311
222357_at	Consensus includes gb:AW974823 /FEA=EST /DB_XREF=gi:8166026 /DB_XREF=est:EST386928 /UG=Hs.105411 ESTs	HC1A	572.3358571	238.7477722	424.2975889	305.86475	447.9816517	285.311797	348.6895464	221.3673004
222784_at	secreted modular calcium-binding protein 1	HC1A	1808.373048	589.3261667	1139.856894	175.7641393	1515.257593	1056.760219	537.1438357	685.8212022
222898_s_at	delta-like 3 (Drosophila)	HC1A	530.4250905	105.3502833	237.3487944	96.35863214	384.4965724	418.201092	158.1277036	155.4673442
227984_at	Consensus includes gb:BE464483 /FEA=EST /DB_XREF=gi:9510258 /DB_XREF=est:hz17g05.x1 /CLONE=IMAGE:3208280 /UG=Hs.6382 ESTs, Highly similar to T00391 hypothetical protein KIAA0612 H.sapiens	HC1A	1738.767524	814.9085556	913.9139444	334.6793571	1426.327138	1034.956844	636.43675	545.9267902
228018_at	Consensus includes gb:BF593263 /FEA=EST /DB_XREF=gi:11685587 /DB_XREF=est:7o58f12.x1 /CLONE=IMAGE:3578279 /UG=Hs.46751 ESTs	HC1A	1182.261714	393.6751333	506.7594278	234.8141571	827.9285345	654.7916326	421.4319107	397.4650412
228269_x_at	Calsenilin, presenilin-binding protein, EF hand transcription factor	HC1A	232.8062476	197.55175	140.0451056	60.04398214	226.3510172	126.1592902	108.6201179	100.8699547
228509_at	KIAA1678	HC1A	242.914319	181.6953833	142.3083722	58.72289643	249.2127034	159.1420017	95.54180357	84.69410307
229378_at	Consensus includes gb:N53051 /FEA=EST /DB_XREF=gi:1194217 /DB_XREF=est:yv53h09.s1 /CLONE=IMAGE:246497 /UG=Hs.37636 ESTs, Weakly similar to KIAA1392 protein H.sapiens	HC1A	213.3508571	101.2911611	50.31025	30.42852857	173.0180759	158.5380525	54.35121429	76.75141805
229799_s_at	Consensus includes gb:AI569787 /FEA=EST /DB_XREF=gi:4533161 /DB_XREF=est:tn05g10.x1 /CLONE=IMAGE:2166786 /UG=Hs.78792 ESTs	HC1A	533.0853333	423.2608889	212.8898	144.736875	505.6664483	190.9820317	214.8894625	170.0387023
229831_at	contactin 3 (plasmacytoma associated)	HC1A	298.7254619	255.3077	179.2630444	35.13939286	308.5564345	189.2458437	109.4870446	135.2472797
229875_at	Consensus includes gb:AI363193 /FEA=EST /DB_XREF=gi:4114814 /DB_XREF=est:qy68f04.x1 /CLONE=IMAGE:2017183 /UG=Hs.47289 ESTs	HC1A	456.0285952	487.4234278	364.2287667	95.74354286	526.6763034	336.1708071	219.8847571	252.3113505
229901_at	Consensus includes gb:AI056483 /FEA=EST /DB_XREF=gi:3330349 /DB_XREF=est:oy53b01.x1 /CLONE=IMAGE:1669513 /UG=Hs.27788 ESTs	HC1A	211.280781	182.0122222	152.0010278	60.22237857	224.9473172	157.5107754	100.2123089	100.9837963
230577_at	Consensus includes gb:AW014022 /FEA=EST /DB_XREF=gi:5862779 /DB_XREF=est:UI-H-BI0-aah-f-09-0-UI.s1 /CLONE=IMAGE:2709281 /UG=Hs.170953 ESTs	HC1A	1636.62419	1067.685111	661.8930444	466.8594929	1438.060897	720.9176612	658.3895464	480.9346129
232059_at	Downs syndrome cell adhesion molecule like 1	HC1A	301.7237571	174.2643611	186.8573778	63.83638214	273.9795345	129.4164979	119.2571857	92.50399251
234472_at	KIAA1918 protein	HC1A	360.7514762	95.61951111	186.5024833	55.499575	285.7217069	249.2563326	105.7506339	119.4320386
235885_at	Consensus includes gb:AA810452 /FEA=EST /DB_XREF=gi:2875724 /DB_XREF=est:ob94e01.s1 /CLONE=IMAGE:1339032 /UG=Hs.123222 ESTs	HC1A	416.9955667	265.9131556	106.67545	189.7539714	367.8314207	235.4823787	180.5268179	186.4305725
239509_at	Consensus includes gb:N47328 /FEA=EST /DB_XREF=gi:1188494 /DB_XREF=est:yy87e11.s1 /CLONE=IMAGE:280556 /UG=Hs.111539 ESTs	HC1A	232.3439857	57.16028333	71.5505	42.34297857	155.2563207	131.4328519	69.2712125	80.30298279
49306_at	AD037 protein	HC1A	1199.63719	465.4263889	481.9776667	628.2971071	931.4463103	507.3007021	586.1791071	271.0920087
60474_at	hypothetical protein FLJ20116	HC1A	726.4489048	265.25575	485.89125	167.8107036	575.2052759	374.8026127	299.8896375	326.0356314
91920_at	chondroitin sulfate proteoglycan BEHAB/brevican	HC1A	2631.562381	839.8651111	1847.178889	1109.045607	1904.721897	1172.048899	1418.677571	1222.630373
203018_s_at	KIAA0923 protein	HC1B	117.8848571	391.2722778	165.8384167	115.6556464	252.8259172	219.5539604	150.1782321	84.06874834
203498_at	Down syndrome critical region gene 1-like 1	HC1B	203.2459762	915.3365	234.0424167	249.040875	582.7067207	537.9387472	268.4220643	233.4161021
204288_s_at	Arg/Abl-interacting protein ArgBP2	HC1B	122.8447238	416.8966111	228.5662389	182.6993143	231.2430138	199.8926096	225.1357839	143.9772494
204337_at	regulator of G-protein signalling 4	HC1B	308.6292429	1454.999333	340.8505	298.2865964	853.0294207	899.6472115	400.3693321	383.4008805
204589_at	KIAA0537 gene product	HC1B	362.5086	1061.2815	453.5367889	439.2810714	682.6289862	515.0851669	488.9828429	301.8288496
205384_at	FXYD domain-containing ion transport regulator 1 (phospholemman)	HC1B	174.799281	615.9296667	211.2382889	252.441175	317.5702621	293.4808386	293.1897036	231.1861365
205549_at	Purkinje cell protein 4	HC1B	132.1626905	451.6205556	264.6812	150.578725	244.9510379	243.983754	228.2405768	214.7726366
206140_at	LIM homeobox protein 2	HC1B	155.5536714	413.8643889	431.6955667	196.9792821	272.6086207	204.0973983	287.437075	273.4366336
206857_s_at	FK506 binding protein 1B (12.6 kD)	HC1B	115.2730286	364.9514444	190.2382167	153.4286929	225.8010862	206.1564854	181.4628464	112.6992902
209392_at	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)	HC1B	529.3952857	1596.498944	704.0470111	673.4972321	872.729931	699.7660339	822.7836196	755.7432078
209897_s_at	slit homolog 2 (Drosophila)	HC1B	93.90845238	268.4222778	134.3560444	177.5694107	179.1482621	141.7646531	160.6916286	154.1974471
210347_s_at	B-cell CLL/lymphoma 11A (zinc finger protein)	HC1B	91.56387619	334.9972778	169.8305778	94.87476071	207.684369	191.2045817	136.4890964	86.5496779
212473_s_at	Consensus includes gb:BE965029 /FEA=EST /DB_XREF=gi:11768976 /DB_XREF=est:601658812R1 /CLONE=IMAGE:3886131 /UG=Hs.198793 Homo sapiens cDNA: FLJ22463 fis, clone HRC10126	HC1B	195.6549286	835.6470556	302.5608778	364.315375	439.9080448	424.5081355	393.5713125	343.5792876
213479_at	neuronal pentraxin II	HC1B	242.3470762	816.3670556	794.6917167	426.272725	400.6174828	760.9126163	614.3942107	847.7665467
213666_at	septin 6	HC1B	153.6392762	476.2396111	300.5357667	177.8768036	287.2363103	221.5347536	247.4835554	173.0537334
218625_at	neuritin	HC1B	455.5668952	1247.386556	809.4414444	654.1746786	733.5367862	615.4891142	779.1809464	434.1542062
218751_s_at	F-box and WD-40 domain protein 7 (archipelago homolog, Drosophila)	HC1B	105.025381	377.3381111	162.7087278	115.7259893	225.5585483	231.8578964	154.0268911	80.78588622
219697_at	heparan sulfate (glucosamine) 3-O-sulfotransferase 2	HC1B	143.9801143	514.6918889	307.2684722	159.1732179	265.7033345	338.6479749	260.1843268	292.8198391
220131_at	FXYD domain-containing ion transport regulator 7	HC1B	117.8438952	436.0589444	233.8753778	117.1497714	258.0629483	252.8457005	184.4626375	177.5559391
221810_at	Consensus includes gb:AA631242 /FEA=EST /DB_XREF=gi:2553853 /DB_XREF=est:nq81b04.s1 /CLONE=IMAGE:1158703 /UG=Hs.21349 ESTs, Moderately similar to RB15 RAT RAS-RELATED PROTEIN RAB-15 R.norvegicus	HC1B	238.6614762	855.5891111	547.9076667	303.3599607	524.350931	516.398223	420.7631232	329.546004
223500_at	complexin 1	HC1B	286.6203381	714.3250556	266.3676167	117.3466214	498.5745345	423.6010641	223.1881982	220.4878037
223529_at	synaptotagmin IV	HC1B	304.2460286	969.9730556	315.6087389	123.6146607	661.1082897	606.4454895	246.7626607	232.4179569
223572_at	KIAA1173 protein	HC1B	195.2749381	596.6218222	130.3829722	157.884775	323.6322828	311.1226563	218.2553125	252.7213342
223654_s_at	bruno-like 4, RNA binding protein (Drosophila)	HC1B	155.7000571	683.9322778	189.1743722	80.03171786	401.2940759	454.9815292	171.2318	179.3120599
223708_at	complement-c1q tumor necrosis factor-related protein 4	HC1B	89.34019048	237.8066444	69.80613333	42.994675	158.5675655	162.3555093	71.76009821	60.37148494
224482_s_at	hypothetical protein MGC11316	HC1B	113.5023762	236.0236889	74.21494444	48.368975	173.4235586	128.2307721	76.65881071	66.9944448
224650_at	mal, T-cell differentiation protein 2	HC1B	48.05372857	255.7672278	61.03415	30.69868571	157.6167414	189.2170456	53.57555	54.75230224
225111_s_at	N-ethylmaleimide-sensitive factor attachment protein, beta	HC1B	369.1987667	1674.415833	495.5887944	232.1578929	958.5950345	982.1551207	455.6146857	485.9949045
225815_at	hypothetical protein DKFZp547D155	HC1B	205.0655429	792.1751111	258.1971722	107.7532	464.1036241	463.1992941	228.0564643	246.5603743
226086_at	synaptotagmin XIII	HC1B	171.3460667	737.9485556	212.6472278	72.30310714	449.3747	506.3066924	173.243075	198.7123855
226591_at	Consensus includes gb:BG413612 /FEA=EST /DB_XREF=gi:13319165 /DB_XREF=est:7j63h07.x1 /CLONE=IMAGE:3391165 /UG=Hs.22543 Homo sapiens mRNA; cDNA DKFZp761I1912 (from clone DKFZp761I1912)	HC1B	425.6601429	684.2758333	333.833	160.5104071	574.7476552	265.4305636	269.4898464	182.6674304
226618_at	Consensus includes gb:AW572911 /FEA=EST /DB_XREF=gi:7237644 /DB_XREF=est:hf17d06.x1 /CLONE=IMAGE:2932139 /UG=Hs.75893 ankyrin 3, node of Ranvier (ankyrin G)	HC1B	214.6010429	608.7311667	221.3460611	103.1777536	420.2556759	337.2436729	181.2424018	143.7857231
226918_at	KIAA1831 protein	HC1B	845.5610952	1453.147889	804.6166667	236.6216143	1188.634207	695.3929342	545.5635393	479.5892485
227053_at	protein kinase C and casein kinase substrate in neurons 1	HC1B	221.5269857	1247.997778	262.5061667	102.2760607	701.2111172	827.1276716	256.6025893	323.6940751
227240_at	Consensus includes gb:AV703769 /FEA=EST /DB_XREF=gi:10721096 /DB_XREF=est:AV703769 /CLONE=ADBBVG03 /UG=Hs.237517 ESTs	HC1B	268.2032	1071.1605	391.5920778	147.4141893	657.4764414	673.7278823	303.9748946	310.5046671
227425_at	Consensus includes gb:AI984607 /FEA=EST /DB_XREF=gi:5811884 /DB_XREF=est:wr84a11.x1 /CLONE=IMAGE:2494364 /UG=Hs.5740 ESTs	HC1B	186.5346476	338.9151111	127.6347222	78.32135714	264.8665862	150.1469377	121.9105643	79.1345285
227441_s_at	putative 47 kDa protein	HC1B	87.31175238	312.2177111	108.6207833	69.69559286	176.353331	164.6133573	111.5333875	102.3145743
227690_at	gamma-aminobutyric acid (GABA) A receptor, beta 3	HC1B	266.8591095	491.0523889	229.4562222	82.71591429	405.7939448	254.9074723	162.8788839	144.2195853
227830_at	gamma-aminobutyric acid (GABA) A receptor, beta 3	HC1B	273.3839429	427.827	208.8024333	69.35491786	388.5261276	223.6432681	140.6262964	114.4615975
228109_at	Consensus includes gb:AI912976 /FEA=EST /DB_XREF=gi:5632831 /DB_XREF=est:wa09e12.x1 /CLONE=IMAGE:2297614 /UG=Hs.187497 ESTs	HC1B	174.9842333	714.4060556	196.7385111	148.7909786	433.9325448	444.5523127	208.1674054	177.0518986
228206_at	heparan sulfate (glucosamine) 3-O-sulfotransferase 4	HC1B	87.10235714	243.7749889	71.67971111	50.82904643	166.4929586	142.2233271	73.25449286	54.83146345
228260_at	Consensus includes gb:AL161628 /DEF=Human DNA sequence from clone RP11-31K16 on chromosome 9. Contains a snoRNA binding domain pseudogene, the ELAVL2 gene for ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2, ESTs, STSs, GSSs and a CpG island	HC1B	274.6555857	618.4748333	228.57175	97.32783571	450.6109241	321.4423906	190.57265	169.0316297
228403_at	Consensus includes gb:AL541276 /FEA=EST /DB_XREF=gi:12872189 /DB_XREF=est:AL541276 /CLONE=CS0DE005YL01 (5 prime) /UG=Hs.16332 ESTs	HC1B	253.322481	292.7336278	148.9151667	56.03693214	260.6316621	190.5365794	130.0029696	145.6979548
228608_at	novel protein (ortholog of rat four repeat ion channel)	HC1B	286.5170952	323.4821667	165.1594889	104.3563321	321.3017931	103.2129407	150.2970375	101.4196951
228973_at	Consensus includes gb:AA057445 /FEA=EST /DB_XREF=gi:1550086 /DB_XREF=est:zf57h11.s1 /CLONE=IMAGE:381093 /UG=Hs.294027 ESTs	HC1B	250.9605762	811.8066111	253.8582222	150.0447643	492.2437103	424.557042	256.7558018	222.0852012
228984_at	KIAA1394 protein	HC1B	318.6028571	776.81785	282.7597056	225.7024143	484.4545966	573.8910532	322.0275054	437.9402106
