RefSeq	Definition	Gene ID	Symbol	Name	Synonyms	Chr	Fold Change	p Value	Cluster Id
NM_006981	Homo sapiens nuclear receptor subfamily 4, group A, member 3 (NR4A3), transcript variant 1, mRNA.	8013	NR4A3	nuclear receptor subfamily 4, group A, member 3	CHN|CSMF|MINOR|NOR1|TEC	9	1.528	0.00000352	1
NM_173198	Homo sapiens nuclear receptor subfamily 4, group A, member 3 (NR4A3), transcript variant 2, mRNA.	8013	NR4A3	nuclear receptor subfamily 4, group A, member 3	CHN|CSMF|MINOR|NOR1|TEC	9	1.528	0.00000352	1
NM_173200	Homo sapiens nuclear receptor subfamily 4, group A, member 3 (NR4A3), transcript variant 3, mRNA.	8013	NR4A3	nuclear receptor subfamily 4, group A, member 3	CHN|CSMF|MINOR|NOR1|TEC	9	1.528	0.00000352	1
NM_005261	Homo sapiens GTP binding protein overexpressed in skeletal muscle (GEM), transcript variant 1, mRNA.	2669	GEM	GTP binding protein overexpressed in skeletal muscle	KIR|MGC26294	8	1.505	0.00006	1
NM_181702	Homo sapiens GTP binding protein overexpressed in skeletal muscle (GEM), transcript variant 2, mRNA.	2669	GEM	GTP binding protein overexpressed in skeletal muscle	KIR|MGC26294	8	1.505	0.00006	1
NM_012323	Homo sapiens v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian) (MAFF), transcript variant 1, mRNA.	23764	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	U-MAF|hMafF	22	1.48	0.000495	1
NM_152878	Homo sapiens v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian) (MAFF), transcript variant 2, mRNA.	23764	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	U-MAF|hMafF	22	1.48	0.000495	1
XM_058720							1.438	0.0000245	1
XM_933305							1.438	0.0000245	1
XM_939866							1.438	0.0000245	1
XM_944368							1.438	0.0000245	1
NM_002970	Homo sapiens spermidine/spermine N1-acetyltransferase 1 (SAT1), mRNA.	6303	SAT1	spermidine/spermine N1-acetyltransferase 1	DC21|KFSD|SAT|SSAT|SSAT-1	X	1.435	0.00024	1
NM_000584	Homo sapiens interleukin 8 (IL8), mRNA.	3576	IL8	interleukin 8	CXCL8|GCP-1|GCP1|LECT|LUCT|LYNAP|MDNCF|MONAP|NAF|NAP-1|NAP1	4	1.434	0.0000158	1
NM_005582	Homo sapiens CD180 molecule (CD180), mRNA.	4064	CD180	CD180 molecule	LY64|Ly78|MGC126233|MGC126234|RP105	5	1.419	0.00000417	1
NM_004198	Homo sapiens cholinergic receptor, nicotinic, alpha 6 (CHRNA6), mRNA.	8973	CHRNA6	cholinergic receptor, nicotinic, alpha 6	CHNRA6	8	1.406	0.0000872	1
NM_000110	Homo sapiens dihydropyrimidine dehydrogenase (DPYD), mRNA.	1806	DPYD	dihydropyrimidine dehydrogenase	DHP|DHPDHASE|DPD|MGC132008|MGC70799	1	1.404	0.00000394	1
NM_005308	Homo sapiens G protein-coupled receptor kinase 5 (GRK5), mRNA.	2869	GRK5	G protein-coupled receptor kinase 5	GPRK5	10	1.392	0.00000704	1
NM_000574	Homo sapiens CD55 molecule, decay accelerating factor for complement (Cromer blood group) (CD55), transcript variant 1, mRNA.	1604	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	CR|CROM|DAF|TC	1	1.387	0.000000512	1
NM_014988	Homo sapiens LIM and calponin homology domains 1 (LIMCH1), transcript variant 1, mRNA.	22998	LIMCH1	LIM and calponin homology domains 1	DKFZp434I0312|DKFZp686A01247|DKFZp686B2470|DKFZp686G18243|DKFZp686G2094|DKFZp781C1754|DKFZp781I1455|LIMCH1A|LMO7B|MGC72127	4	1.385	0.0000826	1
NM_003290	Homo sapiens tropomyosin 4 (TPM4), mRNA.	7171	TPM4	tropomyosin 4	-	19	1.362	0.000692	1
XM_933294							1.358	0.000255	1
XM_944359							1.358	0.000255	1
NM_023070	Homo sapiens zinc finger protein 643 (ZNF643), mRNA.	65243	ZNF643	zinc finger protein 643	FLJ34293|RP11-656D10.1	1	1.351	0.000146	1
NM_001270	Homo sapiens chromodomain helicase DNA binding protein 1 (CHD1), mRNA.	1105	CHD1	chromodomain helicase DNA binding protein 1	DKFZp686E2337	5	1.334	0.00000635	1
NM_014779	Homo sapiens TSC22 domain family, member 2 (TSC22D2), mRNA.	9819	TSC22D2	TSC22 domain family, member 2	KIAA0669|TILZ4a|TILZ4b|TILZ4c	3	1.331	0.000265	1
NM_006574	Homo sapiens chondroitin sulfate proteoglycan 5 (neuroglycan C) (CSPG5), mRNA.	10675	CSPG5	chondroitin sulfate proteoglycan 5 (neuroglycan C)	MGC44034|NGC	3	1.307	0.000033	1
NM_001855	Homo sapiens collagen, type XV, alpha 1 (COL15A1), mRNA.	1306	COL15A1	collagen, type XV, alpha 1	FLJ38566	9	1.27	0.00097	1
NM_005953	Homo sapiens metallothionein 2A (MT2A), mRNA.	4502	MT2A	metallothionein 2A	MT2	16	1.261	0.0000912	1
NM_000543	Homo sapiens sphingomyelin phosphodiesterase 1, acid lysosomal (SMPD1), transcript variant 1, mRNA.	6609	SMPD1	sphingomyelin phosphodiesterase 1, acid lysosomal	ASM|NPD	11	1.256	0.0000221	1
NM_001007593	Homo sapiens sphingomyelin phosphodiesterase 1, acid lysosomal (SMPD1), transcript variant 2, mRNA.	6609	SMPD1	sphingomyelin phosphodiesterase 1, acid lysosomal	ASM|NPD	11	1.256	0.0000221	1
NM_014456	Homo sapiens programmed cell death 4 (neoplastic transformation inhibitor) (PDCD4), transcript variant 1, mRNA.	27250	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	H731|MGC33046|MGC33047	10	1.245	0.000856	1
NM_145341	Homo sapiens programmed cell death 4 (neoplastic transformation inhibitor) (PDCD4), transcript variant 2, mRNA.	27250	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	H731|MGC33046|MGC33047	10	1.245	0.000856	1
NM_015569	Homo sapiens dynamin 3 (DNM3), transcript variant 1, mRNA.	26052	DNM3	dynamin 3	KIAA0820|MGC70433	1	1.231	0.00059	1
NM_002845	Homo sapiens protein tyrosine phosphatase, receptor type, M (PTPRM), transcript variant 2, mRNA.	5797	PTPRM	protein tyrosine phosphatase, receptor type, M	MGC166994|PTPRL1|R-PTP-MU|RPTPM|RPTPU|hR-PTPu	18	1.231	3.09E-08	1
NM_004447	Homo sapiens epidermal growth factor receptor pathway substrate 8 (EPS8), mRNA.	2059	EPS8	epidermal growth factor receptor pathway substrate 8	-	12	1.226	0.00057	1
NM_078483	Homo sapiens solute carrier family 36 (proton/amino acid symporter), member 1 (SLC36A1), mRNA.	206358	SLC36A1	solute carrier family 36 (proton/amino acid symporter), member 1	LYAAT1|PAT1|TRAMD3	5	1.219	0.000319	1
NM_032960	Homo sapiens mitogen-activated protein kinase-activated protein kinase 2 (MAPKAPK2), transcript variant 2, mRNA.	9261	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	MK2	1	1.213	0.000344	1
NM_000878	Homo sapiens interleukin 2 receptor, beta (IL2RB), mRNA.	3560	IL2RB	interleukin 2 receptor, beta	CD122|P70-75	22	1.212	0.0000745	1
NM_002758	Homo sapiens mitogen-activated protein kinase kinase 6 (MAP2K6), mRNA.	5608	MAP2K6	mitogen-activated protein kinase kinase 6	MAPKK6|MEK6|MKK6|PRKMK6|SAPKK3	17	1.21	0.0000492	1
NM_031988							1.21	0.0000492	1
NM_182691	Homo sapiens SFRS protein kinase 2 (SRPK2), transcript variant 2, mRNA.	6733	SRPK2	SFRS protein kinase 2	FLJ36101|SFRSK2	7	1.207	0.0000327	1
NM_182692	Homo sapiens SFRS protein kinase 2 (SRPK2), transcript variant 1, mRNA.	6733	SRPK2	SFRS protein kinase 2	FLJ36101|SFRSK2	7	1.207	0.0000327	1
XM_114303							1.205	0.000408	1
XM_931041							1.205	0.000408	1
NM_031412	Homo sapiens GABA(A) receptor-associated protein like 1 (GABARAPL1), mRNA.	23710	GABARAPL1	GABA(A) receptor-associated protein like 1	APG8-LIKE|APG8L|ATG8|ATG8L|GEC1	12	1.198	0.00000951	1
NM_001006639	Homo sapiens transcription elongation factor A (SII)-like 1 (TCEAL1), transcript variant 2, mRNA.	9338	TCEAL1	transcription elongation factor A (SII)-like 1	SIIR|p21|pp21	X	1.197	0.0000619	1
NM_001006640	Homo sapiens transcription elongation factor A (SII)-like 1 (TCEAL1), transcript variant 3, mRNA.	9338	TCEAL1	transcription elongation factor A (SII)-like 1	SIIR|p21|pp21	X	1.197	0.0000619	1
NM_004780	Homo sapiens transcription elongation factor A (SII)-like 1 (TCEAL1), transcript variant 1, mRNA.	9338	TCEAL1	transcription elongation factor A (SII)-like 1	SIIR|p21|pp21	X	1.197	0.0000619	1
NM_001206	Homo sapiens Kruppel-like factor 9 (KLF9), mRNA.	687	KLF9	Kruppel-like factor 9	BTEB|BTEB1	9	1.19	0.0000613	1
NM_002291	Homo sapiens laminin, beta 1 (LAMB1), mRNA.	3912	LAMB1	laminin, beta 1	CLM|MGC142015	7	1.181	0.00084	1
NM_002575	Homo sapiens serpin peptidase inhibitor, clade B (ovalbumin), member 2 (SERPINB2), mRNA.	5055	SERPINB2	serpin peptidase inhibitor, clade B (ovalbumin), member 2	HsT1201|PAI|PAI-2|PAI2|PLANH2	18	1.17	0.0000636	1
NM_006079	Homo sapiens Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 (CITED2), mRNA.	10370	CITED2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	MRG1|P35SRJ	6	1.168	0.000389	1
NM_002985	Homo sapiens chemokine (C-C motif) ligand 5 (CCL5), mRNA.	6352	CCL5	chemokine (C-C motif) ligand 5	D17S136E|MGC17164|RANTES|SCYA5|SISd|TCP228	17	1.166	0.000287	1
NM_001792	Homo sapiens cadherin 2, type 1, N-cadherin (neuronal) (CDH2), mRNA.	1000	CDH2	cadherin 2, type 1, N-cadherin (neuronal)	CD325|CDHN|CDw325|NCAD	18	1.162	0.000959	1
NM_004244	Homo sapiens CD163 molecule (CD163), transcript variant 1, mRNA.	9332	CD163	CD163 molecule	M130|MM130	12	1.159	0.000373	1
NM_005328	Homo sapiens hyaluronan synthase 2 (HAS2), mRNA.	3037	HAS2	hyaluronan synthase 2	MGC126241|MGC126242	8	1.158	0.000512	1
NM_001001870	Homo sapiens chromosome 17 open reading frame 91 (C17orf91), transcript variant 2, mRNA.	84981	C17orf91	chromosome 17 open reading frame 91	DKFZp686O06159|MGC14376|MGC149751	17	1.155	0.000606	1
NM_032895	Homo sapiens chromosome 17 open reading frame 91 (C17orf91), transcript variant 1, mRNA.	84981	C17orf91	chromosome 17 open reading frame 91	DKFZp686O06159|MGC14376|MGC149751	17	1.155	0.000606	1
NM_004177	Homo sapiens syntaxin 3 (STX3), mRNA.	6809	STX3	syntaxin 3	STX3A	11	1.154	0.000134	1
NM_001616	Homo sapiens activin A receptor, type IIA (ACVR2A), mRNA.	92	ACVR2A	activin A receptor, type IIA	ACTRII|ACVR2	2	1.151	0.0000674	1
XM_027236							1.151	0.0000487	1
XM_938197							1.151	0.0000487	1
NM_015559	Homo sapiens SET binding protein 1 (SETBP1), transcript variant 1, mRNA.	26040	SETBP1	SET binding protein 1	KIAA0437|SEB	18	1.149	0.000458	1
NM_003441	Homo sapiens zinc finger protein 141 (ZNF141), mRNA.	7700	ZNF141	zinc finger protein 141	D4S90|pHZ-44	4	1.149	0.000164	1
NM_000943	Homo sapiens peptidylprolyl isomerase C (cyclophilin C) (PPIC), mRNA.	5480	PPIC	peptidylprolyl isomerase C (cyclophilin C)	CYPC|MGC3673	5	1.143	0.000364	1
NM_004833	Homo sapiens absent in melanoma 2 (AIM2), mRNA.	9447	AIM2	absent in melanoma 2	PYHIN4	1	1.143	0.000241	1
NM_006108	Homo sapiens spondin 1, extracellular matrix protein (SPON1), mRNA.	10418	SPON1	spondin 1, extracellular matrix protein	KIAA0762|MGC10724|f-spondin	11	1.142	0.000493	1
NM_004615	Homo sapiens tetraspanin 7 (TSPAN7), mRNA.	7102	TSPAN7	tetraspanin 7	A15|CCG-B7|CD231|DXS1692E|MRX58|MXS1|TALLA-1|TM4SF2|TM4SF2b	X	1.142	0.0000843	1
NM_198474	Homo sapiens olfactomedin-like 1 (OLFML1), mRNA.	283298	OLFML1	olfactomedin-like 1	UNQ564	11	1.14	0.00088	1
NM_003069	Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 (SMARCA1), transcript variant 1, mRNA.	6594	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	DKFZp686D1623|FLJ41547|ISWI|NURF140|SNF2L|SNF2L1|SNF2LB|SWI|SWI2	X	1.14	0.000994	1
NM_139035	Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 (SMARCA1), transcript variant 2, mRNA.	6594	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	DKFZp686D1623|FLJ41547|ISWI|NURF140|SNF2L|SNF2L1|SNF2LB|SWI|SWI2	X	1.14	0.000994	1
NM_002909	Homo sapiens regenerating islet-derived 1 alpha (REG1A), mRNA.	5967	REG1A	regenerating islet-derived 1 alpha	ICRF|MGC12447|P19|PSP|PSPS|PSPS1|PTP|REG	2	1.14	0.000721	1
NM_032041	Homo sapiens neurocalcin delta (NCALD), transcript variant 8, mRNA.	83988	NCALD	neurocalcin delta	MGC33870|MGC74858	8	1.139	0.000265	1
NM_005292	Homo sapiens G protein-coupled receptor 18 (GPR18), transcript variant 1, mRNA.	2841	GPR18	G protein-coupled receptor 18	-	13	1.135	0.000614	1
NM_006832	Homo sapiens fermitin family homolog 2 (Drosophila) (FERMT2), transcript variant 1, mRNA.	10979	FERMT2	fermitin family homolog 2 (Drosophila)	DKFZp686G11125|FLJ34213|FLJ44462|KIND2|MIG2|PLEKHC1|UNC112|UNC112B|mig-2	14	1.132	0.0000201	1
NM_000964	Homo sapiens retinoic acid receptor, alpha (RARA), transcript variant 1, mRNA.	5914	RARA	retinoic acid receptor, alpha	NR1B1|RAR	17	1.132	0.000309	1
NM_001024809	Homo sapiens retinoic acid receptor, alpha (RARA), transcript variant 2, mRNA.	5914	RARA	retinoic acid receptor, alpha	NR1B1|RAR	17	1.132	0.000309	1
NM_001033603							1.132	0.000309	1
NM_004288	Homo sapiens cytohesin 1 interacting protein (CYTIP), mRNA.	9595	CYTIP	cytohesin 1 interacting protein	B3-1|CASP|CYBR|CYTHIP|HE|PSCDBP	2	1.132	0.0006	1
NM_002185	Homo sapiens interleukin 7 receptor (IL7R), mRNA.	3575	IL7R	interleukin 7 receptor	CD127|CDW127|IL-7R-alpha|IL7RA|ILRA	5	1.13	0.0000538	1
XM_088636							1.129	0.000126	1
XM_931154							1.129	0.000126	1
XM_937261							1.129	0.000126	1
XM_943237							1.129	0.000126	1
NM_005811	Homo sapiens growth differentiation factor 11 (GDF11), mRNA.	10220	GDF11	growth differentiation factor 11	BMP-11|BMP11	12	1.129	0.000177	1
NM_001002026	Homo sapiens claudin 18 (CLDN18), transcript variant 2, mRNA.	51208	CLDN18	claudin 18	SFTA5|SFTPJ	3	1.127	0.000496	1
NM_016369	Homo sapiens claudin 18 (CLDN18), transcript variant 1, mRNA.	51208	CLDN18	claudin 18	SFTA5|SFTPJ	3	1.127	0.000496	1
NM_002988	Homo sapiens chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated) (CCL18), mRNA.	6362	CCL18	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	AMAC-1|AMAC1|CKb7|DC-CK1|DCCK1|MIP-4|PARC|SCYA18	17	1.125	0.000717	1
NM_002738	Homo sapiens protein kinase C, beta (PRKCB), transcript variant 2, mRNA.	5579	PRKCB	protein kinase C, beta	MGC41878|PKC-beta|PKCB|PRKCB1|PRKCB2	16	1.122	0.000326	1
NM_212535	Homo sapiens protein kinase C, beta (PRKCB), transcript variant 1, mRNA.	5579	PRKCB	protein kinase C, beta	MGC41878|PKC-beta|PKCB|PRKCB1|PRKCB2	16	1.119	0.000308	1
NM_002048	Homo sapiens growth arrest-specific 1 (GAS1), mRNA.	2619	GAS1	growth arrest-specific 1	-	9	1.117	0.000191	1
NM_003702	Homo sapiens regulator of G-protein signaling 20 (RGS20), transcript variant 2, mRNA.	8601	RGS20	regulator of G-protein signaling 20	RGSZ1|ZGAP1	8	1.116	0.000193	1
NM_170587	Homo sapiens regulator of G-protein signaling 20 (RGS20), transcript variant 1, mRNA.	8601	RGS20	regulator of G-protein signaling 20	RGSZ1|ZGAP1	8	1.116	0.000193	1
NM_000764	Homo sapiens cytochrome P450, family 2, subfamily A, polypeptide 7 (CYP2A7), transcript variant 1, mRNA.	1549	CYP2A7	cytochrome P450, family 2, subfamily A, polypeptide 7	CPA7|CPAD|CYP2A|CYPIIA7|P450-IIA4	19	1.115	0.0000612	1
NM_030589	Homo sapiens cytochrome P450, family 2, subfamily A, polypeptide 7 (CYP2A7), transcript variant 2, mRNA.	1549	CYP2A7	cytochrome P450, family 2, subfamily A, polypeptide 7	CPA7|CPAD|CYP2A|CYPIIA7|P450-IIA4	19	1.115	0.0000612	1
NM_006618	Homo sapiens jumonji, AT rich interactive domain 1B (JARID1B), mRNA.	10765	JARID1B	jumonji, AT rich interactive domain 1B	FLJ10538|FLJ12459|FLJ12491|FLJ16281|FLJ23670|KDM5B|PLU-1|PUT1|RBBP2H1A	1	1.112	0.000122	1
NM_052847	Homo sapiens guanine nucleotide binding protein (G protein), gamma 7 (GNG7), mRNA.	2788	GNG7	guanine nucleotide binding protein (G protein), gamma 7	FLJ00058	19	1.11	0.000154	1
NM_002998	Homo sapiens syndecan 2 (SDC2), mRNA.	6383	SDC2	syndecan 2	HSPG|HSPG1|SYND2	8	1.109	0.000637	1
NM_001847	Homo sapiens collagen, type IV, alpha 6 (COL4A6), transcript variant A, mRNA.	1288	COL4A6	collagen, type IV, alpha 6	MGC88184	X	1.107	0.0000618	1
NM_004170	Homo sapiens solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1 (SLC1A1), mRNA.	6505	SLC1A1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	EAAC1|EAAT3	9	1.107	0.000724	1
NM_002045	Homo sapiens growth associated protein 43 (GAP43), transcript variant 2, mRNA.	2596	GAP43	growth associated protein 43	B-50|PP46	3	1.107	0.0000219	1
NM_021110	Homo sapiens collagen, type XIV, alpha 1 (COL14A1), mRNA.	7373	COL14A1	collagen, type XIV, alpha 1	UND	8	1.105	0.00079	1
NM_005224	Homo sapiens AT rich interactive domain 3A (BRIGHT-like) (ARID3A), mRNA.	1820	ARID3A	AT rich interactive domain 3A (BRIGHT-like)	BRIGHT|DRIL1|DRIL3|E2FBP1	19	1.105	0.000683	1
NM_015375	Homo sapiens receptor interacting protein kinase 5 (RIPK5), transcript variant 1, mRNA.	25778	DSTYK	dual serine/threonine and tyrosine protein kinase	DustyPK|HDCMD38P|KIAA0472|RIP5|RIPK5	1	1.105	0.000163	1
NM_199462	Homo sapiens receptor interacting protein kinase 5 (RIPK5), transcript variant 2, mRNA.	25778	DSTYK	dual serine/threonine and tyrosine protein kinase	DustyPK|HDCMD38P|KIAA0472|RIP5|RIPK5	1	1.105	0.000163	1
NM_000371	Homo sapiens transthyretin (TTR), mRNA.	7276	TTR	transthyretin	HsT2651|PALB|TBPA	18	1.104	0.000231	1
NM_001198	Homo sapiens PR domain containing 1, with ZNF domain (PRDM1), transcript variant 1, mRNA.	639	PRDM1	PR domain containing 1, with ZNF domain	BLIMP1|MGC118922|MGC118923|MGC118924|MGC118925|PRDI-BF1	6	1.102	0.000712	1
NM_182907	Homo sapiens PR domain containing 1, with ZNF domain (PRDM1), transcript variant 2, mRNA.	639	PRDM1	PR domain containing 1, with ZNF domain	BLIMP1|MGC118922|MGC118923|MGC118924|MGC118925|PRDI-BF1	6	1.102	0.000712	1
NM_005822	Homo sapiens regulator of calcineurin 2 (RCAN2), mRNA.	10231	RCAN2	regulator of calcineurin 2	CSP2|DSCR1L1|MCIP2|RCN2|ZAKI-4|ZAKI4|hRCN2	6	1.101	0.0000395	1
NM_003506	Homo sapiens frizzled homolog 6 (Drosophila) (FZD6), mRNA.	8323	FZD6	frizzled homolog 6 (Drosophila)	Hfz6	8	1.098	0.000326	1
XM_290546							1.098	0.000129	1
XM_934572							1.098	0.000129	1
XM_937098							1.098	0.000129	1
XM_943182							1.098	0.000129	1
NM_015236	Homo sapiens latrophilin 3 (LPHN3), mRNA.	23284	LPHN3	latrophilin 3	CIRL3|LEC3	4	1.096	0.000542	1
XM_377774							1.096	0.0000893	1
XM_930615							1.096	0.0000893	1
XM_930627							1.096	0.0000893	1
XM_930638							1.096	0.0000893	1
XM_930654							1.096	0.0000893	1
XM_938129							1.096	0.0000893	1
XM_943549							1.096	0.0000893	1
XM_943560							1.096	0.0000893	1
XM_943565							1.096	0.0000893	1
XM_943567							1.096	0.0000893	1
XM_943569							1.096	0.0000893	1
XM_375697							1.095	0.0000286	1
XM_939048							1.095	0.0000286	1
NM_004991	Homo sapiens myelodysplasia syndrome 1 (MDS1), mRNA.	4197	MDS1	myelodysplasia syndrome 1	MDS1-EVI1|PRDM3	3	1.095	0.000274	1
NM_030809	Homo sapiens family with sequence similarity 130, member A1 (FAM130A1), mRNA.	81566	CSRNP2	cysteine-serine-rich nuclear protein 2	C12orf2|C12orf22|FAM130A1|FLJ25576|TAIP-12	12	1.094	0.000452	1
NM_001972	Homo sapiens elastase 2, neutrophil (ELA2), mRNA.	1991	ELA2	elastase 2, neutrophil	GE|HLE|HNE|NE|PMN-E	19	1.094	0.000175	1
NM_001944	Homo sapiens desmoglein 3 (pemphigus vulgaris antigen) (DSG3), mRNA.	1830	DSG3	desmoglein 3 (pemphigus vulgaris antigen)	CDHF6|DKFZp686P23184|PVA	18	1.094	0.000244	1
NM_002170	Homo sapiens interferon, alpha 8 (IFNA8), mRNA.	3445	IFNA8	interferon, alpha 8	-	9	1.092	0.000163	1
NM_007024	Homo sapiens transmembrane protein 115 (TMEM115), mRNA.	11070	TMEM115	transmembrane protein 115	PL6	3	1.091	0.0000683	1
NM_007042	Homo sapiens ribonuclease P/MRP 14kDa subunit (RPP14), transcript variant 2, mRNA.	11102	RPP14	ribonuclease P/MRP 14kDa subunit	FLJ31508|P14	3	1.091	0.0000761	1
NM_018952	Homo sapiens homeobox B6 (HOXB6), mRNA.	3216	HOXB6	homeobox B6	HOX2|HOX2B|HU-2|Hox-2.2	17	1.091	0.000821	1
NM_014226	Homo sapiens renal tumor antigen (RAGE), mRNA.	5891	RAGE	renal tumor antigen	MOK|RAGE1	14	1.09	0.000558	1
NM_004120	Homo sapiens guanylate binding protein 2, interferon-inducible (GBP2), mRNA.	2634	GBP2	guanylate binding protein 2, interferon-inducible	-	1	1.09	0.0000357	1
NM_000510	Homo sapiens follicle stimulating hormone, beta polypeptide (FSHB), transcript variant 1, mRNA.	2488	FSHB	follicle stimulating hormone, beta polypeptide	-	11	1.089	0.000591	1
NM_001018080	Homo sapiens follicle stimulating hormone, beta polypeptide (FSHB), transcript variant 2, mRNA.	2488	FSHB	follicle stimulating hormone, beta polypeptide	-	11	1.089	0.000591	1
NM_007106	Homo sapiens ubiquitin-like 3 (UBL3), mRNA.	5412	UBL3	ubiquitin-like 3	DKFZp434K151|FLJ32018|HCG-1|PNSC1	13	1.089	0.000224	1
NM_001871	Homo sapiens carboxypeptidase B1 (tissue) (CPB1), mRNA.	1360	CPB1	carboxypeptidase B1 (tissue)	DKFZp779K1333|PASP|PCPB	3	1.088	0.000407	1
NM_130830	Homo sapiens leucine rich repeat containing 15 (LRRC15), transcript variant 2, mRNA.	131578	LRRC15	leucine rich repeat containing 15	LIB	3	1.088	0.0000379	1
NM_000508	Homo sapiens fibrinogen alpha chain (FGA), transcript variant alpha-E, mRNA.	2243	FGA	fibrinogen alpha chain	Fib2|MGC119422|MGC119423|MGC119425	4	1.087	0.000716	1
NM_006864	Homo sapiens leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3 (LILRB3), transcript variant 2, mRNA.	11025	LILRB3	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3	CD85A|HL9|ILT5|LIR-3|LIR3|MGC138403|PIRB	19	1.086	0.000397	1
NM_001649	Homo sapiens shroom family member 2 (SHROOM2), mRNA.	357	SHROOM2	shroom family member 2	APXL|DKFZp781J074|FLJ39277|HSAPXL	X	1.086	0.000429	1
NM_033641	Homo sapiens collagen, type IV, alpha 6 (COL4A6), transcript variant B, mRNA.	1288	COL4A6	collagen, type IV, alpha 6	MGC88184	X	1.085	0.000104	1
NM_003004	Homo sapiens secreted and transmembrane 1 (SECTM1), mRNA.	6398	SECTM1	secreted and transmembrane 1	K12	17	1.084	0.000349	1
NM_021167	Homo sapiens GATA zinc finger domain containing 1 (GATAD1), mRNA.	57798	GATAD1	GATA zinc finger domain containing 1	FLJ22489|FLJ40695|ODAG|RG083M05.2	7	1.083	0.0000489	1
NM_005159	Homo sapiens actin, alpha, cardiac muscle 1 (ACTC1), mRNA.	70	ACTC1	actin, alpha, cardiac muscle 1	ACTC|CMD1R|CMH11	15	1.083	0.0000771	1
NM_000778	Homo sapiens cytochrome P450, family 4, subfamily A, polypeptide 11 (CYP4A11), mRNA.	1579	CYP4A11	cytochrome P450, family 4, subfamily A, polypeptide 11	CP4Y|CYP4A2|CYP4AII	1	1.082	0.000329	1
NM_003446	Homo sapiens zinc finger protein 157 (ZNF157), mRNA.	7712	ZNF157	zinc finger protein 157	HZF22	X	1.082	0.00053	1
