ID_REF	Symbol	Pearson with GI-50 to Resveratrol	Pearson with GI-50 to Piceatannol	Pearson with GI-50 to SD-1029
236826_at	C9orf52	-0.062255909	0.053008077	-0.041948209
242477_at	C9orf52	0.106691476	0.016691319	-0.024202201
223074_s_at	C9orf58	-0.01041379	-0.001874354	-0.004459646
223075_s_at	C9orf58	0.174635427	0.016886191	-0.052828114
203963_at	CA12	-0.133555867	0.067592367	0.008830001
204508_s_at	CA12	-0.141747955	0.081797385	0.063060361
204509_at	CA12	-0.124984986	-0.089309258	-0.318685302
210735_s_at	CA12	-0.172333182	0.101985552	0.022150809
214164_x_at	CA12	-0.110846736	0.056879181	0.055394614
215867_x_at	CA12	-0.129869186	0.036533468	0.051633626
209956_s_at	CAMK2B	0.072968476	-0.012981523	-0.268933274
210404_x_at	CAMK2B	-0.027507647	-0.05184127	-0.259084633
211483_x_at	CAMK2B	0.004102991	-0.027733902	-0.257183958
213276_at	CAMK2B	-0.168066554	-0.113857207	0.121076684
34846_at	CAMK2B	0.014461737	-0.041453862	-0.222760621
218309_at	CAMK2N1	0.107958267	0.268468272	0.25493707
228302_x_at	CAMK2N1	-0.150476344	0.200289764	0.034687521
229163_at	CAMK2N1	-0.061467535	0.179520631	0.115192182
201432_at	CAT	-0.234955786	-0.204119055	-0.125231918
211922_s_at	CAT	-0.324278993	-0.244555927	-0.204263933
215573_at	CAT	0.044279013	-0.008436726	-0.24812396
238363_at	CAT	-0.211230147	-0.286594747	-0.244392086
212886_at	CCDC69	-0.248154564	-0.117306576	0.003344465
242430_at	CCDC69	0.044879356	0.15525501	0.18457157
216598_s_at	CCL2	0.01553854	0.124493626	0.219849452
203418_at	CCNA2	-0.083521358	-0.132091553	-0.065483133
213226_at	CCNA2	-0.04882244	-0.152925143	-0.029455364
214710_s_at	CCNB1	0.241492221	0.084017585	0.119212809
228729_at	CCNB1	0.301150934	0.036304922	-0.007700849
202705_at	CCNB2	-0.060302614	-0.020985331	0.144503872
232764_at	CCNB2	-0.380285544	-0.153844178	-0.029312359
232768_at	CCNB2	0.207759035	-0.011028959	0.197826853
206488_s_at	CD36	0.116611205	0.226898814	0.041170327
209554_at	CD36	-0.127829473	-0.1377445	-0.037121623
209555_s_at	CD36	0.059189932	-0.009369831	-0.253322274
228766_at	CD36	0.01596365	-0.0373331	0.030956869
242197_x_at	CD36	-0.072425649	-0.135795408	-0.055652356
209850_s_at	CDC42EP2	0.051731338	0.021516582	0.032544516
214014_at	CDC42EP2	0.087823685	0.105808397	0.081137311
204126_s_at	CDC45L	-0.0168869	-0.043855432	0.106713545
224753_at	CDCA5	-0.024725167	-0.172668406	-0.245559977
224428_s_at	CDCA7	-0.050435667	-0.301754418	-0.174043477
230060_at	CDCA7	-0.175906798	-0.175354037	-0.038807941
204726_at	CDH13	0.132894765	-0.017520154	0.154111814
209832_s_at	CDT1	-0.38924228	-0.121353296	-0.237329031
228868_x_at	CDT1	-0.331554447	-0.133528125	-0.298364907
207828_s_at	CENPF	0.151371212	-0.039607866	0.477143638
209172_s_at	CENPF	0.200615316	0.055073219	0.404976473
209667_at	CES2	-0.07441812	0.198529301	0.03398867
209668_x_at	CES2	-0.074994409	0.253593216	-0.056249494
213509_x_at	CES2	-0.058182727	0.166850652	0.005466044
203854_at	CFI	0.173932757	0.184303771	0.065391407
218182_s_at	CLDN1	-0.03496334	0.292536326	-0.081236228
222549_at	CLDN1	-0.049997982	0.302384056	-0.06073195
201445_at	CNN3	0.372033297	0.075564886	0.380595891
219400_at	CNTNAP1	-0.056585854	0.010516914	0.159855733
208146_s_at	CPVL	0.12711268	0.151016568	0.194515027
216365_x_at	CPVL	0.073411464	0.018791416	-0.201276911
217239_x_at	CPVL	-0.042529762	-0.173620172	-0.220543449
205843_x_at	CRAT	-0.275719386	0.123611294	0.214454831
209522_s_at	CRAT	0.026946522	0.183981741	0.222936701
209283_at	CRYAB	0.17011857	0.13190358	0.062313045
203917_at	CXADR	0.118167448	0.185478675	-0.013391463
209201_x_at	CXCR4	-0.580541967	-0.341914975	-0.278158274
211919_s_at	CXCR4	-0.579985096	-0.363754266	-0.293544506
217028_at	CXCR4	-0.575250515	-0.37453038	-0.284362949
202434_s_at	CYP1B1	-0.025083406	0.089747112	-0.131034727
202435_s_at	CYP1B1	-0.033337065	0.211725788	0.141371829
202436_s_at	CYP1B1	-0.055361288	0.195828179	0.16265
202437_s_at	CYP1B1	-0.096679934	0.150168784	0.140057743
206539_s_at	CYP4F12	0.021928344	0.145640999	0.025026489
206515_at	CYP4F3	0.015574064	0.182389239	-0.062202712
216646_at	DCC1	-0.009226987	0.008180523	-0.2402704
219000_s_at	DCC1	-0.011653149	-0.144319313	-0.098841577
209094_at	DDAH1	0.060292199	-0.066249024	0.062953165
229456_s_at	DDAH1	0.165937814	-0.070205116	-0.126919966
243711_at	DDAH1	0.135783378	-0.088052805	0.136724665
221081_s_at	DENND2D	-0.573960954	-0.150302527	-0.318001383
215151_at	DOCK10	0.155533294	0.077645366	0.071876805
219279_at	DOCK10	-0.058039168	0.134034388	0.336979289
218585_s_at	DTL	-0.101853049	-0.067799136	0.081531802
222680_s_at	DTL	-0.171746346	-0.049761905	-0.098459298
223402_at	DUSP23	-0.254489445	0.317892924	-0.042993154
207042_at	E2F2	-0.12767799	-0.108376769	-0.283729325
228361_at	E2F2	-0.184217981	-0.172110032	-0.23852304
235582_at	E2F2	-0.250745717	-0.250267004	-0.018935514
204540_at	EEF1A2	-0.145318195	0.191867468	0.018307319
208427_s_at	ELAVL2	-0.04982769	-0.059686662	-0.156946133
228260_at	ELAVL2	0.077362755	0.115148845	0.08951169
201510_at	ELF3	-0.049533128	0.269071092	-0.01462156
210827_s_at	ELF3	-0.007757508	0.114880281	-0.163264701
203729_at	EMP3	0.096266334	0.004667313	0.303603663
203499_at	EPHA2	0.325351563	0.218526895	0.252810748
203348_s_at	ETV5	0.214805119	0.043606802	0.401303392
203349_s_at	ETV5	0.270116268	0.032466584	0.436535226
216375_s_at	ETV5	0.260434075	0.13205774	0.348852066
230102_at	ETV5	0.283056037	0.032876764	0.3343439
204603_at	EXO1	-0.128096508	-0.058532871	0.139921525
209955_s_at	FAP	-0.063912558	-0.028159119	0.091407788
201910_at	FARP1	0.166430707	0.252840202	0.274192472
201911_s_at	FARP1	0.222996577	0.336120436	0.431486497
227996_at	FARP1	0.052592523	0.174822726	0.090497275
237767_at	FARP1	0.06904341	0.019889386	0.069698638
239246_at	FARP1	0.243871063	0.117929122	0.221961358
205014_at	FGFBP1	0.031918164	0.170652646	-0.081431574
227717_at	FLJ41603	0.015680807	0.152448114	0.008577057
241380_at	FLJ41603	0.070930906	0.139478576	-0.009325555
219250_s_at	FLRT3	0.129069049	0.106275894	0.10587407
222853_at	FLRT3	0.123947522	0.036175366	0.09109855
227475_at	FOXQ1	0.114304853	0.092755446	-0.127085001
206774_at	FRMPD1	-0.004552391	-0.073482742	-0.243190795
202838_at	FUCA1	0.206433264	0.261117915	0.112117385
229137_at	FUCA1	-0.054846203	-0.007415045	0.061048373
214088_s_at	FUT3	-0.052329832	0.141101272	-0.180438308
216010_x_at	FUT3	0.038423795	0.12964667	-0.232515759
203397_s_at	GALNT3	0.106079455	0.257987437	-0.078828958
203398_s_at	GALNT3	0.042891417	-0.010250673	-0.21968973
204836_at	GLDC	0.086345602	0.121490938	0.039140395
201141_at	GPNMB	0.123194416	0.127525479	0.264954373
206709_x_at	GPT	0.055983909	-0.009022348	-0.246423604
202967_at	GSTA4	0.196532092	-0.03952161	0.115097781
235405_at	GSTA4	0.321636781	-0.078328045	0.137422263
207165_at	HMMR	0.203586806	-0.050848589	-0.011414049
209709_s_at	HMMR	0.104097184	-0.125315421	0.021184356
206864_s_at	HRK	0.196847984	0.2274327	0.144013174
206865_at	HRK	0.058611899	0.015156997	-0.208538699
201841_s_at	HSPB1	0.088395921	0.348161211	0.120049948
206375_s_at	HSPB3	0.117810563	0.007579017	0.069217426
204002_s_at	ICA1	-0.103793009	0.060663344	-0.19438744
207949_s_at	ICA1	-0.361114019	-0.023854305	-0.46244059
210547_x_at	ICA1	-0.24300176	0.012713407	-0.467886828
211740_at	ICA1	0.022044598	-0.05576299	-0.245427271
214191_at	ICA1	-0.06531073	-0.047739792	-0.261801798
208937_s_at	ID1	0.196572587	0.075990167	0.033367772
201565_s_at	ID2	0.135242159	0.005006862	-0.175899017
201566_x_at	ID2	0.146385332	-0.175624551	-0.151802814
213931_at	ID2	0.091045963	-0.223858919	-0.114493871
207826_s_at	ID3	0.204884807	0.119126681	0.068708796
201601_x_at	IFITM1	-0.193299824	-0.301433104	-0.183509407
214022_s_at	IFITM1	-0.193296855	-0.274345644	-0.23887925
212203_x_at	IFITM3	0.286794479	0.069916336	0.356016659
203424_s_at	IGFBP5	-0.355208044	-0.051063223	-0.057416625
203425_s_at	IGFBP5	-0.105127306	0.040983084	0.195068663
203426_s_at	IGFBP5	-0.271743814	-0.106233206	-0.044235237
211958_at	IGFBP5	-0.187381516	0.018898885	0.098434878
211959_at	IGFBP5	0.025226126	0.046878613	0.178675727
231179_at	IHPK3	0.049524864	-0.207226932	-0.231335784
203126_at	IMPA2	0.124285726	0.113961735	-0.195638658
229538_s_at	IQGAP3	0.334643927	0.188610729	0.311356723
241939_at	IQGAP3	-0.00071421	0.027892352	0.015259379
231779_at	IRAK2	-0.022040022	0.075940488	0.151692627
206104_at	ISL1	-0.164562661	-0.281303724	-0.140481652
206766_at	ITGA10	0.154143182	0.074160125	0.145307375
202803_s_at	ITGB2	-0.303475233	-0.425183207	-0.079546895
236988_x_at	ITGB2	-0.238697403	-0.328221876	-0.230764928
209408_at	KIF2C	0.287331439	-0.122052428	0.220265235
211519_s_at	KIF2C	0.322832664	-0.124564078	0.149992706
205778_at	KLK7	0.152694362	-0.193988091	0.078100434
239381_at	KLK7	0.159761737	-0.086175073	0.116883847
207023_x_at	KRT10	-0.039960041	0.187063373	0.36377154
210633_x_at	KRT10	0.018155787	0.203582484	0.371394549
213287_s_at	KRT10	0.003773306	0.219028491	0.357433933
207935_s_at	KRT13	-0.068734991	0.15875944	0.129781841
209016_s_at	KRT7	-0.021385442	0.250733709	0.170754436
214031_s_at	KRT7	0.003006796	0.089593595	0.077220564
201720_s_at	LAPTM5	-0.377465781	-0.25529573	-0.262070909
201721_s_at	LAPTM5	-0.318086552	-0.291238759	-0.231517974
212531_at	LCN2	0.100796284	0.188338126	-0.09196814
202067_s_at	LDLR	-0.089146308	-0.166532812	0.114183578
202068_s_at	LDLR	0.055442242	0.029465149	0.37844116
217005_at	LDLR	0.022549183	-0.037500924	-0.298999239
217103_at	LDLR	0.023903935	-0.055929156	-0.256186582
217173_s_at	LDLR	-0.110502567	-0.205938837	0.019493554
217183_at	LDLR	0.054510439	-0.008728484	-0.247897926
209179_s_at	LENG4	0.367983955	0.366538606	0.165810254
211037_s_at	LENG4	0.134549625	0.234216595	-0.080582102
215270_at	LFNG	0.040773275	-4.48585E-05	-0.268387495
228762_at	LFNG	-0.009499163	0.128516552	-0.150317442
219760_at	LIN7B	0.01718106	-0.009961254	0.130148437
241957_x_at	LIN7B	0.050687614	-0.170163929	0.059131478
239155_at	LOC653108	0.134271983	0.009759319	-0.304548254
228648_at	LRG1	-0.073204188	-0.021369195	-0.122609754
202145_at	LY6E	-0.218060596	0.138146419	0.141013079
205458_at	MC1R	0.090702092	0.186498369	0.04971201
213476_x_at	MC1R	0.355755088	0.284137061	0.172790926
232092_at	MCART1	0.19372869	0.02882321	-0.052511599
238574_at	MCART1	0.027908455	0.256645007	0.065681698
201755_at	MCM5	-0.1999493	-0.229346337	-0.090537109
216237_s_at	MCM5	-0.164620031	-0.181972219	0.027835699
208795_s_at	MCM7	-0.018519466	-0.257863746	-0.080202894
210983_s_at	MCM7	0.018464803	-0.196288347	-0.090423803
202291_s_at	MGP	-0.137143002	-0.183610389	0.103738583
238481_at	MGP	-0.365854717	-0.283537193	-0.116239909
219909_at	MMP28	0.023202349	-0.02709162	-0.25877914
222937_s_at	MMP28	-0.088669346	-0.071293193	-0.035919376
224207_x_at	MMP28	-0.212384469	0.080784941	-0.107884075
239272_at	MMP28	0.022990043	0.164036166	0.111175019
239273_s_at	MMP28	0.001628044	0.220109547	0.069427407
204745_x_at	MT1G	0.094208275	0.038476147	0.206508214
210472_at	MT1G	0.07830129	0.045671306	0.079610271
212185_x_at	MT2A	0.303470221	0.268809395	0.40568174
218966_at	MYO5C	-0.181423159	0.007803511	-0.170685479
218039_at	NUSAP1	0.172703874	0.017013119	0.205768495
219978_s_at	NUSAP1	0.039807025	-0.111757856	0.151626961
214607_at	PAK3	-0.039804154	0.042165654	-0.010785526
218952_at	PCSK1N	-0.024789931	-0.015849131	0.059958278
205960_at	PDK4	-0.08923548	-0.026396391	0.10297728
225207_at	PDK4	0.094086759	0.180567728	0.190240738
222687_s_at	PHCA	0.178859137	0.266032307	0.115985724
222688_at	PHCA	0.231219554	0.276187745	0.126357846
222689_at	PHCA	0.087678954	0.215176499	0.078301935
231321_s_at	PHCA	0.115814828	-0.087770126	0.053722875
225533_at	PHF19	0.115493334	-0.087518745	0.122416117
227211_at	PHF19	-0.345665376	-0.168308104	-0.165883434
227212_s_at	PHF19	-0.362416481	-0.104870953	-0.157542562
201397_at	PHGDH	0.136472049	-0.061606059	0.158957432
207469_s_at	PIR	0.188052891	0.340304479	0.304426165
207717_s_at	PKP2	0.105994347	0.074067383	0.072885666
214154_s_at	PKP2	-0.018432716	0.042034061	-0.109483197
235958_at	PLA2G4F	-0.328076932	0.002858723	0.063866282
218644_at	PLEK2	-0.058556778	-0.004814679	-0.189628548
210139_s_at	PMP22	0.358612494	0.087282456	0.480848821
218009_s_at	PRC1	0.165532975	0.272942073	0.294840732
205880_at	PRKD1	0.102158291	0.111638718	0.341746193
217705_at	PRKD1	-0.070072679	-0.196638021	-0.124319713
205319_at	PSCA	0.156740021	0.44501874	0.093032527
236939_at	PTPLAD2	-0.053012712	-0.169590239	0.086834182
244050_at	PTPLAD2	-0.020881419	0.110609408	-0.034942095
204146_at	RAD51AP1	0.04681296	-0.139536306	0.043522189
210051_at	RAPGEF3	0.018773799	0.085815915	0.03030489
206391_at	RARRES1	0.042860558	0.124468392	0.056733697
206392_s_at	RARRES1	0.007619209	0.184288286	0.062329091
221872_at	RARRES1	0.077010514	0.203125847	0.09649339
227758_at	RERG	-0.185502268	0.03670318	-0.118021332
244745_at	RERG	-0.311216375	-0.213745917	-0.098370714
202975_s_at	RHOBTB3	0.390540871	0.284324073	0.343270425
202976_s_at	RHOBTB3	0.407734973	0.269072131	0.311282412
216048_s_at	RHOBTB3	0.300886623	0.202611709	0.310832498
216049_at	RHOBTB3	0.121930942	0.036252304	0.005709969
225202_at	RHOBTB3	0.449797026	0.252575867	0.26595937
240111_at	RHOBTB3	0.186616146	0.170196106	0.123565948
205211_s_at	RIN1	-0.058256228	-0.037103394	0.273183609
209443_at	SERPINA5	0.179896445	-0.133610516	0.104096894
212268_at	SERPINB1	0.036459843	0.101599101	-0.113376868
213572_s_at	SERPINB1	0.046984725	0.081337155	-0.077708176
228726_at	SERPINB1	-0.010205588	0.07955018	-0.048689901
239213_at	SERPINB1	0.099636866	0.175723016	0.096918104
205075_at	SERPINF2	0.005868679	-0.059005219	-0.318636199
218921_at	SIGIRR	-0.213361963	-0.099418265	-0.119138593
52940_at	SIGIRR	-0.169314418	-0.120529108	-0.101324127
219795_at	SLC6A14	0.040781531	-0.020864239	-0.24898279
204368_at	SLCO2A1	-0.026071519	-0.105527601	-0.017915725
226837_at	SPRED1	0.211129243	0.118615786	0.180073529
235074_at	SPRED1	0.117718449	0.147922366	0.15460783
244439_at	SPRED1	0.014590932	0.004793105	0.104446967
212558_at	SPRY1	0.238791731	-0.047130301	0.014080333
203217_s_at	ST3GAL5	0.249217621	0.257160578	0.304997653
239755_at	ST3GAL5	0.190033726	-0.090009256	0.219995126
204542_at	ST6GALNAC2	0.058820257	0.280512073	0.196012129
204595_s_at	STC1	0.159270538	0.053627944	0.144124124
204596_s_at	STC1	0.143046661	0.108212423	0.132020351
204597_x_at	STC1	0.129237412	0.047528055	0.137823377
230746_s_at	STC1	0.116241241	0.039611504	0.120388629
218207_s_at	STMN3	-0.002637847	-0.147269958	-0.151056537
222557_at	STMN3	0.010735495	-0.181459647	-0.09711264
202289_s_at	TACC2	0.097322124	-0.042665233	0.010924372
211382_s_at	TACC2	0.044963498	-0.012131224	0.02225459
201839_s_at	TACSTD1	-0.103108393	-0.013085566	-0.323841635
227279_at	TCEAL3	0.272127405	0.021008696	0.345017843
204106_at	TESK1	0.135897064	0.123636569	0.297909633
201107_s_at	THBS1	0.143811735	0.066240325	0.20476451
201108_s_at	THBS1	0.311136754	0.130001442	0.322302513
201109_s_at	THBS1	0.284676636	0.082948654	0.381051117
201110_s_at	THBS1	0.268915061	0.065448428	0.379025662
215775_at	THBS1	0.133810835	0.01352078	-0.057961675
235086_at	THBS1	0.219111575	0.080773622	0.175783199
239336_at	THBS1	0.27467772	-0.062111615	0.179453402
206415_at	TLL1	0.047718786	0.065644532	-0.080929215
221908_at	TMEM118	-0.109401827	0.023568924	0.166141554
221909_at	TMEM118	-0.137430758	0.059544406	0.171155562
225822_at	TMEM125	-0.022787894	0.144552156	-0.151533524
205611_at	TNFSF12	0.130465758	0.092818323	0.204437869
206393_at	TNNI2	-0.319658341	-0.0482067	-0.249251942
201291_s_at	TOP2A	0.172493224	-0.045896424	0.183308155
201292_at	TOP2A	0.200970275	-0.050743873	0.143904651
237469_at	TOP2A	0.236574646	-0.097422651	0.180607141
204649_at	TROAP	0.090798312	-0.073806759	0.260577418
209114_at	TSPAN1	-0.01236841	0.196294628	0.035786646
202154_x_at	TUBB3	0.301440399	0.180649463	0.072227058
203894_at	TUBG2	-0.107063397	0.011093461	0.055129835
205807_s_at	TUFT1	0.08130711	0.346305906	0.194828106
221490_at	UBAP1	0.092958242	0.177055462	0.118172699
46270_at	UBAP1	0.094433538	0.091605159	0.148421943
202954_at	UBE2C	0.409302292	0.119700975	0.307928797
232654_s_at	UGT1A6	0.035577191	0.162951998	-0.39829291
232655_at	UGT1A6	0.090396048	0.01440152	0.051354574
225655_at	UHRF1	-0.140381632	-0.240630153	0.039842943
203026_at	ZBTB5	-0.0324389	-0.303645508	-0.063939288
220933_s_at	ZCCHC6	0.019462591	0.024613372	0.308550953
236155_at	ZCCHC6	0.050829071	0.112624285	0.098750077
236243_at	ZCCHC6	0.107177611	-0.121748909	0.227890325
238800_s_at	ZCCHC6	0.076309	0.010162207	0.119409938
242776_at	ZCCHC6	0.063002447	0.130497958	0.052796008
229901_at	ZNF488	0.131706892	0.085064227	0.261707319
242463_x_at	ZNF600	0.117179132	-0.189136822	-0.134257993
