RefSeq	Definition	Gene ID	Symbol	Name	Synonyms	Chr	Fold Change	p Value	Cluster Id
NM_001001522	Homo sapiens transgelin (TAGLN), transcript variant 1, mRNA.	6876	TAGLN	transgelin	DKFZp686P11128|SM22|SMCC|TAGLN1|WS3-10	11	0.896	0.00000375	4
NM_000889	Homo sapiens integrin, beta 7 (ITGB7), mRNA.	3695	ITGB7	integrin, beta 7	-	12	0.894	0.000909	4
NM_000070	Homo sapiens calpain 3, (p94) (CAPN3), transcript variant 1, mRNA.	825	CAPN3	calpain 3, (p94)	CANP3|CANPL3|LGMD2|LGMD2A|MGC10767|MGC11121|MGC14344|MGC4403|nCL-1|p94	15	0.894	0.00000052	4
NM_000389	Homo sapiens cyclin-dependent kinase inhibitor 1A (p21, Cip1) (CDKN1A), transcript variant 1, mRNA.	1026	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)	CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1	6	0.809	0.000312	4
NM_001005861	Homo sapiens RYK receptor-like tyrosine kinase (RYK), transcript variant 1, mRNA.	6259	RYK	RYK receptor-like tyrosine kinase	D3S3195|JTK5|JTK5A|RYK1	3	0.728	0.000167	4
NM_000873	Homo sapiens intercellular adhesion molecule 2 (ICAM2), transcript variant 5, mRNA.	3384	ICAM2	intercellular adhesion molecule 2	CD102	17	0.727	0.00012	4
NM_001006639	Homo sapiens transcription elongation factor A (SII)-like 1 (TCEAL1), transcript variant 2, mRNA.	9338	TCEAL1	transcription elongation factor A (SII)-like 1	SIIR|p21|pp21	X	0.696	0.000783	4
NM_001006640	Homo sapiens transcription elongation factor A (SII)-like 1 (TCEAL1), transcript variant 3, mRNA.	9338	TCEAL1	transcription elongation factor A (SII)-like 1	SIIR|p21|pp21	X	0.696	0.000783	4
NM_001003828	Homo sapiens parvin, beta (PARVB), transcript variant 1, mRNA.	29780	PARVB	parvin, beta	CGI-56	22	0.678	0.000138	4
NM_000628	Homo sapiens interleukin 10 receptor, beta (IL10RB), mRNA.	3588	IL10RB	interleukin 10 receptor, beta	CDW210B|CRF2-4|CRFB4|D21S58|D21S66|IL-10R2	21	0.611	0.00068	4
NM_001024847	Homo sapiens transforming growth factor, beta receptor II (70/80kDa) (TGFBR2), transcript variant 1, mRNA.	7048	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	AAT3|FAA3|LDS1B|LDS2B|MFS2|RIIC|TAAD2|TGFR-2|TGFbeta-RII	3	0.588	0.000071	4
NM_001002273	Homo sapiens Fc fragment of IgG, low affinity IIb, receptor (CD32) (FCGR2B), transcript variant 2, mRNA.	2213	FCGR2B	Fc fragment of IgG, low affinity IIb, receptor (CD32)	CD32|CD32B|FCG2|FCGR2|IGFR2	1	0.57	0.0000666	4
NM_001002274	Homo sapiens Fc fragment of IgG, low affinity IIb, receptor (CD32) (FCGR2B), transcript variant 3, mRNA.	2213	FCGR2B	Fc fragment of IgG, low affinity IIb, receptor (CD32)	CD32|CD32B|FCG2|FCGR2|IGFR2	1	0.57	0.0000666	4
NM_001002275	Homo sapiens Fc fragment of IgG, low affinity IIb, receptor (CD32) (FCGR2B), transcript variant 4, mRNA.	2213	FCGR2B	Fc fragment of IgG, low affinity IIb, receptor (CD32)	CD32|CD32B|FCG2|FCGR2|IGFR2	1	0.57	0.0000666	4
NM_001012732	Homo sapiens dCMP deaminase (DCTD), transcript variant 1, mRNA.	1635	DCTD	dCMP deaminase	MGC111062	4	0.556	0.00000504	4
NM_000443	Homo sapiens ATP-binding cassette, sub-family B (MDR/TAP), member 4 (ABCB4), transcript variant A, mRNA.	5244	ABCB4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	ABC21|GBD1|MDR2|MDR2/3|MDR3|PFIC-3|PGY3	7	0.463	0.0000559	4
NM_001004196	Homo sapiens CD200 molecule (CD200), transcript variant 2, mRNA.	4345	CD200	CD200 molecule	MOX1|MOX2|MRC|OX-2	3	0.431	0.000561	4
NM_001004197							0.431	0.000561	4
NM_000600	Homo sapiens interleukin 6 (interferon, beta 2) (IL6), mRNA.	3569	IL6	interleukin 6 (interferon, beta 2)	BSF2|HGF|HSF|IFNB2|IL-6	7	0.144	0.0000347	4
NM_001005413	Homo sapiens ZW10 interactor (ZWINT), transcript variant 3, mRNA.	11130	ZWINT	ZW10 interactor	HZwint-1|KNTC2AP|MGC117174|ZWINT1	10	6.941	0.000493	5
NM_001005414							6.941	0.000493	5
NM_001024808	Homo sapiens B-cell CLL/lymphoma 7A (BCL7A), transcript variant 2, mRNA.	605	BCL7A	B-cell CLL/lymphoma 7A	BCL7	12	4.031	0.000011	5
NM_001025248	Homo sapiens deoxyuridine triphosphatase (DUT), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	1854	DUT	deoxyuridine triphosphatase	FLJ20622|dUTPase	15	1.802	0.0000791	5
NM_001025249	Homo sapiens deoxyuridine triphosphatase (DUT), nuclear gene encoding mitochondrial protein, transcript variant 3, mRNA.	1854	DUT	deoxyuridine triphosphatase	FLJ20622|dUTPase	15	1.802	0.0000791	5
NM_000852	Homo sapiens glutathione S-transferase pi 1 (GSTP1), mRNA.	2950	GSTP1	glutathione S-transferase pi 1	DFN7|FAEES3|GST3|PI	11	1.602	0.000457	5
NM_001007793	Homo sapiens budding uninhibited by benzimidazoles 3 homolog (yeast) (BUB3), transcript variant 2, mRNA.	9184	BUB3	budding uninhibited by benzimidazoles 3 homolog (yeast)	BUB3L|hBUB3	10	1.429	0.000163	5
NM_001002924							1.409	0.000295	5
NM_000465	Homo sapiens BRCA1 associated RING domain 1 (BARD1), mRNA.	580	BARD1	BRCA1 associated RING domain 1	-	2	1.363	0.00000761	5
NM_001003696	Homo sapiens ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6 (ATP5J), nuclear gene encoding mitochondrial protein, transcript variant 3, mRNA.	522	ATP5J	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6	ATP5|ATP5A|ATPM|CF6|F6	21	1.344	0.000132	5
NM_001003697	Homo sapiens ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6 (ATP5J), nuclear gene encoding mitochondrial protein, transcript variant 4, mRNA.	522	ATP5J	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6	ATP5|ATP5A|ATPM|CF6|F6	21	1.344	0.000132	5
NM_001003701	Homo sapiens ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6 (ATP5J), nuclear gene encoding mitochondrial protein, transcript variant 5, mRNA.	522	ATP5J	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6	ATP5|ATP5A|ATPM|CF6|F6	21	1.344	0.000132	5
NM_001003703	Homo sapiens ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6 (ATP5J), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	522	ATP5J	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6	ATP5|ATP5A|ATPM|CF6|F6	21	1.329	0.000158	5
NM_001003713	Homo sapiens ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2 (ATP5J2), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.	9551	ATP5J2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2	ATP5JL	7	1.229	0.000317	5
NM_001003714	Homo sapiens ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2 (ATP5J2), nuclear gene encoding mitochondrial protein, transcript variant 3, mRNA.	9551	ATP5J2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2	ATP5JL	7	1.21	0.000666	5
NM_001009566	Homo sapiens calsyntenin 1 (CLSTN1), transcript variant 1, mRNA.	22883	CLSTN1	calsyntenin 1	ALC-ALPHA|CSTN1|FLJ32258|KIAA0911|PIK3CD|XB31alpha|alcalpha1|alcalpha2	1	1.202	0.000138	5
NM_000398	Homo sapiens cytochrome b5 reductase 3 (CYB5R3), transcript variant 1, mRNA.	1727	CYB5R3	cytochrome b5 reductase 3	B5R|DIA1	22	1.176	0.000134	5
NM_001001937	Homo sapiens ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle (ATP5A1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	498	ATP5A1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	ATP5A|ATP5AL2|ATPM|MOM2|OMR|ORM|hATP1	18	1.161	0.000341	5
NM_001003810	Homo sapiens heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa) (HNRNPD), transcript variant 4, mRNA.	3184	HNRNPD	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	AUF1|AUF1A|HNRPD|P37|hnRNPD0	4	1.159	0.0000222	5
NM_001008709	Homo sapiens protein phosphatase 1, catalytic subunit, alpha isoform (PPP1CA), transcript variant 3, mRNA.	5499	PPP1CA	protein phosphatase 1, catalytic subunit, alpha isoform	MGC15877|MGC1674|PP-1A|PPP1A	11	1.142	0.0000973	5
NM_001025203	Homo sapiens U2 small nuclear RNA auxiliary factor 1 (U2AF1), transcript variant b, mRNA.	7307	U2AF1	U2 small nuclear RNA auxiliary factor 1	DKFZp313J1712|FP793|RN|RNU2AF1|U2AF35|U2AFBP	21	1.12	0.0000084	5
NM_001025204	Homo sapiens U2 small nuclear RNA auxiliary factor 1 (U2AF1), transcript variant c, mRNA.	7307	U2AF1	U2 small nuclear RNA auxiliary factor 1	DKFZp313J1712|FP793|RN|RNU2AF1|U2AF35|U2AFBP	21	1.12	0.0000084	5
NM_000034	Homo sapiens aldolase A, fructose-bisphosphate (ALDOA), transcript variant 1, mRNA.	226	ALDOA	aldolase A, fructose-bisphosphate	ALDA|MGC10942|MGC17716|MGC17767	16	1.083	0.000288	5
NM_001008897	Homo sapiens t-complex 1 (TCP1), transcript variant 2, mRNA.	6950	TCP1	t-complex 1	CCT-alpha|CCT1|CCTa|D6S230E|TCP-1-alpha	6	1.075	0.0000541	5
NM_001005271	Homo sapiens chromodomain helicase DNA binding protein 3 (CHD3), transcript variant 3, mRNA.	1107	CHD3	chromodomain helicase DNA binding protein 3	Mi-2a|Mi2-ALPHA|ZFH	17	1.063	0.000334	5
NM_001005273	Homo sapiens chromodomain helicase DNA binding protein 3 (CHD3), transcript variant 1, mRNA.	1107	CHD3	chromodomain helicase DNA binding protein 3	Mi-2a|Mi2-ALPHA|ZFH	17	1.063	0.000334	5
NM_001004106	Homo sapiens G protein-coupled receptor kinase 6 (GRK6), transcript variant 1, mRNA.	2870	GRK6	G protein-coupled receptor kinase 6	FLJ32135|GPRK6	5	0.966	0.0000614	6
NM_000528	Homo sapiens mannosidase, alpha, class 2B, member 1 (MAN2B1), mRNA.	4125	MAN2B1	mannosidase, alpha, class 2B, member 1	LAMAN|MANB	19	0.91	0.0000243	6
NM_001025160	Homo sapiens CD97 molecule (CD97), transcript variant 3, mRNA.	976	CD97	CD97 molecule	TM7LN1	19	0.91	0.0000449	6
NM_000206	Homo sapiens interleukin 2 receptor, gamma (severe combined immunodeficiency) (IL2RG), mRNA.	3561	IL2RG	interleukin 2 receptor, gamma (severe combined immunodeficiency)	CD132|IMD4|SCIDX|SCIDX1	X	0.823	0.00069	6
NM_000581	Homo sapiens glutathione peroxidase 1 (GPX1), transcript variant 1, mRNA.	2876	GPX1	glutathione peroxidase 1	GSHPX1|MGC14399|MGC88245	3	0.732	0.00033	6
