ID	Symbol	Name	Synonyms	Chromosome
5721	PSME2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	PA28B|PA28beta|REGbeta	14
5971	RELB	v-rel reticuloendotheliosis viral oncogene homolog B	I-REL|IREL	19
5993	RFX5	regulatory factor X, 5 (influences HLA class II expression)	-	1
5994	RFXAP	regulatory factor X-associated protein	-	13
6555	SLC10A2	solute carrier family 10 (sodium/bile acid cotransporter family), member 2	ASBT|ISBT|NTCP2	13
6890	TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	ABC17|ABCB2|APT1|D6S114E|FLJ26666|FLJ41500|PSF1|RING4|TAP10102N|TAP1N	6
6891	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	ABC18|ABCB3|APT2|D6S217E|PSF2|RING11	6
6892	TAPBP	TAP binding protein (tapasin)	NGS17|TAPA|TPN|TPSN|tapasin	6
7057	THBS1	thrombospondin 1	THBS|THBS-1|TSP|TSP-1|TSP1	15
7979	SHFM1	split hand/foot malformation (ectrodactyly) type 1	DSS1|ECD|SEM1|SHFD1|SHSF1|Shfdg1	7
8302	KLRC4	killer cell lectin-like receptor subfamily C, member 4	FLJ17759|FLJ78582|NKG2-F|NKG2F	12
8546	AP3B1	adaptor-related protein complex 3, beta 1 subunit	ADTB3|ADTB3A|HPS|HPS2|PE	5
8625	RFXANK	regulatory factor X-associated ankyrin-containing protein	ANKRA1|BLS|F14150_1|MGC138628|RFX-B	19
9861	PSMD6	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6	KIAA0107|Rpn7|S10|SGA-113M|p44S10	3
10197	PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	Ki|PA28-gamma|PA28G|REG-GAMMA	17
10213	PSMD14	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	PAD1|POH1|rpn11	2
10332	CLEC4M	C-type lectin domain family 4, member M	CD209L|CD299|DC-SIGN2|DC-SIGNR|DCSIGNR|HP10347|L-SIGN|LSIGN|MGC129964|MGC47866	19
10437	IFI30	interferon, gamma-inducible protein 30	GILT|IFI-30|IP30|MGC32056	19
10544	PROCR	protein C receptor, endothelial (EPCR)	CCCA|CCD41|CD201|EPCR|MGC23024|bA42O4.2	20
11047	ADRM1	adhesion regulating molecule 1	ARM1|GP110|MGC29536|Rpn13	20
23392	KIAA0368	KIAA0368	ECM29|FLJ22036|KIAA1962|RP11-386D8.2	9
26133	TRPC4AP	transient receptor potential cation channel, subfamily C, member 4 associated protein	C20orf188|TRRP4AP|TRUSS	20
30835	CD209	CD209 molecule	CDSIGN|CLEC4L|DC-SIGN|DC-SIGN1|MGC129965	19
51035	UBXN1	UBX domain protein 1	2B28|UBXD10	11
51752	ERAP1	endoplasmic reticulum aminopeptidase 1	A-LAP|ALAP|APPILS|ARTS-1|ARTS1|ERAAP|ERAAP1|KIAA0525|PILS-AP|PILSAP	5
55080	TAPBPL	TAP binding protein-like	FLJ10143|TAPBP-R|TAPBPR	12
57292	KIR2DL5A	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5A	CD158F|KIR2DL5|KIR2DL5.1|KIR2DL5.3	19
64167	ERAP2	endoplasmic reticulum aminopeptidase 2	FLJ23633|FLJ23701|FLJ23807|L-RAP|LRAP	5
79465	ULBP3	UL16 binding protein 3	RAET1N	6
80328	ULBP2	UL16 binding protein 2	N2DL2|RAET1H	6
80329	ULBP1	UL16 binding protein 1	RAET1I	6
115653	KIR3DL3	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 3	CD158Z|KIR3DL7|KIR44|KIRC1	19
135250	RAET1E	retinoic acid early transcript 1E	LETAL|MGC125308|MGC125309|RAET1E2|ULBP4|bA350J20.7	6
154064	RAET1L	retinoic acid early transcript 1L	-	6
197131	UBR1	ubiquitin protein ligase E3 component n-recognin 1	JBS|MGC142065|MGC142067	15
353091	RAET1G	retinoic acid early transcript 1G	ULBP5	6
64714	PDIA2	protein disulfide isomerase family A, member 2	PDA2|PDI|PDIP|PDIR	16
