LLID	NAME	BT474-1	BT474-2	BT474-3	Log Ratio	T stat	p-value
283899	CCDC95 Coiled-coil domain containing 95	1.03155315	1.209178463	1.233123266	1.157951626	18.21362497	0.003000882
134111	FLJ25076 Similar to CG4502-PA	1.042126065	1.156740001	1.270412804	1.15642629	17.54796111	0.003231747
9885	OSBPL2 Oxysterol binding protein-like 2	0.954764862	1.20499456	1.303621904	1.154460442	11.11900102	0.007991677
11161	C14orf1 Chromosome 14 open reading frame 1	1.122449423	1.192035681	1.137014236	1.15049978	54.29631342	0.00033903
440608	440608	1.296964207	1.000345268	1.151608434	1.149639303	13.42531982	0.005502432
22845	DOLK Dolichol kinase	1.053328941	1.20833109	1.183710913	1.148456981	23.88037348	0.001748949
51150	SDF4 Stromal cell derived factor 4	1.033293448	1.172358986	1.239466967	1.148373134	18.91463991	0.002783477
114902	C1QTNF5 C1q and tumor necrosis factor related protein 5	0.926124776	1.315310302	1.181012073	1.140815717	9.99560544	0.009860994
79581	GPR172A G protein-coupled receptor 172A	1.011064269	1.213653676	1.146799093	1.123839013	18.85679194	0.002800509
337867	UBAC2 UBA domain containing 2	0.945992595	1.114147105	1.31080735	1.123649017	10.65877818	0.008687541
283383	GPR133 G protein-coupled receptor 133	1.048810917	1.250209721	1.070854007	1.123291548	17.61271037	0.003208143
6747	SSR3 Signal sequence receptor, gamma (translocon-associated protein gamma)	1.00850661	1.328450756	1.023374525	1.12011063	10.74359622	0.008552658
57035	C1orf63 Chromosome 1 open reading frame 63	1.257250243	1.177838912	0.922370809	1.119153321	11.07782002	0.008050488
26155	NOC2L Nucleolar complex associated 2 homolog (S. cerevisiae)	0.927380707	1.139497458	1.287905452	1.118261206	10.68932327	0.008638603
92002	FAM58A Family with sequence similarity 58, member A	1.07449201	1.278570036	0.990411361	1.114491135	13.0266551	0.005841385
30011	SH3KBP1 SH3-domain kinase binding protein 1	0.990814976	1.088797446	1.258183614	1.112598679	14.24677897	0.004890705
254173	TTLL10 Tubulin tyrosine ligase-like family, member 10	1.219537184	1.03650474	1.081529565	1.11252383	20.20467339	0.002440642
23426	GRIP1 Glutamate receptor interacting protein 1	1.024932659	1.25983475	1.05171775	1.11216172	14.98057209	0.004426416
6662	SOX9 SRY (sex determining region Y)-box 9 (campomelic dysplasia, autosomal sex-reversal)	1.10703332	1.211979192	0.993430396	1.104147636	17.49668644	0.003250624
84720	PIGO Phosphatidylinositol glycan anchor biosynthesis, class O	0.898703138	1.141052317	1.259850112	1.099868522	10.34991987	0.009206532
55030	FBXO34 F-box protein 34	1.064092118	1.246187942	0.970355029	1.093545029	13.50448288	0.005438634
126074	C19orf39 Chromosome 19 open reading frame 39	0.988002792	1.181966446	1.106848184	1.092272474	19.34431562	0.002661685
513	ATP5D ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	0.93197255	1.067374933	1.262616324	1.087321269	11.33000965	0.007700175
4207	MEF2B Myocyte enhancer factor 2B	0.888200762	1.244748688	1.12857208	1.087173843	10.35529428	0.00919711
146227	BEAN Brain expressed, associated with Nedd4	1.085207556	0.948188686	1.228104661	1.087166968	13.45325175	0.005479794
285613	RELL2 RELT-like 2	0.931939505	1.274224263	1.032641417	1.079601728	10.63012349	0.008733828
5692	PSMB4 Proteasome (prosome, macropain) subunit, beta type, 4	0.907059939	1.109632356	1.216937804	1.077876699	11.86406287	0.007029668
10040	TOM1L1 Target of myb1 (chicken)-like 1	1.016304328	1.167298382	1.045669492	1.076424067	23.28856121	0.00183872
79143	LENG4 Leukocyte receptor cluster (LRC) member 4	0.978178639	1.156711917	1.090133732	1.075008096	20.63749213	0.002339699
5498	PPOX Protoporphyrinogen oxidase	0.95230419	1.285565745	0.981183161	1.073017698	10.06578443	0.009725964
139728	PNCK Pregnancy upregulated non-ubiquitously expressed CaM kinase	1.154772104	1.138996399	0.923243138	1.072337214	14.35793928	0.004815814
10572	SIVA1 SIVA1, apoptosis-inducing factor	0.917901743	1.142751214	1.154700696	1.071784551	13.91590187	0.005124236
5424	POLD1 Polymerase (DNA directed), delta 1, catalytic subunit 125kDa	1.000392215	1.1910283	1.020345522	1.070588679	17.69724381	0.003177714
80006	FLJ13611 hypothetical protein FLJ13611	1.129350814	1.093467824	0.988413189	1.070410609	25.31297403	0.001557035
286319	TUSC1 tumor suppressor candidate 1	1.065952201	1.014326153	1.118684977	1.06632111	35.39495092	0.000797256
400793	FLJ13137 Hypothetical gene supported by AK125122	1.041392782	1.152510544	1.004075694	1.065993007	23.91196087	0.001744344
91300	C19orf22 Chromosome 19 open reading frame 22	0.863669704	1.10359432	1.198607176	1.0552904	10.58901604	0.008800876
50485	SMARCAL1 SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1	0.931207324	1.070357176	1.163901471	1.055155324	15.60841733	0.004079607
28989	C9orf32 Chromosome 9 open reading frame 32	0.934043665	1.208677439	1.012133618	1.051618241	12.87153267	0.005981761
221710	LOC221710 Hypothetical protein LOC221710	0.965210306	1.242006587	0.935728272	1.047648388	10.73948714	0.00855912
285016	hCG_1990170 Hypothetical protein LOC285016	1.105028786	1.045958726	0.988374649	1.046454054	31.0741242	0.001034018
283400	283400	0.962605952	1.083712395	1.069346363	1.038554903	27.1871207	0.001350185
9331	B4GALT6 UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6	1.114230012	0.855856979	1.135893693	1.035326895	11.50969251	0.007464294
79180	EFHD2 EF-hand domain family, member D2	0.93444177	0.989300566	1.180739589	1.034827308	13.8614353	0.005164273
22948	CCT5 Chaperonin containing TCP1, subunit 5 (epsilon)	0.896889179	1.061085612	1.142905079	1.033626623	14.28971455	0.004861573
6895	TARBP2 TAR (HIV-1) RNA binding protein 2	1.121071383	1.037527714	0.932182223	1.03026044	18.85247885	0.002801786
10713	USP39 Ubiquitin specific peptidase 39	0.863286871	1.1907261	1.032935108	1.028982693	10.88361296	0.008336742
56160	NDNL2 Necdin-like 2	0.860320045	1.123547677	1.090961391	1.024943038	12.37147527	0.006470324
79847	TMEM180 Transmembrane protein 180	1.139392741	1.029529215	0.905347048	1.024756335	15.15792778	0.004324106
400073	FLJ40142 FLJ40142 protein	0.944270081	1.220856535	0.901790224	1.022305613	10.21999297	0.009438781
148022	TICAM1 Toll-like receptor adaptor molecule 1	1.038379849	1.073275539	0.953274329	1.021643239	28.66740555	0.001214595
126321	C19orf28 Chromosome 19 open reading frame 28	0.907014931	0.975707363	1.168369258	1.017030517	13.00142981	0.005863875
10105	PPIF Peptidylprolyl isomerase F (cyclophilin F)	0.842798257	1.128337618	1.059942897	1.010359591	11.73804003	0.007179793
284110	GSDM1 Gasdermin 1	0.969106273	0.868949682	1.192126164	1.010060706	10.57501393	0.00882389
54780	NSMCE4A Non-SMC element 4 homolog A (S. cerevisiae)	0.869796171	1.151357098	1.008039554	1.009730941	12.42225371	0.006418041
114609	TIRAP Toll-interleukin 1 receptor (TIR) domain containing adaptor protein	0.850204464	1.027119223	1.145014935	1.007446207	11.75947404	0.007153924
113510	HEL308 DNA helicase HEL308	0.857576427	1.087083957	1.070453629	1.005038004	13.60238107	0.005361257
112770	C1orf85 Chromosome 1 open reading frame 85	0.865018086	1.091917787	1.055982396	1.00430609	14.26320841	0.004879527
151636	DTX3L Deltex 3-like (Drosophila)	0.836863258	1.098127108	1.076949165	1.003979844	11.98329138	0.006891915
63967	CLSPN Claspin homolog (Xenopus laevis)	0.920674563	1.167566352	0.922849921	1.003696945	12.24960155	0.006598435
6755	SSTR5 Somatostatin receptor 5	-0.938767118	-1.045202969	-1.033233278	-1.005734455	-29.87790013	0.001118332
64410	KLHL25 Kelch-like 25 (Drosophila)	-1.122121654	-0.877990881	-1.018585233	-1.006232589	-14.2234524	0.004906642
10611	PDLIM5 PDZ and LIM domain 5	-0.971364938	-0.921784501	-1.130536316	-1.007895252	-16.00628534	0.003880478
23105	FSTL4 Follistatin-like 4	-0.91098781	-1.039487519	-1.080734554	-1.010403294	-19.76766122	0.002549331
5865	RAB3B RAB3B, member RAS oncogene family	-1.013299921	-1.083319596	-0.945288473	-1.01396933	-25.44620943	0.00154081
3791	KDR Kinase insert domain receptor (a type III receptor tyrosine kinase)	-0.893029439	-1.195825247	-0.964093941	-1.017649542	-11.13166805	0.007973717
51232	CRIM1 Cysteine rich transmembrane BMP regulator 1 (chordin-like)	-0.899617309	-1.176327912	-0.977397682	-1.017780967	-12.35291866	0.006489589
80176	SPSB1 SplA/ryanodine receptor domain and SOCS box containing 1	-1.074536392	-1.077890284	-0.905116181	-1.019180952	-17.8676398	0.003117676
221504	ZBTB9 Zinc finger and BTB domain containing 9	-1.070764679	-1.042775267	-0.962984174	-1.02550804	-31.76009509	0.0009899
57595	PDZD4 PDZ domain containing 4	-0.99704939	-1.068761308	-1.012329786	-1.026046828	-47.04908334	0.000451444
1278	COL1A2 Collagen, type I, alpha 2	-0.94797537	-1.138503514	-0.998031632	-1.028170172	-18.02929645	0.003062274
80315	CPEB4 Cytoplasmic polyadenylation element binding protein 4	-1.089222891	-1.084277499	-0.915764527	-1.029754973	-18.06172594	0.003051337
83959	SLC4A11 Solute carrier family 4, sodium borate transporter, member 11	-0.892376133	-1.104244785	-1.098452781	-1.031691233	-14.80663839	0.004530311
5528	PPP2R5D Protein phosphatase 2, regulatory subunit B, delta isoform	-1.112941645	-0.985639108	-1.009532784	-1.036037846	-26.52043686	0.001418775
8111	GPR68 G protein-coupled receptor 68	-0.983332136	-1.194235062	-0.93135651	-1.036307902	-12.89318297	0.005961868
3371	TNC Tenascin C (hexabrachion)	-0.947034011	-1.06249057	-1.110421855	-1.039982145	-21.44730967	0.00216691
1815	DRD4 Dopamine receptor D4	-1.064340152	-0.902003098	-1.161324934	-1.042556062	-13.78167225	0.005223755
9620	CELSR1 Cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)	-0.970027703	-1.127167774	-1.033703619	-1.043633032	-22.86998602	0.001906448
6830	SUPT6H Suppressor of Ty 6 homolog (S. cerevisiae)	-0.964349432	-1.072514248	-1.100100187	-1.045654622	-25.24198141	0.001565785
5737	PTGFR Prostaglandin F receptor (FP)	-1.145085152	-0.890366642	-1.12150102	-1.052317604	-12.94981923	0.005910293
57482	KIAA1211 KIAA1211 protein	-0.986667955	-0.992878946	-1.178395703	-1.052647535	-16.73534973	0.003551502
8618	CADPS Ca2+-dependent secretion activator	-1.128770329	-1.138383779	-0.9034719	-1.056875336	-13.77002076	0.005232529
6554	SLC10A1 Solute carrier family 10 (sodium/bile acid cotransporter family), member 1	-1.106012351	-0.863185987	-1.204277963	-1.057825433	-10.43532681	0.009058482
57326	PBXIP1 Pre-B-cell leukemia homeobox interacting protein 1	-1.077673738	-0.948316908	-1.149261758	-1.058417468	-17.99987098	0.003072248
10092	ARPC5 Actin related protein 2/3 complex, subunit 5, 16kDa	-0.885168722	-1.174163258	-1.132071188	-1.063801056	-11.80179645	0.007103251
3048	HBG2 Hemoglobin, gamma G	-1.12885936	-1.158183353	-0.908825826	-1.065289513	-13.53805917	0.005411909
11069	RAPGEF4 Rap guanine nucleotide exchange factor (GEF) 4	-1.033142842	-0.971015072	-1.201609568	-1.068589161	-15.51245943	0.004129921
53340	SPA17 Sperm autoantigenic protein 17	-0.972628329	-1.133916732	-1.102341567	-1.069628876	-21.67462606	0.002121841
48	ACO1 Aconitase 1, soluble	-1.141485645	-0.949064121	-1.126514033	-1.0723546	-17.35298256	0.003304418
55582	KIF27 Kinesin family member 27	-0.976073605	-1.032389191	-1.226630768	-1.078364521	-14.20869142	0.004916767
84105	PCBD2 pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	-1.040175965	-0.95369726	-1.24464561	-1.079506279	-12.51441587	0.00632475
3362	HTR6 5-hydroxytryptamine (serotonin) receptor 6	-1.192260762	-1.096169622	-0.955512712	-1.081314365	-15.72918995	0.004017574
8822	FGF17 Fibroblast growth factor 17	-0.922849008	-1.260619752	-1.070126517	-1.084531759	-11.09249427	0.008029458
1262	CNGA4 Cyclic nucleotide gated channel alpha 4	-1.090806778	-1.027168207	-1.143819848	-1.087264944	-32.2429994	0.000960513
202151	RANBP3L RAN binding protein 3-like	-1.21454319	-1.112296782	-0.942818016	-1.089885996	-13.75482725	0.005244005
6840	SVIL Supervillin	-0.921595545	-1.147958003	-1.207306305	-1.092286618	-12.54807509	0.006291183
113763	C7orf29 Chromosome 7 open reading frame 29	-1.033820143	-1.199199127	-1.051661642	-1.094893638	-20.89234747	0.002283159
9392	TGFBRAP1 Transforming growth factor, beta receptor associated protein 1	-1.144620987	-1.265408518	-0.890474685	-1.100168063	-9.956932395	0.009936604
6337	SCNN1A Sodium channel, nonvoltage-gated 1 alpha	-1.268172939	-1.141277034	-0.898622892	-1.102690955	-10.17144576	0.00952781
84171	LOXL4 lysyl oxidase-like 4	-1.130070903	-1.062511782	-1.123975415	-1.105519367	-51.23917899	0.000380669
29993	PACSIN1 Protein kinase C and casein kinase substrate in neurons 1	-0.97511059	-1.206712695	-1.135724284	-1.10584919	-16.14233628	0.003815715
63928	CHP2 Calcineurin B homologous protein 2	-1.050868996	-1.290827255	-0.982177723	-1.107957992	-11.84220129	0.007055372
79078	C1orf50 Chromosome 1 open reading frame 50	-1.103184614	-1.020100712	-1.20649134	-1.109925555	-20.58780337	0.002350966
373156	GSTK1 Glutathione S-transferase kappa 1	-0.998270668	-1.32160778	-1.01153434	-1.110470929	-10.51205656	0.008928484
6271	S100A1 S100 calcium binding protein A1	-1.294682126	-0.974499808	-1.065001687	-1.11139454	-11.66267622	0.007271871
80144	FRAS1 Fraser syndrome 1	-1.181154183	-1.234907465	-0.925673617	-1.113911755	-11.67749175	0.007253631
5872	RAB13 RAB13, member RAS oncogene family	-1.084391481	-1.234308704	-1.040434789	-1.119711658	-19.07945709	0.002735791
27071	DAPP1 Dual adaptor of phosphotyrosine and 3-phosphoinositides	-1.062528747	-1.075822047	-1.222100185	-1.120150326	-21.91253019	0.00207616
441136	441136	-1.257061105	-0.935611004	-1.170074797	-1.120915635	-11.67683613	0.007254437
4852	NPY Neuropeptide Y	-0.945984256	-1.114185329	-1.3251181	-1.128429228	-10.28856591	0.009315129
2243	FGA Fibrinogen alpha chain	-1.259084283	-1.161717234	-0.970470107	-1.130423875	-13.3348375	0.005576732
1280	COL2A1 Collagen, type II, alpha 1 (primary osteoarthritis, spondyloepiphyseal dysplasia, congenital)	-1.032106021	-1.269096842	-1.098098744	-1.133100536	-16.04586678	0.003861468
6675	UAP1 UDP-N-acteylglucosamine pyrophosphorylase 1	-1.204678694	-1.279918928	-0.950884234	-1.145160619	-11.50489013	0.007470457
140885	SIRPA Signal-regulatory protein alpha	-1.295000057	-0.957337734	-1.216753238	-1.156363676	-11.33197389	0.007697536
79075	DCC1 Defective in sister chromatid cohesion homolog 1 (S. cerevisiae)	-0.959854276	-1.204074099	-1.321830356	-1.161919577	-10.9000093	0.008311991
89944	LOC89944 Hypothetical protein BC008326	-1.340276995	-1.101820908	-1.045906033	-1.162667979	-12.88138959	0.005972692
2036	EPB41L1 Erythrocyte membrane protein band 4.1-like 1	-1.196779842	-1.244179147	-1.062483128	-1.167814039	-21.46167799	0.002164019
928	CD9 CD9 molecule	-1.119597204	-1.34687712	-1.04399713	-1.170157151	-12.8567214	0.005995427
2556	GABRA3 Gamma-aminobutyric acid (GABA) A receptor, alpha 3	-1.30055533	-1.012465085	-1.251140535	-1.18805365	-13.35708054	0.005558328
51280	GOLM1 Golgi membrane protein 1	-1.202745184	-1.275067241	-1.091433743	-1.189748723	-22.27692283	0.002008997
1284	COL4A2 Collagen, type IV, alpha 2	-0.990565394	-1.256870434	-1.326577812	-1.19133788	-11.63606545	0.007304805
8218	CLTCL1 Clathrin, heavy chain-like 1	-1.15868395	-1.26383313	-1.154603087	-1.192373389	-33.35376829	0.000897687
1106	CHD2 Chromodomain helicase DNA binding protein 2	-1.205034004	-1.412612272	-1.019546745	-1.212397674	-10.67928683	0.008654637
5715	PSMD9 proteasome (prosome, macropain) 26S subunit, non-ATPase, 9	-1.042744357	-1.40642949	-1.199090213	-1.21608802	-11.54547246	0.007418614
4356	MPP3 Membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	-1.341479922	-1.276899259	-1.030315314	-1.216231498	-12.82821718	0.00602186
11045	UPK1A Uroplakin 1A	-1.326829709	-1.089383372	-1.244271423	-1.220161502	-17.53185412	0.003237659
3190	HNRPK Heterogeneous nuclear ribonucleoprotein K	-1.331296652	-1.329564255	-1.000313676	-1.220391528	-11.09042927	0.008032412
219537	SMTNL1 Smoothelin-like 1	-1.310421901	-1.169525611	-1.194728019	-1.224891843	-28.23667618	0.001251863
6447	SCG5 Secretogranin V (7B2 protein)	-1.303803974	-1.30314058	-1.069531511	-1.225492022	-15.71536693	0.004024602
5565	PRKAB2 Protein kinase, AMP-activated, beta 2 non-catalytic subunit	-1.090049153	-1.218654892	-1.398366916	-1.23569032	-13.82044424	0.005194714
94121	SYTL4 Synaptotagmin-like 4 (granuphilin-a)	-1.06003426	-1.193736564	-1.45382864	-1.235866488	-10.68960392	0.008638155
8795	TNFRSF10B Tumor necrosis factor receptor superfamily, member 10b	-1.283191957	-1.296409151	-1.196296234	-1.258632447	-40.08284545	0.000621839
598	BCL2L1 BCL2-like 1	-1.304507762	-1.374981689	-1.117001311	-1.265496921	-16.43832776	0.00368029
108	ADCY2 Adenylate cyclase 2 (brain)	-1.328201931	-1.211794471	-1.27567925	-1.271891884	-37.78953205	0.000699522
51143	DYNC1LI1 Dynein, cytoplasmic 1, light intermediate chain 1	-1.137980182	-1.327779071	-1.365006085	-1.27692178	-18.16464903	0.003017012
51642	MRPL48 Mitochondrial ribosomal protein L48	-1.302559693	-1.20359505	-1.327455898	-1.277870214	-33.78231675	0.000875086
57096	RPGRIP1 Retinitis pigmentosa GTPase regulator interacting protein 1	-1.277404121	-1.194096945	-1.368281044	-1.27992737	-25.44665976	0.001540756
5663	PSEN1 Presenilin 1 (Alzheimer disease 3)	-1.497830329	-1.106242665	-1.250792812	-1.284955269	-11.23950752	0.007823222
685	BTC Betacellulin	-1.443067415	-1.222837812	-1.201334188	-1.289079805	-16.6884913	0.003571367
1428	CRYM Crystallin, mu	-1.217537419	-1.47629891	-1.235268498	-1.309701609	-15.69336327	0.004035828
57536	KIAA1328 KIAA1328	-1.203804296	-1.187346165	-1.538440973	-1.309863812	-11.45113068	0.007539971
84063	KIRREL2 Kin of IRRE like 2 (Drosophila)	-1.17909155	-1.372859755	-1.379929655	-1.310626987	-19.91853174	0.002511003
50632	DRD1IP Dopamine receptor D1 interacting protein	-1.159194129	-1.57401068	-1.204103216	-1.312436008	-9.985947344	0.009879796
153830	RNF145 Ring finger protein 145	-1.325330227	-1.484407594	-1.133734727	-1.314490849	-12.96655186	0.005895184
6275	S100A4 S100 calcium binding protein A4	-1.454738408	-1.380472424	-1.114262033	-1.316490955	-12.7366713	0.006107942
10021	HCN4 Hyperpolarization activated cyclic nucleotide-gated potassium channel 4	-1.451038557	-1.090922721	-1.412931087	-1.318297455	-11.54190558	0.007423149
10252	SPRY1 Sprouty homolog 1, antagonist of FGF signaling (Drosophila)	-1.446867829	-1.445444938	-1.06294071	-1.318417826	-10.32116715	0.009257188
10098	TSPAN5 Tetraspanin 5	-1.313584421	-1.267746641	-1.374249708	-1.318526924	-42.74832102	0.000546771
4036	LRP2 Low density lipoprotein-related protein 2	-1.416809447	-1.257536064	-1.28299731	-1.319114273	-26.70408784	0.001399369
2323	FLT3LG Fms-related tyrosine kinase 3 ligand	-1.274453467	-1.222963149	-1.460818235	-1.319411617	-18.26204435	0.002985061
4091	SMAD6 SMAD family member 6	-1.337441478	-1.205498458	-1.419619457	-1.320853131	-21.17926072	0.002221923
6339	SCNN1D Sodium channel, nonvoltage-gated 1, delta	-1.46392545	-1.420687872	-1.116783414	-1.333798912	-12.21167373	0.006639079
11236	RNF139 Ring finger protein 139	-1.225908106	-1.492073259	-1.288038573	-1.335339979	-16.6101797	0.003604939
10159	ATP6AP2 ATPase, H+ transporting, lysosomal accessory protein 2	-1.216795019	-1.573118682	-1.230413852	-1.340109184	-11.49607079	0.007481795
26993	AKAP8L A kinase (PRKA) anchor protein 8-like	-1.278259737	-1.538539334	-1.222005446	-1.346268172	-13.80823314	0.005203834
8335	HIST1H2AB Histone cluster 1, H2ab	-1.192497881	-1.567008533	-1.282221089	-1.347242501	-11.93365865	0.006948765
1605	DAG1 dystroglycan 1 (dystrophin-associated glycoprotein 1)	-1.464651506	-1.455104644	-1.179316549	-1.366357566	-14.60390552	0.004656081
6280	S100A9 S100 calcium binding protein A9	-1.449617696	-1.26827472	-1.418268134	-1.378720183	-24.63788448	0.001643318
89780	WNT3A Wingless-type MMTV integration site family, member 3A	-1.167003305	-1.428499091	-1.570045509	-1.388515968	-11.76177215	0.007151158
84940	CORO6 Coronin 6	-1.319594332	-1.214737221	-1.640014723	-1.391448759	-10.87782943	0.008345498
10454	MAP3K7IP1 Mitogen-activated protein kinase kinase kinase 7 interacting protein 1	-1.223001103	-1.579589995	-1.403039562	-1.401876886	-13.61838985	0.005348761
93107	KCNG4 Potassium voltage-gated channel, subfamily G, member 4	-1.496226427	-1.406737914	-1.33058385	-1.41118273	-29.48039731	0.001148642
7165	TPD52L2 Tumor protein D52-like 2	-1.475128721	-1.440578436	-1.318478483	-1.411395213	-29.70301027	0.001131518
1314	COPA coatomer protein complex, subunit alpha	-1.382853732	-1.683589892	-1.202148435	-1.42286402	-10.13345041	0.009598365
