UNIQID	NAME	Gene.index	Gene.symbol	Col2	Fold	T-stat	Pvalue
20247	GeneID_60_____ACTB	60	ACTB	Actin, beta	-1.108634234	-5.924399316	1.15E-07
28682	GeneID_963____CD53	963	CD53	CD53 molecule	-0.750181572	-5.921831567	1.16E-07
31384	GeneID_7520___XRCC5	7520	XRCC5	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining; Ku autoantigen, 80kDa)	-0.891235954	-5.916066238	1.19E-07
17840	GeneID_5604___MAP2K1	5604	MAP2K1	Mitogen-activated protein kinase kinase 1	-0.590232323	-5.92453203	1.20E-07
24758	GeneID_9833___MELK	9833	MELK	Maternal embryonic leucine zipper kinase	-0.748836797	-5.932958096	1.21E-07
26539	GeneID_1880___EBI2	1880	EBI2	Epstein-Barr virus induced gene 2 (lymphocyte-specific G protein-coupled receptor)	-1.553982442	-5.937869692	1.24E-07
34508	GeneID_4791___NFKB2	4791	NFKB2	Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	-0.833590278	-5.925361223	1.25E-07
29887	GeneID_3313___HSPA9	3313	HSPA9	Heat shock 70kDa protein 9 (mortalin)	-0.871120639	-5.896427162	1.29E-07
27714	GeneID_8872___CDC123	8872	CDC123	Chromosome 10 open reading frame 7	-0.799757658	-5.894053452	1.30E-07
17307	GeneID_8428___STK24	8428	STK24	Serine/threonine kinase 24 (STE20 homolog, yeast)	-0.771983086	-5.905089385	1.35E-07
28363	GeneID_2773___GNAI3	2773	GNAI3	Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	-0.506181245	-5.876958915	1.39E-07
31410	GeneID_5223___PGAM1	5223	PGAM1	Phosphoglycerate mutase 1 (brain)	-0.825417424	-5.884730873	1.41E-07
22172	GeneID_29062__HSPC049	29062	HSPC049	HSPC049 protein	0.869393417	5.96161404	1.42E-07
34850	AI370189	1000034850			-0.651500253	-5.872514531	1.48E-07
29166	GeneID_1982___EIF4G2	1982	EIF4G2	Eukaryotic translation initiation factor 4 gamma, 2	-0.769263964	-5.854892917	1.52E-07
29218	GeneID_949____SCARB1	949	SCARB1	Scavenger receptor class B, member 1	-0.761068687	-5.863278242	1.53E-07
32270	GeneID_1445___CSK	1445	CSK	C-src tyrosine kinase	-0.823628885	-5.860757039	1.55E-07
22151	GeneID_10286__BCAS2	10286	BCAS2	Breast carcinoma amplified sequence 2	-0.758028092	-5.849044368	1.56E-07
17906	GeneID_7283___TUBG1	7283	TUBG1	Tubulin, gamma 1	-0.666589004	-5.841536897	1.74E-07
28562	GeneID_7277___TUBA1	7277	TUBA1	Tubulin, alpha 1	-0.807624488	-5.811679106	1.81E-07
24496	GeneID_10971__YWHAQ	10971	YWHAQ	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide	-0.866198608	-5.803578473	1.87E-07
16528	GeneID_6790___AURKA	6790	AURKA	Aurora kinase A	-0.685428419	-5.802564933	1.88E-07
27866	GeneID_10728__PTGES3	10728	PTGES3	Prostaglandin E synthase 3 (cytosolic)	-0.686421704	-5.798767534	1.90E-07
24908	GeneID_6446___SGK	6446	SGK	Serum/glucocorticoid regulated kinase	-1.322965356	-5.796522002	1.92E-07
24361	AA811713	1000024361			-0.794512121	-5.815882431	1.92E-07
27500	GeneID_71_____ACTG1	71	ACTG1	Actin, gamma 1	-0.78445905	-5.792692583	1.95E-07
24276	GeneID_817____CAMK2D	817	CAMK2D	Calcium/calmodulin-dependent protein kinase (CaM kinase) II delta	-0.730397707	-5.787041177	2.00E-07
31230	GeneID_4173___MCM4	4173	MCM4	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)	-1.271222381	-5.824455955	2.11E-07
17414	GeneID_4950___OCLN	4950	OCLN	Occludin	-0.561222113	-5.767901302	2.15E-07
17442	GeneID_1457___CSNK2A1	1457	CSNK2A1	Casein kinase 2, alpha 1 polypeptide	-0.519453506	-5.766107184	2.34E-07
28321	GeneID_5795___PTPRJ	5795	PTPRJ	Protein tyrosine phosphatase, receptor type, J	-0.502247703	-5.806825685	2.36E-07
16789	GeneID_596____BCL2	596	BCL2	B-cell CLL/lymphoma 2	1.299260662	5.784083885	2.36E-07
30234	GeneID_5925___RB1	5925	RB1	Retinoblastoma 1 (including osteosarcoma)	-0.714670464	-5.813060437	2.40E-07
16699	GeneID_355____FAS	355	FAS	Fas (TNF receptor superfamily, member 6)	-1.091880455	-5.784069909	2.46E-07
30106	GeneID_10135__PBEF1	10135	PBEF1	Pre-B-cell colony enhancing factor 1	-1.037660764	-5.742372996	2.57E-07
24507	GeneID_4691___NCL	4691	NCL	Nucleolin	-1.170595455	-5.732589596	2.57E-07
26532	GeneID_55707__NECAP2	55707	NECAP2	NECAP endocytosis associated 2	-0.625825635	-5.722723521	2.58E-07
31426	GeneID_10135__PBEF1	10135	PBEF1	Pre-B-cell colony enhancing factor 1	-0.813702703	-5.721368714	2.59E-07
17832	GeneID_963____CD53	963	CD53	CD53 molecule	-0.596389926	-5.710997852	2.70E-07
31710	GeneID_51727__CMPK	51727	CMPK	Cytidylate kinase	-0.83642399	-5.717784809	2.73E-07
32233	GeneID_55771__PRR11	55771	PRR11	Proline rich 11	-0.523952061	-5.7093186	3.04E-07
25232	GeneID_3586___IL10	3586	IL10	Interleukin 10	-1.117397619	-6.054389289	3.05E-07
33018	GeneID_23075__SWAP70	23075	SWAP70	SWAP-70 protein	-0.909473464	-5.661869832	3.28E-07
25105	GeneID_51155__HN1	51155	HN1	Hematological and neurological expressed 1	-0.718938176	-5.670411088	3.29E-07
27051	GeneID_4170___MCL1	4170	MCL1	Myeloid cell leukemia sequence 1 (BCL2-related)	-0.661913345	-5.66730028	3.33E-07
16346	GeneID_25942__SIN3A	25942	SIN3A	SIN3 homolog A, transcription regulator (yeast)	-0.721875	-5.674678173	3.35E-07
29175	GeneID_9255___SCYE1	9255	SCYE1	Small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating)	-0.487505405	-5.65556121	3.36E-07
29216	GeneID_114908_TMEM123	114908	TMEM123	Transmembrane protein 123	-0.847751515	-5.663548114	3.38E-07
24286	GeneID_7284___TUFM	7284	TUFM	Tu translation elongation factor, mitochondrial	-0.995919902	-5.65309087	3.40E-07
31802	GeneID_10286__BCAS2	10286	BCAS2	Breast carcinoma amplified sequence 2	-0.789729402	-5.652274392	3.41E-07
25231	GeneID_3586___IL10	3586	IL10	Interleukin 10	-1.249151792	-5.668950612	3.56E-07
27253	GeneID_5604___MAP2K1	5604	MAP2K1	Mitogen-activated protein kinase kinase 1	-0.618949304	-5.631623759	3.70E-07
27603	GeneID_4267___CD99	4267	CD99	CD99 molecule	-0.554573546	-5.627002813	3.76E-07
26401	GeneID_6446___SGK	6446	SGK	Serum/glucocorticoid regulated kinase	-1.253691775	-5.631454797	3.97E-07
25993	GeneID_4332___MNDA	4332	MNDA	Myeloid cell nuclear differentiation antigen	-1.519409091	-5.616389275	4.07E-07
30589	GeneID_330____BIRC3	330	BIRC3	Baculoviral IAP repeat-containing 3	-0.872372973	-5.607562303	4.07E-07
24875	GeneID_71_____ACTG1	71	ACTG1	Actin, gamma 1	-0.705104259	-5.604069787	4.12E-07
32325	GeneID_23112__TNRC6B	23112	TNRC6B	Trinucleotide repeat containing 6B	1.291346923	5.938963093	4.15E-07
25944	GeneID_3419___IDH3A	3419	IDH3A	Isocitrate dehydrogenase 3 (NAD+) alpha	-0.623200737	-5.602059668	4.15E-07
31618	GeneID_51503__HSPC148	51503	HSPC148	Hypothetical protein HSPC148	-0.570749058	-5.597062619	4.24E-07
16960	GeneID_3491___CYR61	3491	CYR61	Cysteine-rich, angiogenic inducer, 61	-0.541012203	-5.592912003	4.31E-07
34723	GeneID_84896__ATAD1	84896	ATAD1	ATPase family, AAA domain containing 1	-0.632370833	-5.609806456	4.32E-07
28731	GeneID_11151__CORO1A	11151	CORO1A	Coronin, actin binding protein, 1A	-0.709339722	-5.58786691	4.39E-07
28046	GeneID_55571__C2orf29	55571	C2orf29	Chromosome 2 open reading frame 29	-0.703270025	-5.579585296	4.54E-07
31561	GeneID_3939___LDHA	3939	LDHA	Lactate dehydrogenase A	-0.806855446	-5.579385912	4.54E-07
28023	GeneID_6938___TCF12	6938	TCF12	Transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	-0.903705078	-5.569911729	4.72E-07
24748	GeneID_7319___UBE2A	7319	UBE2A	Ubiquitin-conjugating enzyme E2A (RAD6 homolog)	-0.676469004	-5.587066774	4.72E-07
24575	GeneID_8872___CDC123	8872	CDC123	Chromosome 10 open reading frame 7	-0.755714824	-5.55833361	4.94E-07
24542	GeneID_4702___NDUFA8	4702	NDUFA8	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa	-0.619928283	-5.56448871	4.98E-07
34337	GeneID_10188__TNK2	10188	TNK2	Tyrosine kinase, non-receptor, 2	0.886899337	5.720512916	5.02E-07
28012	GeneID_5534___PPP3R1	5534	PPP3R1	Protein phosphatase 3 (formerly 2B), regulatory subunit B, 19kDa, alpha isoform (calcineurin B, type I)	-0.785915152	-5.553135227	5.21E-07
27568	GeneID_57142__RTN4	57142	RTN4	Reticulon 4	-0.566740976	-5.561691723	5.22E-07
28651	GeneID_8772___FADD	8772	FADD	Fas (TNFRSF6)-associated via death domain	-0.497808699	-5.550287821	5.27E-07
28223	GeneID_2923___PDIA3	2923	PDIA3	Protein disulfide isomerase family A, member 3	-0.77264783	-5.538856506	5.33E-07
17290	GeneID_1022___CDK7	1022	CDK7	Cyclin-dependent kinase 7 (MO15 homolog, Xenopus laevis, cdk-activating kinase)	-0.686436909	-5.544817593	5.38E-07
31422	GeneID_5573___PRKAR1A	5573	PRKAR1A	Protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	-0.776298232	-5.543943188	5.40E-07
26351	GeneID_4170___MCL1	4170	MCL1	Myeloid cell leukemia sequence 1 (BCL2-related)	-0.712769333	-5.69778556	5.46E-07
27178	GeneID_7335___UBE2V1	7335	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	-0.581805801	-5.545216128	5.56E-07
17807	GeneID_1874___E2F4	1874	E2F4	E2F transcription factor 4, p107/p130-binding	-0.459732105	-5.521386532	5.71E-07
27584	GeneID_7251___TSG101	7251	TSG101	Tumor susceptibility gene 101	-0.530088124	-5.517798461	5.79E-07
30831	GeneID_6241___RRM2	6241	RRM2	Ribonucleotide reductase M2 polypeptide	-0.763436527	-5.509289489	5.98E-07
27531	GeneID_805____CALM2	805	CALM2	Calmodulin 2 (phosphorylase kinase, delta)	-0.635754026	-5.522303534	6.08E-07
17064	GeneID_159____ADSS	159	ADSS	Adenylosuccinate synthase	-0.613523423	-5.503760214	6.12E-07
31759	GeneID_9774___BCLAF1	9774	BCLAF1	BCL2-associated transcription factor 1	0.539795588	5.52399135	6.48E-07
30470	GeneID_643____BLR1	643	BLR1	Burkitt lymphoma receptor 1, GTP binding protein (chemokine (C-X-C motif) receptor 5)	-1.392214583	-5.483835829	7.06E-07
