Pathway	Gene Symbol	Entrez Gene ID
apoptosis	MAP2K1	8164
apoptosis	MAP2K2	8165
apoptosis	MAP2K7	8171
apoptosis	DIABLO	8296
apoptosis	BAD	8540
apoptosis	BAK1	8701
apoptosis	BAX	8750
apoptosis	RAF1	8843
apoptosis	BCL2	8920
apoptosis	BCL2A1	8928
apoptosis	BCL2L1	8937
apoptosis	ROCK1	9045
apoptosis	RPS6KA1	9117
apoptosis	BID	9260
apoptosis	MAP2K4	9390
apoptosis	SPTAN1	10209
apoptosis	TNF	10539
apoptosis	TNFRSF1A	10546
apoptosis	TNFRSF1B	10547
apoptosis	TP53	10566
apoptosis	CAPN1	12297
apoptosis	CAPN2	12301
apoptosis	CASP2	12393
apoptosis	CASP3	12403
apoptosis	CASP6	12446
apoptosis	CASP7	12461
apoptosis	CASP8	12479
apoptosis	CASP9	12499
apoptosis	CASP10	12519
apoptosis	IKBKG	12658
apoptosis	MAP3K14	13097
apoptosis	IKBKE	13713
apoptosis	CDC2	13897
apoptosis	Casp12	120329
breast cancer	CDK2	154
breast cancer	CDK4	166
breast cancer	NDRG1	347
breast cancer	KNTC2	355
breast cancer	PECI	401
breast cancer	CEACAM5	426
breast cancer	SYNCRIP	439
breast cancer	PITRM1	472
breast cancer	CENPA	518
breast cancer	IVNS1ABP	559
breast cancer	CENPF	564
breast cancer	RAI2	647
breast cancer	CTSC	655
breast cancer	NMU	736
breast cancer	MAPRE2	828
breast cancer	GCN1L1	830
breast cancer	ESM1	916
breast cancer	MGAT4A	1105
breast cancer	CIRBP	1185
breast cancer	CKS2	1204
breast cancer	COL4A2	1334
breast cancer	ADM	1389
breast cancer	CP	1408
breast cancer	CSF1	1506
breast cancer	CSF3	1511
breast cancer	CTNNB1	1595
breast cancer	CTPS	1605
breast cancer	CTSB	1613
breast cancer	CTSD	1614
breast cancer	CTSE	1617
breast cancer	CTSL2	1628
breast cancer	PAQR3	1646
breast cancer	CYC1	1657
breast cancer	CYP19A1	1713
breast cancer	AP2B1	1760
breast cancer	DCK	1764
breast cancer	ECT2	1968
breast cancer	EGF	2003
breast cancer	EGFR	2009
breast cancer	EGR3	2013
breast cancer	PTPLB	2083
breast cancer	ERBB2	2144
breast cancer	ERBB3	2145
breast cancer	ERBB4	2146
breast cancer	AKT1	2150
breast cancer	ESR1	2163
breast cancer	ESR2	2166
breast cancer	ALB	2190
breast cancer	EXT1	2192
breast cancer	EZH2	2202
breast cancer	FBP1	2261
breast cancer	FGF3	2328
breast cancer	FGF8	2334
breast cancer	FLT1	2696
breast cancer	FOS	2959
breast cancer	PRAME	2962
breast cancer	SEC14L2	2969
breast cancer	ORC6L	3009
breast cancer	C20orf103	3103
breast cancer	FUT8	3149
breast cancer	PRKD2	3295
breast cancer	C20orf28	3300
breast cancer	MYRIP	3331
breast cancer	ASPM	3333
breast cancer	GAPDH	3355
breast cancer	KLK13	3429
breast cancer	FBXO5	3523
breast cancer	SACS	3529
breast cancer	GBE1	3547
breast cancer	BBC3	3752
breast cancer	PIB5PA	3759
breast cancer	EIF2C2	3775
breast cancer	GNAZ	3917
breast cancer	GRB7	4099
breast cancer	MRPL13	4143
breast cancer	ATAD2	4155
breast cancer	GSTM1	4247
breast cancer	GSTM3	4249
breast cancer	GPSM2	4320
breast cancer	HMGB3	4541
breast cancer	NR4A1	4553
breast cancer	HRB	4635
breast cancer	BIRC5	4675
breast cancer	IGF1	4811
breast cancer	IGF2	4817
breast cancer	IGFBP3	4824
breast cancer	IGFBP5	4826
breast cancer	ACADS	4837
breast cancer	INS	4935
breast cancer	AR	4964
breast cancer	ITGB3	4983
breast cancer	JUN	5012
breast cancer	KRT18	5173
breast cancer	KRT19	5188
breast cancer	STMN1	5307
breast cancer	MAD2L1	5485
breast cancer	MATN3	5548
breast cancer	MCM6	5572
breast cancer	MKI67	5645
breast cancer	MMP9	5670
breast cancer	MMP11	5673
breast cancer	ALDH6A1	5681
breast cancer	ASNS	5716
breast cancer	MUC1	5846
breast cancer	MX1	5860
breast cancer	MYBL2	5867
breast cancer	MYC	5871
breast cancer	ATM	5968
breast cancer	NMB	6050
breast cancer	NME1	6053
breast cancer	OXCT1	6193
breast cancer	PCSK6	6212
breast cancer	SERPINE1	6232
breast cancer	PCNA	6403
breast cancer	NUSAP1	6473
breast cancer	PCTK1	6503
breast cancer	UCHL5	6596
breast cancer	IHPK2	6638
breast cancer	EVL	6650
breast cancer	RAB6B	6699
breast cancer	PDPK1	6772
breast cancer	PECAM1	6800
breast cancer	PEX12	6834
breast cancer	PFKP	6854
breast cancer	PGK1	6867
breast cancer	PGR	6872
breast cancer	ABCB1	6873
breast cancer	PLG	6971
breast cancer	EGLN1	7206
breast cancer	VEGFA	7422
breast cancer	ARMC1	7588
breast cancer	C20orf46	7749
breast cancer	STK32B	7775
breast cancer	DKFZp762E1312	7777
breast cancer	DEPDC1	7902
breast cancer	ODZ3	7965
breast cancer	PRKCA	8025
breast cancer	FGD6	8028
breast cancer	PRKCB1	8032
breast cancer	PRKCD	8042
breast cancer	PRKCE	8050
breast cancer	PRKCG	8059
breast cancer	PRKD1	8099
breast cancer	PRKCZ	8116
breast cancer	MAPK3	8137
breast cancer	PRL	8223
breast cancer	KIAA1217	8234
breast cancer	SERF1A	8297
breast cancer	B2M	8320
breast cancer	MCCC1	8376
breast cancer	CHPT1	8425
breast cancer	PSMD2	8462
breast cancer	HRASLS	8484
breast cancer	PSMD7	8498
breast cancer	GPR126	8545
breast cancer	PTEN	8566
breast cancer	BAG1	8570
breast cancer	KIAA1324	8632
breast cancer	SCUBE2	8691
breast cancer	BAX	8750
breast cancer	RRAGD	8802
breast cancer	QDPR	8809
breast cancer	RAB27B	8824
breast cancer	RAD21	8834
breast cancer	RAD51	8837
breast cancer	RB1	8875
breast cancer	PLEKHA1	8890
breast cancer	RBP3	8911
breast cancer	CCND1	8912
breast cancer	BCL2	8920
breast cancer	BCL2L1	8937
breast cancer	RFC4	8942
breast cancer	ACTB	8958
breast cancer	RPS4X	9112
breast cancer	RPS27A	9145
breast cancer	RRM2	9154
breast cancer	SHBG	9632
breast cancer	SLC2A3	9883
breast cancer	BMP6	10015
breast cancer	SLC7A1	10020
breast cancer	RASL11B	10098
breast cancer	BNIP3	10146
breast cancer	SP1	10177
breast cancer	ODZ1	10178
breast cancer	SRC	10215
breast cancer	BRCA1	10220
breast cancer	BRCA2	10245
breast cancer	STK3	10280
breast cancer	STX1A	10289
breast cancer	TBX3	10387
breast cancer	BUB1	10418
breast cancer	TFRC	10459
breast cancer	TGFA	10461
breast cancer	TGFB1	10462
breast cancer	TGFB2	10464
breast cancer	TGFB3	10465
breast cancer	TK1	10501
breast cancer	TNF	10539
breast cancer	TP53	10566
breast cancer	TSG101	10623
breast cancer	TYK2	10866
breast cancer	VIM	11129
breast cancer	XRCC3	11183
breast cancer	CA9	11256
breast cancer	BTG2	11343
breast cancer	LGP2	11458
breast cancer	MLF1IP	11624
breast cancer	FBXO31	11710
breast cancer	GSDMDC1	11711
breast cancer	ST7	11735
breast cancer	MLLT10	12031
breast cancer	AKAP1	12222
breast cancer	CDC42BPA	12591
breast cancer	PIR	12697
breast cancer	DEGS1	12719
breast cancer	TMEFF1	12735
breast cancer	ALDH4A1	12797
breast cancer	FGF18	12926
breast cancer	GMPS	12941
breast cancer	GGH	12944
breast cancer	WISP1	12948
breast cancer	MTMR2	13000
breast cancer	CCNB1	13010
breast cancer	CCNE1	13055
breast cancer	PRC1	13142
breast cancer	CCNB2	13228
breast cancer	CCNE2	13229
breast cancer	TRIP13	13420
breast cancer	KIF3B	13474
breast cancer	ABCG2	13531
breast cancer	CD34	13567
breast cancer	BAG3	13621
breast cancer	CD68	13752
breast cancer	DLG7	13859
breast cancer	PTDSS1	13863
breast cancer	MELK	13901
breast cancer	KIF14	13993
breast cancer	CDC25B	14004
breast cancer	CDH1	14047
breast cancer	KIF21A	55605
breast cancer	Spc25	57405
breast cancer	MIB1	57534
breast cancer	MS4A7	58475
breast cancer	KIAA1683	80726
breast cancer	MUC19	283463
cell cycle	RAD50	100
cell cycle	CDK2	154
cell cycle	CDK4	166
cell cycle	CDK6	187
cell cycle	CDK7	198
cell cycle	CDK8	218
cell cycle	CDKN1A	237
cell cycle	CDKN1B	247
cell cycle	CDKN1C	256
cell cycle	CDKN2A	266
cell cycle	CDKN2B	277
cell cycle	CDKN2C	284
cell cycle	CDKN2D	293
cell cycle	CDKN3	303
cell cycle	CHEK1	935
cell cycle	CDC37	960
cell cycle	CHEK2	1019
cell cycle	CKS1B	1202
cell cycle	CKS2	1204
cell cycle	GADD45A	1779
cell cycle	DDX11	1793
cell cycle	DNM2	1881
cell cycle	E2F1	1953
cell cycle	E2F2	1955
cell cycle	E2F3	1956
cell cycle	E2F4	1957
cell cycle	E2F5	1958
cell cycle	E2F6	1959
cell cycle	ABL1	3132
cell cycle	GAPDH	3355
cell cycle	RGC32	4136
cell cycle	GTF2H1	4264
cell cycle	ANAPC2	4309
cell cycle	BIRC5	4675
cell cycle	HUS1	4705
cell cycle	KPNA2	5140
cell cycle	MAD2L1	5485
cell cycle	MCM2	5568
cell cycle	MCM3	5569
cell cycle	MCM4	5570
cell cycle	MCM5	5571
cell cycle	MCM6	5572
cell cycle	MCM7	5573
cell cycle	MKI67	5645
cell cycle	MNAT1	5684
cell cycle	MRE11A	5706
cell cycle	RBL1	5933
cell cycle	ATM	5968
cell cycle	PCNA	6403
cell cycle	HERC5	6464
cell cycle	ANAPC5	6629
cell cycle	GTSE1	6676
cell cycle	CDK5RAP1	6752
cell cycle	ATR	7152
cell cycle	BCCIP	8302
cell cycle	B2M	8320
cell cycle	BAX	8750
cell cycle	RAD1	8751
cell cycle	RAD9A	8832
cell cycle	RAD17	8833
cell cycle	RAD51	8837
cell cycle	RB1	8875
cell cycle	RBBP8	8887
cell cycle	RBL2	8892
cell cycle	CCND1	8912
cell cycle	BCL2	8920
cell cycle	ACTB	8958
cell cycle	RPA3	9057
cell cycle	RPS27A	9145
cell cycle	SKP2	9824
cell cycle	BRCA1	10220
cell cycle	BRCA2	10245
cell cycle	TFDP1	10451
cell cycle	TFDP2	10452
cell cycle	MAD2L2	10459
cell cycle	TP53	10566
cell cycle	UBE1	10997
cell cycle	SUMO1	11062
cell cycle	CDK5RAP3	12030
cell cycle	CUL5	12073
cell cycle	CDC7	12335
cell cycle	CDC45L	12336
cell cycle	CUL4A	12546
cell cycle	CUL3	12548
cell cycle	CUL2	12550
cell cycle	CUL1	12551
cell cycle	CDK5R1	12958
cell cycle	CDC16	12984
cell cycle	CCNA2	13003
cell cycle	CCNA1	13004
cell cycle	CCNB1	13010
cell cycle	CCNC	13018
cell cycle	CCND2	13035
cell cycle	CDK5R2	13037
cell cycle	CCND3	13041
cell cycle	CCNE1	13055
cell cycle	CCNF	13066
cell cycle	CCNG1	13082
cell cycle	CCNG2	13085
cell cycle	CCNH	13096
cell cycle	CCNT1	13122
cell cycle	CCNT2	13136
cell cycle	PKMYT1	13175
cell cycle	CCNB2	13228
cell cycle	CCNE2	13229
cell cycle	KNTC1	13808
cell cycle	CDC2	13897
cell cycle	CDC6	13964
cell cycle	CDC20	13975
cell cycle	CDC25A	13995
cell cycle	CDC25C	14014
cell cycle	CDC34	14029
cell cycle	ANAPC4	29945
cell cycle	SERTAD1	29950
cell surface signaling	CDH5	31
cell surface signaling	ADAM8	89
cell surface signaling	CD96	203
cell surface signaling	PROCR	484
cell surface signaling	CD160	947
cell surface signaling	CHIT1	998
cell surface signaling	CMA1	1264
cell surface signaling	COL1A1	1326
cell surface signaling	COL1A2	1328
cell surface signaling	COL3A1	1331
cell surface signaling	CR2	1433
cell surface signaling	CSF1R	1507
cell surface signaling	CTLA4	1588
cell surface signaling	ACE	1767
cell surface signaling	DPP4	1897
cell surface signaling	ENG	2097
cell surface signaling	ALCAM	2199
cell surface signaling	FABP4	2220
cell surface signaling	FCER1A	2263
cell surface signaling	FCER2	2269
cell surface signaling	FCGR1A	2271
cell surface signaling	FCGR3B	2289
cell surface signaling	GAPDH	3355
cell surface signaling	ITGA1	3672
cell surface signaling	CD209	4480
cell surface signaling	ICAM2	4715
cell surface signaling	FAS	4861
cell surface signaling	IL2RA	4870
cell surface signaling	IL12RB1	4900
cell surface signaling	ITGA2	4967
cell surface signaling	ITGA3	4969
cell surface signaling	KLRB1	5126
cell surface signaling	KLRC1	5127
cell surface signaling	KLRD1	5130
cell surface signaling	KRT4	5152
cell surface signaling	KRT5	5153
cell surface signaling	KRT8	5157
cell surface signaling	KRT10	5159
cell surface signaling	KRT13	5161
cell surface signaling	KRT17	5169
cell surface signaling	KRT18	5173
cell surface signaling	KRT19	5188
cell surface signaling	LAG3	5253
cell surface signaling	TACSTD1	5475
cell surface signaling	CD22	5497
cell surface signaling	MCAM	5563
cell surface signaling	MUC1	5846
cell surface signaling	MYH9	5886
cell surface signaling	MYH10	5887
cell surface signaling	MYH11	5888
cell surface signaling	NCAM1	5934
cell surface signaling	NOS3	6064
cell surface signaling	NT5E	6113
cell surface signaling	CD244	6798
cell surface signaling	PECAM1	6800
cell surface signaling	B2M	8320
cell surface signaling	RETN	8324
cell surface signaling	ACTA2	8850
cell surface signaling	ACTB	8958
cell surface signaling	RPS27A	9145
cell surface signaling	S100A8	9177
cell surface signaling	SELE	9331
cell surface signaling	SELP	9333
cell surface signaling	ST6GAL1	9732
cell surface signaling	FSCN1	10131
cell surface signaling	TEK	10436
cell surface signaling	THBD	10478
cell surface signaling	TPSAB1	10586
cell surface signaling	TNFRSF4	10830
cell surface signaling	VCAM1	11115
cell surface signaling	VWF	11143
cell surface signaling	IL1R2	11352
cell surface signaling	CD1A	13176
cell surface signaling	CD1C	13197
cell surface signaling	CD1D	13207
cell surface signaling	CD2	13238
cell surface signaling	CD3D	13251
cell surface signaling	CD3G	13272
cell surface signaling	CD4	13304
cell surface signaling	CD5	13316
cell surface signaling	CD6	13339
cell surface signaling	CD7	13349
cell surface signaling	CD8A	13360
cell surface signaling	CD14	13398
cell surface signaling	CD19	13405
cell surface signaling	CD83	13407
cell surface signaling	MS4A1	13409
cell surface signaling	CD163	13434
cell surface signaling	CD24	13440
cell surface signaling	ADIPOQ	13473
cell surface signaling	CD28	13498
cell surface signaling	CD80	13510
cell surface signaling	CD86	13522
cell surface signaling	TNFRSF8	13532
cell surface signaling	CD33	13548
cell surface signaling	CD34	13567
cell surface signaling	CHST10	13579
cell surface signaling	CD37	13599
cell surface signaling	CD38	13609
cell surface signaling	CD40	13661
cell surface signaling	CD40LG	13672
cell surface signaling	CD63	13741
cell surface signaling	CD68	13752
cell surface signaling	CD69	13762
cell surface signaling	CD72	13783
cell surface signaling	CD74	13792
cell surface signaling	CD79A	13802
cell surface signaling	CD79B	13813
cell surface signaling	MYOCD	93649
chemokines	CFL1	629
chemokines	CCR3	1271
chemokines	CCR5	1274
chemokines	MAPK14	1504
chemokines	PLCG1	1630
chemokines	PTK2B	2236
chemokines	PLCB1	2723
chemokines	FOS	2959
chemokines	NOX1	3709
chemokines	GNAI1	3907
chemokines	GNAI2	3908
chemokines	GNAQ	3912
chemokines	HRAS	4634
chemokines	JUN	5012
chemokines	KRAS	5147
chemokines	RHOA	5166
chemokines	LIMK1	5354
chemokines	MYL2	5891
chemokines	PPP1R12A	5911
chemokines	PPP1R12B	5913
chemokines	NRAS	6102
chemokines	PIK3C2G	6909
chemokines	PLCB2	6949
chemokines	PLCB3	6950
chemokines	PLCB4	6951
chemokines	PLCG2	6964
chemokines	PRKCA	8025
chemokines	PRKCB1	8032
chemokines	MAPK1	8136
chemokines	MAPK3	8137
chemokines	MAPK8	8152
chemokines	MAP2K1	8164
chemokines	MAP2K2	8165
chemokines	PTK2	8616
chemokines	RAF1	8843
chemokines	CCL2	9238
chemokines	CCL4	9242
chemokines	CCL5	9243
chemokines	CCL7	9244
chemokines	CCL11	9246
chemokines	CCL13	9247
chemokines	CCL24	9259
chemokines	CXCL12	9274
chemokines	SRC	10215
chemokines	CXCR4	11354
chemokines	CALM1	11933
chemokines	CALM2	12070
chemokines	CALM3	12111
chemokines	CAMK4	12157
chemokines	CAMK2A	12166
chemokines	CAMK2B	12198
chemokines	CAMK2D	12232
chemokines	CAMK2G	12243
chemokines	CAMK1	12681
chemokines	ROCK2	13572
DNA damage	RAD50	100
DNA damage	CDK7	198
DNA damage	UNG2	283
DNA damage	CIB1	458
DNA damage	GADD45G	768
DNA damage	CHEK1	935
DNA damage	DMC1	964
DNA damage	CHEK2	1019
DNA damage	TREX2	1030
DNA damage	TREX1	1078
DNA damage	PNKP	1085
DNA damage	CIDEA	1176
DNA damage	ERCC8	1199
DNA damage	CRY1	1477
DNA damage	CRY2	1479
DNA damage	DDB1	1773
DNA damage	DDB2	1774
DNA damage	GADD45A	1779
DNA damage	DDIT3	1780
DNA damage	ERCC1	2147
DNA damage	ERCC2	2148
DNA damage	ERCC3	2152
DNA damage	ERCC4	2153
DNA damage	ERCC5	2154
DNA damage	FANCG	2239
DNA damage	FEN1	2318
DNA damage	PPP1R15A	3047
DNA damage	ABL1	3132
DNA damage	GAPDH	3355
DNA damage	ANKRD17	3418
DNA damage	MLH3	3705
DNA damage	CIDEB	3770
DNA damage	SESN1	3805
DNA damage	APEX2	3836
DNA damage	GML	3901
DNA damage	MSH6	4256
DNA damage	GTF2H1	4264
DNA damage	GTF2H2	4265
DNA damage	GTF2H3	4266
DNA damage	APEX1	4644
DNA damage	HUS1	4705
DNA damage	IGHMBP2	4844
DNA damage	INPPL1	4940
DNA damage	LIG1	5348
DNA damage	LIG3	5350
DNA damage	LIG4	5351
DNA damage	MLH1	5649
DNA damage	MNAT1	5684
DNA damage	MPG	5695
DNA damage	MRE11A	5706
DNA damage	PMS2	5765
DNA damage	MSH2	5803
DNA damage	MSH3	5804
DNA damage	MSH4	5805
DNA damage	MSH5	5806
DNA damage	NUDT1	5834
DNA damage	MUTYH	5857
DNA damage	ATM	5968
DNA damage	NTHL1	6116
DNA damage	OGG1	6153
DNA damage	PCNA	6403
DNA damage	GTSE1	6676
DNA damage	ZAK	6816
DNA damage	PMS1	7011
DNA damage	PMS2L4	7015
DNA damage	PMS2L3	7027
DNA damage	ATR	7152
DNA damage	ATRX	7212
DNA damage	PRKDC	8124
DNA damage	MAP2K6	8170
DNA damage	B2M	8320
DNA damage	PCBP4	8458
DNA damage	RAD1	8751
DNA damage	RAD9A	8832
DNA damage	RAD17	8833
DNA damage	RAD21	8834
DNA damage	RAD23A	8835
DNA damage	RAD23B	8836
DNA damage	RAD51	8837
DNA damage	RAD51C	8838
DNA damage	RAD51L1	8839
DNA damage	RAD51L3	8841
DNA damage	RAD52	8842
DNA damage	RBBP8	8887
DNA damage	ACTB	8958
DNA damage	RPA1	9055
DNA damage	RPA3	9057
DNA damage	RPS27A	9145
DNA damage	MAPK12	9196
DNA damage	SEMA4A	9418
DNA damage	BRCA1	10220
DNA damage	BRCA2	10245
DNA damage	TP53	10566
DNA damage	TP73	10570
DNA damage	SUMO1	11062
DNA damage	UNG	11087
DNA damage	XPA	11176
DNA damage	XPC	11177
DNA damage	XRCC1	11181
DNA damage	XRCC2	11182
DNA damage	XRCC3	11183
DNA damage	XRCC4	11184
DNA damage	XRCC5	11187
DNA damage	BTG2	11343
DNA damage	RAD54L	12530
DNA damage	MBD4	13027
DNA damage	CCNH	13096
DNA damage	EXO1	13257
DNA damage	N4BP2	55728
DNA damage	RAD18	56852
DNA damage	IHPK3	117283
DNA repair	PARP3	34
DNA repair	RAD50	100
DNA repair	CDK7	198
DNA repair	UNG2	283
DNA repair	CIB1	458
DNA repair	CETN2	613
DNA repair	POLD3	626
DNA repair	DMC1	964
DNA repair	TREX1	1078
DNA repair	PNKP	1085
DNA repair	ERCC8	1199
DNA repair	PARP1	1496
DNA repair	DDB1	1773
DNA repair	DDB2	1774
DNA repair	DKC1	1844
DNA repair	ERCC1	2147
DNA repair	ERCC2	2148
DNA repair	ERCC3	2152
DNA repair	ERCC4	2153
DNA repair	ERCC5	2154
DNA repair	ERCC6	2155
DNA repair	FEN1	2318
DNA repair	SMUG1	2998
DNA repair	RAD54B	3234
DNA repair	GAPDH	3355
DNA repair	ANKRD17	3418
DNA repair	TINF2	3528
DNA repair	MLH3	3705
DNA repair	APEX2	3836
DNA repair	POLL	3865
DNA repair	MSH6	4256
DNA repair	GTF2H1	4264
DNA repair	GTF2H2	4265
DNA repair	GTF2H3	4266
DNA repair	GTF2H4	4267
DNA repair	APEX1	4644
DNA repair	LIG1	5348
DNA repair	LIG3	5350
DNA repair	LIG4	5351
DNA repair	MGMT	5629
DNA repair	ATXN3	5644
DNA repair	MLH1	5649
DNA repair	MNAT1	5684
DNA repair	MPG	5695
DNA repair	MRE11A	5706
DNA repair	PMS2	5765
DNA repair	MSH2	5803
DNA repair	MSH3	5804
DNA repair	MSH4	5805
DNA repair	MSH5	5806
DNA repair	MUTYH	5857
DNA repair	ATM	5968
DNA repair	NTHL1	6116
DNA repair	OGG1	6153
DNA repair	PMS1	7011
DNA repair	PMS2L1	7012
DNA repair	PMS2L3	7027
DNA repair	TERF2IP	7102
DNA repair	ATR	7152
DNA repair	PRKDC	8124
DNA repair	B2M	8320
DNA repair	XAB2	8398
DNA repair	RAD21	8834
DNA repair	RAD23A	8835
DNA repair	RAD23B	8836
DNA repair	RAD51	8837
DNA repair	RAD51C	8838
DNA repair	RAD51L1	8839
DNA repair	RAD51L3	8841
DNA repair	RAD52	8842
DNA repair	RFC1	8939
DNA repair	ACTB	8958
DNA repair	RPA1	9055
DNA repair	RPA3	9057
DNA repair	RPS27A	9145
DNA repair	MMS19L	9411
DNA repair	TDG	9587
DNA repair	BRCA1	10220
DNA repair	BRCA2	10245
DNA repair	TEP1	10437
DNA repair	TERF1	10438
DNA repair	TERF2	10439
DNA repair	TERT	10440
DNA repair	TOP3A	10565
DNA repair	TP73	10570
DNA repair	UBE2A	11011
DNA repair	UBE2B	11020
DNA repair	UBE2I	11054
DNA repair	UBE2N	11057
DNA repair	UBE2V2	11059
DNA repair	UNG	11087
DNA repair	XPA	11176
DNA repair	XPC	11177
DNA repair	XRCC1	11181
DNA repair	XRCC2	11182
DNA repair	XRCC3	11183
DNA repair	XRCC4	11184
DNA repair	XRCC5	11187
DNA repair	NEIL1	11607
DNA repair	TNKS2	12063
DNA repair	BRIP1	12460
DNA repair	RAD54L	12530
DNA repair	TNKS	12796
DNA repair	MBD4	13027
DNA repair	TOP3B	13036
DNA repair	CCNH	13096
DNA repair	EXO1	13257
DNA repair	SLK	13821
DNA repair	N4BP2	55728
DNA repair	RAD18	56852
DNA repair	TNKS1BP1	85456
DNA repair	NEIL2	252969
EGF	CDKN1A	237
EGF	CNTF	1320
EGF	CPT1A	1427
EGF	CREB1	1440
EGF	CRP	1461
EGF	CSNK2A1	1531
EGF	CSNK2A2	1534
EGF	CSNK2B	1536
EGF	PLCG1	1630
EGF	DNMT1	1882
EGF	EGF	2003
EGF	EGFR	2009
EGF	EGR1	2010
EGF	A2M	2053
EGF	ELK1	2059
EGF	ELK1	2059
EGF	ENO2	2101
EGF	F3	2208
EGF	FOS	2959
EGF	FOSB	2968
EGF	GATA4	3517
EGF	GFAP	3641
EGF	GRB2	4098
