Probe Set ID	A269_R11	A269_R18	A269_R28	A269_R43	A269_R46	A269_R8	Gene Title	Gene Symbol
230802_at	7.246532	6.115537	7.8179364	20.418442	16.03643	42.253338	Rho GTPase activating protein 24	ARHGAP24
235412_at	39.118153	20.675873	18.89169	7.6265283	10.1647	9.181253	Rho guanine nucleotide exchange factor (GEF) 7	ARHGEF7
202641_at	873.81726	563.49536	508.67273	1102.7883	1363.0713	1387.2042	ADP-ribosylation factor-like 3	ARL3
212818_s_at	273.37076	175.11194	176.66884	362.17606	441.35922	443.20374	ankyrin repeat and SOCS box-containing 1	ASB1
204999_s_at	19.199974	25.1781	19.148172	51.478577	46.9116	52.10759	activating transcription factor 5	ATF5
1558705_at	27.520304	14.9145155	29.74658	58.55573	49.472744	42.59591	Atonal homolog 8 (Drosophila)	ATOH8
218799_at	168.31845	119.9769	87.10951	252.34143	218.4845	391.2966	ATP binding domain 1 family, member B	ATPBD1B
202391_at	51.113888	9.466599	10.892661	1324.7074	2796.2227	259.98773	brain abundant, membrane attached signal protein 1	BASP1
242843_at	21.920717	14.408451	18.003853	34.309685	45.156326	60.76391	Brevican	BCAN
209311_at	200.52686	202.86931	134.14645	413.87692	363.56757	306.35342	BCL2-like 2	BCL2L2
225049_at	777.7624	516.1342	552.5052	1026.0096	1815.538	1060.2368	biogenesis of lysosome-related organelles complex-1, subunit 2	BLOC1S2
205289_at	41.992374	30.950676	24.70582	76.22385	133.66797	129.33466	bone morphogenetic protein 2	BMP2
205290_s_at	10.96289	15.152158	17.222546	49.094704	107.01111	88.50594	bone morphogenetic protein 2	BMP2
211256_x_at	171.78859	81.18528	108.73724	184.77667	272.64905	285.58545	butyrophilin, subfamily 2, member A1	BTN2A1
205299_s_at	60.57768	33.795452	37.910835	65.522865	120.925	114.57943	butyrophilin, subfamily 2, member A2	BTN2A2
225334_at	314.7697	167.05663	141.30318	326.34888	634.3568	506.20728	chromosome 10 open reading frame 32	C10orf32
236813_at	109.230804	67.27576	53.49496	150.6628	157.9875	177.31198	chromosome 10 open reading frame 83	C10orf83
1554509_a_at	31.535778	38.271873	56.500786	72.960686	124.46922	87.468506	chromosome 10 open reading frame 97	C10orf97
219563_at	53.283596	23.183624	40.320076	349.0942	216.95183	325.90735	chromosome 14 open reading frame 139	C14orf139
219526_at	19.762861	11.624172	26.655071	37.078907	105.45002	237.34282	chromosome 14 open reading frame 169	C14orf169
227535_at	66.005516	24.768785	58.63184	113.83185	107.13511	115.97824	Chromosome 15 open reading frame 24	C15orf24
229442_at	476.703	236.8773	202.10448	147.04202	114.26633	115.7251	chromosome 18 open reading frame 54	C18orf54
225401_at	120.611305	68.64709	136.16846	166.77808	225.90912	264.62347	chromosome 1 open reading frame 85	C1orf85
219463_at	1274.5835	1872.1132	329.87924	103.32423	40.577324	102.25468	chromosome 20 open reading frame 103	C20orf103
230954_at	24.545065	12.831017	36.856434	49.864105	58.08294	76.84349	chromosome 20 open reading frame 112	C20orf112
208880_s_at	350.90622	268.069	287.55234	1147.4633	502.0905	591.70746	chromosome 20 open reading frame 14	C20orf14
1553960_at	116.34502	74.7304	116.619095	238.86104	274.22232	189.23354	chromosome 20 open reading frame 161	C20orf161
232500_at	60.024647	64.59696	82.971596	27.23459	27.985039	38.248085	chromosome 20 open reading frame 74	C20orf74
243750_x_at	53.116974	58.550156	34.55393	82.09391	120.936714	156.93315	chromosome 21 open reading frame 70	C21orf70
217118_s_at	286.76324	112.268776	289.08792	597.66656	844.0712	920.9318	chromosome 22 open reading frame 9	C22orf9
225331_at	671.7004	443.955	326.34607	745.1049	1390.0774	1093.4657	chromosome 3 open reading frame 6	C3orf6
220231_at	53.053947	35.027184	59.03877	21.129028	31.12754	17.432198	chromosome 7 open reading frame 16	C7orf16
226614_s_at	75.61603	21.59183	23.686018	176.40388	121.568275	717.2811	chromosome 8 open reading frame 13	C8orf13
209821_at	32.72601	22.272026	32.574184	325.4914	106.50803	69.01633	chromosome 9 open reading frame 26 (NF-HEV)	C9orf26
1554280_a_at	20.096106	12.924814	13.467501	38.70758	24.76398	42.754135	chromosome 9 open reading frame 43	C9orf43
235866_at	37.450485	25.595272	22.35852	69.14917	70.094086	50.300926	chromosome 9 open reading frame 85	C9orf85
1559672_a_at	6.1455235	4.4378037	9.549995	23.079325	13.652709	26.60871	chromosome 9 open reading frame 93	C9orf93
210770_s_at	26.232615	16.856861	57.267944	118.114105	163.26172	114.03818	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	CACNA1A
214933_at	69.68506	67.44677	128.94206	275.10287	291.6548	214.31357	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	CACNA1A
238556_at	3.1942916	11.091271	0.99131393	18.199492	31.221058	26.428173	Calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma	CAMK2G
208712_at	379.76096	87.71331	144.16093	726.7699	1878.2378	646.71045	cyclin D1	CCND1
212463_at	700.5235	456.26187	463.71658	1292.1296	1148.6357	821.6139	CD59 antigen p18-20	CD59
1567628_at	17.566172	12.804009	20.8084	331.33167	57.010742	103.71877	CD74 antigen	CD74
230157_at	85.97832	116.641335	73.08472	51.22214	34.465485	32.71111	cadherin-like 24	CDH24
235512_at	17.682255	15.19122	10.219589	34.694885	42.70489	25.37591	Cyclin-dependent kinase-like 1 (CDC2-related kinase)	CDKL1
208485_x_at	96.10558	65.96571	118.75526	294.14645	134.49095	233.56798	CASP8 and FADD-like apoptosis regulator	CFLAR
1557769_at	21.98946	16.309885	17.221817	12.779306	9.456255	5.800232	Chimerin (chimaerin) 2	CHN2
206633_at	290.54507	1146.1108	62.786297	31.854513	27.123972	14.548062	cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)	CHRNA1
205200_at	72.96201	30.150274	72.00032	3.681119	7.8893533	6.012857	C-type lectin domain family 3, member B	CLEC3B
219340_s_at	55.291626	53.715633	55.556404	87.515724	148.30794	103.210365	ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)	CLN8
220166_at	11.861811	12.398904	14.195045	21.637938	42.499283	19.370493	cyclin M1	CNNM1
204724_s_at	519.8631	1280.6761	1062.4413	39.407356	120.373146	103.17851	collagen, type IX, alpha 3	COL9A3
226024_at	307.3244	332.21155	298.67804	590.5856	686.7332	898.285	copper metabolism (Murr1) domain containing 1	COMMD1
227860_at	243.56638	194.8323	390.16193	93.32304	26.84997	71.31151	carboxypeptidase X (M14 family)	CPXM
223644_s_at	36.33309	20.934017	28.882395	67.494156	138.8668	50.595856	crystallin, gamma S	CRYGS
231920_s_at	48.321842	47.311653	47.717987	112.981926	75.490746	103.92226	casein kinase 1, gamma 1	CSNK1G1
213979_s_at	117.76814	113.35391	398.35895	630.47894	538.1018	573.83215	Hypothetical protein LOC285463	CTBP1
219468_s_at	82.30379	48.66458	68.5784	103.89722	232.0626	206.38771	CUE domain containing 1	CUEDC1
227667_at	235.65948	95.19202	107.682884	242.8426	405.8966	444.11496	CUE domain containing 1	CUEDC1
217889_s_at	135.57857	73.18085	106.325806	162.36096	243.71036	220.64183	cytochrome b reductase 1	CYBRD1
1431_at	34.808044	31.948671	22.8477	10.46799	19.778786	14.247033	cytochrome P450, family 2, subfamily E, polypeptide 1	CYP2E1
202262_x_at	235.1469	175.77277	195.51196	531.44293	444.11642	311.69287	dimethylarginine dimethylaminohydrolase 2	DDAH2
238457_at	25.88579	14.837683	16.585766	2.542381	1.5063996	2.409349	Diacylglycerol kinase, epsilon 64kDa	DGKE
219113_x_at	10.204013	4.5724826	24.385048	99.676834	54.146305	78.68304	dehydrogenase/reductase (SDR family) member 10	DHRS10
213868_s_at	20.479677	17.374733	14.098027	48.26398	27.004429	38.03833	Dehydrogenase/reductase (SDR family) member 7	DHRS7
235085_at	330.80643	524.9456	290.71335	96.30107	185.91992	213.04001	hypothetical protein DKFZp761P0423	DKFZp761P0423
201681_s_at	992.97144	566.1036	584.84705	1169.5371	1446.1898	1790.6548	discs, large homolog 5 (Drosophila)	DLG5
229689_s_at	126.38996	75.63147	85.3501	184.97568	278.21826	198.7595	Discs, large homolog 5 (Drosophila)	DLG5
224612_s_at	216.33704	203.9222	220.97054	638.9909	408.70804	309.636	DnaJ (Hsp40) homolog, subfamily C, member 5	DNAJC5
224613_s_at	73.18619	51.442703	63.152615	190.94408	120.78033	109.163025	DnaJ (Hsp40) homolog, subfamily C, member 5	DNAJC5
1556181_at	188.39368	40.029438	216.3494	25.098082	26.11315	18.296106	Similar to ankyrin	DRAP1
203258_at	664.2224	276.58643	349.89426	869.9667	794.35876	974.1895	DR1-associated protein 1 (negative cofactor 2 alpha)	DRAP1
201537_s_at	90.81373	44.886158	53.81753	108.27676	171.12663	165.24	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	DUSP3
225941_at	103.68744	22.874502	28.36662	157.14424	188.41795	183.48853	eukaryotic translation initiation factor 4E member 3	EIF4E3
201122_x_at	279.7567	77.623436	78.424934	413.0567	359.1466	800.5416	eukaryotic translation initiation factor 5A	EIF5A
227449_at	660.6029	474.33105	272.18088	196.28537	32.73582	82.759384	EPH receptor A4	EPHA4
229374_at	172.71152	179.87411	98.09732	58.650116	21.83379	27.097887	EPH receptor A4	EPHA4
202973_x_at	269.1459	174.90828	278.83395	336.36008	542.8446	738.8324	family with sequence similarity 13, member A1	FAM13A1
229518_at	49.56538	45.505585	32.497673	26.026941	9.773228	17.070026	family with sequence similarity 46, member B	FAM46B
231769_at	76.82581	43.805386	65.61067	115.950874	135.97789	327.02695	F-box protein 6	FBXO6
221519_at	138.0661	147.9162	127.7815	217.94739	335.48053	322.4813	F-box and WD-40 domain protein 4	FBXW4
204379_s_at	253.31361	203.31885	349.33774	117.626625	40.139732	43.1004	fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)	FGFR3
204380_s_at	35.971733	19.66654	19.925856	5.777626	10.335954	11.493546	fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)	FGFR3
218980_at	100.35547	70.858154	123.981735	162.98444	247.44064	210.57977	formin homology 2 domain containing 3	FHOD3
237867_s_at	13.324323	6.748123	18.456438	27.228642	36.808746	36.442043	hypothetical protein FLJ20701	FLJ20701
1557466_at	50.124077	27.068079	42.066544	14.20756	17.843718	19.414026	hypothetical gene supported by AK055666; BC039324	FLJ31104
212791_at	272.81168	151.51358	374.65018	636.02625	802.8856	746.9834	hypothetical protein FLJ38984	FLJ38984
1553269_at	18.485615	13.77538	23.4827	54.606754	43.78134	31.97468	hypothetical protein FLJ90036	FLJ90036
202709_at	81.186005	105.08487	86.88518	37.36588	43.17133	53.110672	fibromodulin	FMOD
230086_at	27.067158	20.535671	13.325393	4.974921	8.854553	3.3105428	formin binding protein 1	FNBP1
241858_at	22.74595	25.056936	27.819115	15.880689	8.467822	13.970362	Fucose-1-phosphate guanylyltransferase	FPGT
223702_x_at	29.963558	36.839783	32.689957	11.799538	14.767016	6.4367013	formiminotransferase cyclodeaminase	FTCD
214211_at	1383.7478	750.1186	1720.6891	3205.5022	2608.4897	4531.8022	ferritin, heavy polypeptide 1	FTH1
202838_at	287.5816	164.40851	99.51301	538.9366	669.06635	673.1023	fucosidase, alpha-L- 1, tissue	FUCA1
203987_at	7.047049	9.667577	14.871043	49.414387	137.28969	652.95233	frizzled homolog 6 (Drosophila)	FZD6
236077_at	65.617935	32.443153	41.56819	160.88292	150.35115	106.214745	glucosidase, alpha; neutral C	GANC
235426_at	22.290083	33.375877	21.8536	12.621007	13.669046	10.134999	Glycine amidinotransferase (L-arginine:glycine amidinotransferase)	GATM
226469_s_at	75.27418	36.681095	35.106274	106.34443	138.0275	78.455734	gamma-glutamyltransferase-like 3	GGTL3
1552316_a_at	43.009266	35.001213	37.086395	11.511059	14.839993	22.154827	GTPase, IMAP family member 1	GIMAP1
219267_at	209.8872	156.19218	202.42189	473.53403	420.00037	394.12643	glycolipid transfer protein	GLTP
224761_at	1578.5862	1125.8783	1215.7389	2330.6702	4060.3506	1889.1306	guanine nucleotide binding protein (G protein), alpha 13	GNA13
1554018_at	37.598026	10.601504	20.95081	145.57053	131.72359	139.34782	glycoprotein (transmembrane) nmb	GPNMB
201141_at	171.06296	12.765429	82.105064	516.86383	1305.2867	1191.2108	glycoprotein (transmembrane) nmb	GPNMB
221306_at	23.720104	17.180979	16.517307	36.51507	47.262966	37.492695	G protein-coupled receptor 27	GPR27
220313_at	42.384716	78.394356	40.56059	27.58063	22.414635	26.310442	G-protein coupled receptor 88	GPR88
204418_x_at	389.29837	245.84254	257.70126	559.0572	572.461	801.8678	glutathione S-transferase M2 (muscle)	GSTM2
224997_x_at	434.75076	178.08626	803.15955	18.662134	27.429964	11.442348	H19, imprinted maternally expressed untranslated mRNA	H19
38037_at	175.26967	43.954506	79.86159	225.92435	393.82486	381.01468	heparin-binding EGF-like growth factor	HBEGF
223908_at	31.255543	18.238707	29.48277	55.471176	62.14107	42.318394	histone deacetylase 8	HDAC8
210998_s_at	2.7487385	1.8603673	1.5341408	12.417718	29.12507	35.10732	hepatocyte growth factor (hepapoietin A; scatter factor)	HGF
232627_at	7.1702156	11.752287	5.9555106	21.249691	20.353973	36.024574	Hepatocyte growth factor-regulated tyrosine kinase substrate	HGS
59999_at	78.591	49.682602	45.87909	96.08977	162.92998	137.84409	hypoxia-inducible factor 1, alpha subunit inhibitor	HIF1AN
217478_s_at	60.979668	25.46369	48.870575	512.10254	295.49957	295.139	major histocompatibility complex, class II, DM alpha	HLA-DMA
203932_at	48.764698	40.42377	91.11194	322.4487	317.50586	245.72401	major histocompatibility complex, class II, DM beta	HLA-DMB
226878_at	16.947691	20.599756	32.07763	117.42778	76.28386	47.551823	major histocompatibility complex, class II, DO alpha	HLA-DOA
211991_s_at	41.4816	2.8137882	237.31914	1148.6669	1424.3646	893.94476	major histocompatibility complex, class II, DP alpha 1	HLA-DPA1
201137_s_at	13.31144	20.923862	165.68182	491.84943	803.0555	754.39655	major histocompatibility complex, class II, DP beta 1	HLA-DPB1
213831_at	12.429075	2.843365	1.1464149	299.0526	170.62196	122.67945	major histocompatibility complex, class II, DQ alpha 1	HLA-DQA1
236203_at	11.04252	7.423124	2.337993	102.589645	40.47346	56.51199	Major histocompatibility complex, class II, DQ alpha 1	HLA-DQA1
212671_s_at	1.7308452	2.4364374	14.830698	264.3731	128.11517	95.03625	major histocompatibility complex, class II, DQ alpha 1	HLA-DQA1 /// HLA-DQA2
209480_at	1.0029731	1.4247141	0.6419961	66.3594	53.406364	79.35317	Major histocompatibility complex, class II, DQ beta 1	HLA-DQB1
209823_x_at	6.5579348	8.565001	17.707409	47.21569	25.18834	60.990852	major histocompatibility complex, class II, DQ beta 1	HLA-DQB1
211654_x_at	31.00026	6.8269024	34.128376	266.1601	137.24922	336.74362	major histocompatibility complex, class II, DQ beta 1	HLA-DQB1
212998_x_at	0.84807515	1.7568356	9.84359	237.58731	98.54151	223.15425	major histocompatibility complex, class II, DQ beta 1	HLA-DQB1
212999_x_at	1.5532885	1.595092	5.8865504	54.35184	53.488525	178.1025	Major histocompatibility complex, class II, DQ beta 1	HLA-DQB1
208894_at	21.433123	5.435654	392.12595	3243.4937	1620.537	1844.5625	major histocompatibility complex, class II, DR alpha	HLA-DRA
210982_s_at	5.7824945	3.0684576	296.94467	2177.817	1159.9084	1183.8053	major histocompatibility complex, class II, DR alpha	HLA-DRA
204670_x_at	20.391972	34.94427	258.92798	1277.0917	1340.4105	1987.5555	major histocompatibility complex, class II, DR beta 1	HLA-DRB1
209312_x_at	43.61976	33.889523	331.69348	2309.1135	1476.9021	2682.943	major histocompatibility complex, class II, DR beta 1	HLA-DRB1
215193_x_at	36.016132	5.2751865	219.45183	2151.3105	1072.9637	2311.2378	major histocompatibility complex, class II, DR beta 1	HLA-DRB1
221491_x_at	13.638572	14.386535	33.729427	33.746254	69.91743	84.136	major histocompatibility complex, class II, DR beta 1	HLA-DRB1
238900_at	0.28682774	1.0038507	0.41159993	75.14993	40.172688	39.15182	major histocompatibility complex, class II, DR beta 1	HLA-DRB1 /// HLA-DRB3
208306_x_at	13.362745	3.8717816	416.81607	2645.1292	1559.0763	3135.001	Major histocompatibility complex, class II, DR beta 3	HLA-DRB5
217362_x_at	21.633862	21.259478	76.19745	193.97594	100.07915	117.82775	major histocompatibility complex, class II, DR beta 6 (pseudogene)	HLA-DRB6
204112_s_at	165.51872	265.3811	311.3786	827.18115	1438.3263	734.6009	histamine N-methyltransferase	HNMT
205366_s_at	53.261093	81.515305	12.217295	3.1626256	1.4462868	0.7324537	homeo box B6	HOXB6
1561908_a_at	70.10497	93.60919	35.283237	20.91679	24.280504	29.42292	Hypothetical protein MGC12916	HS3ST3B1
203013_at	116.85287	83.92623	66.373436	166.52405	195.65773	221.19304	suppressor of S. cerevisiae gcr2	HSGT1
218354_at	633.2578	324.58276	441.6093	1322.3417	1328.379	673.465	hematopoietic stem/progenitor cells 176	HSPC176
203595_s_at	244.6066	130.45325	118.34439	367.34537	318.99847	361.5018	interferon-induced protein with tetratricopeptide repeats 5	IFIT5
210095_s_at	2165.8135	2081.7917	1157.8279	3698.7236	5577.7554	5863.373	insulin-like growth factor binding protein 3	IGFBP3
212143_s_at	517.642	491.7675	271.7266	770.08856	1463.2535	1596.2675	insulin-like growth factor binding protein 3	IGFBP3
202794_at	347.93698	209.97589	273.79956	678.0329	1002.99884	535.7139	inositol polyphosphate-1-phosphatase	INPP1
224572_s_at	227.43567	147.76286	173.5126	447.59152	364.25723	312.77502	interferon regulatory factor 2 binding protein 2	IRF2BP2
244457_at	71.14547	65.58362	29.264194	3.706109	25.169481	7.81504	Family with sequence similarity 20, member C	ITPR2
212380_at	358.08316	232.18944	212.02551	566.3544	381.8657	674.24005	KIAA0082	KIAA0082
243136_at	29.293875	24.725172	15.746487	12.645739	9.804405	5.405083	KIAA0182 protein	KIAA0182
212052_s_at	313.4742	406.42203	466.6551	843.8916	894.63525	846.761	KIAA0676 protein	KIAA0676
215583_at	11.191005	8.215971	12.221297	24.996527	32.068653	18.205027	Transmembrane protein 63A	KIAA0792
226599_at	171.97914	287.71167	147.21626	128.60735	68.27755	64.98265	KIAA1727 protein	KIAA1727
233977_at	11.790094	12.930566	17.761547	30.741371	35.594856	29.8896	KIAA1772	KIAA1772
232837_at	38.897957	25.212051	38.45446	54.42781	80.82069	103.73461	kinesin family member 13A	KIF13A
1555420_a_at	62.523296	52.70555	57.14969	84.330475	117.9275	162.03223	Kruppel-like factor 7 (ubiquitous)	KLF7
204334_at	87.79321	100.22748	72.245346	185.84146	158.87471	241.87407	Kruppel-like factor 7 (ubiquitous)	KLF7
201720_s_at	12.041621	7.675465	9.727099	28.944675	123.8666	233.55006	lysosomal associated multispanning membrane protein 5	LAPTM5
201721_s_at	62.772682	30.22136	38.142586	103.4915	398.7594	1162.2218	lysosomal associated multispanning membrane protein 5	LAPTM5
218574_s_at	67.51479	50.77276	66.20797	114.89198	294.33005	123.998085	LIM and cysteine-rich domains 1	LMCD1
223611_s_at	395.7134	30.15715	42.19606	661.9353	938.5554	911.1856	ligand of numb-protein X	LNX
1569495_at	25.070448	15.527706	32.954327	2.1808357	6.895823	2.604383	Hypothetical protein LOC132321	LOC132321
237955_at	4.781368	1.9837816	0.40260985	17.542494	13.257785	21.124552	hypothetical gene LOC133874	LOC133874
230495_at	14.021557	14.311072	28.175886	201.27054	139.05511	36.409164	hypothetical protein LOC150568	LOC150568
1553931_at	4.993245	12.289268	3.9546866	15.680001	16.633934	28.876066	similar to RIKEN cDNA 2310008M10	LOC202459
1556061_at	58.644108	20.117512	29.972958	85.936356	96.431274	89.241295	hypothetical protein LOC283012	LOC283012
238018_at	70.79074	24.12494	95.94363	4.884888	6.2187147	9.299349	hypothetical protein LOC285016	LOC285016
1557664_at	7.774209	7.0754824	5.556004	22.559113	15.466809	11.604725	hypothetical protein LOC340239	LOC340239
215297_at	46.765026	15.545221	40.514004	3.5512285	11.254202	2.3232954	hypothetical protein LOC340281	LOC340281
229986_at	53.51268	23.296907	44.116135	94.88728	77.89131	109.9784	kruppel-like zinc finger factor X17	LOC377064
230423_at	2.601148	17.544256	3.8048866	96.194595	56.880665	26.784557	hypothetical LOC388638	LOC388638
227330_x_at	135.43172	25.213194	21.876162	406.09308	211.04808	272.8351	similar to hypothetical protein MGC27019	LOC389833
49679_s_at	65.3391	90.38949	75.92878	250.92804	160.34845	122.174095	hypothetical LOC400843	LOC400843
232256_s_at	109.549835	150.54642	145.70016	58.667313	67.32881	70.95593	hypothetical LOC401321	LOC401321
1559950_at	44.00669	36.542187	32.49719	11.0902195	18.639616	21.428043	hypothetical LOC401449	LOC401449
229669_at	13.067269	14.052817	6.4187865	17.544807	31.369406	31.766731	hypothetical gene supported by BC072410	LOC440416
214748_at	39.077976	30.594486	41.037907	70.03883	137.98453	77.10847	CG016	LOC88523
212272_at	43.516006	33.596447	25.80903	69.94486	54.23206	136.75899	lipin 1	LPIN1
212274_at	262.01825	200.67511	308.34918	453.2929	463.61453	1026.5083	lipin 1	LPIN1
212276_at	319.4509	207.64854	285.92908	518.6065	445.11392	1010.7007	lipin 1	LPIN1
213496_at	50.036777	132.39525	176.65938	279.43677	852.7545	623.8206	plasticity related gene 1	LPPR4
227688_at	148.03745	69.15289	100.813446	223.52548	249.00914	165.94565	leucine-rich repeats and calponin homology (CH) domain containing 2	LRCH2
207339_s_at	16.695799	7.587508	8.184194	17.041338	25.363625	27.583584	lymphotoxin beta (TNF superfamily, member 3)	LTB
226748_at	445.18542	254.07758	627.9385	995.8762	952.89124	757.7427	LysM, putative peptidoglycan-binding, domain containing 2	LYSMD2
1557555_at	22.940691	22.118778	28.785313	1.1693947	2.7950377	9.252477	MAD1 mitotic arrest deficient-like 1 (yeast)	MAD1L1
229327_s_at	36.85228	59.045345	87.5056	8.839746	31.399935	6.5061107	V-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	MAF
36711_at	489.78302	273.18216	485.9177	825.99384	2108.757	1034.6068	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	MAFF
225781_at	248.66338	128.66075	220.63438	354.16104	515.96875	342.58353	Mitogen-activated protein kinase 9	MAPK9
214270_s_at	65.72173	30.783669	37.387497	103.940254	124.74393	67.045876	microtubule-associated protein, RP/EB family, member 3	MAPRE3
1554544_a_at	2.6606119	2.2775898	11.903121	22.878622	42.52892	51.790768	myelin basic protein	MBP
1568191_at	21.848133	8.0048485	18.047953	30.579231	56.601173	56.04518	Melanoma cell adhesion molecule	MCAM
214077_x_at	81.21226	38.38118	43.630863	97.18011	141.03918	269.53064	Meis1, myeloid ecotropic viral integration site 1 homolog 4 (mouse)	MEIS4
224476_s_at	109.94355	131.38022	102.076454	230.82368	194.30453	298.6733	mesoderm posterior 1 homolog (mouse) /// mesoderm posterior 1 homolog (mouse)	MESP1
229596_at	10.525801	1.4495223	1.7982625	24.331993	35.447197	55.16084	hypothetical protein MGC35366	MGC35366
219662_at	70.89126	61.73075	88.418724	153.77016	127.74637	167.89218	hypothetical protein MGC5509	MGC5509
226499_at	183.70619	124.78187	122.081375	58.28365	28.490074	48.832504	Similar to ankyrin-repeat protein Nrarp	MGC61598
211026_s_at	180.27884	132.12334	160.58148	357.5167	748.6622	1326.6415	monoglyceride lipase /// monoglyceride lipase	MGLL
225102_at	180.67737	172.87572	130.10796	302.93222	541.12885	878.8681	monoglyceride lipase	MGLL
213189_at	167.46107	83.52776	60.24166	274.5009	266.34366	294.58914	MYC induced nuclear antigen	MINA
218865_at	43.706722	23.92834	36.90169	120.624374	108.42197	54.967285	MOCO sulphurase C-terminal domain containing 1	MOSC1
1558522_at	54.4288	74.131935	71.26891	21.480062	17.0927	22.607817	Membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)	MPP6
231621_at	18.950106	19.115309	21.319386	48.780994	45.454464	52.168953	Myelin protein zero-like 1	MPZL1
224324_at	27.366186	40.91964	17.423695	13.044232	9.252023	14.961849	maestro /// maestro	MRO
224332_s_at	473.29965	206.25345	222.30774	589.22656	734.6159	685.655	mitochondrial ribosomal protein L43 /// mitochondrial ribosomal protein L43	MRPL43
212277_at	469.31772	235.39294	333.67667	574.7193	995.35565	615.8673	myotubularin related protein 4	MTMR4
214268_s_at	429.14496	223.40428	334.87323	560.1784	983.9551	662.18866	myotubularin related protein 4	MTMR4
218966_at	149.5752	148.67038	209.45007	59.702175	52.184166	70.353806	myosin VC	MYO5C
226971_at	189.5132	244.57588	219.15233	136.33968	103.91817	89.00817	hypothetical protein DKFZp434G156	NAG6
201227_s_at	1583.8323	941.04535	1114.8228	2112.5674	2821.2524	2274.3875	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa	NDUFB8
212445_s_at	221.39542	342.61047	156.19978	38.626453	43.092308	126.04613	neural precursor cell expressed, developmentally down-regulated 4-like	NEDD4L
212448_at	358.16104	332.06403	244.943	50.765995	60.083637	90.4125	neural precursor cell expressed, developmentally down-regulated 4-like	NEDD4L
226974_at	406.17038	355.01706	223.65208	49.418125	44.390774	132.12617	Neural precursor cell expressed, developmentally down-regulated 4-like	NEDD4L
203413_at	478.24957	2983.0215	1188.1603	322.34384	63.152637	64.2275	NEL-like 2 (chicken) /// NEL-like 2 (chicken)	NELL2
236830_at	11.015228	17.775553	7.0401964	51.95225	21.79595	38.27997	Nuclear factor I/C (CCAAT-binding transcription factor)	NFIC
