Gene	Entrez	Fold-change	Pattern
mgi:2446472	232934	2.9	E
polr2e	66420	2.9	E
ranbp5	70572	2.9	E
rbpms	19663	2.9	E
rps25	75617	2.9	E
sult5a1	57429	2.9	E
1434043_a_at	1434043_a_at	2.8	E
1439421_x_at	1439421_x_at	2.8	E
5730596k20rik	109168	2.8	E
arl10c	67166	2.8	E
asns	27053	2.8	E
cad	69719	2.8	E
cct6a	12466	2.8	E
cdh2	12558	2.8	E
cldn10	58187	2.8	E
dncic1	13426	2.8	E
etv2	14008	2.8	E
glo1	109801	2.8	E
grwd1	101612	2.8	E
icmt	57295	2.8	E
mfap3	216760	2.8	E
nsdhl	18194	2.8	E
pax8	18510	2.8	E
pla2g2d	18782	2.8	E
rcl1	59028	2.8	E
wars	22375	2.8	E
4930542g03rik	227613	2.7	E
5830457o10rik	214987	2.7	E
cfl1	12631	2.7	E
dscr6	170765	2.7	E
mrpl1	94061	2.7	E
mybbp1a	18432	2.7	E
noc4l	100608	2.7	E
nol1	110109	2.7	E
nup93	71805	2.7	E
phb2	12034	2.7	E
rps8	20116	2.7	E
sars1	20226	2.7	E
stxbp6	217517	2.7	E
sult1b1	56362	2.7	E
tbrg1	21376	2.7	E
tmed5	73130	2.7	E
tnfaip6	21930	2.7	E
2810452k22rik	67236	2.6	E
dars	226414	2.6	E
ebna1bp2	69072	2.6	E
eif4e2	26987	2.6	E
eral1	57837	2.6	E
gatad2a	234366	2.6	E
hrmt1l3	71974	2.6	E
imp4	27993	2.6	E
loc432549	432549	2.6	E
ly75	17076	2.6	E
nr2c1	22025	2.6	E
pa2g4	18813	2.6	E
psmd6	66413	2.6	E
rab25	53868	2.6	E
scd1	20249	2.6	E
slc3a2	17254	2.6	E
tars	110960	2.6	E
tspan4	64540	2.6	E
zcchc10	67966	2.6	E
1810009k13rik	66275	2.5	E
2010305a19rik	69893	2.5	E
aars	234734	2.5	E
d10wsu52e	28088	2.5	E
dcun1d5	76863	2.5	E
ddx48	192170	2.5	E
ddx56	52513	2.5	E
eif2b1	209354	2.5	E
grem1	23892	2.5	E
grhpr	76238	2.5	E
impact	16210	2.5	E
lrrfip1	16978	2.5	E
mrpl15	27395	2.5	E
pin1	23988	2.5	E
rad21	19357	2.5	E
suv39h1	20937	2.5	E
tob2	57259	2.5	E
zw10	26951	2.5	E
1810008o21rik	69094	2.4	E
2610524g07rik	66494	2.4	E
4930507d05rik	74706	2.4	E
5730408k05rik	67531	2.4	E
5730537d05rik	70652	2.4	E
5830411e10rik	109019	2.4	E
arid3b	56380	2.4	E
bpnt1	23827	2.4	E
cyp24a1	13081	2.4	E
d11wsu99e	28081	2.4	E
exosc4	109075	2.4	E
gart	14450	2.4	E
hnrpu	51810	2.4	E
isg20l1	68048	2.4	E
kti12	100087	2.4	E
phlda1	21664	2.4	E
ppp1ca	19045	2.4	E
ppp1r2	66849	2.4	E
praf1	64424	2.4	E
psmb10	19171	2.4	E
ptpn1	19246	2.4	E
qtrt1	60507	2.4	E
rras2	66922	2.4	E
sav1	64010	2.4	E
scml2	107815	2.4	E
tsta3	22122	2.4	E
vamp3	22319	2.4	E
wdr58	386612	2.4	E
2310003l22rik	69487	2.3	E
2410016o06rik	71952	2.3	E
btbd3	228662	2.3	E
cugbp1	13046	2.3	E
dact1	59036	2.3	E
e2f5	13559	2.3	E
elavl1	15568	2.3	E
faf1	14084	2.3	E
gtf2h4	14885	2.3	E
impa1	55980	2.3	E
loc545705	545705	2.3	E
mrpl16	94063	2.3	E
mrpl38	60441	2.3	E
polr3g	67486	2.3	E
ptpn13	19249	2.3	E
rbm13	67920	2.3	E
rcc1	100088	2.3	E
rgs2	19735	2.3	E
rpl14	67115	2.3	E
smarcb1	20587	2.3	E
snap23	20619	2.3	E
stx1a	20907	2.3	E
2310057d15rik	67870	2.2	E
2810025m15rik	69953	2.2	E
au014645	433702	2.2	E
bc003266	80284	2.2	E
cables1	63955	2.2	E
cdk2	12566	2.2	E
clec4a2	26888	2.2	E
cnn2	12798	2.2	E
csnk	12994	2.2	E
d16bwg1547e	224092	2.2	E
dera	232449	2.2	E
dppa5	434423	2.2	E
eif1a	13664	2.2	E
elac2	68626	2.2	E
farslb	23874	2.2	E
fzd2	57265	2.2	E
gle1l	74412	2.2	E
gprk6	26385	2.2	E
hdgf	15191	2.2	E
ipo8	320727	2.2	E
kit	16590	2.2	E
med9	192191	2.2	E
mgc30332	101883	2.2	E
mrps11	67994	2.2	E
mrps31	57312	2.2	E
mtmr9	210376	2.2	E
odf2	18286	2.2	E
poldip3	73826	2.2	E
rbm9	93686	2.2	E
rnf141	67150	2.2	E
rps20	67427	2.2	E
stk10	20868	2.2	E
trnt1	70047	2.2	E
tssc1	380752	2.2	E
uble1a	56459	2.2	E
wdr61	66317	2.2	E
ythdf1	228994	2.2	E
1110061o04rik	97287	2.1	E
1200007d18rik	67458	2.1	E
1431435_at	1431435_at	2.1	E
1433810_x_at	1433810_x_at	2.1	E
ak2	11637	2.1	E
arf4	11843	2.1	E
arih1	23806	2.1	E
c79741	97877	2.1	E
cntf	12803	2.1	E
dgat2	67800	2.1	E
e430028b21rik	211948	2.1	E
ebp	13595	2.1	E
exosc2	227715	2.1	E
hnrph2	56258	2.1	E
impdh2	23918	2.1	E
iqgap3	404710	2.1	E
itsn2	20403	2.1	E
kcnk1	16525	2.1	E
mcoln3	171166	2.1	E
psmd4	19185	2.1	E
rbm19	74111	2.1	E
rdx	19684	2.1	E
rpl19	19921	2.1	E
rps6	20104	2.1	E
sh2bp1	22083	2.1	E
tnpo2	212999	2.1	E
0610009k11rik	68350	2	E
1110039b18rik	68796	2	E
1700020i14rik	66602	2	E
2310040a13rik	69641	2	E
2600011c06rik	67039	2	E
d7wsu128e	28018	2	E
eif3s2	54709	2	E
eprs	107508	2	E
fkbp1a	14225	2	E
galns	50917	2	E
hmgb2l1	70823	2	E
lgtn	16865	2	E
mrfap1	67568	2	E
mrpl12	56282	2	E
napa	108124	2	E
ndufa11	69875	2	E
pabpc1	18458	2	E
pard6g	93737	2	E
pcbp1	23983	2	E
pgd	110208	2	E
ppp3r1	19058	2	E
ppt2	54397	2	E
rpl29	19944	2	E
scap2	54353	2	E
slc35a4	67843	2	E
slc38a2	67760	2	E
syngr2	20973	2	E
synj2bp	24071	2	E
taf10	24075	2	E
tbl3	213773	2	E
thrap4	23989	2	E
tm7sf2	73166	2	E
tram1	72265	2	E
tst	22117	2	E
xpo5	72322	2	E
yars	107271	2	E
1700030k09rik	72254	1.9	E
2600001m11rik	76531	1.9	E
aco1	11428	1.9	E
ai427122	102502	1.9	E
atad3a	108888	1.9	E
atf4	11911	1.9	E
aw538196	101869	1.9	E
cachd1	320508	1.9	E
cars	27267	1.9	E
cpsf4	54188	1.9	E
ddx5	13207	1.9	E
ddx51	69663	1.9	E
eif4g2	13690	1.9	E
gpi1	14751	1.9	E
grsf1	231413	1.9	E
guk1	14923	1.9	E
hiatl1	66631	1.9	E
hrb2	52705	1.9	E
ipo4	75751	1.9	E
kcnb1	16500	1.9	E
kdelr2	66913	1.9	E
med6	69792	1.9	E
mrpl17	27397	1.9	E
nudt19	110959	1.9	E
pfkfb1	18639	1.9	E
phf17	269424	1.9	E
psmc3ip	19183	1.9	E
ptpla	30963	1.9	E
ptpns1	19261	1.9	E
rabl3	67657	1.9	E
rpl10a	19896	1.9	E
scpep1	74617	1.9	E
snx30	209131	1.9	E
tmed1	17083	1.9	E
tnfaip8	106869	1.9	E
tpmt	22017	1.9	E
zfp106	20402	1.9	E
zfp259	22687	1.9	E
zyx	22793	1.9	E
0610025l06rik	67803	1.8	E
1110008f13rik	67388	1.8	E
1110030j09rik	66172	1.8	E
1200004m23rik	67457	1.8	E
2310073e15rik	75692	1.8	E
4633402n23rik	66701	1.8	E
agpat6	102247	1.8	E
ak129375	217365	1.8	E
arhgdia	192662	1.8	E
cog6	67542	1.8	E
dnajc11	230935	1.8	E
dusp22	105352	1.8	E
edf1	59022	1.8	E
extl2	58193	1.8	E
fbxo21	231670	1.8	E
gja1	14609	1.8	E
hibadh	58875	1.8	E
idh3g	15929	1.8	E
loc545056	545056	1.8	E
mad2l1bp	66591	1.8	E
mapkap1	227743	1.8	E
mapre2	212307	1.8	E
mpdu1	24070	1.8	E
nit2	52633	1.8	E
pard6a	56513	1.8	E
plp2	18824	1.8	E
rps11	27207	1.8	E
sbds	66711	1.8	E
sec13l1	110379	1.8	E
tbrg4	21379	1.8	E
tes3-ps	54339	1.8	E
tfam	21780	1.8	E
tnpo3	320938	1.8	E
tomm40	53333	1.8	E
tpp2	22019	1.8	E
traf7	224619	1.8	E
trap1	68015	1.8	E
ywhaz	22631	1.8	E
1110055n21rik	109077	1.7	E
1600012f09rik	67008	1.7	E
5830446m03rik	57905	1.7	E
abcf1	224742	1.7	E
aldh18a1	56454	1.7	E
baz2a	116848	1.7	E
crsp8	68975	1.7	E
ercc8	71991	1.7	E
kif5b	16573	1.7	E
lck	16818	1.7	E
lyar	17089	1.7	E
mrpl23	19935	1.7	E
mulk	69923	1.7	E
nadk	192185	1.7	E
nup210	54563	1.7	E
polr3h	78929	1.7	E
rexo2	104444	1.7	E
rpl12	269261	1.7	E
rqcd1	58184	1.7	E
sacm1l	83493	1.7	E
tle3	21887	1.7	E
trip4	56404	1.7	E
vps29	56433	1.7	E
wbscr1	22384	1.7	E
1600012h06rik	67912	1.6	E
5630401j11rik	106489	1.6	E
bcl2l13	94044	1.6	E
cdk5rap3	80280	1.6	E
dnm1l	74006	1.6	E
dscr2	56088	1.6	E
eif2s1	13665	1.6	E
luc7l	66978	1.6	E
mrpl3	94062	1.6	E
nrarp	67122	1.6	E
phgdh	236539	1.6	E
pop7	74097	1.6	E
psen1	19164	1.6	E
rbm8a	60365	1.6	E
sf3b4	107701	1.6	E
tor1aip1	208263	1.6	E
uble1b	50995	1.6	E
1434971_x_at	1434971_x_at	1.5	E
ldh1	16828	1.5	E
ppp1r7	66385	1.5	E
krt1-23	94179	19.9	EL
aldh1a1	11668	11.3	EL
e130201n16rik	78004	10.2	EL
1810032o08rik	66293	10.1	EL
otof	83762	8.9	EL
a930025j12rik	211499	7.5	EL
arhgap20	244867	7.2	EL
per3	18628	6.7	EL
kcnn1	84036	6.6	EL
rps19	20085	6.6	EL
c530043g21rik	215015	6.5	EL
sgne1	20394	6.2	EL
chl1	12661	6	EL
map3k12	26404	6	EL
mgll	23945	5.6	EL
foxp3	20371	5.5	EL
srd5a2l	57357	5.2	EL
wfdc15	192201	5.2	EL
clec7a	56644	5.1	EL
itm1	16430	5.1	EL
ephb4	13846	4.8	EL
me2	107029	4.8	EL
mal	17153	4.7	EL
soat1	20652	4.7	EL
mfi2	30060	4.5	EL
fbxo16	50759	4.4	EL
sox21	223227	4.4	EL
ptn	19242	4.3	EL
slc26a2	13521	4.3	EL
btbd2	208198	4.2	EL
man2c1	73744	4.1	EL
cntnap4	170571	4	EL
eaf2	106389	4	EL
gas1	14451	4	EL
fez1	235180	3.9	EL
irx1	16371	3.9	EL
rabgap1l	29809	3.9	EL
tpbg	21983	3.9	EL
tubb2	22151	3.9	EL
1449793_at	1449793_at	3.8	EL
c1qtnf5	235312	3.8	EL
caln1	140904	3.8	EL
cyp2c50	107141	3.8	EL
ezh1	14055	3.8	EL
c1galt1	94192	3.7	EL
acy3	71670	3.6	EL
atg4d	235040	3.6	EL
casq1	12372	3.6	EL
eln	13717	3.6	EL
g6pdx	14381	3.6	EL
il1f6	54448	3.6	EL
st3gal5	20454	3.6	EL
ucn2	171530	3.6	EL
v1rd14	81011	3.6	EL
zfp36l2	12193	3.6	EL
1420090_at	1420090_at	3.5	EL
1600014e20rik	71995	3.5	EL
alad	17025	3.5	EL
anp32e	66471	3.5	EL
card10	105844	3.5	EL
cxcl12	20315	3.5	EL
d5bwg0834e	215707	3.5	EL
dlk1	13386	3.5	EL
s100a10	20194	3.5	EL
vnn1	22361	3.5	EL
comt	12846	3.4	EL
g6pd2	14380	3.4	EL
gpaa1	14731	3.4	EL
hs3st1	15476	3.4	EL
ndst4	64580	3.4	EL
rbp1	19659	3.4	EL
rrm2b	382985	3.4	EL
suz12	52615	3.4	EL
tmc6	217353	3.4	EL
2410066e13rik	68235	3.3	EL
atp2a3	53313	3.3	EL
csnk2a2	13000	3.3	EL
mt2	17750	3.3	EL
nol6	230082	3.3	EL
pknox2	208076	3.3	EL
psat1	107272	3.3	EL
rsad2	58185	3.3	EL
tcl1b3	27378	3.3	EL
txndc5	105245	3.3	EL
2410026k10rik	66478	3.2	EL
abcg5	27409	3.2	EL
ap2a1	11771	3.2	EL
bc026374	234677	3.2	EL
col11a1	12814	3.2	EL
commd9	76501	3.2	EL
cyp3a11	13112	3.2	EL
ninj1	18081	3.2	EL
ppp1cb	19046	3.2	EL
sh3gl2	20404	3.2	EL
trp53rk	76367	3.2	EL
4732429d16rik	217305	3.1	EL
9130404d08rik	74549	3.1	EL
9330101j02rik	320625	3.1	EL
c80060	97723	3.1	EL
chx10	12677	3.1	EL
col6a3	12835	3.1	EL
crtac1	72832	3.1	EL
dpysl3	22240	3.1	EL
emr1	13733	3.1	EL
ftl2	14337	3.1	EL
ipo9	226432	3.1	EL
mep1a	17287	3.1	EL
pip5k1a	18719	3.1	EL
pla2g2a	18780	3.1	EL
pou2f1	18986	3.1	EL
sox13	20668	3.1	EL
spry2	24064	3.1	EL
tex27	21769	3.1	EL
1110014f24rik	73712	3	EL
1425113_x_at	1425113_x_at	3	EL
asah1	11886	3	EL
atp1a3	232975	3	EL
car3	12350	3	EL
clic1	114584	3	EL
ifitm3	66141	3	EL
mefv	54483	3	EL
mgi:1919030	71780	3	EL
mib2	76580	3	EL
pofut2	80294	3	EL
pomt2	217734	3	EL
slc15a1	56643	3	EL
slc30a2	230810	3	EL
tpcn1	252972	3	EL
trip12	14897	3	EL
1436032_at	1436032_at	2.9	EL
1437729_at	1437729_at	2.9	EL
1438050_x_at	1438050_x_at	2.9	EL
abcb8	74610	2.9	EL
acsl1	14081	2.9	EL
cdc42ep1	104445	2.9	EL
cnp1	12799	2.9	EL
d4ertd117e	52164	2.9	EL
fev	260298	2.9	EL
frg1	14300	2.9	EL
ldb1	16825	2.9	EL
man2a1	17158	2.9	EL
mfap1	67532	2.9	EL
mxd3	17121	2.9	EL
ogfr	72075	2.9	EL
pam	18484	2.9	EL
pln	18821	2.9	EL
sepp1	20363	2.9	EL
tcfl5	277353	2.9	EL
1449665_at	1449665_at	2.8	EL
6030458h05	270066	2.8	EL
a530088i07rik	212167	2.8	EL
arid3a	13496	2.8	EL
aspa	11484	2.8	EL
au016916	105268	2.8	EL
cyp4f16	70101	2.8	EL
egln3	112407	2.8	EL
fer1l3	226101	2.8	EL
glud1	14661	2.8	EL
hnf4a	15378	2.8	EL
igh-4	16017	2.8	EL
igsf4a	54725	2.8	EL
ilkap	67444	2.8	EL
itgb5	16419	2.8	EL
jph1	57339	2.8	EL
kap	16483	2.8	EL
mdfi	17240	2.8	EL
mtrr	210009	2.8	EL
neu1	18010	2.8	EL
oxt	18429	2.8	EL
p	18431	2.8	EL
pcgf2	22658	2.8	EL
pik3cg	30955	2.8	EL
pilrb	170741	2.8	EL
pls3	102866	2.8	EL
ralb	64143	2.8	EL
riok2	67045	2.8	EL
sec11l3	66286	2.8	EL
stat6	20852	2.8	EL
surf4	20932	2.8	EL
sync	68828	2.8	EL
tardbp	230908	2.8	EL
tbx6	21389	2.8	EL
tff1	21784	2.8	EL
1200013b08rik	74131	2.7	EL
1420275_at	1420275_at	2.7	EL
1700001c19rik	75462	2.7	EL
3110048l19rik	73233	2.7	EL
aa881470	231841	2.7	EL
adssl1	11565	2.7	EL
atp7b	11979	2.7	EL
cdh22	104010	2.7	EL
cdkn2c	12580	2.7	EL
cuedc1	103841	2.7	EL
echdc3	67856	2.7	EL
ednrb	13618	2.7	EL
flywch1	224613	2.7	EL
fxn	14297	2.7	EL
gabrp	216643	2.7	EL
galnt3	14425	2.7	EL
gria3	53623	2.7	EL
gsr	14782	2.7	EL
hdlbp	110611	2.7	EL
hspa1a	193740	2.7	EL
ifitm1	68713	2.7	EL
irf5	27056	2.7	EL
marcksl1	17357	2.7	EL
mgi:1929597	65115	2.7	EL
mgi:1933196	81000	2.7	EL
nkd1	93960	2.7	EL
oact2	67216	2.7	EL
ptges	64292	2.7	EL
rtn1	104001	2.7	EL
s100a11	20195	2.7	EL
s100a6	20200	2.7	EL
tor3a	30935	2.7	EL
ubxd1	66530	2.7	EL
wdr1	22388	2.7	EL
1110002b05rik	104725	2.6	EL
1432845_at	1432845_at	2.6	EL
1438797_at	1438797_at	2.6	EL
1700123k08rik	76658	2.6	EL
1810008k03rik	69065	2.6	EL
3110056o03rik	73218	2.6	EL
9130427a09rik	107022	2.6	EL
afmid	71562	2.6	EL
art1	11870	2.6	EL
b230120h23rik	65964	2.6	EL
bc018285	223706	2.6	EL
bc031593	223917	2.6	EL
bspry	192120	2.6	EL
ciapin1	109006	2.6	EL
dsg2	13511	2.6	EL
eif4g1	208643	2.6	EL
fzd8	14370	2.6	EL
gdf3	14562	2.6	EL
has2	15117	2.6	EL
kcnj3	16519	2.6	EL
kcnj6	16522	2.6	EL
lamc1	226519	2.6	EL
laptm5	16792	2.6	EL
loc434079	434079	2.6	EL
lrfn1	80749	2.6	EL
lrp1	16971	2.6	EL
mgat2	217664	2.6	EL
minpp1	17330	2.6	EL
mtl5	17771	2.6	EL
orf31	260297	2.6	EL
osmr	18414	2.6	EL
rwdd3	73170	2.6	EL
sema5b	20357	2.6	EL
slfn2	20556	2.6	EL
smyd5	232187	2.6	EL
socs2	216233	2.6	EL
tle1	21885	2.6	EL
yipf7	75581	2.6	EL
yme1l1	27377	2.6	EL
1455601_at	1455601_at	2.5	EL
2010012c16rik	66441	2.5	EL
2400010g15rik	76483	2.5	EL
2410018c20rik	67873	2.5	EL
abcb4	18670	2.5	EL
adcy3	104111	2.5	EL
akap1	11640	2.5	EL
aldh4a1	212647	2.5	EL
asz1	74068	2.5	EL
b230317c12rik	56279	2.5	EL
bcmo1	63857	2.5	EL
casp9	12371	2.5	EL
cd300d	140497	2.5	EL
ceacam1	26365	2.5	EL
clcn6	26372	2.5	EL
ctsh	13036	2.5	EL
dnm2	13430	2.5	EL
fgfr3	14184	2.5	EL
fmo1	14261	2.5	EL
golph3	66629	2.5	EL
lcn8	78076	2.5	EL
lgr5	14160	2.5	EL
loxl4	67573	2.5	EL
lrch4	231798	2.5	EL
mtap2	17756	2.5	EL
myadm	50918	2.5	EL
nr2f6	13864	2.5	EL
odz2	23964	2.5	EL
oxr1	170719	2.5	EL
prf1	18646	2.5	EL
rfk	54391	2.5	EL
sh3md2	59009	2.5	EL
snapap	20615	2.5	EL
stam	20844	2.5	EL
tirap	117149	2.5	EL
tnfaip8l1	66443	2.5	EL
tprt	56075	2.5	EL
ube1y1	22202	2.5	EL
1420048_at	1420048_at	2.4	EL
1451626_x_at	1451626_x_at	2.4	EL
4921515a04rik	268301	2.4	EL
4930441o14rik	68271	2.4	EL
aloxe3	23801	2.4	EL
ankra2	68558	2.4	EL
arhgap1	228359	2.4	EL
aw061234	106020	2.4	EL
birc6	12211	2.4	EL
chst10	98388	2.4	EL
cmar	57358	2.4	EL
cnnm1	83674	2.4	EL
col5a2	12832	2.4	EL
d15ertd366e	65970	2.4	EL
dlx4	13394	2.4	EL
egf	13645	2.4	EL
ern1	78943	2.4	EL
frs3	107971	2.4	EL
gpc1	14733	2.4	EL
grm8	14823	2.4	EL
itga9	104099	2.4	EL
kcnd1	16506	2.4	EL
klf5	12224	2.4	EL
mgi:1932093	81703	2.4	EL
mtap1b	17755	2.4	EL
orm2	18406	2.4	EL
pim2	18715	2.4	EL
prpsap2	212627	2.4	EL
ptprz1	19283	2.4	EL
rcn1	19672	2.4	EL
ripk1	19766	2.4	EL
rraga	68441	2.4	EL
s100a5	20199	2.4	EL
saps3	52036	2.4	EL
shank3	58234	2.4	EL
sim1	20464	2.4	EL
slc11a1	18173	2.4	EL
sptlc1	268656	2.4	EL
stk3	56274	2.4	EL
tcl1b1	27379	2.4	EL
tgoln1	22134	2.4	EL
trim35	66854	2.4	EL
1420482_at	1420482_at	2.3	EL
1600014c10rik	72244	2.3	EL
2400006h24rik	57785	2.3	EL
2610028h07rik	69232	2.3	EL
4632409l19rik	68142	2.3	EL
acvr1	11477	2.3	EL
ai840980	102595	2.3	EL
akr1d1	208665	2.3	EL
aqp4	11829	2.3	EL
arhgap5	11855	2.3	EL
atf6	226641	2.3	EL
atp9a	11981	2.3	EL
b4galt6	56386	2.3	EL
capn10	23830	2.3	EL
cbln1	12404	2.3	EL
cd9	12527	2.3	EL
cog4	102339	2.3	EL
crb1	170788	2.3	EL
cspg5	29873	2.3	EL
cxxc5	67393	2.3	EL
d130043n08rik	103250	2.3	EL
d15wsu169e	223666	2.3	EL
deadc1	66757	2.3	EL
dlx5	13395	2.3	EL
dock1	330662	2.3	EL
eda	13607	2.3	EL
elac1	114615	2.3	EL
emp1	13730	2.3	EL
ets2	23872	2.3	EL
gata5	14464	2.3	EL
gnb2	14693	2.3	EL
gng13	64337	2.3	EL
gtf2a1lf	71828	2.3	EL
hspcb	15516	2.3	EL
ier5l	72500	2.3	EL
ifngr1	15979	2.3	EL
il10	16153	2.3	EL
kcnip1	70357	2.3	EL
kpna6	16650	2.3	EL
lasp1	16796	2.3	EL
ldb2	16826	2.3	EL
mll3	231051	2.3	EL
mpp3	13384	2.3	EL
mrg2	17537	2.3	EL
nrf1	18181	2.3	EL
nudt22	68323	2.3	EL
nupl2	231042	2.3	EL
oosp1	170834	2.3	EL
pdia6	71853	2.3	EL
pi4k2b	67073	2.3	EL
pipox	19193	2.3	EL
plagl1	22634	2.3	EL
ppib	19035	2.3	EL
ptdss1	19210	2.3	EL
pycard	66824	2.3	EL
rnf32	56874	2.3	EL
rrbp1	81910	2.3	EL
sec61a1	53421	2.3	EL
serpinb11	66957	2.3	EL
sfrp2	20319	2.3	EL
slc14a2	27411	2.3	EL
smad3	17127	2.3	EL
ssty2	382133	2.3	EL
stk11ip	71728	2.3	EL
supv3l1	338359	2.3	EL
tmed7	66676	2.3	EL
tpm1	22003	2.3	EL
uba52	22186	2.3	EL
unc50	67387	2.3	EL
usf2	22282	2.3	EL
vapa	30960	2.3	EL
zfp133	171588	2.3	EL
zfp61	22719	2.3	EL
zfyve27	319740	2.3	EL
zhx1	22770	2.3	EL
0610040j01rik	76261	2.2	EL
1419252_at	1419252_at	2.2	EL
1420269_at	1420269_at	2.2	EL
1422298_at	1422298_at	2.2	EL
1425446_at	1425446_at	2.2	EL
1428103_at	1428103_at	2.2	EL
1700108l22rik	214048	2.2	EL
2010001e11rik	215929	2.2	EL
3110023e09rik	68038	2.2	EL
4930471m23rik	74919	2.2	EL
5031400m07rik	80517	2.2	EL
6330406p08rik	74008	2.2	EL
ankrd13c	433667	2.2	EL
asrgl1	66514	2.2	EL
aw548124	106522	2.2	EL
bckdhb	12040	2.2	EL
bok	51800	2.2	EL
cask	12361	2.2	EL
celsr2	53883	2.2	EL
chrd	12667	2.2	EL
cnnm3	94218	2.2	EL
cntfr	12804	2.2	EL
d11ertd18e	52466	2.2	EL
d8bwg1414e	66817	2.2	EL
dll1	13388	2.2	EL
eif2ak2	19106	2.2	EL
enpp1	18605	2.2	EL
gm428	242502	2.2	EL
gnai1	14677	2.2	EL
gpr108	78308	2.2	EL
insl5	23919	2.2	EL
klhdc5	232539	2.2	EL
leng4	77582	2.2	EL
letmd1	68614	2.2	EL
lip1	16889	2.2	EL
loc574418	574418	2.2	EL
mcoln1	94178	2.2	EL
mgi:1351630	27414	2.2	EL
mrpl14	68463	2.2	EL
nab1	17936	2.2	EL
pcm1	18536	2.2	EL
pdxp	57028	2.2	EL
plekhg6	213522	2.2	EL
prnpip1	140546	2.2	EL
ptk2	14083	2.2	EL
pvr	52118	2.2	EL
rabgef1	56715	2.2	EL
rbbp8	225182	2.2	EL
sf3a2	20222	2.2	EL
slc22a12	20521	2.2	EL
slc25a15	18408	2.2	EL
slc2a5	56485	2.2	EL
slc35a3	229782	2.2	EL
sorl1	20660	2.2	EL
spast	50850	2.2	EL
sprrl5	68720	2.2	EL
suhw4	235469	2.2	EL
tax1bp1	52440	2.2	EL
trim29	72169	2.2	EL
trio	223435	2.2	EL
tsc22d4	78829	2.2	EL
tspyl1	22110	2.2	EL
ubtf	21429	2.2	EL
unc5c	22253	2.2	EL
usf1	22278	2.2	EL
uvrag	78610	2.2	EL
vangl1	229658	2.2	EL
vhlh	22346	2.2	EL
vps72	21427	2.2	EL
za20d2	22682	2.2	EL
1110034b05rik	68736	2.1	EL
1190002h23rik	66214	2.1	EL
1433595_at	1433595_at	2.1	EL
1439018_at	1439018_at	2.1	EL
2210409b22rik	70174	2.1	EL
4931406i20rik	66743	2.1	EL
4933403m19rik	71049	2.1	EL
4933407c03rik	74440	2.1	EL
acot1	171210	2.1	EL
admr	11536	2.1	EL
ankrd6	140577	2.1	EL
apln	30878	2.1	EL
arf6	11845	2.1	EL
arpc4	68089	2.1	EL
atp6v1b2	11966	2.1	EL
bc023105	207269	2.1	EL
bloc1s3	232946	2.1	EL
c80638	97086	2.1	EL
