Affy ID	Gene Title	Gene Symbol	Ratio(Mt/Wt)
1417412_at	factor 8-associated gene A	F8a	0.269850746
1419312_at	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1	Atp2a1	0.270198675
1422738_at	discoidin domain receptor family, member 2	Ddr2	0.274902131
1419705_at	carbonic anhydrase 5b, mitochondrial	Car5b	0.275700935
1452450_at	Atpase, class I, type 8B, member 2	Atp8b2	0.278577477
1460372_at	cDNA sequence BC019755	BC019755	0.282467532
1448767_s_at	gap junction membrane channel protein beta 1	Gjb1	0.286231884
1421228_at	chemokine (C-C motif) ligand 7	Ccl7	0.28680203
1422083_at	toll-like receptor 9	Tlr9	0.289244186
1448194_a_at	H19 fetal liver mRNA	H19	0.289767527
1424035_at	RAR-related orphan receptor alpha	Rora	0.290684624
1422377_at	vomeronasal 1, receptor B2	V1rb2	0.29082774
1449971_a_at	RIKEN cDNA 1810029C22 gene	1810029C22Rik	0.291751875
1418744_s_at	tescalcin	Tesc	0.294816928
1436668_at	asparagine-linked glycosylation 1 homolog (yeast, beta-1,4-mannosyltransferase)	Alg1	0.295341923
1421465_at	wingless related MMTV integration site 2b	Wnt2b	0.296896086
1416298_at	matrix metalloproteinase 9	Mmp9	0.303167421
1443996_at	Adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530061A19 product:unknown EST, full insert sequence	---	0.304952215
1423365_at	calcium channel, voltage-dependent, T type, alpha 1G subunit	Cacna1g	0.305497564
1418426_at	general transcription factor II A, 1-like factor	Gtf2a1lf	0.306704708
1434378_a_at	RIKEN cDNA 2810410A03 gene	2810410A03Rik	0.309414088
1422190_at	complement component 5, receptor 1	C5r1	0.310085837
1425637_at	RIKEN cDNA 6430548M08 gene	6430548M08Rik	0.310981535
1429381_x_at	immunoglobulin heavy chain (J558 family)	Igh-VJ558	0.311343524
1427588_a_at	dystrobrevin alpha	Dtna	0.312282447
1421167_at	ATPase, class VI, type 11A	Atp11a	0.313205695
1421130_at	zinc finger protein 111	Zfp111	0.3141542
1417595_at	mesenchyme homeobox 1	Meox1	0.31462141
1419297_at	histocompatibility 2, O region alpha locus	H2-Oa	0.314629259
1450299_at	cholinergic receptor, nicotinic, alpha polypeptide 7	Chrna7	0.316297011
1425292_at	dystrobrevin alpha	Dtna	0.316848764
1424744_at	serine dehydratase	Sds	0.319967267
1418921_at	immunoglobulin superfamily, member 4B	Igsf4b	0.323809524
1425544_at	RIKEN cDNA 2810431N21 gene	2810431N21Rik	0.326654523
1419430_at	cytochrome P450, family 26, subfamily a, polypeptide 1	Cyp26a1	0.327628362
1419766_at	SNF1-like kinase	Snf1lk	0.329006085
1427546_at	ATP-binding cassette, sub-family A (ABC1), member 8b	Abca8b	0.3325
1422209_s_at	keratin associated protein 9-1	Krtap9-1	0.333333333
1417133_at	peripheral myelin protein	Pmp22	0.335336751
1449038_at	hydroxysteroid 11-beta dehydrogenase 1	Hsd11b1	0.335540839
1449344_s_at	RIKEN cDNA 2210409E12 gene	2210409E12Rik	0.3364685
1419604_at	Z-DNA binding protein 1	Zbp1	0.339428571
1451866_a_at	hepatocyte growth factor	Hgf	0.340148699
1443428_at	DNA segment, Chr 8, ERATO Doi 67, expressed	D8Ertd67e	0.341463415
1420273_x_at	SAM domain and HD domain, 1	Samhd1	0.342681048
1452071_at	solute carrier family 4 (anion exchanger), member 4	Slc4a4	0.34279476
1449369_at	transmembrane protease, serine 2	Tmprss2	0.350609756
1450922_a_at	transforming growth factor, beta 2	Tgfb2	0.351716961
1438611_at	tubulin, alpha 7	Tuba7	0.352888889
1430164_a_at	growth factor receptor bound protein 10	Grb10	0.354875938
1437534_at	---	---	0.358011445
1417109_at	lipocalin 7	Lcn7	0.360655738
1427536_at	zinc finger protein 125	Zfp125	0.363469985
1427387_a_at	integrin beta 4	Itgb4	0.363488183
1451634_at	RIKEN cDNA 2810051F02 gene	2810051F02Rik	0.363976084
1425454_a_at	interleukin 12a	Il12a	0.366098295
1423914_at	RIKEN cDNA C630004H02 gene	C630004H02Rik	0.366914711
1434904_at	human immunodeficiency virus type I enhancer binding protein 2	Hivep2	0.369771863
1420409_at	keratin complex 1, acidic, gene 24	Krt1-24	0.370887338
1425833_a_at	hippocalcin	Hpca	0.373358349
1422762_at	kinesin family member 17	Kif17	0.374501992
1450412_at	transducin (beta)-like 2	Tbl2	0.375426621
1422642_at	CDC42 effector protein (Rho GTPase binding) 3	Cdc42ep3	0.377144082
1426208_x_at	pleiomorphic adenoma gene-like 1	Plagl1	0.379049222
1428097_at	RIKEN cDNA 2510009E07 gene	2510009E07Rik	0.381209503
1426619_at	Similar to AIM2 protein (LOC383619), mRNA	---	0.382239382
1422423_at	melanoma antigen, family A, 2	Magea2	0.382592928
1421545_a_at	synaptic nuclear envelope 1	Syne1	0.383316783
1450391_a_at	monoglyceride lipase	Mgll	0.38537185
1416072_at	CD34 antigen	Cd34	0.386816999
1425397_at	Adult male pituitary gland cDNA, RIKEN full-length enriched library, clone:5330430E16 product:unclassifiable, full insert sequence	---	0.38685446
1438223_at	---	---	0.3908277
1456078_x_at	4931415M17 mRNA	4931415M17	0.39445629
1450507_at	POU domain, class 2, transcription factor 3	Pou2f3	0.395146235
1420744_at	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	Chrnb2	0.395256917
1416101_a_at	histone 1, H1c	Hist1h1c	0.396373947
1431810_a_at	RIKEN cDNA 4632413C14 gene	4632413C14Rik	0.396910678
1452657_at	adaptor-related protein complex 1, sigma 2 subunit	Ap1s2	0.398626671
1451823_at	chloride channel calcium activated 4	Clca4	0.400220507
1454618_at	expressed sequence C86187	C86187	0.400452489
1417333_at	RAS p21 protein activator 4	Rasa4	0.401536313
1419149_at	serine (or cysteine) proteinase inhibitor, clade E, member 1	Serpine1	0.404259225
1427843_at	ubiquitin-conjugating enzyme variant Kua	Kua	0.405537459
1425457_a_at	growth factor receptor bound protein 10	Grb10	0.407818278
1425819_at	RIKEN cDNA B230208J24 gene	B230208J24Rik	0.411119812
1420599_at	RIKEN cDNA 2300006N05 gene	2300006N05Rik	0.411214953
1456312_x_at	gelsolin	Gsn	0.417089579
1417335_at	sulfotransferase family, cytosolic, 2B, member 1	Sult2b1	0.421017845
1425573_a_at	development and differentiation enhancing	Ddef1	0.424611224
1417025_at	histocompatibility 2, class II antigen E beta	H2-Eb1	0.425031766
1425427_at	2-cell-stage, variable group, member 3	Tcstv3	0.427090453
1427028_at	leucine-rich repeat-containing G protein-coupled receptor 6	Lgr6	0.42732049
1421618_at	myosin IF	Myo1f	0.427334337
1427486_at	protein tyrosine phosphatase, receptor type, B	Ptprb	0.427816901
1425552_at	huntingtin interacting protein 1 related	Hip1r	0.428313471
1420853_at	syndecan 3	Sdc3	0.428946505
1418382_at	cDNA sequence AB023957	AB023957	0.429344151
1452068_at	N-acylsphingosine amidohydrolase (acid ceramidase)-like	Asahl	0.432408236
1424617_at	interferon-induced protein 35	Ifi35	0.433309301
1417889_at	apolipoprotein B editing complex 2	Apobec2	0.433322972
1435169_at	RIKEN cDNA A930001N09 gene	A930001N09Rik	0.433599754
1417858_at	RAS protein activator like 1 (GAP1 like)	Rasal1	0.433714286
1422447_at	insulin I	Ins1	0.434270172
1418765_at	T-cell immunoglobulin and mucin domain containing 2	Timd2	0.435254237
1437867_at	---	---	0.435398137
1417837_at	pleckstrin homology-like domain, family A, member 2	Phlda2	0.435902012
1424966_at	RIKEN cDNA 9030407H20 gene	9030407H20Rik	0.436677687
1418718_at	chemokine (C-X-C motif) ligand 16	Cxcl16	0.437759911
1452050_at	calcium/calmodulin-dependent protein kinase ID	Camk1d	0.438998738
1419599_s_at	membrane-spanning 4-domains, subfamily A, member 6D	Ms4a6d	0.4441247
1450461_at	transcription factor 7, T-cell specific	Tcf7	0.44511703
1431386_s_at	membrane-bound transcription factor protease, site 1	Mbtps1	0.44612069
1420363_at	Bcl2-interacting killer-like	Biklk	0.447761194
1449450_at	prostaglandin E synthase	Ptges	0.447852761
1451007_at	cyclin M2	Cnnm2	0.448635634
1422251_at	neuralized homolog (Drosophila)	Neurl	0.451731761
1418350_at	diphtheria toxin receptor	Dtr	0.452637123
1435949_at	cDNA sequence BC049953	BC049953	0.453021614
1421833_at	phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha	Pip5k1a	0.453595318
1425642_at	cDNA sequence BC004690	BC004690	0.453836684
1449146_at	Notch gene homolog 4 (Drosophila)	Notch4	0.454293629
1451885_at	phosphatidylinositol-4-phosphate 5-kinase, type 1 beta	Pip5k1b	0.456602031
1421840_at	ATP-binding cassette, sub-family A (ABC1), member 1	Abca1	0.457509251
1433844_a_at	dual specificity phosphatase 9	Dusp9	0.457904359
1419701_s_at	RIKEN cDNA 2700067D09 gene	2700067D09Rik	0.461230615
1421834_at	phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha	Pip5k1a	0.461696306
1425220_x_at	2-cell-stage, variable group, member 1	Tcstv1	0.462479592
1431417_at	junction adhesion molecule 2	Jam2	0.464123622
1434528_at	alanine and arginine rich domain containing protein	Aard	0.46445989
1419145_at	RIKEN cDNA 1110030K22 gene	1110030K22Rik	0.465387161
1435685_x_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	Abcc5	0.465421504
1436994_a_at	histone 1, H1c	Hist1h1c	0.465445166
1416806_at	ferredoxin reductase	Fdxr	0.466475781
1452641_at	cDNA sequence BC028663	BC028663	0.467854376
1420832_at	quiescin Q6	Qscn6	0.468384075
1436547_at	diacylglycerol kinase, epsilon	Dgke	0.468638632
1418792_at	SH3-domain GRB2-like 2	Sh3gl2	0.471069047
1450130_at	xenotropic and polytropic retrovirus receptor 1	Xpr1	0.471987721
1437396_at	RIKEN cDNA C530025K05 gene	C530025K05Rik	0.473893585
1419185_a_at	Williams-Beuren syndrome chromosome region 14 homolog (human)	Wbscr14	0.474489796
1448865_at	hydroxysteroid (17-beta) dehydrogenase 7	Hsd17b7	0.476164384
1435680_a_at	dipeptidylpeptidase 7	Dpp7	0.476764654
1427040_at	kidney cell line derived transcript 1	Kdt1	0.476913478
1427477_at	cDNA sequence BC010843	BC010843	0.476969928
1418349_at	diphtheria toxin receptor	Dtr	0.477179236
1435551_at	formin-family protein FHOS2	FHOS2	0.477496862
1427732_s_at	ATP-binding cassette, sub-family G (WHITE), member 4	Abcg4	0.477933262
1451612_at	metallothionein 1	Mt1	0.478482184
1420366_at	RIKEN cDNA 4921508E09 gene	4921508E09Rik	0.479162472
1418805_at	secretin	Sct	0.479457519
1423562_at	open reading frame 31	ORF31	0.480136986
1425388_a_at	thiamin pyrophosphokinase	Tpk1	0.4801965
1454628_at	RIKEN cDNA A930037G23 gene	A930037G23Rik	0.480908153
1422537_a_at	inhibitor of DNA binding 2	Idb2	0.481845635
1417785_at	phospholipase A1 member A	Pla1a	0.481979559
1448029_at	T-box 3	Tbx3	0.483062645
1422288_at	5-hydroxytryptamine (serotonin) receptor 1B	Htr1b	0.483438155
1417977_at	RIKEN cDNA 1300018P11 gene	1300018P11Rik	0.484392419
1423259_at	inhibitor of DNA binding 4	Idb4	0.485694823
1416978_at	Fc receptor, IgG, alpha chain transporter	Fcgrt	0.486031224
1417584_at	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	Slc11a2	0.489272388
1436991_x_at	gelsolin	Gsn	0.48991609
1454206_a_at	a disintegrin and metalloproteinase domain 15 (metargidin)	Adam15	0.489930127
1417408_at	coagulation factor III	F3	0.489935535
1425015_at	Eph receptor B2	Ephb2	0.490855889
1460514_s_at	achaete-scute complex homolog-like 2 (Drosophila)	Ascl2	0.493078627
1425321_a_at	calmin	Clmn	0.494968319
1427479_at	eukaryotic translation initiation factor 1A	Eif1a	0.494974313
1434496_at	polo-like kinase 3 (Drosophila)	Plk3	0.495746553
1438204_at	histone 1, H1c	Hist1h1c	0.496664196
1418394_a_at	CD97 antigen	Cd97	0.497611961
1435148_at	ATPase, Na+/K+ transporting, beta 2 polypeptide	Atp1b2	0.498492738
1448275_at	transmembrane protein 19	Tmem19	0.499534884
1452940_x_at	RIKEN cDNA 1110020B03 gene	1110020B03Rik	0.499873129
