Gene name	GenBank accession no.	5-FU treated Fold change 0 h	6 h	12 h	24 h	Constitutive dysregulation † Fold change 0 h, parental	0 h, 5-FU resistant
FAD104	NM_022763	?1.00	?2.16	?1.35	?1.90	1.23	?1.72
C1orf28	NM_024529	1.01	?1.56	?1.29	?2.77	1.33	?1.52
MGC15873	AW449022	1.09	?2.51	?1.78	?2.50	1.44	?1.74
MGC4342	NM_024329	?1.06	?1.90	?1.72	?2.17	1.56	?1.30
JAG1	U77914	1.24	2.23	2.13	2.42	?1.35	1.56
FLJ21272	BE732345	1.07	2.43	2.93	1.99	?1.63	1.61
PPFIBP1	AI962377	?1.27	1.54	1.55	1.91	?1.68	1.58
NOV	BF440025	1.15	2.6	1.71	2.91	?1.32	1.74
IFITM1	AA749101	?1.01	2.61	1.83	3.32	?1.17	2.04
SSAT	BE971383	1.48	4.28	4.9	4.8	?1.78	1.33
DICER1	BF590131	1.05	?2.97	?2.47	?2.96	1.42	?1.82
ZNF238; RP58; TAZ-1; C2H2-171	AJ223321	1.12	2.03	1.27	2.35	?1.18	1.77
SDCCAG8	N32526	?1.05	2.15	1.14	2.27	?1.34	2.11
BAT1	AI282485	1.19	1.87	1.79	2.25	?1.66	1.26
SR140	AI184562	1.01	?1.84	?1.66	?2.09	1.38	?1.45
Homo sapiens folate binding protein mRNA, partial cds.	AF000381	1	?2.43	?2.66	?3.56	1.39	?1.56
AP4S1	AF155159	1.09	?1.66	?1.44	?2.67	1.42	?1.50
TPI1	M10036	?1.04	?2.28	?1.85	?2.44	1.42	?1.77
APOBEC3C	AF165520	?1.01	1.94	1.97	1.96	?1.35	1.61
PLEKHB1	AF081583	1.28	3.81	4.45	4.21	?1.63	1.29
SWAP70	AI139569	?1.05	?2.76	?1.25	?2.97	1.34	?3.49
JAG1	U73936	1.08	1.87	1.89	1.96	?1.29	1.72
JAG1	U61276	1.1	2.14	2.07	2.28	?1.22	1.69
PROL2	AF279899	1.23	3.23	5.98	3.78	?1.43	1.59
DUSP6	BC005047	1.25	2.91	3.4	3.77	?1.38	1.77
CD24	M58664	1.25	2.93	2.99	3.4	?1.39	1.58
MAN1A1	NM_005907	1.07	2.37	2.83	2.35	?1.35	1.49
SEMA3A	NM_006080	1.36	3.76	2.32	2.7	?1.31	2.2
HIST1H4C	NM_003542	?1.12	?2.22	?2.12	?2.90	1.8	?1.26
CPA4	NM_016352	?1.27	?2.70	?2.83	?2.26	1.82	?1.43
EREG	NM_001432	?1.06	?2.07	?1.20	?2.58	1.29	?2.08
NPM3	NM_006993	1.02	?1.87	?1.44	?2.21	1.34	?1.53
MTAP	NM_002451	1.01	?2.08	?1.76	?2.33	1.47	?1.40
APG12L	NM_004707	?1.34	?3.62	?2.64	?3.47	1.73	?1.58
LOC116143	NM_000945	?1.16	?1.97	?1.90	?2.56	1.87	?1.15
FGF2	NM_002006	?1.38	?2.37	?2.24	?2.63	1.58	?1.33
F3	NM_001993	?1.78	?5.96	?4.97	?5.43	2.54	?1.29
ASK	NM_006716	?1.01	?1.82	?1.81	?2.89	1.43	?1.42
CAV2	NM_001233	?1.28	?2.33	?1.93	?2.77	1.66	?1.30
CAV2	BF197655	?1.26	?2.40	?1.87	?2.64	1.6	?1.26
yd85c11.s1 Soares fetal liver spleen 1NFLSHomo sapiens cDNA clone IMAGE:115028	T79953	1.35	2.61	2.84	3.62	?1.43	1.52
IMPA2	NM_014214	1.41	2.89	2.26	2.12	?1.65	1.29
RTP801	NM_019058	1.23	2.7	3.79	3.12	?1.92	1.25
CCNG2	NM_004354	1.1	3.23	3.36	3.45	?1.97	1.42
CCNG2	AW134535	1.26	3.1	3.01	3.28	?1.87	1.23
PSMB10	NM_002801	?1.06	?2.08	?2.20	?3.51	1.45	?1.55
NRIP1	AI824012	1.07	?2.13	?1.63	?3.55	1.51	?2.36
NRIP1	NM_003489	1.02	?1.79	?1.65	?3.95	1.51	?2.10
CRIM1	NM_016441	?1.12	?2.82	?2.66	?2.49	1.84	?1.18
TRB2	NM_021643	1.16	1.74	1.19	1.97	?1.31	1.58
RGS2	NM_002923	?1.06	?1.73	?1.61	?2.25	1.43	?1.49
ARL7	BG435404	1.1	3.87	2.19	3.81	?1.44	3.07
SOX4	BG528420	1.56	4.12	3.15	2.27	?1.68	1.35
na	AK021715	?1.18	?2.64	?1.30	?1.72	1.36	?1.69
LOC285735	BC039371	?1.17	2.72	1.16	2.44	?1.23	3.79
Homo sapiens, clone IMAGE:4285740, mRNA	AA336502	1.31	2.03	1.76	1.98	?1.46	1.38
CDC25A	AY137580	1.07	?2.09	?1.78	?2.75	1.42	?1.68
MGC33371	NM_144664	?1.23	?1.80	?2.00	?2.47	1.65	?1.21
C6orf151	NM_152551	1.01	?1.81	?1.47	?2.58	1.31	?1.55
HS6ST2	NM_147174	?1.01	?2.06	?1.67	?3.09	1.5	?2.24
HS6ST2	NM_147174	?1.02	?1.75	?1.06	?2.38	1.42	?1.84
FLJ30668	BC030710	?1.23	1.78	?1.10	2.46	?1.23	2.1
