Probe Set ID	Gene Symbol	Gene Title	Fold change([GFP+CD133+] vs [GFP-CD133-])	Regulation([GFP+CD133+] vs [GFP-CD133-])	Fold change([GFP-CD133+] vs [GFP-CD133-])	Regulation ([GFP-CD133+] vs [GFP-CD133-])	Fold change([GFP+CD133+] vs [GFP-CD133+])	Regulation([GFP+CD133+] vs [GFP-CD133+])
1435479_at			5.842787	up	5.8166404	up	1.004495	up
1458381_at	Clic5	chloride intracellular channel 5	5.810822	up	9.234241	up	1.5891454	down
1420425_at	Prdm1	PR domain containing 1, with ZNF domain	5.749444	up	6.883377	up	1.1972249	down
1418425_at	Sp7	trans-acting transcription factor 7	5.6764674	up	4.068233	up	1.3953153	up
1456495_s_at	Osbpl6	oxysterol binding protein-like 6	5.6311803	up	3.4184089	up	1.6473105	up
1438531_at	A730054J21Rik	RIKEN cDNA A730054J21 gene	5.6091375	up	6.0834675	up	1.0845639	down
1424007_at	Gdf10	growth differentiation factor 10	5.555631	up	3.230551	up	1.7197163	up
1418937_at	Dio2	deiodinase, iodothyronine, type II	5.522356	up	4.2073727	up	1.3125426	up
1439219_at	A730082K24Rik	RIKEN cDNA A730082K24 gene	5.484415	up	3.6179967	up	1.5158706	up
1449827_at	Acan	aggrecan	5.4539495	up	4.977783	up	1.0956584	up
1434670_at	Kif5a	kinesin family member 5A	5.4470787	up	4.2253046	up	1.2891563	up
1458720_at	D9Ertd356e	DNA segment, Chr 9, ERATO Doi 356, expressed	5.431453	up	3.6901433	up	1.4718815	up
1460386_a_at	Slc1a1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	5.408214	up	4.077856	up	1.3262397	up
1455082_at	Cblb	Casitas B-lineage lymphoma b	5.392392	up	3.0781562	up	1.7518252	up
1443187_at	Rspo3	R-spondin 3 homolog (Xenopus laevis)	5.390396	up	4.4317083	up	1.2163246	up
1454332_at	6030442H21Rik	RIKEN cDNA 6030442H21 gene	5.3613095	up	3.0757775	up	1.7430748	up
1438142_s_at	1700021K14Rik	RIKEN cDNA 1700021K14 gene	5.3531885	up	3.8758628	up	1.3811606	up
1433578_at	EG545758 /// Slc10a4	solute carrier family 10 (sodium/bile acid cotransporter family), member 4 /// predicted gene, EG545758	5.35159	up	4.7779207	up	1.1200668	up
1436948_a_at	6430550H21Rik	RIKEN cDNA 6430550H21 gene	5.343088	up	4.841312	up	1.1036447	up
1433626_at	Plscr4	phospholipid scramblase 4	5.337738	up	4.118738	up	1.2959642	up
1426743_at	Appl2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	5.313587	up	3.0109022	up	1.7647825	up
1418147_at	Tcfap2c	transcription factor AP-2, gamma	5.1418357	up	8.853864	up	1.7219269	down
1439505_at	Clic5	chloride intracellular channel 5	5.093505	up	5.382909	up	1.0568182	down
1417946_at	Abhd3	abhydrolase domain containing 3	5.068712	up	2.8971267	up	1.7495651	up
1418910_at	Bmp7	bone morphogenetic protein 7	5.059705	up	6.254306	up	1.236101	down
1426081_a_at	Dio2	deiodinase, iodothyronine, type II	5.0552664	up	3.2923195	up	1.5354725	up
1446609_at			5.0403495	up	6.1541643	up	1.2209797	down
1435790_at	Olfm2	olfactomedin 2	5.0237017	up	2.8356063	up	1.77165	up
1420739_at	Cntn3	contactin 3	5.013609	up	2.8325152	up	1.7700204	up
1420388_at	Prss12	protease, serine, 12 neurotrypsin (motopsin)	4.9936213	up	3.47362	up	1.4375844	up
1416302_at	Ebf1	early B-cell factor 1	4.9392	up	2.9473617	up	1.6758039	up
1447514_at		Transcribed locus	4.9270253	up	3.0323021	up	1.6248463	up
1440177_at	9630027E11 /// Grik3	glutamate receptor, ionotropic, kainate 3 /// hypothetical protein 9630027E11	4.9072533	up	9.244869	up	1.8839196	down
1422529_s_at	Casq2	calsequestrin 2	4.8455534	up	7.3771634	up	1.5224603	down
1459304_at		Transcribed locus	4.833301	up	5.434957	up	1.1244813	down
1438717_a_at	Osbpl6	oxysterol binding protein-like 6	4.830065	up	2.5181808	up	1.9180771	up
1419161_a_at	Nox4	NADPH oxidase 4	4.801362	up	5.5194964	up	1.1495689	down
1456197_x_at	Ajap1	Adherens junction associated protein 1	4.782272	up	4.4333687	up	1.0786992	up
1436964_at	D7Ertd715e	DNA segment, Chr 7, ERATO Doi 715, expressed	4.7777596	up	6.510768	up	1.362724	down
1419457_at	Rgnef	Rho-guanine nucleotide exchange factor	4.730859	up	5.432781	up	1.148371	down
1448977_at	Tcfap2c	transcription factor AP-2, gamma	4.7292533	up	7.6548505	up	1.6186169	down
1451733_at	Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	4.7072206	up	2.4480226	up	1.9228665	up
1441519_at	Nid1	nidogen 1	4.660922	up	3.4621954	up	1.3462332	up
1416053_at	Lrrn1	leucine rich repeat protein 1, neuronal	4.628934	up	6.0617175	up	1.3095278	down
1432047_at	Depdc2	DEP domain containing 2	4.611235	up	6.9121237	up	1.4989744	down
1434909_at	Rragd	Ras-related GTP binding D	4.584298	up	2.835569	up	1.6167117	up
1428471_at	Sorbs1	sorbin and SH3 domain containing 1	4.5311117	up	3.3102608	up	1.3688082	up
1439006_x_at	6430550H21Rik	RIKEN cDNA 6430550H21 gene	4.531059	up	3.3747017	up	1.3426546	up
1439789_at			4.527351	up	2.985549	up	1.5164216	up
1435138_at	AW121567	expressed sequence AW121567	4.5175204	up	3.020018	up	1.4958587	up
1443983_at		Transcribed locus	4.480484	up	2.565497	up	1.7464391	up
1437304_at	Cblb	Casitas B-lineage lymphoma b	4.474882	up	3.0836937	up	1.4511434	up
1448870_at	Ltbp1	latent transforming growth factor beta binding protein 1	4.473495	up	2.8428917	up	1.573572	up
1438696_at	Edn3	endothelin 3	4.4550114	up	2.3133307	up	1.9257997	up
1423286_at	Cbln1 /// LOC100046314	cerebellin 1 precursor protein /// similar to precerebellin-1	4.401449	up	3.7743397	up	1.1661507	up
1425594_at	Lamc3	laminin gamma 3	4.3815064	up	6.2168407	up	1.4188818	down
1421973_at	Gfra1	glial cell line derived neurotrophic factor family receptor alpha 1	4.3690724	up	3.282386	up	1.331066	up
1422536_at	Tnni3	troponin I, cardiac	4.3533683	up	2.3556695	up	1.8480387	up
1456953_at	Col19a1	collagen, type XIX, alpha 1	4.3460217	up	4.9708242	up	1.1437643	down
1449319_at	Rspo1	R-spondin homolog (Xenopus laevis)	4.336529	up	3.2403846	up	1.3382759	up
1432410_a_at	Bmp7	bone morphogenetic protein 7	4.308025	up	3.8615441	up	1.1156223	up
1431254_at	Kbtbd11	kelch repeat and BTB (POZ) domain containing 11	4.28874	up	3.2894304	up	1.3037943	up
1436304_at	C030003D03Rik	RIKEN cDNA C030003D03 gene	4.2845507	up	5.579349	up	1.3022016	down
1421854_at	Fgl2	fibrinogen-like protein 2	4.2754436	up	3.45393	up	1.2378489	up
1444466_at	Ncald	Neurocalcin delta	4.249844	up	2.8884053	up	1.4713463	up
1452399_at	Rgs6	regulator of G-protein signaling 6	4.2335415	up	2.531851	up	1.6721132	up
1436257_at	Ss18	synovial sarcoma translocation, Chromosome 18	4.2129693	up	2.6806867	up	1.5716009	up
1455722_at		Transcribed locus	4.192224	up	3.326205	up	1.2603625	up
1429417_at	Chsy3	chondroitin sulfate synthase 3	4.1864557	up	2.4935718	up	1.6788993	up
1429625_at	2900054C01Rik	RIKEN cDNA 2900054C01 gene	4.1721487	up	3.5525646	up	1.1744049	up
1437270_a_at	Clcf1	cardiotrophin-like cytokine factor 1	4.1550884	up	3.5100899	up	1.1837556	up
1436551_at	Fgfr1	fibroblast growth factor receptor 1	4.1501684	up	2.6081672	up	1.5912203	up
1417979_at	Tnmd	tenomodulin	4.142837	up	5.0212517	up	1.2120322	down
1421855_at	Fgl2	fibrinogen-like protein 2	4.132247	up	2.7748177	up	1.489196	up
1448721_at	D1Ertd622e	DNA segment, Chr 1, ERATO Doi 622, expressed	4.1218576	up	2.3605337	up	1.7461549	up
1451758_at	Lamc3	laminin gamma 3	4.1167316	up	4.8546505	up	1.1792487	down
1446358_at			4.115746	up	2.4437296	up	1.6842068	up
1455717_s_at	Daam2	dishevelled associated activator of morphogenesis 2	4.115014	up	3.5668252	up	1.153691	up
1449251_at	Ndph	Norrie disease homolog	4.105067	up	4.385704	up	1.0683635	down
1460608_at	Cacna1b	calcium channel, voltage-dependent, N type, alpha 1B subunit	4.0940633	up	2.373986	up	1.7245522	up
1455188_at	Ephb1	Eph receptor B1	4.0528812	up	5.183225	up	1.278899	down
1448293_at	Ebf1	early B-cell factor 1	4.0459323	up	2.7798145	up	1.4554684	up
1450032_at	Slco2a1	solute carrier organic anion transporter family, member 2a1	4.0435934	up	4.3093314	up	1.0657183	down
1458505_at	LOC552901	hypothetical LOC552901	4.0082393	up	3.2889369	up	1.2187036	up
1418412_at	Tpd52l1	tumor protein D52-like 1	4.0058093	up	3.801873	up	1.0536411	up
1437989_at	Pde8b	phosphodiesterase 8B	4.0016527	up	2.5378892	up	1.5767641	up
1443485_at	Epha7	Eph receptor A7	3.9727192	up	2.5316517	up	1.5692203	up
1445296_at	D7Ertd715e	DNA segment, Chr 7, ERATO Doi 715, expressed	3.9633021	up	5.0372434	up	1.2709714	down
1451191_at	Crabp2	cellular retinoic acid binding protein II	3.962036	up	2.4706607	up	1.6036341	up
1433643_at	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1	3.9452696	up	2.885194	up	1.3674191	up
1434169_at	9030409G11Rik	RIKEN cDNA 9030409G11 gene	3.9324412	up	3.7217073	up	1.056623	up
1456402_at	A330076H08Rik	RIKEN cDNA A330076H08 gene	3.9177628	up	3.1713276	up	1.2353699	up
1435162_at	Prkg2	protein kinase, cGMP-dependent, type II	3.8987167	up	3.7350469	up	1.04382	up
1435758_at		Transcribed locus	3.896519	up	3.3735638	up	1.1550157	up
1450284_at	Pde3a	phosphodiesterase 3A, cGMP inhibited	3.8948467	up	4.5404577	up	1.1657603	down
1455280_at	Frem1	Fras1 related extracellular matrix protein 1	3.8518286	up	4.955994	up	1.2866601	down
1416959_at	Nr1d2	nuclear receptor subfamily 1, group D, member 2	3.8282504	up	3.3290632	up	1.1499482	up
1421979_at	Phex	phosphate regulating gene with homologies to endopeptidases on the X chromosome (hypophosphatemia, vitamin D resistant rickets)	3.8266926	up	5.17616	up	1.3526459	down
1437271_at	Clcf1	cardiotrophin-like cytokine factor 1	3.8163896	up	3.3226635	up	1.1485934	up
1422864_at	Runx1	runt related transcription factor 1	3.8061874	up	2.165254	up	1.757848	up
1416301_a_at	Ebf1	early B-cell factor 1	3.8045902	up	2.4316711	up	1.564599	up
1423353_at	Crispld1	cysteine-rich secretory protein LCCL domain containing 1	3.7823741	up	3.3541715	up	1.1276628	up
1426925_at	Rc3h2	ring finger and CCCH-type zinc finger domains 2	3.7708232	up	2.2829027	up	1.6517668	up
1451857_a_at	Notum	notum pectinacetylesterase homolog (Drosophila)	3.7608366	up	2.4216206	up	1.5530248	up
1422865_at	Runx1	runt related transcription factor 1	3.733726	up	2.4638307	up	1.5154151	up
1418445_at	Slc16a2	solute carrier family 16 (monocarboxylic acid transporters), member 2	3.7233	up	2.1850843	up	1.7039617	up
1420913_at	Slco2a1	solute carrier organic anion transporter family, member 2a1	3.7190757	up	5.2380633	up	1.4084315	down
1421063_s_at	LOC100044139 /// Snrpn /// Snurf	small nuclear ribonucleoprotein N /// SNRPN upstream reading frame /// similar to SNRPN upstream reading frame protein	3.7115288	up	5.7236505	up	1.5421276	down
1449999_a_at	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1	3.6732333	up	2.9721422	up	1.2358874	up
1426832_at	Ddx26b	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B	3.6162004	up	2.0312629	up	1.780272	up
1435703_at	LOC677224	similar to RIKEN cDNA 2810457I06	3.6100938	up	3.043507	up	1.1861625	up
1425684_at	2310005E10Rik	RIKEN cDNA 2310005E10 gene	3.5550444	up	2.893114	up	1.228795	up
1437566_at	LOC633966	similar to guanine nucleotide binding protein-like 2 (nucleolar)	3.5413108	up	2.9831953	up	1.1870865	up
1425861_x_at	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1	3.5197875	up	2.9746215	up	1.1832725	up
1437424_at	Syde2	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)	3.5195816	up	2.4011533	up	1.465788	up
1422710_a_at	Cacna1h	calcium channel, voltage-dependent, T type, alpha 1H subunit	3.5120459	up	2.4664905	up	1.4239041	up
1427056_at	Adamts15	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15	3.5045526	up	6.3455524	up	1.8106594	down
1443943_at	Plag1	pleiomorphic adenoma gene 1	3.49834	up	2.1962333	up	1.5928817	up
1419489_at	AW049604	expressed sequence AW049604	3.4982631	up	2.3067029	up	1.5165644	up
1448788_at	Cd200	Cd200 antigen	3.493308	up	4.082556	up	1.1686789	down
1417333_at	Rasa4	RAS p21 protein activator 4	3.4923863	up	2.668034	up	1.3089737	up
1444242_at	Slco2a1	Solute carrier organic anion transporter family, member 2a1	3.4887137	up	4.2408247	up	1.215584	down
1430118_at	2700046A07Rik	RIKEN cDNA 2700046A07 gene	3.485556	up	3.494245	up	1.0024929	down
1460086_at	Rc3h2	Ring finger and CCCH-type zinc finger domains 2	3.4832387	up	2.304167	up	1.5117127	up
1418205_at	Thsd1	thrombospondin, type I, domain 1	3.4809723	up	2.1664743	up	1.6067452	up
1433649_at	Aof1	amine oxidase, flavin containing 1	3.4578917	up	2.917896	up	1.1850635	up
1438310_at		Transcribed locus	3.4545503	up	2.1930244	up	1.5752449	up
1455607_at	Rspo3	R-spondin 3 homolog (Xenopus laevis)	3.45308	up	2.3154387	up	1.4913286	up
1445373_at			3.450683	up	4.6919665	up	1.359721	down
1440926_at	Flt1	FMS-like tyrosine kinase 1	3.443713	up	6.364393	up	1.8481196	down
1440878_at	Runx1	runt related transcription factor 1	3.4427779	up	2.2594092	up	1.5237516	up
1454801_at	Ankrd28	ankyrin repeat domain 28	3.4078796	up	2.168934	up	1.5712233	up
1431164_at	Rragd	Ras-related GTP binding D	3.3963919	up	2.5209997	up	1.3472401	up
1426314_at	Ednrb	endothelin receptor type B	3.392898	up	2.9399624	up	1.1540617	up
1425274_at	Asph	aspartate-beta-hydroxylase	3.3861985	up	3.2854936	up	1.0306515	up
1419380_at	Zfp423	zinc finger protein 423	3.3754528	up	3.9777977	up	1.1784487	down
1416958_at	Nr1d2	nuclear receptor subfamily 1, group D, member 2	3.37251	up	2.7135851	up	1.2428244	up
1437673_at		Transcribed locus	3.3595273	up	3.3658469	up	1.0018811	down
1459721_at		CDNA clone IMAGE:6406267	3.3468838	up	2.6718125	up	1.2526641	up
1458268_s_at	Igfbp3	insulin-like growth factor binding protein 3	3.344096	up	4.574206	up	1.3678452	down
1458129_at	Rora	RAR-related orphan receptor alpha	3.3364947	up	3.5109622	up	1.0522908	down
1423281_at	Stmn2	stathmin-like 2	3.3280551	up	6.079289	up	1.8266791	down
1416658_at	Frzb	frizzled-related protein	3.3241048	up	3.8842254	up	1.1685028	down
1452714_at	Tanc1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	3.31509	up	2.6936216	up	1.2307185	up
1436568_at	Jam2	junction adhesion molecule 2	3.3138964	up	5.280733	up	1.5935118	down
1441358_at	Pcdhb16	protocadherin beta 16	3.3086388	up	2.0912478	up	1.5821363	up
1437841_x_at	Csdc2	cold shock domain containing C2, RNA binding	3.2820404	up	3.1137083	up	1.0540617	up
1420852_a_at	B3gnt2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	3.2809365	up	3.0625184	up	1.0713198	up
1448136_at	Enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2	3.2734146	up	3.1325772	up	1.0449591	up
1417569_at	Ncald	neurocalcin delta	3.2633688	up	2.2838767	up	1.4288726	up
1440156_s_at		Transcribed locus	3.2599485	up	4.616786	up	1.4162145	down
1441964_at	1110003F05Rik	RIKEN cDNA 1110003F05 gene	3.257982	up	2.149196	up	1.5159075	up
1436870_s_at	Afap1l2	actin filament associated protein 1-like 2	3.257128	up	3.0623999	up	1.0635868	up
1429736_at	1110003F05Rik	RIKEN cDNA 1110003F05 gene	3.2558312	up	2.1980104	up	1.4812628	up
1453070_at	Pcdh17	protocadherin 17	3.2520711	up	4.408146	up	1.3554887	down
1434582_at	Erc2	ELKS/RAB6-interacting/CAST family member 2	3.2496793	up	3.6722305	up	1.1300286	down
1420064_s_at	Tktl1	transketolase-like 1	3.241072	up	2.4607728	up	1.3170953	up
1423280_at	Stmn2	stathmin-like 2	3.2354567	up	5.106763	up	1.5783747	down
1424050_s_at	Fgfr1	fibroblast growth factor receptor 1	3.224046	up	2.6078722	up	1.2362745	up
1456478_at	Pgm2l1	phosphoglucomutase 2-like 1	3.218082	up	2.7033815	up	1.1903913	up
1429097_at	C030044C12Rik	RIKEN cDNA C030044C12 gene	3.213012	up	3.728628	up	1.1604774	down
1419465_at	Nkd2	naked cuticle 2 homolog (Drosophila)	3.210504	up	2.2697675	up	1.4144639	up
1440780_x_at	1500015O10Rik	RIKEN cDNA 1500015O10 gene	3.2099595	up	2.641476	up	1.2152143	up
1434275_at	Nkd2	naked cuticle 2 homolog (Drosophila)	3.208066	up	2.6880815	up	1.1934408	up
1421087_at	Per3	period homolog 3 (Drosophila)	3.20721	up	2.7160046	up	1.180856	up
1434630_at	Ankrd28	ankyrin repeat domain 28	3.206144	up	2.1600232	up	1.4843099	up
1437347_at	Ednrb	endothelin receptor type B	3.2050889	up	2.9210684	up	1.0972317	up
1438774_s_at	Pgm2l1	phosphoglucomutase 2-like 1	3.2032409	up	2.8070922	up	1.1411241	up
1415999_at	Hey1	hairy/enhancer-of-split related with YRPW motif 1	3.2025042	up	4.15658	up	1.2979156	down
1422293_a_at	Kctd1	potassium channel tetramerisation domain containing 1	3.2023957	up	2.7279446	up	1.1739225	up
1421346_a_at	Slc6a6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	3.1951654	up	3.1421905	up	1.0168593	up
1420719_at	Tex15	testis expressed gene 15	3.1744273	up	2.543683	up	1.2479649	up
1436325_at	Rora	RAR-related orphan receptor alpha	3.1719654	up	3.4552035	up	1.0892942	down
1449178_at	Pdlim3	PDZ and LIM domain 3	3.1709719	up	5.1234818	up	1.6157448	down
1439153_at	Rnf144b	ring finger protein 144B	3.163102	up	4.333868	up	1.3701323	down
1424363_at	Mycbpap	Mycbp associated protein	3.1601746	up	2.869866	up	1.1011575	up
1428902_at	Chst11	carbohydrate sulfotransferase 11	3.1565843	up	3.14552	up	1.0035175	up
1448818_at	Wnt5a	wingless-related MMTV integration site 5A	3.156556	up	3.2336857	up	1.0244348	down
1458379_at	9330159F19Rik	RIKEN cDNA 9330159F19 gene	3.1536555	up	2.1873095	up	1.4417968	up
1446946_at			3.1503572	up	2.153072	up	1.4631915	up
1436791_at	Wnt5a	wingless-related MMTV integration site 5A	3.1481457	up	3.491607	up	1.1090996	down
1453414_at	Ypel2	yippee-like 2 (Drosophila)	3.1404982	up	3.6117742	up	1.1500641	down
1426464_at	Nr1d1	nuclear receptor subfamily 1, group D, member 1	3.1364539	up	3.7257938	up	1.1879	down
1435285_at	Mpped2	metallophosphoesterase domain containing 2	3.1338434	up	6.2495327	up	1.9942071	down
1435265_at		Transcribed locus	3.131629	up	2.8511732	up	1.0983651	up
1436309_at	Neto2	neuropilin (NRP) and tolloid (TLL)-like 2	3.1302338	up	2.4468164	up	1.2793089	up
1421647_at	Cd1d2	CD1d2 antigen	3.1232731	up	3.0117807	up	1.0370188	up
1426285_at	Lama2	laminin, alpha 2	3.1224854	up	2.9183702	up	1.0699415	up
1439048_at	2900078E11Rik /// Cadm2	RIKEN cDNA 2900078E11 gene /// cell adhesion molecule 2	3.1206126	up	2.2044795	up	1.4155779	up
1455591_at	Zfp618	zinc fingerprotein 618	3.1133616	up	3.4406545	up	1.1051252	down
1436920_at	Pcdh17	protocadherin 17	3.105221	up	2.9519317	up	1.0519285	up
1423594_a_at	Ednrb	endothelin receptor type B	3.09978	up	2.4690368	up	1.2554612	up
1429651_at	Phactr3	phosphatase and actin regulator 3	3.095117	up	3.027484	up	1.0223398	up
1430247_at	Daam2	dishevelled associated activator of morphogenesis 2	3.0914514	up	2.789994	up	1.1080495	up
1431751_a_at	Mpped2	metallophosphoesterase domain containing 2	3.0904684	up	5.24524	up	1.6972314	down
1425858_at	Ube2m	ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)	3.088539	up	3.4400713	up	1.1138184	down
1454901_at	Ypel2	yippee-like 2 (Drosophila)	3.0875351	up	3.4903176	up	1.1304544	down
1454032_at	Neto2	neuropilin (NRP) and tolloid (TLL)-like 2	3.0785282	up	2.1614275	up	1.4243033	up
1421428_at	Slc5a7	solute carrier family 5 (choline transporter), member 7	3.0710392	up	2.0313416	up	1.5118283	up
1420429_at	Pcdhb3	protocadherin beta 3	3.0699036	up	2.4698877	up	1.2429324	up
1429021_at	Epha4	Eph receptor A4	3.0683866	up	2.3756728	up	1.2915864	up
1420390_s_at	Zfp354a	zinc finger protein 354A	3.0645053	up	2.7386172	up	1.1189973	up
1448424_at	Frzb	frizzled-related protein	3.0628617	up	4.3785467	up	1.4295607	down
1420357_s_at	LOC100044094 /// LOC100044314 /// Xlr3a /// Xlr3b /// Xlr3c	X-linked lymphocyte-regulated 3A /// X-linked lymphocyte-regulated 3C /// X-linked lymphocyte-regulated 3B /// hypothetical protein LOC100044094 /// hypothetical protein LOC100044314	3.045616	up	2.551315	up	1.1937435	up
1420893_a_at	Tgfbr1	transforming growth factor, beta receptor I	3.0381317	up	2.0177822	up	1.5056788	up
1454617_at	Arrdc3	arrestin domain containing 3	3.0298612	up	2.5038815	up	1.2100657	up
1449244_at	Cdh2 /// LOC100044363	cadherin 2 /// similar to N-cadherin	3.0288827	up	2.126732	up	1.4241958	up
1429475_at	LOC677224 /// Ubash3b	ubiquitin associated and SH3 domain containing, B /// similar to RIKEN cDNA 2810457I06	3.0256474	up	2.8916068	up	1.046355	up
1444440_at	OTTMUSG00000006457	predicted gene, OTTMUSG00000006457	3.0114963	up	2.2031415	up	1.3669101	up
