Probe Set ID	Gene Symbol	Gene Title	Fold change([GFP+CD133+] vs [GFP-CD133-])	Regulation([GFP+CD133+] vs [GFP-CD133-])	Fold change([GFP-CD133+] vs [GFP-CD133-])	Regulation ([GFP-CD133+] vs [GFP-CD133-])	Fold change([GFP+CD133+] vs [GFP-CD133+])	Regulation([GFP+CD133+] vs [GFP-CD133+])
1449591_at	Casp4 /// LOC100044206	caspase 4, apoptosis-related cysteine peptidase /// hypothetical protein LOC100044206	2.292091	down	3.9002912	up	1.7016302	up
1418808_at	Rdh5	retinol dehydrogenase 5	2.5881162	down	3.890794	up	1.5033307	up
1426294_at	Hapln1	hyaluronan and proteoglycan link protein 1	2.2259567	down	3.8777294	up	1.7420509	up
1421306_a_at	Hdac9	histone deacetylase 9	2.9822633	down	3.8507397	up	1.2912139	up
1423146_at	Hes5	hairy and enhancer of split 5 (Drosophila)	2.6864464	down	3.8158684	up	1.4204148	up
1416238_at	Tie1	tyrosine kinase receptor 1	5.981846	down	3.7804706	up	1.5823019	down
1441246_s_at	Dpysl5	dihydropyrimidinase-like 5	3.3794293	down	3.7689936	up	1.1152751	up
1427320_at	Copg2as2	coatomer protein complex, subunit gamma 2, antisense 2	4.9099536	down	3.7254546	up	1.3179474	down
1422866_at	Col13a1	collagen, type XIII, alpha 1	3.0998485	down	3.7155936	up	1.1986371	up
1449672_s_at	LOC100046745 /// Tufm	Tu translation elongation factor, mitochondrial /// similar to Tu translation elongation factor, mitochondrial	2.0551426	down	3.7113318	up	1.8058754	up
1455266_at	Kif5c	kinesin family member 5C	2.1178749	down	3.628715	up	1.7133756	up
1427486_at	Ptprb	protein tyrosine phosphatase, receptor type, B	4.3380604	down	3.611294	up	1.2012483	down
1429184_at	Gvin1 /// LOC100042856	GTPase, very large interferon inducible 1 /// similar to very large inducible GTPase-1	4.235711	down	3.6057506	up	1.1747099	down
1434628_a_at	Rhpn2	rhophilin, Rho GTPase binding protein 2	3.78162	down	3.5678854	up	1.059905	down
1437451_at	1110006O17Rik	RIKEN cDNA 1110006O17 gene	5.8826737	down	3.5037193	up	1.6789798	down
1444487_at	Lrat	lecithin-retinol acyltransferase (phosphatidylcholine-retinol-O-acyltransferase)	3.3686965	down	3.478153	up	1.0324922	up
1419043_a_at	Iigp1 /// LOC100044196	interferon inducible GTPase 1 /// hypothetical protein LOC100044196	4.7719016	down	3.45549	up	1.3809623	down
1425600_a_at	Plcb1	phospholipase C, beta 1	1.7361659	down	3.447238	up	1.9855465	up
1418058_at	Eltd1	EGF, latrophilin seven transmembrane domain containing 1	3.455159	down	3.4198258	up	1.0103319	down
1439855_at	Tmtc1	transmembrane and tetratricopeptide repeat containing 1	2.245759	down	3.4160388	up	1.5211066	up
1453022_at	Gpihbp1	GPI-anchored HDL-binding protein 1	4.487228	down	3.3609188	up	1.3351194	down
1453152_at	Mamdc2	MAM domain containing 2	2.445546	down	3.3534966	up	1.371267	up
1435209_at	BC057079	cDNA sequence BC057079	2.7490895	down	3.345994	up	1.217128	up
1421052_a_at	LOC671878 /// Sms	spermine synthase /// similar to spermine synthase	1.8218194	down	3.3434129	up	1.8352056	up
1438886_at	Heyl	hairy/enhancer-of-split related with YRPW motif-like	3.306744	down	3.3279524	up	1.0064136	up
1454443_at	4833411I10Rik	RIKEN cDNA 4833411I10 gene	4.234014	down	3.2984643	up	1.2836319	down
1427240_at	Dock6	dedicator of cytokinesis 6	1.9776092	down	3.2582889	up	1.6475899	up
1437598_at	Zbtb20	zinc finger and BTB domain containing 20	1.921801	down	3.2317712	up	1.6816368	up
1423365_at	Cacna1g	calcium channel, voltage-dependent, T type, alpha 1G subunit	1.9169781	down	3.2236753	up	1.6816443	up
1424375_s_at	Gimap4	GTPase, IMAP family member 4	6.1528068	down	3.1943433	up	1.926157	down
1448134_at	X99384	cDNA sequence X99384	2.3137558	down	3.1917205	up	1.3794544	up
1455197_at	Rnd1	Rho family GTPase 1	5.274593	down	3.1745353	up	1.6615324	down
1428834_at	Dusp4	dual specificity phosphatase 4	2.3924606	down	3.1726902	up	1.3261203	up
1423343_at	Slco1c1	solute carrier organic anion transporter family, member 1c1	1.6820263	down	3.1695552	up	1.8843671	up
1455656_at	Btla	B and T lymphocyte associated	2.0405962	down	3.1613338	up	1.5492207	up
1433741_at	Cd38	CD38 antigen	2.5605023	down	3.146482	up	1.2288535	up
1433837_at	8430408G22Rik	RIKEN cDNA 8430408G22 gene	6.1099486	down	3.1281226	up	1.9532317	down
1443851_at	8430415E04Rik	RIKEN cDNA 8430415E04 gene	1.8614537	down	3.1254737	up	1.6790501	up
1431416_a_at	Jam2	junction adhesion molecule 2	1.6897374	down	3.118867	up	1.8457702	up
1438055_at	Rarres1	retinoic acid receptor responder (tazarotene induced) 1	3.8938322	down	3.1176486	up	1.2489644	down
1446348_at			2.3602967	down	3.0947802	up	1.3111826	up
1440676_at	A830043J08Rik	RIKEN cDNA A830043J08 gene	3.0802352	down	3.0866337	up	1.0020772	up
1460248_at	Cpxm2	carboxypeptidase X 2 (M14 family)	1.5312487	down	3.0351381	up	1.9821327	up
1431152_at	Hapln3	hyaluronan and proteoglycan link protein 3	1.7849523	down	3.0131576	up	1.6880887	up
1434055_at	Galnt9	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9	2.4702988	down	3.0054197	up	1.216622	up
1437351_at	Cxxc4	CXXC finger 4	1.7483635	down	2.9860258	up	1.7078977	up
1434013_at	Ablim3	actin binding LIM protein family, member 3	1.796246	down	2.9852574	up	1.6619424	up
1418788_at	Tek	endothelial-specific receptor tyrosine kinase	3.2928283	down	2.959983	up	1.1124483	down
1459097_at			1.6433859	down	2.9481153	up	1.7939277	up
1455160_at	2610203C20Rik	RIKEN cDNA 2610203C20 gene	1.5735216	down	2.9408028	up	1.8689307	up
1438031_at	Rasgrp3	RAS, guanyl releasing protein 3	5.2283115	down	2.9387503	up	1.7790936	down
1433512_at	Fli1	Friend leukemia integration 1	2.9878364	down	2.928748	up	1.0201752	down
1448860_at	Rem2	rad and gem related GTP binding protein 2	1.8560637	down	2.9213004	up	1.5739225	up
1448710_at	Cxcr4	chemokine (C-X-C motif) receptor 4	1.745905	down	2.9057863	up	1.6643438	up
1438648_x_at	1190003M12Rik	RIKEN cDNA 1190003M12 gene	2.762327	down	2.9010398	up	1.050216	up
1434647_at	Egflam	EGF-like, fibronectin type III and laminin G domains	1.4881494	down	2.900944	up	1.9493634	up
1419303_at	Heyl	hairy/enhancer-of-split related with YRPW motif-like	3.3644512	down	2.8967056	up	1.1614751	down
1436610_at	Ankrd12	ankyrin repeat domain 12	1.4935348	down	2.870322	up	1.9218313	up
1419077_at	Mpp3	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	3.51029	down	2.857747	up	1.2283417	down
1436405_at	Dock4	dedicator of cytokinesis 4	2.1311455	down	2.839372	up	1.332322	up
1449403_at	Pde9a	phosphodiesterase 9A	3.0516772	down	2.839325	up	1.0747896	down
1432798_at	9530023I19Rik	RIKEN cDNA 9530023I19 gene	1.4434155	down	2.8354812	up	1.9644247	up
1437492_at	Mkx	mohawk	3.1840372	down	2.8253467	up	1.1269544	down
1434958_at	Sacs	sacsin	1.4738321	down	2.8221714	up	1.9148527	up
1436425_at	Kank4	KN motif and ankyrin repeat domains 4	1.7571967	down	2.8200843	up	1.604877	up
1451355_at	Asah3l	N-acylsphingosine amidohydrolase 3-like	3.2611494	down	2.817384	up	1.1575098	down
1456822_at	Rad23b	RAD23b homolog (S. cerevisiae)	1.6462181	down	2.8148363	up	1.7098806	up
1436233_at	AI117581	expressed sequence AI117581	4.1553693	down	2.8061001	up	1.4808341	down
1415896_x_at	Snrpn /// Snurf	small nuclear ribonucleoprotein N /// SNRPN upstream reading frame	1.4289973	down	2.8042016	up	1.9623562	up
1457021_x_at	Amhr2	anti-Mullerian hormone type 2 receptor	2.2733274	down	2.7952955	up	1.2296053	up
1434450_s_at	Adrbk2	adrenergic receptor kinase, beta 2	1.4896034	down	2.781276	up	1.867125	up
1456941_at	Tert	telomerase reverse transcriptase	1.58369	down	2.779827	up	1.7552848	up
1443471_at	Zbtb20	zinc finger and BTB domain containing 20	1.685558	down	2.7778084	up	1.6480052	up
1448390_a_at	Dhrs3	dehydrogenase/reductase (SDR family) member 3	2.6833656	down	2.7752862	up	1.0342556	up
1457256_x_at	LOC674483 /// Ptch2	patched homolog 2 /// similar to Protein patched homolog 2 (PTC2)	2.2687206	down	2.7720513	up	1.2218567	up
1453125_at	Sox11	SRY-box containing gene 11	1.6881442	down	2.7617052	up	1.6359415	up
1417502_at	Tspan7	tetraspanin 7	1.4930806	down	2.759785	up	1.8483831	up
1428102_at	Cpb1	carboxypeptidase B1 (tissue)	2.1704829	down	2.7508907	up	1.2674097	up
1457094_at	She	src homology 2 domain-containing transforming protein E	4.7706842	down	2.7488704	up	1.7355072	down
1449461_at	Rbp7	retinol binding protein 7, cellular	4.5062265	down	2.7485113	up	1.6395154	down
1419758_at	Abcb1a	ATP-binding cassette, sub-family B (MDR/TAP), member 1A	2.6874533	down	2.7440667	up	1.0210657	up
1436698_x_at	Tmem204	transmembrane protein 204	1.7682219	down	2.7279668	up	1.542774	up
1418726_a_at	Tnnt2	troponin T2, cardiac	1.7928852	down	2.7049205	up	1.5086972	up
1435084_at	C730049O14Rik	RIKEN cDNA C730049O14 gene	2.2047787	down	2.6987987	up	1.2240678	up
1421840_at	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	1.3732971	down	2.6917307	up	1.9600499	up
1435772_at	Kif21b	kinesin family member 21B	2.2360861	down	2.6865487	up	1.2014513	up
1418604_at	Avpr1a	arginine vasopressin receptor 1A	1.3665743	down	2.6858945	up	1.9654214	up
1448562_at	Upp1	uridine phosphorylase 1	3.3526878	down	2.6810596	up	1.2505085	down
1446172_at		Transcribed locus	1.8056908	down	2.6775208	up	1.4828236	up
1431229_at	Ipw	imprinted gene in the Prader-Willi syndrome region	1.7109916	down	2.6764941	up	1.5642941	up
1453908_at	Ptprb	protein tyrosine phosphatase, receptor type, B	2.5054345	down	2.6594443	up	1.0614703	up
1447266_at	Utp18	UTP18, small subunit (SSU) processome component, homolog (yeast)	1.5348452	down	2.658083	up	1.7318246	up
1450932_s_at	Dock9	dedicator of cytokinesis 9	1.5864981	down	2.654676	up	1.6732926	up
1455961_at		Transcribed locus	2.2251194	down	2.6453853	up	1.1888734	up
1436686_at	LOC100046449 /// Zfp706	zinc finger protein 706 /// similar to zinc finger protein 706	2.508942	down	2.6388893	up	1.0517937	up
1431417_at	Jam2	junction adhesion molecule 2	1.3373293	down	2.6190784	up	1.9584395	up
1424354_at	Tmem140	transmembrane protein 140	2.1785839	down	2.6188326	up	1.2020804	up
1419302_at	Heyl	hairy/enhancer-of-split related with YRPW motif-like	3.1093094	down	2.6175215	up	1.187883	down
1444028_s_at	Dock9	dedicator of cytokinesis 9	1.571954	down	2.6146014	up	1.6632811	up
1429041_at	6820431F20Rik	RIKEN cDNA 6820431F20 gene	1.4549323	down	2.611298	up	1.7947901	up
1427459_at	Cpn2	carboxypeptidase N, polypeptide 2	1.3783816	down	2.6056414	up	1.8903629	up
1418210_at	Pfn2	profilin 2	1.3258255	down	2.6055162	up	1.965203	up
1450484_a_at	Cmpk2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial	1.7735363	down	2.6031325	up	1.4677639	up
1458274_at	Zfp69	zinc finger protein 69	1.3451034	down	2.6017168	up	1.9342132	up
1422655_at	Ptch2	patched homolog 2	1.996746	down	2.593491	up	1.2988588	up
1435188_at	Gm129	gene model 129, (NCBI)	1.5440983	down	2.5927029	up	1.6791048	up
1434190_at	LOC671878 /// Sms	spermine synthase /// similar to spermine synthase	1.3339067	down	2.5908637	up	1.9423127	up
1450931_at	Dock9	dedicator of cytokinesis 9	1.5725626	down	2.5858731	up	1.644369	up
1435436_at	Epas1	endothelial PAS domain protein 1	3.9282746	down	2.5849066	up	1.519697	down
1449770_x_at	Tmem191c	transmembrane protein 191C	1.8698559	down	2.5618875	up	1.3700987	up
1426910_at	Pawr	PRKC, apoptosis, WT1, regulator	1.321078	down	2.5611434	up	1.938677	up
1447039_at			1.3614622	down	2.5606682	up	1.8808222	up
1443057_at		Transcribed locus	2.051028	down	2.5589867	up	1.2476605	up
1422084_at	Bmx	BMX non-receptor tyrosine kinase	2.8034637	down	2.5569792	up	1.0963968	down
1436544_at	Atp10d	ATPase, class V, type 10D	1.3966062	down	2.5554872	up	1.8297837	up
1449682_s_at	Tubb2a-ps2 /// Tubb2b	tubulin, beta 2b /// tubulin, beta 2a, pseudogene 2	1.5105829	down	2.5539577	up	1.69071	up
1455000_at	Gpr68	G protein-coupled receptor 68	2.110142	down	2.5521746	up	1.20948	up
1426649_at	LOC100045217 /// Tmeff1	transmembrane protein with EGF-like and two follistatin-like domains 1 /// similar to Transmembrane protein with EGF-like and two follistatin-like domains 1	1.4211186	down	2.550416	up	1.7946538	up
1437168_at		serine-arginine repressor protein	1.4983593	down	2.5441337	up	1.6979461	up
1435110_at	Unc5b	unc-5 homolog B (C. elegans)	1.6282599	down	2.5406904	up	1.5603715	up
1449009_at	OTTMUSG00000005523 /// Tgtp	T-cell specific GTPase /// predicted gene, OTTMUSG00000005523	3.145093	down	2.540601	up	1.2379327	down
1440874_at	Slco5a1	solute carrier organic anion transporter family, member 5A1	1.9596821	down	2.532073	up	1.2920835	up
1424072_at	2010107G23Rik	RIKEN cDNA 2010107G23 gene	1.4239436	down	2.5309606	up	1.7774304	up
1455080_at	Ppp1r16b	protein phosphatase 1, regulatory (inhibitor) subunit 16B	2.558109	down	2.5288205	up	1.0115819	down
1419042_at	Iigp1 /// LOC100044196	interferon inducible GTPase 1 /// hypothetical protein LOC100044196	2.9192643	down	2.5191061	up	1.1588494	down
1460617_s_at	Rab6b	RAB6B, member RAS oncogene family	1.6550391	down	2.5162005	up	1.5203269	up
1455426_at	Epha3	Eph receptor A3	1.5820825	down	2.5066357	up	1.5843898	up
1422024_at	Fli1	Friend leukemia integration 1	2.7356026	down	2.5062277	up	1.091522	down
1437760_at	Galnt12	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12	1.6689268	down	2.4950352	up	1.4949937	up
1460449_at	Anks1b	ankyrin repeat and sterile alpha motif domain containing 1B	1.6445185	down	2.4944022	up	1.5167979	up
1436790_a_at	Sox11	SRY-box containing gene 11	1.4173422	down	2.4924638	up	1.7585477	up
1433509_s_at	Reep1	receptor accessory protein 1	1.4397851	down	2.4842265	up	1.7254149	up
1429235_at	Galntl2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 2	3.3262165	down	2.4786503	up	1.3419467	down
1420192_at	Tmem191c	transmembrane protein 191C	1.4199765	down	2.474854	up	1.7428839	up
1460382_at	BC020535	cDNA sequence BC020535	4.08177	down	2.4735444	up	1.6501704	down
1430946_at	2600014E21Rik	RIKEN cDNA 2600014E21 gene	2.480321	down	2.4726462	up	1.0031039	down
1429399_at	Rnf125	ring finger protein 125	1.9714532	down	2.4721322	up	1.2539644	up
1458979_at			1.6584356	down	2.4699109	up	1.4893017	up
1439128_at	Zbtb20	zinc finger and BTB domain containing 20	1.6547654	down	2.46991	up	1.4926041	up
1440285_at	Ppp1r9a	protein phosphatase 1, regulatory (inhibitor) subunit 9A	1.2874708	down	2.4644802	up	1.9142027	up
1434639_at	Klhl29	kelch-like 29 (Drosophila)	1.2422001	down	2.4565275	up	1.9775617	up
1439419_at	2310057M21Rik	RIKEN cDNA 2310057M21 gene	1.7779391	down	2.4549358	up	1.380776	up
1450178_at	Brdt	bromodomain, testis-specific	1.4850216	down	2.449968	up	1.6497862	up
1426542_at	Endod1	endonuclease domain containing 1	1.2895846	down	2.4428136	up	1.894264	up
1447914_x_at	2600010E01Rik	RIKEN cDNA 2600010E01 gene	1.5874827	down	2.4404957	up	1.5373368	up
1426880_at	Etl4	enhancer trap locus 4	1.7477679	down	2.4396732	up	1.3958793	up
1455447_at	D430019H16Rik	RIKEN cDNA D430019H16 gene	1.4794109	down	2.4355774	up	1.6463157	up
1449058_at	Gli1	GLI-Kruppel family member GLI1	1.5288546	down	2.434859	up	1.5926033	up
1426640_s_at	Trib2	tribbles homolog 2 (Drosophila)	1.436397	down	2.422257	up	1.6863422	up
1426543_x_at	Endod1	endonuclease domain containing 1	1.3356304	down	2.418318	up	1.8106192	up
1419884_at		Transcribed locus	1.4660077	down	2.4174333	up	1.6489909	up
1435649_at	Nexn	nexilin	1.3217969	down	2.4158373	up	1.8276918	up
1426511_at	Susd2	sushi domain containing 2	1.7088213	down	2.4156203	up	1.4136178	up
1429205_at	Mllt3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	1.9900962	down	2.4131672	up	1.2125882	up
1436055_at	Lrrc15	leucine rich repeat containing 15	1.3610355	down	2.4110544	up	1.7714852	up
1434621_at	Tmem204	transmembrane protein 204	1.6798357	down	2.4086397	up	1.4338542	up
1433796_at	Endod1	endonuclease domain containing 1	1.2747401	down	2.4083157	up	1.8892599	up
1416619_at	4632428N05Rik	RIKEN cDNA 4632428N05 gene	2.0567532	down	2.4062922	up	1.1699469	up
1446803_at		Transcribed locus	1.2913662	down	2.405679	up	1.8628943	up
1457755_at	Gng8	guanine nucleotide binding protein (G protein), gamma 8	1.428899	down	2.4051003	up	1.6831841	up
1427790_at	Adam1a	a disintegrin and metallopeptidase domain 1a	1.33303	down	2.4017577	up	1.8017282	up
1456778_at		Transcribed locus	1.8892562	down	2.4004204	up	1.2705637	up
1443982_at	Rgnef	Rho-guanine nucleotide exchange factor	1.8612615	down	2.395347	up	1.2869481	up
1441451_at	Brwd3	bromodomain and WD repeat domain containing 3	1.2081295	down	2.389972	up	1.9782416	up
1428114_at	Slc14a1	solute carrier family 14 (urea transporter), member 1	2.0819347	down	2.3880513	up	1.1470348	up
1456111_at	D930028F11Rik	RIKEN cDNA D930028F11 gene	2.1753979	down	2.3874807	up	1.0974916	up
1459391_at	Abca5	ATP-binding cassette, sub-family A (ABC1), member 5	2.0631666	down	2.3834257	up	1.155227	up
1442836_at	Xpo7	exportin 7	1.3178546	down	2.3804958	up	1.8063415	up
1418025_at	Bhlhb2	basic helix-loop-helix domain containing, class B2	1.6879858	down	2.3752933	up	1.4071761	up
1424374_at	Gimap4	GTPase, IMAP family member 4	3.180337	down	2.373228	up	1.3400892	down
1440944_at	LOC544718	similar to AIDA-1b	1.298518	down	2.3658075	up	1.8219291	up
1419196_at	Hamp	hepcidin antimicrobial peptide	1.689277	down	2.3653545	up	1.4002172	up
1440064_at	Etl4	enhancer trap locus 4	1.6481164	down	2.3637257	up	1.4341984	up
1417030_at	Tmem206	transmembrane protein 206	2.1151416	down	2.3622046	up	1.1168067	up
1430428_at	2310066F23Rik	RIKEN cDNA 2310066F23 gene	2.0658066	down	2.3596063	up	1.1422203	up
1418090_at	Plvap	plasmalemma vesicle associated protein	4.5576773	down	2.3584433	up	1.9324936	down
1429379_at	Lyve1	lymphatic vessel endothelial hyaluronan receptor 1	3.2881486	down	2.3550165	up	1.3962317	down
1419288_at	Jam2	junction adhesion molecule 2	1.3633786	down	2.355005	up	1.7273301	up
1450112_a_at	Gas2	growth arrest specific 2	1.3330789	down	2.3520713	up	1.7643902	up
1436687_x_at	LOC100042023 /// LOC100046449 /// Zfp706	zinc finger protein 706 /// similar to PNAS-106 /// similar to zinc finger protein 706	2.232845	down	2.348296	up	1.0517057	up
1417850_at	Rb1	retinoblastoma 1	1.4072373	down	2.3441098	up	1.6657531	up
1436632_at	D130059P03Rik	RIKEN cDNA D130059P03 gene	1.3495728	down	2.3440588	up	1.7368895	up
1460589_at	Zfp597	zinc finger protein 597	1.8121215	down	2.337619	up	1.2899902	up
1448933_at	Pcdhb17	protocadherin beta 17	1.1872355	down	2.3361583	up	1.9677294	up
1439761_x_at	D830026I12Rik	RIKEN cDNA D830026I12 gene	1.8005495	down	2.3306246	up	1.2943963	up
1417220_at	Fah	fumarylacetoacetate hydrolase	1.2729264	down	2.3281217	up	1.8289523	up
1452339_at	Adamts7	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7	1.265304	down	2.3254545	up	1.8378624	up
1460550_at	Mtmr11	myotubularin related protein 11	1.9012202	down	2.324838	up	1.2228136	up
1436917_s_at	Gpsm1	G-protein signalling modulator 1 (AGS3-like, C. elegans)	1.2989341	down	2.3247907	up	1.789768	up
1421296_at	Tnfrsf10b	tumor necrosis factor receptor superfamily, member 10b	2.8343368	down	2.3244534	up	1.2193563	down
1439925_at		Transcribed locus	4.5350914	down	2.321484	up	1.9535313	down
1454731_at	Myo10	myosin X	1.1629896	down	2.3164332	up	1.9917918	up
1438751_at	Slc30a10	solute carrier family 30, member 10	2.061274	down	2.3154173	up	1.1232944	up
1419300_at	Flt1	FMS-like tyrosine kinase 1	2.3482347	down	2.3154044	up	1.0141791	down
1450723_at	Isl1	ISL1 transcription factor, LIM/homeodomain	4.005679	down	2.3144617	up	1.7307175	down
1430083_at	2610307P16Rik	RIKEN cDNA 2610307P16 gene	1.4192573	down	2.3141894	up	1.6305636	up
1452609_at	1190005I06Rik	RIKEN cDNA 1190005I06 gene	1.3563547	down	2.313873	up	1.70595	up
1422064_a_at	Zbtb20	zinc finger and BTB domain containing 20	1.5381292	down	2.313617	up	1.5041759	up
1424507_at	Rin1	Ras and Rab interactor 1	1.7331308	down	2.3134885	up	1.3348609	up
1447297_at	Slc25a36	Solute carrier family 25, member 36	1.5801862	down	2.3131013	up	1.4638157	up
1427193_at	Brd8	bromodomain containing 8	1.744828	down	2.304628	up	1.3208338	up
1416034_at	Cd24a /// EG621324	CD24a antigen /// predicted gene, EG621324	1.2467692	down	2.3005452	up	1.8452054	up
1427600_at		CDNA clone IMAGE:5029795	2.513274	down	2.3000476	up	1.0927051	down
1455493_at	Syne1	synaptic nuclear envelope 1	2.8538969	down	2.3000302	up	1.2408085	down
1449650_at		Transcribed locus	1.5159458	down	2.2963202	up	1.5147773	up
1419801_x_at		Transcribed locus	1.4561571	down	2.2924361	up	1.5743055	up
1426047_a_at	Ptprr	protein tyrosine phosphatase, receptor type, R	3.1690938	down	2.2920237	up	1.3826619	down
1449623_at	Txnrd3	thioredoxin reductase 3	1.9936671	down	2.2905035	up	1.1488895	up
1453287_at	5730557B15Rik	RIKEN cDNA 5730557B15 gene	1.5519636	down	2.288557	up	1.4746202	up
1449662_at	Reep1	Receptor accessory protein 1	1.3547924	down	2.2845814	up	1.6862963	up
1435796_at	Wscd2	WSC domain containing 2	1.1736372	down	2.2824085	up	1.9447309	up
1446230_at			1.4317286	down	2.2776804	up	1.5908605	up
1425814_a_at	Calcrl	calcitonin receptor-like	2.2270653	down	2.2745519	up	1.0213226	up
1437062_s_at	Phyhipl	phytanoyl-CoA hydroxylase interacting protein-like	2.9553294	down	2.271846	up	1.3008493	down
1428667_at	Maoa	monoamine oxidase A	1.136404	down	2.2649546	up	1.9930892	up
1417639_at	Slc22a4	solute carrier family 22 (organic cation transporter), member 4	1.5392832	down	2.2631943	up	1.4702911	up
1448557_at	1200015N20Rik	RIKEN cDNA 1200015N20 gene	3.2130644	down	2.2606494	up	1.4213015	down
1458601_at	8030447M02Rik	RIKEN cDNA 8030447M02 gene	1.854288	down	2.2565203	up	1.2169201	up
1427822_a_at	Copg2as2	coatomer protein complex, subunit gamma 2, antisense 2	1.8975703	down	2.2538278	up	1.187744	up
