Probe Set ID	A269_R11	A269_R18	A269_R28	A269_R43	A269_R46	A269_R8	Gene Title	Gene Symbol
1569402_at	59,383,307	63,837,976	60,448,027	5,176,558	4,092,084	38,487,716	Meis1	myeloid ecotropic viral integration site 1 homolog 3 (mouse)
200808_s_at	11,428,376	11,988,438	11,572,352	11,151,471	1,051,159	9,888,229	zyxin	ZYX
200986_at	8,127,046	5,053,428	9,570,615	4,086,844	31,461,701	3,594,254	serpin peptidase inhibitor	clade G (C1 inhibitor)
201141_at	69,393,845	2,659,031	58,972,526	9,303,381	10,751,176	10,117,821	glycoprotein (transmembrane) nmb	GPNMB
201537_s_at	60,368,423	5,498,954	53,976,126	66,864,686	7,580,748	71,583,147	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	DUSP3
201538_s_at	449,575	28,546,975	38,359,778	5,921,912	49,790,215	5,285,446	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	DUSP3
201721_s_at	4,268,426	2,614,201	4,151,186	60,482,087	8,634,753	10,602,808	lysosomal associated multispanning membrane protein 5	LAPTM5
201790_s_at	10,591,494	10,657,431	10,586,616	9,405,513	72,334,976	8,701,333	7-dehydrocholesterol reductase	DHCR7
202075_s_at	10,645,299	10,808,873	10,649,563	9,840,333	9,187,625	9,337,665	phospholipid transfer protein	PLTP
202175_at	9,824,801	10,072,788	10,171,365	8,655,441	9,306,077	81,461,315	chondroitin polymerizing factor	CHPF
202262_x_at	8,429,691	8,163,525	8,696,379	9,896,791	9,546,621	8,903,429	dimethylarginine dimethylaminohydrolase 2	DDAH2
202283_at	11,581,127	87,781,315	68,391,337	4,264,212	48,409,743	4,845,449	serpin peptidase inhibitor	clade F (alpha-2 antiplasmin
202350_s_at	12,373,282	12,035,797	13,112,076	11,656,402	11,306,176	110,708,885	matrilin 2	MATN2
202391_at	39,786,859	27,211,206	26,159,809	11,369,673	12,932,834	79,768,224	brain abundant	membrane attached signal protein 1
202409_at	11,979,527	52,965,508	13,812,042	23,958,745	23,870,769	24,068,735	putative insulin-like growth factor II associated protein	LOC492304
202716_at	72,801,843	630,607	7,239,212	8,562,352	76,142,693	816,857	protein tyrosine phosphatase	non-receptor type 1
202794_at	8,445,629	838,175	8,642,173	9,693,409	104,214,325	9,109,578	inositol polyphosphate-1-phosphatase	INPP1
202830_s_at	85,667,515	85,006,695	9,212,443	7,962,195	7,646,072	76,304,927	solute carrier family 37 (glycerol-6-phosphate transporter)	member 4
202838_at	8,460,793	8,358,727	6,963,867	9,552,816	10,188,322	9,811,405	fucosidase	alpha-L- 1
202972_s_at	43,029,017	4,398,258	59,129,925	60,335,746	67,951,946	6,994,982	family with sequence similarity 13	member A1
203013_at	68,325,667	680,998	6,913,342	7,464,338	8,582,774	7,917,252	suppressor of S. cerevisiae gcr2	HSGT1
203125_x_at	37,017,505	4,441,319	4,769,957	52,161,765	59,046,702	70,277,867	solute carrier family 11 (proton-coupled divalent metal ion transporters)	member 2
203143_s_at	6,151,544	672,113	64,267,287	31,756,926	49,855,533	5,126,309	KIAA0040	KIAA0040
203144_s_at	50,763,454	60,287,766	56,691,093	41,475,096	4,637,512	42,065,034	KIAA0040	KIAA0040
203167_at	74,306,974	79,247,956	8,987,513	9,788,749	10,561,371	95,577,755	TIMP metallopeptidase inhibitor 2	TIMP2
203221_at	10,670,848	11,379,974	10,203,213	8,837,364	9,011,858	9,351,547	transducin-like enhancer of split 1 (E(sp1) homolog	Drosophila)
203222_s_at	8,976,785	9,704,487	833,105	69,041,085	64,538,198	74,378,343	transducin-like enhancer of split 1 (E(sp1) homolog	Drosophila)
203223_at	8,441,622	8,255,226	9,121,457	75,444,565	74,141,555	7,203,499	rabaptin	RAB GTPase binding effector protein 1
203413_at	90,912,285	12,984,589	11,289,078	829,398	49,912,715	429,035	NEL-like 2 (chicken) /// NEL-like 2 (chicken)	NELL2
203504_s_at	9,038,411	95,495,825	8,939,686	61,124	66,789,436	79,454,136	ATP-binding cassette	sub-family A (ABC1)
203505_at	9,773,178	101,940,775	9,724,199	76,615,477	7,719,582	8,753,115	ATP-binding cassette	sub-family A (ABC1)
203561_at	7,157,918	9,217,823	66,842,575	58,175	4,277,565	42,880,077	Fc fragment of IgG	low affinity IIa
203595_s_at	73,007,345	7,938,771	74,061,737	8,839,539	9,141,261	8,799,173	interferon-induced protein with tetratricopeptide repeats 5	IFIT5
203604_at	8,744,408	8,970,533	8,402	69,965,878	6,771,444	5,080,444	zinc finger protein 516	ZNF516
203636_at	101,139,965	8,848,094	9,191,673	10,843,951	1,074,691	10,797,402	midline 1 (Opitz/BBB syndrome)	MID1
203637_s_at	1,103,175	9,688,234	10,112,103	11,672,827	11,677,772	11,494,711	midline 1 (Opitz/BBB syndrome)	MID1
203642_s_at	72,647,667	62,745,476	6,451,769	4,844,395	49,954,267	5,272,353	COBL-like 1	COBLL1
203767_s_at	59,898,787	64,258,533	66,975,274	7,704,199	77,376,375	75,956,683	steroid sulfatase (microsomal)	arylsulfatase C
203821_at	8,707,429	5,240,665	62,353,578	9,071,652	10,183,077	9,996,397	heparin-binding EGF-like growth factor	HBEGF
203841_x_at	4,623,946	34,533,107	4,388,435	56,409,717	6,568,029	52,104,616	microtubule-associated protein	RP/EB family
203897_at	10,204,524	9,551,053	9,998,566	8,580,632	93,038,435	8,275,431	hypothetical protein A-211C6.1	LOC57149
203932_at	5,433,605	49,976,716	64,672,728	8,631,664	8,217,294	78,517,866	major histocompatibility complex	class II
203987_at	26,950,567	27,188,573	27,048,488	5,187,066	7,102,492	9,871,995	frizzled homolog 6 (Drosophila)	FZD6
204081_at	8,836,465	7,335,317	79,013,314	6,711,835	4,347,076	32,765,057	neurogranin (protein kinase C substrate	RC3)
204112_s_at	73,015,394	8,937,327	8,775,891	10,131,552	112,519,655	9,649,337	histamine N-methyltransferase	HNMT
204119_s_at	86,525	7,717,134	86,218	9,120,077	9,544,372	10,285,475	adenosine kinase	ADK
204281_at	6,400,872	66,201,286	7,556,327	53,111,734	5,447,569	61,169,825	TEA domain family member 4	TEAD4
204304_s_at	10,252,997	11,528,861	10,241,822	318,479	32,269,154	48,335,867	prominin 1	PROM1
204379_s_at	8,363,621	8,943,284	9,565,931	71,784,534	4,701,667	49,715,643	fibroblast growth factor receptor 3 (achondroplasia	thanatophoric dwarfism)
204436_at	6,238,458	63,188,925	69,847,226	77,148,004	8,231,657	72,329,593	PH domain-containing protein	pp9099
204670_x_at	3,688,463	36,854,668	8,711,235	11,356,191	11,171,093	11,699,246	major histocompatibility complex	class II
204701_s_at	5,741,626	53,626,604	6,262,209	6,651,976	715,677	7,060,429	stomatin (EPB72)-like 1	STOML1
204724_s_at	9,480,404	11,601,057	10,976,633	64,274,793	747,181	6,527,501	collagen	type IX
205289_at	5,093,762	5,031,474	44,817,953	60,821,147	7,095,519	71,544,766	bone morphogenetic protein 2	BMP2
205290_s_at	22,446,039	22,074,907	22,195,807	4,119,049	64,574,614	5,727,122	bone morphogenetic protein 2	BMP2
205299_s_at	37,438,803	35,496,023	35,005,834	41,498,404	55,668,387	51,574	butyrophilin	subfamily 2
205308_at	75,940,247	7,261,602	73,481,402	849,815	8,557,715	8,280,923	chromosome 8 open reading frame 70	C8orf70
205429_s_at	7,707,736	9,121,536	8,522,016	6,710,149	51,498,103	71,214,094	membrane protein	palmitoylated 6 (MAGUK p55 subfamily member 6)
205547_s_at	5,676,914	51,350,107	4,750,813	4,510,097	35,455,303	35,225,909	transgelin	TAGLN
205771_s_at	9,779,924	10,974,228	10,231,671	8,745,817	866,337	8,065,008	A kinase (PRKA) anchor protein 7	AKAP7
206020_at	7,067,908	67,173,357	69,321,885	54,545,608	4,490,094	53,401,227	suppressor of cytokine signaling 6	SOCS6
206114_at	63,011,813	71,827,936	5,825,933	4,866,365	30,578,685	33,349,206	EPH receptor A4	EPHA4
206154_at	33,753,102	5,569,275	63,804,417	24,090,624	26,679,785	24,235,468	retinaldehyde binding protein 1	RLBP1
206472_s_at	6,075,998	65,032,473	62,888,174	7,070,216	7,283,318	76,087,217	transducin-like enhancer of split 3 (E(sp1) homolog	Drosophila)
206506_s_at	5,294,699	52,888,093	52,698,617	7,954,093	67,883,697	64,802,737	suppressor of Ty 3 homolog (S. cerevisiae)	SUPT3H
206633_at	8,097,916	11,182,489	5,393,216	37,991,765	29,326,282	28,571,851	cholinergic receptor	nicotinic
206879_s_at	5,095,458	47,764,053	51,551,228	62,909,966	6,551,588	548,158	neuregulin 2	NRG2
207394_at	496,439	5,866,798	56,756,377	4,813,936	36,816,556	35,191,069	zinc finger protein 137 (clone pHZ-30)	ZNF137
208306_x_at	35,247,345	22,137,308	9,096,506	117,735,815	10,788,427	11,584,576	Major histocompatibility complex	class II
208712_at	9,247,197	77,743,645	7,998,362	1,028,857	12,408,958	9,945,737	cyclin D1	CCND1
208894_at	26,015,239	2,342,226	9,314,031	12,452,871	11,714,401	11,318,358	major histocompatibility complex	class II
209301_at	10,261,739	9,290,641	10,782,964	7,821,243	8,732,829	8,255,589	carbonic anhydrase II	CA2
209311_at	7,150,312	79,829,683	68,698,883	8,732,155	8,869,956	8,195,308	BCL2-like 2	BCL2L2
209312_x_at	24,746,745	20,277,786	9,056,033	11,746,979	11,223,134	11,941,255	major histocompatibility complex	class II
209378_s_at	452,653	4,534,739	4,504,271	4,907,862	61,712,003	5,569,588	KIAA1128	KIAA1128
209425_at	56,060,543	5,052,877	6,172,734	65,926,313	72,694,817	6,644,888	alpha-methylacyl-CoA racemase	AMACR
209619_at	60,781,918	4,023,443	9,402,283	1,182,892	10,486,456	10,936,986	CD74 antigen (invariant polypeptide of major histocompatibility complex	class II antigen-associated)
209975_at	44,549,913	50,906,405	4,290,696	30,979,486	3,493,636	31,080,124	cytochrome P450	family 2
210075_at	62,014,537	59,167,337	6,035,383	9,181,509	7,512,216	7,121,426	membrane-associated ring finger (C3HC4) 2	12:00 AM
210095_s_at	11,493,485	12,327,803	11,171,423	12,495,435	13,640,434	13,138,332	insulin-like growth factor binding protein 3	IGFBP3
210124_x_at	561,398	5,296,971	60,986,037	6,585,136	68,845,916	7,059,043	sema domain	immunoglobulin domain (Ig)
210154_at	8,517,763	8,587,678	8,693,539	6,856,041	7,833,285	77,898,626	malic enzyme 2	NAD(+)-dependent
210286_s_at	5,902,975	53,987,856	53,932,476	30,588,412	4,311,222	43,330,994	solute carrier family 4	sodium bicarbonate cotransporter
210612_s_at	7,259,691	6,951,602	61,835,403	8,456,265	78,515,916	990,601	synaptojanin 2	SYNJ2
210738_s_at	4,575,576	43,810,973	440,705	27,572,467	35,450,213	27,941,728	solute carrier family 4	sodium bicarbonate cotransporter
210770_s_at	2,817,892	31,147,509	4,404,573	5,619,316	66,069,336	55,350,194	calcium channel	voltage-dependent
210982_s_at	29,438,708	27,504,292	9,083,264	11,855,319	11,299,989	10,924,397	major histocompatibility complex	class II
211026_s_at	67,944,574	77,796,154	75,508,633	8,908,806	10,204,943	10,782,658	monoglyceride lipase /// monoglyceride lipase	MGLL
211028_s_at	5,295,594	5,289,697	5,997,379	64,068,313	64,025,116	74,642,467	ketohexokinase (fructokinase) /// ketohexokinase (fructokinase)	KHK
211317_s_at	64,508,944	53,832,164	68,588,505	7,943,287	76,145,163	75,945,907	CASP8 and FADD-like apoptosis regulator	CFLAR
211373_s_at	5,970,803	54,071,636	58,581,843	66,513,114	700,159	6,732,955	presenilin 2 (Alzheimer disease 4)	PSEN2
211654_x_at	25,565,228	25,589,542	32,111,998	8,497,702	714,589	8,635,841	major histocompatibility complex	class II
211665_s_at	2,417,521	26,977,646	22,573,302	3,754,244	30,449,085	37,534,559	son of sevenless homolog 2 (Drosophila) /// son of sevenless homolog 2 (Drosophila)	SOS2
211760_s_at	73,930,063	62,891,564	6,350,361	8,263,182	78,736,534	75,124,617	vesicle-associated membrane protein 4 /// vesicle-associated membrane protein 4	VAMP4
211991_s_at	45,397,735	25,110,765	8,933,461	11,335,384	118,240,795	10,750,682	major histocompatibility complex	class II
212143_s_at	9,398,117	1,019,111	880,179	10,358,113	11,510,991	11,302,652	insulin-like growth factor binding protein 3	IGFBP3
212169_at	11,150,674	12,625,945	12,385,612	10,345,494	106,495,905	10,953	FK506 binding protein 9	63 kDa
212274_at	76,957,736	828,007	8,567,666	9,054,678	8,979,381	10,013,067	lipin 1	LPIN1
212448_at	7,884,051	9,070,404	803,601	41,273,937	43,932,753	5,939,865	neural precursor cell expressed	developmentally down-regulated 4-like
212671_s_at	22,141,976	229,011	23,935,466	8,461,901	7,140,484	66,587,973	major histocompatibility complex	class II
212713_at	4,577,264	4,922,553	33,462,355	22,176,912	22,206,075	3,189,939	microfibrillar-associated protein 4	MFAP4
212769_at	53,762,503	52,016,077	49,998,784	5,952,895	61,327,257	654,268	transducin-like enhancer of split 3 (E(sp1) homolog	Drosophila)
212775_at	11,151,638	12,731,729	12,150,461	10,601,789	10,222,518	9,570,147	obscurin-like 1	OBSL1
212776_s_at	9,909,622	1,164,583	10,922,165	9,190,605	85,935	8,231,099	obscurin-like 1	OBSL1
212998_x_at	22,406,862	22,918,296	22,620,504	76,258,316	6,101,666	76,409,717	major histocompatibility complex	class II
212999_x_at	34,027,717	34,133,658	33,780,859	618,797	56,444,182	75,293,303	Major histocompatibility complex	class II
213085_s_at	4,747,191	49,509,983	62,503,242	40,375,724	3,980,458	36,620,417	KIBRA protein	KIBRA
213189_at	75,341,697	6,959,882	57,102,227	8,286,475	8,199,738	8,381,755	MYC induced nuclear antigen	MINA
213245_at	38,541,439	22,854,447	43,672,805	77,142,572	7,620,464	54,340,644	adenylate cyclase 1 (brain)	ADCY1
213534_s_at	6,104,885	74,533,744	7,326,537	6,040,349	46,823,664	4,554,938	PAS domain containing serine/threonine kinase	PASK
213537_at	2,589,099	2,301,754	52,688,637	86,122,675	90,769,825	8,148,161	major histocompatibility complex	class II
213540_at	5,816,084	4,850,758	4,692,643	72,691,307	68,088,593	6,494,414	hydroxysteroid (17-beta) dehydrogenase 8	HSD17B8
213831_at	25,660,136	25,684,156	2,550,924	75,894,003	7,099,621	62,262,664	major histocompatibility complex	class II
213946_s_at	7,834,631	7,626,806	7,872,309	66,232,457	6,050,902	6,100,417	obscurin-like 1	OBSL1
214211_at	10,844,875	10,594,033	11,765,502	12,243,464	121,562	1,260,395	ferritin	heavy polypeptide 1
214270_s_at	5,264,849	39,851,925	4,641,547	65,205,197	73,233,204	57,542,357	microtubule-associated protein	RP/EB family
214462_at	4,784,196	39,574,633	522,759	33,724,494	29,750,082	34,498,506	suppressor of cytokine signaling 6	SOCS6
214552_s_at	72,527,957	7,732,395	8,035,385	65,228,343	6,800,503	6,540,744	rabaptin	RAB GTPase binding effector protein 1
214933_at	5,862,471	61,678,014	72,999,563	8,005,855	87,036,705	74,514,112	calcium channel	voltage-dependent
215037_s_at	42,513,227	50,056,815	4,085,776	5,761,498	529,013	55,989,704	BCL2-like 1	BCL2L1
215193_x_at	35,182,133	19,694,525	8,733,864	11,888,432	11,041,836	1,182,652	major histocompatibility complex	class II
215297_at	35,609,415	29,051,344	39,639,297	2,446,782	2,459,147	2,480,943	hypothetical protein LOC340281	LOC340281
215322_at	6,120,509	68,341,284	53,840,766	4,216,657	4,650,149	32,384,963	MRNA; cDNA DKFZp434A202 (from clone DKFZp434A202)
216086_at	75,947,313	59,460,917	6,243,097	33,855,078	3,219,132	32,089,543	synaptic vesicle glycoprotein 2C	SV2C
216836_s_at	8,523,702	68,286,653	8,378,257	55,621,133	5,425,531	67,592,654	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2	neuro/glioblastoma derived oncogene homolog (avian)
216945_x_at	5,976,579	74,575,253	74,077,883	5,930,349	51,503,983	5,069,574	PAS domain containing serine/threonine kinase	PASK
217118_s_at	7,892,129	67,316,976	861,988	8,887,134	10,107,579	9,964,362	chromosome 22 open reading frame 9	C22orf9
217478_s_at	36,534,686	2,135,334	4,464,381	9,152,835	832,338	79,605,703	major histocompatibility complex	class II
217540_at	57,295,985	44,497,476	5,129,691	61,521,125	70,269,413	6,818,928	Transcribed locus	weakly similar to XP_510104.1 PREDICTED: similar to hypothetical protein FLJ25224 [Pan troglodytes]
217717_s_at	9,479,691	9,478,766	102,644,615	10,819,455	11,054,549	1,075,827	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein	beta polypeptide
218332_at	11,472,076	11,053,565	12,294,692	12,866,516	12,393,286	12,956,902	brain expressed	X-linked 1
218338_at	8,660,446	90,381,775	8,760,755	8,448,233	73,646,913	7,416,318	polyhomeotic-like 1 (Drosophila)	PHC1
218515_at	10,018,932	10,368,905	10,912,901	9,366,134	9,426,987	9,094,496	Chromosome 21 open reading frame 66	C21orf66
218784_s_at	5,042,631	29,944,468	36,239,767	6,163,184	62,637,863	56,421,328	chromosome 6 open reading frame 64	C6orf64
218799_at	70,985,765	74,955,616	65,596,905	8,068,323	78,677,397	8,624,468	ATP binding domain 1 family	member B
218966_at	6,530,545	77,651,653	8,321,473	43,622,484	32,378,836	34,356,756	myosin VC	MYO5C
219123_at	8,801,995	9,617,967	964,669	8,672,301	8,023,465	8,059,897	zinc finger protein 232	ZNF232
219164_s_at	5,139,548	47,674,065	39,025,288	5,935,505	57,739,286	58,023,148	chromosome 14 open reading frame 103	C14orf103
219267_at	7,587,526	8,004,897	8,119,937	9,088,987	9,123,249	8,639,741	glycolipid transfer protein	GLTP
219312_s_at	75,169,635	78,812	76,758,223	7,201,622	6,419,031	6,339,814	zinc finger and BTB domain containing 10	ZBTB10
219359_at	75,801,644	74,651,117	7,755,048	68,921,757	48,476,567	4,928,297	hypothetical protein FLJ22635	FLJ22635
219463_at	10,771,898	12,197,219	8,934,576	57,536,535	4,555,414	5,602,644	chromosome 20 open reading frame 103	C20orf103
219468_s_at	66,488,376	56,686,015	61,995,535	71,794,534	8,898,857	78,859,954	CUE domain containing 1	CUEDC1
219483_s_at	6,749,726	6,554,685	61,102,705	7,335,819	7,445,881	77,746,286	porcupine homolog (Drosophila)	PORCN
219557_s_at	3,501,234	30,209,193	3,757,158	23,246,522	22,565,253	23,348,618	nuclear receptor interacting protein 3	NRIP3
219563_at	55,785,894	27,148,604	5,487,093	8,639,312	8,589,983	8,797,692	chromosome 14 open reading frame 139	C14orf139
219779_at	8,982,684	856,575	8,044,671	7,527,646	7,220,981	74,702,444	zinc finger homeodomain 4	ZFHX4
219911_s_at	66,752,887	9,846,069	9,682,661	5,267,708	4,248,847	6,038,849	solute carrier organic anion transporter family	member 4A1
220041_at	6,182,477	4,994,119	50,507,727	76,236,024	7,290,308	65,466,037	SMP3 mannosyltransferase	SMP3
220231_at	321,306	390,381	500,706	2,617,907	2,434,636	255,295	chromosome 7 open reading frame 16	C7orf16
220483_s_at	68,875,575	60,542,126	56,333,413	39,247,952	39,510,062	42,919,106	ring finger protein 19	RNF19
220617_s_at	9,976,066	9,999,334	9,864,654	9,361,302	889,938	838,221	zinc finger protein 532	ZNF532
220760_x_at	10,141,897	10,170,595	9,511,696	8,915,009	8,299,036	8,688,813	zinc finger protein 665	ZNF665
221158_at	71,917,715	720,496	79,509,087	6,221,624	6,493,673	6,609,039	chromosome 21 open reading frame 66	C21orf66
221645_s_at	10,397,968	1,081,805	10,000,795	9,643,013	8,349,725	8,651,431	zinc finger protein 83 (HPF1)	ZNF83
221833_at	76,857,553	7,065,714	69,042,387	6,547,679	624,415	5,479,987	Seven in absentia homolog 1 (Drosophila)	SIAH1
221848_at	6,316,919	645,833	6,452,826	78,809,476	7,461,422	69,662,495	zinc finger	CCCH-type with G patch domain
222310_at	549,037	68,856,025	5,946,023	46,217,456	4,776,309	46,847,486	splicing factor	arginine/serine-rich 15
222480_at	572,849	57,462,707	6,009,661	6,324,424	69,706,483	7,276,896	ubiquitin-conjugating enzyme E2Q (putative) 1	UBE2Q1
222741_s_at	6,889,529	60,221,534	64,470,973	75,155,454	8,042,319	7,747,244	chromosome 6 open reading frame 64	C6orf64
222760_at	8,718,004	8,673,063	9,365,476	79,962,134	78,872,957	6,963,583	zinc finger protein 703	ZNF703
222834_s_at	6,055,301	44,472,723	571,761	66,684,318	8,035,301	77,580,013	guanine nucleotide binding protein (G protein)	gamma 12
223085_at	11,844,604	11,202,148	11,323,499	9,532,049	10,250,078	10,169,432	ring finger protein 19	RNF19
223217_s_at	6,944,951	4,204,203	5,469,606	8,043,155	8,310,179	9,863,716	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor	zeta
223218_s_at	9,059,769	6,083,249	77,449,417	10,070,098	9,825,277	11,549,823	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor	zeta
223298_s_at	10,816,333	12,053,236	11,600,427	10,040,521	9,358,679	98,421,335	5-nucleotidase	cytosolic III
223551_at	10,607,033	9,630,852	9,164,554	7,486,262	8,816,472	75,320,797	protein kinase (cAMP-dependent	catalytic) inhibitor beta
223603_at	61,008,277	60,725,417	79,078,956	9,337,628	9,892,357	8,192,631	zinc finger protein 179	ZNF179
223611_s_at	9,135,332	49,511,933	50,673,656	9,909,849	10,691,687	10,567,958	ligand of numb-protein X	LNX
223612_s_at	40,717,807	2,901,513	28,284,945	4,568,522	69,565,387	53,509,207	ligand of numb-protein X	LNX
224301_x_at	7,411,739	8,150,724	80,565,195	70,062,346	60,064,144	632,283	H2A histone family	member J
224476_s_at	62,877,994	6,564,521	69,570,093	7,885,254	7,450,751	8,627,081	mesoderm posterior 1 homolog (mouse) /// mesoderm posterior 1 homolog (mouse)	MESP1
224506_s_at	63,583,064	41,742,005	5,516,821	7,828,645	8,140,156	77,513,084	phosphatidic acid phosphatase type 2 domain containing 3 /// phosphatidic acid phosphatase type 2 domain containing 3	PPAPDC3
224559_at	8,919,004	9,722,148	9,210,357	765,553	7,523,459	8,479,355	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	MALAT1
224646_x_at	13,047,835	1,186,437	14,368,451	7,304,696	8,087	39,983,974	H19	imprinted maternally expressed untranslated mRNA
224669_at	74,675,636	64,696,555	7,246,067	8,592,193	8,479,699	7,751,135	chromosome 20 open reading frame 35	C20orf35
224764_at	11,136,269	11,657,262	12,236,721	10,889,938	10,322,938	10,577,864	Rho GTPase activating protein 21	ARHGAP21
224774_s_at	71,293	6,631,331	63,820,524	7,338,424	82,983	77,657,514	neuron navigator 1	NAV1
224979_s_at	33,783,457	3,535,327	35,130,188	4,917,941	6,722,831	53,944,454	ubiquitin specific peptidase 36	USP36
224997_x_at	8,235,083	6,845,901	10,009,706	19,182,796	20,271,747	16,351,795	H19	imprinted maternally expressed untranslated mRNA
225102_at	58,645,744	67,355,437	6,436,371	8,023,592	9,180,914	9,776,812	monoglyceride lipase	MGLL
225206_s_at	8,112,753	7,524,785	8,269,744	8,957,666	8,875,661	9,163,371	Similar to mitochondrial translational release factor 1-like	MTRF1L
225245_x_at	8,511,596	9,290,296	9,434,885	79,712,667	69,547,796	76,136,513	H2A histone family	member J
225297_at	10,695,433	10,986,275	11,474,013	9,807,596	90,936,985	9,806,248	coiled-coil domain containing 5 (spindle associated)	CCDC5
225467_s_at	73,099,623	78,176,765	79,013,653	6,320,044	57,454,305	5,006,621	retinol dehydrogenase 13 (all-trans and 9-cis)	RDH13
225546_at	1,025,499	9,340,532	9,887,042	8,264,208	8,695,861	8,938,814	eukaryotic elongation factor-2 kinase	EEF2K
225594_at	9,122,684	9,890,921	9,303,676	8,738,591	8,532,839	801,855	HCF-binding transcription factor Zhangfei	ZF
225786_at	8,150,885	8,862,023	78,130,846	7,654,367	69,794,445	70,106,463	hypothetical protein LOC284702	LOC284702
225900_at	69,548,144	6,272,488	62,169,433	74,940,495	75,312,853	79,889,965	SEC15-like 2 (S. cerevisiae)	SEC15L2
225911_at	9,843,983	10,171,031	10,714,964	944,458	71,386,166	69,416,327	nephronectin	NPNT
225939_at	46,382,923	3,135,496	3,000,844	4,891,904	54,335,985	60,625,515	eukaryotic translation initiation factor 4E member 3	EIF4E3
225941_at	67,311,287	33,137,083	4,141,753	7,310,591	8,413,838	78,175,106	eukaryotic translation initiation factor 4E member 3	EIF4E3
226003_at	120,798,435	123,340,435	12,529,218	1,129,825	11,054,991	10,111,881	kinesin family member 21A	KIF21A
226021_at	11,422,519	11,448,133	11,324,804	93,654,585	10,393,757	8,177,264	retinol dehydrogenase 10 (all-trans)	RDH10
