GeneID	score	FDR	fold.chg	Description
208025_s_at	31.6	0.00093	3.08	HMGA2 : high mobility group AT-hook 2 /// high mobility group AT-hook 2
202345_s_at	20.58	0.00093	3.07	FABP5 : fatty acid binding protein 5 (psoriasis-associated)
203975_s_at	31.64	0.00093	3.07	CHAF1A : chromatin assembly factor 1, subunit A (p150)
213007_at	26.56	0.00093	3.06	FLJ10719 : hypothetical protein FLJ10719
204825_at	35.21	0.00093	3.05	MELK : maternal embryonic leucine zipper kinase
203209_at	24.75	0.00093	3.04	RFC5 : replication factor C (activator 1) 5, 36.5kDa
202107_s_at	39.98	0.00093	3.03	MCM2 : MCM2 minichromosome maintenance deficient 2, mitotin (S. cerevisiae)
220295_x_at	28.26	0.00093	3.01	DEPDC1 : DEP domain containing 1
218542_at	24.8	0.00093	3	C10orf3 : chromosome 10 open reading frame 3
221436_s_at	16.58	0.00093	2.98	CDCA3 : cell division cycle associated 3 /// cell division cycle associated 3
206364_at	22.8	0.00093	2.93	KIF14 : kinesin family member 14
201656_at	24.03	0.00093	2.93	ITGA6 : integrin, alpha 6
204887_s_at	20.9	0.00093	2.92	PLK4 : polo-like kinase 4 (Drosophila)
209825_s_at	26.66	0.00093	2.91	UCK2 : uridine-cytidine kinase 2
204817_at	33.21	0.00093	2.91	ESPL1 : extra spindle poles like 1 (S. cerevisiae)
203210_s_at	34.87	0.00093	2.91	RFC5 : replication factor C (activator 1) 5, 36.5kDa
204026_s_at	31.51	0.00093	2.88	ZWINT : ZW10 interactor
205542_at	26.2	0.00093	2.87	STEAP1 : six transmembrane epithelial antigen of the prostate 1
218009_s_at	31.33	0.00093	2.87	PRC1 : protein regulator of cytokinesis 1
212949_at	27.75	0.00093	2.86	BRRN1 : barren homolog (Drosophila)
209642_at	23.72	0.00093	2.85	BUB1 : BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast)
220892_s_at	14.71	0.00093	2.84	PSAT1 : phosphoserine aminotransferase 1
219588_s_at	36.74	0.00093	2.84	MTB : more than blood homolog
221677_s_at	16.68	0.00093	2.83	DONSON : downstream neighbor of SON
38158_at	28.25	0.00093	2.83	ESPL1 : extra spindle poles like 1 (S. cerevisiae)
203276_at	12.91	0.00093	2.82	LMNB1 : lamin B1
213906_at	26.31	0.00093	2.82	MYBL1 : v-myb myeloblastosis viral oncogene homolog (avian)-like 1
202240_at	29.24	0.00093	2.82	PLK1 : polo-like kinase 1 (Drosophila)
204092_s_at	34.27	0.00093	2.82	STK6 : serine/threonine kinase 6
222039_at	40.29	0.00093	2.82	LOC146909 : hypothetical protein LOC146909
202532_s_at	15.83	0.00093	2.79	DHFR : dihydrofolate reductase
209753_s_at	23.44	0.00093	2.79	TMPO : thymopoietin
204244_s_at	20.09	0.00093	2.78	ASK : activator of S phase kinase
205436_s_at	22	0.00093	2.77	H2AFX : H2A histone family, member X
213008_at	37.89	0.00093	2.77	FLJ10719 : hypothetical protein FLJ10719
201476_s_at	37.93	0.00093	2.77	RRM1 : ribonucleotide reductase M1 polypeptide
204822_at	16.29	0.00093	2.75	TTK : TTK protein kinase
202935_s_at	20.14	0.00093	2.75	SOX9 : SRY (sex determining region Y)-box 9 (campomelic dysplasia, autosomal sex-reversal)
204267_x_at	36.88	0.00093	2.75	PKMYT1 : protein kinase, membrane associated tyrosine/threonine 1
204602_at	22.82	0.00093	2.74	DKK1 : dickkopf homolog 1 (Xenopus laevis)
213951_s_at	15.55	0.00093	2.73	TBPIP : TBP-1 interacting protein
219306_at	22.76	0.00093	2.72	KIF15 : kinesin family member 15
218399_s_at	26.15	0.00093	2.72	CDCA4 : cell division cycle associated 4
215942_s_at	15.27	0.00093	2.7	GTSE1 : G-2 and S-phase expressed 1
201477_s_at	23.07	0.00093	2.7	RRM1 : ribonucleotide reductase M1 polypeptide
208795_s_at	43.96	0.00093	2.7	MCM7 : MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)
219650_at	16.55	0.00093	2.67	FLJ20105 : FLJ20105 protein
203696_s_at	18.74	0.00093	2.67	RFC2 : replication factor C (activator 1) 2, 40kDa
1053_at	28.46	0.00093	2.67	RFC2 : replication factor C (activator 1) 2, 40kDa
202534_x_at	17.04	0.00093	2.66	DHFR : dihydrofolate reductase
213088_s_at	30.12	0.00093	2.64	DNAJC9 : DnaJ (Hsp40) homolog, subfamily C, member 9
204252_at	37.96	0.00093	2.64	CDK2 : cyclin-dependent kinase 2
208447_s_at	16.86	0.00093	2.63	PRPS1 : phosphoribosyl pyrophosphate synthetase 1
214426_x_at	20.65	0.00093	2.62	CHAF1A : chromatin assembly factor 1, subunit A (p150)
209408_at	27.17	0.00093	2.62	KIF2C : kinesin family member 2C
213816_s_at	17.51	0.00093	2.61	MET : met proto-oncogene (hepatocyte growth factor receptor)
211851_x_at	27.93	0.00093	2.61	BRCA1 : breast cancer 1, early onset
36711_at	16.68	0.00093	2.6	MAFF : v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
218741_at	30.84	0.00093	2.6	C22orf18 : chromosome 22 open reading frame 18
211080_s_at	18.53	0.00093	2.59	NEK2 : NIMA (never in mitosis gene a)-related kinase 2 /// NIMA (never in mitosis gene a)-related kinase 2
203764_at	20.17	0.00093	2.58	DLG7 : discs, large homolog 7 (Drosophila)
204318_s_at	23.03	0.00093	2.57	GTSE1 : G-2 and S-phase expressed 1
211804_s_at	17.29	0.00093	2.56	CDK2 : cyclin-dependent kinase 2
208808_s_at	20.61	0.00093	2.56	HMGB2 : high-mobility group box 2
209714_s_at	23.49	0.00093	2.55	CDKN3 : cyclin-dependent kinase inhibitor 3 (CDK2-associated dual specificity phosphatase)
212619_at	18.64	0.00093	2.54	KIAA0286 : KIAA0286 protein
203755_at	21.8	0.00093	2.54	BUB1B : BUB1 budding uninhibited by benzimidazoles 1 homolog beta (yeast)
201631_s_at	28.78	0.00093	2.54	IER3 : immediate early response 3
201490_s_at	33.75	0.00093	2.54	PPIF : peptidylprolyl isomerase F (cyclophilin F)
205891_at	34.01	0.00093	2.54	ADORA2B : adenosine A2b receptor
208893_s_at	17.11	0.00093	2.52	DUSP6 : dual specificity phosphatase 6
218039_at	21.74	0.00093	2.52	NUSAP1 : nucleolar and spindle associated protein 1
216375_s_at	36.3	0.00093	2.52	ETV5 : ets variant gene 5 (ets-related molecule)
209832_s_at	30.08	0.00093	2.51	CDT1 : DNA replication factor
201663_s_at	29.94	0.00093	2.5	SMC4L1 : SMC4 structural maintenance of chromosomes 4-like 1 (yeast)
211519_s_at	26.81	0.00093	2.49	KIF2C : kinesin family member 2C
203358_s_at	16.35	0.00093	2.47	EZH2 : enhancer of zeste homolog 2 (Drosophila)
205053_at	20.09	0.00093	2.47	PRIM1 : primase, polypeptide 1, 49kDa
200790_at	25.4	0.00093	2.47	ODC1 : ornithine decarboxylase 1
48808_at	31.62	0.00093	2.47	DHFR : dihydrofolate reductase
202330_s_at	19.54	0.00093	2.46	UNG : uracil-DNA glycosylase
2028_s_at	28.17	0.00093	2.46	E2F1 : E2F transcription factor 1
213346_at	23.67	0.00093	2.44	LOC93081 : hypothetical protein BC015148
208977_x_at	31.05	0.00093	2.44	TUBB2 : tubulin, beta, 2
204521_at	19.12	0.00093	2.43	HSU79274 : protein predicted by clone 23733
219978_s_at	23.24	0.00093	2.43	NUSAP1 : nucleolar and spindle associated protein 1
201700_at	55.47	0.00093	2.43	CCND3 : cyclin D3
209278_s_at	14.49	0.00093	2.42	TFPI2 : tissue factor pathway inhibitor 2
212020_s_at	15.36	0.00093	2.42	MKI67 : antigen identified by monoclonal antibody Ki-67
219512_at	19.86	0.00093	2.42	C20orf172 : chromosome 20 open reading frame 172
204835_at	16.24	0.00093	2.41	POLA : polymerase (DNA directed), alpha
202384_s_at	16.14	0.00093	2.39	TCOF1 : Treacher Collins-Franceschetti syndrome 1
204597_x_at	20.08	0.00093	2.39	STC1 : stanniocalcin 1
219257_s_at	26.84	0.00093	2.39	SPHK1 : sphingosine kinase 1
213726_x_at	28.26	0.00093	2.39	TUBB2 : tubulin, beta, 2
218564_at	17.39	0.00093	2.38	RFWD3 : ring finger and WD repeat domain 3
213524_s_at	19.4	0.00093	2.38	G0S2 : putative lymphocyte G0/G1 switch gene
201896_s_at	20.93	0.00093	2.38	DDA3 : differential display and activated by p53
219161_s_at	22.77	0.00093	2.38	CKLF : chemokine-like factor
210026_s_at	22.15	0.00093	2.37	CARD10 : caspase recruitment domain family, member 10
204240_s_at	22.59	0.00093	2.37	SMC2L1 : SMC2 structural maintenance of chromosomes 2-like 1 (yeast)
202338_at	23.41	0.00093	2.37	TK1 : thymidine kinase 1, soluble
212022_s_at	26.33	0.00093	2.37	MKI67 : antigen identified by monoclonal antibody Ki-67
202095_s_at	28.05	0.00093	2.36	BIRC5 : baculoviral IAP repeat-containing 5 (survivin)
205024_s_at	18.73	0.00093	2.35	RAD51 : RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)
202870_s_at	22.18	0.00093	2.34	CDC20 : CDC20 cell division cycle 20 homolog (S. cerevisiae)
216977_x_at	26.83	0.00093	2.34	SNRPA1 : small nuclear ribonucleoprotein polypeptide A
203145_at	30.79	0.00093	2.34	SPAG5 : sperm associated antigen 5
201710_at	36.33	0.00093	2.34	MYBL2 : v-myb myeloblastosis viral oncogene homolog (avian)-like 2
205513_at	15.33	0.00093	2.33	TCN1 : transcobalamin I (vitamin B12 binding protein, R binder family)
213092_x_at	20.98	0.00093	2.33	DNAJC9 : DnaJ (Hsp40) homolog, subfamily C, member 9
204695_at	13.67	0.00093	2.32	CDC25A : cell division cycle 25A
213334_x_at	17.22	0.00093	2.32	TREX2 : three prime repair exonuclease 2
201897_s_at	31.91	0.00093	2.32	CKS1B : CDC28 protein kinase regulatory subunit 1B
221685_s_at	17.14	0.00093	2.31	FLJ20364 : hypothetical protein FLJ20364
214710_s_at	18.88	0.00093	2.31	CCNB1 : cyclin B1
201489_at	42.78	0.00093	2.31	PPIF : peptidylprolyl isomerase F (cyclophilin F)
219347_at	16.03	0.00093	2.3	NUDT15 : nudix (nucleoside diphosphate linked moiety X)-type motif 15
202936_s_at	24.27	0.00093	2.3	SOX9 : SRY (sex determining region Y)-box 9 (campomelic dysplasia, autosomal sex-reversal)
210766_s_at	24.79	0.00093	2.3	CSE1L : CSE1 chromosome segregation 1-like (yeast)
219787_s_at	14.71	0.00093	2.29	ECT2 : epithelial cell transforming sequence 2 oncogene
219918_s_at	18.12	0.00093	2.29	ASPM : asp (abnormal spindle)-like, microcephaly associated (Drosophila)
212320_at	28.88	0.00093	2.29	TUBB : tubulin, beta polypeptide
202483_s_at	24.45	0.00093	2.28	RANBP1 : RAN binding protein 1
202954_at	25.18	0.00093	2.28	UBE2C : ubiquitin-conjugating enzyme E2C
210821_x_at	18.44	0.00093	2.26	CENPA : centromere protein A, 17kDa
201577_at	28.61	0.00093	2.26	NME1 : non-metastatic cells 1, protein (NM23A) expressed in
202779_s_at	31.92	0.00093	2.26	UBE2S : ubiquitin-conjugating enzyme E2S
202385_s_at	17.03	0.00093	2.25	TCOF1 : Treacher Collins-Franceschetti syndrome 1
209709_s_at	19.38	0.00093	2.24	HMMR : hyaluronan-mediated motility receptor (RHAMM)
201291_s_at	23	0.00093	2.24	TOP2A : topoisomerase (DNA) II alpha 170kDa
219555_s_at	18.26	0.00093	2.23	BM039 : uncharacterized bone marrow protein BM039
209440_at	20.92	0.00093	2.23	PRPS1 : phosphoribosyl pyrophosphate synthetase 1
209421_at	22.16	0.00093	2.23	MSH2 : mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)
204947_at	24.28	0.00093	2.23	E2F1 : E2F transcription factor 1
212789_at	24.48	0.00093	2.23	KIAA0056 : KIAA0056 protein
206055_s_at	25.48	0.00093	2.23	SNRPA1 : small nuclear ribonucleoprotein polypeptide A
205733_at	29.12	0.00093	2.23	BLM : Bloom syndrome
208955_at	16.27	0.00093	2.22	DUT : dUTP pyrophosphatase
219037_at	16.34	0.00093	2.22	CGI-115 : CGI-115 protein
203046_s_at	24.15	0.00093	2.22	TIMELESS : timeless homolog (Drosophila)
201292_at	16.33	0.00093	2.21	TOP2A : topoisomerase (DNA) II alpha 170kDa
218866_s_at	21.83	0.00093	2.21	POLR3K : polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa
210052_s_at	23.4	0.00093	2.21	TPX2 : TPX2, microtubule-associated protein homolog (Xenopus laevis)
218447_at	26.88	0.00093	2.21	DC13 : DC13 protein
203234_at	29.93	0.00093	2.21	UPP1 : uridine phosphorylase 1
213113_s_at	30.36	0.00093	2.2	SLC43A3 : solute carrier family 43, member 3
202412_s_at	17.47	0.00093	2.19	USP1 : ubiquitin specific protease 1
218368_s_at	47.45	0.00093	2.19	TNFRSF12A : tumor necrosis factor receptor superfamily, member 12A
212525_s_at	17.55	0.00093	2.18	H2AFX : H2A histone family, member X
201664_at	21.66	0.00093	2.18	SMC4L1 : SMC4 structural maintenance of chromosomes 4-like 1 (yeast)
201111_at	22.22	0.00093	2.18	CSE1L : CSE1 chromosome segregation 1-like (yeast)
218979_at	23.11	0.00093	2.18	C9orf76 : chromosome 9 open reading frame 76
221520_s_at	25.81	0.00093	2.18	CDCA8 : cell division cycle associated 8
218888_s_at	29.5	0.00093	2.18	NETO2 : neuropilin (NRP) and tolloid (TLL)-like 2
212125_at	31.57	0.00093	2.18	RANGAP1 : Ran GTPase activating protein 1
218984_at	22.63	0.00093	2.17	FLJ20485 : hypothetical protein FLJ20485
201090_x_at	30.15	0.00093	2.17	K-ALPHA-1 : tubulin, alpha, ubiquitous
211714_x_at	39.1	0.00093	2.17	TUBB : tubulin, beta polypeptide /// tubulin, beta polypeptide
222077_s_at	20.87	0.00093	2.16	RACGAP1 : Rac GTPase activating protein 1
221591_s_at	23.11	0.00093	2.16	FLJ10156 : hypothetical protein FLJ10156
211762_s_at	23.42	0.00093	2.16	KPNA2 : karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /// karyopherin alpha 2 (RAG cohort 1, importin alpha 1)
210797_s_at	35.19	0.00093	2.16	OASL : 2-5-oligoadenylate synthetase-like
202094_at	22.93	0.00093	2.15	BIRC5 : baculoviral IAP repeat-containing 5 (survivin)
203022_at	28.69	0.00093	2.15	RNASEH2A : ribonuclease H2, large subunit
209026_x_at	32.1	0.00093	2.15	TUBB : tubulin, beta polypeptide
216952_s_at	26.67	0.00093	2.14	LMNB2 : lamin B2
220104_at	28.7	0.00093	2.14	ZC3HAV1 : zinc finger CCCH type, antiviral 1
200853_at	35.21	0.00093	2.14	H2AFZ : H2A histone family, member Z
201112_s_at	36.98	0.00093	2.14	CSE1L : CSE1 chromosome segregation 1-like (yeast)
218248_at	21.19	0.00093	2.13	FLJ22794 : FLJ22794 protein
203664_s_at	37.84	0.00093	2.13	POLR2D : polymerase (RNA) II (DNA directed) polypeptide D
210334_x_at	23.45	0.00093	2.12	BIRC5 : baculoviral IAP repeat-containing 5 (survivin)
214141_x_at	28.33	0.00093	2.12	SFRS7 : splicing factor, arginine/serine-rich 7, 35kDa
201920_at	31.46	0.00093	2.12	SLC20A1 : solute carrier family 20 (phosphate transporter), member 1
202690_s_at	19.44	0.00093	2.11	SNRPD1 : small nuclear ribonucleoprotein D1 polypeptide 16kDa
201516_at	23.02	0.00093	2.11	SRM : spermidine synthase
203687_at	9.29	0.00093	2.1	CX3CL1 : chemokine (C-X3-C motif) ligand 1
207165_at	12.8	0.00093	2.1	HMMR : hyaluronan-mediated motility receptor (RHAMM)
205895_s_at	24.13	0.00093	2.1	NOLC1 : nucleolar and coiled-body phosphoprotein 1
204641_at	19.39	0.00093	2.09	NEK2 : NIMA (never in mitosis gene a)-related kinase 2
204170_s_at	20.83	0.00093	2.09	CKS2 : CDC28 protein kinase regulatory subunit 2
45633_at	21.51	0.00093	2.09	FLJ13912 : hypothetical protein FLJ13912
209457_at	15.26	0.00093	2.08	DUSP5 : dual specificity phosphatase 5
209067_s_at	17.85	0.00093	2.08	HNRPDL : heterogeneous nuclear ribonucleoprotein D-like
203138_at	19.55	0.00093	2.08	HAT1 : histone acetyltransferase 1
201014_s_at	26.37	0.00093	2.08	PAICS : phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase
204905_s_at	26.93	0.00093	2.08	EEF1E1 : eukaryotic translation elongation factor 1 epsilon 1
65585_at	35.91	0.00093	2.08	MGC16279 : hypothetical protein MGC16279
206343_s_at	10.52	0.00093	2.07	NRG1 : neuregulin 1
202686_s_at	13.74	0.00093	2.07	AXL : AXL receptor tyrosine kinase
219212_at	16.97	0.00093	2.07	HSPA14 : heat shock 70kDa protein 14
215243_s_at	23.35	0.00093	2.07	GJB3 : gap junction protein, beta 3, 31kDa (connexin 31)
213646_x_at	30.09	0.00093	2.07	K-ALPHA-1 : tubulin, alpha, ubiquitous
202134_s_at	21.04	0.00093	2.06	WWTR1 : WW domain containing transcription regulator 1
202413_s_at	25.29	0.00093	2.06	USP1 : ubiquitin specific protease 1
207357_s_at	27.38	0.00093	2.06	GALNT10 : UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10)
204141_at	16.03	0.00093	2.05	TUBB2 : tubulin, beta 2
201313_at	22.02	0.00093	2.05	ENO2 : enolase 2 (gamma, neuronal)
214086_s_at	22.8	0.00093	2.05	PARP2 : poly (ADP-ribose) polymerase family, member 2
218355_at	16.74	0.00093	2.04	KIF4A : kinesin family member 4A
201584_s_at	19.17	0.00093	2.04	DDX39 : DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
205240_at	19.44	0.00093	2.04	GPSM2 : G-protein signalling modulator 2 (AGS3-like, C. elegans)
214446_at	24.31	0.00093	2.04	ELL2 : elongation factor, RNA polymerase II, 2
218889_at	27.88	0.00093	2.04	C10orf117 : chromosome 10 open reading frame 117
215136_s_at	11.64	0.00093	2.03	EXOSC8 : exosome component 8
212036_s_at	16.7	0.00093	2.03	PNN : pinin, desmosome associated protein
200875_s_at	24.08	0.00093	2.03	NOL5A : nucleolar protein 5A (56kDa with KKE/D repeat)
209191_at	24.88	0.00093	2.03	TUBB6 : tubulin, beta 6
201872_s_at	26.97	0.00093	2.03	ABCE1 : ATP-binding cassette, sub-family E (OABP), member 1
211058_x_at	43.14	0.00093	2.03	K-ALPHA-1 : tubulin, alpha, ubiquitous /// tubulin, alpha, ubiquitous
214794_at	17.74	0.00093	2.02	PA2G4 : proliferation-associated 2G4, 38kDa
204147_s_at	26.04	0.00093	2.02	TFDP1 : transcription factor Dp-1
219158_s_at	15.11	0.00093	2.01	NARG1 : NMDA receptor regulated 1
