Probe ID	Gene Symbol	Chromosomal location	Representative public ID	Score	Fold Change	q-value	Sam
202732_at	PKIG	Chr:20q12-q13.1	NM_007066	-8,50922	0,54298	0,007222864	cluster5
202889_x_at	ANPEP	Chr:6q23.2	T62571	-5,3284	0,49935	0,007222864	cluster5
202890_at	MAP7	Chr:6q23.2	AW242297	-5,76863	0,42865	0,007222864	cluster5
203069_at	SV2A	Chr:1q21.3	NM_014849	-7,54015	0,40643	0,007222864	cluster5
204103_at	CCL4	Chr:17q12	NM_002984	5,672612	3,47892	0,007222864	cluster5
207038_at	SLC16A6	Chr:17q24.3	NM_004694	8,111652	2,21935	0,007222864	cluster5
209757_s_at	MYCN	Chr:2p24.1	BC002712	-6,00672	0,26806	0,007222864	cluster5
209791_at	PADI2	Chr:1p35.2-p35.1	AL049569	5,523672	1,76215	0,007222864	cluster5
215471_s_at	MAP7	Chr:6q23.2	AJ242502	-5,50809	0,50206	0,007222864	cluster5
218611_at	IER5	Chr:1q25.1	NM_016545	7,323016	1,87624	0,007222864	cluster5
209757_s_at	MYCN	Chr:2p24.1	BC002712	4,606348	3,91194	4,740828702	cluster6
201126_s_at	MGAT1	Chr:5q35	NM_002406	-5,32918	0,6132	0,213132183	cluster7
201695_s_at	NP	Chr:14q13.1	NM_000270	5,119213	1,89007	0,213132183	cluster7
202732_at	PKIG	Chr:20q12-q13.1	NM_007066	4,923196	1,58824	0,255089969	cluster7
205291_at	IL2RB	Chr:22q13.1	NM_000878	4,524119	1,63789	0,313333055	cluster7
209306_s_at	SWAP70	Chr:11p15	AI139569	-4,01807	0,56548	1,806062597	cluster7
212077_at	CALD1	Chr:7q33	AL583520	5,873611	1,5854	0,089449865	cluster7
213797_at	cig5	Chr:2p25.2	AI337069	7,392639	3,14621	0,089449865	cluster7
204890_s_at	LCK	Chr:1p34.3	U07236	5,443234	2,5545	0,306561517	cluster8
204891_s_at	LCK	Chr:1p34.3	NM_005356	5,723391	3,36197	0,176630653	cluster8
205291_at	IL2RB	Chr:22q13.1	NM_000878	4,602043	1,73985	2,82655344	cluster8
213797_at	cig5	Chr:2p25.2	AI337069	4,778971	1,88858	1,344680267	cluster8
209193_at	PIM1	Chr:6p21.2	M24779	-8,10095	0,30592	0,102830729	cluster9
209440_at	PRPS1	Chr:xq21-q27	BC001605	-6,75893	0,65443	0,102830729	cluster9
209791_at	PADI2	Chr:1p35.2-p35.1	AL049569	4,155098	1,53981	0,574401096	cluster9
201858_s_at	PRG1	Chr:10q22.1	J03223	-6,12734	0,3685	0,124421194	cluster10
201859_at	PRG1	Chr:10q22.1	NM_002727	-5,68845	0,55252	0,124421194	cluster10
206591_at	RAG1	Chr:11p13	NM_000448	6,12125	1,81576	0,124421194	cluster10
207339_s_at	LTB	Chr:6p21.3	NM_002341	4,484935	2,21797	0,437265583	cluster10
221884_at	EVI1	Chr:3q24-q28	BE466525	5,171483	2,3019	0,124421194	cluster10
201695_s_at	NP	Chr:14q13.1	NM_000270	4,010914	1,75727	0,585204402	cluster12
202889_x_at	ANPEP	Chr:6q23.2	T62571	-5,59824	0,34136	0,110712491	cluster12
202890_at	MAP7	Chr:6q23.2	AW242297	-5,6389	0,28109	0,110712491	cluster12
205479_s_at	PLAU	Chr:10q24	NM_002658	4,948783	3,15513	0,286605344	cluster12
209306_s_at	SWAP70	Chr:11p15	AI139569	-6,26392	0,464	0,110712491	cluster12
209307_at	SWAP70	Chr:11p15	AB014540	-5,81859	0,53951	0,110712491	cluster12
211668_s_at	PLAU	Chr:10q24	K03226	4,857924	2,96179	0,286605344	cluster12
215471_s_at	MAP7	Chr:6q23.2	AJ242502	-6,17012	0,33138	0,110712491	cluster12
219373_at	DPM3	Chr:1q22	NM_018973	4,524656	1,67027	0,353931271	cluster12
46665_at	SEMA4C	Chr:2q11.2	AI949392	5,171209	2,12795	0,176502375	cluster12
202732_at	PKIG	Chr:20q12-q13.1	NM_007066	-5,27976	0,56107	0,080713013	cluster13
209307_at	SWAP70	Chr:11p15	AB014540	5,474357	1,62647	0,080713013	cluster13
213943_at	TWIST1	Chr:7p21.2	X99268	4,062852	2,26531	0,55299541	cluster13
215501_s_at	DUSP10	Chr:1q41	AK022513	-4,59038	0,64579	0,145643672	cluster13
221563_at	DUSP10	Chr:1q41	N36770	-4,31942	0,65892	0,264066851	cluster13
46665_at	SEMA4C	Chr:2q11.2	AI949392	-4,27589	0,47181	0,300549771	cluster13
200764_s_at	CTNNA1	Chr:5q31	AI826881	-4,08657	0,54223	1,538688484	cluster15
200765_x_at	CTNNA1	Chr:5q31	NM_001903	-4,01342	0,48952	1,538688484	cluster15
