Grp1 Mean	Grp1 SEM	Grp2 Mean	Grp2 SEM	Ratio	Direction	p-value	Gene Identifier	Other ID	Gene Name	UG Cluster	LocusLink	Gene ID
6.81179	0.072678	9.750453	0.080898	7.67	Up	1.12E-05	BF512846	236168_at	Acyl-CoA synthetase long-chain family member 3	Hs.471461	2181	ACSL3
10.741267	0.16911	7.80875	0.047542	7.63	Down	7.54E-05	AK026966	225342_at	Adenylate kinase 3-like 1	Hs.592601	205	AK3L1
9.57391	0.16721	6.647117	0.097722	7.6	Down	0.000111757	NM_000216	205206_at	Kallmann syndrome 1 sequence	Hs.521869	3730	KAL1
8.24187	0.276441	5.315937	0.603348	7.6	Down	0.011611771	NM_004744	220317_at	Lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)	Hs.148830	9227	LRAT
10.744667	0.081151	13.663667	0.09815	7.56	Up	2.15E-05	NM_001878	202575_at	Cellular retinoic acid binding protein 2	Hs.405662	1382	CRABP2
4.437437	0.135607	7.331477	0.063437	7.43	Up	4.22E-05	AI539118	238763_at	RNA binding motif protein 20	Hs.116630	282996	RBM20
4.87857	0.016965	7.7205	0.245602	7.17	Up	0.000321616	BF508948	214995_s_at	Apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F	Hs.441124	200316	APOBEC3F
5.946067	0.129038	8.787327	0.087105	7.17	Up	5.30E-05	BF221850	242726_at	Acyl-CoA synthetase long-chain family member 3	Hs.471461	2181	ACSL3
9.539337	0.1249	6.702433	0.146105	7.14	Down	0.000122672	AI653169	204347_at	Transcribed locus	Hs.594853	-	-
6.50356	0.231717	9.302903	0.174903	6.96	Up	0.000646988	NM_007197	219764_at	Frizzled homolog 10 (Drosophila)	Hs.31664	11211	FZD10
5.695557	0.274231	8.433783	0.361433	6.67	Up	0.003799606	BC002538	209722_s_at	Serpin peptidase inhibitor, clade B (ovalbumin), member 9	Hs.104879	5272	SERPINB9
6.242963	0.296515	8.931083	0.12144	6.44	Up	0.001104532	AB007958	214833_at	Transmembrane protein 63A	Hs.119387	9725	TMEM63A
5.252633	0.104573	7.937817	0.282745	6.43	Up	0.000878124	AI760132	226096_at	Fibronectin type III domain containing 5	Hs.524234	252995	FNDC5
4.760097	0.222539	7.427557	0.068578	6.35	Up	0.000331461	NM_006885	208033_s_at	AT-binding transcription factor 1	Hs.461285	463	ATBF1
9.361687	0.182585	6.700037	0.235748	6.33	Down	0.000870963	AA531023	229518_at	Family with sequence similarity 46, member B	Hs.632378	115572	FAM46B
5.006693	0.155485	7.649313	0.069601	6.24	Up	0.0001008	BG402859	242738_s_at	-	-	-	-
8.771063	0.38493	11.411433	0.204169	6.23	Up	0.003744009	NM_006681	206023_at	Neuromedin U	Hs.418367	10874	NMU
4.394117	0.110219	7.016457	0.355533	6.16	Up	0.002140064	NM_005221	213707_s_at	Distal-less homeobox 5	Hs.99348	1749	DLX5
10.835167	0.10822	8.229497	0.106705	6.09	Down	6.79E-05	NM_013410	204348_s_at	Adenylate kinase 3-like 1	Hs.10862	205	AK3L1
9.571107	0.065357	12.174267	0.021172	6.08	Up	2.90E-06	D89053	201662_s_at	Acyl-CoA synthetase long-chain family member 3	Hs.471461	2181	ACSL3
6.54714	0.154276	9.138	0.295773	6.02	Up	0.001481469	NM_004750	206315_at	Cytokine receptor-like factor 1	Hs.114948	9244	CRLF1
8.952027	0.237358	6.369723	0.086434	5.99	Down	0.000516041	AK022686	216319_at	CDNA FLJ12624 fis, clone NT2RM4001754	Hs.636868	-	-
5.769663	0.15465	8.328993	0.046896	5.89	Up	9.29E-05	NM_004067	207486_x_at	Chimerin (chimaerin) 2	Hs.151880	1124	CHN2
9.164513	0.04526	6.640263	0.212273	5.75	Down	0.000312397	AI554075	230423_at	Forkhead box D3	Hs.585161	27022	FOXD3
9.37024	0.069447	11.865333	0.076509	5.64	Up	1.74E-05	D89053	201661_s_at	Acyl-CoA synthetase long-chain family member 3	Hs.471461	2181	ACSL3
6.528777	0.084624	9.01893	0.118249	5.62	Up	6.82E-05	T68858	238032_at	Dehydrogenase/reductase (SDR family) member 3	Hs.289347	9249	DHRS3
5.565753	0.246341	8.030763	0.18982	5.52	Up	0.001371312	X79990	205528_s_at	Runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	Hs.368431	862	RUNX1T1
3.888023	0.086868	6.344583	0.693883	5.49	Up	0.024607554	W60595	215702_s_at	Cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)	Hs.489786	1080	CFTR
5.678027	0.14135	8.13217	0.057146	5.48	Up	8.71E-05	AI806984	203749_s_at	Retinoic acid receptor, alpha	Hs.137731	5914	RARA
5.69312	0.193298	8.135277	0.524815	5.43	Up	0.011999964	NM_016633	219672_at	Erythroid associated factor	Hs.274309	51327	ERAF
4.657987	0.098595	7.090333	0.127452	5.4	Up	0.00011226	AI796169	209603_at	GATA binding protein 3	Hs.524134	2625	GATA3
7.1468	0.090911	9.573633	0.390098	5.38	Up	0.003746271	BG290193	222760_at	Zinc finger protein 703	Hs.288042	80139	ZNF703
9.47502	0.369509	7.04834	0.250568	5.38	Down	0.005559753	NM_002160	201645_at	Tenascin C (hexabrachion)	Hs.143250	3371	TNC
6.017903	0.126159	8.44441	0.193443	5.38	Up	0.00046397	AI491983	228549_at	Transmembrane protein 63A	Hs.119387	9725	TMEM63A
6.895167	0.08908	4.47566	0.393158	5.35	Down	0.003878015	AI961231	204529_s_at	Thymus high mobility group box protein TOX	Hs.491805	9760	TOX
7.661367	0.271502	10.069627	0.134732	5.31	Up	0.0013587	AI824012	202600_s_at	Nuclear receptor interacting protein 1	Hs.155017	8204	NRIP1
5.035697	0.208834	7.43326	0.224972	5.27	Up	0.001449989	AK026815	212327_at	DKFZP686A01247 hypothetical protein	Hs.335163	22998	DKFZP686A01247
3.84829	0.049203	6.245467	0.593274	5.27	Up	0.015775748	NM_022469	220794_at	Gremlin 2, cysteine knot superfamily, homolog (Xenopus laevis)	Hs.98206	64388	GREM2
3.77426	0.029899	6.157417	0.561511	5.22	Up	0.013282843	NM_013314	207655_s_at	B-cell linker	Hs.444049	29760	BLNK
4.892817	0.07528	7.275047	0.347541	5.21	Up	0.002583208	AF177340	223509_at	Claudin 2	Hs.522746	9075	CLDN2
4.89305	0.199304	7.257207	0.140749	5.15	Up	0.000634931	NM_000499	205749_at	Cytochrome P450, family 1, subfamily A, polypeptide 1	Hs.72912	1543	CYP1A1
4.85233	0.058935	7.21314	0.213325	5.14	Up	0.000437458	BF591611	227977_at	Zinc binding alcohol dehydrogenase, domain containing 2	Hs.591065	284273	ZADH2
4.505737	0.055621	6.838073	0.364601	5.04	Up	0.00319964	BF591611	227978_s_at	Zinc binding alcohol dehydrogenase, domain containing 2	Hs.591065	284273	ZADH2
7.544177	0.072199	9.870657	0.08232	5.02	Up	2.90E-05	BE855765	226989_at	RGM domain family, member B	Hs.526902	285704	RGMB
8.156843	0.1386	5.848587	0.067027	4.95	Down	0.000115302	BE677131	204671_s_at	Ankyrin repeat domain 6	Hs.651107	22881	ANKRD6
4.34894	0.169552	6.65691	0.416681	4.95	Up	0.00683632	AA211909	228737_at	Chromosome 20 open reading frame 100	Hs.26608	84969	C20orf100
6.34112	0.104664	8.647693	0.160273	4.95	Up	0.000271993	BE965311	232269_x_at	Meteorin, glial cell differentiation regulator	Hs.533772	79006	METRN
7.422187	0.019143	9.714797	0.039411	4.9	Up	7.98E-07	AF339813	232453_at	Glypican 6	Hs.444329	10082	GPC6
6.491843	0.042754	8.765133	0.16105	4.83	Up	0.000167159	NM_005132	218599_at	REC8-like 1 (yeast)	Hs.419259	9985	REC8L1
8.614657	0.322192	10.883033	0.157769	4.82	Up	0.003200995	H97931	212458_at	Sprouty-related, EVH1 domain containing 2	Hs.59332	200734	SPRED2
4.264763	0.174002	6.53096	0.171362	4.81	Up	0.000750175	N69091	228863_at	Protocadherin 17	Hs.106511	27253	PCDH17
8.08705	0.361661	10.348553	0.22547	4.79	Up	0.006061073	NM_003489	202599_s_at	Nuclear receptor interacting protein 1	Hs.155017	8204	NRIP1
7.06165	0.19029	9.315277	0.087936	4.77	Up	0.000424381	NM_004753	202481_at	Dehydrogenase/reductase (SDR family) member 3	Hs.289347	9249	DHRS3
7.064933	0.139947	9.317407	0.127624	4.76	Up	0.000286322	AA584310	225681_at	Collagen triple helix repeat containing 1	Hs.405614	115908	CTHRC1
6.262433	0.068693	8.513123	0.197354	4.76	Up	0.000421353	NM_024042	219051_x_at	Meteorin, glial cell differentiation regulator	Hs.533772	79006	METRN
8.81201	0.130783	11.056433	0.039838	4.74	Up	8.06E-05	AL525798	201660_at	Acyl-CoA synthetase long-chain family member 3	Hs.471461	2181	ACSL3
5.242457	0.101419	7.48077	0.346091	4.72	Up	0.003428694	BC033780	1554239_s_at	Zinc binding alcohol dehydrogenase, domain containing 2	Hs.591065	284273	ZADH2
6.288197	0.490444	4.07531	0.081745	4.64	Down	0.011241426	AI066520	231385_at	Developmental pluripotency associated 3	Hs.131358	359787	DPPA3
5.500463	0.147754	7.71101	0.177317	4.63	Up	0.000664108	NM_004349	205529_s_at	Runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	Hs.368431	862	RUNX1T1
7.010267	0.074011	9.202303	0.126318	4.57	Up	0.000115921	NM_022003	217897_at	FXYD domain containing ion transport regulator 6	Hs.635508	53826	FXYD6
6.861197	0.345239	4.669897	0.413723	4.57	Down	0.01526505	AY063451	1559470_at	D21S2088E	Hs.145622	266917	D21S2088E
3.739027	0.044778	5.91399	0.261762	4.52	Up	0.001210719	AA927670	239519_at	Neuropilin 1	Hs.131704	8829	NRP1
6.480623	0.114128	8.646243	0.236746	4.49	Up	0.001182953	NM_001976	204483_at	Enolase 3 (beta, muscle)	Hs.224171	2027	ENO3
9.763217	0.213496	7.611877	0.14176	4.44	Down	0.001101857	AF039555	203797_at	Visinin-like 1	Hs.444212	7447	VSNL1
12.384067	0.137195	10.25489	0.424032	4.37	Down	0.008792057	AF311912	223122_s_at	Secreted frizzled-related protein 2	Hs.481022	6423	SFRP2
7.651167	0.10857	9.77578	0.021699	4.36	Up	4.35E-05	AU144140	233090_at	Glypican 6	Hs.444329	10082	GPC6
4.519137	0.09003	6.621233	0.137979	4.29	Up	0.000217419	AW004714	242450_at	Transcribed locus	Hs.607986	-	-
4.88589	0.073833	6.98671	0.449499	4.29	Up	0.009941531	NM_032817	1553243_at	Inter-alpha (globulin) inhibitor H5	Hs.498586	80760	ITIH5
6.17574	0.137148	8.2714	0.150828	4.27	Up	0.000504983	BF801735	238712_at	Forkhead box P1	Hs.431498	27086	FOXP1
4.11804	0.116512	6.208843	0.462299	4.26	Up	0.01182414	NM_021951	220493_at	Doublesex and mab-3 related transcription factor 1	Hs.98586	1761	DMRT1
8.61993	0.121044	6.53854	0.364399	4.23	Down	0.005614745	AK000776	232060_at	Receptor tyrosine kinase-like orphan receptor 1	Hs.128753	4919	ROR1
4.233903	0.082054	6.31235	0.282847	4.22	Up	0.002126095	AU147152	233180_at	Ring finger protein 152	Hs.465316	220441	RNF152
6.223663	0.355556	8.295253	0.393329	4.2	Up	0.017436853	AI986192	242814_at	Serpin peptidase inhibitor, clade B (ovalbumin), member 9	Hs.104879	5272	SERPINB9
4.404697	0.138709	6.474767	0.163137	4.2	Up	0.000640623	AL833445	1560318_at	Rho GTPase activating protein 29	-	9411	-
5.19978	0.070647	7.25915	0.2314	4.17	Up	0.001045047	NM_024064	218764_at	protein kinase C, eta	-	5583	-
9.419417	0.133953	7.36473	0.420894	4.15	Down	0.00964836	NM_031283	221016_s_at	Transcription factor 7-like 1 (T-cell specific, HMG-box)	Hs.516297	83439	TCF7L1
3.904113	0.08891	5.95732	0.481586	4.15	Up	0.013777924	AW510657	228904_at	Homeobox B5	Hs.98428	3215	HOXB5
6.637187	0.144096	4.586063	0.144145	4.14	Down	0.000548385	BC004490	209189_at	V-fos FBJ murine osteosarcoma viral oncogene homolog	Hs.25647	2353	FOS
4.07017	0.127033	6.119053	0.2067	4.14	Up	0.001076988	AK026815	212325_at	DKFZP686A01247 hypothetical protein	Hs.335163	22998	DKFZP686A01247
4.392587	0.066012	6.434697	0.531287	4.12	Up	0.018869136	N29712	229576_s_at	TBX3	-	-	-
4.273373	0.150543	6.292837	0.060098	4.05	Up	0.000238708	AA243175	243811_at	Transcribed locus	Hs.86937	-	-
4.487243	0.061905	6.502357	0.136909	4.04	Up	0.000178785	AL359599	215828_at	AT-binding transcription factor 1	Hs.461285	463	ATBF1
9.596383	0.142094	7.590417	0.118135	4.02	Down	0.000408674	AC_005378	215145_s_at	contactin associated protein-like 2	-	26047	-
8.68614	0.341579	6.688273	0.493507	3.99	Down	0.02913992	BC000740	210381_s_at	Cholecystokinin B receptor	Hs.203	887	CCKBR
7.352283	0.102546	9.34651	0.316861	3.98	Up	0.003911333	AB037734	227282_at	Protocadherin 19	Hs.4993	57526	PCDH19
7.568733	0.193939	5.575313	0.65466	3.98	Down	0.043262753	AL137427	1564964_at	MRNA; cDNA DKFZp761M2323 (from clone DKFZp761M2323)	Hs.545091	-	-
5.307693	0.270589	7.287727	0.192996	3.95	Up	0.003985157	AI244908	227697_at	Suppressor of cytokine signaling 3	Hs.527973	9021	SOCS3
5.633867	0.155545	7.613077	0.657144	3.94	Up	0.042777394	NM_005634	1553802_a_at	SRY (sex determining region Y)-box 3	Hs.157429	6658	SOX3
4.82584	0.346195	6.78707	0.313575	3.89	Up	0.013709507	AI479175	212353_at	Sulfatase 1	Hs.409602	23213	SULF1
4.837683	0.28154	6.790193	0.377103	3.87	Up	0.014272886	BF343007	204653_at	Transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	Hs.519880	7020	TFAP2A
4.1035	0.058391	6.03798	0.309925	3.82	Up	0.003580389	NM_024812	218899_s_at	Brain and acute leukemia, cytoplasmic	Hs.533446	79870	BAALC
4.676633	0.026474	6.600607	0.295849	3.79	Up	0.002927689	Z83850	232771_at	-	-	-	-
5.75349	0.056971	7.677267	0.150641	3.79	Up	0.000281446	BG532690	213416_at	Ceramide kinase-like	Hs.440955	375298	CERKL
5.135407	0.079128	7.05806	0.479849	3.79	Up	0.016770163	NM_002521	206801_at	Natriuretic peptide precursor B	Hs.219140	4879	NPPB
8.622353	0.160747	6.713237	0.394142	3.76	Down	0.010947207	AW292746	228098_s_at	Myosin regulatory light chain interacting protein	Hs.484738	29116	MYLIP
7.392797	0.097603	5.492457	0.110759	3.73	Down	0.000210003	BC043407	1557369_a_at	Hypothetical protein LOC285401	Hs.211125	285401	LOC285401
8.984833	0.041019	7.085003	0.472255	3.73	Down	0.016025839	NM_024504	220714_at	PR domain containing 14	Hs.287532	63978	PRDM14
4.79964	0.172561	6.697727	0.269536	3.73	Up	0.004051175	AW452918	227845_s_at	Src homology 2 domain containing transforming protein D	Hs.7423	56961	SHD
10.4972	0.045967	8.599343	0.251479	3.73	Down	0.001757372	AF193855	223642_at	Zic family member 2 (odd-paired homolog, Drosophila)	Hs.652140	7546	ZIC2
9.011687	0.068513	10.892233	0.092672	3.68	Up	8.26E-05	AL565381	227307_at	Transcribed locus	Hs.592575	-	-
9.314833	0.198635	7.434427	0.433458	3.68	Down	0.016906087	BF062139	206653_at	Polymerase (RNA) III (DNA directed) polypeptide G (32kD)	Hs.282387	10622	POLR3G
5.264107	0.043778	7.13879	0.199417	3.67	Up	0.000781249	AA404273	228037_at	Retinoic acid receptor, alpha	Hs.137731	5914	RARA
10.4815	0.048997	8.62079	0.587573	3.63	Down	0.03432163	NM_003877	203373_at	Suppressor of cytokine signaling 2	Hs.485572	8835	SOCS2
4.359557	0.055082	6.204677	0.336159	3.59	Up	0.005629729	BG168924	234977_at	Zinc binding alcohol dehydrogenase, domain containing 2	Hs.591065	284273	ZADH2
5.4258	0.01788	7.26519	0.12883	3.58	Up	0.00014513	NM_001706	203140_at	B-cell CLL/lymphoma 6 (zinc finger protein 51)	Hs.478588	604	BCL6
8.596563	0.317132	10.435067	0.220663	3.58	Up	0.008913891	BC001193	221582_at	histone cluster 3, H2a	-	92815	-
8.050707	0.099514	9.8767	0.025351	3.55	Up	5.88E-05	AI161133	228819_at	Tetraspanin 18	Hs.385634	90139	TSPAN18
6.05688	0.371457	7.88283	0.290653	3.55	Up	0.01797274	Z83838	37117_at	-	-	-	-
3.915913	0.028745	5.739443	0.296669	3.54	Up	0.003614573	AI870583	222780_s_at	Brain and acute leukemia, cytoplasmic	Hs.533446	79870	BAALC
5.497777	0.205423	7.32073	0.154442	3.54	Up	0.002086153	AI732568	240666_at	Forkhead box P1	Hs.431498	27086	FOXP1
4.837773	0.041288	6.656823	0.427953	3.53	Up	0.013360045	AA977081	242326_at	Collagen, type XXII, alpha 1	Hs.117169	169044	COL22A1
5.872533	0.095138	7.691547	0.412669	3.53	Up	0.012693173	NM_021070	219922_s_at	Latent transforming growth factor beta binding protein 3	Hs.289019	4054	LTBP3
8.571833	0.173881	10.389067	0.0892	3.52	Up	0.000744174	NM_002899	203423_at	Retinol binding protein 1, cellular	Hs.529571	5947	RBP1
5.524443	0.20786	7.336227	0.160642	3.51	Up	0.002317529	AW138902	212466_at	Sprouty-related, EVH1 domain containing 2	Hs.59332	200734	SPRED2
7.256653	0.303624	9.06817	0.213673	3.51	Up	0.008165328	AA675892	202704_at	Transducer of ERBB2, 1	Hs.531550	10140	TOB1
9.61709	0.058185	11.416333	0.080607	3.48	Up	5.48E-05	NM_013328	231715_s_at	Pyrroline-5-carboxylate reductase family, member 2	Hs.520187	29920	PYCR2
4.733787	0.029566	6.528747	0.183149	3.47	Up	0.00063853	AU119437	227289_at	Protocadherin 17	Hs.106511	27253	PCDH17
5.829673	0.291095	4.034953	0.229526	3.47	Down	0.008391346	NM_014942	204672_s_at	Ankyrin repeat domain 6	Hs.651107	22881	ANKRD6
5.10603	0.149254	6.895803	0.372022	3.46	Up	0.01111738	NM_007117	206622_at	Thyrotropin-releasing hormone	Hs.182231	7200	TRH
7.42918	0.076657	9.217873	0.076689	3.46	Up	7.91E-05	AI809234	228228_at	Dapper, antagonist of beta-catenin, homolog 3 (Xenopus laevis)	Hs.515490	147906	DACT3
5.871967	0.21733	7.655293	0.172698	3.44	Up	0.00301829	NM_014459	205656_at	protocadherin 17	-	27253	-
8.163997	0.428775	6.38864	0.386798	3.42	Down	0.037132728	BF057731	239975_at	Major histocompatibility complex, class II, DP beta 1	Hs.485130	3115	HLA-DPB1
6.51098	0.324649	8.282787	0.107709	3.41	Up	0.006606511	BG339064	201235_s_at	BTG family, member 2	Hs.519162	7832	BTG2
4.781373	0.092504	6.549553	0.554783	3.41	Up	0.034721904	AI693178	228101_at	MRNA; cDNA DKFZp761L1121 (from clone DKFZp761L1121)	Hs.171939	-	-
8.245573	0.099558	6.485463	0.380066	3.39	Down	0.010990555	BC002637	202479_s_at	Tribbles homolog 2 (Drosophila)	Hs.652175	28951	TRIB2
9.393087	0.166161	7.638607	0.074454	3.37	Down	0.000648702	AB020675	219300_s_at	Contactin associated protein-like 2	Hs.190621	26047	CNTNAP2
4.3453	0.134312	6.099607	0.42253	3.37	Up	0.016722249	BG413606	241672_at	Hypothetical LOC400120	Hs.422375	400120	LOC400120
7.174193	0.114385	5.41995	0.188541	3.37	Down	0.001352726	AC_004010	222108_at	-	-	-	-
6.913177	0.312748	8.66596	0.461665	3.37	Up	0.034737215	BG547855	209318_x_at	Pleiomorphic adenoma gene-like 1	Hs.444975	5325	PLAGL1
4.243113	0.076314	5.988593	0.369734	3.35	Up	0.009855526	AA572675	232286_at	AF4/FMR2 family, member 3	Hs.444414	3899	AFF3
9.690727	0.115992	11.4305	0.044103	3.34	Up	0.000150173	NM_004815	203910_at	Rho GTPase activating protein 29	Hs.483238	9411	ARHGAP29
