Grp1 Mean	Grp1 SEM	Grp2 Mean	Grp2 SEM	Ratio	Direction	p-value	Gene Identifier	Other ID	Gene Name	UG Cluster	LocusLink	Gene ID
7.5123	0.121847	10.4844	0.007935	7.85	Up	1.69E-05	NM_002178	203851_at	Insulin-like growth factor binding protein 6	Hs.274313	3489	IGFBP6
5.05895	0.060591	7.95019	0.229705	7.42	Up	0.000261591	NM_001395	205777_at	Dual specificity phosphatase 9	Hs.144879	1852	DUSP9
8.00681	0.153106	5.153837	0.15616	7.22	Down	0.000199291	BF056092	242629_at	RAB3B, member RAS oncogene family	Hs.123072	5865	RAB3B
4.048603	0.138387	6.888497	0.384767	7.16	Up	0.002257553	AI539118	238763_at	RNA binding motif protein 20	Hs.116630	282996	RBM20
5.39185	0.084553	8.19049	0.083869	6.96	Up	1.94E-05	AI760132	226096_at	Fibronectin type III domain containing 5	Hs.524234	252995	FNDC5
4.15993	0.091628	6.93365	0.138193	6.84	Up	7.48E-05	AW015083	238850_at	Hypothetical LOC645323	Hs.12827	645323	LOC645323
8.06692	0.052029	10.7444	0.057375	6.4	Up	4.18E-06	NM_006984	205328_at	Claudin 10	Hs.534377	9071	CLDN10
6.279457	0.134845	8.93661	0.167749	6.31	Up	0.000247354	T68858	238032_at	Dehydrogenase/reductase (SDR family) member 3	Hs.289347	9249	DHRS3
4.27943	0.140955	6.933733	0.504899	6.3	Up	0.007163076	NM_002398	204069_at	Meis1, myeloid ecotropic viral integration site 1 homolog (mouse)	Hs.526754	4211	MEIS1
10.890633	0.075924	13.511867	0.01183	6.15	Up	4.41E-06	NM_001878	202575_at	Cellular retinoic acid binding protein 2	Hs.405662	1382	CRABP2
6.68025	0.107732	9.297843	0.080271	6.14	Up	4.09E-05	BF512846	236168_at	Acyl-CoA synthetase long-chain family member 3	Hs.471461	2181	ACSL3
4.965767	0.152432	7.52957	0.483833	5.91	Up	0.007210572	AW903934	232668_at	Chromosome 8 open reading frame 72	Hs.154652	90362	C8orf72
11.183667	0.086887	8.658483	0.017934	5.76	Down	9.07E-06	AF000381	211074_at	folate receptor 1 (adult)	-	2348	-
8.334993	0.06145	5.84967	0.241988	5.6	Down	0.00057201	NM_004744	220317_at	Lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)	Hs.148830	9227	LRAT
3.851323	0.128315	6.31702	0.370858	5.52	Up	0.00327671	AA464844	230272_at	Hypothetical LOC645323	Hs.12827	645323	LOC645323
8.305707	0.140583	10.764233	0.140305	5.5	Up	0.000244829	NM_006681	206023_at	Neuromedin U	Hs.418367	10874	NMU
4.609477	0.112054	7.054763	0.158854	5.45	Up	0.000229893	AW004714	242450_at	Transcribed locus	Hs.607986	-	-
4.68916	0.079002	7.12814	0.176243	5.42	Up	0.000226393	NM_020632	220197_at	ATPase, H+ transporting, lysosomal V0 subunit a4	Hs.98967	50617	ATP6V0A4
6.679937	0.169136	9.11406	0.117031	5.4	Up	0.000291834	NM_022003	217897_at	FXYD domain containing ion transport regulator 6	Hs.635508	53826	FXYD6
4.626447	0.0282	7.038227	0.168456	5.32	Up	0.000146005	AA211909	228737_at	Chromosome 20 open reading frame 100	Hs.26608	84969	C20orf100
5.08481	0.189301	7.490767	0.0949	5.3	Up	0.000342175	BF343007	204653_at	Transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	Hs.519880	7020	TFAP2A
5.996837	0.129758	8.39671	0.152199	5.28	Up	0.000276512	AW246673	221766_s_at	Family with sequence similarity 46, member A	Hs.10784	55603	FAM46A
6.819943	0.033708	9.189133	0.080145	5.17	Up	1.08E-05	NM_004753	202481_at	Dehydrogenase/reductase (SDR family) member 3	Hs.289347	9249	DHRS3
5.93872	0.117542	8.294173	0.08892	5.12	Up	8.96E-05	AI986192	242814_at	Serpin peptidase inhibitor, clade B (ovalbumin), member 9	Hs.104879	5272	SERPINB9
4.38214	0.061973	6.72697	0.117905	5.08	Up	6.12E-05	AI242583	231947_at	Myc target 1	Hs.18160	80177	MYCT1
5.545907	0.131223	7.89023	0.105681	5.08	Up	0.000154718	AI806984	203749_s_at	Retinoic acid receptor, alpha	Hs.137731	5914	RARA
5.761857	0.07967	8.101253	0.129152	5.06	Up	0.000103311	AI288759	226137_at	AT-binding transcription factor 1	Hs.461285	463	ATBF1
4.631827	0.153143	6.961763	0.266534	5.03	Up	0.001624752	NM_004349	205529_s_at	Runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	Hs.368431	862	RUNX1T1
4.363787	0.127445	6.69233	0.314982	5.02	Up	0.002373456	AW085505	227198_at	AF4/FMR2 family, member 3	Hs.444414	3899	AFF3
4.432627	0.049207	6.741993	0.196776	4.96	Up	0.00033942	NM_005221	213707_s_at	Distal-less homeobox 5	Hs.99348	1749	DLX5
5.931233	0.100607	8.23668	0.074824	4.94	Up	5.15E-05	BF221850	242726_at	Acyl-CoA synthetase long-chain family member 3	Hs.471461	2181	ACSL3
4.891897	0.048566	7.194603	0.099748	4.93	Up	3.18E-05	AI796169	209603_at	GATA binding protein 3	Hs.524134	2625	GATA3
8.497687	0.132815	10.7953	0.135768	4.92	Up	0.000267835	H97931	212458_at	Sprouty-related, EVH1 domain containing 2	Hs.59332	200734	SPRED2
5.848927	0.043907	8.114737	0.071839	4.81	Up	1.13E-05	AI491983	228549_at	Transmembrane protein 63A	Hs.119387	9725	TMEM63A
4.85085	0.126735	7.07923	0.329243	4.69	Up	0.0032135	NM_032817	1553243_at	Inter-alpha (globulin) inhibitor H5	Hs.498586	80760	ITIH5
4.355803	0.131832	6.557047	0.274952	4.6	Up	0.001952682	AA243175	243811_at	Transcribed locus	Hs.86937	-	-
9.410787	0.15603	7.2172	0.252702	4.57	Down	0.00179148	NM_000216	205206_at	Kallmann syndrome 1 sequence	Hs.521869	3730	KAL1
9.56893	0.082733	11.746367	0.112646	4.52	Up	9.91E-05	D89053	201662_s_at	Acyl-CoA synthetase long-chain family member 3	Hs.471461	2181	ACSL3
6.497253	0.062654	8.669667	0.09602	4.51	Up	4.57E-05	NM_001976	204483_at	Enolase 3 (beta, muscle)	Hs.224171	2027	ENO3
7.689637	0.116126	9.861067	0.076771	4.5	Up	9.86E-05	BE855765	226989_at	RGM domain family, member B	Hs.526902	285704	RGMB
4.53709	0.010255	6.689537	0.091551	4.45	Up	1.99E-05	NM_016569	219682_s_at	T-box 3 (ulnar mammary syndrome)	Hs.129895	6926	TBX3
6.280277	0.144909	8.431257	0.207511	4.44	Up	0.001051275	AB007958	214833_at	Transmembrane protein 63A	Hs.119387	9725	TMEM63A
8.72177	0.170086	10.8583	0.181342	4.4	Up	0.001007559	AL525798	201660_at	Acyl-CoA synthetase long-chain family member 3	Hs.471461	2181	ACSL3
9.242487	0.143319	11.375533	0.197845	4.39	Up	0.000947968	D89053	201661_s_at	Acyl-CoA synthetase long-chain family member 3	Hs.471461	2181	ACSL3
3.8363	0.054591	5.953887	0.102469	4.34	Up	5.32E-05	AL833445	1560318_at	Rho GTPase activating protein 29	-	9411	-
6.58851	0.115957	4.472507	0.031258	4.33	Down	6.09E-05	AI066520	231385_at	Developmental pluripotency associated 3	Hs.131358	359787	DPPA3
8.888967	0.159704	6.788587	0.140617	4.29	Down	0.000591015	AI566130	230630_at	Transcribed locus	Hs.596190	-	-
9.399503	0.022184	7.307537	0.112823	4.26	Down	5.37E-05	NM_031283	221016_s_at	Transcription factor 7-like 1 (T-cell specific, HMG-box)	Hs.516297	83439	TCF7L1
6.525993	0.115639	8.605733	0.057535	4.23	Up	8.70E-05	BE965311	232269_x_at	Meteorin, glial cell differentiation regulator	Hs.533772	79006	METRN
5.37267	0.135124	7.44894	0.065912	4.22	Up	0.000159335	NM_001706	203140_at	B-cell CLL/lymphoma 6 (zinc finger protein 51)	Hs.478588	604	BCL6
4.841147	0.073058	6.912107	0.106888	4.2	Up	8.93E-05	AF177340	223509_at	Claudin 2	Hs.522746	9075	CLDN2
5.819433	0.041176	7.88716	0.227024	4.19	Up	0.000857747	NM_004067	207486_x_at	Chimerin (chimaerin) 2	Hs.151880	1124	CHN2
10.752267	0.154123	8.74399	0.119027	4.02	Down	0.000498748	AK026966	225342_at	Adenylate kinase 3-like 1	Hs.592601	205	AK3L1
7.2384	0.069104	9.237943	0.081117	4	Up	4.75E-05	AB037734	227282_at	Protocadherin 19	Hs.4993	57526	PCDH19
4.8968	0.121056	6.89244	0.144536	3.99	Up	0.000450791	AK092668	1558280_s_at	Rho GTPase activating protein 29	Hs.483238	9411	ARHGAP29
6.89418	0.028068	8.888117	0.030658	3.98	Up	1.13E-06	AF285167	203504_s_at	ATP-binding cassette, sub-family A (ABC1), member 1	Hs.429294	19	ABCA1
6.633427	0.151029	8.620083	0.209107	3.96	Up	0.001529217	NM_004750	206315_at	Cytokine receptor-like factor 1	Hs.114948	9244	CRLF1
4.968303	0.041321	6.950123	0.167061	3.95	Up	0.000324678	BF508948	214995_s_at	Apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F	Hs.441124	200316	APOBEC3F
7.20226	0.141318	9.17288	0.02363	3.92	Up	0.00016193	AU144140	233090_at	Glypican 6	Hs.444329	10082	GPC6
8.674827	0.097995	6.715123	0.137849	3.89	Down	0.000316971	NM_003385	203798_s_at	Visinin-like 1	Hs.444212	7447	VSNL1
7.669467	0.080378	5.72141	0.08651	3.86	Down	7.91E-05	NM_004321	203849_s_at	Kinesin family member 1A	Hs.516802	547	KIF1A
5.16122	0.120044	7.097397	0.040913	3.83	Up	0.000107366	NM_002656	207002_s_at	Pleiomorphic adenoma gene-like 1	Hs.444975	5325	PLAGL1
7.133277	0.103411	9.054223	0.023458	3.79	Up	5.46E-05	AF339813	232453_at	Glypican 6	Hs.444329	10082	GPC6
4.227013	0.078658	6.146227	0.134826	3.78	Up	0.000251353	NM_000231	207302_at	Sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein)	Hs.37167	6445	SGCG
3.78216	0.051508	5.696093	0.110744	3.77	Up	9.69E-05	NM_022469	220794_at	Gremlin 2, cysteine knot superfamily, homolog (Xenopus laevis)	Hs.98206	64388	GREM2
6.54975	0.090919	8.45849	0.027525	3.75	Up	3.62E-05	NM_024042	219051_x_at	Meteorin, glial cell differentiation regulator	Hs.533772	79006	METRN
9.26576	0.083075	11.174433	0.127446	3.75	Up	0.000232232	AI867198	213164_at	Mitochondrial ribosomal protein S6	Hs.302742	64968	MRPS6
8.51618	0.095486	6.613663	0.168156	3.74	Down	0.000598559	M10098	affx-humrge/m10098_m_at	-	-	-	-
4.012717	0.057567	5.908997	0.210242	3.72	Up	0.000961379	NM_004981	208359_s_at	Potassium inwardly-rectifying channel, subfamily J, member 4	Hs.32505	3761	KCNJ4
9.49956	0.034628	7.60582	0.136364	3.72	Down	0.000176251	AI554075	230423_at	Forkhead box D3	Hs.585161	27022	FOXD3
10.9429	0.127431	9.056383	0.077952	3.7	Down	0.000226342	NM_013410	204348_s_at	Adenylate kinase 3-like 1	Hs.10862	205	AK3L1
5.531737	0.049715	7.4011	0.175024	3.65	Up	0.00050608	BE044588	243191_at	-	-	-	-
6.17755	0.133808	8.043087	0.02186	3.64	Up	0.000161661	Z83838	37117_at	-	-	-	-
8.950567	0.046569	10.809533	0.056105	3.63	Up	1.41E-05	AL565381	227307_at	Transcribed locus	Hs.592575	-	-
9.464913	0.122262	7.6075	0.096727	3.62	Down	0.000284284	AI653169	204347_at	Transcribed locus	Hs.594853	-	-
8.552307	0.050397	10.405867	0.078486	3.61	Up	3.78E-05	AK024896	212944_at	Mitochondrial ribosomal protein S6	Hs.302742	64968	MRPS6
4.86005	0.165464	6.71324	0.472771	3.61	Up	0.02083913	AI479175	212353_at	Sulfatase 1	Hs.409602	23213	SULF1
3.893947	0.103223	5.744343	0.649204	3.61	Up	0.048077036	AA772920	242344_at	CDNA clone IMAGE:4814184	Hs.303527	-	-
5.79589	0.030515	7.63909	0.175114	3.59	Up	0.000488278	AL049245	1563357_at	MRNA; cDNA DKFZp564C203 (from clone DKFZp564C203)	Hs.638732	-	-
7.480293	0.032618	5.63938	0.089593	3.58	Down	4.24E-05	BC043407	1557369_a_at	Hypothetical protein LOC285401	Hs.211125	285401	LOC285401
5.476403	0.117611	7.311863	0.160658	3.57	Up	0.000769465	AI740914	230008_at	-	-	-	-
9.239003	0.006652	7.4303	0.097087	3.5	Down	4.93E-05	NM_002160	201645_at	Tenascin C (hexabrachion)	Hs.143250	3371	TNC
9.46671	0.025352	7.666907	0.040353	3.48	Down	2.94E-06	AA531023	229518_at	Family with sequence similarity 46, member B	Hs.632378	115572	FAM46B
4.10514	0.072513	5.902847	0.05938	3.48	Up	4.35E-05	AK021882	215506_s_at	DIRAS family, GTP-binding RAS-like 3	Hs.194695	9077	DIRAS3
7.24726	0.141705	5.454703	0.157716	3.46	Down	0.00107239	AA521018	236962_at	Polypyrimidine tract binding protein 2	Hs.591430	58155	PTBP2
9.608043	0.102792	11.400333	0.038357	3.46	Up	8.22E-05	NM_004815	203910_at	Rho GTPase activating protein 29	Hs.483238	9411	ARHGAP29
5.011653	0.084992	6.794887	0.186034	3.44	Up	0.000953192	AK000019	234269_at	Hypothetical protein LOC729045	Hs.211764	729045	LOC729045
7.90421	0.127349	9.686043	0.092633	3.44	Up	0.000347737	AF208043	208966_x_at	interferon, gamma-inducible protein 16	-	3428	-
6.781147	0.123399	8.550953	0.03915	3.41	Up	0.00016583	BG547855	209318_x_at	Pleiomorphic adenoma gene-like 1	Hs.444975	5325	PLAGL1
8.120703	0.125766	9.886833	0.102282	3.4	Up	0.000402955	AI161133	228819_at	Tetraspanin 18	Hs.385634	90139	TSPAN18
4.155417	0.038168	5.91305	0.059049	3.38	Up	1.52E-05	AU147152	233180_at	Ring finger protein 152	Hs.465316	220441	RNF152
4.665953	0.060051	6.4169	0.126969	3.37	Up	0.000238117	NM_006885	208033_s_at	AT-binding transcription factor 1	Hs.461285	463	ATBF1
6.533003	0.090747	4.82551	0.213422	3.27	Down	0.001813068	AI191118	217602_at	Peptidylprolyl isomerase A (cyclophilin A)	Hs.356331	5478	PPIA
5.399773	0.08776	7.1066	0.121022	3.26	Up	0.000335728	AA404273	228037_at	Retinoic acid receptor, alpha	Hs.137731	5914	RARA
10.4455	0.116136	8.739277	0.056347	3.26	Down	0.000189277	AW005982	224568_x_at	Metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	Hs.642877	378938	MALAT1
5.452623	0.075065	7.151267	0.312353	3.25	Up	0.006138203	X79990	205528_s_at	Runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	Hs.368431	862	RUNX1T1
4.647587	0.099488	6.345993	0.093976	3.25	Up	0.000242362	NM_000499	205749_at	Cytochrome P450, family 1, subfamily A, polypeptide 1	Hs.72912	1543	CYP1A1
6.837833	0.094025	5.14113	0.199842	3.24	Down	0.001543942	AY063451	1559470_at	D21S2088E	Hs.145622	266917	D21S2088E
7.730147	0.022357	9.423623	0.010322	3.23	Up	2.68E-07	AU153138	212622_at	Transmembrane protein 41B	Hs.594563	440026	TMEM41B
6.04175	0.091381	7.728723	0.147873	3.22	Up	0.000631081	NM_015366	205980_s_at	Proline rich 5 (renal)	Hs.102336	55615	PRR5
9.08796	0.04609	7.4052	0.144214	3.21	Down	0.000372808	AA521056	230180_at	-	-	-	-
9.42412	0.060601	7.74477	0.122117	3.2	Down	0.000249499	AK022686	216319_at	CDNA FLJ12624 fis, clone NT2RM4001754	Hs.636868	-	-
7.428643	0.065444	5.751047	0.07479	3.2	Down	7.22E-05	BC032716	1554887_at	-	-	-	-
6.594997	0.077411	8.26638	0.263497	3.19	Up	0.003685251	NM_030775	221029_s_at	Wingless-type MMTV integration site family, member 5B	Hs.306051	81029	WNT5B
4.240327	0.110779	5.909823	0.020866	3.18	Up	0.000121013	BF439063	229242_at	Transcribed locus	Hs.23349	-	-
5.876573	0.129325	7.53033	0.080565	3.15	Up	0.000408928	BF801735	238712_at	Forkhead box P1	Hs.431498	27086	FOXP1
7.850017	0.114967	9.503453	0.097254	3.15	Up	0.000390914	NM_005531	206332_s_at	Interferon, gamma-inducible protein 16	Hs.380250	3428	IFI16
8.2256	0.052611	9.87143	0.070378	3.13	Up	4.78E-05	AF285167	203505_at	ATP-binding cassette, sub-family A (ABC1), member 1	Hs.429294	19	ABCA1
9.286043	0.094734	7.641933	0.196923	3.13	Down	0.001670848	AW182459	235476_at	Beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)	Hs.212957	26229	B3GAT3
6.71746	0.052031	5.07528	0.106842	3.12	Down	0.000158955	AI961231	204529_s_at	Thymus high mobility group box protein TOX	Hs.491805	9760	TOX
5.598387	0.04921	7.238833	0.013356	3.12	Up	5.57E-06	AI056483	229901_at	Zinc finger protein 488	Hs.27788	118738	ZNF488
7.02554	0.088261	5.393037	0.118491	3.1	Down	0.0003815	BE551073	242870_at	Family with sequence similarity 80, member B	Hs.504670	57494	FAM80B
8.525743	0.108212	6.89469	0.038282	3.1	Down	0.000142429	BC000740	210381_s_at	Cholecystokinin B receptor	Hs.203	887	CCKBR
4.383507	0.061918	6.01298	0.319742	3.09	Up	0.007473132	AL832770	1559477_s_at	Meis1, myeloid ecotropic viral integration site 1 homolog (mouse)	-	4211	-
8.930423	0.098731	7.305333	0.170051	3.08	Down	0.001169603	NM_024504	220714_at	PR domain containing 14	Hs.287532	63978	PRDM14
5.061293	0.095734	6.67825	0.084095	3.07	Up	0.000222129	AW966474	227182_at	Sushi domain containing 3	Hs.88417	203328	SUSD3
4.96633	0.094445	6.578323	0.252799	3.06	Up	0.003946452	AI740629	232628_at	Family with sequence similarity 13, member A1	Hs.97270	10144	FAM13A1
4.36045	0.017579	5.971213	0.173639	3.05	Up	0.000765997	AA463626	229103_at	Wingless-type MMTV integration site family, member 3	Hs.445884	7473	WNT3
6.533923	0.098524	8.144073	0.058498	3.05	Up	0.000148805	NM_005132	218599_at	REC8-like 1 (yeast)	Hs.419259	9985	REC8L1
6.306173	0.087441	7.913547	0.202043	3.05	Up	0.00187123	BC002538	209722_s_at	Serpin peptidase inhibitor, clade B (ovalbumin), member 9	Hs.104879	5272	SERPINB9
7.360497	0.080508	8.96509	0.036444	3.04	Up	5.41E-05	AA675892	202704_at	Transducer of ERBB2, 1	Hs.531550	10140	TOB1
8.70887	0.097303	7.10982	0.204804	3.03	Down	0.002131868	BC002637	202479_s_at	Tribbles homolog 2 (Drosophila)	Hs.652175	28951	TRIB2
9.07615	0.076005	10.6733	0.084965	3.03	Up	0.000150581	D30751	211518_s_at	bone morphogenetic protein 4	-	652	-
7.65453	0.080086	6.062123	0.083279	3.02	Down	0.000160599	BC031871	1570169_at	CUB and Sushi multiple domains 2	Hs.127736	114784	CSMD2
11.009733	0.100834	9.423947	0.08517	3	Down	0.000275132	AF132202	223940_x_at	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	-	378938	-
7.736463	0.068725	9.31733	0.073955	2.99	Up	9.71E-05	BF508839	239907_at	Kazrin	Hs.368823	23254	KIAA1026
5.972857	0.046103	7.542333	0.033239	2.97	Up	1.02E-05	BF112171	213273_at	Odz, odd Oz/ten-m homolog 4 (Drosophila)	Hs.213087	26011	ODZ4
7.330603	0.046498	5.763227	0.027145	2.96	Down	8.29E-06	NM_015962	219927_at	Chromosome 14 open reading frame 111	Hs.579828	51077	C14orf111
9.91787	0.018539	8.35054	0.046888	2.96	Down	6.38E-06	AC_005378	215145_s_at	contactin associated protein-like 2	-	26047	-
7.129087	0.11854	5.563937	0.138074	2.96	Down	0.001004265	AI735586	229485_x_at	Hypothetical protein BC012029	Hs.370904	152573	LOC152573
5.40398	0.113692	6.965633	0.039536	2.95	Up	0.000203647	BF447246	213894_at	Thrombospondin, type I, domain containing 7A	Hs.120855	221981	THSD7A
5.806923	0.097539	7.36791	0.137139	2.95	Up	0.000751359	NM_021070	219922_s_at	Latent transforming growth factor beta binding protein 3	Hs.289019	4054	LTBP3
4.959393	0.145729	6.510523	0.023634	2.93	Up	0.000463994	BG402859	242738_s_at	-	-	-	-
6.081297	0.074778	4.53603	0.140405	2.92	Down	0.000628764	AF112857	211814_s_at	Cyclin E2	Hs.567387	9134	CCNE2
5.871177	0.168066	4.329043	0.041344	2.91	Down	0.000876997	BF002121	225937_at	Cut-like 1, CCAAT displacement protein (Drosophila)	Hs.191482	1523	CUTL1
5.439913	0.093209	6.980343	0.26639	2.91	Up	0.005476968	AI244908	227697_at	Suppressor of cytokine signaling 3	Hs.527973	9021	SOCS3
8.077443	0.036831	6.544083	0.153813	2.89	Down	0.000633546	AI768674	243610_at	Chromosome 9 open reading frame 135	Hs.444459	138255	C9orf135
6.916823	0.052298	8.44771	0.029806	2.89	Up	1.42E-05	NM_005585	207069_s_at	SMAD family member 6	Hs.153863	4091	SMAD6
5.38455	0.080609	6.910873	0.125522	2.88	Up	0.000514281	AB014605	209737_at	Membrane associated guanylate kinase, WW and PDZ domain containing 2	Hs.583235	9863	MAGI2
5.12312	0.034685	6.642617	0.088157	2.87	Up	8.84E-05	AL049377	1562684_at	SH3 domain binding glutamic acid-rich protein like 2	Hs.302772	83699	SH3BGRL2
5.45901	0.086318	6.977053	0.329157	2.86	Up	0.011151165	AA934610	227719_at	CDNA FLJ37828 fis, clone BRSSN2006575	Hs.595130	-	-
6.786617	0.071591	5.269107	0.129869	2.86	Down	0.000514002	BC004490	209189_at	V-fos FBJ murine osteosarcoma viral oncogene homolog	Hs.25647	2353	FOS
8.72421	0.111425	7.20806	0.293077	2.86	Down	0.008427383	AW292746	228098_s_at	Myosin regulatory light chain interacting protein	Hs.484738	29116	MYLIP
5.07488	0.182983	6.581473	0.195037	2.84	Up	0.004885554	AA406052	242042_s_at	Hypothetical LOC401022	Hs.98661	401022	LOC401022
7.42492	0.104002	8.931103	0.1969	2.84	Up	0.002492193	AA584310	225681_at	Collagen triple helix repeat containing 1	Hs.405614	115908	CTHRC1
6.72622	0.083254	5.2285	0.094054	2.82	Down	0.000283408	D26121	210172_at	Splicing factor 1	Hs.502829	7536	SF1
5.962763	0.089778	7.457147	0.045132	2.82	Up	0.000119045	AF026219	210762_s_at	Deleted in liver cancer 1	Hs.134296	10395	DLC1
8.633273	0.089558	7.139703	0.087494	2.82	Down	0.0002829	AF010601	205188_s_at	SMAD family member 5	Hs.167700	4090	SMAD5
7.662383	0.10111	9.153697	0.094316	2.81	Up	0.000419092	BF001714	203633_at	Carnitine palmitoyltransferase 1A (liver)	Hs.503043	1374	CPT1A
6.708067	0.062419	8.197937	0.082092	2.81	Up	0.000133443	AK027138	217047_s_at	Family with sequence similarity 13, member A1	Hs.97270	10144	FAM13A1
8.016013	0.128977	9.498567	0.085993	2.79	Up	0.000667739	BE500990	237710_at	-	-	-	-
5.46694	0.042522	6.94354	0.40683	2.78	Up	0.022559309	NM_002521	206801_at	Natriuretic peptide precursor B	Hs.219140	4879	NPPB
6.97649	0.022336	8.44821	0.251027	2.77	Up	0.004286624	AF144103	218002_s_at	Chemokine (C-X-C motif) ligand 14	Hs.483444	9547	CXCL14
4.50919	0.064193	5.97125	0.148801	2.76	Up	0.000835994	NM_022783	218858_at	DEP domain containing 6	Hs.112981	64798	DEPDC6
6.53269	0.141905	7.987177	0.102498	2.74	Up	0.001145923	AI683911	242452_at	WD repeat domain 86	Hs.647083	349136	WDR86
9.967593	0.155655	8.514823	0.088852	2.74	Down	0.001259408	AF039555	203797_at	Visinin-like 1	Hs.444212	7447	VSNL1
4.939443	0.154191	6.387923	0.24769	2.73	Up	0.007680927	AI693178	228101_at	MRNA; cDNA DKFZp761L1121 (from clone DKFZp761L1121)	Hs.171939	-	-
