Probesets	Symbol	Title
1451461_a_at	Aldoc	aldolase 3, C isoform
1451594_s_at	Serpinb6c	serine (or cysteine) peptidase inhibitor, clade B, member 6c
1451755_a_at	Apobec1	apolipoprotein B editing complex 1
1451782_a_at	Slc29a1	solute carrier family 29 (nucleoside transporters), member 1
1451843_a_at	Ggta1	glycoprotein galactosyltransferase alpha 1, 3
1452017_at	Sox15	SRY-box containing gene 15
1452242_at	Cep55	centrosomal protein 55
1452413_at	C230081A13Rik	RIKEN cDNA C230081A13 gene
1453011_at	Bdh2	3-hydroxybutyrate dehydrogenase, type 2
1453041_at	Trp53i5	Trp53 inducible protein 5
1453063_at	Cltb	clathrin, light polypeptide (Lcb)
1453127_at	Ppm1j	protein phosphatase 1J
1453442_at	2310043M15Rik	RIKEN cDNA 2310043M15 gene
1453558_at	4930504H06Rik	RIKEN cDNA 4930504H06 gene
1453628_s_at	Lrrc2	leucine rich repeat containing 2
1453783_at	Pura	purine rich element binding protein A
1454254_s_at	1600029D21Rik	RIKEN cDNA 1600029D21 gene
1455115_a_at	Crb3	crumbs homolog 3 (Drosophila)
1455186_a_at	1190003J15Rik	RIKEN cDNA 1190003J15 gene
1455214_at	Mitf	microphthalmia-associated transcription factor
1455338_at	A4galt	alpha 1,4-galactosyltransferase
1455399_at	Cnksr1; LOC637116	connector enhancer of kinase suppressor of Ras 1; similar to connector enhanc...
1455604_at	Fzd5	frizzled homolog 5 (Drosophila)
1456242_at	Esgp	embryonic stem cell- and germ cell-specific protein
1457435_x_at	Myom2	myomesin 2
1460180_at	Hexb	hexosaminidase B
1460223_a_at		erythrocyte protein band 4.9
1460227_at	Timp1	tissue inhibitor of metalloproteinase 1
1460229_at	Stag3	stromal antigen 3
1460242_at	Cd55	CD55 antigen
1460471_at	2410146L05Rik	RIKEN cDNA 2410146L05 gene
1460512_a_at	4930558O21Rik	RIKEN cDNA 4930558O21 gene
1460605_at	Crxos1	Crx opposite strand transcript 1
1460700_at	Stat3	signal transducer and activator of transcription 3
1460740_at	Cltb	clathrin, light polypeptide (Lcb)
