Grp1 Mean	Grp1 SEM	Grp2 Mean	Grp2 SEM	Ratio	Direction	p-value	Gene Identifier	Other ID	Gene Name	UG Cluster	LocusLink	Gene ID
4.53709	0.010255	7.709393	0.345092	9.01	Up	0.00077915	NM_016569	219682_s_at	T-box 3 (ulnar mammary syndrome)	Hs.129895	6926	TBX3
4.083077	0.092402	7.252287	0.372891	9	Up	0.001177733	N21127	227049_at	Transcribed locus	Hs.465433	-	-
4.21937	0.054831	7.372953	0.951856	8.9	Up	0.029720973	NM_019885	219825_at	Cytochrome P450, family 26, subfamily B, polypeptide 1	Hs.91546	56603	CYP26B1
4.010433	0.066682	7.163177	0.267222	8.89	Up	0.000332336	BE675324	242598_at	Src kinase associated phosphoprotein 2	Hs.200770	8935	SKAP2
4.363787	0.127445	7.49296	0.147199	8.75	Up	8.77E-05	AW085505	227198_at	AF4/FMR2 family, member 3	Hs.444414	3899	AFF3
4.50919	0.064193	7.624437	0.455404	8.67	Up	0.002478856	NM_022783	218858_at	DEP domain containing 6	Hs.112981	64798	DEPDC6
8.305707	0.140583	11.411433	0.204169	8.61	Up	0.000233508	NM_006681	206023_at	Neuromedin U	Hs.418367	10874	NMU
7.5123	0.121847	10.607767	0.231888	8.55	Up	0.000293545	NM_002178	203851_at	Insulin-like growth factor binding protein 6	Hs.274313	3489	IGFBP6
4.631827	0.153143	7.71101	0.177317	8.45	Up	0.00019359	NM_004349	205529_s_at	Runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	Hs.368431	862	RUNX1T1
6.68025	0.107732	9.750453	0.080898	8.4	Up	2.20E-05	BF512846	236168_at	Acyl-CoA synthetase long-chain family member 3	Hs.471461	2181	ACSL3
5.761857	0.07967	8.817673	0.030705	8.32	Up	3.64E-06	AI288759	226137_at	AT-binding transcription factor 1	Hs.461285	463	ATBF1
9.42412	0.060601	6.369723	0.086434	8.31	Down	8.49E-06	AK022686	216319_at	CDNA FLJ12624 fis, clone NT2RM4001754	Hs.636868	-	-
8.334993	0.06145	5.315937	0.603348	8.11	Down	0.007607677	NM_004744	220317_at	Lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)	Hs.148830	9227	LRAT
3.893947	0.103223	6.89927	0.485256	8.03	Up	0.003748524	AA772920	242344_at	CDNA clone IMAGE:4814184	Hs.303527	-	-
4.539093	0.046732	7.53953	0.326774	8	Up	0.000812326	NM_024972	220898_at	-	-	-	-
8.888967	0.159704	5.89092	0.108908	7.99	Down	0.000100884	AI566130	230630_at	Transcribed locus	Hs.596190	-	-
5.996837	0.129758	8.99213	0.350151	7.97	Up	0.001310623	AW246673	221766_s_at	Family with sequence similarity 46, member A	Hs.10784	55603	FAM46A
5.061293	0.095734	8.041747	0.372384	7.89	Up	0.00149233	AW966474	227182_at	Sushi domain containing 3	Hs.88417	203328	SUSD3
10.752267	0.154123	7.80875	0.047542	7.69	Down	5.30E-05	AK026966	225342_at	Adenylate kinase 3-like 1	Hs.592601	205	AK3L1
9.49956	0.034628	6.640263	0.212273	7.26	Down	0.000185054	AI554075	230423_at	Forkhead box D3	Hs.585161	27022	FOXD3
5.931233	0.100607	8.787327	0.087105	7.24	Up	2.79E-05	BF221850	242726_at	Acyl-CoA synthetase long-chain family member 3	Hs.471461	2181	ACSL3
8.00681	0.153106	5.19717	0.190684	7.01	Down	0.00032761	BF056092	242629_at	RAB3B, member RAS oncogene family	Hs.123072	5865	RAB3B
10.890633	0.075924	13.663667	0.09815	6.84	Up	2.37E-05	NM_001878	202575_at	Cellular retinoic acid binding protein 2	Hs.405662	1382	CRABP2
4.68916	0.079002	7.45589	0.548567	6.81	Up	0.007532691	NM_020632	220197_at	ATPase, H+ transporting, lysosomal V0 subunit a4	Hs.98967	50617	ATP6V0A4
9.46671	0.025352	6.700037	0.235748	6.81	Down	0.000308408	AA531023	229518_at	Family with sequence similarity 46, member B	Hs.632378	115572	FAM46B
9.410787	0.15603	6.647117	0.097722	6.79	Down	0.000114745	NM_000216	205206_at	Kallmann syndrome 1 sequence	Hs.521869	3730	KAL1
9.464913	0.122262	6.702433	0.146105	6.79	Down	0.000131521	AI653169	204347_at	Transcribed locus	Hs.594853	-	-
4.665953	0.060051	7.427557	0.068578	6.78	Up	7.07E-06	NM_006885	208033_s_at	AT-binding transcription factor 1	Hs.461285	463	ATBF1
4.968303	0.041321	7.7205	0.245602	6.74	Up	0.000381292	BF508948	214995_s_at	Apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F	Hs.441124	200316	APOBEC3F
6.279457	0.134845	9.01893	0.118249	6.68	Up	0.000107145	T68858	238032_at	Dehydrogenase/reductase (SDR family) member 3	Hs.289347	9249	DHRS3
10.9429	0.127431	8.229497	0.106705	6.56	Down	8.24E-05	NM_013410	204348_s_at	Adenylate kinase 3-like 1	Hs.10862	205	AK3L1
11.183667	0.086887	8.493037	0.178015	6.46	Down	0.000170072	AF000381	211074_at	folate receptor 1 (adult)	-	2348	-
4.959393	0.145729	7.649313	0.069601	6.45	Up	7.61E-05	BG402859	242738_s_at	-	-	-	-
6.280277	0.144909	8.931083	0.12144	6.28	Up	0.000150146	AB007958	214833_at	Transmembrane protein 63A	Hs.119387	9725	TMEM63A
8.06692	0.052029	10.712037	0.392938	6.26	Up	0.002620563	NM_006984	205328_at	Claudin 10	Hs.534377	9071	CLDN10
3.8363	0.054591	6.474767	0.163137	6.23	Up	0.000105424	AL833445	1560318_at	Rho GTPase activating protein 29	-	9411	-
9.242487	0.143319	11.865333	0.076509	6.16	Up	8.61E-05	D89053	201661_s_at	Acyl-CoA synthetase long-chain family member 3	Hs.471461	2181	ACSL3
4.647587	0.099488	7.257207	0.140749	6.1	Up	0.000110935	NM_000499	205749_at	Cytochrome P450, family 1, subfamily A, polypeptide 1	Hs.72912	1543	CYP1A1
9.56893	0.082733	12.174267	0.021172	6.09	Up	6.88E-06	D89053	201662_s_at	Acyl-CoA synthetase long-chain family member 3	Hs.471461	2181	ACSL3
5.848927	0.043907	8.44441	0.193443	6.04	Up	0.000196972	AI491983	228549_at	Transmembrane protein 63A	Hs.119387	9725	TMEM63A
5.545907	0.131223	8.13217	0.057146	6.01	Up	5.51E-05	AI806984	203749_s_at	Retinoic acid receptor, alpha	Hs.137731	5914	RARA
4.432627	0.049207	7.016457	0.355533	6	Up	0.001973312	NM_005221	213707_s_at	Distal-less homeobox 5	Hs.99348	1749	DLX5
7.133277	0.103411	9.714797	0.039411	5.99	Up	2.00E-05	AF339813	232453_at	Glypican 6	Hs.444329	10082	GPC6
5.452623	0.075065	8.030763	0.18982	5.97	Up	0.000226238	X79990	205528_s_at	Runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	Hs.368431	862	RUNX1T1
7.20226	0.141318	9.77578	0.021699	5.95	Up	5.60E-05	AU144140	233090_at	Glypican 6	Hs.444329	10082	GPC6
5.39185	0.084553	7.937817	0.282745	5.84	Up	0.000992622	AI760132	226096_at	Fibronectin type III domain containing 5	Hs.524234	252995	FNDC5
3.99293	0.165018	6.53096	0.171362	5.81	Up	0.000437234	N69091	228863_at	Protocadherin 17	Hs.106511	27253	PCDH17
7.428643	0.065444	4.893283	0.100753	5.8	Down	2.98E-05	BC032716	1554887_at	-	-	-	-
6.679937	0.169136	9.202303	0.126318	5.75	Up	0.000281101	NM_022003	217897_at	FXYD domain containing ion transport regulator 6	Hs.635508	53826	FXYD6
6.58851	0.115957	4.07531	0.081745	5.71	Down	5.97E-05	AI066520	231385_at	Developmental pluripotency associated 3	Hs.131358	359787	DPPA3
5.819433	0.041176	8.328993	0.046896	5.69	Up	2.29E-06	NM_004067	207486_x_at	Chimerin (chimaerin) 2	Hs.151880	1124	CHN2
6.633427	0.151029	9.138	0.295773	5.67	Up	0.001655903	NM_004750	206315_at	Cytokine receptor-like factor 1	Hs.114948	9244	CRLF1
4.33352	0.101393	6.838073	0.364601	5.67	Up	0.002702919	BF591611	227978_s_at	Zinc binding alcohol dehydrogenase, domain containing 2	Hs.591065	284273	ZADH2
7.071243	0.111932	9.573633	0.390098	5.67	Up	0.003512272	BG290193	222760_at	Zinc finger protein 703	Hs.288042	80139	ZNF703
6.819943	0.033708	9.315277	0.087936	5.64	Up	1.21E-05	NM_004753	202481_at	Dehydrogenase/reductase (SDR family) member 3	Hs.289347	9249	DHRS3
3.78216	0.051508	6.245467	0.593274	5.51	Up	0.014417525	NM_022469	220794_at	Gremlin 2, cysteine knot superfamily, homolog (Xenopus laevis)	Hs.98206	64388	GREM2
4.841147	0.073058	7.275047	0.347541	5.4	Up	0.002372833	AF177340	223509_at	Claudin 2	Hs.522746	9075	CLDN2
3.728683	0.084327	6.157417	0.561511	5.38	Up	0.012874336	NM_013314	207655_s_at	B-cell linker	Hs.444049	29760	BLNK
3.927857	0.089138	6.344583	0.693883	5.34	Up	0.025947242	W60595	215702_s_at	Cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)	Hs.489786	1080	CFTR
5.03189	0.175129	7.43326	0.224972	5.28	Up	0.001087831	AK026815	212327_at	DKFZP686A01247 hypothetical protein	Hs.335163	22998	DKFZP686A01247
5.876573	0.129325	8.2714	0.150828	5.26	Up	0.000271649	BF801735	238712_at	Forkhead box P1	Hs.431498	27086	FOXP1
8.497687	0.132815	10.883033	0.157769	5.22	Up	0.000319166	H97931	212458_at	Sprouty-related, EVH1 domain containing 2	Hs.59332	200734	SPRED2
5.10874	0.157343	7.48077	0.346091	5.18	Up	0.003362644	BC033780	1554239_s_at	Zinc binding alcohol dehydrogenase, domain containing 2	Hs.591065	284273	ZADH2
5.93872	0.117542	8.295253	0.393329	5.12	Up	0.004563044	AI986192	242814_at	Serpin peptidase inhibitor, clade B (ovalbumin), member 9	Hs.104879	5272	SERPINB9
9.967593	0.155655	7.611877	0.14176	5.12	Down	0.000363217	AF039555	203797_at	Visinin-like 1	Hs.444212	7447	VSNL1
8.72177	0.170086	11.056433	0.039838	5.04	Up	0.000181252	AL525798	201660_at	Acyl-CoA synthetase long-chain family member 3	Hs.471461	2181	ACSL3
9.91787	0.018539	7.590417	0.118135	5.02	Down	4.11E-05	AC_005378	215145_s_at	contactin associated protein-like 2	-	26047	-
8.64942	0.156379	6.38864	0.386798	4.79	Down	0.00562164	BF057731	239975_at	Major histocompatibility complex, class II, DP beta 1	Hs.485130	3115	HLA-DPB1
6.71746	0.052031	4.47566	0.393158	4.73	Down	0.00482536	AI961231	204529_s_at	Thymus high mobility group box protein TOX	Hs.491805	9760	TOX
6.533923	0.098524	8.765133	0.16105	4.7	Up	0.000293434	NM_005132	218599_at	REC8-like 1 (yeast)	Hs.419259	9985	REC8L1
8.70887	0.097303	6.485463	0.380066	4.67	Down	0.004780634	BC002637	202479_s_at	Tribbles homolog 2 (Drosophila)	Hs.652175	28951	TRIB2
6.786617	0.071591	4.586063	0.144145	4.6	Down	0.000165727	BC004490	209189_at	V-fos FBJ murine osteosarcoma viral oncogene homolog	Hs.25647	2353	FOS
4.891897	0.048566	7.090333	0.127452	4.59	Up	8.67E-05	AI796169	209603_at	GATA binding protein 3	Hs.524134	2625	GATA3
9.239003	0.006652	7.04834	0.250568	4.57	Down	0.000944449	NM_002160	201645_at	Tenascin C (hexabrachion)	Hs.143250	3371	TNC
12.4371	0.150965	10.25489	0.424032	4.54	Down	0.00835008	AF311912	223122_s_at	Secreted frizzled-related protein 2	Hs.481022	6423	SFRP2
7.689637	0.116126	9.870657	0.08232	4.53	Up	0.000105837	BE855765	226989_at	RGM domain family, member B	Hs.526902	285704	RGMB
5.96384	0.076081	8.135277	0.524815	4.5	Up	0.014917331	NM_016633	219672_at	Erythroid associated factor	Hs.274309	51327	ERAF
6.837833	0.094025	4.669897	0.413723	4.49	Down	0.006935285	AY063451	1559470_at	D21S2088E	Hs.145622	266917	D21S2088E
4.155417	0.038168	6.31235	0.282847	4.46	Up	0.001642926	AU147152	233180_at	Ring finger protein 152	Hs.465316	220441	RNF152
8.51618	0.095486	6.360827	0.163637	4.45	Down	0.000340477	M10098	affx-humrge/m10098_m_at	-	-	-	-
6.497253	0.062654	8.646243	0.236746	4.44	Up	0.000929922	NM_001976	204483_at	Enolase 3 (beta, muscle)	Hs.224171	2027	ENO3
5.069343	0.037117	7.21314	0.213325	4.42	Up	0.000584139	BF591611	227977_at	Zinc binding alcohol dehydrogenase, domain containing 2	Hs.591065	284273	ZADH2
4.85085	0.126735	6.98671	0.449499	4.39	Up	0.010234881	NM_032817	1553243_at	Inter-alpha (globulin) inhibitor H5	Hs.498586	80760	ITIH5
6.306173	0.087441	8.433783	0.361433	4.37	Up	0.004618002	BC002538	209722_s_at	Serpin peptidase inhibitor, clade B (ovalbumin), member 9	Hs.104879	5272	SERPINB9
6.525993	0.115639	8.647693	0.160273	4.35	Up	0.000426739	BE965311	232269_x_at	Meteorin, glial cell differentiation regulator	Hs.533772	79006	METRN
7.24726	0.141705	5.12895	0.062166	4.34	Down	0.00016494	AA521018	236962_at	Polypyrimidine tract binding protein 2	Hs.591430	58155	PTBP2
8.277263	0.106847	10.389067	0.0892	4.32	Up	0.000110016	NM_002899	203423_at	Retinol binding protein 1, cellular	Hs.529571	5947	RBP1
8.959083	0.032929	6.85083	0.451308	4.31	Down	0.0095964	NM_057162	1553027_a_at	Kelch-like 4 (Drosophila)	Hs.49075	56062	KLHL4
7.2384	0.069104	9.34651	0.316861	4.31	Up	0.002889503	AB037734	227282_at	Protocadherin 19	Hs.4993	57526	PCDH19
6.533003	0.090747	4.430297	0.105236	4.3	Down	0.000111186	AI191118	217602_at	Peptidylprolyl isomerase A (cyclophilin A)	Hs.356331	5478	PPIA
9.08796	0.04609	6.988247	0.032011	4.29	Down	3.05E-06	AA521056	230180_at	-	-	-	-
4.43324	0.061457	6.528747	0.183149	4.27	Up	0.000409895	AU119437	227289_at	Protocadherin 17	Hs.106511	27253	PCDH17
3.888957	0.136472	5.95732	0.481586	4.19	Up	0.014468155	AW510657	228904_at	Homeobox B5	Hs.98428	3215	HOXB5
9.49253	0.170931	7.434427	0.433458	4.16	Down	0.011537115	BF062139	206653_at	Polymerase (RNA) III (DNA directed) polypeptide G (32kD)	Hs.282387	10622	POLR3G
5.60351	0.067025	7.655293	0.172698	4.15	Up	0.000377919	NM_014459	205656_at	protocadherin 17	-	27253	-
9.399503	0.022184	7.36473	0.420894	4.1	Down	0.008475377	NM_031283	221016_s_at	Transcription factor 7-like 1 (T-cell specific, HMG-box)	Hs.516297	83439	TCF7L1
9.672627	0.062585	7.638607	0.074454	4.1	Down	3.09E-05	AB020675	219300_s_at	Contactin associated protein-like 2	Hs.190621	26047	CNTNAP2
4.626447	0.0282	6.65691	0.416681	4.09	Up	0.008268375	AA211909	228737_at	Chromosome 20 open reading frame 100	Hs.26608	84969	C20orf100
5.241747	0.096374	7.25915	0.2314	4.05	Up	0.001294026	NM_024064	218764_at	protein kinase C, eta	-	5583	-
4.609477	0.112054	6.621233	0.137979	4.03	Up	0.000347374	AW004714	242450_at	Transcribed locus	Hs.607986	-	-
8.72421	0.111425	6.713237	0.394142	4.03	Down	0.007987981	AW292746	228098_s_at	Myosin regulatory light chain interacting protein	Hs.484738	29116	MYLIP
8.317023	0.096674	6.310283	0.293636	4.02	Down	0.002904327	AW274018	231192_at	Endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 7	Hs.527909	23566	EDG7
4.21386	0.034243	6.208843	0.462299	3.99	Up	0.012609999	NM_021951	220493_at	Doublesex and mab-3 related transcription factor 1	Hs.98586	1761	DMRT1
7.480293	0.032618	5.492457	0.110759	3.97	Down	6.68E-05	BC043407	1557369_a_at	Hypothetical protein LOC285401	Hs.211125	285401	LOC285401
8.689033	0.170297	10.675	0.279857	3.96	Up	0.003738408	NM_021076	204412_s_at	Neurofilament, heavy polypeptide 200kDa	Hs.198760	4744	NEFH
5.79589	0.030515	7.768227	0.274998	3.92	Up	0.002047593	AL049245	1563357_at	MRNA; cDNA DKFZp564C203 (from clone DKFZp564C203)	Hs.638732	-	-
6.49407	0.05837	8.45879	0.104995	3.9	Up	8.18E-05	AI651255	227059_at	Glypican 6	Hs.444329	10082	GPC6
6.54975	0.090919	8.513123	0.197354	3.9	Up	0.00083108	NM_024042	219051_x_at	Meteorin, glial cell differentiation regulator	Hs.533772	79006	METRN
5.16122	0.120044	7.115767	0.410803	3.88	Up	0.010285134	NM_002656	207002_s_at	Pleiomorphic adenoma gene-like 1	Hs.444975	5325	PLAGL1
7.802653	0.025137	5.848587	0.067027	3.87	Down	1.07E-05	BE677131	204671_s_at	Ankyrin repeat domain 6	Hs.651107	22881	ANKRD6
10.1695	0.050173	8.2192	0.134007	3.86	Down	0.000167796	AF232772	223541_at	Hyaluronan synthase 3	Hs.592069	3038	HAS3
10.478067	0.021685	8.534837	0.162954	3.85	Down	0.00029317	AW594320	228245_s_at	Ovostatin 2	Hs.524331	144203	OVOS2
3.971573	0.071613	5.91399	0.261762	3.84	Up	0.002016492	AA927670	239519_at	Neuropilin 1	Hs.131704	8829	NRP1
8.950567	0.046569	10.892233	0.092672	3.84	Up	4.79E-05	AL565381	227307_at	Transcribed locus	Hs.592575	-	-
4.355803	0.131832	6.292837	0.060098	3.83	Up	0.000180992	AA243175	243811_at	Transcribed locus	Hs.86937	-	-
8.412213	0.085725	6.478493	0.416569	3.82	Down	0.01044343	NM_024709	218546_at	Chromosome 1 open reading frame 115	Hs.519839	79762	C1orf115
7.508537	0.112022	5.575313	0.65466	3.82	Down	0.04364693	AL137427	1564964_at	MRNA; cDNA DKFZp761M2323 (from clone DKFZp761M2323)	Hs.545091	-	-
5.680967	0.134894	7.613077	0.657144	3.82	Up	0.045008197	NM_005634	1553802_a_at	SRY (sex determining region Y)-box 3	Hs.157429	6658	SOX3
4.86005	0.165464	6.78707	0.313575	3.8	Up	0.005561138	AI479175	212353_at	Sulfatase 1	Hs.409602	23213	SULF1
4.11238	0.076376	6.03798	0.309925	3.8	Up	0.003806054	NM_024812	218899_s_at	Brain and acute leukemia, cytoplasmic	Hs.533446	79870	BAALC
9.492833	0.027533	11.416333	0.080607	3.79	Up	2.28E-05	NM_013328	231715_s_at	Pyrroline-5-carboxylate reductase family, member 2	Hs.520187	29920	PYCR2
4.60229	0.079007	6.502357	0.136909	3.73	Up	0.0002746	AL359599	215828_at	AT-binding transcription factor 1	Hs.461285	463	ATBF1
7.877687	0.143892	5.98049	0.207292	3.72	Down	0.001675253	AF270513	224374_s_at	Elastin microfibril interfacer 2	Hs.532815	84034	EMILIN2
7.034227	0.023605	5.138717	0.186305	3.72	Down	0.000542104	BI869014	1560019_at	Discs, large (Drosophila) homolog-associated protein 1	Hs.627200	9229	DLGAP1
5.426163	0.105249	7.32073	0.154442	3.72	Up	0.000533136	AI732568	240666_at	Forkhead box P1	Hs.431498	27086	FOXP1
8.21007	0.133768	6.31578	0.393602	3.72	Down	0.010364435	AL540045	228422_at	Lipoma HMGIC fusion partner-like 4	Hs.56782	375323	LHFPL4
5.37267	0.135124	7.26519	0.12883	3.71	Up	0.000533175	NM_001706	203140_at	B-cell CLL/lymphoma 6 (zinc finger protein 51)	Hs.478588	604	BCL6
7.42492	0.104002	9.317407	0.127624	3.71	Up	0.000326962	AA584310	225681_at	Collagen triple helix repeat containing 1	Hs.405614	115908	CTHRC1
7.394403	0.159882	9.285643	0.109086	3.71	Up	0.000614628	AW451711	217617_at	Pre-B-cell leukemia transcription factor 1	Hs.493096	5087	PBX1
6.781147	0.123399	8.66596	0.461665	3.69	Up	0.016900408	BG547855	209318_x_at	Pleiomorphic adenoma gene-like 1	Hs.444975	5325	PLAGL1
5.806923	0.097539	7.691547	0.412669	3.69	Up	0.011294991	NM_021070	219922_s_at	Latent transforming growth factor beta binding protein 3	Hs.289019	4054	LTBP3
6.847	0.135579	4.97653	0.081368	3.66	Down	0.000292347	AB019490	215342_s_at	RAB GTPase activating protein 1-like	-	9910	-
7.968327	0.054479	6.099603	0.067268	3.65	Down	2.72E-05	NM_001243	206729_at	Tumor necrosis factor receptor superfamily, member 8	Hs.1314	943	TNFRSF8
4.83319	0.028032	6.697727	0.269536	3.64	Up	0.002338132	AW452918	227845_s_at	Src homology 2 domain containing transforming protein D	Hs.7423	56961	SHD
7.351477	0.162261	5.495577	0.435793	3.62	Down	0.016251282	BF672169	230195_at	Hypothetical protein (ORF1), clone 00275	Hs.152129	-	-
8.060633	0.101228	6.206737	0.205911	3.61	Down	0.001274825	NM_152335	1552400_a_at	Chromosome 15 open reading frame 27	Hs.631721	123591	C15orf27
7.74698	0.009556	5.893943	0.194763	3.61	Down	0.000684435	N36770	221563_at	Dual specificity phosphatase 10	Hs.497822	11221	DUSP10
8.633273	0.089558	6.782577	0.147297	3.61	Down	0.00042669	AF010601	205188_s_at	SMAD family member 5	Hs.167700	4090	SMAD5
7.330603	0.046498	5.482253	0.125867	3.6	Down	0.000160943	NM_015962	219927_at	Chromosome 14 open reading frame 111	Hs.579828	51077	C14orf111
5.439913	0.093209	7.287727	0.192996	3.6	Up	0.000995017	AI244908	227697_at	Suppressor of cytokine signaling 3	Hs.527973	9021	SOCS3
8.930423	0.098731	7.085003	0.472255	3.59	Down	0.018698302	NM_024504	220714_at	PR domain containing 14	Hs.287532	63978	PRDM14
4.36397	0.089369	6.204677	0.336159	3.58	Up	0.006120679	BG168924	234977_at	Zinc binding alcohol dehydrogenase, domain containing 2	Hs.591065	284273	ZADH2
8.595587	0.139759	10.435067	0.220663	3.58	Up	0.002142993	BC001193	221582_at	histone cluster 3, H2a	-	92815	-
8.72608	0.046485	10.564867	0.10037	3.58	Up	7.67E-05	AL561868	224855_at	Pyrroline-5-carboxylate reductase family, member 2	Hs.520187	29920	PYCR2
