EGID	SYMBOL	GENENAME	ID	logFC	AveExpr	t	P.Value	adj.P.Val
509	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	214132_at	1.12	6.11	5.84	0	0
23523	CABIN1	calcineurin binding protein 1	1557580_at	1.24	5.08	5.81	0	0
1299	COL9A3	collagen, type IX, alpha 3	204724_s_at	3.71	4.52	5.81	0	0
2820	GPD2	glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	225447_at	5.5	6.88	5.8	0	0
23396	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase, type I, gamma	212518_at	1.05	7.08	5.76	0	0
132946	ARL9	ADP-ribosylation factor-like 9	229062_at	2.24	4.94	5.71	0	0
4249	MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase	215528_at	2.58	6.52	5.7	0	0
9282	MED14	mediator complex subunit 14	1569449_a_at	1.05	4.06	5.67	0	0
283131	TncRNA	trophoblast-derived noncoding RNA	234989_at	4.11	5.99	5.67	0	0
4986	OPRK1	opioid receptor, kappa 1	207553_at	2.37	4.2	5.67	0	0
8028	MLLT10	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	243003_at	1.71	7.2	5.66	0	0
57007	CXCR7	chemokine (C-X-C motif) receptor 7	212977_at	4.89	4.31	5.66	0	0
5256	PHKA2	phosphorylase kinase, alpha 2 (liver)	209439_s_at	1	7.49	5.65	0	0
8897	MTMR3	myotubularin related protein 3	240271_at	1.86	5.15	5.64	0	0
54875	CNTLN	centlein, centrosomal protein	220095_at	2.11	5.27	5.63	0	0
9945	GFPT2	glutamine-fructose-6-phosphate transaminase 2	205100_at	1.36	4.29	5.62	0	0
9509	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif, 2	236901_at	3.41	3.99	5.61	0	0
4666	NACA	nascent polypeptide-associated complex alpha subunit	222018_at	1.21	7.12	5.6	0	0
7153	TOP2A	topoisomerase (DNA) II alpha 170kDa	237469_at	1.51	5.43	5.6	0	0
5164	PDK2	pyruvate dehydrogenase kinase, isozyme 2	202590_s_at	1.09	5.94	5.6	0	0
2990	GUSB	glucuronidase, beta	202605_at	1.08	9.67	5.59	0	0
55857	C20orf19	chromosome 20 open reading frame 19	228290_at	1.67	5.9	5.58	0	0
220	ALDH1A3	aldehyde dehydrogenase 1 family, member A3	203180_at	2.2	4.16	5.57	0	0
26048	ZNF500	zinc finger protein 500	213641_at	1.29	5.67	5.56	0	0
64405	CDH22	cadherin-like 22	215181_at	1.4	6.36	5.53	0	0
83666	PARP9	poly (ADP-ribose) polymerase family, member 9	223220_s_at	2.14	4.77	5.52	0	0
140901	STK35	serine/threonine kinase 35	1562505_at	1.86	5.15	5.5	0	0
23353	UNC84A	unc-84 homolog A (C. elegans)	206487_at	1.49	6.19	5.49	0	0
440995	LOC440995	hypothetical gene supported by BC034933; BC068085	235911_at	2.9	6.99	5.48	0	0
84186	ZCCHC7	zinc finger, CCHC domain containing 7	230332_at	1.71	7.82	5.47	0	0
23654	PLXNB2	plexin B2	208890_s_at	2.32	7.55	5.46	0	0
22903	BTBD3	BTB (POZ) domain containing 3	243461_at	1.77	5.86	5.46	0	0
4241	MFI2	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5	243629_x_at	1.58	6.72	5.45	0	0
8651	SOCS1	suppressor of cytokine signaling 1	210001_s_at	2.94	4.6	5.44	0	0
283666	LOC283666	hypothetical LOC283666	235567_at	1.67	4.03	5.43	0	0
150368	FAM109B	family with sequence similarity 109, member B	226504_at	1.79	4.84	5.41	0	0
80325	ABTB1	ankyrin repeat and BTB (POZ) domain containing 1	229164_s_at	1.99	6.12	5.4	0	0
11030	RBPMS	RNA binding protein with multiple splicing	241897_at	1.03	3.51	5.39	0	0
10048	RANBP9	RAN binding protein 9	242143_at	1.44	6.89	5.38	0	0
54549	SDK2	sidekick homolog 2 (chicken)	242064_at	3.22	7.32	5.37	0	0
56961	SHD	Src homology 2 domain containing transforming protein D	227845_s_at	2.47	4.43	5.37	0	0
283120	H19	H19, imprinted maternally expressed transcript	224997_x_at	4.96	4.61	5.37	0	0
6670	SP3	Sp3 transcription factor	232529_at	1.78	6.1	5.37	0	0
4842	NOS1	nitric oxide synthase 1 (neuronal)	239132_at	2	3.33	5.36	0	0
64773	FAM113A	family with sequence similarity 113, member A	231965_at	1.03	4.05	5.36	0	0
162494	RHBDL3	rhomboid, veinlet-like 3 (Drosophila)	233409_at	2.03	6.07	5.35	0	0
2966	GTF2H2	general transcription factor IIH, polypeptide 2, 44kDa	215470_at	2.21	7.69	5.35	0	0
758	MPPED1	metallophosphoesterase domain containing 1	206436_at	1.47	5.24	5.34	0	0
899	CCNF	cyclin F	1559936_at	1.33	3.59	5.33	0	0
10013	HDAC6	histone deacetylase 6	206846_s_at	1.37	7.94	5.32	0	0
6468	FBXW4	F-box and WD repeat domain containing 4	221519_at	1.25	6.71	5.3	0	0
6095	RORA	RAR-related orphan receptor A	1562529_s_at	2.06	5.21	5.28	0	0
8906	AP1G2	adaptor-related protein complex 1, gamma 2 subunit	201613_s_at	1.81	7.93	5.28	0	0
493754	LOC493754	RAB guanine nucleotide exchange factor (GEF) 1 pseudogene	1569296_a_at	1.25	4.88	5.28	0	0
9378	NRXN1	neurexin 1	233424_at	3.16	6.78	5.26	0	0
83541	FAM110A	family with sequence similarity 110, member A	226584_s_at	2.45	6.25	5.26	0	0
57506	VISA	virus-induced signaling adapter	226495_at	1.07	8.15	5.25	0	0
84901	NFATC2IP	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein	217526_at	1.38	8.23	5.24	0	0
23008	KIAA0265	KIAA0265 protein	238000_at	1.57	5.42	5.24	0	0
84628	NTNG2	netrin G2	233072_at	1.75	4.9	5.22	0	0
158947	ARMCX4	armadillo repeat containing, X-linked 4	1552327_at	1.84	4.66	5.21	0	0
9766	KIAA0247	KIAA0247	202181_at	2.34	7.93	5.2	0	0
157285	PRAGMIN	homolog of rat pragma of Rnd2	240690_at	1.83	4.74	5.19	0	0
10150	MBNL2	muscleblind-like 2 (Drosophila)	230688_at	1.69	4.29	5.18	0	0
79716	NPEPL1	aminopeptidase-like 1	218821_at	1.53	6.17	5.16	0	0
9951	HS3ST4	heparan sulfate (glucosamine) 3-O-sulfotransferase 4	1570272_at	1.03	3.31	5.16	0	0
58190	CTDSP1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1	217844_at	1.08	6.51	5.15	0	0
10114	HIPK3	homeodomain interacting protein kinase 3	226297_at	1.31	8.6	5.13	0	0
1018	CDK3	cyclin-dependent kinase 3	229468_at	1	6.99	5.13	0	0
64856	VWA1	von Willebrand factor A domain containing 1	218731_s_at	1.32	5.42	5.13	0	0
84617	TUBB6	tubulin, beta 6	238151_at	1.18	3.71	5.12	0	0
399491	LOC399491	LOC399491 protein	214682_at	1.25	6.06	5.11	0	0
7410	VAV2	vav 2 guanine nucleotide exchange factor	226063_at	2.02	7.09	5.11	0	0
23112	TNRC6B	trinucleotide repeat containing 6B	237895_at	1.19	6.63	5.1	0	0
728411	LOC728411	similar to Beta-glucuronidase precursor	213605_s_at	1.83	10.14	5.08	0	0
57666	KIAA1545	KIAA1545 protein	1557539_at	1.26	4.75	5.08	0	0
4763	NF1	neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)	216115_at	1.33	5.9	5.08	0	0
6091	ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila)	1558714_at	2.1	6.77	5.06	0	0
7852	CXCR4	chemokine (C-X-C motif) receptor 4	217028_at	4.22	8.27	5.06	0	0
114818	KLHL29	kelch-like 29 (Drosophila)	1562144_at	1.58	6.14	5.05	0	0
90187	EMILIN3	elastin microfibril interfacer 3	228307_at	1.44	6.22	5.04	0	0
64847	SPATA20	spermatogenesis associated 20	218164_at	1.82	5.96	5.03	0	0
7205	TRIP6	thyroid hormone receptor interactor 6	209129_at	2.16	5.36	5.01	0	0
10659	CUGBP2	CUG triplet repeat, RNA binding protein 2	242268_at	1.4	3.6	5	0	0
57475	PLEKHH1	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1	225727_at	1.86	5.41	5	0	0
497257	LOC497257	hypothetical LOC497257	1568780_at	3.37	5.27	5	0	0
1465	CSRP1	cysteine and glycine-rich protein 1	200621_at	3.44	8.01	5	0	0
11064	CEP110	centrosomal protein 110kDa	205642_at	1.2	6.22	4.99	0	0
1822	ATN1	atrophin 1	236961_at	1.4	6.44	4.99	0	0
23041	MON2	MON2 homolog (S. cerevisiae)	242225_at	1.13	5.68	4.99	0	0
153478	PLEKHG4B	pleckstrin homology domain containing, family G (with RhoGef domain) member 4B	230441_at	3.83	5.56	4.97	0	0
57412	AS3MT	arsenic (+3 oxidation state) methyltransferase	223652_at	2.36	6.2	4.96	0	0
114823	LENG8	leukocyte receptor cluster (LRC) member 8	224673_at	1.44	6.91	4.92	0	0
5583	PRKCH	protein kinase C, eta	1559425_at	2.73	4.46	4.92	0	0
255967	PAN3	PAN3 polyA specific ribonuclease subunit homolog (S. cerevisiae)	239597_at	1.62	6.44	4.92	0	0
140876	C20orf175	chromosome 20 open reading frame 175	227654_at	1.84	3.44	4.92	0	0
1457	CSNK2A1	casein kinase 2, alpha 1 polypeptide	239228_at	1.36	6.9	4.91	0	0
25959	KANK2	KN motif and ankyrin repeat domains 2	218418_s_at	2.6	6.62	4.91	0	0
153561	GUSBP1	glucuronidase, beta pseudogene 1	213089_at	1.71	8.25	4.9	0	0
284131	FLJ35220	hypothetical protein FLJ35220	229939_at	1.06	6.21	4.89	0	0
120376	LOC120376	hypothetical protein LOC120376	228338_at	3.28	4.89	4.89	0	0
6525	SMTN	smoothelin	209427_at	1.17	6.24	4.89	0	0
23649	POLA2	polymerase (DNA directed), alpha 2 (70kD subunit)	244575_at	1.34	4.9	4.88	0	0
23389	MED13L	mediator complex subunit 13-like	238883_at	1.59	7.32	4.88	0	0
10106	CTDSP2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2	203445_s_at	1.33	8.35	4.87	0	0
9736	USP34	ubiquitin specific peptidase 34	233595_at	1.18	7.75	4.87	0	0
2342	FNTB	farnesyltransferase, CAAX box, beta	1568865_at	1.47	5.3	4.83	0	0
901	CCNG2	cyclin G2	202769_at	1.05	9.09	4.82	0	0
9500	MAGED1	melanoma antigen family D, 1	244878_at	1.74	5.08	4.81	0	0
8502	PKP4	plakophilin 4	236752_at	1.47	7.95	4.81	0	0
150696	PROM2	prominin 2	1552797_s_at	2.09	3.54	4.8	0	0
8408	ULK1	unc-51-like kinase 1 (C. elegans)	238042_at	1.12	5.8	4.8	0	0
11078	TRIOBP	TRIO and F-actin binding protein	1552334_at	1.6	5.28	4.8	0	0
26119	LDLRAP1	low density lipoprotein receptor adaptor protein 1	221790_s_at	2.4	4.67	4.8	0	0
80258	EFHC2	EF-hand domain (C-terminal) containing 2	220591_s_at	2.26	3.51	4.79	0	0
10124	ARL4A	ADP-ribosylation factor-like 4A	205020_s_at	1.41	7.85	4.79	0	0
89797	NAV2	neuron navigator 2	1556606_at	1.61	3.19	4.79	0	0
253959	GARNL1	GTPase activating Rap/RanGAP domain-like 1	215162_at	1.15	4.55	4.78	0	0
7094	TLN1	talin 1	203254_s_at	1.03	6.12	4.78	0	0
94235	GNG8	guanine nucleotide binding protein (G protein), gamma 8	234284_at	4.94	4.78	4.78	0	0
126969	SLC44A3	solute carrier family 44, member 3	228221_at	2.34	5.39	4.78	0	0
55240	STEAP3	STEAP family member 3	218424_s_at	2.58	7.11	4.77	0	0
3664	IRF6	interferon regulatory factor 6	202597_at	2.49	5.64	4.77	0	0
339745	SPOPL	speckle-type POZ protein-like	243170_at	1.24	4.97	4.76	0	0
56937	TMEPAI	transmembrane, prostate androgen induced RNA	217875_s_at	1.85	5.49	4.76	0	0
128338	TMEM77	transmembrane protein 77	236883_at	1.01	6.27	4.76	0	0
3487	IGFBP4	insulin-like growth factor binding protein 4	201508_at	2.79	5.44	4.76	0	0
5599	MAPK8	mitogen-activated protein kinase 8	243280_at	1.58	6.24	4.75	0	0
25878	MXRA5	matrix-remodelling associated 5	209596_at	3.3	3.92	4.75	0	0
5690	PSMB2	proteasome (prosome, macropain) subunit, beta type, 2	231323_at	1.15	3.09	4.75	0	0
4712	NDUFB6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa	1559042_at	1.12	3.9	4.75	0	0
83999	KREMEN1	kringle containing transmembrane protein 1	227250_at	2.08	6.19	4.74	0	0
57658	CALCOCO1	calcium binding and coiled-coil domain 1	209002_s_at	1.03	6.63	4.74	0	0
647065	LOC647065	hypothetical LOC647065	233440_at	1.41	6.06	4.74	0	0
4651	MYO10	myosin X	201976_s_at	2.63	8.18	4.73	0	0
54996	MOSC2	MOCO sulphurase C-terminal domain containing 2	227417_at	2.02	4.39	4.73	0	0
492311	LOC492311	similar to bovine IgA regulatory protein	226977_at	1.24	6.72	4.72	0	0
90634	N4BP2L1	NEDD4 binding protein 2-like 1	213375_s_at	2.73	5.3	4.72	0	0
10397	NDRG1	N-myc downstream regulated gene 1	240991_at	1.93	5.28	4.71	0	0
10241	CALCOCO2	calcium binding and coiled-coil domain 2	238560_at	1.08	4.98	4.7	0	0
4719	NDUFS1	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)	1559691_at	1.29	4.51	4.7	0	0
8837	CFLAR	CASP8 and FADD-like apoptosis regulator	209939_x_at	1.57	7.48	4.7	0	0
201163	FLCN	folliculin	215645_at	1.26	6.14	4.7	0	0
83943	IMMP2L	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	1558410_s_at	1.64	6.77	4.7	0	0
25890	ABI3BP	ABI gene family, member 3 (NESH) binding protein	223395_at	-1.98	4.15	-4.7	0	0
55239	OGFOD1	2-oxoglutarate and iron-dependent oxygenase domain containing 1	225106_s_at	-1.56	8.33	-4.7	0	0
7014	TERF2	telomeric repeat binding factor 2	229790_at	-1.07	5.75	-4.7	0	0
84062	DTNBP1	dystrobrevin binding protein 1	223445_at	-1.05	7.91	-4.71	0	0
3313	HSPA9	heat shock 70kDa protein 9 (mortalin)	200690_at	-1.24	7.56	-4.71	0	0
55500	ETNK1	ethanolamine kinase 1	222262_s_at	-1.44	6.86	-4.71	0	0
56660	KCNK12	potassium channel, subfamily K, member 12	220448_at	-1.44	4.96	-4.74	0	0
57105	CYSLTR2	cysteinyl leukotriene receptor 2	220813_at	-1.34	4.69	-4.74	0	0
6301	SARS	seryl-tRNA synthetase	200802_at	-1.24	10.05	-4.75	0	0
51642	MRPL48	mitochondrial ribosomal protein L48	218281_at	-1.17	8.87	-4.76	0	0
25915	C3orf60	chromosome 3 open reading frame 60	209177_at	-1.31	8.81	-4.77	0	0
4134	MAP4	microtubule-associated protein 4	235066_at	-1.9	4.17	-4.78	0	0
55791	C1orf103	chromosome 1 open reading frame 103	220235_s_at	-1.64	7.71	-4.78	0	0
23200	ATP11B	ATPase, class VI, type 11B	1554557_at	-1.08	5.56	-4.79	0	0
56341	PRMT8	protein arginine methyltransferase 8	230839_at	-1.14	4.63	-4.8	0	0
10963	STIP1	stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)	212009_s_at	-1.3	9.93	-4.81	0	0
54849	DEF8	differentially expressed in FDCP 8 homolog (mouse)	219646_at	-1.3	7.62	-4.82	0	0
8674	VAMP4	vesicle-associated membrane protein 4	211760_s_at	-1.14	6.2	-4.82	0	0
2257	FGF12	fibroblast growth factor 12	207501_s_at	-2.51	6.4	-4.83	0	0
1737	DLAT	dihydrolipoamide S-acetyltransferase	213149_at	-1.3	8.09	-4.83	0	0
51520	LARS	leucyl-tRNA synthetase	223888_s_at	-1.44	7.05	-4.84	0	0
29078	C6orf66	chromosome 6 open reading frame 66	219006_at	-1.47	9.42	-4.86	0	0
23271	CAMSAP1L1	calmodulin regulated spectrin-associated protein 1-like 1	212763_at	-1.36	6.35	-4.86	0	0
11157	LSM6	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)	205036_at	-1.24	9.18	-4.86	0	0
8467	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	213859_x_at	-1.02	7.48	-4.88	0	0
894	CCND2	cyclin D2	231259_s_at	-1.8	4.25	-4.88	0	0
88745	C6orf153	chromosome 6 open reading frame 153	225788_at	-1.27	8.74	-4.89	0	0
1717	DHCR7	7-dehydrocholesterol reductase	201790_s_at	-1.28	7.94	-4.9	0	0
153339	TMEM167	transmembrane protein 167	226276_at	-1.31	9.22	-4.9	0	0
9709	HERPUD1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	217168_s_at	-1.15	9.5	-4.92	0	0
79577	CDC73	cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	218578_at	-1.11	7.62	-4.95	0	0
1977	EIF4E	eukaryotic translation initiation factor 4E	201435_s_at	-1.14	9.53	-4.95	0	0
55330	CNO	cappuccino homolog (mouse)	223431_at	-1.18	7.46	-4.96	0	0
3475	IFRD1	interferon-related developmental regulator 1	202147_s_at	-1.29	9.15	-4.97	0	0
27125	AFF4	AF4/FMR2 family, member 4	243487_at	-1.08	4.99	-4.97	0	0
81831	NETO2	neuropilin (NRP) and tolloid (TLL)-like 2	222774_s_at	-1.25	8.55	-4.97	0	0
5910	RAP1GDS1	RAP1, GTP-GDP dissociation stimulator 1	217457_s_at	-1.3	7.84	-4.97	0	0
29968	PSAT1	phosphoserine aminotransferase 1	220892_s_at	-1.8	9.01	-4.99	0	0
51091	SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	1553167_a_at	-1.16	5.25	-4.99	0	0
57650	KIAA1524	KIAA1524	1553810_a_at	-1.28	5.15	-5	0	0
55435	C4orf16	chromosome 4 open reading frame 16	242753_x_at	-1.3	4.74	-5.01	0	0
60481	ELOVL5	ELOVL family member 5, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	208788_at	-1.03	10.45	-5.02	0	0
65008	MRPL1	mitochondrial ribosomal protein L1	223154_at	-1.65	8.94	-5.03	0	0
10342	TFG	TRK-fused gene	221871_s_at	-1.22	5.8	-5.04	0	0
60559	SPCS3	signal peptidase complex subunit 3 homolog (S. cerevisiae)	218817_at	-2.07	6.75	-5.05	0	0
55216	C11orf57	chromosome 11 open reading frame 57	230724_s_at	-1.26	6.45	-5.06	0	0
161742	SPRED1	sprouty-related, EVH1 domain containing 1	244439_at	-1.75	4.1	-5.06	0	0
25819	CCRN4L	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	1554283_at	-1.56	4.26	-5.08	0	0
134957	STXBP5	syntaxin binding protein 5 (tomosyn)	226794_at	-1.71	4.72	-5.08	0	0
9255	SCYE1	small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating)	202541_at	-1.16	8.64	-5.08	0	0
255520	ELMOD2	ELMO/CED-12 domain containing 2	1553928_at	-1.25	6.94	-5.09	0	0
8503	PIK3R3	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)	211580_s_at	-1	7.13	-5.09	0	0
4597	MVD	mevalonate (diphospho) decarboxylase	203027_s_at	-1.17	5.43	-5.1	0	0
84264	HAGHL	hydroxyacylglutathione hydrolase-like	223485_at	-1.08	6.58	-5.12	0	0
80308	FLAD1	FAD1 flavin adenine dinucleotide synthetase homolog (S. cerevisiae)	205661_s_at	-1.37	7.81	-5.17	0	0
26521	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B (yeast)	223478_at	-1.19	7.73	-5.18	0	0
54989	ZNF770	zinc finger protein 770	238687_x_at	-1.13	4.47	-5.19	0	0
25939	SAMHD1	SAM domain and HD domain 1	1559883_s_at	-1.47	5.88	-5.2	0	0
1491	CTH	cystathionase (cystathionine gamma-lyase)	206085_s_at	-2.54	5.68	-5.23	0	0
2110	ETFDH	electron-transferring-flavoprotein dehydrogenase	205530_at	-1.12	5.68	-5.23	0	0
26036	ZNF451	zinc finger protein 451	231869_at	-1.31	7.02	-5.23	0	0
91298	C12orf29	chromosome 12 open reading frame 29	228378_at	-1.17	8.04	-5.24	0	0
890	CCNA2	cyclin A2	203418_at	-1.11	8.77	-5.24	0	0
50999	TMED5	transmembrane emp24 protein transport domain containing 5	202195_s_at	-1.47	7.65	-5.25	0	0
285613	RELL2	RELT-like 2	1564031_a_at	-1.31	6.23	-5.26	0	0
142940	TRUB1	TruB pseudouridine (psi) synthase homolog 1 (E. coli)	241606_s_at	-1.23	5.47	-5.26	0	0
8835	SOCS2	suppressor of cytokine signaling 2	203372_s_at	-3.82	6.1	-5.28	0	0
79659	DYNC2H1	dynein, cytoplasmic 2, heavy chain 1	1561939_at	-1.96	3.94	-5.29	0	0
1182	CLCN3	chloride channel 3	201735_s_at	-1.46	8.87	-5.29	0	0
84259	DCUN1D5	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)	223151_at	-1.51	10.16	-5.29	0	0
261726	TIPRL	TIP41, TOR signaling pathway regulator-like (S. cerevisiae)	1554351_a_at	-1.18	8.04	-5.3	0	0
51304	ZDHHC3	zinc finger, DHHC-type containing 3	218078_s_at	-1.09	6.87	-5.3	0	0
55161	TMEM33	transmembrane protein 33	222642_s_at	-2.23	7.77	-5.31	0	0
2222	FDFT1	farnesyl-diphosphate farnesyltransferase 1	208647_at	-1.61	10.63	-5.32	0	0
60496	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	202170_s_at	-1.4	9.32	-5.37	0	0
56479	KCNQ5	potassium voltage-gated channel, KQT-like subfamily, member 5	223891_at	-1.92	3.74	-5.38	0	0
8065	CUL5	cullin 5	203532_x_at	-1.09	6.76	-5.39	0	0
51022	GLRX2	glutaredoxin 2	219933_at	-1.67	8.39	-5.4	0	0
84640	USP38	ubiquitin specific peptidase 38	223289_s_at	-1.19	7.4	-5.4	0	0
427	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	1555419_a_at	-2.03	8.53	-5.48	0	0
64854	USP46	ubiquitin specific peptidase 46	203869_at	-1.94	7.21	-5.48	0	0
11278	KLF12	Kruppel-like factor 12	214276_at	-1.46	5.88	-5.5	0	0
3093	UBE2K	ubiquitin-conjugating enzyme E2K (UBC1 homolog, yeast)	202347_s_at	-1.06	9.35	-5.51	0	0
25898	RCHY1	ring finger and CHY zinc finger domain containing 1	212749_s_at	-1.37	8.48	-5.52	0	0
23545	ATP6V0A2	ATPase, H+ transporting, lysosomal V0 subunit a2	235255_at	-1.08	5.79	-5.54	0	0
8539	API5	apoptosis inhibitor 5	214959_s_at	-1.02	7.81	-5.55	0	0
152559	PAQR3	progestin and adipoQ receptor family member III	213372_at	-1.69	7.98	-5.63	0	0
1595	CYP51A1	cytochrome P450, family 51, subfamily A, polypeptide 1	202314_at	-1.27	8.89	-5.64	0	0
