Genbank ID	Gene Title	Gene Symbol	5 h FC ± SEM	8 d FC ± SEM	1.5 mos FC ± SEM	6 mos FC ± SEM	Gene sequence
BB096079	Nuclear receptor subfamily 3, group C, member 1	Nr3c1	-1.7 ± 0.4	N.C.	N.C.	N.C.	42
BB116018	DNA methyltransferase (cytosine-5) 1	Dnmt1	-2.1 ± 0.4	N.C.	N.C.	N.C.	43
BB136803	Trichorhinophalangeal syndrome I (human)	Trps1	-2.2 ± 0.4	-2.7 ± 0.4	N.C.	N.C.	44
BB151746	PREDICTED: zinc finger protein, subfamily 1A, 3 (Aiolos) [Mus musculus], mRNA sequence	Zfpn1a3	N.C.	N.C.	-2.1 ± 0.4	N.C.	45
BB162503	interferon regulatory factor 3	Irf3	-3.1 ± 0.4	N.C.	N.C.	N.C.	46
BB168668	general transcription factor II H, polypeptide 4	Gtf2h4	-2.3 ± 0.4	N.C.	N.C.	N.C.	47
BB242844	Nuclear factor I/B	Nfib	-1.8 ± 0.4	N.C.	N.C.	N.C.	48
BB374930	Dachshund 1 (Drosophila)	Dach1	-3.8 ± 0.4	N.C.	N.C.	-1.6 ± 0.4	49
BB459664	BTB and CNC homology 2 (Bach2), mRNA	Bach2	N.C.	-1.8 ± 0.4	-1.9 ± 0.4	N.C.	50
BB542383	Zinc finger homeobox 1a	Zfhx1a	-1.6 ± 0.4	N.C.	N.C.	N.C.	52
BB555654	Friend leukemia integration 1 (Fli1), mRNA	Fli1	N.C.	-1.6 ± 0.4	-1.7 ± 0.4	N.C.	53
BB703394	Nuclear receptor subfamily 4, group A, member 2	Nr4a2	N.C.	N.C.	N.C.	-1.9 ± 0.4	54
BB762235	ankyrin repeat and SOCS box-containing protein 1	Asb1	-1.6 ± 0.4	N.C.	N.C.	N.C.	56
BB794583	forkhead box K1	Foxk1	-1.6 ± 0.4	N.C.	N.C.	N.C.	57
BB795500	general transcription factor III C 1	Gtf3c1	-1.6 ± 0.4	N.C.	N.C.	N.C.	58
BB820441	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon	Nfkbie	N.C.	N.C.	-1.6 ± 0.4	N.C.	59
BE134048	gene model 157, (NCBI)	Gm157	-1.7 ± 0.4	N.C.	N.C.	N.C.	60
BE650208	Mblk1-related protein-1		-1.7 ± 0.4	N.C.	N.C.	N.C.	61
BG083485	SRY-box containing gene 4	Sox4	-1.8 ± 0.4	N.C.	-1.8 ± 0.4	-1.5 ± 0.4	64
BI525006	C-erbA alpha1 mRNA for thyroid hormone receptor	Thra	N.C.	N.C.	-1.7 ± 0.4	N.C.	65
BI525006	Nuclear receptor subfamily 1, group D, member 1	Nr1d1	-1.7 ± 0.4	N.C.	-3.8 ± 0.4	-7.7 ± 0.4	66
BI689897	General transcription factor II A, 1	6330549H03Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	67
BI714160	zinc finger protein 287	Zfp287	-3.1 ± 0.4	N.C.	N.C.	N.C.	68
BM118719	ELK3, member of ETS oncogene family	Elk3	-8.5 ± 0.7	N.C.	-1.5 ± 0.4	N.C.	69
BM119297	RIKEN cDNA 4921515A04 gene	4921515A04Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	70
BM125569	RIKEN cDNA F830020C16 gene	F830020C16Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	71
BM228625	putative homeodomain transcription factor 2	Phtf2	-1.6 ± 0.4	N.C.	N.C.	N.C.	72
BM243710	ankyrin repeat and KH domain containing 1	Ankhd1	-1.5 ± 0.4	N.C.	N.C.	N.C.	73
BM937495	development and differentiation enhancing	Ddef1	-3.5 ± 0.4	N.C.	N.C.	N.C.	74
BQ175953	RIKEN cDNA 5730521P14 gene	BC008111	-3.3 ± 0.4	N.C.	N.C.	N.C.	75
BQ176664	longevity assurance homolog 6 (S. cerevisiae)	Lass6	-1.5 ± 0.4	N.C.	N.C.	N.C.	76
L13204	forkhead box J1	Foxj1	-1.9 ± 0.4	N.C.	N.C.	N.C.	77
NM_025319	RIKEN cDNA 0610009B22 gene	0610009B22Rik	N.C.	-1.5 ± 0.4	N.C.	N.C.	78
NM_013904	hairy/enhancer-of-split related with YRPW motif 2	Hey2	N.C.	-1.6 ± 0.4	N.C.	N.C.	79
AI467599	cAMP responsive element modulator	Crem	N.C.	-1.8 ± 0.4	N.C.	N.C.	80
NM_008241	forkhead box G1	Foxg1	N.C.	-5.1 ± 0.9	N.C.	N.C.	81
NM_010450	homeo box A11	Hoxa11	N.C.	-1.8 ± 0.4	N.C.	N.C.	82
NM_011376	single-minded homolog 1 (Drosophila)	Sim1	N.C.	-1.9 ± 0.4	N.C.	N.C.	83
BG070037	neuronal PAS domain protein 2	Npas2	N.C.	-2.9 ± 0.4	N.C.	N.C.	84
NM_026248	RIKEN cDNA 4930430A15 gene	4930430A15Rik	N.C.	-3.2 ± 0.4	N.C.	N.C.	85
NM_009952	cAMP responsive element binding protein 1	Creb1	N.C.	-2.4 ± 0.5	N.C.	N.C.	86
AF459789	ankyrin repeat, SAM and basic leucine zipper domain containing 1	Asz1	N.C.	-2.5 ± 0.5	N.C.	N.C.	87
AF306667	T-box 20	Tbx20	N.C.	-2.3 ± 0.4	N.C.	N.C.	89
BC012286	SRB7 (suppressor of RNA polymerase B) homolog (S. cerevisiae)	Surb7	N.C.	-1.5 ± 0.4	N.C.	N.C.	90
AK009007	homeobox only domain	Hod	N.C.	-1.5 ± 0.4	N.C.	N.C.	91
AA265122	homeo box D8	Hoxd8	N.C.	-2.1 ± 0.5	N.C.	N.C.	92
NM_029569	ankyrin repeat and SOCs box-containing protein 5	Asb5	N.C.	-3.4 ± 0.6	N.C.	N.C.	93
AB012273	CCAAT/enhancer binding protein (C/EBP), gamma	Cebpg	-2.3 ± 0.4	N.C.	N.C.	N.C.	94
AB063578	zinc finger protein 219	Zfp219	-1.6 ± 0.4	N.C.	N.C.	N.C.	95
AF088862	signal transducer and activator of transcription 2	Stat2	N.C.	N.C.	N.C.	-1.8 ± 0.4	96
AF295369	Iroquois related homeobox 2 (Drosophila)	Irx2	N.C.	N.C.	N.C.	-1.6 ± 0.4	97
AF352579	transcription factor E2a	Tcfe2a	-1.5 ± 0.3	N.C.	N.C.	N.C.	98
AI463873	nuclear receptor subfamily 2, group F, member 2	Nr2f2	-2.4 ± 0.4	N.C.	N.C.	N.C.	99
AJ414734	transformation related protein 53 binding protein 1	Trp53bp1	-1.9 ± 0.4	N.C.	N.C.	N.C.	100
AK004129	WD repeat domain 39	Wdr39	-1.8 ± 0.3	N.C.	N.C.	N.C.	101
AK004781	SRY-box containing gene 17	Sox17	-2.5 ± 0.4	N.C.	N.C.	N.C.	102
AK014111	hematopoietically expressed homeobox	Hhex	-1.7 ± 0.3	N.C.	N.C.	N.C.	103
AK018117	Nudix (nucleoside diphosphate linked moiety X)-type motif 12	Nudt12	-1.6 ± 0.4	N.C.	N.C.	N.C.	104
AV316320	metal response element binding transcription factor 1	Mtf1	-1.6 ± 0.4	N.C.	N.C.	N.C.	106
AW214029	signal transducer and activator of transcription 1	Stat1	-3.6 ± 0.4	N.C.	-1.6 ± 0.5	-2.1 ± 0.5	107
AW546339	HCF-binding transcription factor Zhangfei		-3.8 ± 0.4	N.C.	N.C.	N.C.	108
BB006809	longevity assurance homolog 4 (S. cerevisiae)	Lass4	-1.6 ± 0.4	N.C.	N.C.	N.C.	110
BB014626	expressed sequence AI597013	AI597013	-1.7 ± 0.4	N.C.	N.C.	-1.5 ± 0.4	111
BB125261	early B-cell factor 1	Ebf1	N.C.	-1.9 ± 0.4	-2.1 ± 0.4	N.C.	112
BB224620	TSC22 domain family 4	Tsc22d4	-1.7 ± 0.4	N.C.	N.C.	N.C.	113
BB280300	myocyte enhancer factor 2C	Mef2c	-3.2 ± 0.5	N.C.	-1.9 ± 0.4	N.C.	114
BB447551	GATA binding protein 5	Gata5	-2.0 ± 0.4	N.C.	-2.1 ± 0.4	N.C.	115
BB633247	zinc finger protein 207	Zfp207	-1.6 ± 0.4	N.C.	N.C.	N.C.	116
BC002076	mesenchyme homeobox 2	Meox2	-5.9 ± 0.4	N.C.	-1.8 ± 0.4	-1.7 ± 0.4	118
BE989096	aryl-hydrocarbon receptor	Ahr	-1.9 ± 0.4	N.C.	N.C.	N.C.	123
BC011080	aryl hydrocarbon receptor nuclear translocator-like	Arntl	N.C.	-3.2 ± 0.4	N.C.	N.C.	88
BG066919	metal response element binding transcription factor 2	Mtf2	-1.8 ± 0.4	N.C.	N.C.	N.C.	124
BI696369	Notch-regulated ankyrin repeat protein	Nrarp	-1.8 ± 0.4	N.C.	N.C.	N.C.	127
BM232562	feminization 1 homolog b (C. elegans)	Fem1b	-2.2 ± 0.4	N.C.	N.C.	N.C.	128
BM244106	Spi-B transcription factor (Spi-1/PU.1 related)	Spib	N.C.	N.C.	-2.5 ± 0.4	N.C.	129
D83146	sine oculis-related homeobox 5 homolog (Drosophila)	Six5	-1.9 ± 0.4	N.C.	N.C.	N.C.	130
M97636	transcription factor 12	Tcf12	-1.6 ± 0.4	-2.5 ± 0.4	N.C.	N.C.	131
NM_007499	ataxia telangiectasia mutated homolog (human)	Atm	-1.9 ± 0.4	N.C.	N.C.	N.C.	132
NM_007891	E2F transcription factor 1	E2f1	N.C.	N.C.	N.C.	-1.5 ± 0.4	133
NM_007960	ets variant gene 1	Etv1	-1.7 ± 0.4	N.C.	N.C.	N.C.	134
NM_008250	H2.0-like homeo box 1 (Drosophila)	Hlx1	N.C.	N.C.	N.C.	-2.0 ± 0.4	136
NM_008268	homeo box B5	Hoxb5	-2.8 ± 0.4	N.C.	N.C.	N.C.	137
NM_008391	interferon regulatory factor 2	Irf2	-3.5 ± 0.4	N.C.	N.C.	N.C.	138
NM_008394	interferon dependent positive acting transcription factor 3 gamma	Isgf3g	-1.6 ± 0.4	N.C.	N.C.	N.C.	139
NM_008416	Jun-B oncogene	Junb	N.C.	N.C.	-2.1 ± 0.4	N.C.	140
NM_008452	Kruppel-like factor 2 (lung)	Klf2	N.C.	N.C.	N.C.	-1.8 ± 0.4	141
NM_008688	nuclear factor I/C	Nfic	-1.7 ± 0.4	N.C.	N.C.	N.C.	142
NM_009236	SRY-box containing gene 18	Sox18	-4.8 ± 0.4	N.C.	N.C.	N.C.	143
NM_009281	zinc finger protein 143	Zfp143	-1.7 ± 0.4	N.C.	N.C.	N.C.	144
NM_009324	T-box 2	Tbx2	-1.7 ± 0.4	N.C.	N.C.	N.C.	146
NM_009329	zinc finger protein 354A	Zfp354a	-2.5 ± 0.4	N.C.	N.C.	N.C.	147
NM_009821	runt related transcription factor 1	Runx1	N.C.	N.C.	N.C.	-1.5 ± 0.4	148
NM_010150	nuclear receptor subfamily 2, group F, member 6	Nr2f6	-1.6 ± 0.4	N.C.	N.C.	N.C.	149
NM_010225	forkhead box F2	Foxf2	-3.1 ± 0.4	N.C.	N.C.	N.C.	150
NM_010423	hairy/enhancer-of-split related with YRPW motif 1	Hey1	-2.5 ± 0.4	N.C.	N.C.	N.C.	151
NM_010444	nuclear receptor subfamily 4, group A, member 1	Nr4a1	N.C.	-1.8 ± 0.4	-2.4 ± 0.5	N.C.	152
NM_010569	inversin	Invs	-1.7 ± 0.4	N.C.	N.C.	N.C.	153
NM_010791	mesenchyme homeobox 1	Meox1	-1.6 ± 0.4	N.C.	N.C.	N.C.	154
NM_010913	nuclear transcription factor-Y alpha	Nfya	-3.8 ± 0.6	N.C.	N.C.	N.C.	155
NM_011136	POU domain, class 2, associating factor 1	Pou2af1	N.C.	N.C.	-3.4 ± 0.4	N.C.	156
NM_011244	retinoic acid receptor, gamma	Rarg	-3.2 ± 0.6	N.C.	N.C.	N.C.	157
NM_011446	SRY-box containing gene 7	Sox7	-2.9 ± 0.4	N.C.	N.C.	N.C.	158
NM_011545	transcription factor 21	Tcf21	-3.3 ± 0.4	N.C.	N.C.	N.C.	159
NM_011584	nuclear receptor subfamily 1, group D, member 2	Nr1d2	-1.5 ± 0.4	N.C.	N.C.	-2.2 ± 0.4	160
NM_011629	nuclear receptor subfamily 2, group C, member 1	Nr2c1	-1.9 ± 0.4	N.C.	N.C.	N.C.	161
NM_012047	bromodomain containing 7	Brd7	-1.6 ± 0.4	N.C.	N.C.	N.C.	162
NM_012057	interferon regulatory factor 5	Irf5	N.C.	N.C.	-1.7 ± 0.4	N.C.	163
NM_013839	nuclear receptor subfamily 1, group H, member 3	Nr1h3	-1.6 ± 0.4	N.C.	N.C.	N.C.	165
NM_017376	thyrotroph embryonic factor	Tef	N.C.	N.C.	N.C.	-1.5 ± 0.4	166
NM_017463	pre B-cell leukemia transcription factor 2	Pbx2	-1.6 ± 0.4	N.C.	N.C.	N.C.	167
NM_031184	GLIS family zinc finger 2	Glis2	-2.3 ± 0.4	N.C.	N.C.	N.C.	168
NM_031198	transcription factor EC	Tcfec	-3.2 ± 0.4	N.C.	N.C.	N.C.	169
NM_033322	leucine zipper transcription factor-like 1	Lztfl1	-1.5 ± 0.4	N.C.	N.C.	N.C.	170
NM_033476	transcription factor CP2	Tcfcp2	-1.9 ± 0.4	N.C.	N.C.	N.C.	171
NM_133971	ankyrin repeat domain 10	Ankrd10	-1.6 ± 0.3	N.C.	N.C.	N.C.	172
NM_134032	homeo box B2	Hoxb2	-2.1 ± 0.4	N.C.	N.C.	N.C.	173
U31967	SRY-box containing gene 2	Sox2	-3.9 ± 0.4	N.C.	N.C.	N.C.	175
U34307	interferon regulatory factor 4	Irf4	N.C.	N.C.	-1.5 ± 0.4	N.C.	176
BM115172	p300/CBP-associated factor /// similar to p300/CBP-associated factor	Pcaf /// LOC330129	N.C.	-1.5 ± 0.4	N.C.	N.C.	264
AI504618	P300/CBP-associated factor	Pcaf	-2.4 ± 0.5	N.C.	N.C.	N.C.	313
BG073185	BTB (POZ) domain containing 4	Btbd4	-3.3 ± 0.4	N.C.	N.C.	N.C.	872
BG076293	BTB (POZ) domain containing 7	Btbd7	-1.5 ± 0.3	N.C.	N.C.	N.C.	884
BM249597	Kruppel-like factor 12	Klf12	-1.6 ± 0.4	N.C.	N.C.	N.C.	967
BM251084	Zinc finger protein 532	Zfp532	-2.0 ± 0.5	N.C.	N.C.	N.C.	968
BM247104	kelch-like 6 (Drosophila)	Klhl6	N.C.	N.C.	-1.6 ± 0.4	N.C.	963
BM729399	zinc finger protein 75	Zfp75	-2.0 ± 0.4	N.C.	N.C.	N.C.	969
BM942651	kelch-like 8 (Drosophila)	Klhl8	-2.5 ± 0.4	N.C.	N.C.	N.C.	974
BQ175997	zinc finger protein 291	Zfp291	-1.8 ± 0.4	N.C.	N.C.	N.C.	993
NM_009571	zinc finger protein 1, Y linked /// zinc finger protein 2, Y linked	Zfy1 /// Zfy2	N.C.	-4.3 ± 0.9	N.C.	N.C.	1033
NM_023784	Yip1 domain family, member 7	Yipf7	N.C.	-2.0 ± 0.4	N.C.	N.C.	1055
BM225255	basic leucine zipper and W2 domains 2 /// similar to hypothetical protein MGC37588 /// similar to hypothetical protein MGC37588 /// hypothetical protein LOC671950	Bzw2 /// LOC432823 /// LOC434166 /// LOC671950	N.C.	-2.7 ± 0.4	N.C.	N.C.	1064
AF332089	zinc finger protein 133	Zfp133	N.C.	-1.8 ± 0.4	N.C.	N.C.	1168
AF242376	zinc finger protein 119	Zfp119	-4.7 ± 0.4	N.C.	N.C.	N.C.	1190
AK012947	zinc finger protein 74	Zfp74	-1.7 ± 0.4	N.C.	N.C.	N.C.	1309
AK013202	transcriptional regulator, SIN3B (yeast)	Sin3b	-2.2 ± 0.4	N.C.	N.C.	N.C.	1310
AK018584	zinc finger protein 251	Zfp251	-1.6 ± 0.4	N.C.	N.C.	N.C.	1352
AV172851	zinc finger protein 455	Zfp455	-5.7 ± 0.6	N.C.	N.C.	N.C.	1375
AV283825	zinc finger and BTB domain containing 9	Zbtb9	-2.1 ± 0.4	N.C.	N.C.	N.C.	1380
AV346442	zinc finger protein 26	Zfp26	-1.6 ± 0.4	N.C.	N.C.	N.C.	1385
BB030565	zinc finger protein 282	Zfp282	-1.6 ± 0.4	N.C.	N.C.	N.C.	1410
BB065039	zinc finger protein 661	Zfp661	-1.9 ± 0.4	N.C.	N.C.	N.C.	1411
BB271151	zinc finger, DHHC domain containing 24	Zdhhc24	-1.7 ± 0.4	N.C.	N.C.	N.C.	1420
BB447914	zinc finger protein 503	Zfp503	-2.0 ± 0.4	N.C.	N.C.	N.C.	1437
BB329288	zinc finger protein 160	Zfp160	-2.5 ± 0.4	N.C.	N.C.	N.C.	1428
BC002019	N-myc (and STAT) interactor	Nmi	-1.5 ± 0.4	N.C.	N.C.	N.C.	1468
BB795533	kelch domain containing 5	Klhdc5	-3.7 ± 0.5	N.C.	N.C.	N.C.	1464
BC006587	zinc finger protein 46	Zfp46	-1.6 ± 0.4	N.C.	N.C.	N.C.	1496
BC006654	zinc finger, FYVE domain containing 26	Zfyve26	-1.5 ± 0.4	N.C.	N.C.	N.C.	1497
BC005437	zinc finger protein 94	Zfp94	-7.3 ± 0.7	N.C.	N.C.	N.C.	1492
BC011501	zinc finger protein 7	Zfp7	-2.6 ± 0.4	N.C.	N.C.	N.C.	1513
BC011182	zinc finger protein 39	Zfp39	-2.2 ± 0.4	N.C.	N.C.	N.C.	1510
BC016248	zinc finger protein 71, related sequence 1 /// RIKEN cDNA 6720487G11 gene	Zfp71-rs1 /// 6720487G11Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	1534
BC016566	BTB (POZ) domain containing 2	Btbd2	-1.7 ± 0.4	N.C.	N.C.	N.C.	1535
BC021376	zinc finger protein 521	Zfp521	-2.1 ± 0.4	N.C.	N.C.	N.C.	1562
BC022935	zinc finger protein 62	Zfp62	-1.6 ± 0.4	N.C.	N.C.	N.C.	1575
BC024435	zinc finger protein 451	Zfp451	-1.5 ± 0.4	N.C.	N.C.	N.C.	1582
BC025078	zinc finger, CCHC domain containing 10	Zcchc10	-1.5 ± 0.4	N.C.	N.C.	N.C.	1587
BC027411	leucine rich repeat containing 33	Lrrc33	-1.5 ± 0.4	N.C.	-1.7 ± 0.3	N.C.	1616
BC027750	zinc finger, MYM domain containing 1	Zmym1	-3.4 ± 0.4	N.C.	N.C.	N.C.	1617
BC027760	zinc finger protein 654	Zfp654	-1.5 ± 0.4	N.C.	N.C.	N.C.	1618
BM227980	zinc finger CCCH type domain containing 1	Zc3hdc1	-1.8 ± 0.4	N.C.	N.C.	N.C.	1692
BM230200	zinc finger protein 655	Zfp655	-1.6 ± 0.4	N.C.	N.C.	N.C.	1693
BM238431	zinc finger, matrin-like	Zfml	-2.5 ± 0.4	-3.5 ± 0.4	N.C.	N.C.	1699
BM230481	zinc finger protein 82	Zfp82	-1.8 ± 0.4	N.C.	N.C.	N.C.	1695
BM235840	similar to zinc finger protein 97	LOC433533	-4.9 ± 0.4	N.C.	N.C.	N.C.	1698
BM233196	nuclear receptor coactivator 6 interacting protein	Ncoa6ip	-1.5 ± 0.4	N.C.	N.C.	N.C.	1697
NM_009542	zinc finger protein 101	Zfp101	-1.9 ± 0.4	N.C.	N.C.	N.C.	1772
NM_009547	zinc finger protein 161	Zfp161	-1.8 ± 0.4	N.C.	N.C.	N.C.	1773
NM_009555	zinc finger protein 40	Zfp40	-2.1 ± 0.4	N.C.	N.C.	N.C.	1774
NM_009560	zinc finger protein 60	Zfp60	-4.4 ± 0.6	N.C.	N.C.	N.C.	1775
NM_009561	zinc finger protein 61	Zfp61	-2.8 ± 0.4	N.C.	N.C.	N.C.	1776
NM_011760	zinc finger protein 54	Zfp54	-2.1 ± 0.4	N.C.	N.C.	N.C.	1806
NM_011765	zinc finger protein 97 /// cDNA sequence BC018101	Zfp97 /// BC018101	-1.9 ± 0.4	N.C.	N.C.	N.C.	1807
NM_020589	zinc finger protein 467	Zfp467	-5.5 ± 0.4	N.C.	N.C.	N.C.	1843
AI931488	ring finger protein 3	Rnf3	-1.8 ± 0.4	N.C.	N.C.	N.C.	1216
BB732077	zinc finger protein of the cerebellum 3	Zic3	N.C.	-2.1 ± 0.4	N.C.	N.C.	1058
BQ175287	Zinc finger protein 469	Zfp469	-2.0 ± 0.4	N.C.	N.C.	N.C.	989
BG075830	Zinc finger protein 322a	Zfp322a	-3.2 ± 0.4	N.C.	N.C.	N.C.	881
BE985246	zinc finger protein 59	Zfp59	-1.5 ± 0.4	N.C.	N.C.	N.C.	818
BB378875	zinc finger protein 68	Zfp68	-1.8 ± 0.4	N.C.	N.C.	N.C.	666
BB245574	Zinc finger protein 93	Zfp93	-6.8 ± 0.6	N.C.	N.C.	N.C.	624
BB291816	Zinc finger protein, subfamily 1A, 2 (Helios)	A730095J18Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	636
BB114402	leucine-zipper-like transcriptional regulator, 1	Lztr1	-2.0 ± 0.4	N.C.	N.C.	N.C.	571
BB143557	zinc finger, DHHC domain containing 6	Zdhhc6	-2.2 ± 0.4	N.C.	N.C.	N.C.	585
BB093204	zinc finger with KRAB and SCAN domains 1	Zkscan1	-2.3 ± 0.5	N.C.	N.C.	N.C.	560
BB045268	zinc finger and BTB domain containing 12	Zbtb12	-2.0 ± 0.4	N.C.	N.C.	N.C.	541
BB053703	zinc finger protein 11	Zfp11	-2.1 ± 0.5	N.C.	N.C.	N.C.	543
BB040500	zinc finger protein 647	Zfp647	-3.4 ± 0.4	N.C.	N.C.	N.C.	536
BB026842	zinc finger protein 606	Zfp606	-1.7 ± 0.4	N.C.	N.C.	N.C.	523
BB036856	PHD finger protein 14	Phf14	-1.6 ± 0.4	-3.8 ± 0.5	N.C.	N.C.	532
AW987152	zinc finger protein 217	Zfp217	-1.9 ± 0.4	N.C.	N.C.	N.C.	507
AW208912	Zinc finger protein 192	Zfp192	-2.8 ± 0.4	N.C.	N.C.	N.C.	483
AW491540	Zinc finger protein 462	Zfp462	-1.9 ± 0.4	N.C.	N.C.	N.C.	485
AV342828	zinc finger protein 397	Zfp397	-3.7 ± 0.4	N.C.	N.C.	N.C.	457
AV300441	zinc finger protein 248	Zfp248	-11.6 ± 0.7	N.C.	N.C.	N.C.	438
AV221867	zinc finger protein 265	Zfp265	-1.6 ± 0.4	N.C.	N.C.	N.C.	402
AV222442	zinc finger protein 608	Zfp608	-1.7 ± 0.4	N.C.	N.C.	N.C.	403
AV276001	zinc finger protein 458	Zfp458	-3.9 ± 0.5	-2.6 ± 0.4	N.C.	N.C.	428
AV270881	zinc finger protein 597	Zfp597	-1.9 ± 0.4	N.C.	N.C.	N.C.	422
AV171447	zinc finger protein 260	Zfp260	-2.3 ± 0.4	N.C.	N.C.	N.C.	394
AV060417	TBC1 domain family, member 10c	Tbc1d10c	-2.0 ± 0.4	N.C.	-2.5 ± 0.4	N.C.	376
AK014904	zinc finger, SWIM domain containing 3	Zswim3	-5.4 ± 0.7	N.C.	N.C.	N.C.	347
AI452146	zinc finger, CW-type with coiled-coil domain 3	Zcwcc3	-1.9 ± 0.3	N.C.	N.C.	N.C.	307
BB280716	zinc finger, DHHC domain containing 17	Zdhhc17	N.C.	-2.4 ± 0.4	N.C.	N.C.	269
BG076335	Zinc finger protein 644	Zfp644	N.C.	-11.2 ± 0.6	N.C.	N.C.	278
AV322605	zinc finger protein of the cerebellum 5 /// similar to zinc finger protein of the cerebellum 5	Zic5 /// LOC624168	N.C.	-2.9 ± 0.4	N.C.	N.C.	251
