Grp1 Mean	Grp1 SEM	Grp2 Mean	Grp2 SEM	Ratio	Direction	p-value	Gene Identifier	Other ID	Gene Name	UG Cluster	LocusLink	Gene ID
9.42138	0.138422	8.232083	0.018159	2.28	Down	0.001041731	BF110903	230618_s_at	BAT2 domain containing 1	Hs.494614	23215	BAT2D1
7.02554	0.088261	5.84665	0.230811	2.26	Down	0.008835535	BE551073	242870_at	Family with sequence similarity 80, member B	Hs.504670	57494	FAM80B
8.740817	0.100643	7.56351	0.131365	2.26	Down	0.002063003	AW173222	227740_at	U2AF homology motif (UHM) kinase 1	Hs.127310	127933	UHMK1
6.03832	0.132472	4.883613	0.073703	2.23	Down	0.00159469	AA889040	1557436_at	XK, Kell blood group complex subunit-related family, member 6	Hs.125914	286046	XKR6
6.711033	0.065964	5.558443	0.209815	2.22	Down	0.006338235	AF026199	210818_s_at	BTB and CNC homology 1, basic leucine zipper transcription factor 1	Hs.154276	571	BACH1
6.371173	0.0093	5.22061	0.139125	2.22	Down	0.001176618	AL110203	232179_at	Hypothetical protein LOC158863	Hs.138411	158863	LOC158863
6.06365	0.146449	4.913787	0.139442	2.22	Down	0.004722825	U79250	211613_s_at	Glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	Hs.512382	2820	GPD2
7.853467	0.1362	6.7323	0.23476	2.18	Down	0.014483061	AI927479	212113_at	Hypothetical LOC552889	Hs.213541	552889	LOC552889
6.561323	0.065369	5.442107	0.13565	2.17	Down	0.00174936	NM_021163	1553122_s_at	RB-associated KRAB zinc finger	Hs.592827	57786	RBAK
9.08796	0.04609	7.970727	0.21969	2.17	Down	0.007612761	AA521056	230180_at	-	-	-	-
8.391857	0.105904	7.292607	0.097492	2.14	Down	0.001579336	BF445199	213286_at	Zinc finger RNA binding protein	Hs.652197	51663	ZFR
8.651813	0.088183	7.555817	0.057685	2.14	Down	0.000482569	BC015770	1555434_a_at	Solute carrier family 39 (zinc transporter), member 14	Hs.491232	23516	SLC39A14
6.779737	0.019578	5.69371	0.091527	2.12	Down	0.000315239	NM_144624	1552656_s_at	U2AF homology motif (UHM) kinase 1	-	127933	-
7.66739	0.069128	6.583113	0.096712	2.12	Down	0.00080162	AI458297	236244_at	Heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	Hs.166463	3192	HNRPU
6.452213	0.155652	5.38046	0.053585	2.1	Down	0.002872623	AA989220	242844_at	Protein geranylgeranyltransferase type I, beta subunit	Hs.254006	5229	PGGT1B
6.883397	0.121729	5.817913	0.082151	2.09	Down	0.001916207	AK094189	1561361_at	Zinc finger protein 660	Hs.192342	285349	ZNF660
6.34604	0.061467	5.28416	0.229151	2.09	Down	0.011025704	AY099353	1554726_at	Zinc finger protein 655	Hs.521064	79027	ZNF655
9.91129	0.105211	8.85559	0.077087	2.08	Down	0.001266295	BC003682	208727_s_at	Cell division cycle 42 (GTP binding protein, 25kDa)	Hs.597524	998	CDC42
6.608347	0.101829	5.55454	0.108335	2.08	Down	0.002092007	BG532121	235216_at	Establishment of cohesion 1 homolog 1 (S. cerevisiae)	Hs.464733	114799	ESCO1
5.971457	0.051267	4.923597	0.224366	2.07	Down	0.010394196	AK024050	218521_s_at	Ubiquitin-conjugating enzyme E2W (putative)	Hs.128841	55284	UBE2W
7.48656	0.051335	6.442067	0.236791	2.06	Down	0.012537226	BE243270	241955_at	HECT domain containing 1	Hs.210850	25831	HECTD1
8.829337	0.102086	7.792283	0.134614	2.05	Down	0.003570646	BC005193	222502_s_at	Ubiquitin-fold modifier 1	Hs.652145	51569	UFM1
8.673503	0.096515	9.696523	0.032932	2.03	Up	0.00055516	BC042832	1557987_at	PI-3-kinase-related kinase SMG-1 - like locus	Hs.623973	641298	LOC641298
6.49053	0.095167	5.468997	0.071916	2.03	Down	0.00102091	L19659	211020_at	Glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)	Hs.519884	2651	GCNT2
8.001063	0.092829	6.97969	0.225278	2.03	Down	0.013785448	NM_012152	220816_at	Endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 7	Hs.527909	23566	EDG7
6.15884	0.055036	5.146063	0.156679	2.02	Down	0.003656866	BC030966	1554029_a_at	-	-	-	-
7.78352	0.102353	8.777357	0.118412	1.99	Up	0.003151621	NM_016551	217974_at	Transmembrane 7 superfamily member 3	Hs.438641	51768	TM7SF3
5.584187	0.159278	4.59511	0.247629	1.98	Down	0.028323682	BE379761	235852_at	Stonin 2	Hs.14248	85439	STON2
6.51415	0.121666	5.525913	0.116723	1.98	Down	0.004229239	AA931266	209996_x_at	Pericentriolar material 1	Hs.491148	5108	PCM1
7.37705	0.123274	6.389747	0.150071	1.98	Down	0.007062586	AI378044	221765_at	UDP-glucose ceramide glucosyltransferase	Hs.304249	7357	UGCG
7.428643	0.065444	6.450053	0.172533	1.97	Down	0.00607399	BC032716	1554887_at	-	-	-	-
6.439903	0.064088	5.465773	0.091392	1.96	Down	0.000949769	BU955063	1562056_at	CDNA FLJ35091 fis, clone PLACE6005786	Hs.652958	-	-
7.933083	0.071544	6.970813	0.159373	1.95	Down	0.005299191	AI924134	242787_at	Inner centromere protein antigens 135/155kDa	Hs.142179	3619	INCENP
8.221473	0.05293	7.26001	0.117633	1.95	Down	0.001730959	AF116616	211162_x_at	-	-	-	-
6.784173	0.182938	5.82877	0.186703	1.94	Down	0.021673762	AA424537	238795_at	Chromosome 10 open reading frame 18	Hs.432548	54906	C10orf18
7.167157	0.05678	6.213387	0.212845	1.94	Down	0.012353225	NM_005156	207223_s_at	ROD1 regulator of differentiation 1 (S. pombe)	Hs.269988	9991	ROD1
8.893717	0.107404	7.94502	0.081902	1.93	Down	0.002164413	BC005807	211708_s_at	Stearoyl-CoA desaturase (delta-9-desaturase)	Hs.558396	6319	SCD
6.533003	0.090747	5.586023	0.203446	1.93	Down	0.01314771	AI191118	217602_at	Peptidylprolyl isomerase A (cyclophilin A)	Hs.356331	5478	PPIA
6.361993	0.103954	5.41854	0.091727	1.92	Down	0.002436258	AW028075	229346_at	Nestin	Hs.527971	10763	NES
7.39605	0.029592	6.4571	0.279279	1.92	Down	0.028746369	BF970340	238010_at	Chromosome 1 open reading frame 174	Hs.103939	339448	C1orf174
8.62812	0.06405	7.70665	0.13671	1.89	Down	0.003645949	AI828035	223079_s_at	Glutaminase	Hs.116448	2744	GLS
7.680053	0.137008	6.764653	0.187651	1.89	Down	0.016962056	AF085937	1558695_at	Pleckstrin homology domain containing, family A member 5	Hs.188614	54477	PLEKHA5
7.891083	0.060611	6.984463	0.042871	1.87	Down	0.000258135	AA758013	224631_at	Zinc finger protein 91 homolog (mouse)	Hs.524920	80829	ZFP91
9.643257	0.168966	8.738863	0.130557	1.87	Down	0.013311722	BU175810	1558015_s_at	ARP2 actin-related protein 2 homolog (yeast)	Hs.393201	10097	ACTR2
4.775473	0.170403	3.871223	0.114345	1.87	Down	0.011632963	BF115815	237376_at	Cullin 3	Hs.372286	8452	CUL3
4.93417	0.046899	5.83749	0.091755	1.87	Up	0.000933575	NM_021136	203485_at	Reticulon 1	Hs.368626	6252	RTN1
7.647543	0.124274	6.745223	0.175615	1.87	Down	0.013760604	AW452971	231152_at	Transcribed locus	Hs.610328	-	-
6.183143	0.153944	5.283943	0.060403	1.87	Down	0.00555219	AK095692	1556348_at	Lectin, galactoside-binding, soluble, 8 (galectin 8)	Hs.652333	3964	LGALS8
11.233533	0.092343	10.337367	0.149921	1.86	Down	0.00703342	BG534952	224567_x_at	Metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	Hs.642877	378938	MALAT1
6.237233	0.156934	5.344113	0.111109	1.86	Down	0.009699251	NM_006540	205731_s_at	Nuclear receptor coactivator 2	Hs.446678	10499	NCOA2
6.902357	0.129176	6.010237	0.110109	1.86	Down	0.006271904	AI459274	33148_at	Zinc finger RNA binding protein	Hs.652197	51663	ZFR
8.85856	0.109977	7.97023	0.061453	1.85	Down	0.002132966	AL023775	216493_s_at	-	-	-	-
7.69015	0.01016	6.81212	0.12629	1.84	Down	0.002276115	AI378788	213865_at	Discoidin, CUB and LCCL domain containing 2	Hs.203691	131566	DCBLD2
5.76484	0.092309	4.896167	0.199487	1.83	Down	0.016790708	AI692432	231090_s_at	AT rich interactive domain 2 (ARID, RFX-like)	Hs.317304	196528	ARID2
4.631827	0.153143	5.500463	0.147754	1.83	Up	0.015074616	NM_004349	205529_s_at	Runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	Hs.368431	862	RUNX1T1
7.790107	0.059159	6.922157	0.256212	1.83	Down	0.029911565	AW190873	214697_s_at	ROD1 regulator of differentiation 1 (S. pombe)	Hs.269988	9991	ROD1
5.755763	0.123478	4.890937	0.077276	1.82	Down	0.004035374	U96173	210745_at	One cut domain, family member 1	Hs.511432	3175	ONECUT1
7.566727	0.06917	6.70214	0.040225	1.82	Down	0.000416124	AW205215	212619_at	KIAA0286 protein	Hs.591040	23306	KIAA0286
6.475897	0.069239	5.61196	0.197659	1.82	Down	0.014552042	BF056459	236665_at	Coiled-coil domain containing 18	Hs.310637	343099	CCDC18
6.584093	0.112383	5.72478	0.071776	1.81	Down	0.002984003	AI990739	228556_at	YTH domain containing 1	Hs.175955	91746	YTHDC1
9.082453	0.085417	8.223177	0.119547	1.81	Down	0.004263692	W80468	226675_s_at	Metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	Hs.642877	378938	MALAT1
6.447907	0.146299	5.596123	0.12857	1.8	Down	0.011936385	AK025482	234726_s_at	Transmembrane protein 168	Hs.121847	64418	TMEM168
7.129247	0.064914	6.278863	0.158036	1.8	Down	0.007611402	NM_152608	1553338_at	Chromosome 1 open reading frame 55	Hs.520192	163859	C1orf55
8.8372	0.051016	7.989127	0.229602	1.8	Down	0.022642356	N76327	237215_s_at	Transferrin receptor (p90, CD71)	Hs.529618	7037	TFRC
7.323947	0.0578	8.170723	0.268372	1.8	Up	0.036770136	NM_006426	205493_s_at	Dihydropyrimidinase-like 4	Hs.100058	10570	DPYSL4
6.081297	0.074778	5.237597	0.20888	1.79	Down	0.019057289	AF112857	211814_s_at	Cyclin E2	Hs.567387	9134	CCNE2
7.434603	0.132372	6.593447	0.158501	1.79	Down	0.015182213	AV752058	244574_at	Transcribed locus	Hs.595541	-	-
5.48733	0.083836	4.646257	0.083619	1.79	Down	0.002075123	NM_152622	1553336_a_at	Mesoderm induction early response 1, family member 3	Hs.567754	166968	MIER3
8.27989	0.138781	7.438863	0.257198	1.79	Down	0.04511523	NM_001880	205446_s_at	Activating transcription factor 2	Hs.592510	1386	ATF2
11.0244	0.151321	10.186067	0.12491	1.79	Down	0.012924352	BE858180	212092_at	Paternally expressed 10	Hs.147492	23089	PEG10
7.225243	0.029892	6.38708	0.133013	1.79	Down	0.003550119	AI659005	208934_s_at	Lectin, galactoside-binding, soluble, 8 (galectin 8)	Hs.652333	3964	LGALS8
6.572477	0.155964	5.735487	0.1398	1.79	Down	0.016181774	NM_006572	206917_at	Guanine nucleotide binding protein (G protein), alpha 13	Hs.515018	10672	GNA13
6.769403	0.130015	7.601747	0.065336	1.78	Up	0.004621815	NM_025154	206487_at	Unc-84 homolog A (C. elegans)	Hs.438072	23353	UNC84A
7.65453	0.080086	6.826177	0.131088	1.78	Down	0.005721214	BC031871	1570169_at	CUB and Sushi multiple domains 2	Hs.127736	114784	CSMD2
7.207427	0.081786	6.37976	0.249841	1.77	Down	0.034567766	NM_052822	1552978_a_at	secretory carrier membrane protein 1	-	9522	-
7.020807	0.095053	7.848347	0.042606	1.77	Up	0.001359367	AI347000	229803_s_at	AF034176 Human mRNA (Tripodis and Ragoussis) Homo sapiens cDNA clone ntcon5 contig	Hs.592692	-	-
10.5126	0.043099	9.685473	0.117852	1.77	Down	0.00274388	L18887	208853_s_at	Calnexin	Hs.651169	821	CANX
7.795237	0.096867	6.968453	0.194439	1.77	Down	0.019005414	AA829940	231576_at	Transcribed locus	Hs.651465	-	-
9.988363	0.050467	9.16187	0.089429	1.77	Down	0.001293658	AW188131	213998_s_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	Hs.528305	10521	DDX17
5.370367	0.066519	4.544593	0.069717	1.77	Down	0.001018274	BF979668	241781_at	Chromosome 9 open reading frame 41	Hs.567688	138199	C9orf41
7.416307	0.09559	8.241573	0.034267	1.77	Up	0.001246884	AK023816	215006_at	Enhancer of zeste homolog 2 (Drosophila)	Hs.444082	2146	EZH2
10.389933	0.066862	9.568423	0.042221	1.77	Down	0.000484762	NM_001415	205321_at	Eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa	Hs.539684	1968	EIF2S3
6.053703	0.113917	5.237413	0.040904	1.76	Down	0.002519673	AF090896	215150_at	-	-	-	-
9.617433	0.140452	10.4334	0.122147	1.76	Up	0.011840613	AW973232	242121_at	CDNA clone IMAGE:4328048	Hs.349570	-	-
6.887447	0.16823	6.073083	0.125268	1.76	Down	0.017801725	AF130080	223661_at	CDNA clone IMAGE:4513453	Hs.213061	-	-
6.4711	0.134915	7.285143	0.059118	1.76	Up	0.005236511	BC003697	223176_at	-	-	-	-
7.46487	0.023401	6.653353	0.1756	1.76	Down	0.010176579	NM_000084	206704_at	Chloride channel 5 (nephrolithiasis 2, X-linked, Dent disease)	Hs.166486	1184	CLCN5
6.03046	0.073583	5.222777	0.172194	1.75	Down	0.012514109	AL044018	202821_s_at	LIM domain containing preferred translocation partner in lipoma	Hs.444362	4026	LPP
5.082377	0.019646	4.277347	0.04178	1.75	Down	6.35E-05	BG285274	238506_at	Leucine rich repeat containing 58	Hs.518084	116064	LRRC58
9.14137	0.087252	8.33659	0.19207	1.75	Down	0.01886116	NM_004987	207198_s_at	LIM and senescent cell antigen-like domains 1	Hs.597715	3987	LIMS1
6.29272	0.113189	5.488643	0.1648	1.75	Down	0.015840201	U36310	210007_s_at	Glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	Hs.512382	2820	GPD2
5.76606	0.036415	4.962803	0.105826	1.75	Down	0.001995658	BE465380	231016_s_at	Aryl hydrocarbon receptor nuclear translocator	Hs.632446	405	ARNT
7.069157	0.109288	6.26636	0.246894	1.74	Down	0.041009486	BC029425	1570515_a_at	Filamin A interacting protein 1	Hs.526972	27145	FILIP1
9.917777	0.161337	9.1174	0.125997	1.74	Down	0.017395655	BC036253	1554390_s_at	ARP2 actin-related protein 2 homolog (yeast)	Hs.393201	10097	ACTR2
5.53795	0.086923	4.74331	0.246966	1.73	Down	0.038587016	AF005037	206667_s_at	Secretory carrier membrane protein 1	Hs.482587	9522	SCAMP1
7.86911	0.064381	7.076767	0.273955	1.73	Down	0.04804558	AI439752	235451_at	SMAD family member 5	Hs.167700	4090	SMAD5
5.172007	0.104919	4.380337	0.081058	1.73	Down	0.003951892	BE671045	237502_at	Cardiolipin synthase 1	Hs.224764	54675	CRLS1
6.782723	0.048244	7.570977	0.189231	1.73	Up	0.015649764	AA442490	1558896_at	Chromosome 1 open reading frame 69	Hs.237017	200205	C1orf69
5.75736	0.149339	4.96977	0.126482	1.73	Down	0.015806488	AW055205	237968_at	ADP-ribosylation factor-like 6 interacting protein 2	Hs.190440	64225	ARL6IP2
7.268323	0.106652	6.481287	0.135264	1.73	Down	0.010267898	M55575	210653_s_at	Branched chain keto acid dehydrogenase E1, beta polypeptide (maple syrup urine disease)	Hs.436387	594	BCKDHB
5.86274	0.172528	5.077653	0.18642	1.72	Down	0.036544454	AW665155	1557701_s_at	Polymerase (DNA directed), eta	Hs.439153	5429	POLH
5.722127	0.074812	6.50356	0.231717	1.72	Up	0.032612275	NM_007197	219764_at	Frizzled homolog 10 (Drosophila)	Hs.31664	11211	FZD10
7.096743	0.164466	6.316123	0.122077	1.72	Down	0.018920354	NM_016081	200906_s_at	Palladin, cytoskeletal associated protein	Hs.151220	23022	PALLD
8.320667	0.079365	9.100513	0.149084	1.72	Up	0.009900476	M68520	204252_at	Cyclin-dependent kinase 2	Hs.19192	1017	CDK2
10.2647	0.031	9.48517	0.038581	1.72	Down	9.49E-05	AW026491	200951_s_at	Cyclin D2	Hs.376071	894	CCND2
6.72622	0.083254	5.947553	0.236051	1.72	Down	0.035840612	D26121	210172_at	Splicing factor 1	Hs.502829	7536	SF1
5.77477	0.014098	6.552883	0.142996	1.71	Up	0.005634704	AI885411	53071_s_at	Hypothetical protein FLJ22222	Hs.567578	79701	FLJ22222
7.033113	0.103211	6.256033	0.180748	1.71	Down	0.020236112	U16797	202669_s_at	Ephrin-B2	Hs.149239	1948	EFNB2
6.20316	0.083001	5.42668	0.080968	1.71	Down	0.002587027	BQ944989	1558002_at	Serine/threonine kinase receptor associated protein	Hs.504895	11171	STRAP
6.155473	0.044313	6.931207	0.108057	1.71	Up	0.002666841	AF161347	1556389_at	Trinucleotide repeat containing 5	Hs.414099	10695	TNRC5
8.404913	0.113649	7.629313	0.075201	1.71	Down	0.004707516	D13413	216855_s_at	-	-	-	-
7.503733	0.161073	6.72879	0.124677	1.71	Down	0.019028813	BC002694	221650_s_at	Mediator of RNA polymerase II transcription, subunit 18 homolog (S. cerevisiae)	Hs.479911	54797	MED18
6.905697	0.101769	6.131883	0.056206	1.71	Down	0.002646225	NM_000722	207050_at	Calcium channel, voltage-dependent, alpha 2/delta subunit 1	Hs.282151	781	CACNA2D1
5.673573	0.167605	4.90057	0.189961	1.71	Down	0.037977828	BF196457	204750_s_at	Desmocollin 2	Hs.95612	1824	DSC2
6.115237	0.144112	5.34488	0.085464	1.71	Down	0.010047432	AW341200	211973_at	CDNA: FLJ22515 fis, clone HRC12122, highly similar to AF052101 Homo sapiens clone 23872 mRNA sequence	Hs.485155	-	-
9.62345	0.042219	8.85524	0.0523	1.7	Down	0.000334366	U59321	208719_s_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	Hs.528305	10521	DDX17
8.998377	0.069024	8.231883	0.150639	1.7	Down	0.009838125	AK023415	233559_s_at	WD repeat and FYVE domain containing 1	Hs.652341	57590	WDFY1
5.262687	0.119022	6.028233	0.204999	1.7	Up	0.031989681	AI262560	228369_at	Trinucleotide repeat containing 5	Hs.414099	10695	TNRC5
6.140713	0.050111	6.905763	0.03883	1.7	Up	0.000270391	BF195118	229127_at	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6	Hs.246310	522	ATP5J
4.787003	0.060344	4.024483	0.044843	1.7	Down	0.000532069	W01876	1565867_a_at	Zinc finger CCCH-type containing 11A	Hs.532399	9877	ZC3H11A
5.818373	0.062588	5.058697	0.14935	1.69	Down	0.009369046	BE467787	243835_at	Zinc finger, DHHC-type containing 21	Hs.128619	340481	ZDHHC21
7.764673	0.093025	7.009567	0.068419	1.69	Down	0.002826467	D13318	210188_at	GA binding protein transcription factor, alpha subunit 60kDa	Hs.473470	2551	GABPA
6.96119	0.085673	6.209927	0.164281	1.68	Down	0.015414826	NM_005570	203293_s_at	Lectin, mannose-binding, 1	Hs.465295	3998	LMAN1
8.242293	0.04088	7.498607	0.22956	1.67	Down	0.033234058	AK024050	222657_s_at	Ubiquitin-conjugating enzyme E2W (putative)	Hs.128841	55284	UBE2W
6.922827	0.120555	7.66597	0.085546	1.67	Up	0.007347749	BG396868	1559957_a_at	Hypothetical LOC642852	Hs.615521	642852	LOC642852
6.1943	0.142265	5.451627	0.124578	1.67	Down	0.01714066	NM_007236	207993_s_at	Calcium binding protein P22	Hs.406234	11261	CHP
6.344453	0.152097	5.6022	0.068651	1.67	Down	0.011263825	AA626210	230987_at	-	-	-	-
9.203877	0.148273	8.46438	0.057662	1.67	Down	0.009673864	NM_003487	202840_at	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	Hs.402752	8148	TAF15
8.548133	0.082153	7.81124	0.110981	1.67	Down	0.005938259	NM_006555	217785_s_at	YKT6 v-SNARE homolog (S. cerevisiae)	Hs.520794	10652	YKT6
8.153077	0.05369	7.416443	0.075055	1.67	Down	0.001335002	N92501	200671_s_at	Spectrin, beta, non-erythrocytic 1	Hs.503178	6711	SPTBN1
8.098207	0.009663	7.364847	0.021413	1.66	Down	6.27E-06	AF046997	203125_x_at	Solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	Hs.505545	4891	SLC11A2
5.409987	0.072635	4.676633	0.026474	1.66	Down	0.000689149	Z83850	232771_at	-	-	-	-
7.482727	0.09187	8.216033	0.036222	1.66	Up	0.001755679	AI880383	1557737_s_at	Natural killer-tumor recognition sequence	Hs.529509	4820	NKTR
6.741827	0.071057	7.47214	0.125037	1.66	Up	0.007090316	AA058832	229302_at	Transmembrane protein 178	Hs.40808	130733	TMEM178
5.196903	0.087607	5.92578	0.195187	1.66	Up	0.027106474	AI808625	209254_at	KIAA0265 protein	Hs.520710	23008	KIAA0265
5.538293	0.075358	4.810863	0.233346	1.66	Down	0.041286101	BE066500	239729_at	Transcribed locus	Hs.651373	-	-
5.746557	0.054651	5.019683	0.056733	1.66	Down	0.000766622	N86386	238421_at	Membrane associated DNA binding protein	Hs.533499	54542	MNAB
7.872397	0.14542	7.14742	0.058061	1.65	Down	0.009807303	AF151026	223888_s_at	Leucyl-tRNA synthetase	Hs.432674	51520	LARS
7.050417	0.054389	6.326433	0.026616	1.65	Down	0.000280396	AA608855	244115_at	Family with sequence similarity 126, member A	Hs.85603	84668	FAM126A
6.921867	0.100872	6.200793	0.100823	1.65	Down	0.007201185	BG390493	244030_at	Serine/threonine/tyrosine interacting protein	Hs.364980	6815	STYX
10.081967	0.007216	9.36137	0.079533	1.65	Down	0.00083549	U40053	216607_s_at	cytochrome P450, subfamily 51 pseudogene 2	-	83530	-
5.739567	0.129387	6.45987	0.208268	1.65	Up	0.042482987	AU144048	232094_at	Chromosome 15 open reading frame 29	Hs.633566	79768	C15orf29
7.439413	0.113129	6.721867	0.197509	1.64	Down	0.034431915	AF151824	224311_s_at	Calcium binding protein 39	Hs.632536	51719	CAB39
8.158983	0.094967	8.87045	0.233438	1.64	Up	0.047677848	AL136769	223135_s_at	Bobby sox homolog (Drosophila)	Hs.124366	56987	BBX
8.15295	0.111704	7.44265	0.19787	1.64	Down	0.035320986	AB037782	227454_at	TAO kinase 1	Hs.631758	57551	TAOK1
5.282	0.12414	5.99116	0.138628	1.63	Up	0.018925491	BC031345	1570249_x_at	Guanine nucleotide binding protein (G protein), beta polypeptide 1	Hs.430425	2782	GNB1
5.411897	0.048421	6.118313	0.145554	1.63	Up	0.009991906	AW972765	222344_at	Chromosome 5 open reading frame 13	Hs.36053	9315	C5orf13
7.692377	0.147039	6.987757	0.116541	1.63	Down	0.019851954	AL524033	201996_s_at	Spen homolog, transcriptional regulator (Drosophila)	Hs.558463	23013	SPEN
5.620167	0.10773	4.91682	0.135062	1.63	Down	0.015208639	BF978064	238474_at	Nucleoporin 43kDa	Hs.510375	348995	NUP43
8.038183	0.022596	8.7395	0.086031	1.63	Up	0.001399162	AW593143	205134_s_at	Nuclear fragile X mental retardation protein interacting protein 1	Hs.525006	26747	NUFIP1
6.25284	0.104908	5.5537	0.066885	1.62	Down	0.004930052	Z25430	211085_s_at	Serine/threonine kinase 4	Hs.472838	6789	STK4
5.387533	0.093415	4.689317	0.042234	1.62	Down	0.002428978	AW851069	238954_at	Transcribed locus	Hs.496366	-	-
6.385177	0.051764	7.081537	0.059121	1.62	Up	0.000895495	AI475033	239448_at	SMAD family member 3	Hs.36915	4088	SMAD3
4.840103	0.144492	4.144147	0.094569	1.62	Down	0.01573184	BG538482	235388_at	Chromodomain helicase DNA binding protein 9	Hs.59159	80205	CHD9
5.315277	0.051778	4.62003	0.210931	1.62	Down	0.032867762	NM_015852	207117_at	Zinc finger protein 117	Hs.250693	7670	ZNF117
8.758767	0.161302	8.06356	0.086881	1.62	Down	0.019193485	BF983948	222532_at	Signal recognition particle receptor, B subunit	Hs.584950	58477	SRPRB
8.535	0.128722	7.840697	0.19968	1.62	Down	0.043137046	M10098	affx-humrge/m10098_3_at	-	-	-	-
7.669467	0.080378	6.975313	0.178624	1.62	Down	0.023930209	NM_004321	203849_s_at	Kinesin family member 1A	Hs.516802	547	KIF1A
8.30346	0.047451	7.609983	0.170285	1.62	Down	0.017204331	BF674052	224917_at	Transmembrane protein 49	Hs.444569	81671	TMEM49
6.170903	0.089011	5.478853	0.050942	1.62	Down	0.002514261	NM_006260	208499_s_at	DnaJ (Hsp40) homolog, subfamily C, member 3	Hs.591209	5611	DNAJC3
6.964787	0.031131	6.273603	0.039777	1.61	Down	0.000165205	AI590190	228457_at	CDNA clone IMAGE:5263177	Hs.592572	-	-
