GENE ID	Acession No.	Symbol	AT-MSC	AT-MSC-Hepa	Liver	Hepatocyte	Fold change AT-MSC-Hepa/AT-MSC
1361	NM_001872	CPB2	0.01	1.23	9.92	1	123.05
2620	NM_005256	GAS2	0.01	1.41	4.33	1	122.61
3950	NM_002302	LECT2	0.01	1.22	16.29	1	122.37
	A_24_P561165		0.02	2.17	9.62	1	122.21
	CR603668		0.45	54.72	3.91	1	122.1
216	NM_000689	ALDH1A1	0.01	1.22	0.84	1	121.64
54363	NM_017545	HAO1	0.02	1.86	13.83	1	121.45
3263	NM_000613	HPX	0.01	1.19	8.98	1	118.61
	THC2390661		0.09	11.1	67.55	1	117.54
55607	BC037849	PPP1R9A	0.02	2.67	0.57	1	117.17
91683	NM_177963	SYT12	0.01	1.17	2.15	1	117.11
11309	NM_007256	SLCO2B1	0.01	1.16	12	1	116.24
3827	NM_000893	KNG1	0.01	1.29	18.94	1	115.92
10216	NM_005807	PRG4	0.05	5.9	47.95	1	113.6
1610	NM_001917	DAO	0.02	1.8	17.92	1	113.46
4897	NM_005010	NRCAM	0.05	6.09	0.05	1	112.43
6291	NM_006512	SAA4	0.01	1.12	12.28	1	112.24
5342	NM_002665	PLGLB2	0.03	3.69	21.46	1	112.09
29974	NM_138933	ACF	0.01	1.12	3.58	1	111.54
6819	NM_176825	SULT1C1	0.09	10.11	0.96	1	109.3
735	NM_001737	C9	0.01	1.61	158.48	1	109.12
312	NM_001003954	ANXA13	0.59	63.98	16.54	1	108.93
1588	NM_031226	CYP19A1	0.05	5.51	0.13	1	108.4
732	NM_000066	C8B	0.01	1.07	39.23	1	107.48
6357	NM_005408	CCL13	6.64	701.91	11.32	1	105.69
3483	NM_004970	IGFALS	0.01	1.05	22.88	1	105.28
3990	NM_000236	LIPC	0.01	1.05	1.57	1	105.24
3249	NM_182983	HPN	0.01	1.05	6.07	1	104.72
54997	NM_017899	TESC	0.01	1.04	0.1	1	104.1
213	NM_000477	ALB	0.01	1.04	2.32	1	103.66
2160	NM_000128	F11	0.02	2.48	35.85	1	103.55
345557	NM_001005473	PLCXD3	0.07	6.74	1.94	1	103.37
80704	NM_025243	SLC19A3	0.01	1.13	0.75	1	103.1
22874	NM_014935	PLEKHA6	0.01	1.03	0.95	1	102.95
114569	NM_052886	MAL2	0.01	1.03	1.45	1	102.63
5444	NM_000446	PON1	0.02	1.77	15.87	1	102.11
3699	NM_002217	ITIH3	0.01	1.02	6.76	1	101.51
325	NM_001639	APCS	0.01	1.17	7.86	1	101.44
	CR601458		0.01	1.01	1.53	1	101.38
934	NM_013230	CD24	0.01	1.01	0.05	1	101.07
2628	NM_001482	GATM	0.01	1	3.75	1	100.3
11001	NM_003645	SLC27A2	0.01	0.99	15.13	1	99.15
6290	AY209188	SAA3P	0.06	6.23	295.76	1	99.01
183	NM_000029	AGT	0.01	0.99	5.44	1	98.67
222643	NM_173561	UNC5CL	0.01	0.99	0.59	1	98.6
	THC2404058		0.02	1.78	13.21	1	98.57
84293	NM_032333	C10orf58	0.01	0.98	1.08	1	98.06
1558	NM_000770	CYP2C8	0.06	6.23	348.38	1	97.74
23705	NM_014333	IGSF4	0.01	0.97	2.62	1	97.04
721	NM_000592	C4B	0.02	1.81	11.11	1	96.98
7363	NM_021139	UGT2B4	0.01	0.97	8.55	1	96.64
10720	NM_001073	UGT2B11	0.01	0.96	4.15	1	95.67
	CD608671		0.05	4.64	22.27	1	95.26
3697	NM_002215	ITIH1	0.01	1.17	13.53	1	95.05
4069	NM_000239	LYZ	0.05	4.89	2.45	1	94.88
2165	NM_001994	F13B	0.05	4.36	34.09	1	94.84
12	NM_001085	SERPINA3	0.01	0.95	2.24	1	94.8
	CR601260		0.12	10.85	28	1	94.33
	AF113674		0.06	5.4	22.94	1	94.22
116842	NM_052971	LEAP-2	0.04	3.67	8.69	1	94.01
5570	NM_181795	PKIB	0.01	0.94	0.18	1	93.85
56892	NM_020130	C8orf4	0.01	0.94	4.13	1	92.77
10841	NM_206965	FTCD	0.01	0.92	7.36	1	92.46
55286	NM_018302	C4orf19	0.01	0.92	2.38	1	92.29
116984	NM_015230	CENTD1	0.01	1.09	1.66	1	92.02
433	NM_080912	ASGR2	0.01	0.91	4	1	91.36
	AK124281		0.01	0.91	1.15	1	90.71
6480	NM_173216	ST6GAL1	0.01	0.91	14.23	1	90.66
9865	AB014544	KIAA0644	0.94	84.59	1.11	1	90.32
	AF355802		0.02	1.75	8.71	1	90.31
84612	NM_032521	PARD6B	0.01	0.9	0.8	1	90.06
229	NM_000035	ALDOB	0.01	0.9	15.47	1	89.84
57447	NM_201535	NDRG2	0.01	0.9	10.31	1	89.59
3240	NM_005143	HP	0.01	0.89	2.2	1	89.25
	CD103176		0.11	10.24	63.2	1	89.07
	CR749204		0.01	0.89	3.68	1	89.01
10877	NM_006684	CFHR4	0.03	2.61	119.37	1	88.63
84647	NM_032562	PLA2G12B	0.01	0.87	2.57	1	86.85
114571	NM_080866	SLC22A9	0.05	4.65	13.14	1	86.74
894	NM_001759	CCND2	0.69	59.1	0.85	1	86.2
7704	NM_006006	ZBTB16	0.01	0.86	1.65	1	86
9547	NM_004887	CXCL14	0.14	11.78	178.82	1	85.29
	A_24_P298604		0.05	4.28	2.71	1	85.09
	A_32_P146786		0.03	2.4	2.89	1	84.9
5919	NM_002889	RARRES2	0.01	0.84	3.17	1	84.22
	AK131023		0.01	0.84	0.74	1	84.2
	THC2340678		0.01	0.84	3.65	1	83.81
	A_24_P615462		0.03	2.73	5.7	1	83.61
2192	NM_001996	FBLN1	1.45	120.77	3.63	1	83.16
135932	NM_153345	TMEM139	0.01	0.83	0.22	1	83.01
10630	NM_198389	PDPN	4.07	337.7	1.61	1	82.95
57568	NM_020808	SIPA1L2	0.02	1.81	1.57	1	82.38
114804	NM_052916	RNF157	0.02	1.64	0.32	1	81.86
51760	NM_016524	SYT17	0.02	1.66	7.94	1	81.82
999	NM_004360	CDH1	0.01	0.81	1.35	1	81.04
	AK126263		0.01	0.98	0.87	1	80.92
3773	NM_170741	KCNJ16	0.07	5.43	2.07	1	80.32
	THC2337832		0.02	1.71	12.01	1	80.05
7412	NM_001078	VCAM1	0.05	3.91	10.61	1	80.03
25884	NM_015424	CHRDL2	0.02	1.33	14.22	1	79.84
942	NM_006889	CD86	0.02	1.57	0.7	1	79.13
124	NM_000667	ADH1A	0.22	16.91	255.57	1	77.19
64850	NM_031279	AGXT2L1	0.01	0.97	10.23	1	76.32
6692	NM_003710	SPINT1	0.01	1.01	0.07	1	75.88
10361	NM_182795	NPM2	0.03	2.24	0.27	1	75.44
3627	NM_001565	CXCL10	0.01	0.75	0.03	1	75.08
80350	AK125910	LPAL2	0.05	3.53	60.56	1	75.07
7367	NM_001077	UGT2B17	0.04	3.17	14.65	1	74.61
	ENST00000264554		0.01	0.74	1.58	1	74.08
4547	NM_000253	MTTP	0.01	0.73	5.07	1	73.37
	A_23_P61191		0.01	0.86	3.87	1	72.43
10788	NM_006633	IQGAP2	0.02	1.49	12.66	1	71.88
1959	NM_000399	EGR2	2.7	194.24	2.73	1	71.82
55365	NM_018487	HCA112	0.01	0.97	7.15	1	71.78
54988	NM_017888	FLJ20581	0.01	1.06	8.22	1	71.27
486	NM_021603	FXYD2	0.01	0.71	0.19	1	71.25
3321	NM_001542	IGSF3	0.01	0.71	0.02	1	70.92
92292	NM_080661	GLYATL1	0.02	1.15	11.69	1	70.48
3952	NM_000230	LEP	0.54	38.3	1.26	1	70.38
2155	NM_000131	F7	0.02	1.05	12.16	1	69.76
5243	NM_000927	ABCB1	0.01	0.7	0.76	1	69.56
55350	NM_018399	VNN3	0.1	6.64	7.21	1	68.84
5174	NM_002614	PDZK1	0.02	1.16	1.86	1	68.75
158158	NM_152573	RASEF	0.01	0.68	0.42	1	68.46
11075	S82024	STMN2	1.69	115.07	0.94	1	68.26
259	NM_001633	AMBP	0.01	0.68	3.82	1	68.15
203111	NM_173549	C8orf47	0.01	0.68	0.15	1	67.97
240	NM_000698	ALOX5	0.1	6.71	30.51	1	67.69
91543	NM_080657	RSAD2	0.67	45.47	4.59	1	67.62
26232	NM_012168	FBXO2	0.01	0.68	0.21	1	67.61
79838	NM_024780	TMC5	0.07	4.86	1.63	1	67.57
57393	NM_020665	TMEM27	0.01	0.72	0.58	1	67.39
	AW389914		0.02	1.51	13.55	1	67.09
	THC2309658		0.04	2.7	34.13	1	66.86
432	NM_001671	ASGR1	0.02	1.36	13.36	1	66.85
4688	NM_000433	NCF2	0.02	1.22	0.78	1	66.16
79781	NM_024726	IQCA	0.02	1.2	0.06	1	66.05
200879	NM_139248	LIPH	0.01	0.66	0.02	1	65.85
51338	NM_024021	MS4A4A	0.15	9.95	75.92	1	65.64
	T26612		0.16	10.53	3.71	1	65.53
	AY927488		0.02	1.06	3.72	1	65.35
	AK125038		0.01	0.65	2.34	1	65.25
1675	NM_001928	CFD	2.57	167.12	28.88	1	65.11
285733	AK091900	LOC285733	0.01	0.65	2.46	1	64.81
	BC033021		0.01	0.65	1.59	1	64.62
152831	NM_175737	KLB	0.01	0.65	2.09	1	64.6
	A_24_P247303		0.01	0.65	0.23	1	64.56
30061	NM_014585	SLC40A1	0.06	3.9	9.55	1	64.25
9053	NM_003980	MAP7	0.01	0.64	1.5	1	63.65
	A_24_P401124		0.01	0.63	0.2	1	63.5
57509	NM_001001927	MTUS1	0.07	4.45	6.56	1	63.47
1582	NM_004391	CYP8B1	0.01	0.63	24.42	1	62.95
727	NM_001735	C5	0.4	24.82	119.11	1	62.73
29887	NM_013322	SNX10	0.03	1.64	2.78	1	62.61
199920	NM_001004303	C1orf168	0.13	8.35	16.31	1	62.11
8809	NM_003855	IL18R1	0.05	3.09	8.48	1	62.05
	CR627122		0.07	4.57	10.93	1	62
83539	NM_031422	CHST9	0.01	0.79	0.16	1	62
	A_24_P575267		0.01	0.61	2.98	1	61.47
	THC2277082		0.01	0.61	1.29	1	61.45
8630	NM_003725	HSD17B6	0.01	0.78	18.32	1	61.41
199	NM_004847	AIF1	0.09	5.36	47.78	1	61.38
144423	NM_144669	GLT1D1	0.01	0.61	1.66	1	61.31
11322	NM_007267	TMC6	0.01	0.71	0.85	1	60.43
	THC2374165		0.52	31.55	0.51	1	60.16
5629	NM_002763	PROX1	0.04	2.54	4.99	1	60.15
80144	NM_025074	FRAS1	4.88	292.29	5.34	1	59.95
92086	NM_080920	GGTLA4	0.03	1.56	3.22	1	59.88
5005	NM_000608	ORM2	0.01	0.6	4.61	1	59.55
64577	NM_022568	ALDH8A1	0.05	2.79	31.35	1	59.46
169611	NM_182487	OLFML2A	26.81	1590.52	5.34	1	59.34
	AL137722		0.02	1.25	0.9	1	59.07
28959	NM_014020	LR8	0.01	0.58	5.36	1	58.28
53353	NM_018557	LRP1B	0.71	41.48	1.4	1	58.08
51473	NM_016356	DCDC2	0.06	3.68	0.15	1	57.98
5284	NM_002644	PIGR	0.01	0.58	4.6	1	57.8
9027	NM_003960	NAT8	0.01	0.57	0.74	1	57.31
	A_24_P593724		0.55	31.62	3.88	1	57.07
9173	NM_016232	IL1RL1	0.09	5.18	11.68	1	57.05
	THC2340678		0.02	0.85	4.09	1	56.84
7365	NM_001075	UGT2B10	0.01	0.57	4.49	1	56.82
4143	NM_000429	MAT1A	0.01	0.57	21.08	1	56.63
	THC2343246		0.02	0.96	1.55	1	56.56
10154	AB208934	PLXNC1	0.75	41.97	3.63	1	56.29
	ENST00000331849		0.01	0.75	10.03	1	56.05
	BF326811		0.01	0.66	1.71	1	55.8
	AK097484		0.04	2.14	6.09	1	55.65
23555	NM_012339	TSPAN15	0.02	1.01	0.08	1	55.65
113763	NM_138434	C7orf29	0.01	0.76	1.02	1	55.6
	BC045163		0.02	0.91	0.04	1	55.6
80117	NM_025047	ARL14	0.01	0.55	0.01	1	55.47
54346	NM_018974	UNC93A	0.09	4.99	5.3	1	55.42
866	NM_001756	SERPINA6	0.02	0.92	5.75	1	55.41
84332	NM_032372	DYDC2	0.02	1.09	0.3	1	55.29
712	NM_015991	C1QA	0.16	8.98	116.43	1	55.27
4958	NM_005014	OMD	0.6	33.15	1.26	1	55.07
	AF088004		0.01	0.55	1.87	1	55.05
	XM_496390		0.03	1.64	4.66	1	54.92
344	NM_000483	APOC2	0.01	0.55	0.67	1	54.84
	THC2342812		0.01	0.7	4.06	1	54.76
130013	NM_138326	ACMSD	0.01	0.54	12.25	1	54.36
148534	NM_152487	TMEM56	0.02	0.87	4.86	1	54.07
5046	NM_002570	PCSK6	0.01	0.74	6.16	1	53.82
8858	NM_003891	PROZ	0.03	1.81	7.77	1	53.64
	XM_497979		0.06	3.32	2.26	1	53.61
3484	NM_000596	IGFBP1	0.01	0.53	9.9	1	53.35
	BM984396		0.17	8.81	25.57	1	53.14
8424	NM_003986	BBOX1	0.01	0.76	2.82	1	52.81
117153	NM_054024	MIA2	0.01	0.77	1.29	1	52.35
26157	NM_015660	GIMAP2	0.04	1.94	3.15	1	52.2
54626	NM_019089	HES2	0.04	2.09	0.02	1	52.12
8431	NM_021969	NR0B2	0.01	0.52	1.4	1	52.04
189	NM_000030	AGXT	0.01	0.52	26.67	1	51.57
5004	NM_000607	ORM1	0.01	0.52	4.41	1	51.52
	ENST00000262042		0.09	4.44	3.11	1	51.47
5157	NM_006207	PDGFRL	0.94	47.7	0.47	1	50.94
5314	NM_138694	PKHD1	0.04	2.25	0.54	1	50.92
116835	NM_052970	HSPA12B	0.62	31.56	27.55	1	50.88
4046	NM_001013254	LSP1	6.63	335.4	38.48	1	50.57
148738	NM_213653	HFE2	0.01	0.51	11.01	1	50.52
9963	NM_152685	SLC23A1	0.08	3.94	9.45	1	50.26
10990	NM_006840	LILRB5	0.39	19.64	135.98	1	50.22
158584	NM_174912	AMDD	0.01	0.66	3.09	1	50.2
2877	NM_002083	GPX2	0.01	0.69	3.33	1	49.97
10538	NM_006399	BATF	0.01	0.5	0.06	1	49.87
8685	NM_006770	MARCO	0.1	4.92	113.71	1	49.8
10599	NM_006446	SLCO1B1	0.01	0.5	19.6	1	49.55
10891	NM_013261	PPARGC1A	0.03	1.55	16.87	1	49.4
	THC2279735		0.05	2.64	1.68	1	49.1
	BC036599		0.57	27.84	14.35	1	49.04
27233	NM_006588	SULT1C2	0.05	2.33	0.09	1	48.94
344838	NM_198504	PAQR9	0.01	0.49	0.8	1	48.87
1512	NM_148979	CTSH	0.02	0.9	1.15	1	48.84
1230	NM_001295	CCR1	0.62	30.19	193.32	1	48.55
	BC089388		0.01	0.49	0.53	1	48.54
2203	NM_000507	FBP1	0.01	0.48	13.15	1	48.48
1917	NM_001958	EEF1A2	0.28	13.69	0.92	1	48.47
	BX097190		0.57	27.47	24.31	1	48.27
58189	NM_021197	WFDC1	0.66	31.58	32.46	1	47.71
7102	NM_004615	TSPAN7	0.02	0.87	2.19	1	47.5
8876	NM_004666	VNN1	0.01	0.47	0.19	1	47.48
81704	NM_203447	DOCK8	0.03	1.58	5.1	1	47.37
5027	NM_002562	P2RX7	0.02	1.03	1.04	1	47.34
	A_23_P28927		0.01	0.47	1.81	1	47.34
3822	NM_002260	KLRC2	0.07	3.36	0.41	1	47.24
10252	NM_199327	SPRY1	0.47	21.94	3.82	1	47.05
8875	NM_004665	VNN2	0.02	0.85	0.53	1	47
1824	NM_024422	DSC2	0.02	0.78	0.41	1	46.47
	AK131538		0.12	5.52	3.06	1	46.33
157638	NM_174911	FAM84B	0.02	0.96	1.21	1	46.22
83733	NM_031481	SLC25A18	0.01	0.46	4.64	1	45.98
2705	NM_000166	GJB1	0.02	0.83	4.47	1	45.95
	ENST00000340141		0.01	0.46	0.22	1	45.9
3087	NM_002729	HHEX	0.03	1.23	2.34	1	45.67
306	NM_005139	ANXA3	0.01	0.46	0.01	1	45.55
1602	NM_080759	DACH1	0.64	28.87	12.68	1	45.39
	ENST00000237840		0.12	5.34	2.35	1	44.94
9615	NM_004293	GDA	0.01	0.45	1.17	1	44.85
	THC2314177		0.02	0.94	0.3	1	44.66
125113	NM_152349	KA21	0.01	0.59	0.64	1	44.6
1117	NM_004000	CHI3L2	0.03	1.54	0.07	1	44.57
9355	NM_004789	LHX2	0.32	14.26	39.51	1	44.55
219595	NM_153696	PSMAL	0.03	1.2	9.33	1	44.5
7941	NM_005084	PLA2G7	0.55	24.55	72.21	1	44.27
54502	NM_019027	FLJ20273	0.01	0.44	1.08	1	43.93
11320	NM_012214	MGAT4A	0.02	0.81	3.67	1	43.89
8647	NM_003742	ABCB11	0.05	1.98	13.24	1	43.88
22996	BC028374	C1orf34	0.02	0.95	0.08	1	43.85
1733	NM_000792	DIO1	0.01	0.44	1.7	1	43.8
126	NM_000669	ADH1C	0.68	29.63	344.03	1	43.63
653857	AB039791	LOC653857	0.01	0.44	3.12	1	43.54
7306	NM_000550	TYRP1	0.62	27.04	1.39	1	43.36
120224	NM_138788	TMEM45B	0.01	0.43	0.9	1	43.29
115827	NM_138453	RAB3C	0.02	0.75	1.15	1	43.04
	XM_496390		0.04	1.77	4.96	1	43
27147	NM_015689	DENND2A	0.53	22.83	7.59	1	42.77
5357	NM_002670	PLS1	0.01	0.51	0.77	1	42.63
140738	BC046362	TMEM37	0.02	0.73	2.08	1	42.43
	A_32_P212958		1.73	73.54	169.28	1	42.41
9032	NM_003963	TM4SF5	0.01	0.42	5.12	1	42.41
79170	NM_024320	ATAD4	0.01	0.42	0.23	1	42.4
341	NM_001645	APOC1	0.01	0.42	3.37	1	42.38
8839	NM_003881	WISP2	90.92	3846.4	89.64	1	42.3
	AF153821		0.29	12.11	159.49	1	41.77
	CR609146		0.02	0.69	1.97	1	41.55
7364	NM_001074	UGT2B7	0.01	0.42	3.03	1	41.52
3273	NM_000412	HRG	0.01	0.41	18.64	1	41.39
	ENST00000249376		0.02	0.63	2.52	1	41.25
10529	NM_006393	NEBL	0.03	1.08	0.06	1	41.16
8416	NM_003568	ANXA9	0.02	0.67	1.4	1	41.14
5624	NM_000312	PROC	0.01	0.41	3.88	1	41.03
25801	NM_012198	GCA	0.05	2.04	2.12	1	41.02
54578	NM_001072	UGT1A6	0.01	0.41	2.54	1	40.7
23316	NM_015267	CUTL2	0.02	0.84	5.05	1	40.62
8788	NM_003836	DLK1	0.38	15.32	0.09	1	40.54
	THC2339389		0.01	0.4	2.32	1	40.48
3158	NM_005518	HMGCS2	0.19	7.79	145.99	1	40.4
51302	NM_016593	CYP39A1	0.02	0.96	4.27	1	40.38
153562	NM_144724	MARVELD2	0.02	0.62	0.98	1	40.26
84059	NM_032119	GPR98	0.03	1.36	12.46	1	40.25
7857	NM_003469	SCG2	6.84	275.11	1.33	1	40.21
	A_24_P824578		0.11	4.24	0.24	1	39.99
118788	NM_152309	PIK3AP1	0.01	0.6	1.57	1	39.85
	BG546536		0.04	1.51	0.63	1	39.7
3109	NM_002118	HLA-DMB	0.21	8.11	23.87	1	39.54
2261	NM_000142	FGFR3	0.02	0.64	3.17	1	39.42
83643	NM_031455	CCDC3	1.01	39.75	64.99	1	39.41
3800	ENST00000334436	KIF5C	0.56	21.87	2.75	1	39.01
2731	NM_000170	GLDC	0.01	0.4	1.03	1	39.01
	CR622189		0.07	2.54	0.61	1	38.91
54097	NM_058186	FAM3B	0.01	0.57	0.39	1	38.86
54894	NM_017763	RNF43	0.01	0.39	0.62	1	38.67
	THC2316492		0.05	1.79	3.22	1	38.63
9783	NM_014747	RIMS3	0.03	1.15	0.91	1	38.62
4070	NM_002353	TACSTD2	0.01	0.38	0.05	1	38.4
5244	NM_018850	ABCB4	0.01	0.55	6.34	1	38.36
8942	NM_003937	KYNU	0.01	0.38	0.54	1	38.35
3635	NM_001017915	INPP5D	0.17	6.7	4.31	1	38.28
64902	NM_031900	AGXT2	0.01	0.38	7.18	1	38.27
	THC2341174		0.07	2.56	0.78	1	38.25
	XM_495933		0.03	0.99	0.56	1	38.22
51365	NM_015900	PLA1A	0.2	7.46	23.23	1	38.11
3170	NM_021784	FOXA2	0.01	0.49	1.8	1	38.1
127845	NM_198447	GOLT1A	0.01	0.38	1.88	1	38.02
147	THC2290198	ADRA1B	0.07	2.72	3.85	1	37.89
8787	NM_003835	RGS9	0.05	1.78	0.44	1	37.87
9423	BC092429	NTN1	0.03	1.26	21.18	1	37.49
	THC2448300		0.29	11.02	118.37	1	37.45
	A_24_P187355		0.01	0.38	0.12	1	37.36
1910	NM_003991	EDNRB	4.96	185.42	198.78	1	37.35
64240	NM_022436	ABCG5	0.02	0.8	2.59	1	37.08
113220	NM_138424	KIF12	0.04	1.55	0.29	1	37.06
	BC012091		0.2	7.57	0.14	1	36.97
1525	NM_001338	CXADR	0.01	0.47	0.43	1	36.93
85446	NM_033400	ZFHX2	0.07	2.66	0.48	1	36.57
4036	NM_004525	LRP2	0.66	23.96	9.8	1	36.18
	THC2340277		0.02	0.7	0.01	1	36.09
5267	NM_006215	SERPINA4	0.01	0.36	1.23	1	36.04
563	NM_001185	AZGP1	0.01	0.41	9.25	1	35.89
3485	NM_000597	IGFBP2	0.01	0.36	0.69	1	35.82
	A_32_P144381		0.01	0.5	1.51	1	35.81
	A_24_P846810		0.06	2.1	0.31	1	35.77
336	NM_001643	APOA2	0.01	0.36	2.27	1	35.56
