LocusLink	Name
8302	Killer cell lectin-like receptor subfamily C, member 4
8317	CDC7 cell division cycle 7 (S. cerevisiae)
8322	Frizzled homolog 4 (Drosophila)
8439	Neutral sphingomyelinase (N-SMase) activation associated factor
8470	Arg/Abl-interacting protein ArgBP2
8504
8531	Cold shock domain protein A
8546	Adaptor-related protein complex 3, beta 1 subunit
8559	PRP18 pre-mRNA processing factor 18 homolog (yeast)
8600	Tumor necrosis factor (ligand) superfamily, member 11
8633	Unc-5 homolog C (C. elegans)
8653
8692	Hyaluronoglucosaminidase 2
8754	A disintegrin and metalloproteinase domain 9 (meltrin gamma)
8852	A kinase (PRKA) anchor protein 4
8898	Myotubularin related protein 2
8910	Sarcoglycan, epsilon
8927	Bassoon (presynaptic cytomatrix protein)
8972	Maltase-glucoamylase (alpha-glucosidase)
8992	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e
9112	Metastasis associated 1
9254	Calcium channel, voltage-dependent, alpha 2/delta subunit 2
9296	ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F
9319	Thyroid hormone receptor interactor 13
9324	In multiple clusters
9354	Ubiquitination factor E4A (UFD2 homolog, yeast)
9416	DEAD (Asp-Glu-Ala-Asp) box polypeptide 23
9443	Cofactor required for Sp1 transcriptional activation, subunit 9, 33kDa
9456	Homer homolog 1 (Drosophila)
9470	Eukaryotic translation initiation factor 4E member 2
9491	Proteasome (prosome, macropain) inhibitor subunit 1 (PI31)
9529	BCL2-associated athanogene 5
9556	Chromosome 14 open reading frame 2
9597	SMAD in the antisense orientation
9617	Mitochondrial translational release factor 1
9620	Cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)
9686	Vestigial like 4 (Drosophila)
9690	Ubiquitin protein ligase E3C
9702	Translokin
9747	KIAA0738 gene product
9802	DAZ associated protein 2
9818	Nucleoporin like 1
9879	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46
9880	KIAA0352 gene product
9918	Chromosome condensation-related SMC-associated protein 1
9922	IQ motif and Sec7 domain 1
9948	WD repeat domain 1
9962	Solute carrier family 23 (nucleobase transporters), member 2
10047	Cystatin 8 (cystatin-related epididymal specific)
10102	Ts translation elongation factor, mitochondrial
10150	Muscleblind-like 2 (Drosophila)
10180	RNA binding motif protein 6
10210	Topoisomerase I binding, arginine/serine-rich
10231	Down syndrome critical region gene 1-like 1
10240	Mitochondrial ribosomal protein S31
10284	Sin3-associated polypeptide, 18kDa
10286	Breast carcinoma amplified sequence 2
10289	Translation factor sui1 homolog
10344	Chemokine (C-C motif) ligand 26
10388	Synaptonemal complex protein 2
10412	TGF beta-inducible nuclear protein 1
10443
10483	Sec23 homolog B (S. cerevisiae)
10621	Polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa
10659
10717	Adaptor-related protein complex 4, beta 1 subunit
10723	Solute carrier family 12 (potassium/chloride transporters), member 7
10745	Putative homeodomain transcription factor 1
10748	Killer cell lectin-like receptor subfamily A, member 1
10869	Ubiquitin specific protease 19
10878
10907	Thioredoxin-like 4A
10956	Amplified in osteosarcoma
10973
10978	ATP/GTP-binding protein
11034	Destrin (actin depolymerizing factor)
11098	Protease, serine, 23
11167	Follistatin-like 1
11168	PC4 and SFRS1 interacting protein 1
11341	Scrapie responsive protein 1
22858	Intestinal cell (MAK-like) kinase
22875	Ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative function)
22907	DEAH (Asp-Glu-Ala-His) box polypeptide 30
22931	RAB18, member RAS oncogene family
22936	Elongation factor, RNA polymerase II, 2
22976	PAX interacting (with transcription-activation domain) protein 1
23107	Mitochondrial ribosomal protein S27
23122	Cytoplasmic linker associated protein 2
23196	Chromosome 9 open reading frame 10
23225	Nucleoporin 210kDa
23235	SNF1-like kinase 2
23239	PH domain and leucine rich repeat protein phosphatase
23306	KIAA0286 protein
23368	Protein phosphatase 1, regulatory (inhibitor) subunit 13B
23398	KIAA0073 protein
23473	Calpain 7
23554	Tetraspanin 12
23596	Opsin 3 (encephalopsin, panopsin)
25782
25821	Mitochondrial translation optimization 1 homolog (S. cerevisiae)
25842	ASF1 anti-silencing function 1 homolog A (S. cerevisiae)
25886	WD repeat domain 51A
25900	HOM-TES-103 tumor antigen-like
25994	Likely ortholog of mouse hypoxia induced gene 1
26035	Glucuronyl C5-epimerase
26228	BCR downstream signaling 1
26268	F-box protein 9
26515	Fracture callus 1 homolog (rat)
26578	Osteoclast stimulating factor 1
26958	Coatomer protein complex, subunit gamma 2
27131	Sorting nexin 5
27153	KIAA1285 protein
28512	NFKB inhibitor interacting Ras-like 1
28998	Mitochondrial ribosomal protein L13
28999	Kruppel-like factor 15
29031
29052
29095	ORM1-like 2 (S. cerevisiae)
29843	SUMO1/sentrin specific protease 1
29880	Asparagine-linked glycosylation 5 homolog (yeast, dolichyl-phosphate beta-glucosyltransferase)
29889	Guanine nucleotide binding protein-like 2 (nucleolar)
29905
29925	GDP-mannose pyrophosphorylase B
29947	DNA (cytosine-5-)-methyltransferase 3-like
30968	Stomatin (EPB72)-like 2
50804	Myelin expression factor 2
50813	COP9 constitutive photomorphogenic homolog subunit 7A (Arabidopsis)
51046	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3
51071	2-deoxyribose-5-phosphate aldolase homolog (C. elegans)
51074	Likely ortholog of mouse monocyte macrophage 19
51099	Abhydrolase domain containing 5
51126	N-acetyltransferase 5 (ARD1 homolog, S. cerevisiae)
51182	Heat shock 70kDa protein 14
51271
51279	Complement component 1, r subcomponent-like
51390	Androgen-induced 1
51397	COMM domain containing 10
51400	Protein phosphatase methylesterase-1
51451	Leucine carboxyl methyltransferase 1
51474	Epithelial protein lost in neoplasm beta
51501	Hypothetical protein HSPC138
51510	Chromatin modifying protein 5
51517	NCK interacting protein with SH3 domain
51592	Tripartite motif-containing 33
51602	Nucleolar protein NOP5/NOP58
51631	LUC7-like 2 (S. cerevisiae)
51642	Mitochondrial ribosomal protein L48
51715	RAB23, member RAS oncogene family
51729	WW domain binding protein 11
51806	Calmodulin-like 5
53353	Low density lipoprotein-related protein 1B (deleted in tumors)
53820	Down syndrome critical region gene 6
53826	FXYD domain containing ion transport regulator 6
54106	Toll-like receptor 9
54407	Solute carrier family 38, member 2
54469	Zinc finger, A20 domain containing 3
54514	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4
54824
54851	Fetal globin-inducing factor
54870	FLJ20259 protein
54908	Hypothetical protein FLJ20364
54914	KIAA1797
54926	Ubiquitin-conjugating enzyme E2R 2
54955	Hypothetical protein FLJ20508
54977	Hypothetical protein FLJ20551
54998	Aurora-A kinase interacting protein
55005	Chromosome 6 open reading frame 96
55023	Pleckstrin homology domain interacting protein
55038	Cell division cycle associated 4
55128	Tripartite motif-containing 68
55138	Hypothetical protein FLJ10408
55166	Chromosome 6 open reading frame 139
55216	Hypothetical protein FLJ10726
55255	WD repeat domain 41
55265	Kinesin family member 24
55303	GTPase, IMAP family member 4
55359	Serine/threonine/tyrosine kinase 1
55578	Family with sequence similarity 48, member A
55644	O-sialoglycoprotein endopeptidase
55699	Mitochondrial isoleucine tRNA synthetase
55716	Lipocalin-interacting membrane receptor
55806	Hairless homolog (mouse)
55810	Forkhead box J2
55831	30 kDa protein
55848	Chromosome 9 open reading frame 46
55885	LIM domain only 3 (rhombotin-like 2)
55900	Zinc finger protein 302
55909	Bridging integrator 3
56121
56126	Protocadherin beta 10
56683	Chromosome 21 open reading frame 59
56947	Chromosome 2 open reading frame 33
56952	Phosphoribosyl transferase domain containing 1
57118	Calcium/calmodulin-dependent protein kinase ID
57136	Chromosome 20 open reading frame 3
57146	Promethin
57226	Hypothetical protein dJ122O8.2
57414	Rhomboid, veinlet-like 7 (Drosophila)
57415	Chromosome 3 open reading frame 14
57453	Down syndrome cell adhesion molecule like 1
57486	Neurolysin (metallopeptidase M3 family)
57596	Brain-enriched guanylate kinase-associated protein
57634	E1A binding protein p400
57761	Tribbles homolog 3 (Drosophila)
58473	Pleckstrin homology domain containing, family B (evectins) member 1
58495	Zinc finger protein 339
58503	Proline rich, lacrimal 1
59082	ICEBERG caspase-1 inhibitor
64215	DnaJ (Hsp40) homolog, subfamily C, member 1
64399	Hedgehog interacting protein
64410	BTB/POZ KELCH domain protein
64425	RNA polymerase I associated factor 53
64689	Golgi reassembly stacking protein 1, 65kDa
64699	Transmembrane protease, serine 3
64776	Chromosome 11 open reading frame 1
64778	Fibronectin type III domain containing 3B
64854	Ubiquitin specific protease 46
64921	O-acetyltransferase
64943	Hypothetical protein FLJ12442
64949	Mitochondrial ribosomal protein S26
64968	Mitochondrial ribosomal protein S6
65083	Nucleolar protein family 6 (RNA-associated)
65999
66036
79022	Hypothetical protein MGC5576
79028
79038	Zinc finger, FYVE domain containing 21
79053	Asparagine-linked glycosylation 8 homolog (yeast, alpha-1,3-glucosyltransferase)
79659	Dynein, cytoplasmic, heavy polypeptide 2
79810	Pentatricopeptide repeat domain 2
79854	Hypothetical protein FLJ22639
79896	Threonine synthase-like 1 (bacterial)
80006	Hypothetical protein FLJ13611
80143	Hypothetical protein FLJ21168
80149	MCP-1 treatment-induced protein
80223	RAB11 family interacting protein 1 (class I)
80324	Pseudouridylate synthase 1
81256
81285	Olfactory receptor, family 51, subfamily E, member 2
83447	Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31
83480	Pseudouridylate synthase 3
83541	Chromosome 20 open reading frame 55
83714	Nuclear receptor interacting protein 2
83856	Coiled-coil domain containing 10
83959	Solute carrier family 4, sodium bicarbonate transporter-like, member 11
84078	Kelch repeat and BTB (POZ) domain containing 7
84137
84154	Brix domain containing 1
84236	Hypothetical protein DKFZp547E052
84250	Ankyrin repeat domain 32
84273	Chromosome 4 open reading frame 14
84280	K+ channel tetramerization protein
84319	Hypothetical protein MGC4308
84334	Chromosome 14 open reading frame 153
84522	Jagunal homolog 1 (Drosophila)
84532	Acetyl-Coenzyme A synthetase 2 (AMP forming)-like
84663
84681	Histidine triad nucleotide binding protein 2
84836	Hypothetical protein MGC15429
84864	MYC induced nuclear antigen
84866	Transmembrane protein 25
84881	RNA pseudouridylate synthase domain containing 4
84894
84904	Chromosome 9 open reading frame 100
84928	Hypothetical protein FLJ14803
84987	Hypothetical protein MGC14288
85004	RAS-like, estrogen-regulated, growth inhibitor
85015	Ubiquitin specific protease 45
85406	DnaJ (Hsp40) homolog, subfamily C, member 14
85444	KIAA1764 protein
85478	NYD-SP28 protein
89797	Neuron navigator 2
90070	Lacritin
90459	Histone mRNA 3 end-specific exonuclease
90701	SEC11-like 3 (S. cerevisiae)
92105	Hypothetical gene MGC16733 similar to CG12113
112479	Similar to RIKEN cDNA 4933424N09 gene
113278	Chromosome 20 open reading frame 54
114785	Methyl-CpG binding domain protein 6
115353	Hypothetical protein MGC8974
118430	Small breast epithelial mucin
118924	Chromosome 10 open reading frame 4
120379	Hypothetical protein BC019238
121506	Hypothetical protein FLJ32115
132160	Protein phosphatase 1M (PP2C domain containing)
140901	Serine/threonine kinase 35
142685	Ankyrin repeat and SOCS box-containing 15
152789	Multiple coiled-coil GABABR1-binding protein
170689	A disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 15
202333	Cardiomyopathy associated 5
203102	A disintegrin and metalloproteinase domain 32
219333	Ubiquitin specific protease 12
219404
219844	Hydrolethalus syndrome 1
220074	Hypothetical 55.1 kDa protein F09G8.5 in chromosome III
256790
283638	KIAA0284
285367	RNA pseudouridylate synthase domain containing 3
286133	Hypothetical protein MGC45780
	A_23_P121405
	A_23_P133174
	A_23_P255389
	A_23_P19428
	A_23_P111228
	A_23_P123440
	A_23_P21278
	A_23_P12849
	A_23_P150092
	A_23_P47259
	A_23_P99103
	A_23_P139825
	A_23_P162314
	A_23_P43946
	A_23_P2745
	A_23_P151625
	A_23_P205456
	A_23_P109133
	A_23_P91343
